UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
13FE00001,13,e19,H7324,4,25,19,31,0.76,1.63
13FE00002,13,e9,L0289,4,20,14,17,0.7,1.21
13FE00003,13,1,X7486,1,8,7,11,0.88,1.57
13FE00004,13,15,Z0053,1,23,21,33,0.91,1.57
13FE00005,13,23,Z1459,1,27,22,39,0.81,1.77
13FE00006,13,17,L0105,1,24,21,30,0.88,1.43
13FE00007,13,20,L0492,1,26,23,34,0.88,1.48
13FE00008,13,27,X7416,1,30,27,44,0.9,1.63
13FE00009,13,24,K4814,1,24,23,37,0.96,1.61
13FE00010,13,44,T3748,1,29,25,36,0.86,1.44
13FE00079,13,e25,T3802,4,31,13,14,0.42,1.08
13FE00080,13,e13,L0277,4,21,18,20,0.86,1.11
13FE00081,13,e1,X8622,4,7,4,4,0.57,1.0
13FE00082,13,e24,T3685,4,30,17,21,0.57,1.24
13FE00083,13,51,R8832,2,30,26,42,0.87,1.62
13FE00084,13,e7,X8836,4,21,16,19,0.76,1.19
13FE00085,13,e14,R8405,4,18,10,13,0.56,1.3
13FE00086,13,V2,Z0785,5,14,14,23,1.0,1.64
13FE00087,13,e15,R8986,4,18,8,10,0.44,1.25
13FE00088,13,e16,R8760,4,21,16,19,0.76,1.19
