UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
11IN00001,2003303160,03160,30,03160,03,2,00,2,33,FL-,K0000,64,A3952,04,7,,,O,OVX,D,.,177,211,1,,,,X,Ovx,O,7.5,LATEtoMIL,CxP,,0,1,,0.0,,2011
11IN00002,2003050432,H0432,05,H0432,03,2,88,1,30,e13,A8879,04,P0075,05,0,,,3,.,D,.,158,176,2,,93,1027,.,,,8.0,LAME RR ',Poly,,11019,1,,0.059,,2011
11IN00003,2003050484,H0484,05,H0484,03,2,88,1,30,31P,A8315,04,A2908,04,0,,,3,.,2,.,138,139,2,,97,0909,.,,,8.0,,Poly,,0,1,,0.069,,2011
11IN00004,2003050495,H0495,05,H0495,03,2,88,1,30,33P,A8584,04,A8198,04,0,,,3,.,2,.,139,168,2,,93,1027,.,,,8.0,,Poly,,10881,1,,0.08,,2011
11IN00005,2003050601,H0601,05,H0601,03,2,88,1,30,e10,A8579,04,A9062,04,0,,,3,.,1,.,207,199,2,,93,1027,.,,,8.0,,Poly,,10995,1,,0.06,,2011
11IN00006,2003050643,H0643,05,H0643,03,2,88,1,30,e13,A8879,04,A9133,04,0,,,3,.,D,.,133,135,1,,93,1027,.,,,8.0,,Poly,,10841,1,,0.053,,2011
11IN00007,2003050653,H0653,05,H0653,03,2,88,1,30,33P,A8584,04,A8543,04,0,,,3,.,2,.,143,173,2,,93,1107,.,,,8.0,THIN,Poly,,11014,1,,0.059,,2011
11IN00008,2003050702,H0702,05,H0702,03,2,88,1,30,32P,A8724,04,A5103,04,0,,,3,.,2,.,142,157,4,,93,1027,.,,,8.0,,Poly,,11007,1,,0.064,,2011
11IN00009,2004050755,H0755,05,H0755,04,2,82,1,30,14P,A9963,04,A7609,04,0,,,3,Ctl,2,.,169,179,2,,93,1027,.,,,7.0,LOW BAG F,Poly,,10964,1,,0.104,,2011
11IN00010,2004050780,H0780,05,H0780,04,2,83,1,30,04P,A9232,04,A5434,04,0,,,3,Flw,H,.,157,175,2,,93,1027,.,,,7.0,,Poly,,10973,1,,0.048,,2011
11IN00011,2004050834,H0834,05,H0834,04,2,82,1,30,23P,A9122,04,P0151,05,0,,,3,Ctl,D,.,158,160,1,,93,1027,.,,,7.0,,Poly,,11008,1,,0.058,,2011
