UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,YRREC
00IN01001,2000816080,6080,81,5555,00,2,00,1,00,-Z-,000010,000000,7,,,,U,LIM,3,187,175,2,,,,,U,A,7.0,,2001

