UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
22IN00001,2018060009,A0009,06,A0009,18,2,,1,30,41,H9486,05,H9504,05,0,,,1,RED,2,,244,212,4,,,0707,,,,4.0,LambedInJuly,,,,1,,0.034,,2022
22IN00002,2018060049,A0049,06,A0049,18,2,,1,30,39,H9361,05,H9357,05,0,,,1,RED,1,,151,183,2,,,,,,,4.0,.,,,,1,,0.037,,2022
22IN00003,2018060059,A0059,06,A0059,18,2,,1,30,41,H9486,05,H9325,05,7,,,1,RED,D,,183,185,2,,,,,,,4.0,.,,,,1,,0.037,,2022
22IN00004,2018060073,A0073,06,A0073,18,2,,1,30,38,H9294,05,H9149,05,,,,3,RED,1,,244,240,2,,93,1013,,,,4.0,X Warts,EC,,16102,1,,0.027,,2022
22IN00005,2018060103,A0103,06,A0103,18,2,,1,30,e14,H9384,05,H9833,05,,,,1,,2,,205,205,2,,,,,,,4.0,ScoursTx,,,,1,,0.027,,2022
22IN00006,2018060106,A0106,06,A0106,18,2,,1,30,39,H9361,05,H8927,05,0,,,1,RED,1,,158,167,3,,,,,,,4.0,.,,,,1,,0.044,,2022
22IN00007,2018060110,A0110,06,A0110,18,2,,1,30,40,H9420,05,H8876,05,0,,,1,RED,2,,177,197,2,,,,,,,4.0,CHUNKYMILKRS,,,,1,,0.027,,2022
22IN00008,2018060164,A0164,06,A0164,18,2,,1,30,41,H9486,05,H9497,05,,,,1,RED,1,,188,186,2,,,,,,,4.0,.,,,,1,,0.031,,2022
22IN00009,2018060175,A0175,06,A0175,18,2,,1,30,40,H9420,05,H8694,05,0,,,1,TX,2,,171,179,2,,,,,,,4.0,WARTS,,,,1,,0.029,,2022
22IN00010,2018060184,A0184,06,A0184,18,2,,1,30,e11,H9065,05,H9754,05,0,,,1,,1,,176,173,2,,,,,,,4.0,.,,,,1,,0.039,,2022
22IN00011,2018060187,A0187,06,A0187,18,2,,1,30,38,H9294,05,H8872,05,0,,,6,RTX,,,0,0,0,,01,0128,,,,4.0,LT,EC,,,1,,0.022,,2022
22IN00012,2018060188,A0188,06,A0188,18,2,,1,30,40,H9420,05,H8931,05,7,,,1,RED,1,,190,176,2,,,,,,,4.0,.,,,,1,,0.034,,2022
22IN00013,2018060192,A0192,06,A0192,18,2,,1,30,40,H9420,05,H9055,05,0,,,6,RED,1,,106,0,0,,01,0908,,,,4.0,.,,,,1,,0.027,,2022
22IN00014,2018060193,A0193,06,A0193,18,2,,1,30,40,H9420,05,H9055,05,0,,,3,RED,1,,154,172,6,,93,1013,,,,4.0,X Bag,,,16205,1,,0.027,,2022
22IN00015,2018060196,A0196,06,A0196,18,2,,1,30,38,H9294,05,H8450,05,0,,,1,RED,1,,219,212,1,,,,,,,4.0,.,,,,1,,0.03,,2022
22IN00016,2018060203,A0203,06,A0203,18,2,,1,30,39,H9361,05,H7423,05,0,,,3,,2,,212,202,2,,93,1013,,,,4.0,To Logan,EY,,,1,,0.02,,2022
