UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLR,ALTID,INBRL,YRREC
06IN01534,2003449506,T9506,44,T9506,03,2,ID,1,02,43T,829644,854744,I,,KK,1,1,.,1,,172,194,2,,,,I,52,2,3.0,ENTR,Ida,,0,1,,0.003,2006
06IN01535,2003449521,T9521,44,T9521,03,2,48,1,02,13T,818344,806444,0,,,,1,.,4,,177,204,2,,,,M,54,2,3.0,NICE,Targ,,0,1,,0.017,2006
06IN01536,2003449523,T9523,44,T9523,03,2,ID,1,02,42T,775944,624944,I,,ISA,1,1,.,2,,195,193,2,,,,I,53,2,3.0,,Ida,,0,1,,0.021,2006
06IN01537,2003449528,T9528,44,T9528,03,2,ID,1,02,42T,775944,710244,I,,ISA,1,1,.,1,,167,184,2,,,,I,53,2,3.0,,Ida,,0,1,,0.046,2006
06IN01538,2003449534,T9534,44,T9534,03,2,48,1,02,12T,0064,693644,0,,KK,1,1,.,4,,150,173,2,,,,M,54,2,3.0,PNEU.TX.EWE,Targ,,0,1,,0.0,2006
06IN01539,2003449540,T9540,44,T9540,03,2,48,1,02,13T,818344,776844,0,,,,1,.,1,,163,186,2,,,,M,54,2,3.0,,Targ,,0,1,,0.074,2006
06IN01540,2003449557,T9557,44,T9557,03,2,ID,1,02,41T,922100,776144,I,,MSU,1,1,.,2,,182,193,2,,,,I,51,2,3.0,"RP, METRITIS",Ida,,0,1,,0.0,2006
06IN01541,2003449564,T9564,44,T9564,03,2,ID,1,02,41T,922100,708044,I,,MSU,1,B,.,5,,237,230,1,,93,0919,I,,,3.0,PRODUCTION,Ida,,6861,1,,0.0,2006
06IN01542,2003449570,T9570,44,T9570,03,2,ID,1,02,41T,922100,702544,I,,MSU,1,1,.,1,,224,234,2,,,,I,55,2,3.0,SM.UDDER,Ida,,0,1,,0.0,2006
06IN01543,2003449587,T9587,44,T9587,03,2,ID,1,02,42T,775944,831044,I,,ISA,1,1,.,4,,147,177,2,,,,I,51,2,3.0,PNEU.,Ida,,0,1,,0.045,2006
06IN01544,2003449592,T9592,44,T9592,03,2,ID,1,02,41T,922100,742644,I,,MSU,1,3,.,1,,200,217,11,,93,1103,I,R-L,,3.0,R.SPOILED,Ida,,6670,1,,0.0,2006
06IN01545,2003449593,T9593,44,T9593,03,1,ID,1,02,41T,922100,742644,I,,MSU,1,1,.,*,,0,0,0,,19,0320,I,,,3.0,"NICE,D9,TRY!",Ida,,0,1,,0.0,2006
06IN01546,2003449596,T9596,44,T9596,03,2,48,1,02,14T,805144,790944,0,,,,1,.,1,,147,167,2,,,,M,54,2,3.0,4TEATS,Targ,,0,1,,0.02,2006
06IN01547,2003449601,T9601,44,T9601,03,2,48,1,02,12T,0064,721744,0,,KK,1,1,.,1,,177,201,4,,,,M,58,2,3.0,NICE,Targ,,0,1,,0.0,2006
06IN01548,2003449604,T9604,44,T9604,03,2,ID,1,02,42T,775944,831444,I,,ISA,1,1,.,2,,182,184,2,,,,I,51,2,3.0,BIG4HER,Ida,,0,1,,0.042,2006
06IN01549,2003449621,T9621,44,T9621,03,2,48,1,02,12T,0064,779144,0,,KK,1,1,.,H,,137,154,2,,,,M,54,2,3.0,,Targ,,0,1,,0.0,2006
06IN01550,2003449638,T9638,44,T9638,03,2,ID,1,02,41T,922100,615244,I,,MSU,1,1,.,2,,201,214,2,,,,I,56,2,3.0,,Ida,,0,1,,0.0,2006
06IN01551,2003449653,T9653,44,T9653,03,2,ID,1,02,41T,922100,836444,I,,MSU,1,1,.,2,,262,246,2,,,,I,59,2,3.0,LTS,Ida,,0,1,,0.0,2006
06IN01552,2003449657,T9657,44,T9657,03,1,ID,1,02,41T,922100,648144,I,,MSU,1,1,.,M,,289,307,0,,,,I,,,3.0,"THIN, OCT",Ida,,0,1,,0.0,2006
06IN01553,2003449667,T9667,44,T9667,03,2,48,1,02,13T,818344,693744,0,,,,1,.,2,,166,187,2,,,,M,58,2,3.0,RP,Targ,,0,1,,0.018,2006
06IN01554,2003449680,T9680,44,T9680,03,2,48,1,02,12T,0064,049100,0,,KK,1,1,.,2,,161,197,2,,,,M,58,2,3.0,LATEMILKTHIN,Targ,,0,1,,0.0,2006
06IN01555,2003449684,T9684,44,T9684,03,1,48,1,02,14T,805144,685244,0,,L41,,1,.,M,,247,271,0,,,,M,,,3.0,,Targ,,0,1,,0.02,2006
06IN01556,2003449685,T9685,44,T9685,03,1,48,1,02,14T,805144,685244,0,,L41,,1,.,*,,0,0,0,,50,0502,M,,,3.0,,Targ,,0,1,,0.02,2006
06IN01557,2003449694,T9694,44,T9694,03,2,ID,1,02,41T,922100,718844,I,,MSU,1,3,.,H,,183,170,11,,93,1103,I,I-F,,3.0,L.SPOILED,Ida,,6777,1,,0.0,2006
06IN01558,2003449709,T9709,44,T9709,03,2,48,1,02,14T,805144,691844,0,,,,1,.,2,,151,177,2,,,,M,54,2,3.0,,Targ,,0,1,,0.021,2006
06IN01559,2003449715,T9715,44,T9715,03,2,48,1,02,14T,805144,782344,0,,,,1,.,4,,162,158,2,,,,M,55,2,3.0,,Targ,,0,1,,0.072,2006
06IN01560,2003449723,T9723,44,T9723,03,2,48,1,02,13T,818344,721944,0,,,,1,.,2,,186,198,2,,,,M,52,2,3.0,SUCK1SIDE,Targ,,0,1,,0.019,2006
06IN01561,2003449725,T9725,44,T9725,03,2,48,1,02,14T,805144,728644,0,,,,6,.,2,,121,0,0,,68,0804,M,,,3.0,LR FOOT ABS,Targ,,0,1,,0.066,2006
06IN01562,2003449729,T9729,44,T9729,03,2,ID,1,02,e.8,779444,896044,I,,KK,1,1,.,2,,174,200,2,,,,I,52,2,3.0,MSG! SHRG!,Ida,,0,1,,0.032,2006
06IN01563,2003449736,T9736,44,T9736,03,2,48,1,02,12T,0064,739744,0,,KK,1,1,.,2,,163,192,4,,,,M,54,2,3.0,NICE,Targ,,0,1,,0.0,2006
06IN01564,2003449766,T9766,44,T9766,03,2,48,1,02,13T,818344,787744,0,,,,B,.,1,,185,204,2,,93,0919,M,,,3.0,R.P.,Targ,,6706,1,,0.017,2006
06IN01565,2003449768,T9768,44,T9768,03,2,ID,1,02,e.9,840244,893944,I,,MSU,1,B,.,5,,226,236,1,,93,0919,I,,,3.0,PRODUCTION,Ida,,6806,1,,0.004,2006
06IN01566,2003449772,T9772,44,T9772,03,2,48,1,02,13T,818344,801844,0,,,,1,.,2,,164,204,2,,,,M,53,2,3.0,NICE,Targ,,0,1,,0.067,2006
06IN01567,2003449783,T9783,44,T9783,03,2,ID,1,02,e.9,840244,903344,I,,MSU,1,3,.,H,,175,178,2,,93,1103,I,I-F,,3.0,RUPTURE LTS,Ida,,6757,1,,0.007,2006
06IN01568,2004449798,T9798,44,T9798,04,1,48,1,02,45T,890744,585844,0,,,,3,.,M,,223,241,0,,93,0814,M,,,2.0,ABS.RUMP X,Targ,,6409,1,,0.082,2006
06IN01569,2004449806,T9806,44,T9806,04,2,48,1,02,61,885544,922444,7,,,,1,SPG,S,,170,178,2,,,,S,56,2,2.0,PNEU.,Spg,,0,1,,0.013,2006
06IN01570,2004449807,T9807,44,T9807,04,2,48,1,02,61,885544,922444,7,,,,3,SPG,5,,166,180,1,,93,1205,S,A-I,,2.0,X FACE1-,Spg,,6751,1,,0.013,2006
06IN01571,2004449810,T9810,44,T9810,04,2,48,1,02,44T,896444,758244,0,,,,1,.,2,,170,206,4,,,,M,59,2,2.0,C.FR.TENDONS,Targ,,0,1,,0.028,2006
06IN01572,2004449812,T9812,44,T9812,04,2,48,1,02,44T,896444,635144,0,,,,1,.,1,,148,170,2,,,,M,51,2,2.0,,Targ,,0,1,,0.034,2006
06IN01573,2004449819,T9819,44,T9819,04,2,ID,1,02,42T,907344,768644,I,,L41,,1,.,1,,189,205,2,,,,I,52,2,2.0,,Ida,,0,1,,0.036,2006
06IN01574,2004449821,T9821,44,T9821,04,2,48,1,02,46T,805144,659844,0,,,,1,.,4,,152,156,2,,,,M,54,2,2.0,,Targ,,0,1,,0.022,2006
06IN01575,2004449823,T9823,44,T9823,04,2,ID,1,02,41T,922100,893944,I,,MSU,,1,.,2,,167,199,2,,,,I,55,2,2.0,,Ida,,0,1,,0.0,2006
06IN01576,2004449825,T9825,44,T9825,04,2,ID,1,02,41T,922100,702544,I,,MSU,,1,.,2,,153,187,2,,,,I,56,2,2.0,,Ida,,0,1,,0.0,2006
06IN01577,2004449826,T9826,44,T9826,04,2,ID,1,02,41T,922100,702544,I,,MSU,,1,.,4,,156,178,2,,,,I,59,2,2.0,HAIRY ok,Ida,,0,1,,0.0,2006
06IN01578,2004449836,T9836,44,T9836,04,2,48,1,02,61,885544,933144,7,,,,1,SPG,S,,182,191,2,,,,S,59,2,2.0,NICE LAMB,Spg,,0,1,,0.005,2006
06IN01579,2004449842,T9842,44,T9842,04,2,48,1,02,44T,896444,697844,0,,,,1,.,2,,156,186,2,,,,M,55,2,2.0,4TEATS,Targ,,0,1,,0.007,2006
06IN01580,2004449843,T9843,44,T9843,04,2,ID,1,02,43T,829644,882744,I,,KK,,1,.,5,,190,204,1,,,,I,51,2,2.0,,Ida,,0,1,,0.004,2006
06IN01581,2004449850,T9850,44,T9850,04,2,ID,1,02,42T,907344,881544,I,,L41,,3,.,2,,188,190,12,,93,1205,I,A-I,,2.0,,Ida,,6603,1,,0.03,2006
06IN01582,2004449855,T9855,44,T9855,04,2,ID,1,02,41T,922100,647944,I,,MSU,,1,.,4,,162,181,2,,,,I,55,2,2.0,,Ida,,0,1,,0.0,2006
06IN01583,2004449856,T9856,44,T9856,04,1,ID,1,02,41T,922100,776144,I,,MSU,,2,.,M,,233,250,0,,92,0921,I,,,2.0,,Ida,,6927,1,,0.0,2006
06IN01584,2004449857,T9857,44,T9857,04,2,ID,1,02,41T,922100,776144,I,,MSU,,1,.,2,,173,198,2,,,,I,56,2,2.0,,Ida,,0,1,,0.0,2006
06IN01585,2004449858,T9858,44,T9858,04,2,48,1,02,61,885544,892144,7,,,,6,SPG,S,,175,0,0,,05,0811,S,,,2.0,DEAD,Spg,,0,1,,0.005,2006
06IN01586,2004449860,T9860,44,T9860,04,2,48,1,02,46T,805144,732144,0,,,,B,.,1,,159,167,2,,93,0919,M,,,2.0,VAG.PROLAPSE,Targ,,6666,1,,0.065,2006
06IN01587,2004449867,T9867,44,T9867,04,2,48,1,02,61,885544,904844,7,,,,1,SPG,S,,150,167,2,,,,S,55,2,2.0,,Spg,,0,1,,0.03,2006
06IN01588,2004449868,T9868,44,T9868,04,2,48,1,02,44T,896444,599844,0,,,,1,.,4,,147,167,2,,,,M,56,2,2.0,NICE LAMB,Targ,,0,1,,0.007,2006
06IN01589,2004449869,T9869,44,T9869,04,2,48,1,02,45T,890744,763744,0,,,,1,.,5,,196,199,1,,,,M,58,2,2.0,,Targ,,0,1,,0.014,2006
06IN01590,2004449871,T9871,44,T9871,04,2,48,1,02,62,550544,915644,7,,,,1,SPG,S,,175,173,2,,,,S,59,2,2.0,NICE LAMB,Spg,,0,1,,0.005,2006
06IN01591,2004449874,T9874,44,T9874,04,2,48,1,02,61,885544,912644,7,,,,1,SPG,S,,151,153,2,,,,S,56,2,2.0,,Spg,,0,1,,0.04,2006
06IN01592,2004449876,T9876,44,T9876,04,2,48,1,02,61,885544,911644,7,,,,1,SPG,5,,191,202,2,,,,S,59,2,2.0,,Spg,,0,1,,0.014,2006
06IN01593,2004449878,T9878,44,T9878,04,2,ID,1,02,43T,829644,918544,I,,KK,,1,.,4,,151,177,2,,,,I,52,2,2.0,,Ida,,0,1,,0.006,2006
06IN01594,2004449879,T9879,44,T9879,04,2,48,1,02,63,904144,931744,7,,,,1,SPG,S,,177,174,1,,,,S,54,2,2.0,4TEATS,Spg,,0,1,,0.014,2006
06IN01595,2004449880,T9880,44,T9880,04,2,48,1,02,46T,805144,720144,0,,,,1,.,2,,175,164,2,,,,M,55,2,2.0,,Targ,,0,1,,0.077,2006
06IN01596,2004449881,T9881,44,T9881,04,1,48,1,02,46T,805144,720144,0,,,,1,.,M,,234,251,0,,,,M,,,2.0,NICE LAMB,Targ,,0,1,,0.077,2006
06IN01597,2004449883,T9883,44,T9883,04,2,48,1,02,45T,890744,740444,0,,,,1,.,2,,200,220,1,,,,M,56,2,2.0,4TEATS,Targ,,0,1,,0.08,2006
06IN01598,2004449886,T9886,44,T9886,04,2,48,1,02,45T,890744,724244,0,,,,1,.,2,,145,171,2,,,,M,57,2,2.0,4TEATS,Targ,,0,1,,0.072,2006
06IN01599,2004449888,T9888,44,T9888,04,2,48,1,02,44T,896444,732344,0,,,,1,.,2,,175,176,2,,,,M,59,2,2.0,,Targ,,0,1,,0.031,2006
06IN01600,2004449898,T9898,44,T9898,04,2,ID,1,02,43T,829644,615244,I,,KK,,1,.,1,,149,170,2,,,,I,51,2,2.0,NICE LAMB,Ida,,0,1,,0.004,2006
06IN01601,2004449902,T9902,44,T9902,04,2,ID,1,02,41T,922100,829944,I,,MSU,,1,.,2,,184,198,2,,,,I,59,2,2.0,LTS,Ida,,0,1,,0.0,2006
06IN01602,2004449903,T9903,44,T9903,04,2,ID,1,02,41T,922100,829944,I,,MSU,,1,.,H,,188,201,2,,,,I,51,2,2.0,,Ida,,0,1,,0.0,2006
06IN01603,2004449904,T9904,44,T9904,04,2,48,1,02,62,550544,936244,7,,,,1,SPG,H,,163,182,2,,,,S,56,2,2.0,LAME.LR.FOOT,Spg,,0,1,,0.072,2006
06IN01604,2004449908,T9908,44,T9908,04,1,ID,1,02,42T,907344,833944,I,,L41,,2,.,M,,240,258,0,,92,0921,I,,,2.0,*CHK LR HOOF*,Ida,,6929,1,,0.021,2006
06IN01605,2004449909,T9909,44,T9909,04,2,ID,1,02,42T,907344,833944,I,,L41,,1,.,2,,174,179,4,,,,I,53,2,2.0,,Ida,,0,1,,0.021,2006
06IN01606,2004449914,T9914,44,T9914,04,2,48,1,02,45T,890744,691844,0,,,,1,.,2,,127,155,2,,,,M,58,2,2.0,4TEATS,Targ,,0,1,,0.015,2006
06IN01607,2004449917,T9917,44,T9917,04,1,ID,1,02,41T,922100,836444,I,,MSU,,2,.,M,,253,277,0,,92,0921,I,,,2.0,"NICE,ENTR,SAV",Ida,,6928,1,,0.0,2006
06IN01608,2004449918,T9918,44,T9918,04,2,48,1,02,62,550544,900544,7,,,,1,SPG,S,,147,147,2,,,,S,57,2,2.0,THIN,Spg,,0,1,,0.004,2006
06IN01609,2004449923,T9923,44,T9923,04,2,48,1,02,45T,890744,696444,0,,,,1,.,1,,150,174,2,,,,M,51,2,2.0,,Targ,,0,1,,0.059,2006
06IN01610,2004449930,T9930,44,T9930,04,2,ID,1,02,43T,829644,709544,I,,KK,,1,.,5,,166,173,1,,,,I,52,2,2.0,NICE,Ida,,0,1,,0.009,2006
06IN01611,2004449933,T9933,44,T9933,04,2,48,1,02,61,885544,900644,7,,,,1,SPG,S,,167,186,2,,,,S,55,2,2.0,PNEU.TX.EWE,Spg,,0,1,,0.011,2006
06IN01612,2004449934,T9934,44,T9934,04,2,48,1,02,61,885544,900644,7,,,,1,SPG,S,,160,171,1,,,,S,56,2,2.0,,Spg,,0,1,,0.011,2006
06IN01613,2004449944,T9944,44,T9944,04,1,48,1,02,44T,896444,843244,0,,,,3,.,M,,254,284,0,,93,0814,M,,,2.0,-LIBIDO,Targ,,6410,1,,0.028,2006
06IN01614,2004449945,T9945,44,T9945,04,2,48,1,02,44T,896444,843244,0,,,,1,.,2,,163,193,2,,,,M,59,2,2.0,,Targ,,0,1,,0.028,2006
06IN01615,2004449949,T9949,44,T9949,04,2,ID,1,02,43T,829644,648144,I,,KK,,1,.,1,,168,199,1,,,,I,51,2,2.0,,Ida,,0,1,,0.014,2006
06IN01616,2004449955,T9955,44,T9955,04,2,48,1,02,62,550544,906444,7,,,,1,SPG,S,,148,162,2,,,,S,58,2,2.0,THIN,Spg,,0,1,,0.004,2006
06IN01617,2004449966,T9966,44,T9966,04,2,ID,1,02,43T,829644,838644,I,,KK,,1,.,2,,126,163,2,,,,I,52,2,2.0,MILK FEVER,Ida,,0,1,,0.008,2006
06IN01618,2004449969,T9969,44,T9969,04,2,48,1,02,46T,805144,760244,0,,,,1,.,1,,146,175,2,,,,M,57,2,2.0,4TEATS,Targ,,0,1,,0.071,2006
06IN01619,2004449973,T9973,44,T9973,04,2,ID,1,02,42T,907344,769144,I,,L41,,1,.,4,,164,190,2,,,,I,53,2,2.0,,Ida,,0,1,,0.021,2006
06IN01620,2004449974,T9974,44,T9974,04,2,ID,1,02,42T,907344,769144,I,,L41,,B,.,5,,191,210,1,,93,0919,I,,,2.0,OPP HARD BAG,Ida,,6822,1,,0.021,2006
06IN01621,2004449975,T9975,44,T9975,04,2,48,1,02,63,904144,934044,7,,,,1,SPG,S,,155,154,2,,,,S,58,2,2.0,,Spg,,0,1,,0.045,2006
06IN01622,2004449982,T9982,44,T9982,04,2,48,1,02,45T,890744,678044,0,,,,1,.,1,,141,161,2,,,,M,52,2,2.0,,Targ,,0,1,,0.05,2006
06IN01623,2004449988,T9988,44,T9988,04,2,48,1,02,63,904144,937244,7,,,,1,SPG,H,,152,170,2,,,,S,58,2,2.0,LAME.RR.FOOT,Spg,,0,1,,0.056,2006
06IN01624,2004449997,T9997,44,T9997,04,2,48,1,02,61,885544,903544,7,,,,1,SPG,S,,197,197,2,,,,S,59,2,2.0,,Spg,,0,1,,0.039,2006
06IN01625,2003820019,X0019,82,X0019,03,2,97,1,97,971,0093,406081,0,,DAV,,1,Suf,B,,168,189,2,,,,.,11,1,3.0,,Suff,,1135,6,,0.0,2006
06IN01626,2003820021,X0021,82,X0021,03,2,00,1,02,-2-,820344,758844,0,,,,1,.,1,,158,163,2,,,,X,57,2,3.0,,JxT,,0,1,,0.018,2006
06IN01627,2003820034,X0034,82,X0034,03,2,97,1,97,972,609881,615581,0,,Syr,,1,Suf,B,,218,223,2,,,,.,16,1,3.0,,Suff,,1155,6,,0.159,2006
06IN01628,2003820038,X0038,82,X0038,03,2,00,1,80,52N,000081,617504,7,,,,2, 47,3,,188,186,2,,92,0921,N,,,3.0,PNEU.TX.EWE,SxP,,7210,5,,0.0,2006
06IN01629,2003820051,X0051,82,X0051,03,2,00,1,80,52N,000081,327504,7,,,,3,RN,3,,227,220,12,,93,1103,N,R-L,,3.0,,SxP,,6842,5,,0.0,2006
06IN01630,2003820057,X0057,82,X0057,03,2,00,1,01,-4-,793944,663110,0,,,,1,.,1,,154,150,2,,,,X,37,1,3.0,THIN,JxR,,0,1,,0.0,2006
06IN01631,2003820145,X0145,82,X0145,03,2,97,1,97,971,0093,478681,0,,DAV,,1,Suf,B,,215,231,4,,,,.,12,1,3.0,BIG BAG,Suff,,1146,6,,0.0,2006
06IN01632,2003820150,X0150,82,X0150,03,2,00,1,00,BLK,000081,787081,1,,,0,3,BLK,2,,213,222,2,B,93,1103,X,R-L,,3.0,R.MILK.BLOODY,Blk,,1143,9,,0.0,2006
06IN01633,2003820164,X0164,82,X0164,03,2,00,1,80,52N,000081,660004,7,,,,2, 45,5,,204,207,2,,92,0921,N,,,3.0,OK,SxP,,7190,5,,0.0,2006
06IN01634,2003820177,X0177,82,X0177,03,2,00,1,02,-5-,786644,678544,0,,,,6,.,*,,0,0,0,,09,0506,X,,,3.0,RUPT.CSECTION,JxT,,1216,1,,0.019,2006
06IN01635,2003820181,X0181,82,X0181,03,2,00,1,80,52N,000081,491804,7,,,,2, 45,3,,208,199,2,,92,0921,N,,,3.0,,SxP,,7195,5,,0.0,2006
06IN01636,2003820266,X0266,82,X0266,03,2,00,1,00,BLK,000044,724581,1,,,0,1,BLK,1,,211,231,2,B,,,X,46,1,3.0,BLACK EWE,Blk,,1150,9,,0.0,2006
06IN01637,2003820269,X0269,82,X0269,03,2,00,1,80,52N,000081,859904,7,,,,2, 44,3,,245,268,2,,92,0921,N,,,3.0,4TEATS,SxP,,7185,5,,0.0,2006
06IN01638,2003820275,X0275,82,X0275,03,2,00,1,01,-2-,730544,914110,0,,,,B,.,5,,159,159,1,,93,0919,X,,,3.0,PRODUCTION,JxR,,6813,1,,0.0,2006
06IN01639,2003820325,X0325,82,X0325,03,2,00,1,33,51N,000064,830504,7,,,,7,RN,2,,189,0,0,,97,0914,N,,,3.0,PNEU.TX.EWE,CxP,,0,1,,0.0,2006
06IN01640,2003820328,X0328,82,X0328,03,2,00,1,01,-5-,786644,715410,0,,,,1,.,2,,154,157,2,,,,X,34,1,3.0,,JxR,,0,1,,0.0,2006
06IN01641,2003820335,X0335,82,X0335,03,2,00,1,80,52N,000081,664304,7,,,,2, 45,3,,197,211,2,,92,0921,N,,,3.0,,SxP,,7193,5,,0.0,2006
06IN01642,2003820346,X0346,82,X0346,03,2,00,1,33,51N,000064,761304,7,,,,1,RN,1,,190,183,3,,,,N,47,1,3.0,NICE,CxP,,0,1,,0.0,2006
06IN01643,2003820352,X0352,82,X0352,03,2,00,1,80,52N,000081,632304,7,,,,2, 47,3,,172,188,2,,92,0921,N,,,3.0,,SxP,,7212,5,,0.0,2006
06IN01644,2003820353,X0353,82,X0353,03,2,00,1,80,52N,000081,632304,7,,,,2, 47,3,,180,179,2,,92,0921,N,,,3.0,,SxP,,7213,5,,0.0,2006
06IN01645,2003820373,X0373,82,X0373,03,2,00,1,01,-5-,786644,948210,0,,,,B,.,H,,157,165,2,,93,0919,X,,,3.0,C-SECTION,JxR,,6768,1,,0.0,2006
06IN01646,2003820380,X0380,82,X0380,03,2,00,1,00,BLK,000044,687881,1,,,0,6,BLK,*,,0,0,0,B,05,0508,X,,,3.0,SPOILED BAG X,Blk,,1140,9,,0.0,2006
06IN01647,2003820388,X0388,82,X0388,03,2,00,1,33,51N,000064,661804,7,,,,1,RN,2,,221,214,2,,,,N,46,1,3.0,Ytex 2005,CxP,,0,1,,0.0,2006
06IN01648,2003820422,X0422,82,X0422,03,2,00,1,80,52N,000081,576404,7,,,,2, 44,3,,192,215,2,,92,0921,N,,,3.0,,SxP,,7183,5,,0.0,2006
06IN01649,2003820423,X0423,82,X0423,03,2,00,1,80,52N,000081,576404,7,,,,2, 48,3,,172,179,2,,92,0921,N,,,3.0,,SxP,,7216,5,,0.0,2006
06IN01650,2003820465,X0465,82,X0465,03,2,00,1,80,52N,000081,580104,7,,,,2, 45,3,,205,207,2,,92,0921,N,,,3.0,,SxP,,7189,5,,0.0,2006
06IN01651,2003820491,X0491,82,X0491,03,2,00,1,01,-4-,793944,220411,0,,,,3,.,H,,142,149,2,,93,1205,X,A-I,,3.0,ABS.RR.FOOT X,JxR,,6789,1,,0.0,2006
06IN01652,2003820512,X0512,82,X0512,03,2,00,1,33,51N,000064,434304,7,,,,1,RN,2,,255,211,2,,,,N,46,1,3.0,,CxP,,0,1,,0.0,2006
06IN01653,2003820534,X0534,82,X0534,03,2,00,1,01,-5-,734144,072511,0,,,,1,.,1,,148,156,2,,,,X,34,1,3.0,,JxR,,0,1,,0.0,2006
06IN01654,2003820536,X0536,82,X0536,03,2,00,1,00,BLK,000081,818081,1,,,0,1,BLK,2,,151,197,2,B,,,X,47,1,3.0,BLACK EWE,Blk,,1164,9,,0.0,2006
06IN01655,2003820546,X0546,82,X0546,03,2,00,1,33,51N,000064,721704,7,,,,1,RN,1,,163,186,2,,,,N,46,1,3.0,R.P.,CxP,,0,1,,0.0,2006
06IN01656,2003820556,X0556,82,X0556,03,2,00,1,33,51N,000064,858004,7,,,,1,RN,2,,183,187,2,,,,N,47,1,3.0,,CxP,,0,1,,0.0,2006
06IN01657,2003820561,X0561,82,X0561,03,2,00,1,80,52N,000081,690204,7,,,,B,RN,5,,203,202,10,,93,0919,N,,,3.0,BLOOD.UDDER.X,SxP,,6859,5,,0.0,2006
06IN01658,2003820568,X0568,82,X0568,03,2,00,1,01,-5-,786644,079500,0,,,,1,.,1,,179,196,2,,,,X,37,1,3.0,,JxR,,0,1,,0.0,2006
06IN01659,2003820573,X0573,82,X0573,03,2,00,1,01,-5-,734144,288311,0,,,,1,.,2,,192,202,2,,,,X,36,1,3.0,ENTR,JxR,,0,1,,0.0,2006
06IN01660,2003820607,X0607,82,X0607,03,2,00,1,01,-5-,786644,025709,0,,,,B,.,2,,165,166,11,,93,0919,X,,,3.0,"BIG4HER,R.P.",JxR,,6593,1,,0.0,2006
06IN01661,2003820617,X0617,82,X0617,03,2,00,1,01,-5-,786644,072800,0,,,,1,.,2,,165,169,2,,,,X,32,1,3.0,R.MILK.PINK,JxR,,0,1,,0.0,2006
06IN01662,2003820647,X0647,82,X0647,03,2,00,1,80,52N,000081,660704,7,,,,2, 44,3,,224,231,2,,92,0921,N,,,3.0,,SxP,,7181,5,,0.0,2006
06IN01663,2003820649,X0649,82,X0649,03,2,00,1,00,BLK,000081,800081,1,,,0,1,BLK,1,,176,198,2,B,,,X,46,1,3.0,BLACK EWE,Blk,,1142,9,,0.0,2006
06IN01664,2003820657,X0657,82,X0657,03,2,00,1,80,52N,000081,819704,7,,,,3,RN,*,,180,0,0,,93,0814,N,,,3.0,W/R.BALL JULY,SxP,,6435,5,,0.0,2006
06IN01665,2003820660,X0660,82,X0660,03,2,00,1,33,51N,000064,333704,7,,,,1,RN,2,,181,178,2,,,,N,47,1,3.0,,CxP,,0,1,,0.0,2006
06IN01666,2003820714,X0714,82,X0714,03,2,00,1,33,51N,000064,862304,7,,,,1,RN,2,,216,204,2,,,,N,46,1,3.0,"RP, DYSTOCIA",CxP,,0,1,,0.0,2006
06IN01667,2003820722,X0722,82,X0722,03,2,00,1,80,52N,000081,367504,7,,,,2, 48,3,,161,170,2,,92,0921,N,,,3.0,,SxP,,7219,5,,0.0,2006
06IN01668,2003820723,X0723,82,X0723,03,2,00,1,80,52N,000081,367504,7,,,,2, 47,3,,180,184,2,,92,0921,N,,,3.0,,SxP,,7207,5,,0.0,2006
06IN01669,2003820755,X0755,82,X0755,03,2,00,1,01,-5-,734144,013711,0,,,,1,.,1,,150,159,2,,,,X,35,1,3.0,LT.LEFT,JxR,,0,1,,0.0,2006
06IN01670,2003820756,X0756,82,X0756,03,2,00,1,33,51N,000064,485104,7,,,,1,RN,2,,158,172,2,,,,N,46,1,3.0,HAIRY,CxP,,0,1,,0.0,2006
06IN01671,2003820773,X0773,82,X0773,03,2,00,1,01,-5-,786644,017711,0,,,,1,.,1,,174,178,2,,,,X,33,1,3.0,,JxR,,0,1,,0.0,2006
06IN01672,2004820871,X0871,82,X0871,04,2,00,1,83,e.2,000081,896381,7,,,,2, 53,3,,194,214,2,,92,0921,N,,,2.0,SM.TEATS,SCP,,7260,5,,0.0,2006
06IN01673,2004820872,X0872,82,X0872,04,2,97,1,97,972,609881,718181,0,,Syr,,B,.,B,,245,261,1,,93,0919,.,,,2.0,PRODUCTION,Bf,,6786,6,,0.052,2006
06IN01674,2004820881,X0881,82,X0881,04,2,00,1,83,e.0,000081,869581,7,,,,B,RN,5,,172,197,1,,93,0919,N,,,2.0,PRODUCTION,SCP,,6823,5,,0.0,2006
06IN01675,2004820884,X0884,82,X0884,04,2,00,1,86,e.6,254664,968381,7,,,,3,xxx,2,,185,180,2,,93,1103,N,I-F,,2.0,"X,FOOT ABS.LR",CSP,,7168,1,,0.0,2006
06IN01676,2004820889,X0889,82,X0889,04,1,97,1,97,971,010900,782381,0,,BRN,,1,.,M,,255,276,0,,,,.,,,2.0,,Bf,,0,6,,0.0,2006
06IN01677,2004820896,X0896,82,X0896,04,2,00,1,86,e.8,212964,035382,7,,,,B,RN,2,,183,174,2,,93,0919,N,,,2.0,PRODUCTION,CSP,,6628,1,,0.0,2006
