UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,YRREC
04IN01442,2000447791,T7791,44,T7791,00,2,41,1,02,412,658544,585844,0,,,,1,.,1,,169,193,4,,,,M,65T,1,4.0,THIN,,,0,2004
04IN01443,2000447794,T7794,44,T7794,00,1,ID,1,02,41T,0064,618544,I,,KK,1,2,112,M,,259,269,0,,92,0923,I,.,.,4.0,,Ida,,1747,2004
04IN01444,2000447803,T7803,44,T7803,00,1,ID,1,02,42T,550544,327944,2,,ISA,1,3,BHV,*,,0,0,0,,93,0325,I,.,.,4.0,"MKT,SURPLUS",LIB,,1242,2004
04IN01445,2000447804,T7804,44,T7804,00,2,ID,1,02,42T,550544,327944,I,,ISA,1,1,.,2,,170,168,2,,,,I,43T,1,4.0,,Ida,,0,2004
04IN01446,2000447808,T7808,44,T7808,00,2,41,1,02,412,658544,468044,0,,,,1,.,2,,177,162,2,,,,M,62T,1,4.0,,,,0,2004
04IN01447,2000447815,T7815,44,T7815,00,1,41,1,02,414,687744,561644,2,,,,3,BHV,*,,0,0,0,,93,0325,M,.,.,4.0,"NOTCH,UNEVEN",LWW2,,1306,2004
04IN01448,2000447823,T7823,44,T7823,00,2,41,1,02,413,674844,638244,0,,,,1,.,1,,168,187,2,,,,M,64T,1,4.0,THIN + POOR,,,0,2004
04IN01449,2000447849,T7849,44,T7849,00,2,42,1,02,802,656944,638844,0,,,,B,.,2,,172,177,1,,93,0916,C,.,.,4.0,"X, BAG",,,1477,2004
04IN01450,2000447855,T7855,44,T7855,00,1,42,1,02,852,678944,620244,2,,,,V,BHV,*,,0,0,0,,93,0329,C,ORE,.,4.0,SHORT STAPLE,LIB,,1248,2004
04IN01451,2000447861,T7861,44,T7861,00,2,42,1,02,892,673744,610944,2,,,,O,OVX,5,,146,0,0,X,,,.,OVX,O,4.0,OVX,Ovx,,0,2004
04IN01452,2000447877,T7877,44,T7877,00,2,41,1,02,414,687744,569344,0,,,,1,.,1,,153,183,1,,,,M,66T,1,4.0,FAT,,,0,2004
04IN01453,2000447879,T7879,44,T7879,00,2,41,1,02,413,674844,468244,0,,,,1,.,1,,145,0,0,,01,0911,M,.,.,4.0,,,,0,2004
04IN01454,2000447885,T7885,44,T7885,00,2,41,1,02,414,687744,532044,0,,,,1,.,H,,178,209,2,,,,M,66T,1,4.0,,,,0,2004
04IN01455,2000447912,T7912,44,T7912,00,2,41,1,02,414,687744,635044,0,,,,3,.,2,,165,175,2,,93,1015,M,.,.,4.0,RUPTURE.BAG.X,,,1441,2004
04IN01456,2000447915,T7915,44,T7915,00,2,42,1,02,892,673744,491344,0,,,,1,.,1,,151,162,3,,,,C,65T,1,4.0,,,,0,2004
04IN01457,2000447917,T7917,44,T7917,00,2,42,1,02,862,668444,544244,2,,,,O,OVX,5,,167,0,0,X,,,.,OVX,O,4.0,OVX,Ovx,,0,2004
04IN01458,2000447922,T7922,44,T7922,00,2,42,1,02,842,654244,572444,0,,,,1,.,2,,143,148,3,,,,C,66T,1,4.0,R.EYE TRT'01,,,0,2004
04IN01459,2000447923,T7923,44,T7923,00,2,42,1,02,882,694044,433144,0,,,,1,.,2,,151,166,2,,,,C,65T,1,4.0,,,,0,2004
04IN01460,2000447926,T7926,44,T7926,00,2,41,1,02,411,688944,525144,0,,,,6,.,*,,0,0,0,,88,0401,M,.,.,4.0,HYDROPS,,,0,2004
04IN01461,2000447939,T7939,44,T7939,00,1,42,1,02,882,694044,623444,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,"F2, NICE",LIB,,1250,2004
04IN01462,2000447945,T7945,44,T7945,00,2,ID,1,02,43T,644044,560944,I,,McR,1,1,.,1,,144,161,2,,,,I,41T,1,4.0,"THIN,METRITIS",Ida,,0,2004
04IN01463,2000447953,T7953,44,T7953,00,2,42,1,02,832,664644,604144,0,,,,1,.,1,,160,169,2,,,,C,66T,1,4.0,,,,0,2004
04IN01464,2000447955,T7955,44,T7955,00,1,41,1,02,413,674844,601744,2,,,,3,BHV,*,,0,0,0,,93,0325,M,.,.,4.0,F2+,LWW2,,1268,2004
04IN01465,2000447956,T7956,44,T7956,00,2,42,1,02,812,692944,446444,0,,,,1,.,1,,138,152,2,,,,C,63T,1,4.0,,,,0,2004
04IN01466,2000447983,T7983,44,T7983,00,1,42,1,02,842,654244,614644,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,F2,CTL,,1267,2004
04IN01467,2000447995,T7995,44,T7995,00,2,41,1,02,412,658544,444844,0,,,,1,.,2,,175,177,2,,,,M,65T,1,4.0,?BAG ok,,,0,2004
04IN01468,2000448006,T8006,44,T8006,00,2,41,1,02,414,687744,382944,0,,,,1,.,1,,155,165,2,,,,M,66T,1,4.0,THIN,,,0,2004
04IN01469,2000448009,T8009,44,T8009,00,2,42,1,02,872,673944,545644,2,,,,O,OVX,5,,148,0,0,X,,,.,OVX,O,4.0,"ENTR,OVX",Ovx,,0,2004
04IN01470,2000448025,T8025,44,T8025,00,1,42,1,02,832,664644,535944,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,DUD>works,CTL,,1299,2004
04IN01471,2000448026,T8026,44,T8026,00,2,42,1,02,842,654244,617744,0,,,,1,.,1,,141,159,2,,,,C,62T,1,4.0,,,,0,2004
04IN01472,2000448034,T8034,44,T8034,00,2,42,1,02,812,692944,482344,0,,,,1,.,2,,119,130,1,,,,C,65T,1,4.0,THIN,,,0,2004
04IN01473,2000448049,T8049,44,T8049,00,2,41,1,02,413,674844,556344,0,,,,1,.,1,,165,167,2,,,,M,65T,1,4.0,ENTR,,,0,2004
04IN01474,2000448051,T8051,44,T8051,00,1,41,1,02,412,658544,425744,0,,L41,,2,111,M,,280,281,0,,92,0923,M,.,.,4.0,,Lww,,1746,2004
04IN01475,2000448071,T8071,44,T8071,00,2,42,1,02,852,678944,522444,0,,,,1,.,1,,153,172,2,,,,C,65T,1,4.0,ENTR,,,0,2004
04IN01476,2000448085,T8085,44,T8085,00,2,42,1,02,862,668444,622244,0,,,,6,.,2,,143,0,0,,10,0824,C,.,.,4.0,,,,0,2004
04IN01477,2000448087,T8087,44,T8087,00,2,41,1,02,412,658544,550244,0,,,,1,.,1,,132,163,2,,,,M,63T,1,4.0,THIN,,,0,2004
04IN01478,2000448099,T8099,44,T8099,00,2,42,1,02,842,654244,520144,0,,,,1,.,2,,137,136,2,,,,C,65T,1,4.0,,,,0,2004
04IN01479,2000448112,T8112,44,T8112,00,2,41,1,02,414,687744,480244,0,,,,6,.,*,,0,0,0,,10,0110,M,.,.,4.0,LTS,,,0,2004
04IN01480,2000448116,T8116,44,T8116,00,2,42,1,02,832,664644,429244,0,,,,B,.,5,,167,173,1,,93,0916,C,.,.,4.0,BARREN,,,1574,2004
04IN01481,2000448128,T8128,44,T8128,00,2,42,1,02,832,664644,482644,0,,,,1,.,1,,158,160,2,,,,C,61T,1,4.0,@Henninger8/1,,,0,2004
04IN01482,2000448144,T8144,44,T8144,00,2,ID,1,02,e.5,653544,705244,I,,ISA,1,1,.,1,,172,198,2,,,,I,43T,1,4.0,VLT R.,Ida,,0,2004
04IN01483,2000448164,T8164,44,T8164,00,1,42,1,02,902,666744,527044,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,"H5, X",LIB,,1283,2004
04IN01484,2000448211,T8211,44,T8211,00,2,00,1,02,414,687744,597844,1,,,0,3,BLK,5,,184,204,1,B,93,1015,X,.,.,4.0,"LTS,BIG BAG",Blk,,1584,2004
04IN01485,2000448216,T8216,44,T8216,00,2,42,1,02,862,668444,430444,0,,,,1,.,2,,158,151,2,,,,C,64T,1,4.0,ENTR,,,0,2004
04IN01486,2000448224,T8224,44,T8224,00,2,41,1,02,412,658544,524044,0,,,,1,.,1,,161,186,2,,,,M,65T,1,4.0,,,,0,2004
04IN01487,2000448228,T8228,44,T8228,00,2,42,1,02,822,669944,517344,0,,,,1,.,2,,148,140,2,,,,C,66T,1,4.0,,,,0,2004
04IN01488,2000448239,T8239,44,T8239,00,2,41,1,02,412,658544,541144,0,,,,1,.,2,,180,209,6,,,,M,61T,1,4.0,R.P. OK,,,0,2004
04IN01489,2000448254,T8254,44,T8254,00,2,41,1,02,414,687744,447144,0,,,,1,.,1,,165,160,2,,,,M,66T,1,4.0,THIN,,,0,2004
04IN01490,2000448264,T8264,44,T8264,00,2,42,1,02,842,654244,483044,2,,,,O,OVX,5,,170,0,0,X,,,.,OVX,O,4.0,"OVX, SMALL",Ovx,,0,2004
04IN01491,2000448274,T8274,44,T8274,00,2,42,1,02,812,692944,599844,0,,,,6,.,2,,134,134,2,,76,1004,C,.,.,4.0,HEALTH,,,1444,2004
04IN01492,2001448296,T8296,44,T8296,01,1,ID,1,02,42T,0064,601144,I,,KK,1,1,.,M,,246,0,0,,,,I,.,.,3.0,"SAVE, KK.",Ida,,5391,2004
04IN01493,2001448297,T8297,44,T8297,01,2,ID,1,02,42T,0064,650244,I,,KK,1,1,.,1,,157,160,2,,,,I,42T,1,3.0,,Ida,,0,2004
04IN01494,2001448299,T8299,44,T8299,01,2,ID,1,02,42T,0064,705244,I,,KK,1,1,.,1,,167,179,2,,,,I,41T,1,3.0,,Ida,,0,2004
04IN01495,2001448306,T8306,44,T8306,01,1,ID,1,02,41T,9221,672544,2,,MSU,1,3,OSU,*,,0,0,0,,93,0325,I,.,.,3.0,PEE SNIFFER,Ida,,1257,2004
04IN01496,2001448307,T8307,44,T8307,01,2,ID,1,02,42T,0064,592744,I,,KK,1,6,.,*,,0,0,0,,01,0228,I,.,.,3.0,NICE,Ida,,0,2004
04IN01497,2001448310,T8310,44,T8310,01,2,ID,1,02,41T,9221,522744,I,,MSU,1,1,.,5,,170,179,1,,,,I,42T,1,3.0,FLTS,Ida,,0,2004
04IN01498,2001448312,T8312,44,T8312,01,2,ID,1,02,41T,9221,522744,I,,MSU,1,3,.,1,,197,212,2,,93,1015,I,.,.,3.0,MLTS X,Ida,,1451,2004
04IN01499,2001448313,T8313,44,T8313,01,2,ID,1,02,43T,550544,651144,I,,ISA,1,1,.,1,,147,172,2,,,,I,43T,1,3.0,SM.BAG,Ida,,0,2004
04IN01500,2001448314,T8314,44,T8314,01,2,ID,1,02,41T,9221,620744,I,,MSU,1,1,.,1,,201,207,4,,,,I,43T,1,3.0,,Ida,,0,2004
04IN01501,2001448315,T8315,44,T8315,01,1,ID,1,02,42T,0064,618844,I,,KK,1,1,.,M,,238,0,0,,,,I,.,.,3.0,"SAVE, KK.",Ida,,0,2004
04IN01502,2001448320,T8320,44,T8320,01,2,ID,1,02,42T,0064,664944,I,,KK,1,1,.,2,,159,181,2,,,,I,42T,1,3.0,,Ida,,0,2004
04IN01503,2001448324,T8324,44,T8324,01,2,ID,1,02,43T,550544,703544,I,,ISA,1,1,.,1,,160,180,2,,,,I,43T,1,3.0,,Ida,,0,2004
04IN01504,2001448328,T8328,44,T8328,01,2,ID,1,02,41T,9221,646644,I,,MSU,1,1,.,2,,195,199,4,,,,I,42T,1,3.0,,Ida,,0,2004
04IN01505,2001448329,T8329,44,T8329,01,2,ID,1,02,43T,550544,555744,I,,ISA,1,1,.,1,,158,182,2,,,,I,43T,1,3.0,ENTR,Ida,,0,2004
04IN01506,2001448330,T8330,44,T8330,01,2,ID,1,02,43T,550544,555744,I,,ISA,1,1,.,1,,160,188,2,,,,I,43T,1,3.0,MEAN,Ida,,0,2004
04IN01507,2001448339,T8339,44,T8339,01,2,ID,1,02,42T,0064,702644,I,,KK,1,1,.,1,,185,204,2,,,,I,41T,1,3.0,4TEATS,Ida,,0,2004
04IN01508,2001448355,T8355,44,T8355,01,1,ID,1,02,43T,550544,647944,2,,ISA,1,V,OSU,M,,220,0,0,,,,I,X,.,3.0,,Ida,,1925,2004
04IN01509,2001448356,T8356,44,T8356,01,2,ID,1,02,43T,550544,647944,I,,ISA,1,1,.,2,,161,184,2,,,,I,43T,1,3.0,,Ida,,0,2004
04IN01510,2001448364,T8364,44,T8364,01,2,ID,1,02,43T,550544,628744,I,,ISA,1,1,.,2,,165,190,2,,,,I,43T,1,3.0,"COARSE?,62s",Ida,,0,2004
04IN01511,2001448370,T8370,44,T8370,01,2,ID,1,02,43T,550544,715344,I,,ISA,1,1,.,1,,155,181,2,,,,I,43T,1,3.0,FLT,Ida,,0,2004
04IN01512,2001448373,T8373,44,T8373,01,2,41,1,02,412,720644,638244,0,,,,1,.,1,,202,192,2,,,,M,66T,1,3.0,THIN,Lww,,0,2004
04IN01513,2001448374,T8374,44,T8374,01,1,41,1,02,412,720644,638244,2,,,,V,OSU,M,,284,0,0,,,,M,X,.,3.0,TEASER,Lww,,1918,2004
04IN01514,2001448384,T8384,44,T8384,01,1,ID,1,02,41T,9221,615244,2,,MSU,1,V,OSU,M,,244,0,0,,,,I,OSU,.,3.0,,Ida,,1912,2004
04IN01515,2001448385,T8385,44,T8385,01,2,ID,1,02,41T,9221,615244,I,,MSU,1,1,.,2,,192,206,2,,,,I,43T,1,3.0,NICE,Ida,,0,2004
04IN01516,2001448386,T8386,44,T8386,01,2,ID,1,02,43T,550544,643944,I,,ISA,1,1,.,2,,182,190,2,,,,I,43T,1,3.0,4TEATS,Ida,,0,2004
04IN01517,2001448395,T8395,44,T8395,01,1,ID,1,02,43T,550544,585344,2,,ISA,1,3,OSU,*,,0,0,0,,93,0325,I,.,.,3.0,H2,Ida,,1311,2004
04IN01518,2001448402,T8402,44,T8402,01,1,ID,1,02,41T,9221,706944,I,,MSU,1,1,.,M,,280,0,0,,,,I,.,.,3.0,"S7 STUD, MSU.",Ida,,5392,2004
04IN01519,2001448406,T8406,44,T8406,01,2,ID,1,02,42T,0064,546744,I,,KK,1,1,.,2,,143,174,1,,,,I,42T,1,3.0,THIN,Ida,,0,2004
04IN01520,2001448409,T8409,44,T8409,01,2,41,1,02,412,720644,722644,0,,,,6,.,2,,161,0,0,,05,0530,M,.,.,3.0,SW.BAG.LTS,Lww,,0,2004
04IN01521,2001448413,T8413,44,T8413,01,1,41,1,02,413,730544,690444,2,,,,3,BHV,*,,0,0,0,,93,0325,M,.,.,3.0,,Lww,,1325,2004
04IN01522,2001448420,T8420,44,T8420,01,2,41,1,02,413,730544,724744,0,,,,1,.,2,,151,155,2,,,,M,65T,1,3.0,NICE,Lww,,0,2004
04IN01523,2001448421,T8421,44,T8421,01,2,ID,1,02,43T,550544,600344,I,,ISA,1,1,.,1,,166,174,2,,,,I,43T,1,3.0,NICE,Ida,,0,2004
04IN01524,2001448432,T8432,44,T8432,01,2,41,1,02,414,718144,670844,0,,,,6,.,2,,173,0,0,,10,0608,M,.,.,3.0,"THIN, PPG",Lww,,0,2004
04IN01525,2001448439,T8439,44,T8439,01,1,41,1,02,414,718144,678044,0,,L41,,3,.,M,,231,0,0,,93,0907,M,.,.,3.0,AGE3,Lww,,1407,2004
04IN01526,2001448455,T8455,44,T8455,01,2,41,1,02,411,747044,566644,0,,,,1,.,1,,164,166,2,,,,M,61T,1,3.0,,Lww,,0,2004
04IN01527,2001448456,T8456,44,T8456,01,2,41,1,02,412,720644,528344,0,,,,1,.,2,,187,182,4,,,,M,61T,1,3.0,LT.LEFT,Lww,,0,2004
04IN01528,2001448470,T8470,44,T8470,01,2,ID,1,02,41T,9221,708044,I,,MSU,1,B,.,2,,248,242,1,,93,0916,I,.,.,3.0,Bio,Ida,,1459,2004
04IN01529,2001448472,T8472,44,T8472,01,1,41,1,02,411,747044,498044,2,,,,V, X,M,,265,0,0,,93,1025,M,.,.,3.0,"X, R.ORCHITIS",Lww,,1762,2004
04IN01530,2001448478,T8478,44,T8478,01,1,42,1,02,912,733044,737244,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1329,2004
04IN01531,2001448481,T8481,44,T8481,01,2,41,1,02,412,720644,480244,0,,,,1,.,2,,181,169,3,,,,M,66T,1,3.0,,Lww,,0,2004
04IN01532,2001448482,T8482,44,T8482,01,1,41,1,02,412,720644,480244,2,,,,V,OSU,M,,221,0,0,,,,M,X,.,3.0,F2,Lww,,1888,2004
04IN01533,2001448483,T8483,44,T8483,01,2,ID,1,02,43T,550544,710244,I,,ISA,1,B,.,5,,187,200,1,,93,0916,I,.,.,3.0,Bio,Ida,,1531,2004
04IN01534,2001448487,T8487,44,T8487,01,2,41,1,02,411,747044,463744,0,,,,1,.,2,,185,177,2,,,,M,65T,1,3.0,,Lww,,0,2004
04IN01535,2001448501,T8501,44,T8501,01,2,41,1,02,414,718144,616844,0,,,,3,.,2,,140,139,4,,93,1015,M,.,.,3.0,BAD SW.BAG X,Lww,,1481,2004
04IN01536,2001448502,T8502,44,T8502,01,2,42,1,02,892,754344,482644,2,,,,O,OVX,5,,140,0,0,X,,,.,OVX,O,3.0,OVX,Ovx,,0,2004
04IN01537,2001448509,T8509,44,T8509,01,2,41,1,02,412,720644,534044,0,,,,1,.,1,,171,181,2,,,,M,64T,1,3.0,,Lww,,0,2004
04IN01538,2001448514,T8514,44,T8514,01,2,41,1,02,414,718144,754244,0,,,,1,.,2,,161,149,2,,,,M,65T,1,3.0,URI?,Lww,,0,2004
04IN01539,2001448523,T8523,44,T8523,01,2,42,1,02,872,757044,687044,0,,,,1,.,2,,145,148,2,,,,C,65T,1,3.0,,Ctrl,,0,2004
04IN01540,2001448526,T8526,44,T8526,01,2,41,1,02,413,730544,447144,0,,,,1,.,2,,189,168,2,,,,M,62T,1,3.0,,Lww,,0,2004
04IN01541,2001448529,T8529,44,T8529,01,2,41,1,02,411,747044,728644,0,,,,1,.,2,,168,173,4,,,,M,66T,1,3.0,4TEATS,Lww,,0,2004
04IN01542,2001448534,T8534,44,T8534,01,2,41,1,02,413,730544,635144,0,,,,1,.,2,,151,149,2,,,,M,65T,1,3.0,,Lww,,0,2004
04IN01543,2001448541,T8541,44,T8541,01,2,42,1,02,872,757044,520144,0,,,,B,.,2,,209,211,11,,93,0916,C,.,.,3.0,L.SPOILED X,Ctrl,,1436,2004
04IN01544,2001448547,T8547,44,T8547,01,2,ID,1,02,41T,9221,592844,I,,MSU,1,1,.,2,,215,215,2,,,,I,42T,1,3.0,,Ida,,0,2004
04IN01545,2001448551,T8551,44,T8551,01,2,41,1,02,412,720644,444844,0,,,,1,.,2,,154,172,2,,,,M,64T,1,3.0,LEAN,Lww,,0,2004
04IN01546,2001448564,T8564,44,T8564,01,2,42,1,02,862,744944,475144,0,,,,1,.,1,,120,121,2,,,,C,66T,1,3.0,THIN,Ctrl,,0,2004
04IN01547,2001448575,T8575,44,T8575,01,1,42,1,02,832,750144,616044,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,F2,Ctrl,,1287,2004
04IN01548,2001448576,T8576,44,T8576,01,2,42,1,02,832,750144,616044,0,,,,1,.,1,,156,159,2,,,,C,66T,1,3.0,4TEATS,Ctrl,,0,2004
04IN01549,2001448579,T8579,44,T8579,01,2,ID,1,02,e.3,732744,770544,I,,L41,,1,.,2,,153,178,2,,,,I,42T,1,3.0,BRN.EARTIPS,Ida,,0,2004
04IN01550,2001448586,T8586,44,T8586,01,1,41,1,02,412,720644,602244,2,,,,3,OSU,*,,0,0,0,,93,0325,M,.,.,3.0,RCVR,Lww,,1346,2004
04IN01551,2001448587,T8587,44,T8587,01,1,41,1,02,412,720644,602244,2,,,,3,OSU,*,,0,0,0,,93,0325,M,.,.,3.0,,Lww,,1262,2004
04IN01552,2001448593,T8593,44,T8593,01,1,42,1,02,912,733044,526144,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1265,2004
04IN01553,2001448596,T8596,44,T8596,01,1,42,1,02,832,750144,726544,2,,,,V,BHV,M,,206,0,0,,,,C,X,.,3.0,F2,Ctrl,,1883,2004
04IN01554,2001448614,T8614,44,T8614,01,1,42,1,02,852,767544,577544,2,,,,V,OSU,M,,221,0,0,,,,C,X,.,3.0,TEASER,Ctrl,,1916,2004
04IN01555,2001448618,T8618,44,T8618,01,2,42,1,02,912,733044,446444,0,,,,1,.,2,,160,170,2,,,,C,63T,1,3.0,VLTS,Ctrl,,0,2004
04IN01556,2001448631,T8631,44,T8631,01,1,41,1,02,413,730544,732144,0,,L41,,3,.,*,,0,0,0,,93,0325,M,.,.,3.0,"F2, 2- <<",Lww,,1276,2004
04IN01557,2001448637,T8637,44,T8637,01,1,41,1,02,412,720644,541144,0,,L41,,3,.,*,,0,0,0,,93,0325,M,.,.,3.0,"X, ABS.CHIN",Lww,,1272,2004
04IN01558,2001448638,T8638,44,T8638,01,2,41,1,02,412,720644,541144,0,,,,1,.,1,,146,161,5,,,,M,66T,1,3.0,4TEATS,Lww,,0,2004
04IN01559,2001448645,T8645,44,T8645,01,2,41,1,02,413,730544,641244,0,,,,B,.,5,,185,184,1,,93,0916,M,.,.,3.0,LOW PROD.,Lww,,1555,2004
04IN01560,2001448659,T8659,44,T8659,01,2,42,1,02,832,750144,429244,0,,,,1,.,1,,158,158,2,,,,C,63T,1,3.0,EYE ok,Ctrl,,0,2004
04IN01561,2001448680,T8680,44,T8680,01,1,42,1,02,842,748044,529944,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1330,2004
04IN01562,2001448682,T8682,44,T8682,01,2,42,1,02,822,716144,616744,0,,,,1,.,2,,161,157,2,,,,C,62T,1,3.0,,Ctrl,,0,2004
04IN01563,2001448687,T8687,44,T8687,01,1,41,1,02,411,747044,668644,2,,,,3,OSU,*,,0,0,0,,93,0325,M,.,.,3.0,F2,Lww,,1271,2004
04IN01564,2001448703,T8703,44,T8703,01,1,42,1,02,902,741944,623444,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1259,2004
04IN01565,2001448705,T8705,44,T8705,01,2,42,1,02,802,740744,613144,2,,,,O,OVX,5,,155,0,0,X,,,.,OVX,O,3.0,OVX,Ovx,,0,2004
04IN01566,2001448708,T8708,44,T8708,01,1,42,1,02,892,754344,763744,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,F2+,Ctrl,,1252,2004
04IN01567,2001448710,T8710,44,T8710,01,2,42,1,02,912,733044,721744,0,,,,1,.,2,,162,176,5,,,,C,65T,1,3.0,4TEATS,Ctrl,,0,2004
04IN01568,2001448712,T8712,44,T8712,01,2,ID,1,02,e.3,732744,770144,I,,L41,,1,.,1,,144,168,2,,,,I,41T,1,3.0,,Ida,,0,2004
04IN01569,2001448716,T8716,44,T8716,01,1,41,1,02,411,747044,742444,2,,,,V,OSU,M,,218,0,0,,,,M,X,.,3.0,".12 inbr,RUNT",Lww,,1913,2004
04IN01570,2001448717,T8717,44,T8717,01,2,41,1,02,411,747044,672744,0,,,,1,.,1,,169,169,2,,,,M,62T,1,3.0,THIN,Lww,,0,2004
04IN01571,2001448720,T8720,44,T8720,01,1,42,1,02,882,736144,477944,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,3.0,F2,Ctrl,,1308,2004
04IN01572,2001448723,T8723,44,T8723,01,1,42,1,02,822,716144,682944,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1290,2004
04IN01573,2001448726,T8726,44,T8726,01,1,42,1,02,902,741944,765344,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,F2+,Ctrl,,1333,2004
04IN01574,2001448739,T8739,44,T8739,01,1,42,1,02,802,740744,484344,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1358,2004
04IN01575,2001448743,T8743,44,T8743,01,2,42,1,02,912,733044,752244,0,,,,B,.,5,,160,190,1,,93,0916,C,.,.,3.0,LOW PROD.,Ctrl,,1592,2004
04IN01576,2001448748,T8748,44,T8748,01,2,41,1,02,411,747044,721944,0,,,,1,.,2,,213,176,2,,,,M,64T,1,3.0,.135 inbr,Lww,,0,2004
04IN01577,1997813918,Z3918,81,Z3918,97,2,97,1,97,971,234581,326081,0,,,,3,.,B,,242,253,2,,93,1015,.,.,.,7.0,BIG SW.BAG,Bf,,1622,2004
04IN01578,1997813952,Z3952,81,Z3952,97,2,97,1,97,971,234581,297381,0,,,,3,.,B,,257,261,2,,93,1015,.,.,.,7.0,SW.BAG,Bf,,93,2004
04IN01579,1997813981,Z3981,81,Z3981,97,2,97,1,97,974,322881,361581,0,,,,3,.,B,,209,215,3,,93,1015,.,.,.,7.0,"BIG BAG,AGE",Bf,,96,2004
04IN01580,1997814060,Z4060,81,Z4060,97,2,97,1,97,972,324681,294081,0,,,,3,.,B,,226,225,2,,93,1015,.,.,.,7.0,X BAG M1,Bf,,231,2004
04IN01581,1997814074,Z4074,81,Z4074,97,2,ch,1,00,ai2,154110,497744,2,,,,O,OVX,*,,0,0,0,X,95,0315,.,OVX,O,7.0,"OVX,BARREN",Ovx,,0,2004
04IN01582,1997814129,Z4129,81,Z4129,97,2,ch,1,34,ai2,048404,229304,2,,,,O,OVX,*,,0,0,0,X,95,0315,.,OVX,O,7.0,LOW PROD.,Ovx,,0,2004
04IN01583,1997814226,Z4226,81,Z4226,97,2,ch,1,00,ai2,048404,199804,2,,,,O,OVX,*,,0,0,0,X,95,0315,.,OVX,O,7.0,LOW PROD.,Ovx,,0,2004
04IN01584,1997814264,Z4264,81,Z4264,97,2,ch,1,31,j.7,432544,335404,2,,,,O,OVX,*,,0,0,0,X,95,0315,.,OVX,O,7.0,"X,CULL, OVX",Ovx,,0,2004
04IN01585,1998814666,Z4666,81,Z4666,98,2,ch,1,34,AI,048404,241404,2,,,,O,OVX,5,,213,0,0,X,,,.,OVX,O,6.0,"OVX,PROD",Ovx,,0,2004
04IN01586,1998814704,Z4704,81,Z4704,98,2,ch,1,35,AI,035604,497744,2,,,,O,OVX,5,,219,0,0,X,,,.,OVX,O,6.0,"DRY, OVX",Ovx,,0,2004
04IN01587,1998814718,Z4718,81,Z4718,98,2,97,1,97,971,324681,323481,0,,,,3,.,B,,266,263,2,,93,1015,.,.,.,6.0,FAT!,Bf,,360,2004
04IN01588,1998814738,Z4738,81,Z4738,98,2,97,1,97,972,322881,297381,0,,,,3,.,H,,167,198,2,,93,1015,.,.,.,6.0,CORONITIS LR,Bf,,354,2004
04IN01589,1998814777,Z4777,81,Z4777,98,2,97,1,97,971,324681,138181,0,,,,3,.,B,,171,196,11,,93,1015,.,.,.,6.0,"11 BAG, X",Bf,,362,2004
04IN01590,1998814786,Z4786,81,Z4786,98,2,97,1,97,971,324681,159381,0,,,,6,.,*,,0,0,0,,20,0308,.,.,.,6.0,,Bf,,374,2004
04IN01591,1998814798,Z4798,81,Z4798,98,2,97,1,97,972,322881,357181,0,,,,1,.,B,,205,222,4,,,,.,971,1,6.0,THIN,Bf,,358,2004
04IN01592,1999815388,Z5388,81,Z5388,99,2,97,1,97,971,367781,159981,0,,,,1,.,B,,195,192,2,,,,.,971,1,5.0,"SW.BAG, LTS",Bf,,381,2004
04IN01593,1999815592,Z5592,81,Z5592,99,2,97,1,97,972,367981,326481,0,,,,1,.,B,,211,216,2,,,,.,971,1,5.0,NICE,Bf,,399,2004
04IN01594,2000816073,Z6073,81,Z6073,00,2,97,1,97,971,367781,477881,0,,,,1,.,B,,231,241,2,,,,.,972,1,4.0,,Bf,,463,2004
04IN01595,2000816078,Z6078,81,Z6078,00,1,97,1,97,972,367981,476181,0,,468,,1,.,*,,0,0,0,,50,0317,.,.,.,4.0,BUCK @HQ,Bf,,477,2004
