UID,ID10,WEANING_DATE,WNWT,HORN,FACE,WNAGE,LEGACY_JSON,MIGRATION_NOTE
50WN00669,1950131292,1950-08-15,78,3,,117,"{""ADG"": ""569"", ""BELLY"": ""06"", ""C"": ""07"", ""C4445"": ""08"", ""C5758"": ""25"", ""C5960"": ""02"", ""CADAM_25"": ""5"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""110"", ""L"": ""034"", ""LINBR"": ""03"", ""N"": ""06"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""3""}",
50WN00670,1950131293,1950-08-15,73,7,,117,"{""ADG"": ""526"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""05"", ""C5758"": ""25"", ""C5960"": ""18"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""125"", ""L"": ""028"", ""LINBR"": ""22"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00671,1950131294,1950-08-22,76,7,,124,"{""ADG"": ""548"", ""BELLY"": ""05"", ""C"": ""08"", ""C4445"": ""09"", ""C5758"": ""18"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""CULLFOR"": ""10"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""125"", ""L"": ""028"", ""LINBR"": ""24"", ""N"": ""04"", ""SIDE"": ""2"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""THIGH"": ""5"", ""THSCO"": ""4"", ""TM"": ""1"", ""WNAGE"": ""124"", ""WNAGE_60"": ""64"", ""WOOL"": ""2""}",
50WN00672,1950131295,1950-08-15,70,3,,117,"{""ADG"": ""504"", ""BELLY"": ""06"", ""C"": ""07"", ""C4445"": ""07"", ""C5758"": ""25"", ""CADAM_25"": ""3"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""114"", ""L"": ""030"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""7"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00673,1950131296,1950-08-15,75,3,,117,"{""ADG"": ""545"", ""BELLY"": ""06"", ""C"": ""07"", ""C4445"": ""08"", ""C5758"": ""25"", ""C5960"": ""07"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""11"", ""HAIR"": ""2"", ""IDX"": ""138"", ""L"": ""036"", ""LINBR"": ""17"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00674,1950131297,1950-08-15,57,5,,117,"{""ADG"": ""405"", ""BELLY"": ""06"", ""C"": ""06"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""00"", ""CADAM_25"": ""5"", ""CTBR"": ""3"", ""F"": ""10"", ""HAIR"": ""2"", ""IDX"": ""121"", ""L"": ""036"", ""LINBR"": ""06"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""06"", ""TBR50"": ""3"", ""TBRE"": ""3"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00675,1950131300,1950-08-15,49,3,,117,"{""ADG"": ""335"", ""BELLY"": ""07"", ""C"": ""10"", ""C4445"": ""09"", ""C5758"": ""25"", ""C5960"": ""36"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""F"": ""15"", ""HAIR"": ""3"", ""IDX"": ""107"", ""L"": ""036"", ""LINBR"": ""30"", ""N"": ""03"", ""T"": ""08"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00676,1950131301,1950-08-15,57,7,,117,"{""ADG"": ""391"", ""BELLY"": ""06"", ""C"": ""10"", ""C4445"": ""09"", ""C5758"": ""25"", ""C5960"": ""08"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""1"", ""IDX"": ""102"", ""L"": ""031"", ""LINBR"": ""00"", ""N"": ""03"", ""SIDE"": ""4"", ""T"": ""09"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00677,1950131302,1950-08-15,65,3,,117,"{""ADG"": ""492"", ""BELLY"": ""06"", ""C"": ""06"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""12"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""CULLFOR"": ""13"", ""F"": ""12"", ""HAIR"": ""2"", ""IDX"": ""100"", ""L"": ""025"", ""LINBR"": ""11"", ""N"": ""06"", ""SIDE"": ""1"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00678,1950131303,1950-08-15,67,3,,117,"{""ADG"": ""504"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""21"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""F"": ""12"", ""HAIR"": ""2"", ""IDX"": ""134"", ""L"": ""035"", ""LINBR"": ""25"", ""N"": ""03"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""3""}",
50WN00679,1950131304,1950-08-15,63,3,,117,"{""ADG"": ""438"", ""BELLY"": ""05"", ""C"": ""10"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""13"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""3"", ""IDX"": ""121"", ""L"": ""039"", ""LINBR"": ""17"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00680,1950131305,1950-08-15,86,3,,117,"{""ADG"": ""626"", ""BELLY"": ""06"", ""C"": ""05"", ""C4445"": ""05"", ""C5758"": ""25"", ""C5960"": ""26"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""121"", ""L"": ""030"", ""LINBR"": ""25"", ""N"": ""06"", ""SIDE"": ""2"", ""T"": ""04"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00681,1950131306,1950-08-22,77,7,,124,"{""ADG"": ""534"", ""BELLY"": ""06"", ""C"": ""07"", ""C4445"": ""07"", ""C5758"": ""18"", ""C5960"": ""17"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""12"", ""HAIR"": ""1"", ""IDX"": ""127"", ""L"": ""027"", ""N"": ""04"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""3"", ""THSCO"": ""2"", ""TM"": ""7"", ""WNAGE"": ""124"", ""WNAGE_60"": ""64"", ""WOOL"": ""2""}",
50WN00682,1950131307,1950-08-22,77,7,,124,"{""ADG"": ""542"", ""BELLY"": ""06"", ""C"": ""08"", ""C4445"": ""10"", ""C5758"": ""18"", ""C5960"": ""17"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""3"", ""IDX"": ""120"", ""L"": ""029"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""06"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""8"", ""THSCO"": ""6"", ""TM"": ""7"", ""WNAGE"": ""124"", ""WNAGE_60"": ""64"", ""WOOL"": ""2""}",
50WN00683,1950131308,1950-08-15,80,5,,117,"{""ADG"": ""600"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""04"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""F"": ""12"", ""HAIR"": ""1"", ""IDX"": ""146"", ""L"": ""030"", ""LINBR"": ""08"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""06"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""2""}",
50WN00684,1950131309,1950-08-15,60,3,,117,"{""ADG"": ""427"", ""BELLY"": ""07"", ""C"": ""08"", ""C4445"": ""06"", ""C5758"": ""25"", ""C5960"": ""04"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""F"": ""11"", ""HAIR"": ""2"", ""IDX"": ""125"", ""L"": ""025"", ""LINBR"": ""08"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""09"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""TM"": ""1"", ""WNAGE"": ""117"", ""WNAGE_60"": ""57"", ""WOOL"": ""3""}",
50WN00685,1950131310,1950-08-22,71,3,,124,"{""ADG"": ""489"", ""BELLY"": ""07"", ""C"": ""07"", ""C4445"": ""06"", ""C5758"": ""18"", ""C5960"": ""17"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""114"", ""L"": ""028"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""06"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""6"", ""THSCO"": ""4"", ""TM"": ""1"", ""WNAGE"": ""124"", ""WNAGE_60"": ""64"", ""WOOL"": ""2""}",
50WN00686,1950131311,1950-08-22,84,7,,124,"{""ADG"": ""581"", ""BELLY"": ""06"", ""C"": ""08"", ""C4445"": ""05"", ""C5758"": ""18"", ""C5960"": ""17"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""12"", ""F"": ""15"", ""HAIR"": ""1"", ""IDX"": ""127"", ""L"": ""024"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""4"", ""THSCO"": ""3"", ""TM"": ""1"", ""WNAGE"": ""124"", ""WNAGE_60"": ""64"", ""WOOL"": ""2""}",
50WN00687,1950131313,1950-08-22,67,7,,123,"{""ADG"": ""465"", ""BELLY"": ""07"", ""C"": ""08"", ""C4445"": ""04"", ""C5758"": ""19"", ""C5960"": ""14"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""114"", ""L"": ""029"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""3"", ""THSCO"": ""1"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00688,1950131314,1950-08-22,71,7,,123,"{""ADG"": ""498"", ""BELLY"": ""07"", ""C"": ""08"", ""C4445"": ""07"", ""C5758"": ""19"", ""C5960"": ""14"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""117"", ""L"": ""028"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""5"", ""T"": ""06"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""5"", ""THSCO"": ""1"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00689,1950131315,1950-08-15,82,3,,116,"{""ADG"": ""602"", ""BELLY"": ""05"", ""C"": ""06"", ""C4445"": ""08"", ""C5758"": ""26"", ""C5960"": ""33"", ""CADAM_25"": ""4"", ""CTBR"": ""3"", ""F"": ""12"", ""HAIR"": ""3"", ""IDX"": ""135"", ""L"": ""031"", ""LINBR"": ""15"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""04"", ""TBR50"": ""3"", ""TBRE"": ""3"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00690,1950131316,1950-08-15,75,7,,116,"{""ADG"": ""550"", ""BELLY"": ""05"", ""C"": ""08"", ""C4445"": ""06"", ""C5758"": ""26"", ""C5960"": ""23"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""124"", ""L"": ""030"", ""LINBR"": ""22"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""3""}",
50WN00691,1950131318,1950-08-22,46,1,,123,"{""ADG"": ""309"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""08"", ""C5758"": ""19"", ""C5960"": ""12"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""50"", ""F"": ""15"", ""HAIR"": ""3"", ""IDX"": ""93"", ""L"": ""024"", ""LINBR"": ""16"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""08"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""6"", ""THSCO"": ""4"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00692,1950131319,1950-08-22,55,4,,123,"{""ADG"": ""351"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""05"", ""C5758"": ""19"", ""C5960"": ""12"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""16"", ""HAIR"": ""3"", ""IDX"": ""97"", ""L"": ""023"", ""LINBR"": ""16"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""09"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""2"", ""THSCO"": ""1"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00693,1950131320,1950-08-22,66,7,,123,"{""ADG"": ""472"", ""BELLY"": ""07"", ""C"": ""10"", ""C4445"": ""06"", ""C5758"": ""19"", ""C5960"": ""13"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""119"", ""L"": ""029"", ""LINBR"": ""13"", ""N"": ""03"", ""SIDE"": ""4"", ""T"": ""08"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""5"", ""THSCO"": ""2"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00694,1950131321,1950-08-22,69,3,,123,"{""ADG"": ""499"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""08"", ""C5758"": ""19"", ""C5960"": ""13"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""CULLFOR"": ""12"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""120"", ""L"": ""023"", ""LINBR"": ""13"", ""N"": ""03"", ""SIDE"": ""1"", ""T"": ""06"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""3"", ""THSCO"": ""3"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00695,1950131322,1950-08-15,51,1,,116,"{""ADG"": ""362"", ""BELLY"": ""08"", ""C"": ""08"", ""C4445"": ""07"", ""C5758"": ""26"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""104"", ""L"": ""028"", ""LINBR"": ""17"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""08"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00696,1950131324,1950-08-15,70,3,,116,"{""ADG"": ""524"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""05"", ""C5758"": ""26"", ""C5960"": ""14"", ""CADAM_25"": ""4"", ""CTBR"": ""3"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""124"", ""L"": ""035"", ""LINBR"": ""14"", ""N"": ""03"", ""T"": ""05"", ""TBR50"": ""3"", ""TBRE"": ""3"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00697,1950131325,1950-08-15,61,4,,116,"{""ADG"": ""452"", ""BELLY"": ""07"", ""C"": ""07"", ""C4445"": ""07"", ""C5758"": ""26"", ""C5960"": ""29"", ""CADAM_25"": ""2"", ""CTBR"": ""1"", ""CULLFOR"": ""50"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""107"", ""L"": ""031"", ""LINBR"": ""29"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00698,1950131328,1950-08-15,68,3,,116,"{""ADG"": ""493"", ""BELLY"": ""05"", ""C"": ""10"", ""C4445"": ""08"", ""C5758"": ""26"", ""C5960"": ""12"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""15"", ""HAIR"": ""3"", ""IDX"": ""121"", ""L"": ""040"", ""LINBR"": ""13"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""3""}",
50WN00699,1950131329,1950-08-22,55,3,,123,"{""ADG"": ""369"", ""BELLY"": ""07"", ""C"": ""11"", ""C4445"": ""06"", ""C5758"": ""19"", ""C5960"": ""09"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""F"": ""10"", ""HAIR"": ""3"", ""IDX"": ""133"", ""L"": ""027"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""09"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""4"", ""THSCO"": ""3"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""3""}",
50WN00700,1950131330,1950-08-22,60,3,,123,"{""ADG"": ""421"", ""BELLY"": ""07"", ""C"": ""08"", ""C4445"": ""06"", ""C5758"": ""19"", ""C5960"": ""04"", ""CADAM_25"": ""4"", ""CTBR"": ""2"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""113"", ""L"": ""024"", ""LINBR"": ""11"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""4"", ""THSCO"": ""3"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00701,1950131331,1950-08-15,67,3,,116,"{""ADG"": ""481"", ""BELLY"": ""06"", ""C"": ""06"", ""C4445"": ""06"", ""C5758"": ""26"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""12"", ""HAIR"": ""2"", ""IDX"": ""113"", ""L"": ""034"", ""N"": ""04"", ""SIDE"": ""1"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""7"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00702,1950131333,1950-08-15,59,7,,116,"{""ADG"": ""436"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""07"", ""C5758"": ""26"", ""C5960"": ""24"", ""CADAM_25"": ""3"", ""CTBR"": ""3"", ""F"": ""12"", ""HAIR"": ""2"", ""IDX"": ""122"", ""L"": ""027"", ""LINBR"": ""28"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""3"", ""TBRE"": ""3"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00703,1950131334,1950-08-22,61,3,,123,"{""ADG"": ""398"", ""BELLY"": ""06"", ""C"": ""08"", ""C4445"": ""05"", ""C5758"": ""19"", ""C5960"": ""22"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""107"", ""L"": ""029"", ""LINBR"": ""21"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""08"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""THIGH"": ""4"", ""THSCO"": ""2"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""2""}",
50WN00704,1950131335,1950-08-20,89,7,,116,"{""ADG"": ""671"", ""BELLY"": ""06"", ""C"": ""07"", ""C4445"": ""06"", ""C5758"": ""26"", ""C5960"": ""00"", ""CADAM_25"": ""5"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""129"", ""L"": ""030"", ""LINBR"": ""00"", ""N"": ""04"", ""SIDE"": ""1"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00705,1950131337,1950-08-22,69,4,,123,"{""ADG"": ""496"", ""BELLY"": ""05"", ""C"": ""08"", ""C4445"": ""09"", ""C5758"": ""19"", ""C5960"": ""23"", ""CADAM_25"": ""4"", ""CTBR"": ""3"", ""CULLFOR"": ""74"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""115"", ""L"": ""034"", ""LINBR"": ""23"", ""N"": ""03"", ""SIDE"": ""5"", ""T"": ""05"", ""TBR50"": ""3"", ""TBRE"": ""3"", ""THIGH"": ""8"", ""THSCO"": ""4"", ""TM"": ""1"", ""WNAGE"": ""123"", ""WNAGE_60"": ""63"", ""WOOL"": ""3""}",
50WN00706,1950131338,1950-08-15,93,7,,116,"{""ADG"": ""688"", ""BELLY"": ""06"", ""C"": ""05"", ""C4445"": ""05"", ""C5758"": ""26"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""CULLFOR"": ""10"", ""F"": ""15"", ""HAIR"": ""3"", ""IDX"": ""110"", ""L"": ""029"", ""LINBR"": ""12"", ""N"": ""07"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00707,1950131339,1950-08-15,69,3,,116,"{""ADG"": ""503"", ""BELLY"": ""07"", ""C"": ""08"", ""C4445"": ""05"", ""C5758"": ""26"", ""C5960"": ""10"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""123"", ""L"": ""033"", ""LINBR"": ""17"", ""N"": ""03"", ""SIDE"": ""3"", ""T"": ""06"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00708,1950131340,1950-08-15,75,7,,116,"{""ADG"": ""567"", ""BELLY"": ""06"", ""C"": ""09"", ""C4445"": ""04"", ""C5758"": ""26"", ""C5960"": ""17"", ""CADAM_25"": ""3"", ""CTBR"": ""1"", ""CULLFOR"": ""10"", ""F"": ""13"", ""HAIR"": ""1"", ""IDX"": ""120"", ""L"": ""024"", ""LINBR"": ""11"", ""N"": ""04"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""116"", ""WNAGE_60"": ""56"", ""WOOL"": ""2""}",
50WN00709,1950131345,1950-08-15,79,3,,115,"{""ADG"": ""555"", ""BELLY"": ""06"", ""C"": ""06"", ""C4445"": ""06"", ""C5758"": ""27"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""15"", ""HAIR"": ""2"", ""IDX"": ""116"", ""L"": ""038"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""7"", ""WNAGE"": ""115"", ""WNAGE_60"": ""55"", ""WOOL"": ""3""}",
50WN00710,1950131347,1950-08-15,69,3,,115,"{""ADG"": ""529"", ""BELLY"": ""06"", ""C"": ""06"", ""C4445"": ""05"", ""C5758"": ""27"", ""C5960"": ""00"", ""CADAM_25"": ""4"", ""CTBR"": ""1"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""107"", ""L"": ""031"", ""LINBR"": ""14"", ""N"": ""04"", ""SIDE"": ""2"", ""T"": ""05"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""115"", ""WNAGE_60"": ""55"", ""WOOL"": ""2""}",
50WN00711,1950131348,1950-08-22,59,4,,122,"{""ADG"": ""415"", ""BELLY"": ""07"", ""C"": ""09"", ""C4445"": ""07"", ""C5758"": ""20"", ""C5960"": ""06"", ""CADAM_25"": ""3"", ""CTBR"": ""2"", ""CULLFOR"": ""10"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""108"", ""L"": ""022"", ""LINBR"": ""08"", ""N"": ""03"", ""SIDE"": ""4"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""5"", ""THSCO"": ""2"", ""TM"": ""1"", ""WNAGE"": ""122"", ""WNAGE_60"": ""62"", ""WOOL"": ""2""}",
50WN00712,1950131349,1950-08-22,58,3,,122,"{""ADG"": ""398"", ""BELLY"": ""08"", ""C"": ""07"", ""C4445"": ""04"", ""C5758"": ""20"", ""C5960"": ""06"", ""CADAM_25"": ""3"", ""CTBR"": ""2"", ""F"": ""14"", ""HAIR"": ""2"", ""IDX"": ""103"", ""L"": ""024"", ""LINBR"": ""08"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""07"", ""TBR50"": ""5"", ""TBRE"": ""5"", ""THIGH"": ""4"", ""THSCO"": ""3"", ""TM"": ""1"", ""WNAGE"": ""122"", ""WNAGE_60"": ""62"", ""WOOL"": ""2""}",
50WN00713,1950131350,1950-08-15,60,3,,115,"{""ADG"": ""435"", ""BELLY"": ""06"", ""C"": ""10"", ""C4445"": ""07"", ""C5758"": ""27"", ""C5960"": ""08"", ""CADAM_25"": ""3"", ""CTBR"": ""1"", ""F"": ""13"", ""HAIR"": ""2"", ""IDX"": ""113"", ""L"": ""027"", ""LINBR"": ""07"", ""N"": ""03"", ""SIDE"": ""2"", ""T"": ""08"", ""TBR50"": ""1"", ""TBRE"": ""1"", ""TM"": ""1"", ""WNAGE"": ""115"", ""WNAGE_60"": ""55"", ""WOOL"": ""2""}",
