UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,ADAM,AGE,STMD,BGRP,RGRP,GRP,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
93LA00001,93,00000,00,00,,00000,00,,0.0,00,,,,?,0506,126,,,,0.0,,,T3943,44,00,02,,0,,,,,T-TAG CRUSHED,,,,,0,3,0,0,0,0,0,0.0,0,,0,0,,1993-05-06,0.0
93LA00002,93,00000,00,00,,00000,00,20,2.0,00,2,2,,?,0423,113,5,2,2,9.5,1,1,S3882,10,00,07,3,113,93,,8,,S3882-MIXUP,,,,W,0,3,1,1,1,1,0,0.0,0,,0,0,,1993-04-23,0.0
93LA00003,93,00000,00,00,,00000,00,30,3.0,00,1,0,,?,0411,101,5,2,2,10.8,5,1,Z2346,81,00,80,,0,,L475003,-,,Z2346-MIXUP,,,,B,0,3,1,1,1,1,1,0.5,94,0,75,182,1,1993-04-11,0.0
93LA00004,93,00000,00,00,,00000,00,,0.0,00,,,,?,0413,103,,,,0.0,,,K6724,63,00,06,,0,,,,,K-TAG MISSING,,,,,0,3,0,0,0,0,0,0.0,0,,0,0,,1993-04-13,0.0
93LA00005,93,00000,00,00,,00000,00,,0.0,00,,,,?,0415,105,,,,0.0,,,L9669,03,00,30,,0,,,,,L-TAG CRUSHED,,,,,0,3,0,0,0,0,0,0.0,0,,0,0,,1993-04-15,0.0
93LA00006,93,00000,00,00,,00000,00,70,7.0,00,1,0,,?,0411,101,5,3,2,11.6,1,1,Z2350,81,00,07,,0,,S785119,-,,Z2350-MIXUP,,,,B,0,3,1,1,1,1,1,0.5,98,0,76,182,1,1993-04-11,0.0
93LA00007,93,00000,00,00,,00000,00,20,2.0,00,2,0,,?,0422,112,8,3,2,9.3,1,1,L9772,03,00,30,,0,,S174710,-,,L9772-MIXUP,,,,H,0,3,1,1,2,1,1,0.5,73,0,52,183,2,1993-04-22,0.0
93LA00008,93,K1830,63,60,601,K5205,63,70,7.0,06,1,0,,M,0419,109,9,2,1,10.0,1,1,K6863,63,60,06,,0,,,,,ENTR,,,,N,1,0,1,1,3,1,1,1.0,92,1,62,183,2,1993-04-19,0.048
93LA00009,93,K1830,63,60,601,K5205,63,70,7.0,06,1,0,,M,0419,109,9,2,1,9.5,1,2,K6864,63,60,06,,0,,,,,,,,,N,2,0,0,0,0,1,1,1.0,97,1,62,183,2,1993-04-19,0.048
93LA00010,93,K1830,63,60,601,K5205,63,70,7.0,06,1,0,,M,0419,109,9,2,2,10.8,1,1,K6865,63,60,06,,0,,S073110,-,,4TEATS,,,,N,3,0,0,0,0,1,1,0.5,68,0,47,182,1,1993-04-19,0.048
93LA00011,93,K1831,63,62,803,K5160,63,70,7.0,06,1,0,,C,0509,129,5,2,1,3.2,1,2,,,62,06,6,129,66,S420210,+,,DEFORMED LEGS,,,,N,1,0,1,1,1,1,0,0.5,0,,0,0,,1993-05-09,0.0
93LA00012,93,K1848,63,68,751,00751,00,70,7.0,06,A,0,2,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00013,93,K1849,63,60,602,K5608,63,70,7.0,06,1,0,,M,0428,118,1,0,,0.0,,,,,60,06,1,0,,,,"DEAD,UT.TEAR",,,,,B,1,0,1,1,1,0,0,0.0,0,,0,0,,1993-04-28,0.0
93LA00014,93,K1880,63,60,603,K5749,63,70,7.0,06,1,0,,M,0409,99,0,0,2,3.6,1,1,,,60,06,0,0,,,,,,,,,N,1,0,1,1,1,0,0,0.0,0,,0,0,,1993-04-09,0.0
93LA00015,93,K1882,63,62,813,K5162,63,70,7.0,06,1,0,,C,0321,80,2,1,,0.0,,,,,62,06,0,0,,,,,,,,,,1,0,1,1,2,0,0,0.0,0,,0,0,,1993-03-21,0.0
93LA00016,93,K1882,63,62,813,K5162,63,70,7.0,06,1,0,,C,0321,80,2,1,,0.0,,,,,62,06,0,0,,,,,,,,,,2,0,0,0,0,0,0,0.0,0,,0,0,,1993-03-21,0.0
93LA00017,93,K1883,63,62,823,K5446,63,70,7.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00018,93,K1884,63,68,751,00751,00,70,7.0,06,A,0,3,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00019,93,K1907,63,68,338,00338,00,70,7.0,06,A,0,2,H,0415,105,9,2,2,7.3,1,1,K6788,63,00,05,,0,,,,THICKMILK,,,,,W,1,0,1,1,3,1,1,1.0,87,1,62,182,1,1993-04-15,0.0
93LA00020,93,K1907,63,68,338,00338,00,70,7.0,06,A,0,2,H,0415,105,9,2,2,7.2,1,1,K6789,63,00,05,,0,,L680703,-,,,,,,W,2,0,0,0,0,1,1,0.5,79,0,54,182,1,1993-04-15,0.0
93LA00021,93,K1907,63,68,338,00338,00,70,7.0,06,A,0,2,H,0415,105,9,2,1,8.8,1,1,K6790,63,00,05,,0,,L697803,-,,,,,,W,3,0,0,0,0,1,1,0.5,98,0,64,182,1,1993-04-15,0.0
93LA00022,93,K1919,63,60,604,K5317,63,70,7.0,06,1,0,,M,0420,110,5,2,2,13.2,1,1,K6904,63,60,06,,0,,,,,,,,,R,1,0,1,1,1,1,1,1.0,106,1,73,183,2,1993-04-20,0.034
93LA00023,93,K1923,63,60,601,K5205,63,70,7.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00024,93,K1939,63,62,833,K5247,63,70,7.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00025,93,K1950,63,60,602,K5608,63,70,7.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00026,93,K1966,63,62,843,K5379,63,70,7.0,06,1,0,,C,0413,103,8,3,2,8.6,1,3,K6726,63,62,06,,0,,,,,4TEATS,,,,Y,1,0,1,1,2,1,1,1.0,74,1,52,182,1,1993-04-13,0.012
93LA00027,93,K1966,63,62,843,K5379,63,70,7.0,06,1,0,,C,0413,103,8,3,2,6.0,1,1,K6727,63,62,06,,0,,,,,4TEATS,,,,Y,2,0,0,0,0,1,1,1.0,69,1,46,182,1,1993-04-13,0.012
93LA00028,93,K1997,63,68,338,00338,00,70,7.0,06,A,0,3,H,0420,110,9,3,2,9.6,1,1,K6901,63,00,05,6,128,23,,,"X,MASTITIS",,,,,W,1,0,1,1,3,1,0,0.0,0,,0,0,,1993-04-20,0.0
93LA00029,93,K1997,63,68,338,00338,00,70,7.0,06,A,0,3,H,0420,110,9,3,1,14.0,1,1,K6902,63,00,05,,0,,,,,,,,,W,2,0,0,0,0,1,1,1.0,94,1,68,183,2,1993-04-20,0.0
93LA00030,93,K1997,63,68,338,00338,00,70,7.0,06,A,0,3,H,0420,110,9,3,1,9.8,1,1,K6903,63,00,05,,0,,T332044,-,,,,,,W,3,0,0,0,0,1,1,0.5,96,0,0,0,3,1993-04-20,0.0
93LA00031,93,K2001,63,60,603,K5749,63,70,7.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00032,93,K2005,63,62,863,K5613,63,70,7.0,06,1,0,,?,0603,0,,,,0.0,,,,,,06,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00033,93,K2005,63,62,863,00000,97,70,7.0,06,1,0,,?,0603,154,5,3,3,10.5,5,1,Z2846,81,00,20,,0,,,,"SW.BAG,THIN",,,,,Y,1,2,1,1,1,1,1,1.0,80,1,25,182,1,1993-06-03,0.0
93LA00034,93,K2016,63,60,604,K5317,63,70,7.0,06,1,0,,M,0327,86,2,1,,0.0,,,,,60,06,0,0,,,,,,,,,,1,0,1,1,2,0,0,0.0,0,,0,0,,1993-03-27,0.0
93LA00035,93,K2016,63,60,604,K5317,63,70,7.0,06,1,0,,M,0327,86,2,1,,0.0,,,,,60,06,0,0,,,,,,,,,,2,0,0,0,0,0,0,0.0,0,,0,0,,1993-03-27,0.0
93LA00036,93,K2030,63,68,290,00290,00,70,7.0,06,A,0,2,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00037,93,K2056,63,68,290,00290,00,70,7.0,06,A,0,3,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00038,93,K2099,63,60,602,K5608,63,70,7.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00039,93,K2117,63,62,873,K5624,63,70,7.0,06,1,0,,C,0412,102,8,3,2,13.5,1,3,K6714,63,62,06,,0,,,,,HARDLUMP NECK,,,,B,1,0,1,1,2,1,1,1.0,100,1,74,182,1,1993-04-12,0.01
93LA00040,93,K2117,63,62,873,K5624,63,70,7.0,06,1,0,,C,0412,102,8,3,1,13.7,1,3,K6715,63,62,06,,0,,,,,,,,,B,2,0,0,0,0,1,1,1.0,89,1,68,182,1,1993-04-12,0.01
93LA00041,93,K2123,63,60,601,K5205,63,70,7.0,06,1,0,,M,0407,97,1,3,1,9.2,1,1,,,60,06,1,0,,,,,,,,,Y,1,0,1,1,1,0,0,0.0,0,,0,0,,1993-04-07,0.0
93LA00042,93,K2145,63,60,603,K5749,63,70,7.0,06,1,0,,M,0416,106,8,3,1,8.9,1,1,K6803,63,60,06,,0,,,,,,,,,Y,1,0,1,1,2,1,1,1.0,87,1,62,182,1,1993-04-16,0.022
93LA00043,93,K2145,63,60,603,K5749,63,70,7.0,06,1,0,,M,0416,106,8,3,2,9.5,1,1,K6804,63,60,06,,0,,,,,4TEATS,,,,Y,2,0,0,0,0,1,1,1.0,82,1,57,182,1,1993-04-16,0.022
93LA00044,93,K2161,63,62,883,K5632,63,70,7.0,06,1,0,,C,0418,108,8,3,1,13.7,1,1,K6851,63,62,06,,0,,,,,4TEATS,,,,Y,1,0,1,1,2,1,1,1.0,115,1,80,182,1,1993-04-18,0.039
93LA00045,93,K2161,63,62,883,K5632,63,70,7.0,06,1,0,,C,0418,108,8,3,2,12.2,1,1,K6852,63,62,06,,0,,,,,,,,,Y,2,0,0,0,0,1,1,1.0,84,1,55,182,1,1993-04-18,0.039
93LA00046,93,K2196,63,62,893,K5675,63,70,7.0,06,1,0,,C,0420,110,8,3,2,12.0,1,3,K6891,63,62,06,,0,,,,SWBAG,,,,,N,1,0,1,1,2,1,1,1.0,65,1,46,183,2,1993-04-20,0.025
93LA00047,93,K2196,63,62,893,K5675,63,70,7.0,06,1,0,,C,0420,110,8,3,1,8.8,1,1,K6892,63,62,06,6,119,23,,,,,,,,N,2,0,0,0,0,1,0,0.0,0,,0,0,,1993-04-20,0.025
93LA00048,93,K2224,63,68,201,02010,00,70,7.0,06,A,0,2,?,0519,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00049,93,K2224,63,68,201,00000,97,70,7.0,06,A,0,2,?,0519,139,8,5,2,10.2,5,1,Z2789,81,00,20,,0,,,,HOOF TRIM,,,,,Y,1,2,1,1,2,1,1,1.0,82,1,40,183,2,1993-05-19,0.0
93LA00050,93,K2224,63,68,201,00000,97,70,7.0,06,A,0,2,?,0519,139,8,5,3,12.5,5,1,Z2790,81,00,20,,0,,,,,,,,,Y,2,2,0,0,0,1,1,1.0,99,1,43,183,2,1993-05-19,0.0
93LA00051,93,K2228,63,68,201,02010,00,70,7.0,06,A,0,3,H,0415,105,5,3,1,12.8,1,1,K6794,63,00,05,,0,,,,,,,,,W,1,0,1,1,1,1,1,1.0,108,1,75,182,1,1993-04-15,0.0
93LA00052,93,K2248,63,60,604,K5317,63,70,7.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00053,93,K2265,63,60,603,K5749,63,70,7.0,06,1,0,,M,0413,103,8,4,2,12.5,1,1,K6738,63,60,06,6,120,01,,,,4TEATS,,,,Y,1,0,1,1,2,1,0,0.0,0,,0,0,,1993-04-13,0.021
93LA00054,93,K2265,63,60,603,K5749,63,70,7.0,06,1,0,,M,0413,103,8,4,2,12.9,1,1,K6739,63,60,06,,0,,,,,,,,,Y,2,0,0,0,0,1,1,1.0,96,1,68,182,1,1993-04-13,0.021
93LA00055,93,K2281,63,62,903,K5511,63,70,7.0,06,1,0,,C,0415,105,7,3,1,11.9,1,1,K6799,63,62,06,,0,,,,BIGBAGDYSTOCI,4TEATS,,,,Y,1,0,1,1,2,1,1,1.0,118,1,80,182,1,1993-04-15,0.038
93LA00056,93,K2281,63,62,903,K5511,63,70,7.0,06,1,0,,C,0415,105,7,3,2,10.9,1,1,,,62,06,1,0,,Z241781,+,,,,,,Y,2,0,0,0,0,0,0,0.0,0,,0,0,,1993-04-15,0.038
93LA00057,93,K2282,63,68,751,00751,00,70,7.0,06,A,0,2,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00058,93,K2313,63,60,601,K5205,63,70,7.0,06,1,0,,M,0419,109,5,4,3,12.1,1,1,K6880,63,60,06,,0,,,,,ENTR,,,,Y,1,0,1,1,1,1,1,1.0,126,1,87,183,2,1993-04-19,0.025
93LA00059,93,K2362,63,62,803,K5160,63,70,7.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00060,93,K2440,63,60,602,K5608,63,60,6.0,06,1,0,,M,0417,107,5,4,1,13.0,1,1,K6810,63,60,06,,0,,,,,,,,,Y,1,0,1,1,1,1,1,1.0,114,1,78,182,1,1993-04-17,0.029
93LA00061,93,K2448,63,62,813,K5162,63,60,6.0,06,1,0,,C,0421,111,5,3,1,10.3,1,2,K6912,63,62,06,,0,,,,,,,,,B,1,0,1,1,1,1,1,1.0,79,1,56,183,2,1993-04-21,0.035
93LA00062,93,K2457,63,60,601,K5205,63,60,6.0,06,1,0,,M,0424,114,8,3,2,10.5,1,1,K6937,63,60,06,,0,,,,,4TEATS,,,,W,1,0,1,1,2,1,1,1.0,89,1,50,183,2,1993-04-24,0.029
93LA00063,93,K2457,63,60,601,K5205,63,60,6.0,06,1,0,,M,0424,114,8,3,2,9.4,1,1,K6938,63,60,06,,0,,,,,,,,,W,2,0,0,0,0,1,1,1.0,72,1,46,183,2,1993-04-24,0.029
93LA00064,93,K2461,63,68,751,00751,00,60,6.0,06,A,0,3,?,0519,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00065,93,K2461,63,68,751,00000,03,60,6.0,06,A,0,3,?,0519,139,8,4,2,11.0,1,1,Z2786,81,00,33,,0,,,,"VLTS,X",MISC PXC,,,,Y,1,2,1,1,2,1,1,1.0,76,1,36,183,2,1993-05-19,0.0
93LA00066,93,K2461,63,68,751,00000,03,60,6.0,06,A,0,3,?,0519,139,8,4,3,11.5,1,1,Z2787,81,00,33,,0,,,,,MISC PXC,,,,Y,2,2,0,0,0,1,1,1.0,85,1,38,183,2,1993-05-19,0.0
93LA00067,93,K2464,63,68,751,00751,00,60,6.0,06,A,0,2,H,0417,107,8,3,2,12.3,1,1,K6808,63,00,05,,0,,,,CANCER EYE,,,,,Y,1,0,1,1,2,1,1,1.0,93,1,65,182,1,1993-04-17,0.0
93LA00068,93,K2464,63,68,751,00751,00,60,6.0,06,A,0,2,H,0417,107,8,3,1,13.2,1,1,K6809,63,00,05,,0,,,,,,,,,Y,2,0,0,0,0,1,1,1.0,106,1,70,182,1,1993-04-17,0.0
93LA00069,93,K2470,63,60,604,K5317,63,60,6.0,06,1,0,,M,0420,110,5,3,1,15.2,1,1,K6885,63,60,06,,0,,,,,,,,,Y,1,0,1,1,1,1,1,1.0,126,1,81,183,2,1993-04-20,0.024
93LA00070,93,K2476,63,62,823,K5446,63,60,6.0,06,1,0,,C,0424,114,5,4,1,15.1,1,1,K6940,63,62,06,,0,,,,,,,,,W,1,0,1,1,1,1,1,1.0,109,1,72,183,2,1993-04-24,0.052
93LA00071,93,K2488,63,68,-Z-,00000,00,60,6.0,06,L,7,,?,0531,151,5,3,2,12.5,5,1,Z2844,81,00,20,,0,,,,"THIN,DYSTOCIA",,,,30A,Y,1,0,1,1,1,1,1,1.0,77,1,30,182,1,1993-05-31,0.0
93LA00072,93,K2516,63,60,602,K5608,63,60,6.0,06,1,0,,M,0414,104,7,4,2,7.1,1,1,K6767,63,60,06,7,183,97,,,MLT.X,WEAK,,,,B,1,0,1,1,2,1,0,0.0,0,,0,0,,1993-04-14,0.055
93LA00073,93,K2516,63,60,602,K5608,63,60,6.0,06,1,0,,M,0414,104,7,4,1,7.9,1,1,K6768,63,60,06,1,105,44,K676663,+,,,,,,B,2,0,0,0,0,0,0,0.5,0,,0,0,,1993-04-14,0.055
93LA00074,93,K2521,63,62,833,K5247,63,60,6.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00075,93,K2540,63,68,751,00751,00,60,6.0,06,A,0,3,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00076,93,K2552,63,62,843,K5379,63,60,6.0,06,1,0,,C,0425,115,9,3,3,7.7,1,1,K6949,63,62,06,3,116,93,,8,,,,,,B,1,0,1,1,3,1,0,0.0,0,,0,0,,1993-04-25,0.031
93LA00077,93,K2552,63,62,843,K5379,63,60,6.0,06,1,0,,C,0425,115,9,3,2,8.5,1,1,K6950,63,62,06,,0,,,,,HAIRY,,,,B,2,0,0,0,0,1,1,1.0,78,1,50,182,1,1993-04-25,0.031
93LA00078,93,K2552,63,62,843,K5379,63,60,6.0,06,1,0,,C,0425,115,9,3,1,10.4,1,1,K6951,63,62,06,,0,,,,,HAIRY,,,,B,3,0,0,0,0,1,1,1.0,99,1,61,182,1,1993-04-25,0.031
93LA00079,93,K2554,63,60,603,K5749,63,60,6.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00080,93,K2560,63,62,853,K5581,63,60,6.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00081,93,K2570,63,62,863,K5613,63,60,6.0,06,1,0,,C,0427,117,8,3,1,13.5,1,1,K6961,63,62,06,,0,,X967180,-,,,,,,H,1,0,1,1,2,1,1,0.5,94,0,0,0,J,1993-04-27,0.034
93LA00082,93,K2570,63,62,863,K5613,63,60,6.0,06,1,0,,C,0427,117,8,3,2,13.1,1,1,K6962,63,62,06,,0,,,,,4TEATS,,,,H,2,0,0,0,0,1,1,1.0,100,1,64,182,1,1993-04-27,0.034
93LA00083,93,K2602,63,68,338,02009,00,60,6.0,06,A,0,2,H,0503,123,8,3,1,13.7,1,1,K6979,63,00,05,,0,,,,,,,,,Y,1,0,1,1,2,1,1,1.0,91,1,50,183,2,1993-05-03,0.0
93LA00084,93,K2602,63,68,338,02009,00,60,6.0,06,A,0,2,H,0503,123,8,3,2,11.5,1,1,K6980,63,00,05,,0,,,,,4TEATS,,,,Y,2,0,0,0,0,1,1,1.0,80,1,44,183,2,1993-05-03,0.0
93LA00085,93,K2624,63,68,290,00290,00,60,6.0,06,A,0,3,H,0417,107,5,2,2,13.4,2,1,K6805,63,00,05,,0,,,,,"BLK.NECK,ENTR",,,,Y,1,0,1,1,1,1,1,1.0,130,1,86,182,1,1993-04-17,0.0
93LA00086,93,K2639,63,68,290,00290,00,60,6.0,06,A,0,2,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00087,93,K2648,63,60,604,K5317,63,60,6.0,06,1,0,,M,0418,108,8,3,2,14.2,1,1,K6847,63,60,06,,0,,,,,,,,,R,1,0,1,1,2,1,1,1.0,99,1,69,183,2,1993-04-18,0.035
93LA00088,93,K2648,63,60,604,K5317,63,60,6.0,06,1,0,,M,0418,108,8,3,2,14.2,1,1,K6848,63,60,06,,0,,,,,,,,,R,2,0,0,0,0,1,1,1.0,99,1,69,183,2,1993-04-18,0.035
93LA00089,93,K2685,63,60,601,K5205,63,60,6.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00090,93,K2698,63,68,338,00338,00,60,6.0,06,A,0,3,?,0521,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00091,93,K2698,63,68,338,00000,03,60,6.0,06,A,0,3,?,0521,141,7,3,2,7.2,1,1,Z2816,81,00,33,6,142,54,,,,MISC PXC,,,,Y,1,2,1,1,2,1,0,0.0,0,,0,0,,1993-05-21,0.0
93LA00092,93,K2698,63,68,338,00000,03,60,6.0,06,A,0,3,?,0521,141,7,3,1,4.2,1,1,,,00,33,1,0,,,,,MISC PXC,,,,Y,2,2,0,0,0,0,0,0.0,0,,0,0,,1993-05-21,0.0
93LA00093,93,K2715,63,62,873,K5624,63,60,6.0,06,1,0,,C,0414,104,9,3,2,10.5,1,1,K6764,63,62,06,,0,,,,BIGBAG,,,,,B,1,0,1,1,3,1,1,1.0,86,1,65,182,1,1993-04-14,0.028
93LA00094,93,K2715,63,62,873,K5624,63,60,6.0,06,1,0,,C,0414,104,9,3,3,9.8,1,1,K6765,63,62,06,,0,,,,,,,,,B,2,0,0,0,0,1,1,1.0,86,1,59,182,1,1993-04-14,0.028
93LA00095,93,K2715,63,62,873,K5624,63,60,6.0,06,1,0,,C,0414,104,9,3,1,9.0,1,1,K6766,63,62,06,,0,,K251663,-,,,,,,B,3,0,0,0,0,1,1,0.5,100,0,66,182,1,1993-04-14,0.028
93LA00096,93,K2721,63,68,201,02010,00,60,6.0,06,A,0,2,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00097,93,K2760,63,60,602,K5608,63,60,6.0,06,1,0,,M,0421,111,5,3,2,12.0,1,1,K6915,63,60,06,,0,,,,,,,,,Y,1,0,1,1,1,1,1,1.0,104,1,70,183,2,1993-04-21,0.028
93LA00098,93,K2784,63,60,603,K5749,63,60,6.0,06,1,0,,M,0411,101,8,4,2,10.3,1,1,K6695,63,60,06,,0,,,,,,,,,Y,1,0,1,1,2,1,1,1.0,89,1,67,182,1,1993-04-11,0.054
93LA00099,93,K2784,63,60,603,K5749,63,60,6.0,06,1,0,,M,0411,101,8,4,2,10.7,1,1,K6696,63,60,06,,0,,,,,4TEATS,,,,Y,2,0,0,0,0,1,1,1.0,93,1,66,182,1,1993-04-11,0.054
93LA00100,93,K2798,63,62,883,K5632,63,60,6.0,06,1,0,,C,0316,75,2,1,,0.0,,,,,62,06,0,0,,,,,,,,,,1,0,1,1,2,0,0,0.0,0,,0,0,,1993-03-16,0.0
93LA00101,93,K2798,63,62,883,K5632,63,60,6.0,06,1,0,,C,0316,75,2,1,,0.0,,,,,62,06,0,0,,,,,,,,,,2,0,0,0,0,0,0,0.0,0,,0,0,,1993-03-16,0.0
93LA00102,93,K2808,63,68,290,00290,00,60,6.0,06,A,0,3,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00103,93,K2846,63,62,893,K5675,63,60,6.0,06,1,0,,C,0424,114,5,3,1,10.2,1,2,K6936,63,62,06,,0,,,,,WEAK,,,,W,1,0,1,1,1,1,1,1.0,100,1,59,183,2,1993-04-24,0.03
93LA00104,93,K2852,63,60,604,K5317,63,60,6.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00105,93,K2868,63,60,601,K5205,63,60,6.0,06,1,0,,M,0302,61,0,1,,0.0,,,,,60,06,0,0,,,,,,,,,,1,0,1,1,1,0,0,0.0,0,,0,0,,1993-03-02,0.0
93LA00106,93,K2924,63,62,903,K5511,63,60,6.0,06,1,0,,C,0429,119,8,3,2,12.4,1,1,K6965,63,62,06,,0,,,,,,,,,Y,1,0,1,1,2,1,1,1.0,79,1,51,182,1,1993-04-29,0.04
93LA00107,93,K2924,63,62,903,K5511,63,60,6.0,06,1,0,,C,0429,119,8,3,2,11.5,1,1,K6966,63,62,06,,0,,,,,4TEATS,,,,Y,2,0,0,0,0,1,1,1.0,86,1,53,182,1,1993-04-29,0.04
93LA00108,93,K2936,63,68,751,00751,00,60,6.0,06,A,0,2,H,0417,107,9,3,2,11.9,1,1,K6818,63,00,05,,0,,K449063,-,?TRIPLET93,4TEATS,,,,N,1,0,1,1,3,1,1,0.5,96,0,67,182,1,1993-04-17,0.0
93LA00109,93,K2936,63,68,751,00751,00,60,6.0,06,A,0,2,H,0417,107,9,3,1,10.8,1,5,K6819,63,00,05,,0,,,,,,,,,N,2,0,0,0,0,1,1,1.0,97,1,64,182,1,1993-04-17,0.0
93LA00110,93,K2936,63,68,751,00751,00,60,6.0,06,A,0,2,H,0417,107,9,3,1,11.2,1,1,K6820,63,00,05,,0,,,,,,,,,N,3,0,0,0,0,1,1,1.0,89,1,57,182,1,1993-04-17,0.0
93LA00111,93,K2978,63,62,913,K5447,63,60,6.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00112,93,K2987,63,68,338,00338,00,60,6.0,06,A,0,3,H,,0,,,,0.0,,,,,00,05,,0,,,,,,,,,,1,0,0,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00113,93,K3010,63,60,602,K5608,63,60,6.0,06,1,0,,M,0411,101,5,4,2,15.5,1,1,K6704,63,60,06,,0,,,,,,,,,B,1,0,1,1,1,1,1,1.0,113,1,83,182,1,1993-04-11,0.026
93LA00114,93,K3035,63,62,803,K5160,63,60,6.0,06,1,0,,?,0516,0,,,,0.0,,,,,,06,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0,,0,0,,,0.0
93LA00115,93,K3035,63,62,803,00000,97,60,6.0,06,1,0,,?,0516,136,5,3,3,15.5,5,1,Z2772,81,00,20,,0,,,,,,,,,Y,1,2,1,1,1,1,1,1.0,120,1,57,183,2,1993-05-16,0.0
93LA00116,93,K3053,63,62,813,K5162,63,60,6.0,06,1,0,,C,0410,100,9,3,2,10.5,1,1,K6686,63,62,06,7,183,97,,,?TRIPLET,4TEATS,,,,B,1,0,1,1,3,1,0,0.0,0,,0,0,,1993-04-10,0.029
