UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,INBRL,BAG,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
73LA00001,73,2,6636,1,32,320,5741,11,1,33,2,-0,,1,07,,1,101,8,,230,2,,7,22,,&,,1,11,6535,11,1,0,32,1,1,,1,2,6.6,0,,6,1,1973-04-11,07
73LA00002,73,1,6637,1,32,320,5741,11,1,33,2,-0,,1,07,,2,101,8,,104,2,,6,22,,,,1,11,6535,11,0,0,32,1,1,,0,0,8.0,0,,6,2,1973-04-11,07
73LA00003,73,1,6644,1,32,320,5970,11,1,29,2,00,,1,07,,1,103,5,,0,3,,,35,,,,1,11,6535,11,1,57,32,1,1,,1,1,11.4,10,,6,1,1973-04-13,07
73LA00004,73,1,6625,1,24,240,6088,11,1,42,3,90,,1,07,,2,100,8,,0,2,,,28,,,,1,11,6524,11,1,62,24,1,1,,1,2,8.6,10,,7,1,1973-04-10,07
73LA00005,73,2,6626,1,24,240,6088,11,1,42,3,90,,1,07,,1,100,8,,102,2,,6,28,,,,1,11,6524,11,0,0,24,1,1,,0,0,5.6,0,,7,2,1973-04-10,07
73LA00006,73,2,6612,1,32,320,6122,11,1,47,2,90,,1,07,,1,94,5,,0,2,,,28,,,,1,11,6535,11,1,59,32,1,1,,1,1,10.0,10,,7,1,1973-04-04,07
73LA00007,73,2,6601,1,24,240,6204,11,1,33,1,80,,1,07,,1,89,8,,0,3,,,27,,,,1,11,6524,11,1,67,24,1,1,,1,2,8.4,10,,6,1,1973-03-30,07
73LA00008,73,1,6602,1,24,240,6204,11,1,33,1,80,,1,07,,1,89,8,,98,3,,6,27,,,,1,11,6524,11,0,0,24,1,1,,0,0,8.0,0,,6,2,1973-03-30,07
73LA00009,73,1,6653,1,32,320,6247,11,1,40,2,70,,1,07,,2,107,5,,149,4,,6,26,,,,1,11,6535,11,1,0,32,1,1,,1,1,11.6,0,,6,1,1973-04-17,07
73LA00010,73,1,8934,9,97,065,6253,11,1,,3,70,,1,51,,2,107,5,4,0,5,,,,,,,1,90,0013,95,1,80,78,8,1,,1,1,10.6,10,,,1,1973-04-17,07
73LA00011,73,2,6650,1,24,240,6259,11,1,33,3,70,,2,07,,1,105,5,,0,5,,,27,,,,1,11,6524,11,1,80,24,1,1,,1,1,11.0,10,,7,1,1973-04-15,07
73LA00012,73,1,8573,9,97,025,6271,11,1,,2,70,,1,51,,1,99,5,2,0,4,,,,,,,1,90,0009,95,1,82,77,8,1,,1,1,11.6,10,,,1,1973-04-09,07
73LA00013,73,1,7703,3,74,741,6297,11,1,,3,70,,1,07,,2,103,5,2,0,4,,,,,,,1,18,6098,18,1,74,74,6,1,,1,1,12.0,10,,,1,1973-04-13,07
73LA00014,73,1,8999,9,97,075,6321,11,1,,3,60,,1,51,,2,109,5,4,0,5,,,,,,,1,90,0014,95,1,88,77,8,1,,1,1,10.0,10,,,1,1973-04-19,07
73LA00015,73,1,6641,1,24,240,6334,11,1,37,2,60,,1,07,,1,102,5,,0,3,,,34,,,,1,11,6524,11,1,87,24,1,1,,1,1,13.0,10,,6,1,1973-04-12,07
73LA00016,73,1,7254,3,75,752,6337,11,1,,3,60,,1,07,,1,87,8,2,0,1,,,,953014,-,,1,18,6634,18,1,79,75,6,1,,1,2,11.0,5,,,1,1973-03-28,07
73LA00017,73,2,7255,3,75,752,6337,11,1,,3,60,,1,07,,1,87,8,2,0,1,,,,004709,-,,1,18,6634,18,0,69,75,6,1,,0,0,7.8,5,,,2,1973-03-28,07
73LA00018,73,,,0,76,760,6346,11,1,,4,60,,,07,,,146,,4,0,,,,,,,,1,18,6961,18,0,0,76,6,0,,0,0,0.0,0,,,1,1973-05-26,07
73LA00019,73,2,7763,3,76,762,6363,11,1,,3,60,,1,07,,1,105,5,2,0,3,,,,,,,1,18,5903,18,1,87,76,6,1,,1,1,15.4,10,,,1,1973-04-15,07
73LA00020,73,1,7279,3,75,752,6372,11,1,,3,60,,1,07,,1,91,5,4,0,3,,,,,,,1,18,6634,18,1,72,75,6,1,,1,1,9.2,10,,,1,1973-04-01,07
73LA00021,73,,,0,32,320,6383,11,1,42,1,50,,,07,,,146,,,0,,,,29,,,,1,11,6535,11,0,0,32,1,0,,0,0,0.0,0,,6,1,1973-05-26,07
73LA00022,73,,,0,32,320,6384,11,1,42,1,50,,,07,1,,125,,,0,,,,29,,,,1,11,6535,11,1,0,32,1,0,,0,0,0.0,0,,7,1,1973-05-05,07
73LA00023,73,2,9303,9,00,320,6384,11,1,,1,50,,5,40,2,1,128,5,,0,3,,,29,385481,-,,1,90,0000,98,1,36,32,0,1,,1,1,12.0,5,,,1,1973-05-08,07
73LA00024,73,1,6620,1,32,320,6386,11,1,35,1,50,,1,07,,2,99,5,,0,2,,,30,,,,1,11,6535,11,1,47,32,1,1,,1,1,10.6,10,,6,1,1973-04-09,07
73LA00025,73,2,6664,1,32,320,6391,11,1,35,2,50,,1,07,,1,118,5,,0,4,,,29,,,,1,11,6535,11,1,66,32,1,1,,1,1,11.6,10,,7,1,1973-04-28,07
73LA00026,73,2,8540,9,97,155,6395,11,1,,3,50,,1,54,,1,98,8,4,0,3,,,,,,,1,90,0045,95,1,67,78,8,1,,1,2,8.4,10,,,1,1973-04-08,07
73LA00027,73,2,8544,9,97,155,6395,11,1,,3,50,,1,54,,1,98,8,4,102,3,,6,,,,,1,90,0045,95,0,0,78,8,1,,0,0,6.6,0,,,2,1973-04-08,07
73LA00028,73,1,8611,9,97,055,6398,11,1,,2,50,,1,51,,1,100,5,4,0,4,,,,,,,1,90,0012,95,1,89,77,8,1,,1,1,13.0,10,,,1,1973-04-10,07
73LA00029,73,,,0,32,320,6401,11,1,33,2,50,,,07,1,,125,,,0,,,,28,,,,1,11,6535,11,1,0,32,1,0,,0,0,0.0,0,,6,1,1973-05-05,07
73LA00030,73,3,9420,9,00,320,6401,11,1,,2,50,,5,40,2,1,147,5,,0,5,,,28,,,1,1,90,0000,98,1,75,32,0,1,,1,1,14.4,10,,,1,1973-05-27,07
73LA00031,73,1,6652,1,32,320,6406,11,1,39,3,50,,1,07,,1,106,5,,0,4,,6,30,,,,1,11,6535,11,1,0,32,1,1,,1,1,12.6,0,,7,1,1973-04-16,07
73LA00032,73,1,,0,24,240,6411,11,1,42,1,40,,1,07,,1,93,1,,0,4,,1,39,732018,+,,1,11,6524,11,1,0,24,1,0,,1,1,9.2,5,,6,1,1973-04-03,07
73LA00033,73,2,6615,1,32,320,6414,11,1,33,2,40,,1,07,,2,97,5,,0,5,,,31,,,,1,11,6535,11,1,75,32,1,1,,1,1,12.6,10,,7,1,1973-04-07,07
73LA00034,73,2,6683,1,24,240,6417,11,1,38,2,40,,1,07,,1,126,5,,0,3,,,30,,,,1,11,6524,11,1,64,24,1,1,,1,1,9.8,10,,7,1,1973-05-06,07
73LA00035,73,1,6688,1,24,240,6419,11,1,42,1,40,,1,07,,1,126,5,,230,5,,7,43,,,,1,11,6524,11,1,0,24,1,1,,1,1,10.8,0,,6,1,1973-05-06,07
73LA00036,73,2,6618,1,32,320,6420,11,1,36,1,40,,1,07,,1,99,5,,0,4,,,31,,,,1,11,6535,11,1,58,32,1,1,,1,1,11.6,10,,6,1,1973-04-09,07
73LA00037,73,,,0,32,320,6421,11,1,35,1,40,,,07,1,,125,,,0,,,,28,,,,1,11,6535,11,1,0,32,1,0,,0,0,0.0,0,,7,1,1973-05-05,07
73LA00038,73,2,9286,9,00,320,6421,11,1,,1,40,,5,40,2,1,124,5,,0,5,,,28,,,1,1,90,0000,98,1,74,32,0,1,,1,1,15.4,10,,,1,1973-05-04,07
73LA00039,73,2,6656,1,32,320,6422,11,1,35,2,40,,1,07,,2,108,5,,0,2,,,28,,,,1,11,6535,11,1,69,32,1,1,,1,1,11.0,10,,6,1,1973-04-18,07
73LA00040,73,2,6689,1,24,240,6425,11,1,40,2,40,,1,07,,1,127,8,,0,4,,,34,,,,1,11,6524,11,1,55,24,1,1,,1,2,8.4,10,,7,1,1973-05-07,07
73LA00041,73,2,6690,1,24,240,6425,11,1,40,2,40,,1,07,,1,127,8,,230,4,,7,34,,,,1,11,6524,11,0,0,24,1,1,,0,0,7.6,0,16,7,2,1973-05-07,07
73LA00042,73,2,6646,1,24,240,6427,11,1,42,2,40,,2,07,,2,104,5,,105,2,,6,43,,,,1,11,6524,11,1,0,24,1,1,,1,1,7.0,0,,6,1,1973-04-14,07
73LA00043,73,2,6633,1,24,240,6432,11,1,39,1,40,,1,07,,1,101,5,,0,4,,,33,,,,1,11,6524,11,1,59,24,1,1,,1,1,11.4,10,,7,1,1973-04-11,07
73LA00044,73,,,0,32,320,6433,11,1,35,1,40,,,07,,,60,,,0,,,,30,,,,1,11,6535,11,0,0,32,1,0,,0,0,0.0,0,,7,1,1973-03-01,07
73LA00045,73,,,0,32,320,6434,11,1,42,1,40,,,07,,,60,,,0,,,,29,,,,1,11,6535,11,0,0,32,1,0,,0,0,0.0,0,,6,1,1973-03-01,07
73LA00046,73,1,6678,1,32,320,6435,11,1,48,1,40,,1,07,,1,122,5,,0,4,,,29,,,,1,11,6535,11,1,43,32,1,1,,1,1,8.6,10,,7,1,1973-05-02,07
73LA00047,73,1,6642,1,24,240,6437,11,1,42,2,40,,1,07,,1,102,8,,0,3,,,41,,,,1,11,6524,11,1,46,24,1,1,,1,2,8.4,10,,6,1,1973-04-12,07
73LA00048,73,1,6643,1,24,240,6437,11,1,42,2,40,,1,07,,2,102,8,,0,3,,,41,,,,1,11,6524,11,0,45,24,1,1,,0,0,8.4,10,,6,2,1973-04-12,07
73LA00049,73,1,6649,1,24,240,6438,11,1,42,1,40,,1,07,,2,105,5,,0,4,,,41,,,,1,11,6524,11,1,58,24,1,1,,1,1,12.0,10,,7,1,1973-04-15,07
73LA00050,73,2,6603,1,24,240,6440,11,1,48,2,40,,1,07,,1,90,8,,0,4,,,37,,,,1,11,6524,11,1,64,24,1,1,,1,2,11.2,10,,6,1,1973-03-31,07
73LA00051,73,2,6604,1,24,240,6440,11,1,48,2,40,,1,07,,1,90,8,,0,4,,,37,,,,1,11,6524,11,0,72,24,1,1,,0,0,12.6,10,,6,2,1973-03-31,07
73LA00052,73,,,0,24,240,6456,11,1,46,2,30,,,07,,,78,,,0,,,,43,,,,1,11,6524,11,0,0,24,1,0,,0,0,0.0,0,,7,1,1973-03-19,07
73LA00053,73,,,0,24,240,6458,11,1,41,2,30,,,07,,,47,,8,0,,,,40,,,,1,11,6524,11,0,0,24,1,0,,0,0,0.0,0,,6,1,,07
73LA00054,73,2,6647,1,32,320,6459,11,1,32,2,30,,2,07,,1,105,5,8,0,3,,,30,,,,1,11,6535,11,1,62,32,1,1,,1,1,12.4,10,,7,1,1973-04-15,07
73LA00055,73,2,6609,1,24,240,6460,11,1,42,1,30,,1,07,,2,93,5,,0,4,,,41,,,,1,11,6524,11,1,66,24,1,1,,1,1,10.4,10,,6,1,1973-04-03,07
73LA00056,73,,,0,24,240,6461,11,1,44,1,30,,,07,,,78,,8,0,,,,39,,,,1,11,6524,11,0,0,24,1,0,,0,0,0.0,0,,7,1,1973-03-19,07
73LA00057,73,1,6659,1,24,240,6463,11,1,40,2,30,,1,07,,1,114,5,,0,3,,,34,,,,1,11,6524,11,1,69,24,1,1,,1,1,11.6,10,,7,1,1973-04-24,07
73LA00058,73,1,6674,1,24,240,6468,11,1,48,2,30,,1,07,,1,122,8,8,0,4,,,37,,,,1,11,6524,11,1,49,24,1,1,,1,2,8.4,10,,6,1,1973-05-02,07
73LA00059,73,1,6675,1,24,240,6468,11,1,48,2,30,,2,07,,2,122,8,8,0,4,,,37,,,,1,11,6524,11,0,64,24,1,1,,0,0,9.2,10,02,6,2,1973-05-02,07
73LA00060,73,1,6610,1,24,240,6474,11,1,42,1,30,,1,07,,1,94,5,8,0,4,,,41,444318,-,,1,11,6524,11,1,61,24,1,1,,1,1,12.4,5,,7,1,1973-04-04,07
73LA00061,73,2,6628,1,32,320,6480,11,1,42,2,30,,1,07,,1,100,8,,230,3,,7,33,,,,1,11,6535,11,1,0,32,1,1,,1,2,11.0,0,,7,1,1973-04-10,07
73LA00062,73,2,6629,1,32,320,6480,11,1,42,2,30,,1,07,,1,100,8,,0,3,,,33,,,,1,11,6535,11,0,56,32,1,1,,0,0,11.0,10,,7,2,1973-04-10,07
73LA00063,73,2,6627,1,24,240,6484,11,1,42,1,30,,1,07,,1,100,5,,0,5,,,42,,,,1,11,6524,11,1,73,24,1,1,,1,1,8.4,10,,7,1,1973-04-10,07
73LA00064,73,1,6611,1,24,240,6486,11,1,39,1,30,,1,07,,1,94,5,8,0,3,,,33,,,,1,11,6524,11,1,79,24,1,1,,1,1,10.4,10,,6,1,1973-04-04,07
