UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,STMD,DB1,C19,Y5A,C21,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,C4243,FONO,FOPU,TRT2,DB2,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,YR
77LA01364,1977-04-23,2,U5429,93,,14,145,C8567,18,07,1,,1,,30,,1,51,,1,113,8,,0,4,,,,,,,8,U4734,95,0,71,14,8,1,,0,0,78,10,,,2,77
77LA01365,1977-03-24,2,,79,1,,,C8572,18,07,1,,,,30,,5,10,,1,83,4,,0,4,,1,,,,,8,00000,97,1,0,07,9,0,,1,2,70,0,,,1,77
77LA01366,1977-03-24,3,,79,,,,C8572,18,07,1,,,,30,,5,10,,1,83,4,,0,4,,1,,,,,8,00000,97,0,0,07,9,0,,0,0,70,0,,,2,77
77LA01367,1977-04-08,1,S0651,19,1,10,103,C8576,18,07,1,,1,,30,,1,07,,1,98,5,,0,4,,,,,,,8,C9149,18,1,88,10,2,1,,1,1,134,10,,,1,77
77LA01368,1977-04-11,1,U4922,93,1,14,146,C8582,18,07,1,,1,,30,,1,51,,1,101,5,,0,4,,,,,,,8,U4735,95,1,67,14,8,1,,1,1,95,10,,,1,77
77LA01369,1977-04-08,1,,19,1,11,114,C8584,18,07,1,,,,30,,1,07,,1,98,1,,0,3,,1,,067419,+,,8,C9874,18,1,0,11,6,0,,1,1,140,5,,,1,77
77LA01370,1977-04-09,1,S0721,19,1,12,860,C8591,18,07,1,,1,,30,,1,07,,1,99,5,,0,3,,,,,,,8,C9141,18,1,83,12,3,1,,1,1,119,10,,,1,77
77LA01371,1977-04-11,1,S0798,19,1,12,850,C8592,18,07,1,,1,,30,,1,07,,1,101,5,,0,4,,,,494493,+,,8,C9389,18,1,68,12,3,1,,1,1,120,15,,,1,77
77LA01372,1977-04-18,2,S1058,19,1,10,104,C8595,18,07,1,,1,,30,,1,07,,1,108,8,,0,4,,,,,,,8,C9212,18,1,62,10,2,1,,1,2,85,10,,,1,77
77LA01373,1977-04-18,1,S1059,19,,10,104,C8595,18,07,1,,1,,30,,1,07,,1,108,8,,0,4,,,,,,,8,C9212,18,0,59,10,2,1,,0,0,105,10,,,2,77
77LA01374,1977-04-15,1,S0959,19,1,12,840,C8596,18,07,1,,1,,30,,1,07,,1,105,7,,0,4,,,,149079,+,,8,C8854,18,1,58,12,3,1,,1,2,84,15,,,1,77
77LA01375,1977-04-15,2,,19,,12,840,C8596,18,07,1,,,,30,,1,07,,1,105,7,,0,4,,1,,,,,8,C8854,18,0,0,12,3,0,,0,0,65,0,,,2,77
77LA01376,1977-04-13,1,S0868,19,1,12,830,C8602,18,07,1,,1,,30,,1,07,,1,103,8,,0,3,,,,,,,8,C9133,18,1,47,12,3,1,,1,2,88,10,,,1,77
77LA01377,1977-04-13,2,S0869,19,,12,830,C8602,18,07,1,,1,,30,,1,07,,1,103,8,,0,3,,,,,,,8,C9133,18,0,49,12,3,1,,0,0,92,10,,,2,77
77LA01378,1977-04-27,2,S1110,19,1,13,132,C8603,18,07,1,,1,,30,,1,07,,1,117,8,,0,2,,,,,,,8,C9754,18,1,82,13,6,1,,1,2,116,10,,,1,77
77LA01379,1977-04-27,2,S1111,19,,13,132,C8603,18,07,1,,1,,30,,1,07,,1,117,8,,0,2,,,,,&,,8,C9754,18,0,73,13,6,1,,0,0,111,5,,,2,77
77LA01380,1977-04-15,1,S0946,19,1,12,820,C8607,18,07,1,,1,,30,,1,07,,1,105,5,,0,3,,,,,,,8,C9383,18,1,56,12,3,1,,1,1,112,10,,,1,77
77LA01381,1977-04-11,1,U4881,93,1,14,147,C8614,18,07,1,,1,,30,,1,51,,1,101,5,,0,3,,,,,,,8,U4736,95,1,80,14,8,1,,1,1,99,10,,,1,77
77LA01382,1977-04-13,2,S0859,19,1,11,113,C8623,18,07,1,,1,,30,,1,07,,1,103,8,,0,3,,,,,,,8,C9882,18,1,66,11,6,1,,1,2,97,10,,,1,77
77LA01383,1977-04-13,2,S0860,19,,11,113,C8623,18,07,1,,1,,30,,1,07,,1,103,8,,0,3,,,,,,,8,C9882,18,0,73,11,6,1,,0,0,111,10,,,2,77
77LA01384,1977-04-05,3,X1030,79,1,,,C8626,18,07,1,,1,,30,,5,10,,1,95,8,,0,1,,,,,,,8,00000,97,1,83,07,9,1,,1,2,112,10,,,1,77
77LA01385,1977-04-05,3,X1031,79,,,,C8626,18,07,1,,,,30,,5,10,,1,95,8,,230,1,,7,,526618,-,,8,00000,97,0,0,07,9,1,97,0,0,81,0,,,2,77
77LA01386,1977-04-14,2,X1470,79,1,,,C8632,18,07,1,,,,30,,5,10,,1,104,8,,230,4,,7,,,,,8,00000,97,1,0,07,9,1,97,1,2,97,0,,,1,77
77LA01387,1977-04-14,2,X1471,79,,,,C8632,18,07,1,,1,,30,,5,10,,1,104,8,,0,4,,,,,,,8,00000,97,0,65,07,9,1,,0,0,101,10,,,2,77
77LA01388,1977-04-25,3,X1599,79,1,,,C8635,18,07,1,,1,,30,,5,10,,1,115,5,,0,4,,,,160079,+,,8,00000,97,1,70,07,9,1,,1,1,145,15,,,1,77
77LA01389,1977-04-10,1,S0760,19,1,13,133,C8639,18,07,1,,1,,30,,1,07,,1,100,5,,0,3,,,,,,,8,C9685,18,1,85,13,6,1,,1,1,115,10,,,1,77
77LA01390,1977-04-05,3,X0991,79,1,,,C8641,18,07,1,,1,,30,,5,10,,1,95,8,,0,3,,,,,,,8,00000,97,1,75,07,9,1,,1,2,110,10,,,1,77
77LA01391,1977-04-05,3,X0992,79,,,,C8641,18,07,1,,,,30,,5,10,,1,95,8,,112,3,,6,,,&,,8,00000,97,0,0,07,9,1,,0,0,123,0,,,2,77
77LA01392,1977-04-03,1,S0494,19,1,13,131,C8653,18,07,1,,1,,30,,1,07,,6,93,8,,0,4,,,,,,,8,S0050,19,1,57,13,6,1,,1,2,96,10,,,1,77
77LA01393,1977-04-03,2,S0495,19,,13,131,C8653,18,07,1,,1,,30,,1,07,,1,93,8,,0,4,,,,,,,8,S0050,19,0,71,13,6,1,,0,0,89,10,,,2,77
77LA01394,1977-04-28,2,U5518,93,1,14,148,C8654,18,07,1,,1,,30,,1,51,,1,118,8,,0,4,,,,,,,8,U4737,95,1,62,14,8,1,,1,2,101,10,,,1,77
77LA01395,1977-04-28,2,U5519,93,,14,148,C8654,18,07,1,,1,,30,,1,51,,1,118,8,,0,4,,,,,,,8,U4737,95,0,71,14,8,1,,0,0,93,10,,,2,77
77LA01396,1977-03-27,,,19,1,12,810,C8671,18,07,1,,,,30,,,07,,,86,2,,0,3,,0,,557401,+,,8,C8841,18,1,0,12,3,0,,1,2,0,5,,,1,77
77LA01397,1977-03-27,,,19,,12,810,C8671,18,07,1,,,,30,,,07,,,86,2,,0,3,,0,,,,,8,C8841,18,0,0,12,3,0,,0,0,0,0,,,2,77
77LA01398,1977-04-10,1,S0771,19,1,11,113,C8672,18,07,1,,1,,30,,1,07,,1,100,5,,0,2,,,,,&,,8,C9882,18,1,66,11,6,1,,1,1,101,5,,,1,77
77LA01399,1977-04-02,2,S0454,19,1,10,101,C8673,18,07,1,,1,,30,,1,07,,1,92,8,,0,3,,,,,,,8,C9297,18,1,67,10,2,1,,1,2,103,10,,,1,77
77LA01400,1977-04-02,1,S0455,19,,10,101,C8673,18,07,1,,1,,30,,1,07,,1,92,8,,0,3,,,,,,,8,C9297,18,0,64,10,2,1,,0,0,81,10,,,2,77
77LA01401,1977-04-27,2,X1617,79,1,00,134,C8674,18,07,1,,1,,30,,5,10,2,1,117,5,,0,3,,,,,,,8,00000,97,1,57,13,0,1,,1,1,71,10,,,1,77
77LA01402,,,,19,1,13,134,C8674,18,07,1,,,,30,,,07,1,,0,,,0,,,,,,,,8,S0175,19,1,0,13,6,0,,0,0,0,0,,,1,77
77LA01403,1977-04-20,2,U5306,93,1,14,148,C8675,18,07,1,,1,,30,,1,51,,1,110,8,,0,3,,,,,,,8,U4737,95,1,56,14,8,1,,1,2,85,10,,,1,77
77LA01404,1977-04-20,2,U5307,93,,14,148,C8675,18,07,1,,1,,30,,1,51,,1,110,8,,0,3,,,,,,,8,U4737,95,0,60,14,8,1,,0,0,86,10,,,2,77
77LA01405,1977-04-23,1,U5397,93,1,14,147,C8685,18,07,1,,1,,30,,1,51,,1,113,8,,0,3,,,,,,,8,U4736,95,1,51,14,8,1,,1,2,79,10,,,1,77
77LA01406,1977-04-23,2,U5398,93,,14,147,C8685,18,07,1,,1,,30,,1,51,,1,113,8,,0,3,,,,,,,8,U4736,95,0,58,14,8,1,,0,0,95,10,,,2,77
77LA01407,1977-04-10,1,S0764,19,1,13,132,C8686,18,07,1,,1,,30,,1,07,,1,100,8,,0,3,,,,,,,8,C9754,18,1,71,13,6,1,,1,2,102,10,,,1,77
77LA01408,1977-04-10,1,S0765,19,,13,132,C8686,18,07,1,,1,,30,,1,07,,1,100,8,,0,3,,,,,,,8,C9754,18,0,48,13,6,1,,0,0,86,10,,,2,77
77LA01409,1977-04-04,2,S0564,19,1,11,114,C8689,18,07,1,,1,,30,,1,07,,1,94,8,,0,4,,,,,,,8,C9874,18,1,64,11,6,1,,1,2,74,10,,,1,77
77LA01410,1977-04-04,1,S0565,19,,11,114,C8689,18,07,1,,1,,30,,1,07,,1,94,8,,0,4,,,,,,,8,C9874,18,0,49,11,6,1,,0,0,89,10,,,2,77
77LA01411,1977-04-01,2,S0418,19,1,13,131,C8693,18,07,1,,1,,30,,1,07,,1,91,5,,0,3,,,,,,,8,S0050,19,1,87,13,6,1,,1,1,105,10,,,1,77
77LA01412,,,,79,1,,,C8703,18,07,1,,,,30,,,10,,,0,,,0,,,,,,,,8,00000,97,1,0,07,9,0,,0,0,0,0,,,1,77
77LA01413,1977-04-14,1,S0893,19,1,11,112,C8714,18,07,1,,1,,30,,1,07,,1,104,5,,0,3,,,,,,,8,C9894,18,1,72,11,6,1,,1,1,121,10,,,1,77
77LA01414,1977-04-05,2,S0578,19,1,12,800,C8722,18,07,1,,1,,30,,1,07,,1,95,5,,0,3,,,,,,,8,C9126,18,1,67,12,3,1,,1,1,97,10,,,1,77
77LA01415,1977-04-10,1,S0762,19,1,12,810,C8723,18,07,1,,1,,30,,1,07,,1,100,8,,0,2,,,,,,,8,C8841,18,1,63,12,3,1,,1,2,97,10,,,1,77
77LA01416,1977-04-10,2,S0763,19,,12,810,C8723,18,07,1,,1,,30,,1,07,,1,100,8,,0,2,,,,,,,8,C8841,18,0,53,12,3,1,,0,0,85,10,,,2,77
77LA01417,1977-04-12,1,S0834,19,1,13,132,C8742,18,07,1,,,,30,,1,07,,1,102,8,,107,2,,6,,,,,8,C9754,18,1,0,13,6,1,,1,2,92,0,,,1,77
77LA01418,1977-04-12,2,S0835,19,,13,132,C8742,18,07,1,,1,,30,,1,07,,1,102,8,,0,2,,,,,,,8,C9754,18,0,86,13,6,1,,0,0,115,10,,,2,77
77LA01419,1977-04-04,1,S0545,19,1,11,111,C8744,18,07,1,,1,,30,,1,07,,1,94,8,,0,4,,,,,,,8,C9990,18,1,60,11,6,1,,1,2,115,10,,,1,77
77LA01420,1977-04-04,2,S0546,19,,11,111,C8744,18,07,1,,1,,30,,1,07,,1,94,8,,0,4,,,,,,,8,C9990,18,0,51,11,6,1,,0,0,106,10,,,2,77
77LA01421,1977-04-10,2,U4853,93,1,14,146,C8746,18,07,1,,1,,30,,1,51,,1,100,8,,0,2,,,,,,,8,U4735,95,1,62,14,8,1,,1,2,89,10,,,1,77
77LA01422,1977-04-10,2,U4854,93,,14,146,C8746,18,07,1,,1,,30,,1,51,,1,100,8,,0,2,,,,,,,8,U4735,95,0,59,14,8,1,,0,0,93,10,,,2,77
77LA01423,1977-04-13,2,U4958,93,1,14,145,C8748,18,07,1,,1,,30,,1,51,,1,103,5,,0,2,,,,,,,8,U4734,95,1,65,14,8,1,,1,1,101,10,,,1,77
77LA01424,1977-03-26,2,S0373,19,1,11,111,C8750,18,07,1,,1,,30,,1,07,,1,85,9,,0,4,,,,037419,+,,8,C9990,18,1,53,11,6,1,,1,3,73,15,,,1,77
77LA01425,1977-03-26,2,,19,,11,111,C8750,18,07,1,,,,30,,1,07,,1,85,9,,0,4,,1,,,,,8,C9990,18,0,0,11,6,0,,0,0,70,0,,,2,77
77LA01426,1977-03-26,2,,19,,11,111,C8750,18,07,1,,,,30,,1,07,,1,85,9,,0,4,,1,,,,,8,C9990,18,0,0,11,6,0,,0,0,70,0,,,3,77
77LA01427,1977-04-08,2,S0659,19,1,13,133,C8754,18,07,1,,1,,30,,1,07,,1,98,5,,0,3,,,,,,,8,C9685,18,1,86,13,6,1,,1,1,114,10,,,1,77
77LA01428,1977-04-23,2,U5407,93,1,14,144,C8756,18,07,1,,1,,30,,1,51,,1,113,8,,0,3,,,,,,,8,U4733,95,1,50,14,8,1,,1,2,72,10,,,1,77
77LA01429,1977-04-23,2,U5408,93,,14,144,C8756,18,07,1,,,,30,,1,51,,1,113,8,,200,3,,6,,,,,8,U4733,95,0,0,14,8,1,,0,0,60,0,,,2,77
77LA01430,1977-04-19,2,U5246,93,1,14,143,C8760,18,07,1,,1,,30,,1,51,,1,109,5,,0,4,,,,,,,8,U4732,95,1,68,14,8,1,,1,1,104,10,,,1,77
77LA01431,1977-04-11,1,U4913,93,1,14,141,C8762,18,07,1,,1,,30,,1,51,,1,101,5,,0,3,,,,490093,+,,8,U4730,95,1,85,14,8,1,,1,1,105,15,,,1,77
77LA01432,1977-04-07,2,S0646,19,1,13,134,C8766,18,07,1,,1,,30,,1,07,,1,97,8,,0,3,,,,,,,8,S0175,19,1,66,13,6,1,,1,2,101,10,,,1,77
77LA01433,1977-04-07,2,S0647,19,,13,134,C8766,18,07,1,,1,,30,,1,07,,1,97,8,,0,3,,,,,,,8,S0175,19,0,64,13,6,1,,0,0,96,10,,,2,77
77LA01434,1977-03-31,2,X0602,79,1,,,C8767,18,07,1,,1,,30,,5,10,,1,90,5,,0,3,,,,,,,8,00000,97,1,91,07,9,1,,1,1,135,10,,,1,77
77LA01435,1977-03-30,1,S0397,19,1,11,112,C8768,18,07,1,,1,,30,,1,07,,1,89,5,,0,3,,,,058879,+,,8,C9894,18,1,62,11,6,1,,1,1,95,15,,,1,77
77LA01436,1977-04-13,1,S0856,19,1,12,820,C8774,18,07,1,,1,,30,,1,07,,1,103,5,,0,3,,,,,,,8,C9383,18,1,72,12,3,1,,1,1,132,10,,,1,77
77LA01437,1977-04-09,1,S0715,19,1,10,102,C8780,18,07,1,,1,,30,,1,07,,1,99,5,,0,4,,,,,,,8,C9274,18,1,44,10,2,1,,1,1,120,10,,,1,77
77LA01438,,,,19,1,13,131,C8785,18,07,1,,,,30,,,07,1,,0,,,0,,,,,,,,8,S0050,19,1,0,13,6,0,,0,0,0,0,,,1,77
77LA01439,1977-05-01,2,X1646,79,1,00,131,C8785,18,07,1,,,,30,,5,10,2,1,121,5,,230,2,,7,,,,,8,00000,97,1,0,13,0,1,97,1,1,107,0,,,1,77
77LA01440,1977-04-09,2,X1253,79,1,,,C8789,18,07,1,,1,,30,,5,10,,1,99,5,,0,2,,,,,,,8,00000,97,1,68,07,9,1,,1,1,119,10,,,1,77
77LA01441,1977-04-09,2,S0720,19,1,11,113,C8793,18,07,1,,1,,30,,1,07,,1,99,5,,0,3,,,,,,,8,C9882,18,1,79,11,6,1,,1,1,110,10,,,1,77
77LA01442,1977-04-17,3,X1515,79,1,,,C8801,18,07,1,,1,,30,,5,10,,1,107,7,,0,3,39,,,067043,-,,8,00000,97,1,85,07,9,1,,1,2,96,5,,,1,77
77LA01443,1977-04-17,3,,79,,,,C8801,18,07,1,,,,30,,5,10,,1,107,7,,0,3,,1,,,,,8,00000,97,0,0,07,9,0,,0,0,117,0,,,2,77
77LA01444,1977-03-28,2,S0379,19,1,10,103,C8805,18,07,1,,1,,20,,1,07,,1,87,8,,0,4,,,,,,,8,C9149,18,1,63,10,2,1,,1,2,89,10,,,1,77
77LA01445,1977-03-28,1,S0380,19,,10,103,C8805,18,07,1,,1,,20,,5,07,,1,87,8,,0,4,,,,,,,8,C9149,18,0,63,10,2,1,,0,0,87,10,,,2,77
77LA01446,1977-04-09,2,U4815,93,1,00,000,C8806,18,07,1,,1,,20,,3,00,3,1,99,5,,0,4,50,,,,,,8,00000,00,1,81,13,0,1,,1,1,129,10,99,,1,77
77LA01447,1977-04-11,2,U4905,93,1,14,142,C8807,18,07,1,,1,,20,,1,51,,1,101,8,,0,4,,,,,,,8,U4731,95,1,68,14,8,1,,1,2,87,10,,,1,77
77LA01448,1977-04-11,2,U4906,93,,14,142,C8807,18,07,1,,1,,20,,1,51,,1,101,8,,0,4,,,,,,,8,U4731,95,0,61,14,8,1,,0,0,85,10,,,2,77
77LA01449,1977-04-07,2,S0648,19,1,10,104,C8818,18,07,1,,1,,20,,1,07,,1,97,5,,0,2,,,,,,,8,C9212,18,1,70,10,2,1,,1,1,105,10,,,1,77
77LA01450,,,,19,1,12,870,C8822,18,07,1,,,,20,,,07,,,0,,,0,,,,,,,,8,C8946,18,0,0,12,3,0,,0,0,0,0,,,1,77
77LA01451,1977-04-08,2,S0691,19,1,10,101,C8826,18,07,1,,1,,20,,1,07,,1,98,5,,0,2,,,,,,,8,C9297,18,1,72,10,2,1,,1,1,117,10,,,1,77
77LA01452,1977-04-10,3,X1319,79,1,,,C8829,18,07,1,,1,,20,,5,10,,1,100,5,,0,4,,,,131879,+,,8,00000,97,1,67,07,9,1,,1,1,110,15,,,1,77
77LA01453,1977-04-24,3,X1581,79,1,00,114,C8835,18,07,1,,,,20,,5,10,2,1,114,8,,114,3,,6,,,,,8,00000,97,1,0,11,0,1,,1,2,68,0,,,1,77
77LA01454,,,,19,1,11,114,C8835,18,07,1,,,,20,,,07,1,,0,,,0,,,,,,,,8,C9874,18,1,0,11,6,0,,0,0,0,0,,,1,77
77LA01455,1977-04-24,3,X1582,79,,00,114,C8835,18,07,1,,1,,20,,5,10,2,1,114,8,,0,3,,,,,,,8,00000,97,0,64,11,0,1,,0,0,66,10,,,2,77
77LA01456,1977-04-10,2,S0769,19,1,10,104,C8836,18,07,1,,,,20,,1,07,,1,100,5,,230,4,,7,,,,,8,C9212,18,1,0,10,2,1,97,1,1,123,0,,,1,77
77LA01457,1977-03-30,1,S0387,19,1,10,103,C8837,18,07,1,,1,,20,,1,07,,1,89,5,,0,2,,,,,,,8,C9149,18,1,65,10,2,1,,1,1,103,10,,,1,77
77LA01458,,,,19,1,12,860,C8840,18,07,1,,,,20,,,07,,,0,,,0,,,,,,,,8,C9141,18,1,0,12,3,0,,0,0,0,0,,,1,77
77LA01459,1977-04-13,2,S0857,19,1,12,850,C8845,18,07,1,,1,,20,,1,07,,1,103,8,,0,2,,,,926842,-,,8,C9389,18,1,39,12,3,1,,1,2,69,5,,,1,77
77LA01460,1977-04-13,1,S0858,19,,12,850,C8845,18,07,1,,,,20,,1,07,,1,103,8,,230,2,,6,,,,,8,C9389,18,0,0,12,3,1,10,0,0,114,0,,,2,77
77LA01461,1977-04-07,1,S0638,19,1,11,111,C8846,18,07,1,,1,,20,,1,07,,1,97,5,,0,2,,,,,,,8,C9990,18,1,57,11,6,1,,1,1,101,10,,,1,77
77LA01462,1977-04-03,1,S0507,19,1,13,133,C8851,18,07,1,,1,,20,,1,07,,1,93,5,,0,2,,,,,,,8,C9685,18,1,69,13,6,1,,1,1,65,10,,,1,77
77LA01463,1977-04-02,3,X0788,79,1,,,C8859,18,07,1,,,,20,,5,10,,1,92,8,,154,3,,6,,,,,8,00000,97,1,0,07,9,1,,1,2,109,0,,,1,77
77LA01464,1977-04-02,2,X0789,79,,,,C8859,18,07,1,,,,20,,5,10,,1,92,8,,172,3,,5,,,&,,8,00000,97,0,0,07,9,1,95,0,0,75,0,,,2,77
77LA01465,1977-04-14,,,19,1,13,132,C8860,18,07,1,,,,20,,,07,,,104,2,,0,1,21,0,,,,,8,C9754,18,1,0,13,6,0,,1,2,0,0,,,1,77
77LA01466,1977-04-14,,,19,,13,132,C8860,18,07,1,,,,20,,,07,,,104,2,,0,1,,0,,,,,8,C9754,18,0,0,13,6,0,,0,0,0,0,,,2,77
77LA01467,1977-04-11,1,U4893,93,1,14,141,C8869,18,07,1,,1,,20,,1,51,,1,101,5,,0,2,,,,,,,8,U4730,95,1,76,14,8,1,,1,1,78,10,,,1,77
77LA01468,,,,19,1,13,131,C8872,18,07,1,,,,20,,,07,,,0,,,0,,,,,,,,8,S0050,19,0,0,13,6,0,,0,0,0,0,,,1,77
77LA01469,1977-04-02,2,S0476,19,1,11,112,C8877,18,07,1,,1,,20,,2,07,,1,92,8,,0,4,,,,,,,8,C9894,18,1,62,11,6,1,,1,2,91,10,,,1,77
77LA01470,1977-04-02,2,S0477,19,,11,112,C8877,18,07,1,,1,,20,,1,07,,1,92,8,,0,4,,,,,,,8,C9894,18,0,38,11,6,1,,0,0,72,10,,,2,77
77LA01471,1977-04-18,,,93,1,14,142,C8883,18,07,1,,,,20,,,51,,,108,2,,0,0,,0,,,,,8,U4731,95,1,0,14,8,0,,1,2,0,0,,,1,77
77LA01472,1977-04-18,,,93,,14,142,C8883,18,07,1,,,,20,,,51,,,108,2,,0,0,,0,,,,,8,U4731,95,0,0,14,8,0,,0,0,0,0,,,2,77
77LA01473,1977-04-11,2,S0805,19,1,12,840,C8886,18,07,1,,1,,20,,1,07,,1,101,8,,0,2,,,,,,,8,C8854,18,1,80,12,3,1,,1,2,97,10,,,1,77
77LA01474,1977-04-11,1,S0806,19,,12,840,C8886,18,07,1,,1,,20,,1,07,,1,101,8,,0,2,,,,,&,,8,C8854,18,0,72,12,3,1,,0,0,112,5,,,2,77
77LA01475,1977-04-15,2,S0971,19,1,12,830,C8887,18,07,1,,1,,20,,1,07,,1,105,5,,0,4,,,,510793,+,,8,C9133,18,1,72,12,3,1,,1,1,95,15,,,1,77
77LA01476,1977-04-07,2,S0627,19,1,12,820,C8894,18,07,1,,1,,20,,1,07,,1,97,5,,0,2,,,,,,,8,C9383,18,1,66,12,3,1,,1,1,92,10,,,1,77
77LA01477,1977-04-12,3,X1395,79,1,,,C8902,18,07,1,,1,,20,,5,10,,1,102,8,,0,2,,,,,,,8,00000,97,1,82,07,9,1,,1,2,105,10,,,1,77
77LA01478,1977-04-12,3,X1396,79,,,,C8902,18,07,1,,,,20,,5,10,,1,102,8,,230,2,,7,,,,,8,00000,97,0,0,07,9,1,97,0,0,87,0,,,2,77
77LA01479,1977-03-30,1,S0400,19,1,12,810,C8907,18,07,1,,1,,20,,1,07,,1,89,5,,0,4,,,,564501,+,,8,C8841,18,1,69,12,3,1,,1,1,112,15,,,1,77
77LA01480,1977-04-09,3,X1272,79,1,,,C8912,18,07,1,,1,,20,,5,10,,1,99,8,,0,4,,,,,,,8,00000,97,1,90,07,9,1,,1,2,112,10,,,1,77
77LA01481,1977-04-09,3,X1273,79,,,,C8912,18,07,1,,1,,20,,5,10,,1,99,8,,284,4,,3,,,&,,8,00000,97,0,68,07,9,1,93,0,0,103,5,,,2,77
77LA01482,1977-04-02,1,S0478,19,1,13,133,C8913,18,07,1,,1,,20,,1,07,,1,92,8,,0,4,,,,,,,8,C9685,18,1,59,13,6,1,,1,2,99,10,,,1,77
77LA01483,1977-04-02,2,S0479,19,,13,133,C8913,18,07,1,,1,,20,,1,07,,1,92,8,,0,4,,,,,,,8,C9685,18,0,55,13,6,1,,0,0,82,10,,,2,77
77LA01484,1977-04-16,1,S1017,19,1,10,102,C8915,18,07,1,,1,,20,,1,07,,1,106,9,,0,3,,,,853042,-,,8,C9274,18,1,80,10,2,1,,1,3,117,5,99,,1,77
77LA01485,1977-04-16,1,S1018,19,,10,102,C8915,18,07,1,,1,,20,,1,07,,1,106,9,,0,3,,,,,,,8,C9274,18,0,54,10,2,1,,0,0,104,10,,,2,77
77LA01486,1977-04-16,2,S1019,19,,10,102,C8915,18,07,1,,,,20,,1,07,,1,106,9,,154,3,,6,,,&,,8,C9274,18,0,0,10,2,1,,0,0,76,0,,,3,77
77LA01487,1977-04-10,2,U4851,93,1,14,143,C8917,18,07,1,,1,,20,,1,51,,1,100,8,,0,4,,,,,,,8,U4732,95,1,69,14,8,1,,1,2,122,10,,,1,77
77LA01488,1977-04-10,1,U4852,93,,14,143,C8917,18,07,1,,1,,20,,1,51,,1,100,8,,0,4,,,,,,,8,U4732,95,0,70,14,8,1,,0,0,125,10,,,2,77
77LA01489,,,,19,1,10,104,C8919,18,07,1,,,,20,,,07,,,0,,,0,,,,,,,,8,C9212,18,1,0,10,2,0,,0,0,0,0,,,1,77
77LA01490,1977-04-22,2,X1561,79,1,,,C8921,18,07,1,,1,,20,,5,10,,1,112,5,,0,2,,,,,,,8,00000,97,1,78,07,9,1,,1,1,106,10,,,1,77
77LA01491,1977-03-19,,,93,1,14,144,C8924,18,07,1,,,,20,,,51,,,78,0,,0,0,,0,,,,,8,U4733,95,1,0,14,8,0,,1,1,0,0,,,1,77
77LA01492,1977-04-08,1,S0650,19,1,11,112,C8927,18,07,1,,1,,20,,1,07,,1,98,5,,0,2,,,,,,,8,C9894,18,1,64,11,6,1,,1,1,101,10,,,1,77
77LA01493,1977-04-09,2,S0696,19,1,13,132,C8931,18,07,1,,,,20,,1,07,,1,99,8,,230,3,,7,,,,,8,C9754,18,1,0,13,6,1,97,1,2,83,0,,,1,77
77LA01494,1977-04-09,1,S0697,19,,13,132,C8931,18,07,1,,1,,20,,1,07,,1,99,8,,0,3,,,,,,,8,C9754,18,0,73,13,6,1,,0,0,106,10,,,2,77
77LA01495,1977-04-08,2,X1203,79,1,,,C8938,18,07,1,,1,,20,,5,10,,1,98,5,,0,3,,,,,,,8,00000,97,1,49,07,9,1,,1,1,112,10,,,1,77
77LA01496,1977-03-30,1,S0395,19,1,12,800,C8941,18,07,1,,1,,20,,1,07,,1,89,8,,0,4,,,,,,,8,C9126,18,1,69,12,3,1,,1,2,98,10,,,1,77
77LA01497,1977-03-30,1,S0396,19,,12,800,C8941,18,07,1,,,,20,,1,07,,1,89,8,,230,4,,7,,,,,8,C9126,18,0,0,12,3,1,97,0,0,77,0,,,2,77
77LA01498,1977-04-12,1,S0829,19,1,11,113,C8943,18,07,1,,1,,20,,1,07,,1,102,8,,0,4,,,,,,,8,C9882,18,1,64,11,6,1,,1,2,100,10,,,1,77
77LA01499,1977-04-12,2,S0830,19,,11,113,C8943,18,07,1,,1,,20,,1,07,,1,102,8,,0,4,,,,,&,,8,C9882,18,0,69,11,6,1,,0,0,94,5,,,2,77
77LA01500,1977-04-09,1,S0692,19,1,13,131,C8944,18,07,1,,,,20,,1,07,,1,99,5,,116,2,,6,,,,,8,S0050,19,1,0,13,6,1,,1,1,130,0,,,1,77
77LA01501,1977-04-20,1,S1087,19,1,11,114,C8951,18,07,1,,,,20,,1,07,,1,110,5,,133,0,,6,,,&,,8,C9874,18,1,0,11,6,1,,1,1,118,0,,,1,77
77LA01502,1977-04-09,1,S0741,19,1,12,880,C8952,18,07,1,,1,,20,,1,07,,1,99,8,,0,4,,,,,,,8,C9393,18,1,61,12,3,1,,1,2,116,10,,,1,77
77LA01503,1977-04-09,2,S0742,19,,12,880,C8952,18,07,1,,1,,20,,1,07,,1,99,8,,0,4,,,,,,,8,C9393,18,0,66,12,3,1,,0,0,93,10,,,2,77
77LA01504,1977-04-11,2,X1334,79,1,,,C8955,18,07,1,,1,,20,,5,10,,1,101,5,,0,4,,,,,,,8,00000,97,1,60,07,9,1,,1,1,133,10,,,1,77
