UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,TENT,TIME,ADAM,Y5A,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
86LA00028,1986-04-21,,,,1,,  1,01313,00,,,20,,,01,3,,111,0,1,0,0,,0,02,,,00000,19,1,0,,,0,,1,1,0.0,0,,2,1,86
86LA00029,1986-05-02,2,X2947,80,1,,  1,01317,00,,,20,,1,01,3,1,122,5,2,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,12.5,0,,2,1,86
86LA00030,1986-04-30,1,X2904,80,1,,  2,01327,00,,,20,,1,01,3,1,120,5,2,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,10.8,0,,1,1,86
86LA00031,1986-05-02,2,X2943,80,1,,  1,01328,00,,,20,,1,01,3,1,122,5,1,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,11.7,0,,1,1,86
86LA00032,1986-03-04,,,,1,,  1,01338,00,,,20,,,01,3,,63,0,2,0,0,36,0,02,,,00000,19,1,0,,,0,,1,1,0.0,0,,2,1,86
86LA00033,1986-05-03,2,X2969,80,1,,  1,01341,00,,,20,,1,01,3,1,123,8,1,233,3,,8,02,,,00000,19,1,0,,,1,97,1,2,9.0,0,,2,1,86
86LA00034,1986-05-03,1,X2970,80,,,  1,01341,00,,,20,,1,01,3,1,123,8,1,233,3,,8,02,,,00000,19,0,0,,,1,97,0,0,12.1,0,21,2,2,86
86LA00035,1986-05-17,2,X3061,80,1,,  2,01344,00,,,20,,1,01,3,1,137,5,2,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,10.6,0,,1,1,86
86LA00036,1986-05-03,2,X2966,80,1,,  2,01345,00,,,20,,1,01,3,1,123,5,2,233,2,,8,02,,,00000,19,1,0,,,1,97,1,1,12.2,0,,2,1,86
86LA00037,1986-05-02,2,X2944,80,1,,  2,01350,00,,,20,,1,01,3,1,122,8,1,233,3,,8,02,,,00000,19,1,0,,,1,97,1,2,8.1,0,,1,1,86
86LA00038,1986-05-02,1,X2945,80,,,  2,01350,00,,,20,,1,01,3,1,122,8,1,233,3,,8,02,,,00000,19,0,0,,,1,97,0,0,7.8,0,,1,2,86
86LA00039,1986-05-06,1,X2998,80,1,,  2,01353,00,,,20,,1,01,3,1,126,5,1,233,4,,8,02,,,00000,19,1,0,,,1,97,1,1,12.0,0,,2,1,86
86LA00040,1986-04-17,,,,1,,  1,01355,00,,,20,,,01,3,,107,1,2,0,0,36,1,02,,,00000,19,1,0,,,0,,1,1,0.0,0,,1,1,86
86LA00041,1986-05-02,2,X2946,80,1,,  1,01357,00,,,20,,1,01,3,1,122,5,1,233,2,,8,02,,,00000,19,1,0,,,1,97,1,1,12.3,0,,1,1,86
86LA00042,1986-03-11,,,,1,,  2,01360,00,,,20,,,01,3,,70,0,1,0,0,36,0,02,,,00000,19,1,0,,,0,,1,1,0.0,0,,2,1,86
86LA00043,1986-05-07,1,X3002,80,1,,  1,01361,00,,,20,,1,01,3,1,127,5,2,233,4,,8,02,,,00000,19,1,0,,,1,97,1,1,14.0,0,,2,1,86
86LA00044,1986-05-07,1,X3003,80,1,,  2,01372,00,,,20,,1,01,3,1,127,5,2,233,4,,8,02,,,00000,19,1,0,,,1,97,1,1,12.2,0,,1,1,86
86LA00045,1986-05-03,1,X2964,80,1,,  2,01375,00,,,20,,1,01,3,1,123,5,2,233,2,,8,02,,,00000,19,1,0,,,1,97,1,1,11.7,0,,2,1,86
86LA00046,1986-05-03,1,X2968,80,1,,  2,01377,00,,,20,,1,01,3,1,123,5,1,233,2,,8,02,,,00000,19,1,0,,,1,97,1,1,9.3,0,,1,1,86
86LA00047,1986-05-01,2,X2928,80,1,,  1,01378,00,,,20,,1,01,3,1,121,5,2,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,9.8,0,,1,1,86
86LA00048,1986-05-02,1,X2948,80,1,,  1,01382,00,,,20,,1,01,3,1,122,5,2,233,3,,8,02,,,00000,19,1,0,,,1,97,1,1,13.2,0,,2,1,86
86LA00049,1986-05-05,1,X2988,80,1,,  1,01383,00,,,20,,1,01,3,1,125,5,1,158,2,,6,02,,,00000,19,1,0,,,1,85,1,1,12.3,0,,2,1,86
86LA00050,1986-05-01,1,X2929,80,1,,  2,01386,00,,,20,,1,01,3,1,121,8,1,233,4,,8,02,,,00000,19,1,0,,,1,97,1,2,10.1,0,,1,1,86
86LA00051,1986-05-01,2,X2930,80,,,  2,01386,00,,,20,,1,01,3,1,121,8,1,233,4,,8,02,,,00000,19,0,0,,,1,97,0,0,10.3,0,,1,2,86
