UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,INBRL,CODE,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CODE2,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
72LA00001,72,2,6547,1,32,320,5741,11,1,29,5,00,,1,07,,1,94,8,,0,1,,,22,,,,1,11,6472,11,1,69,32,1,1,,1,2,8.8,10,,6,1,1972-04-03,07
72LA00002,72,2,6548,1,32,320,5741,11,1,29,5,00,,1,07,,1,94,8,,0,1,,,22,,&,,1,11,6472,11,0,55,32,1,1,,0,0,7.0,5,,6,2,1972-04-03,07
72LA00003,72,2,6546,1,32,320,5970,11,1,35,5,90,,1,07,,1,93,5,,0,4,09,,35,,,,1,11,6472,11,1,51,32,1,1,,1,1,11.2,10,,6,1,1972-04-02,07
72LA00004,72,2,6543,1,24,240,5979,11,1,40,5,80,,1,07,,1,89,8,,91,3,33,6,31,,,,1,11,6457,11,1,0,24,1,1,,1,2,5.8,0,79,7,1,1972-03-29,07
72LA00005,72,2,6544,1,24,240,5979,11,1,40,5,80,,1,07,,1,89,8,,91,3,,6,31,,,,1,11,6457,11,0,0,24,1,1,,0,0,6.0,0,79,7,2,1972-03-29,07
72LA00006,72,2,6587,1,24,240,6071,11,1,40,5,80,,1,07,,1,107,8,,0,3,,,31,,,,1,11,6457,11,1,68,24,1,1,,1,2,8.4,10,,6,1,1972-04-16,07
72LA00007,72,2,6588,1,24,240,6071,11,1,40,5,80,,1,07,,1,107,8,,0,3,,,31,,&,,1,11,6457,11,0,64,24,1,1,,0,0,8.8,5,,6,2,1972-04-16,07
72LA00008,72,2,6569,1,24,240,6088,11,1,39,5,80,,1,07,,1,101,8,,0,4,,,28,,,,1,11,6457,11,1,45,24,1,1,,1,2,8.4,10,,7,1,1972-04-10,07
72LA00009,72,1,6570,1,24,240,6088,11,1,39,5,80,,1,07,,1,101,8,,0,4,,,28,,,,1,11,6457,11,0,51,24,1,1,,0,0,9.0,10,,7,2,1972-04-10,07
72LA00010,72,1,6576,1,24,240,6105,11,1,40,5,80,,1,07,,1,104,8,,106,2,,6,29,,,,1,11,6457,11,1,0,24,1,1,,1,2,8.0,0,,6,1,1972-04-13,07
72LA00011,72,2,6577,1,24,240,6105,11,1,40,5,80,,1,07,,1,104,8,,0,2,,,29,,&,,1,11,6457,11,0,65,24,1,1,,0,0,6.6,5,,6,2,1972-04-13,07
72LA00012,72,1,6552,1,32,320,6110,11,1,33,5,80,,1,07,,1,96,5,,0,4,,,26,,&,,1,11,6472,11,1,68,32,1,1,,1,1,11.0,5,,6,1,1972-04-05,07
72LA00013,72,1,6573,1,32,320,6122,11,1,29,5,80,,1,07,,1,103,5,,116,4,,6,28,664818,+,,1,11,6472,11,1,0,32,1,1,,1,1,8.2,5,,7,1,1972-04-12,07
72LA00014,72,1,6920,3,74,741,6159,11,1,,5,70,,1,07,,1,104,8,4,0,3,,,,,,,1,18,5914,18,1,70,74,6,1,,1,2,11.2,10,,,1,1972-04-13,07
72LA00015,72,1,6921,3,74,741,6159,11,1,,5,70,,1,07,,1,104,8,4,0,3,,,,,,,1,18,5914,18,0,61,74,6,1,,0,0,10.6,10,,,2,1972-04-13,07
72LA00016,72,1,6436,3,78,780,6171,11,1,,5,70,,1,07,,1,94,5,2,0,4,,,,,,,1,18,4622,18,1,87,78,6,1,,1,1,10.4,10,,,1,1972-04-03,07
72LA00017,72,1,6561,1,24,240,6185,11,1,33,5,70,,1,07,,1,97,8,,0,4,08,,30,,&,,1,11,6457,11,1,81,24,1,1,,1,2,9.4,5,,7,1,1972-04-06,07
72LA00018,72,2,6562,1,24,240,6185,11,1,33,5,70,,1,07,,1,97,8,,116,4,,6,30,,&,,1,11,6457,11,0,0,24,1,1,,0,0,9.2,0,,7,2,1972-04-06,07
72LA00019,72,1,6593,1,24,240,6204,11,1,31,5,70,,1,07,,1,108,8,,112,4,,6,27,,,,1,11,6457,11,1,0,24,1,1,,1,2,9.4,0,,6,1,1972-04-17,07
72LA00020,72,2,6594,1,24,240,6204,11,1,31,5,70,,1,07,,1,108,8,,0,4,,,27,,,,1,11,6457,11,0,71,24,1,1,,0,0,8.4,10,,6,2,1972-04-17,07
72LA00021,72,,,0,77,772,6243,11,1,,4,60,,,07,1,,125,,2,0,,,,,,,,1,18,5413,18,1,0,77,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00022,72,2,8228,9,00,772,6243,11,1,,4,60,,5,40,2,1,131,5,2,0,5,,,,,,,1,90,0000,98,1,57,77,0,1,,1,1,13.0,10,,,1,1972-05-10,07
72LA00023,72,2,6333,3,75,752,6244,11,1,,4,60,,3,07,,3,92,5,2,0,3,,,,,,,1,18,4539,18,1,69,75,6,1,,1,1,10.0,10,,,1,1972-04-01,07
72LA00024,72,1,6550,1,32,320,6247,11,1,30,4,60,,3,07,,1,94,5,,0,4,,,26,,,,1,11,6472,11,1,63,32,1,1,,1,1,13.0,10,,6,1,1972-04-03,07
72LA00025,72,2,6425,3,78,782,6253,11,1,,4,60,,1,07,,1,94,5,4,0,4,,,,,,,1,18,4824,18,1,83,78,6,1,,1,1,10.4,10,,,1,1972-04-03,07
72LA00026,72,2,6590,1,24,240,6259,11,1,33,4,60,,1,07,,1,107,9,,0,4,,,27,059484,-,,1,11,6457,11,1,58,24,1,1,,1,3,8.8,5,,7,1,1972-04-16,07
72LA00027,72,1,6591,1,24,240,6259,11,1,33,4,60,,1,07,,1,107,9,,0,4,,,27,,,,1,11,6457,11,0,77,24,1,1,,0,0,9.4,10,,7,2,1972-04-16,07
72LA00028,72,2,6592,1,24,240,6259,11,1,33,4,60,,1,07,,1,107,9,,0,4,,,27,,&,,1,11,6457,11,0,77,24,1,1,,0,0,8.2,5,,7,3,1972-04-16,07
72LA00029,72,2,7026,3,77,771,6271,11,1,,4,60,,1,07,,1,106,5,2,0,3,,,,,,,1,18,5594,18,1,80,77,6,1,,1,1,10.8,10,,,1,1972-04-15,07
72LA00030,72,2,6873,3,74,740,6297,11,1,,4,60,,1,07,,1,103,8,2,0,4,,,,,,,1,18,5277,18,1,80,74,6,1,,1,2,10.4,10,,,1,1972-04-12,07
72LA00031,72,1,6874,3,74,740,6297,11,1,,4,60,,1,07,,1,103,8,2,0,4,,6,,,,,1,18,5277,18,0,0,74,6,1,,0,0,12.2,0,,,2,1972-04-12,07
72LA00032,72,,,0,73,730,6298,11,1,,4,60,,,07,1,,125,,4,0,,,,,,,,1,18,5224,18,1,0,73,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00033,72,2,8274,9,00,730,6298,11,1,,4,60,,5,40,2,1,135,5,4,0,5,,,,,,,1,90,0000,98,1,66,73,0,1,,1,1,13.2,10,,,1,1972-05-14,07
72LA00034,72,2,6555,1,32,320,6305,11,1,33,4,50,,3,07,,1,97,8,,0,4,,,29,,,,1,11,6472,11,1,49,32,1,1,,1,2,9.2,10,,6,1,1972-04-06,07
72LA00035,72,1,6556,1,32,320,6305,11,1,33,4,50,,1,07,,1,97,8,,0,4,,,29,,,,1,11,6472,11,0,50,32,1,1,,0,0,11.2,10,,6,2,1972-04-06,07
72LA00036,72,,,0,24,240,6314,11,1,37,4,50,,,07,,,18,,,0,,,,41,,,,1,11,6457,11,0,0,24,1,0,,0,0,0.0,0,,7,1,,07
72LA00037,72,,,0,76,760,6319,11,1,,4,50,,,07,,,138,,1,0,,,,,,,,1,18,5790,18,1,0,76,6,0,,0,0,0.0,0,,,1,1972-05-17,07
72LA00038,72,2,7027,3,77,770,6321,11,1,,4,50,,2,07,,1,106,5,4,0,5,,,,,,,1,18,5469,18,1,82,77,6,1,,1,1,11.0,10,,,1,1972-04-15,07
72LA00039,72,1,6560,1,24,240,6334,11,1,44,4,50,,1,07,,1,97,5,,0,4,,,34,,,,1,11,6457,11,1,63,24,1,1,,1,1,11.0,10,,6,1,1972-04-06,07
72LA00040,72,1,6946,3,75,750,6337,11,1,,4,50,,1,07,,1,104,8,2,0,3,,,,,,,1,18,5722,18,1,53,75,6,1,,1,2,10.8,10,,,1,1972-04-13,07
72LA00041,72,2,6947,3,75,750,6337,11,1,,4,50,,1,07,,1,104,8,2,0,3,,,,,,,1,18,5722,18,0,65,75,6,1,,0,0,8.8,10,,,2,1972-04-13,07
72LA00042,72,2,6899,3,78,780,6345,11,1,,4,50,,1,07,,1,103,5,3,0,3,,,,,,,1,18,4622,18,1,72,78,6,1,,1,1,11.0,10,,,1,1972-04-12,07
72LA00043,72,2,6827,3,76,761,6346,11,1,,4,50,,1,07,,1,101,8,4,0,5,,,,,,,1,18,5211,18,1,66,76,6,1,,1,2,10.4,10,,,1,1972-04-10,07
72LA00044,72,2,6828,3,76,761,6346,11,1,,4,50,,1,07,,1,101,8,4,0,5,,,,,,,1,18,5211,18,0,63,76,6,1,,0,0,7.8,10,,,2,1972-04-10,07
72LA00045,72,1,7180,3,77,771,6361,11,1,,4,50,,2,07,,1,110,5,1,187,4,,6,,,,,1,18,5594,18,1,0,77,6,1,,1,1,14.8,0,,,1,1972-04-19,07
72LA00046,72,,,0,76,762,6363,11,1,,4,50,,,07,1,,125,,2,0,,,,,,,,1,18,5903,18,1,0,76,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00047,72,3,8444,9,00,762,6363,11,1,,4,50,,5,40,2,1,150,5,2,0,5,,,,,,,1,90,0000,98,1,84,76,0,1,,1,1,16.0,10,,,1,1972-05-29,07
72LA00048,72,,,0,75,751,6372,11,1,,4,50,,,07,1,,125,,4,0,,,,,,,,1,18,6250,18,1,0,75,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00049,72,3,8362,9,00,751,6372,11,1,,4,50,,5,40,2,1,141,8,4,0,3,,,,,,,1,90,0000,98,1,64,75,0,1,,1,2,10.0,10,,,1,1972-05-20,07
72LA00050,72,2,8363,9,00,751,6372,11,1,,4,50,,4,40,2,1,141,8,4,0,3,,,,,,,1,90,0000,98,0,54,75,0,1,,0,0,8.8,10,,,2,1972-05-20,07
72LA00051,72,,,0,74,741,6373,11,1,,4,50,,,07,,,12,,2,0,,,,,,,,1,18,5914,18,0,0,74,6,0,,0,0,0.0,0,,,1,,07
72LA00052,72,1,6566,1,32,320,6383,11,1,33,4,40,,1,07,,1,98,5,,0,4,,,29,,,,1,11,6472,11,1,59,32,1,1,,1,1,11.0,10,,6,1,1972-04-07,07
72LA00053,72,,,0,32,320,6384,11,1,33,4,40,,,07,,,90,,,0,,,,29,,,,1,11,6472,11,1,0,32,1,0,,0,0,0.0,0,,7,1,1972-03-30,07
72LA00054,72,2,6582,1,32,320,6386,11,1,34,4,40,,1,07,,1,106,5,,0,4,,,30,,,,1,11,6472,11,1,67,32,1,1,,1,1,12.0,10,,6,1,1972-04-15,07
72LA00055,72,1,6553,1,32,320,6391,11,1,34,4,40,,1,07,,1,96,5,,0,4,,,29,,,,1,11,6472,11,1,77,32,1,1,,1,1,11.6,10,,7,1,1972-04-05,07
72LA00056,72,1,6626,3,78,782,6395,11,1,,4,40,,1,07,,1,97,8,4,0,4,,,,,,,1,18,4824,18,1,47,78,6,1,,1,2,9.6,10,,,1,1972-04-06,07
72LA00057,72,2,6627,3,78,782,6395,11,1,,4,40,,1,07,,1,97,8,4,0,4,,,,,,,1,18,4824,18,0,61,78,6,1,,0,0,8.2,10,,,2,1972-04-06,07
72LA00058,72,1,6843,3,77,771,6398,11,1,,4,40,,1,07,,1,102,9,4,0,5,,,,,,,1,18,5594,18,1,64,77,6,1,,1,3,10.8,10,,,1,1972-04-11,07
72LA00059,72,1,6844,3,77,771,6398,11,1,,4,40,,1,07,,1,102,9,4,0,5,,,,,,,1,18,5594,18,0,74,77,6,1,,0,0,10.0,10,,,2,1972-04-11,07
72LA00060,72,1,6845,3,77,771,6398,11,1,,4,40,,1,07,,1,102,9,4,0,5,,,,903461,-,,1,18,5594,18,0,66,77,6,1,,0,0,11.0,5,,,3,1972-04-11,07
72LA00061,72,1,6549,1,32,320,6401,11,1,34,4,40,,1,07,,1,94,5,,0,5,,,28,,,,1,11,6472,11,1,60,32,1,1,,1,1,12.0,10,,6,1,1972-04-03,07
72LA00062,72,2,6581,1,32,320,6406,11,1,34,4,40,,1,07,,1,105,5,,0,3,,,30,,,,1,11,6472,11,1,66,32,1,1,,1,1,11.0,10,,7,1,1972-04-14,07
72LA00063,72,,,0,24,240,6411,11,1,47,3,30,,,07,,,125,,,0,,,,39,,,,1,11,6457,11,1,0,24,1,0,,0,0,0.0,0,,6,1,1972-05-04,07
72LA00064,72,,,0,32,320,6414,11,1,36,3,30,,,07,,,112,,,0,,,,31,,,,1,11,6472,11,1,0,32,1,0,,0,0,0.0,0,,7,1,1972-04-21,07
72LA00065,72,2,6580,1,24,240,6417,11,1,47,3,30,,1,07,,1,105,5,,0,3,,,30,,,,1,11,6457,11,1,61,24,1,1,,1,1,9.6,10,,7,1,1972-04-14,07
72LA00066,72,,,0,24,240,6419,11,1,47,3,30,,,07,1,,125,,,0,,,,43,,,,1,11,6457,11,1,0,24,1,0,,0,0,0.0,0,,6,1,1972-05-04,07
72LA00067,72,2,8190,9,00,240,6419,11,1,,3,30,,5,40,2,1,122,5,,0,4,,,43,,,,1,90,0000,98,1,62,24,0,1,,1,1,12.4,10,,6,1,1972-05-01,07
72LA00068,72,1,6600,1,32,320,6420,11,1,38,3,30,,3,07,,1,117,5,,122,4,,6,31,,,,1,11,6472,11,1,0,32,1,1,,1,1,10.0,0,,6,1,1972-04-26,07
72LA00069,72,2,6585,1,32,320,6421,11,1,33,3,30,,1,07,,1,107,5,,0,4,,,28,,,,1,11,6472,11,1,67,32,1,1,,1,1,9.8,10,,7,1,1972-04-16,07
72LA00070,72,1,6584,1,32,320,6422,11,1,33,3,30,,1,07,,1,106,5,,0,3,,,28,,,,1,11,6472,11,1,61,32,1,1,,1,1,11.0,10,,6,1,1972-04-15,07
72LA00071,72,1,6571,1,24,240,6425,11,1,44,3,30,,1,07,,1,102,8,,0,4,,,34,,,,1,11,6457,11,1,50,24,1,1,,1,2,9.4,10,,7,1,1972-04-11,07
72LA00072,72,2,6572,1,24,240,6425,11,1,44,3,30,,1,07,,1,102,8,,0,4,,,34,,,,1,11,6457,11,0,52,24,1,1,,0,0,7.8,10,,7,2,1972-04-11,07
72LA00073,72,2,6557,1,24,240,6427,11,1,48,3,30,,1,07,,1,97,8,,0,4,,,43,,,,1,11,6457,11,1,55,24,1,1,,1,2,9.0,10,,6,1,1972-04-06,07
72LA00074,72,2,6558,1,24,240,6427,11,1,48,3,30,,1,07,,1,97,8,,0,4,,,43,,,,1,11,6457,11,0,52,24,1,1,,0,0,7.8,10,,6,2,1972-04-06,07
72LA00075,72,1,6578,1,24,240,6432,11,1,43,3,30,,1,07,,1,104,5,,0,3,,,33,,,,1,11,6457,11,1,72,24,1,1,,1,1,10.8,10,,7,1,1972-04-13,07
72LA00076,72,1,6586,1,32,320,6433,11,1,34,3,30,,1,07,,1,107,5,,0,4,,,30,,,,1,11,6472,11,1,63,32,1,1,,1,1,12.0,10,59,7,1,1972-04-16,07
72LA00077,72,1,6575,1,32,320,6434,11,1,33,3,30,,1,07,,1,103,5,,0,3,,,29,,,,1,11,6472,11,1,89,32,1,1,,1,1,13.6,10,,6,1,1972-04-12,07
72LA00078,72,1,6563,1,32,320,6435,11,1,33,3,30,,1,07,,1,98,5,,0,3,16,,29,,&,,1,11,6472,11,1,54,32,1,1,,1,1,9.2,5,,7,1,1972-04-07,07
72LA00079,72,2,6564,1,24,240,6437,11,1,47,3,30,,1,07,,1,98,5,,0,3,,,41,,,,1,11,6457,11,1,55,24,1,1,,1,1,9.0,10,,6,1,1972-04-07,07
72LA00080,72,2,6574,1,24,240,6438,11,1,47,3,30,,1,07,,1,103,5,,0,3,,6,41,,,,1,11,6457,11,1,0,24,1,1,,1,1,9.6,0,79,7,1,1972-04-12,07
72LA00081,72,1,6559,1,24,240,6440,11,1,45,3,30,,1,07,,1,97,5,,0,4,,,37,,,,1,11,6457,11,1,85,24,1,1,,1,1,14.0,10,,6,1,1972-04-06,07
72LA00082,72,1,6565,1,24,240,6444,11,1,48,3,30,,1,07,,1,98,5,,0,4,,,43,,,,1,11,6457,11,1,83,24,1,1,,1,1,11.2,10,,7,1,1972-04-07,07
72LA00083,72,2,6599,1,24,240,6456,11,1,48,2,20,,1,07,,1,112,5,,0,4,,,43,,,,1,11,6457,11,1,75,24,1,1,,1,1,10.6,10,,7,1,1972-04-21,07
72LA00084,72,1,6598,1,24,240,6458,11,1,54,2,20,,1,07,,1,111,5,8,0,2,,,40,,,,1,11,6457,11,1,59,24,1,1,,1,1,9.4,10,,6,1,1972-04-20,07
72LA00085,72,1,6596,1,32,320,6459,11,1,41,2,20,,1,07,,1,111,8,8,117,3,,6,30,,,,1,11,6472,11,1,0,32,1,1,,1,2,10.2,0,,7,1,1972-04-20,07
72LA00086,72,2,6597,1,32,320,6459,11,1,41,2,20,,1,07,,1,111,8,8,0,3,,,30,,,,1,11,6472,11,0,89,32,1,1,,0,0,11.0,10,,7,2,1972-04-20,07
72LA00087,72,1,6589,1,24,240,6460,11,1,48,2,20,,1,07,,1,107,5,,0,4,,,41,,,,1,11,6457,11,1,71,24,1,1,,1,1,11.0,10,,6,1,1972-04-16,07
72LA00088,72,2,6554,1,24,240,6461,11,1,47,2,20,,3,07,,1,96,5,8,0,3,,,39,,,,1,11,6457,11,1,64,24,1,1,,1,1,8.8,10,,7,1,1972-04-05,07
72LA00089,72,1,,0,24,240,6463,11,1,44,2,20,,1,07,,1,94,1,,0,4,25,1,34,694742,+,,1,11,6457,11,1,0,24,1,0,,1,1,12.0,5,,7,1,1972-04-03,07
72LA00090,72,1,6568,1,24,240,6468,11,1,45,2,20,,1,07,,1,100,5,8,0,4,,,37,,,,1,11,6457,11,1,66,24,1,1,,1,1,10.0,10,,6,1,1972-04-09,07
72LA00091,72,,,0,24,240,6471,11,1,50,2,20,,,07,,,60,,,0,,,,39,,,,1,11,6457,11,0,0,24,1,0,,0,0,0.0,0,,6,1,1972-02-29,07
72LA00092,72,2,6595,1,24,240,6474,11,1,48,2,20,,1,07,,1,109,5,8,0,4,,,41,,,,1,11,6457,11,1,88,24,1,1,,1,1,13.2,10,,7,1,1972-04-18,07
72LA00093,72,2,6545,1,32,320,6480,11,1,38,2,20,,3,07,,1,91,5,,0,4,,,33,134001,+,,1,11,6472,11,1,53,32,1,1,,1,1,9.0,10,,7,1,1972-03-31,07
72LA00094,72,1,6551,1,24,240,6484,11,1,48,2,20,,1,07,,1,94,5,,0,4,,,42,,,,1,11,6457,11,1,93,24,1,1,,1,1,12.2,10,,7,1,1972-04-03,07
72LA00095,72,2,6583,1,24,240,6486,11,1,44,2,20,,1,07,,2,106,5,8,0,3,,,33,,,,1,11,6457,11,1,74,24,1,1,,1,1,10.0,10,,6,1,1972-04-15,07
72LA00096,72,1,6567,1,24,240,6488,11,1,45,2,20,,1,07,,1,98,5,,0,5,21,,40,,,,1,11,6457,11,1,69,24,1,1,,1,1,12.2,10,,6,1,1972-04-07,07
72LA00097,72,2,6579,1,32,320,6489,11,1,39,2,20,,2,07,,1,104,5,8,0,2,,6,37,,,,1,11,6472,11,1,0,32,1,1,,1,1,5.2,0,,6,1,1972-04-13,07
72LA00098,72,,,0,32,320,6492,11,1,40,2,20,,,07,,,90,,,0,,,,40,,,,1,11,6472,11,1,0,32,1,0,,0,0,0.0,0,,6,1,1972-03-30,07
72LA00099,72,1,9973,2,46,460,6609,14,1,30,5,90,,1,07,,1,105,5,,0,4,,,28,,,,4,14,9844,14,1,52,46,1,1,,1,1,12.0,10,,6,1,1972-04-14,07
72LA00100,72,2,,0,35,350,7268,14,1,56,5,80,,1,07,,1,96,1,,0,3,04,1,40,655718,+,,4,14,9855,14,1,0,35,1,0,,1,1,9.0,5,,6,1,1972-04-05,07
72LA00101,72,2,9984,2,46,460,7325,14,1,29,5,80,,1,07,,1,111,8,,117,3,,6,28,,,,4,14,9844,14,1,0,46,1,1,,1,2,8.0,0,,6,1,1972-04-20,07
72LA00102,72,2,9985,2,46,460,7325,14,1,29,5,80,,1,07,,1,111,8,,0,3,,6,28,,,,4,14,9844,14,0,0,46,1,1,,0,0,6.8,0,35,6,2,1972-04-20,07
72LA00103,72,2,9981,2,35,350,7368,14,1,44,5,80,,1,07,,1,109,5,,119,2,,6,34,,,,4,14,9855,14,1,0,35,1,1,,1,1,6.0,0,,6,1,1972-04-18,07
72LA00104,72,2,9943,2,35,350,7393,14,1,48,5,80,,1,07,,1,95,8,,0,4,,,33,,,,4,14,9855,14,1,61,35,1,1,,1,2,10.4,10,,6,1,1972-04-04,07
72LA00105,72,2,9944,2,35,350,7393,14,1,48,5,80,,1,07,,1,95,8,,0,4,,,33,,,,4,14,9855,14,0,48,35,1,1,,0,0,7.4,10,,6,2,1972-04-04,07
72LA00106,72,1,9966,2,46,460,7451,14,1,30,5,80,,1,07,,1,103,8,,0,4,,,40,,,,4,14,9844,14,1,67,46,1,1,,1,2,8.8,10,,6,1,1972-04-12,07
72LA00107,72,1,9967,2,46,460,7451,14,1,30,5,80,,1,07,,1,103,8,,0,4,,,40,,,,4,14,9844,14,0,59,46,1,1,,0,0,9.2,10,,6,2,1972-04-12,07
72LA00108,72,,,0,35,350,7460,14,1,43,5,80,,,07,,,85,,,0,,,,38,,,,4,14,9855,14,0,0,35,1,0,,0,0,0.0,0,,7,1,1972-03-25,07
72LA00109,72,,,0,46,460,7487,14,1,28,5,80,,,07,1,,125,,,0,,,,26,,,,4,14,9844,14,1,0,46,1,0,,0,0,0.0,0,,7,1,1972-05-04,07
72LA00110,72,2,8419,9,00,460,7487,14,1,,5,80,,5,40,2,1,147,8,,0,3,,,26,,,,4,90,0000,98,1,61,46,0,1,,1,2,9.6,10,,7,1,1972-05-26,07
72LA00111,72,2,8420,9,00,460,7487,14,1,,5,80,,5,40,2,1,147,8,,0,3,,,26,,,,4,90,0000,98,0,62,46,0,1,,0,0,10.4,10,,7,2,1972-05-26,07
72LA00112,72,1,6734,3,74,741,7575,14,1,,5,70,,1,07,,1,99,8,4,0,4,,,,,,,4,18,5914,18,1,82,74,6,1,,1,2,10.8,10,,,1,1972-04-08,07
72LA00113,72,1,6735,3,74,741,7575,14,1,,5,70,,1,07,,1,99,8,4,103,4,,6,,,,,4,18,5914,18,0,0,74,6,1,,0,0,11.0,0,,,2,1972-04-08,07
72LA00114,72,1,6547,3,78,782,7582,14,1,,5,70,,1,07,,1,95,8,4,0,4,,,,,,,4,18,4824,18,1,68,78,6,1,,1,2,11.4,10,,,1,1972-04-04,07
72LA00115,72,2,6548,3,78,782,7582,14,1,,5,70,,1,07,,1,95,8,4,0,4,,,,,,,4,18,4824,18,0,65,78,6,1,,0,0,10.0,10,,,2,1972-04-04,07
72LA00116,72,,,0,73,730,7619,14,1,,5,70,,,07,1,,125,,2,0,,,,,,,,4,18,5224,18,1,0,73,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00117,72,3,8232,9,00,730,7619,14,1,,5,70,,5,40,2,1,131,5,2,0,5,,,,,,,4,90,0000,98,1,86,73,0,1,,1,1,15.6,10,,,1,1972-05-10,07
72LA00118,72,1,6680,3,75,752,7642,14,1,,5,70,,1,07,,1,98,8,4,187,4,,6,,,,,4,18,4539,18,1,0,75,6,1,,1,2,11.2,0,,,1,1972-04-07,07
72LA00119,72,1,6681,3,75,752,7642,14,1,,5,70,,1,07,,1,98,8,4,0,4,,,,,,,4,18,4539,18,0,52,75,6,1,,0,0,11.6,10,,,2,1972-04-07,07
72LA00120,72,1,6444,3,77,770,7651,14,1,,5,70,,1,07,,1,94,8,2,0,4,,,,,,,4,18,5469,18,1,83,77,6,1,,1,2,10.6,10,,,1,1972-04-03,07
72LA00121,72,2,6445,3,77,770,7651,14,1,,5,70,,1,07,,1,94,8,2,0,4,,,,,,,4,18,5469,18,0,65,77,6,1,,0,0,8.4,10,,,2,1972-04-03,07
72LA00122,72,3,8230,9,00,000,7652,14,1,,5,70,,1,00,3,1,131,8,4,0,4,,,,,,,4,90,0000,00,1,60,77,0,1,,1,2,11.8,10,,,1,1972-05-10,07
72LA00123,72,3,8231,9,00,000,7652,14,1,,5,70,,1,00,3,1,131,8,4,0,4,,,,,,,4,90,0000,00,0,66,77,0,1,,0,0,10.6,10,,,2,1972-05-10,07
72LA00124,72,1,6737,3,74,740,7667,14,1,,5,70,,1,07,,1,99,8,2,0,3,33,,,,,,4,18,5277,18,1,36,74,6,1,,1,2,11.2,10,,,1,1972-04-08,07
72LA00125,72,2,6738,3,74,740,7667,14,1,,5,70,,1,07,,1,99,8,2,0,3,,,,,,,4,18,5277,18,0,53,74,6,1,,0,0,9.2,10,,,2,1972-04-08,07
72LA00126,72,,,0,74,740,7678,14,1,,5,70,,,07,1,,125,,4,0,,,,,,,,4,18,5277,18,1,0,74,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00127,72,2,8310,9,00,740,7678,14,1,,5,70,,5,40,2,1,142,8,4,0,3,,,,,,,4,90,0000,98,1,67,74,0,1,,1,2,11.0,10,,,1,1972-05-21,07
72LA00128,72,3,8311,9,00,740,7678,14,1,,5,70,,5,40,2,1,142,8,4,0,3,,6,,,,,4,90,0000,98,0,0,74,0,1,,0,0,13.0,0,,,2,1972-05-21,07
72LA00129,72,2,6714,3,74,740,7690,14,1,,5,70,,1,07,,1,99,5,2,0,4,,,,,,,4,18,5277,18,1,90,74,6,1,,1,1,13.4,10,,,1,1972-04-08,07
72LA00130,72,,,0,73,731,7695,14,1,,5,70,,,07,,,115,,2,0,,,,,,,,4,18,5276,18,1,0,73,6,0,,0,0,0.0,0,,,1,1972-04-24,07
72LA00131,72,1,6781,3,77,771,7712,14,1,,5,70,,1,07,,1,100,5,4,0,4,,,,,&,,4,18,5594,18,1,105,77,6,1,,1,1,14.6,5,,,1,1972-04-09,07
72LA00132,72,1,7118,3,78,781,7755,14,1,,5,70,,1,07,,1,108,8,2,0,3,,,,,,,4,18,5091,18,1,63,78,6,1,,1,2,9.6,10,,,1,1972-04-17,07
72LA00133,72,1,7119,3,78,781,7755,14,1,,5,70,,1,07,,1,108,8,2,0,3,,,,,,,4,18,5091,18,0,75,78,6,1,,0,0,8.6,10,,,2,1972-04-17,07
72LA00134,72,,,0,78,782,7761,14,1,,5,70,,,07,,,11,,4,0,,,,,,,,4,18,4824,18,0,0,78,6,0,,0,0,0.0,0,,,1,,07
72LA00135,72,,,0,78,780,7764,14,1,,5,70,,,07,,,125,,2,0,,,,,,,,4,18,4622,18,0,0,78,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00136,72,,,0,73,730,7773,14,1,,5,70,,,07,1,,125,,2,0,,,,,,,,4,18,5224,18,1,0,73,6,0,,0,0,0.0,0,,,1,1972-05-04,07
72LA00137,72,3,8402,9,00,730,7773,14,1,,5,70,,5,40,2,1,143,8,2,144,3,,6,,,,,4,90,0000,98,1,0,73,0,1,,1,2,13.0,0,,,1,1972-05-22,07
72LA00138,72,2,8403,9,00,730,7773,14,1,,5,70,,5,40,2,1,143,8,2,0,3,,,,,,,4,90,0000,98,0,72,73,0,1,,0,0,11.4,10,,,2,1972-05-22,07
72LA00139,72,1,7185,3,74,742,7780,14,1,,5,70,,1,07,,1,110,5,2,0,4,,,,,,,4,18,5652,18,1,73,74,6,1,,1,1,9.6,10,,,1,1972-04-19,07
