UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
67LA00001,67,3,4523,9,19,030,3186,81,8,,,4,,1,47,,1,108,8,,0,4,,,,,,,,1,90,6242,41,1,69,81,9,1,,1,2,11.4,10,,,1,1967-04-18
67LA00002,67,2,4524,9,19,030,3186,81,8,,,4,,1,47,,1,108,8,,0,4,,,,,,,,1,90,6242,41,1,73,81,9,1,,1,2,11.6,10,,,2,1967-04-18
67LA00003,67,3,4527,9,53,050,6651,14,1,,,4,,1,04,,1,108,8,,0,4,,,14,,,,,4,90,5577,61,1,64,53,9,1,,1,2,10.4,10,,,1,1967-04-18
67LA00004,67,2,4528,9,53,050,6651,14,1,,,4,,1,04,,1,108,8,,0,4,,,14,,,,,4,90,5577,61,1,65,53,9,1,,1,2,10.0,10,,,2,1967-04-18
67LA00005,67,3,4529,9,04,100,2247,86,8,,,3,,1,64,,1,108,5,,0,4,,,,,,,,6,90,7352,61,1,92,81,9,1,,1,1,13.6,10,,,1,1967-04-18
67LA00006,67,2,4530,9,06,020,0871,84,8,,,3,,1,41,,1,108,5,,0,3,,,,,,,,4,90,8800,41,1,74,81,9,1,,1,1,9.6,10,,,1,1967-04-18
67LA00007,67,2,4531,9,47,080,3615,81,8,,,4,,4,77,,1,108,8,,0,4,,,,,,,,1,90,0260,95,1,70,81,9,1,,1,2,10.2,10,,,1,1967-04-18
67LA00008,67,3,4532,9,47,080,3615,81,8,,,4,,5,77,,1,108,8,,0,4,,,,,,,,1,90,0260,95,1,83,81,9,1,,1,2,10.4,10,,,2,1967-04-18
67LA00009,67,3,4533,9,53,160,7799,14,1,,,2,,4,10,,2,108,8,,0,4,,,,,,,3,4,90,0258,95,1,69,82,9,1,,1,2,11.0,10,,6,1,1967-04-18
67LA00010,67,3,4534,9,53,160,7799,14,1,,,2,,5,10,,1,108,8,,0,4,,,,,,,3,4,90,0258,95,1,64,82,9,1,,1,2,10.0,10,,6,2,1967-04-18
67LA00011,67,2,4535,9,90,060,0771,84,8,,,3,,1,43,,1,109,5,,0,4,,,,,,,,4,90,1300,42,1,78,81,9,1,,1,1,14.0,10,,,1,1967-04-19
67LA00012,67,3,4538,9,51,030,6564,14,1,,,4,,1,01,,1,109,8,,0,4,,,,,,,,4,90,6242,41,1,71,82,9,1,,1,2,11.4,10,,,1,1967-04-19
67LA00013,67,2,4539,9,51,030,6564,14,1,,,4,,1,01,,1,109,8,,0,4,,,,,,,,4,90,6242,41,1,73,82,9,1,,1,2,10.8,10,,,2,1967-04-19
67LA00014,67,2,4540,9,49,070,6924,14,1,,,4,,4,10,,1,109,5,,0,5,,,,,,,,4,90,0261,95,1,98,82,9,1,,1,1,13.2,10,,,1,1967-04-19
67LA00015,67,3,4541,9,36,020,3592,81,8,,,4,,1,14,,1,109,5,,0,4,,,,,,,,1,90,1777,18,1,96,81,9,1,,1,1,15.4,10,,,1,1967-04-19
67LA00016,67,3,4542,9,53,130,7637,14,1,,,2,,1,04,,1,109,5,,0,4,,,20,,,,7,4,90,7102,61,1,83,53,9,1,,1,1,13.0,10,,7,1,1967-04-19
67LA00017,67,3,4543,9,90,120,2228,86,8,,,3,,1,64,,1,109,5,,0,3,,,,,,,,6,90,6938,61,1,78,81,9,1,,1,1,12.0,10,03,,1,1967-04-19
67LA00018,67,3,4544,9,53,120,3728,81,8,,,2,,1,41,,2,109,5,,0,2,,,,,,,1,1,90,0327,42,1,68,81,9,1,,1,1,10.0,10,,7,1,1967-04-19
67LA00019,67,2,4545,9,04,110,2371,86,8,,,3,,1,63,,1,108,9,,0,4,,,,,,,,6,90,7706,61,1,67,81,9,1,,1,3,10.0,10,,,2,1967-04-18
67LA00020,67,2,4546,9,25,130,4244,81,8,,,2,,1,61,,1,109,5,,0,4,,,,,,,4,1,90,7102,61,1,70,81,9,1,,1,1,11.2,10,,7,1,1967-04-19
67LA00021,67,2,4547,9,39,050,3453,81,8,,,4,,1,61,,1,109,8,,0,5,,,,,,,,1,90,5577,61,1,68,81,9,1,,1,2,12.4,10,,,1,1967-04-19
67LA00022,67,3,4548,9,39,050,3453,81,8,,,4,,1,61,,1,109,8,,0,5,,,,,,,,1,90,5577,61,1,78,81,9,1,,1,2,13.4,10,,,2,1967-04-19
67LA00023,67,3,4551,9,90,090,2410,86,8,,,3,,1,66,,1,109,5,,0,3,,,,,,,,6,90,5848,61,1,71,81,9,1,,1,1,12.0,10,,,1,1967-04-19
67LA00024,67,2,4552,9,45,020,3400,81,8,,,4,,1,14,,1,109,8,,0,4,,,,,,,,1,90,1777,18,1,70,81,9,1,,1,2,11.0,10,,,1,1967-04-19
67LA00025,67,3,4553,9,45,020,3400,81,8,,,4,,1,14,,1,109,8,,0,4,,,,,,,,1,90,1777,18,1,58,81,9,1,,1,2,11.0,10,,,2,1967-04-19
67LA00026,67,3,4554,9,41,020,6886,14,1,,,4,,1,07,,1,109,8,,0,4,,,,,,,1,4,90,1777,18,1,70,82,9,1,,1,2,12.4,10,,,1,1967-04-19
67LA00027,67,3,4555,9,41,020,6886,14,1,,,4,,1,07,,1,109,8,,0,4,,,,,,,,4,90,1777,18,1,73,82,9,1,,1,2,12.8,10,,,2,1967-04-19
67LA00028,67,3,4558,9,54,020,6936,14,1,,,4,,1,07,,1,109,8,,0,3,,,,,,,,4,90,1777,18,1,72,82,9,1,,1,2,11.6,10,,,1,1967-04-19
67LA00029,67,3,4559,9,54,020,6936,14,1,,,4,,1,07,,1,109,8,,0,3,,,,,,,,4,90,1777,18,1,55,82,9,1,,1,2,8.8,10,,,2,1967-04-19
67LA00030,67,3,4560,9,49,030,6636,14,1,,,4,,1,01,,1,109,8,,0,4,07,,,,,,,4,90,6242,41,1,82,82,9,1,,1,2,12.0,10,,,1,1967-04-19
67LA00031,67,2,4561,9,49,030,6636,14,1,,,4,,1,01,,1,109,8,,0,4,,,,,,,,4,90,6242,41,1,64,82,9,1,,1,2,10.4,10,,,2,1967-04-19
67LA00032,67,3,4562,9,19,070,6549,14,1,,,4,,4,10,,1,109,5,,0,4,,,,,,,,4,90,0261,95,1,97,82,9,1,,1,1,14.6,10,,,1,1967-04-19
