UID,YR,SEX,LAMB,LBRD,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,LB2,DB2,SB2,LB,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TRT2,X2,BRWT,ABNL,DISP,ABLMB,X3,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
60LA00379,60,,,14,1,51,510,1819,13,1,25,,9,,,07,,,64,-,,0,,,,26,,,,4,3,4,2,4420,1,14,,51,1,,,0.0,,,,,1,1,0,0,0,0,1960-03-04
60LA00380,60,1,2441,10,1,00,000,0086,14,1,,1,9,,1,00,3,1,103,5,,0,4,,,18,,,,0,4,,0,0000,,00,76,51,0,,1,10.4,,,,&,1,1,1,1,1,10,1960-04-12
60LA00381,60,1,5471,14,1,39,391,0098,14,1,14,,9,,1,07,,1,101,8,,236,4,,,00,,,,4,4,4,2,4116,1,14,,39,1,,,11.8,,6,,&,1,1,1,2,1,0,1960-04-10
60LA00382,60,2,5472,14,1,39,391,0098,14,1,14,3,9,,1,07,,1,101,8,,0,4,,,00,,,,4,4,4,2,4116,1,14,60,39,1,,1,11.8,2,,16,&,2,1,1,2,1,10,1960-04-10
60LA00383,60,1,5258,14,1,51,511,0138,14,1,28,5,9,,1,07,,1,92,8,,0,3,,,15,,,,4,4,4,2,4015,1,14,59,51,1,,1,6.8,,,,&,1,1,1,2,1,10,1960-04-01
60LA00384,60,1,5259,14,1,51,511,0138,14,1,28,5,9,,1,07,,1,92,8,,0,3,,,15,,,,4,4,4,2,4015,1,14,67,51,1,,1,9.0,2,,16,&,2,1,1,2,1,10,1960-04-01
60LA00385,60,1,5423,14,1,51,510,0139,14,1,20,5,9,,1,07,,1,99,8,,0,3,,,15,,,,4,4,4,2,4420,1,14,46,51,1,,1,7.4,,,,&,1,1,1,2,1,10,1960-04-08
60LA00386,60,2,5424,14,1,51,510,0139,14,1,20,5,9,,1,07,,1,99,8,,0,3,,,15,,,,4,4,4,2,4420,1,14,53,51,1,,1,7.2,,,,&,2,1,1,2,1,10,1960-04-08
60LA00387,60,,,14,1,46,460,0207,14,1,19,,9,,,07,,,45,,,0,,,6,12,,,,4,4,4,2,1575,1,14,,46,1,,,0.0,,,,,1,0,0,0,0,0,1960-02-14
60LA00388,60,1,5456,14,1,37,370,0218,14,1,01,3,9,,1,07,,1,100,8,,0,3,,,17,,,,4,4,1,2,4657,1,11,72,37,1,,1,9.0,,,,&,1,1,1,2,1,10,1960-04-09
60LA00389,60,2,5457,14,1,37,370,0218,14,1,01,,9,,1,07,,1,100,8,,102,3,,,17,,,,4,4,1,2,4657,1,11,,37,1,,,9.6,,2,,&,2,1,1,2,1,0,1960-04-09
60LA00390,60,2,5412,14,1,39,390,0429,14,1,15,3,8,,1,07,,1,99,7,,0,3,,,04,,,,4,4,4,2,1714,1,14,73,39,1,,1,9.8,,,,&,1,1,1,2,1,10,1960-04-08
60LA00391,60,1,,14,1,39,390,0429,14,1,15,,8,,1,07,,1,99,7,,0,3,,,04,,,,4,4,4,2,1714,1,14,,39,1,,,10.6,,1,,,2,1,1,2,0,0,1960-04-08
60LA00392,60,2,5323,14,1,44,441,0432,14,1,15,3,8,,4,07,,1,95,8,,0,4,,,13,,,,4,4,4,2,3575,1,14,82,44,1,,1,11.6,,,,&,1,1,1,2,1,10,1960-04-04
60LA00393,60,2,5324,14,1,44,441,0432,14,1,15,,8,,2,07,,1,95,8,,115,4,,,13,,,,4,4,4,2,3575,1,14,,44,1,,,10.2,,2,,&,2,1,1,2,1,0,1960-04-04
60LA00394,60,2,5658,14,1,46,461,0481,14,1,27,3,8,,1,07,,1,106,8,,0,3,,,36,,,,4,4,4,2,3735,1,14,57,46,1,,2,8.4,,,,&,1,1,1,2,1,10,1960-04-15
60LA00395,60,2,5657,14,1,46,461,0481,14,1,27,,8,,2,07,,1,106,8,,109,3,,,36,,,,4,4,4,2,3735,1,14,,46,1,,,8.2,,6,,&,2,1,1,2,1,0,1960-04-15
60LA00396,60,1,5684,14,1,51,510,0536,14,1,22,1,8,,1,07,,1,108,5,,0,4,,,30,,,,4,4,4,2,4420,1,14,68,51,1,,2,9.2,2,,16,&,1,1,1,1,1,10,1960-04-17
60LA00397,60,2,5576,14,1,50,500,0555,14,1,24,1,8,,1,07,,1,103,5,,0,4,,,11,,,,4,4,4,2,1705,1,14,58,50,1,,1,11.0,,,,&,1,1,1,1,1,10,1960-04-12
60LA00398,60,1,5390,14,1,53,530,0582,14,1,10,1,8,,1,07,,1,98,5,2,0,4,,,12,,,,4,4,4,2,1857,1,14,79,53,1,,1,12.4,,,04,&,1,1,1,1,1,10,1960-04-07
60LA00399,60,1,5663,14,1,46,460,0655,14,1,30,1,8,,1,07,,1,107,5,,0,4,,,18,,,,4,4,4,2,1575,1,14,75,46,1,,2,12.6,,,,&,1,1,1,1,1,10,1960-04-16
60LA00400,60,2,5692,14,1,49,491,0680,14,1,18,1,8,,1,07,,1,109,5,,0,3,,,12,,,,4,4,4,2,4308,1,14,71,49,1,,2,10.6,,,,&,1,1,1,1,1,10,1960-04-18
60LA00401,60,2,5276,14,1,49,490,0682,14,1,22,4,8,,1,07,,1,93,8,,0,2,,,12,8552,17,-,4,4,4,2,4188,1,14,69,49,1,,1,7.4,,,,&,1,1,1,2,1,10,1960-04-02
60LA00402,60,1,5277,14,1,49,490,0682,14,1,22,,8,,1,07,,1,93,8,,95,2,,,12,,,,4,4,4,2,4188,1,14,,49,1,,,7.6,,6,,&,2,1,1,2,1,0,1960-04-02
60LA00403,60,1,5415,14,1,46,461,0723,14,1,25,1,8,,1,07,,1,99,5,,0,4,,,19,,,,4,4,4,2,3735,1,14,78,46,1,,1,13.0,,,,&,1,1,1,1,1,10,1960-04-08
60LA00404,60,1,5570,14,1,51,511,0734,14,1,27,1,8,,1,07,,1,103,5,,0,3,,,39,,,,4,4,4,2,4015,1,14,58,51,1,,1,9.6,,,,&,1,1,1,1,1,10,1960-04-12
60LA00405,60,2,5603,14,1,49,491,0735,14,1,16,1,8,,1,07,,1,104,5,,109,2,,,15,2431,10,+,4,4,4,2,4308,1,14,,49,1,,,10.4,,6,,&,1,1,1,1,1,0,1960-04-13
60LA00406,60,1,5235,14,1,54,540,0757,14,1,21,1,8,10,1,07,,1,91,5,2,0,4,,,17,,,,4,4,4,2,2928,1,14,92,54,1,,1,12.2,,,,&,1,1,1,1,1,10,1960-03-31
60LA00407,60,1,5710,14,1,49,490,0817,14,1,18,1,8,,1,07,,1,112,5,,118,3,,,09,,,,4,4,4,2,4188,1,14,,49,1,,,6.0,,6,,&,1,1,1,1,1,0,1960-04-21
60LA00408,60,2,5544,14,1,82,245,0839,14,1,,5,8,,1,07,,1,103,8,,0,2,,,21,,,,4,4,1,2,5055,1,11,55,46,7,,2,10.8,,,,&,1,1,1,2,1,10,1960-04-12
60LA00409,60,2,5545,14,1,82,245,0839,14,1,,5,8,,1,07,,1,103,8,,0,2,,,21,,,,4,4,1,2,5055,1,11,66,46,7,,2,10.2,,,,&,2,1,1,2,1,10,1960-04-12
60LA00410,60,1,5640,14,1,46,460,0862,14,1,32,5,8,,1,07,,1,106,8,,0,4,,,22,,,,4,4,4,2,1575,1,14,62,46,1,,2,10.6,,,,&,1,1,1,2,1,10,1960-04-15
60LA00411,60,1,5641,14,1,46,460,0862,14,1,32,5,8,,1,07,,1,106,8,,0,4,,,22,,,,4,4,4,2,1575,1,14,52,46,1,,2,11.4,,,,&,2,1,1,2,1,10,1960-04-15
60LA00412,60,1,5280,14,1,44,440,0879,14,1,39,4,7,,1,07,,1,93,8,,0,3,,,16,1974,10,-,4,4,4,2,3220,1,14,92,44,1,,1,10.6,,,,&,1,1,1,2,1,10,1960-04-02
60LA00413,60,2,5281,14,1,44,440,0879,14,1,39,4,7,,1,07,,1,93,8,,0,3,,,16,4433,11,-,4,4,4,2,3220,1,14,79,44,1,,1,9.6,,,,&,2,1,1,2,1,10,1960-04-02
60LA00414,60,2,,14,1,28,280,0897,14,1,23,,7,,1,07,,1,113,1,,0,4,,,10,3944,61,+,4,4,4,2,2775,1,14,,28,1,,,8.8,,1,,,1,1,1,1,0,0,1960-04-22
60LA00415,60,1,5489,14,1,50,500,0906,14,1,28,3,7,,1,07,,1,101,8,,0,4,,,24,,,,4,4,4,2,1705,1,14,79,50,1,,1,9.8,,,,&,1,1,1,2,1,10,1960-04-10
60LA00416,60,2,5490,14,1,50,500,0906,14,1,28,,7,,1,07,,1,101,8,,236,4,,,24,,,,4,4,4,2,1705,1,14,,50,1,,,6.6,,6,46,&,2,1,1,2,1,0,1960-04-10
60LA00417,60,1,5555,14,1,49,491,0925,14,1,19,1,7,,1,07,,1,103,5,,114,3,,,37,,,,4,4,4,2,4308,1,14,,49,1,,,13.4,,6,,&,1,1,1,1,1,0,1960-04-12
60LA00418,60,1,5427,14,1,26,260,0943,14,1,25,1,7,,1,07,,1,99,5,,0,4,,,18,,,,4,4,4,2,4066,1,14,93,26,1,,1,10.6,2,,16,&,1,1,1,1,1,10,1960-04-08
60LA00419,60,1,5517,14,1,39,391,0949,14,1,13,1,7,11,1,07,,1,102,5,,0,3,,,04,,,,4,4,4,2,4116,1,14,103,39,1,,1,12.2,,,,&,1,1,1,1,1,10,1960-04-11
60LA00420,60,,,14,1,49,490,0952,14,1,19,,7,,,07,,,64,-,,0,,,,17,,,,4,4,4,2,4188,1,14,,49,1,,,0.0,,,,,1,1,0,0,0,0,1960-03-04
60LA00421,60,,,14,1,82,295,0978,14,1,,,7,,,07,,,140,-,,0,,,,19,,,,4,4,4,2,3455,1,14,,51,7,,,0.0,,,,,1,1,0,0,0,0,1960-05-19
60LA00422,60,2,5348,14,1,82,244,0992,14,1,,4,7,21,1,07,,1,96,8,,0,3,,,24,1830,14,-,4,4,1,2,4073,1,11,54,46,7,,1,10.0,,,,&,1,1,1,2,1,10,1960-04-05
60LA00423,60,1,5349,14,1,82,244,0992,14,1,,4,7,,1,07,,1,96,8,,0,3,,,24,9191,40,-,4,4,1,2,4073,1,11,82,46,7,,1,10.8,,,,&,2,1,1,2,1,10,1960-04-05
60LA00424,60,2,5512,14,1,22,220,0995,14,1,33,1,7,,1,07,,1,102,5,,109,4,,,22,,,,4,4,4,2,4239,1,14,,22,1,,,10.0,,6,,&,1,1,1,1,1,0,1960-04-11
60LA00425,60,1,5673,14,1,51,510,1014,14,1,21,5,7,06,1,07,,1,108,8,,0,2,,,23,,,,4,4,4,2,4420,1,14,65,51,1,,2,9.0,,,,&,1,1,1,2,1,10,1960-04-17
60LA00426,60,1,5674,14,1,51,510,1014,14,1,21,5,7,,1,07,,1,108,8,,0,2,,,23,,,,4,4,4,2,4420,1,14,70,51,1,,2,10.0,,,,&,2,1,1,2,1,10,1960-04-17
60LA00427,60,2,5433,14,1,82,375,1020,14,1,,5,7,,2,07,,1,100,8,,0,4,,,07,,,,4,4,4,2,4309,1,14,76,39,7,,1,10.0,,,,&,1,1,1,2,1,10,1960-04-09
60LA00428,60,2,5434,14,1,82,375,1020,14,1,,5,7,,1,07,,1,100,8,,0,4,,,07,,,,4,4,4,2,4309,1,14,63,39,7,,1,9.6,,,,&,2,1,1,2,1,10,1960-04-09
60LA00429,60,1,5414,14,1,82,294,1035,14,1,,1,7,,1,07,,1,99,5,,0,3,,,17,,,,4,4,4,2,4218,1,14,101,51,7,,1,11.0,-,,59,&,1,1,1,1,1,10,1960-04-08
60LA00430,60,1,2375,48,4,00,255,1046,14,1,,1,7,,1,04,2,1,136,5,,0,4,,,19,,,,8,4,,5,0000,,61,75,49,0,,3,10.0,,,,&,1,1,1,1,1,10,1960-05-15
60LA00431,60,,,14,1,82,255,1046,14,1,,,7,,,07,1,,130,-,,0,,,,19,,,,4,4,4,2,5179,1,14,,49,7,,,0.0,,,,,1,1,0,0,0,0,1960-05-09
60LA00432,60,2,5731,14,1,37,370,1050,14,1,01,1,7,,1,07,,3,123,5,,0,3,,,21,,,,4,4,1,2,4657,1,11,72,37,1,,3,10.4,,,,&,1,1,1,1,1,10,1960-05-02
60LA00433,60,2,5528,14,1,47,470,1075,14,1,29,3,7,,6,07,,1,102,8,,0,3,,,23,,,,4,4,4,2,2461,1,14,60,47,1,,1,11.8,,,,&,1,1,1,2,1,10,1960-04-11
60LA00434,60,1,5529,14,1,47,470,1075,14,1,29,,7,,6,07,,1,102,8,,101,3,,,23,,,,4,4,4,2,2461,1,14,,47,1,,,10.4,,2,,&,2,1,1,2,1,0,1960-04-11
60LA00435,60,2,5647,14,1,37,370,1104,14,1,01,1,7,,1,07,,1,106,5,,0,4,,,22,,,,4,4,1,2,4657,1,11,66,37,1,,2,10.6,,,,&,1,1,1,1,1,10,1960-04-15
60LA00436,60,2,5382,14,1,50,500,1105,14,1,19,1,7,,1,07,,1,97,5,,0,5,,,17,,,,4,4,4,2,1705,1,14,77,50,1,,1,10.6,,,,&,1,1,1,1,1,10,1960-04-06
60LA00437,60,1,5524,14,1,44,440,1134,14,1,24,5,7,,1,07,,1,102,8,,0,4,,,17,,,,4,4,4,2,3220,1,14,79,44,1,,2,9.4,4,,91,&,1,1,1,2,1,10,1960-04-11
60LA00438,60,1,5525,14,1,44,440,1134,14,1,24,5,7,,1,07,,1,102,8,,0,4,,,17,,,,4,4,4,2,3220,1,14,81,44,1,,2,9.6,,,,&,2,1,1,2,1,10,1960-04-11
60LA00439,60,,,14,1,22,220,1135,14,1,34,,7,,,07,,,126,-,,0,,,,31,,,,4,4,4,2,4239,1,14,,22,1,,,0.0,,,,,1,1,0,0,0,0,1960-05-05
60LA00440,60,,,14,1,50,500,1149,14,1,26,,7,,,07,,,126,-,,0,,,,23,,,,4,4,4,2,1705,1,14,,50,1,,,0.0,,,,,1,1,0,0,0,0,1960-05-05
60LA00441,60,2,5569,14,1,45,450,1159,14,1,04,1,7,,1,07,,1,103,5,,134,4,,,16,,,,4,4,4,2,3667,1,14,,45,1,,,12.0,,6,,&,1,1,1,1,1,0,1960-04-12
60LA00442,60,2,5245,14,1,39,390,1193,14,1,15,1,7,,1,07,,3,92,5,,0,3,,,07,,,,4,4,4,2,1714,1,14,78,39,1,,1,10.8,,,,&,1,1,1,1,1,10,1960-04-01
60LA00443,60,2,5205,14,1,54,540,1216,14,1,11,5,7,,1,07,,1,89,8,1,0,4,,,16,,,,4,4,4,2,2928,1,14,74,54,1,,1,9.4,,,,&,1,1,1,2,1,10,1960-03-29
60LA00444,60,1,5206,14,1,54,540,1216,14,1,11,5,7,,1,07,,1,89,8,1,0,4,,,16,,,,4,4,4,2,2928,1,14,85,54,1,,1,9.6,,,,&,2,1,1,2,1,10,1960-03-29
60LA00445,60,1,5698,14,1,35,350,1234,14,1,18,1,7,,1,07,,1,109,5,,0,4,,,23,3717,61,+,4,4,4,2,4588,1,14,70,35,1,,3,12.0,,,,&,1,1,1,1,1,10,1960-04-18
60LA00446,60,1,5667,14,1,35,350,1245,14,1,23,1,7,,1,07,,1,107,5,,0,4,,,17,,,,4,4,4,2,4588,1,14,76,35,1,,2,12.6,,,,&,1,1,1,1,1,10,1960-04-16
60LA00447,60,2,5513,14,1,54,540,1246,14,1,14,1,7,,1,07,,1,102,5,3,0,3,,,09,,,,4,4,4,2,2928,1,14,65,54,1,,1,8.8,,,,&,1,1,1,1,1,10,1960-04-11
60LA00448,60,1,5656,14,1,49,491,1284,14,1,20,1,7,,1,07,,1,106,5,,0,5,,,13,,,,4,4,4,2,4308,1,14,90,49,1,,2,12.0,,,,&,1,1,1,1,1,10,1960-04-15
60LA00449,60,1,5451,14,1,50,500,1298,14,1,24,1,7,,1,07,,1,100,5,,102,3,,,17,5297,14,+,4,4,4,2,1705,1,14,,50,1,,,12.6,,6,04,&,1,1,1,1,1,0,1960-04-09
60LA00450,60,2,5625,14,1,54,540,1330,14,1,15,5,7,,1,07,,1,105,8,2,0,4,,,16,,,,4,4,4,2,2928,1,14,75,54,1,,2,10.8,,,,&,1,1,1,2,1,10,1960-04-14
60LA00451,60,1,5626,14,1,54,540,1330,14,1,15,5,7,,1,07,,1,105,8,2,0,4,,,16,,,,4,4,4,2,2928,1,14,78,54,1,,2,12.0,,,,&,2,1,1,2,1,10,1960-04-14
60LA00452,60,,,14,1,82,254,1353,14,1,,,7,,,07,,,85,,,0,,,6,20,,,,4,4,4,2,2805,1,14,,49,7,,,0.0,,,,,1,0,0,0,0,0,1960-03-25
60LA00453,60,1,2406,48,4,00,250,1368,14,1,,1,7,,1,04,2,2,147,5,,230,4,,,24,,,,8,4,,5,0000,,61,,25,0,,,11.0,,7,,&,1,1,1,1,1,0,1960-05-26
60LA00454,60,,,14,1,25,250,1368,14,1,00,,7,,,07,1,,130,-,,0,,,,24,,,,4,4,1,2,0124,9,91,,25,1,,,0.0,,,,,1,1,0,0,0,0,1960-05-09
60LA00455,60,1,5195,14,1,39,391,1377,14,1,14,5,7,,1,07,,1,88,8,,0,4,,,07,,,,4,4,4,2,4116,1,14,73,39,1,,1,10.2,,,,&,1,1,1,2,1,10,1960-03-28
60LA00456,60,1,5196,14,1,39,391,1377,14,1,14,5,7,,1,07,,1,88,8,,0,4,,,07,,,,4,4,4,2,4116,1,14,76,39,1,,1,11.6,,,,&,2,1,1,2,1,10,1960-03-28
60LA00457,60,2,5337,14,1,82,374,1419,14,1,,1,7,,1,07,,1,95,5,,0,4,,,10,,,,4,4,4,2,1755,1,14,81,39,7,,1,11.2,,,,&,1,1,1,1,1,10,1960-04-04
60LA00458,60,1,5561,14,1,45,450,1422,14,1,04,5,7,,1,07,,1,103,8,,0,4,,,23,,,,4,4,4,2,3667,1,14,73,45,1,,2,10.2,,,,&,1,1,1,2,1,10,1960-04-12
60LA00459,60,2,5562,14,1,45,450,1422,14,1,04,5,7,,1,07,,1,103,8,,0,4,,,23,,,,4,4,4,2,3667,1,14,66,45,1,,2,9.4,,,,&,2,1,1,2,1,10,1960-04-12
60LA00460,60,2,5661,14,1,40,400,1444,14,1,29,5,7,11,1,07,,1,107,8,,0,4,,,21,,,,4,4,4,2,3087,1,14,64,40,1,,2,7.6,,,,&,1,1,1,2,1,10,1960-04-16
60LA00461,60,1,5662,14,1,40,400,1444,14,1,29,5,7,,1,07,,1,107,8,,0,4,,,21,,,,4,4,4,2,3087,1,14,64,40,1,,2,7.8,,,,&,2,1,1,2,1,10,1960-04-16
60LA00462,60,1,5627,14,1,25,250,1449,14,1,00,1,7,,1,07,,1,105,5,,0,4,,,26,,,,4,4,1,2,0124,9,91,81,25,1,,1,10.2,,,,&,1,1,1,1,1,10,1960-04-14
60LA00463,60,2,5574,14,1,35,350,1459,14,1,47,5,7,11,1,07,,1,103,8,,0,4,,,14,,,,4,4,4,2,4588,1,14,53,35,1,,2,10.0,,,,&,1,1,1,2,1,10,1960-04-12
60LA00464,60,2,5575,14,1,35,350,1459,14,1,47,5,7,,1,07,,1,103,8,,0,4,,,14,,,,4,4,4,2,4588,1,14,53,35,1,,2,8.8,,,,&,2,1,1,2,1,10,1960-04-12
60LA00465,60,2,5223,14,1,82,295,1532,14,1,,5,6,,1,07,,1,91,8,,0,3,,,13,,,,4,4,4,2,3455,1,14,59,39,7,,1,11.8,,,,&,1,1,1,2,1,10,1960-03-31
60LA00466,60,1,5224,14,1,82,295,1532,14,1,,5,6,,1,07,,1,91,8,,0,3,,,13,,,,4,4,4,2,3455,1,14,51,39,7,,1,10.2,,,,&,2,1,1,2,1,10,1960-03-31
60LA00467,60,1,5303,14,1,50,500,1545,14,1,17,1,6,,1,07,,1,94,5,,0,5,,,14,,,,4,4,4,2,1705,1,14,105,50,1,,1,12.8,,,,&,1,1,1,1,1,10,1960-04-03
60LA00468,60,2,5346,14,1,49,490,1549,14,1,18,5,6,,1,07,,1,96,8,,0,4,,,10,,,,4,4,4,2,4188,1,14,62,49,1,,1,9.6,,,,&,1,1,1,2,1,10,1960-04-05
60LA00469,60,1,5347,14,1,49,490,1549,14,1,18,5,6,,1,07,,1,96,8,,0,4,,,10,,,,4,4,4,2,4188,1,14,73,49,1,,1,11.0,,,,&,2,1,1,2,1,10,1960-04-05
60LA00470,60,1,5220,14,1,54,540,1552,14,1,17,5,6,,1,07,,1,91,8,1,0,4,,,16,,,,4,4,4,2,2928,1,14,57,54,1,,1,9.0,,,,&,1,1,1,2,1,10,1960-03-31
60LA00471,60,1,5221,14,1,54,540,1552,14,1,17,5,6,,1,07,,2,91,8,1,0,4,,,16,,,,4,4,4,2,2928,1,14,75,54,1,,1,9.4,,,,&,2,1,1,2,1,10,1960-03-31
60LA00472,60,1,,14,1,50,500,1563,14,1,34,,6,,1,07,,1,102,5,,0,4,,,26,,,,4,4,4,2,1705,1,14,,50,1,,,10.0,,5,75,&,1,1,1,1,1,0,1960-04-11
60LA00473,60,2,5351,14,1,22,220,1580,14,1,30,1,6,,1,07,,1,96,5,,0,4,,,21,,,,4,4,4,2,4239,1,14,68,22,1,,1,9.8,,,,&,1,1,1,1,1,10,1960-04-05
60LA00474,60,2,5503,14,1,26,260,1606,14,1,25,5,6,,1,07,,1,102,8,,0,3,,,18,,,,4,4,4,2,4066,1,14,78,26,1,,2,9.4,,,,&,1,1,1,2,1,10,1960-04-11
60LA00475,60,2,5504,14,1,26,260,1606,14,1,25,5,6,,1,07,,3,102,8,,0,3,,,18,,,,4,4,4,2,4066,1,14,70,26,1,,2,8.4,,,,&,2,1,1,2,1,10,1960-04-11
60LA00476,60,1,5675,14,1,50,500,1612,14,1,18,5,6,,1,07,,1,108,8,,0,4,,,14,,,,4,4,4,2,1705,1,14,65,50,1,,8,10.6,,,,&,1,1,1,2,1,10,1960-04-17
60LA00477,60,1,5676,14,1,50,500,1612,14,1,18,5,6,,1,07,,1,108,8,,0,4,,,14,,,,4,4,4,2,1705,1,14,71,50,1,,8,9.4,,,,&,2,1,1,2,1,10,1960-04-17
60LA00478,60,1,5242,14,1,35,350,1637,14,1,21,5,6,,1,07,,1,92,8,,0,3,,,18,,,,4,4,4,2,4588,1,14,64,35,1,,1,9.2,,,,&,1,1,1,2,1,10,1960-04-01
60LA00479,60,2,5243,14,1,35,350,1637,14,1,21,5,6,,1,07,,1,92,8,,0,3,,,18,,,,4,4,4,2,4588,1,14,59,35,1,,1,9.6,1,,02,&,2,1,1,2,1,10,1960-04-01
60LA00480,60,1,5403,14,1,41,410,1648,14,1,13,1,6,,1,07,,1,98,5,,0,4,,,00,,,,4,4,7,2,7166,1,17,93,29,1,,1,12.8,,,,&,1,1,1,1,1,10,1960-04-07
60LA00481,60,1,5499,14,1,37,370,1683,14,1,15,4,6,,1,07,,1,102,8,,113,4,,,01,2592,14,-,4,4,1,2,4657,1,11,,37,1,,,12.0,,2,,&,1,1,1,2,1,0,1960-04-11
60LA00482,60,2,5500,14,1,37,370,1683,14,1,15,4,6,,1,07,,1,102,8,,0,4,,,01,1787,61,-,4,4,1,2,4657,1,11,85,37,1,,2,10.4,,,,&,2,1,1,2,1,10,1960-04-11
60LA00483,60,2,5421,14,1,41,410,1688,14,1,01,5,6,,1,07,,1,99,8,,0,4,,,14,,,,4,4,7,2,7166,1,17,75,44,1,,1,8.2,,,,&,1,1,1,2,1,10,1960-04-08
60LA00484,60,1,5422,14,1,41,410,1688,14,1,01,5,6,,1,07,,1,99,8,,0,4,,,14,,,,4,4,7,2,7166,1,17,53,44,1,,1,8.6,2,,16,&,2,1,1,2,1,10,1960-04-08
60LA00485,60,2,5604,14,1,36,360,1690,14,1,35,1,6,,1,07,,3,104,5,,0,2,,,31,,,,4,4,4,2,4424,1,14,73,36,1,,1,8.6,,,,&,1,1,1,1,1,10,1960-04-13
60LA00486,60,2,5538,14,1,25,250,1698,14,1,00,,6,,1,07,,1,102,8,,135,4,,,00,,,,4,4,1,2,0124,9,91,,25,1,,,11.0,,6,,&,1,1,1,2,1,0,1960-04-11
60LA00487,60,1,5539,14,1,25,250,1698,14,1,00,3,6,,1,07,,1,102,8,,0,4,,,00,,,,4,4,1,2,0124,9,91,85,25,1,,2,10.8,,,,&,2,1,1,2,1,10,1960-04-11
60LA00488,60,1,5334,14,1,50,500,1704,14,1,11,1,6,,1,07,,1,95,5,,0,4,,,25,,,,4,4,4,2,1705,1,14,85,50,1,,1,8.8,,,,&,1,1,1,1,1,10,1960-04-04
60LA00489,60,,,14,1,46,461,1735,14,1,27,,6,,,07,,,85,0,,0,2,,,22,,,,4,4,4,2,3735,1,14,,46,1,,,0.0,,0,,,1,1,1,1,0,0,1960-03-25
60LA00490,60,1,,14,1,49,491,1769,14,1,30,,6,,1,07,,1,101,1,,0,3,,,16,4693,41,+,4,4,4,2,4308,1,14,,49,1,,,5.6,,1,,,1,1,1,1,0,0,1960-04-10
60LA00491,60,2,5540,14,1,26,260,1775,14,1,23,3,6,,3,07,,1,102,8,,0,3,,,18,,,,4,4,4,2,4066,1,14,82,26,1,,1,10.8,,,,&,1,1,1,2,1,10,1960-04-11
60LA00492,60,1,5541,14,1,26,260,1775,14,1,23,4,6,,1,07,,1,102,8,,0,3,,,18,1880,61,-,4,4,4,2,4066,1,14,78,26,1,,1,9.8,,,,&,2,1,1,2,1,10,1960-04-11
60LA00493,60,2,5350,14,1,46,460,1781,14,1,36,1,6,,1,07,,1,96,5,,0,4,,,27,,,,4,4,4,2,1575,1,14,62,46,1,,1,11.2,,,,&,1,1,1,1,1,10,1960-04-05
60LA00494,60,2,5379,14,1,49,491,1784,14,1,16,1,6,11,1,07,,1,97,5,,0,4,,,18,,,,4,4,4,2,4308,1,14,75,49,1,,1,9.4,,,59,&,1,1,1,1,1,10,1960-04-06
60LA00495,60,1,5498,14,1,49,490,1786,14,1,23,1,6,,1,07,,1,101,5,,0,5,,,13,,,,4,4,4,2,4188,1,14,86,49,1,,1,10.2,,,,&,1,1,1,1,1,10,1960-04-10
60LA00496,60,1,5559,14,1,26,260,1800,14,1,24,5,6,,2,07,,1,103,8,,0,4,,,27,,,,4,4,4,2,4066,1,14,63,26,1,,2,10.4,,,,&,1,1,1,2,1,10,1960-04-12
60LA00497,60,2,5560,14,1,26,260,1800,14,1,24,5,6,,2,07,,2,103,8,,0,4,,,27,,,,4,4,4,2,4066,1,14,57,26,1,,2,8.8,,,,&,2,1,1,2,1,10,1960-04-12
60LA00498,60,1,5690,14,1,53,530,1805,14,1,18,1,6,,1,07,,1,108,5,1,0,4,,,07,,,,4,4,4,2,1857,1,14,88,53,1,,2,13.4,,,,&,1,1,1,1,1,10,1960-04-17
60LA00499,60,1,5364,14,1,40,400,1830,14,1,27,1,6,,1,07,,1,96,5,,0,4,,,25,5348,14,+,4,4,4,2,3087,1,14,72,40,1,,1,10.0,,,,&,1,1,1,1,1,10,1960-04-05
60LA00500,60,2,5681,14,1,25,250,1838,14,1,00,1,6,,1,07,,1,108,5,,0,4,,,00,,,,4,4,1,2,0124,9,91,95,25,1,,2,13.0,,,,&,1,1,1,1,1,10,1960-04-17
60LA00501,60,2,5217,14,1,82,294,1848,14,1,,1,6,,1,07,,1,90,5,,0,4,,,11,,,,4,4,4,2,4218,1,14,83,39,7,,1,13.8,2,,16,&,1,1,1,1,1,10,1960-03-30
60LA00502,60,2,5618,14,1,25,250,1884,14,1,00,3,6,,1,07,,1,105,8,,0,4,,,00,,,,4,4,1,2,0124,9,91,85,25,1,,2,10.8,,,,&,1,1,1,2,1,10,1960-04-14
60LA00503,60,1,5619,14,1,25,250,1884,14,1,00,4,6,,1,07,,1,105,8,,0,4,,,00,1993,61,-,4,4,1,2,0124,9,91,89,25,1,,2,10.0,,,,&,2,1,1,2,1,10,1960-04-14
