UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
98LA01633,98,S2465,10,13,34,S7184,10,6.0,07,42,,,1,0,y,F,0413,103,8,5,2,11.5,1,1,S9578,10,13,43,,0,,,,,ENTR,,,GXE,J,1,,1,1,2,1,1,1.0,77,1,63,182,1,1998-04-13,0.033
98LA01634,98,S2465,10,13,34,S7184,10,6.0,07,42,,,1,0,y,F,0413,103,8,5,2,12.2,1,2,S9579,10,13,43,,0,,,,,,,,GXE,J,2,,0,0,0,1,1,1.0,82,1,60,182,1,1998-04-13,0.033
98LA01635,98,S2733,10,13,32,S6772,10,6.0,07,43,,,1,0,n,F,0413,103,8,4,2,11.4,1,1,S9583,10,13,07,6,103,14,A5204,+,,DEAD IN MUD,,,GXE,J,2,,0,0,0,1,0,0.5,0,,0,0,,1998-04-13,0.02
98LA01636,98,S2733,10,13,32,S6772,10,6.0,07,43,,,1,0,n,F,0413,103,8,4,2,9.1,1,1,S9582,10,13,07,,0,,,,"X,HUGE SW.BAG",,,,GXE,J,1,,1,1,2,1,1,1.0,69,,0,0,H,1998-04-13,0.02
98LA01637,98,S8103,10,11,e.1,S7044,10,1.0,07,43,,,5,0,y,R,0413,103,5,2,3,10.8,1,1,S9567,10,18,07,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,71,1,54,182,1,1998-04-13,0.04
98LA01638,98,S7049,10,11,12,S6691,10,2.0,07,07,,,1,0,n,R,0413,103,8,3,2,10.3,1,1,S9563,10,11,07,7,183,97,,,,,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,1,1998-04-13,0.071
98LA01639,98,S7049,10,11,12,S6691,10,2.0,07,07,,,1,0,n,R,0413,103,8,3,2,10.4,1,1,S9564,10,11,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,75,1,54,182,1,1998-04-13,0.071
98LA01640,98,S7837,10,11,e.2,S7125,10,1.0,43,43,,,5,0,y,R,0413,103,5,2,2,9.7,1,1,S9575,10,18,43,,0,,,,,HAIRY,,,,J,1,,1,1,1,1,1,1.0,83,1,58,182,1,1998-04-13,0.052
98LA01641,98,T3792,44,42,882,T5484,44,5.0,02,02,,,2,2,y,C,0413,103,8,2,3,10.6,1,1,T6561,44,42,02,3,104,93,,8,,4TEATS,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-04-13,0.07
98LA01642,98,T3792,44,42,882,T5484,44,5.0,02,02,,,2,2,y,C,0413,103,8,2,3,10.6,1,1,T6560,44,42,02,,0,,,,"X,BAG,TEATS",,,,,J,1,,1,1,2,1,1,1.0,80,1,63,182,1,1998-04-13,0.07
98LA01643,98,T4680,44,41,412,T5562,44,3.0,02,02,,,2,2,n,M,0413,103,8,2,1,11.8,1,1,T6559,44,41,02,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,96,1,67,182,1,1998-04-13,0.059
98LA01644,98,T4680,44,41,412,T5562,44,3.0,02,02,,,2,2,n,M,0413,103,8,2,3,10.6,1,1,T6558,44,41,02,3,104,93,,8,SM.BAG 2MILK,1CRYPTORCHID,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1998-04-13,0.059
98LA01645,98,T5376,44,41,411,T5252,44,2.0,02,02,,,2,2,n,M,0413,103,5,3,1,15.2,1,1,T6554,44,41,02,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,101,1,70,182,1,1998-04-13,0.084
98LA01646,98,T5666,44,41,411,T5252,44,2.0,02,02,,,2,2,n,M,0413,103,5,3,1,14.5,1,1,T6553,44,41,02,,0,,,,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,113,1,86,182,1,1998-04-13,0.076
98LA01647,98,T5289,44,41,414,T5525,44,2.0,02,02,,,2,2,n,M,0413,103,0,0,,0.0,,,,,41,02,0,0,,,,"CSEC,DOWNER",,,,,V,1,,1,1,1,0,0,0.0,0,,0,0,,1998-04-13,0.0
98LA01648,98,T5841,44,41,e.4,T5505,44,1.0,02,02,,,5,2,y,M,0413,103,5,1,2,6.0,1,1,T6555,44,48,02,3,104,93,,8,TINY BAG,"GOITER,WEAK",,,,J,1,,1,1,1,1,0,0.0,0,,0,0,,1998-04-13,0.024
98LA01649,98,T2110,44,41,411,T5252,44,7.0,02,02,,,2,2,n,M,0413,103,8,2,2,11.1,1,1,T6557,44,41,02,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,87,1,66,182,1,1998-04-13,0.072
98LA01650,98,T2110,44,41,411,T5252,44,7.0,02,02,,,2,2,n,M,0413,103,8,2,2,12.0,1,1,T6556,44,41,02,,0,,,,FIBERBAG,,,,,J,1,,1,1,2,1,1,1.0,95,1,67,182,1,1998-04-13,0.072
98LA01651,98,Z3301,81,97,972,Z3228,81,3.0,97,97,,,1,0,n,.,0413,103,9,4,1,12.1,6,1,Z4818,81,97,97,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,93,,0,0,B,1998-04-13,0.059
98LA01652,98,Z3301,81,97,972,Z3228,81,3.0,97,97,,,1,0,n,.,0413,103,9,4,1,8.5,6,1,Z4819,81,97,97,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,73,,0,0,B,1998-04-13,0.059
98LA01653,98,Z3301,81,97,972,Z3228,81,3.0,97,97,,,1,0,n,.,0413,103,9,4,2,8.0,6,1,Z4820,81,97,97,6,104,67,,,,"GOITER,WEAK",,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1998-04-13,0.059
98LA01654,98,Z3600,81,97,971,Z3246,81,2.0,97,97,,,1,0,n,.,0413,103,5,4,1,12.9,6,1,Z4823,81,97,97,,0,,,,TIGHT BAG,ENTR,,,,J,1,,1,1,1,1,1,1.0,98,,0,0,B,1998-04-13,0.056
98LA01655,98,Z4114,81,ch,AI,00000,97,1.0,31,97,,,5,2,n,h,0413,103,5,3,2,11.5,5,1,Z4826,81,00,81,,0,,,,,,,,,J,1,2,1,1,1,1,1,1.0,96,,0,0,4,1998-04-13,0.0
98LA01656,98,Z2365,81,97,971,Z3246,81,5.0,97,97,,,1,0,n,.,0413,103,8,5,1,14.1,6,2,Z4824,81,97,97,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,94,,0,0,B,1998-04-13,0.035
98LA01657,98,Z2365,81,97,971,Z3246,81,5.0,97,97,,,1,0,n,.,0413,103,8,5,2,12.2,6,1,Z4825,81,97,97,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,89,,0,0,B,1998-04-13,0.035
98LA01658,98,K8081,63,60,06,K9001,63,3.0,06,06,,,1,0,y,M,,0,,,,0.0,,,,,60,06,,0,,A5179,+,GRAFT ONLY,GRAFT ONLY,,,GXE,J,G,,0,0,0,0,0,0.5,0,,0,0,,,0.039
98LA01659,98,A1099,04,ch,AI,00000,97,4.0,30,97,,,A,2,n,h,0413,103,8,4,1,14.2,5,1,Z4833,81,00,80,,0,,,,,,,,,J,2,2,0,0,0,1,1,1.0,125,,0,0,4,1998-04-13,0.0
98LA01660,98,A1099,04,ch,AI,00000,97,4.0,30,97,,,A,2,n,h,0413,103,8,4,2,13.0,5,1,Z4832,81,00,80,,0,,,,SUCK1SIDE,,,,,J,1,2,1,1,2,1,1,1.0,82,,0,0,U,1998-04-13,0.0
98LA01661,98,A1078,04,ch,AI,00000,97,4.0,31,97,,,A,2,n,h,0414,104,9,4,1,9.8,5,1,Z4836,81,00,81,,0,,,,,,,,,J,1,2,1,1,3,1,1,1.0,98,,0,0,4,1998-04-14,0.0
98LA01662,98,A1078,04,ch,AI,00000,97,4.0,31,97,,,A,2,n,h,0414,104,9,4,2,8.8,5,1,Z4838,81,00,81,,0,,,,,,,,,J,3,2,0,0,0,1,1,1.0,83,,0,0,U,1998-04-14,0.0
98LA01663,98,A1078,04,ch,AI,00000,97,4.0,31,97,,,A,2,n,h,0414,104,9,4,2,9.6,5,1,Z4837,81,00,81,3,105,93,,8,,,,,,J,2,2,0,0,0,1,0,0.0,0,,0,0,,1998-04-14,0.0
98LA01664,98,A1079,04,ch,AI,00000,97,4.0,31,97,,,A,2,n,h,0414,104,8,4,1,12.3,5,1,Z4845,81,00,81,,0,,,,LT @RIGHT,,,,,Y,1,2,1,1,2,1,1,1.0,113,,0,0,4,1998-04-14,0.0
98LA01665,98,A1079,04,ch,AI,00000,97,4.0,31,97,,,A,2,n,h,0414,104,8,4,2,12.0,5,1,Z4846,81,00,81,,0,,,,,,,,,Y,2,2,0,0,0,1,1,1.0,83,,0,0,U,1998-04-14,0.0
98LA01666,98,A1331,04,82,28,A3176,04,4.0,30,30,,,2,0,n,C,0414,104,3,4,1,8.1,1,1,A5229,04,82,30,,0,,,,,,,,GXE,Y,3,,0,0,0,1,1,1.0,74,1,50,182,1,1998-04-14,0.067
98LA01667,98,A1331,04,82,28,A3176,04,4.0,30,30,,,2,0,n,C,0414,104,3,4,1,7.4,1,1,A5230,04,82,30,,0,,,,,,,,GXE,Y,4,,0,0,0,1,1,1.0,77,1,53,182,1,1998-04-14,0.067
98LA01668,98,A1331,04,82,28,A3176,04,4.0,30,30,,,2,0,n,C,0414,104,3,4,3,6.3,1,1,A5227,04,82,30,3,105,93,,8,Quint IN 1998,,,,GXE,Y,1,,1,1,5,1,0,0.0,0,,0,0,,1998-04-14,0.067
98LA01669,98,A1331,04,82,28,A3176,04,4.0,30,30,,,2,0,n,C,0414,104,3,4,2,6.3,1,5,A5231,04,82,30,,0,,,,,JAW5,,,GXE,Y,5,,0,0,0,1,1,1.0,52,1,34,182,1,1998-04-14,0.067
98LA01670,98,A1331,04,82,28,A3176,04,4.0,30,30,,,2,0,n,C,0414,104,3,4,2,6.2,1,1,A5228,04,82,30,3,105,93,,8,,,,,GXE,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1998-04-14,0.067
98LA01671,98,A0129,04,81,02,A3480,04,5.0,30,30,,,2,0,n,M,0414,104,8,4,1,9.4,1,1,A5215,04,81,30,,0,,,,,,,,GXE,J,2,,0,0,0,1,1,1.0,78,1,57,183,2,1998-04-14,0.067
98LA01672,98,A0129,04,81,02,A3480,04,5.0,30,30,,,2,0,n,M,0414,104,8,4,2,10.3,1,1,A5214,04,81,30,,0,,,,,,,,GXE,J,1,,1,1,2,1,1,1.0,79,1,60,183,2,1998-04-14,0.067
98LA01673,98,A0956,04,ch,AI,00000,97,4.0,30,97,,,A,2,n,h,0414,104,8,4,1,13.1,5,1,Z4847,81,00,80,,0,,,,,,,,,Y,1,2,1,1,2,1,1,1.0,105,,0,0,4,1998-04-14,0.0
98LA01674,98,A0956,04,ch,AI,00000,97,4.0,30,97,,,A,2,n,h,0414,104,8,4,2,13.0,5,1,Z4848,81,00,80,,0,,,,,,,,,Y,2,2,0,0,0,1,1,1.0,88,,0,0,4,1998-04-14,0.0
98LA01675,98,A3187,04,82,28,A3176,04,2.0,30,30,,,2,0,n,C,0414,104,8,4,1,8.5,1,1,A5223,04,82,30,,0,,,,,,,,GXE,Y,1,,1,1,2,1,1,1.0,73,1,54,182,1,1998-04-14,0.077
98LA01676,98,A3187,04,82,28,A3176,04,2.0,30,30,,,2,0,n,C,0414,104,8,4,2,9.3,1,1,A5224,04,82,30,,0,,,,,,,,GXE,Y,2,,0,0,0,1,1,1.0,77,1,55,182,1,1998-04-14,0.077
98LA01677,98,A3264,04,ch,AI,00000,97,2.0,32,97,,,A,2,n,h,0414,104,8,2,1,11.0,5,1,Z4834,81,00,82,,0,,,,,,,,,J,1,2,1,1,2,1,1,1.0,78,,0,0,4,1998-04-14,0.0
98LA01678,98,A3264,04,ch,AI,00000,97,2.0,32,97,,,A,2,n,h,0414,104,8,2,1,10.0,5,1,Z4835,81,00,82,,0,,,,,,,,,J,2,2,0,0,0,1,1,1.0,67,,0,0,4,1998-04-14,0.0
98LA01679,98,A3297,04,81,02,A3480,04,2.0,30,30,,,2,0,n,M,0414,104,9,2,1,8.0,1,1,A5208,04,81,30,,0,,,,,,,,GXE,J,2,,0,0,0,1,1,1.0,78,1,55,183,2,1998-04-14,0.075
98LA01680,98,A3297,04,81,02,A3480,04,2.0,30,30,,,2,0,n,M,0414,104,9,2,3,9.2,1,1,A5207,04,81,30,3,105,93,,8,,HAIRY,,,GXE,J,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.075
98LA01681,98,A3297,04,81,02,A3480,04,2.0,30,30,,,2,0,n,M,0414,104,9,2,2,8.7,1,1,A5209,04,81,30,,0,,,,,,,,GXE,J,3,,0,0,0,1,1,1.0,71,1,53,183,2,1998-04-14,0.075
98LA01682,98,A3881,04,73,741,A3760,04,1.5,30,30,,,2,6,y,M,0414,104,9,3,3,9.4,1,1,A5216,04,73,30,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,80,1,59,183,2,1998-04-14,0.05
98LA01683,98,A3881,04,73,741,A3760,04,1.5,30,30,,,2,6,y,M,0414,104,9,3,3,9.5,1,1,A5218,04,73,30,,0,,T3876,-,,,,,,J,3,,0,0,0,1,1,0.5,62,0,47,183,2,1998-04-14,0.05
98LA01684,98,A3881,04,73,741,A3760,04,1.5,30,30,,,2,6,y,M,0414,104,9,3,2,8.3,1,1,A5217,04,73,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,76,1,55,183,2,1998-04-14,0.05
98LA01685,98,A3789,04,73,742,A3777,04,1.5,30,30,,,2,6,y,M,0414,104,8,3,3,9.0,1,1,A5225,04,73,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,78,1,54,182,1,1998-04-14,0.034
98LA01686,98,A3789,04,73,742,A3777,04,1.5,30,30,,,2,6,y,M,0414,104,8,3,2,8.5,1,1,A5226,04,73,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,74,1,53,182,1,1998-04-14,0.034
98LA01687,98,A4175,04,00,e.-,00000,63,1.0,71,06,,,5,0,y,F,0414,104,8,2,3,11.0,1,1,A5221,04,00,76,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,75,1,54,182,1,1998-04-14,0.0
98LA01688,98,A4175,04,00,e.-,00000,63,1.0,71,06,,,5,0,y,F,0414,104,8,2,2,9.9,1,1,A5222,04,00,76,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,73,1,51,182,1,1998-04-14,0.0
98LA01689,98,A4458,04,81,e.-,00000,63,1.0,30,06,,,5,0,y,M,0414,104,5,2,2,8.0,1,1,A5234,04,00,33,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,85,1,62,182,1,1998-04-14,0.0
98LA01690,98,A4282,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0414,104,8,2,1,9.3,1,1,A5220,04,00,33,6,104,29,,,,FREAK HEAD,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-04-14,0.0
98LA01691,98,A4282,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0414,104,8,2,2,8.9,1,1,A5219,04,00,33,,0,,,,,HAIRY,,,,J,1,,1,1,2,1,1,1.0,89,1,65,183,2,1998-04-14,0.0
98LA01692,98,A4278,04,00,e.-,00000,63,1.0,71,06,,,5,0,y,F,0414,104,5,2,3,8.2,1,1,A5213,04,00,76,,0,,,,,GOITER,,,,J,1,,1,1,1,1,1,1.0,75,1,50,183,2,1998-04-14,0.0
98LA01693,98,A2202,04,82,28,A3176,04,3.0,30,30,,,2,0,n,C,0414,104,9,3,3,8.3,1,1,A5210,04,82,30,3,105,93,,8,,,,,GXE,J,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.068
98LA01694,98,A2202,04,82,28,A3176,04,3.0,30,30,,,2,0,n,C,0414,104,9,3,2,8.2,1,1,A5212,04,82,30,,0,,,,,4TEATS,,,GXE,J,3,,0,0,0,1,1,1.0,80,1,54,182,1,1998-04-14,0.068
98LA01695,98,A2202,04,82,28,A3176,04,3.0,30,30,,,2,0,n,C,0414,104,9,3,2,8.9,1,1,A5211,04,82,30,,0,,,,,4TEATS,,,GXE,J,2,,0,0,0,1,1,1.0,75,1,53,182,1,1998-04-14,0.068
98LA01696,98,A2807,04,ch,AI,00000,97,2.0,31,97,,,A,2,n,h,0414,104,8,3,2,10.7,5,1,Z4844,81,00,81,,0,,,,,,,,,J,2,2,0,0,0,1,1,1.0,83,,0,0,U,1998-04-14,0.0
98LA01697,98,A2807,04,ch,AI,00000,97,2.0,31,97,,,A,2,n,h,0414,104,8,3,2,12.5,5,1,Z4843,81,00,81,,0,,,,,,,,,J,1,2,1,1,2,1,1,1.0,98,,0,0,4,1998-04-14,0.0
98LA01698,98,A2905,04,ch,AI,00000,97,2.0,00,97,,,A,2,n,h,0414,104,8,4,2,10.5,5,1,Z4849,81,00,00,,0,,,,,,,,,Y,1,2,1,1,2,1,1,1.0,67,,0,0,4,1998-04-14,0.0
98LA01699,98,A2905,04,ch,AI,00000,97,2.0,00,97,,,A,2,n,h,0414,104,8,4,2,9.7,5,1,Z4850,81,00,00,,0,,,,,,,,,Y,2,2,0,0,0,1,1,1.0,69,,0,0,4,1998-04-14,0.0
98LA01700,98,K5891,63,60,53,K9286,63,6.0,06,05,NN,CC,1,0,y,H,0414,104,8,3,2,11.2,1,1,K0453,64,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,89,1,58,182,1,1998-04-14,0.024
98LA01701,98,K5891,63,60,53,K9286,63,6.0,06,05,NN,CC,1,0,y,H,0414,104,8,3,2,8.7,1,1,K0452,64,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,77,1,56,182,1,1998-04-14,0.024
98LA01702,98,K5917,63,61,01,K8901,63,6.0,06,06,,,1,0,n,R,0414,104,9,3,2,10.0,1,1,K0438,64,61,06,3,105,93,,8,,,,,GXE,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.034
98LA01703,98,K5917,63,61,01,K8901,63,6.0,06,06,,,1,0,n,R,0414,104,9,3,2,12.3,1,1,K0439,64,61,06,,0,,,,,4TEATS,,,GXE,Y,2,,0,0,0,1,1,1.0,76,1,58,182,1,1998-04-14,0.034
98LA01704,98,K5917,63,61,01,K8901,63,6.0,06,06,,,1,0,n,R,0414,104,9,3,2,12.8,1,1,K0440,64,61,06,,0,,,,,4TEATS,,,GXE,Y,3,,0,0,0,1,1,1.0,84,1,57,182,1,1998-04-14,0.034
98LA01705,98,K5972,63,60,01,K8901,63,6.0,06,06,,,1,0,n,M,0414,104,9,3,1,11.0,1,1,K0445,64,60,06,,0,,,,,,,,GXE,Y,3,,0,0,0,1,1,1.0,90,1,58,182,1,1998-04-14,0.039
98LA01706,98,K5972,63,60,01,K8901,63,6.0,06,06,,,1,0,n,M,0414,104,9,3,2,10.7,1,1,K0444,64,60,06,,0,,,,,4TEATS,,,GXE,Y,2,,0,0,0,1,1,1.0,99,1,67,182,1,1998-04-14,0.039
98LA01707,98,K5972,63,60,01,K8901,63,6.0,06,06,,,1,0,n,M,0414,104,9,3,2,9.2,1,1,K0443,64,60,06,3,105,93,,8,,4TEATS,,,GXE,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.039
98LA01708,98,K6990,63,00,52,K8762,63,5.0,05,05,CN,CC,1,0,n,H,0414,104,8,5,2,13.3,1,1,K0441,64,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,104,1,72,182,1,1998-04-14,0.013
98LA01709,98,K6990,63,00,52,K8762,63,5.0,05,05,CN,CC,1,0,n,H,0414,104,8,5,2,13.6,1,1,K0442,64,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,97,1,69,182,1,1998-04-14,0.013
98LA01710,98,K8601,63,61,02,K8624,63,2.0,06,06,,,1,0,n,R,0414,104,5,3,2,11.7,1,1,K0437,64,61,06,,0,,,,,,,,GXE,J,1,,1,1,1,1,1,1.0,103,1,72,182,1,1998-04-14,0.056
98LA01711,98,K8243,63,62,05,K8711,63,3.0,06,06,,,1,0,n,C,0414,104,9,3,1,10.8,1,1,K0457,64,62,06,,0,,,,,,,,GXE,Y,3,,0,0,0,1,1,1.0,102,1,72,182,1,1998-04-14,0.058
98LA01712,98,K8243,63,62,05,K8711,63,3.0,06,06,,,1,0,n,C,0414,104,9,3,3,6.8,1,1,K0455,64,62,06,3,105,93,,8,,,,,GXE,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.058
98LA01713,98,K8243,63,62,05,K8711,63,3.0,06,06,,,1,0,n,C,0414,104,9,3,2,8.3,1,1,K0456,64,62,06,,0,,,,,,,,GXE,Y,2,,0,0,0,1,1,1.0,80,1,59,182,1,1998-04-14,0.058
98LA01714,98,K8946,63,00,51,K8596,63,2.0,05,05,CC,CC,1,0,n,H,0414,104,5,3,2,13.6,1,1,K0448,64,00,05,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,96,1,72,182,1,1998-04-14,0.024
98LA01715,98,K9077,63,00,51,K8596,63,2.0,05,05,CC,CC,1,0,n,H,0414,104,5,3,3,15.8,2,1,K0454,64,00,05,,0,,,,,BLK.DOT R.RIB,,,,Y,1,,1,1,1,1,1,1.0,108,1,78,182,1,1998-04-14,0.011
98LA01716,98,K7263,63,60,04,K8723,63,4.0,06,06,,,1,0,n,M,0414,104,8,4,2,13.0,1,1,K0431,64,60,06,,0,,,,GOOD EWE,,,,GXE,J,1,,1,1,2,1,1,1.0,94,1,69,182,1,1998-04-14,0.042
98LA01717,98,K7263,63,60,04,K8723,63,4.0,06,06,,,1,0,n,M,0414,104,8,4,2,13.8,1,1,K0432,64,60,06,,0,,,,,,,,GXE,J,2,,0,0,0,1,1,1.0,94,1,70,182,1,1998-04-14,0.042
98LA01718,98,K7284,63,61,04,K8723,63,4.0,06,06,,,1,0,n,R,0414,104,9,2,3,9.1,1,1,K0449,64,61,06,3,105,93,,8,FIBERY?,,,,GXE,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.039
98LA01719,98,K7284,63,61,04,K8723,63,4.0,06,06,,,1,0,n,R,0414,104,9,2,2,10.0,1,1,K0450,64,61,06,,0,,,,,,,,GXE,Y,2,,0,0,0,1,1,1.0,90,1,59,182,1,1998-04-14,0.039
98LA01720,98,K7284,63,61,04,K8723,63,4.0,06,06,,,1,0,n,R,0414,104,9,2,2,10.7,1,1,K0451,64,61,06,,0,,,9,,,,,GXE,Y,3,,0,0,0,1,1,1.0,90,1,65,182,1,1998-04-14,0.039
98LA01721,98,K7743,63,60,01,K8901,63,3.0,06,06,,,1,0,n,M,0414,104,8,4,1,14.2,1,1,K0433,64,60,06,,0,,,,,4TEATS,,,GXE,J,1,,1,1,2,1,1,1.0,102,1,70,182,1,1998-04-14,0.055
98LA01722,98,K7743,63,60,01,K8901,63,3.0,06,06,,,1,0,n,M,0414,104,8,4,2,12.4,1,1,K0434,64,60,06,,0,,,,,4TEATS,,,GXE,J,2,,0,0,0,1,1,1.0,85,1,58,182,1,1998-04-14,0.055
98LA01723,98,K7794,63,62,53,K9286,63,3.0,06,05,NN,CC,1,0,y,H,0414,104,8,4,3,11.2,1,2,K0447,64,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,88,1,49,182,1,1998-04-14,0.018
98LA01724,98,K7794,63,62,53,K9286,63,3.0,06,05,NN,CC,1,0,y,H,0414,104,8,4,2,10.5,1,1,K0446,64,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,92,1,64,182,1,1998-04-14,0.018
98LA01725,98,L5263,03,81,02,A3480,04,8.0,30,30,,,2,0,n,M,0413,103,8,4,1,8.5,1,1,A5205,04,81,30,,0,,,,,,,,GXE,J,1,,1,1,2,1,1,1.0,78,1,53,182,1,1998-04-13,0.082
98LA01726,98,L5263,03,81,02,A3480,04,8.0,30,30,,,2,0,n,M,0413,103,8,4,1,9.7,1,1,A5206,04,81,30,,0,,,,,,,,GXE,J,2,,0,0,0,1,1,1.0,76,1,52,182,1,1998-04-13,0.082
98LA01727,98,L7144,03,81,01,A3444,04,7.0,30,30,,,2,0,n,M,0414,104,8,4,1,10.5,1,1,A5233,04,81,30,,0,,,,,PINK,,,GXE,Y,2,,0,0,0,1,1,1.0,85,1,62,182,1,1998-04-14,0.088
98LA01728,98,L7144,03,81,01,A3444,04,7.0,30,30,,,2,0,n,M,0414,104,8,4,1,8.7,1,1,A5232,04,81,30,,0,,,,,,,,GXE,Y,1,,1,1,2,1,1,1.0,89,1,62,182,1,1998-04-14,0.088
98LA01729,98,S1396,10,10,21,S7529,10,7.0,07,42,,,1,0,n,M,0414,104,9,3,2,11.2,1,1,S9629,10,10,43,,0,,,,,HAIRY,,,,Y,2,,0,0,0,1,1,1.0,96,1,71,183,2,1998-04-14,0.028
98LA01730,98,S1396,10,10,21,S7529,10,7.0,07,42,,,1,0,n,M,0414,104,9,3,2,11.9,1,1,S9630,10,10,43,,0,,S4737,-,,,,,,Y,3,,0,0,0,1,1,0.5,87,0,67,182,1,1998-04-14,0.028
98LA01731,98,S1396,10,10,21,S7529,10,7.0,07,42,,,1,0,n,M,0414,104,9,3,2,8.5,1,1,S9628,10,10,43,6,105,46,S9496,+,,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-14,0.028
98LA01732,98,S3558,10,00,52,K8762,63,5.0,08,05,CN,CC,1,0,n,H,0414,104,8,3,1,14.2,1,1,K0435,64,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,87,1,62,183,2,1998-04-14,0.0
98LA01733,98,S3558,10,00,52,K8762,63,5.0,08,05,CN,CC,1,0,n,H,0414,104,8,3,2,13.1,1,1,K0436,64,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,78,1,58,183,2,1998-04-14,0.0
98LA01734,98,S3773,10,10,22,S7003,10,5.0,43,07,,,1,0,y,M,0414,104,9,1,3,9.1,1,1,S9607,10,10,07,,0,,,,THIN RACK,,,,,J,1,,1,1,3,1,1,1.0,76,1,61,182,1,1998-04-14,0.011
98LA01735,98,S3773,10,10,22,S7003,10,5.0,43,07,,,1,0,y,M,0414,104,9,1,2,5.6,1,1,S9609,10,10,07,3,105,93,,8,,RAT,,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1998-04-14,0.011
98LA01736,98,S3773,10,10,22,S7003,10,5.0,43,07,,,1,0,y,M,0414,104,9,1,2,6.3,1,1,S9608,10,10,07,3,105,93,,8,,HAIRY,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-04-14,0.011
98LA01737,98,S4898,10,11,12,S6691,10,4.0,07,07,,,1,0,y,R,0413,103,9,2,3,9.3,1,1,S9591,10,11,07,3,106,93,,8,,ENTR,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-04-13,0.059
98LA01738,98,S4898,10,11,12,S6691,10,4.0,07,07,,,1,0,y,R,0413,103,9,2,2,10.8,1,1,S9592,10,11,07,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,72,1,55,183,2,1998-04-13,0.059
98LA01739,98,S4898,10,11,12,S6691,10,4.0,07,07,,,1,0,y,R,0413,103,9,2,2,8.0,1,1,S9590,10,11,07,3,104,93,,8,?UDDER,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1998-04-13,0.059
