UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
98LA00001,98,A1236,04,ch,AI,A0356,04,4.0,30,30,,,A,2,n,h,0325,84,8,3,2,11.3,1,1,Z4649,81,ch,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,61,,0,0,4,1998-03-25,0.035
98LA00002,98,A1236,04,ch,AI,A0356,04,4.0,30,30,,,A,2,n,h,0325,84,8,3,2,9.8,1,1,Z4650,81,ch,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,92,,0,0,4,1998-03-25,0.035
98LA00003,98,A3098,04,ch,AI,A0356,04,2.0,00,30,,,A,2,n,h,0326,85,5,3,1,12.0,1,1,Z4661,81,ch,00,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,93,,0,0,4,1998-03-26,0.008
98LA00004,98,A3632,04,ch,AI,A0484,04,2.0,31,30,,,A,2,n,h,0327,86,5,2,1,11.6,1,1,Z4667,81,ch,34,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,104,,0,0,4,1998-03-27,0.021
98LA00005,98,A3231,04,ch,AI,A0356,04,2.0,30,30,,,A,2,n,h,0326,85,5,2,1,9.8,1,1,Z4659,81,ch,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,89,,0,0,4,1998-03-26,0.037
98LA00006,98,A4224,04,00,e.-,00000,63,1.0,71,06,,,5,0,y,F,0322,81,2,0,,0.0,,,,,00,76,0,0,,,,"DEAD,DYSTOCIA",,,,,,1,,1,1,2,0,0,0.0,0,,0,0,,1998-03-22,0.0
98LA00007,98,A4224,04,00,e.-,00000,63,1.0,71,06,,,5,0,y,F,0322,81,2,0,,0.0,,,,,00,76,0,0,,,,,,,,,,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-22,0.0
98LA00008,98,A2326,04,ch,AI,A0484,04,3.0,31,30,,,A,2,n,h,0326,85,8,3,2,11.6,1,1,Z4664,81,ch,34,,0,,,,,BRN.LEGS,,,,J,2,,0,0,0,1,1,1.0,88,,0,0,4,1998-03-26,0.015
98LA00009,98,A2326,04,ch,AI,A0484,04,3.0,31,30,,,A,2,n,h,0326,85,8,3,2,9.5,1,1,Z4663,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,82,,0,0,4,1998-03-26,0.015
98LA00010,98,A2414,04,ch,AI,A0484,04,3.0,31,30,,,A,2,n,h,0327,86,8,3,2,11.5,1,1,Z4665,81,ch,34,,0,,,,SUCK1SIDE,,,,,J,1,,1,1,2,1,1,1.0,74,,0,0,4,1998-03-27,0.015
98LA00011,98,A2414,04,ch,AI,A0484,04,3.0,31,30,,,A,2,n,h,0327,86,8,3,2,10.3,1,1,Z4666,81,ch,34,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,81,,0,0,4,1998-03-27,0.015
98LA00012,98,A2471,04,ch,AI,A0356,04,3.0,31,30,,,A,2,n,h,0327,86,8,3,1,9.8,1,1,Z4668,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,88,,0,0,4,1998-03-27,0.02
98LA00013,98,A2471,04,ch,AI,A0356,04,3.0,31,30,,,A,2,n,h,0327,86,8,3,2,8.7,1,1,Z4669,81,ch,34,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,80,,0,0,4,1998-03-27,0.02
98LA00014,98,K6189,63,61,53,K9286,63,6.0,06,05,NN,CC,1,0,y,H,0313,72,0,0,,0.0,,,,,00,05,0,0,,,,,,,,,,1,,1,1,1,0,0,0.0,0,,0,0,,1998-03-13,0.0
98LA00015,98,K6362,63,60,04,K8723,63,6.0,06,06,,,1,0,n,M,0323,82,7,4,1,9.0,1,1,,,60,06,1,0,44,,,,,,,GXE,J,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-23,0.028
98LA00016,98,K6362,63,60,04,K8723,63,6.0,06,06,,,1,0,n,M,0323,82,7,4,3,9.2,1,1,K9996,63,60,06,,0,,,,MASTITIS TRT.,,,,GXE,J,1,,1,1,2,1,1,1.0,95,1,89,182,1,1998-03-23,0.028
98LA00017,98,K7473,63,62,05,K8711,63,4.0,06,06,,,1,0,y,C,0325,84,0,0,,0.0,,,,,62,06,0,0,,,,,BLOB,,,GXE,J,1,,1,1,1,0,0,0.0,0,,0,0,,1998-03-25,0.0
98LA00018,98,K7579,63,00,51,K8596,63,4.0,05,05,CN,CC,1,0,n,H,0326,85,4,3,1,10.3,1,1,K9998,63,00,05,1,0,44,Z4711,+,,,,,,J,2,,0,0,0,0,0,0.5,0,,0,0,,1998-03-26,0.016
98LA00019,98,K7579,63,00,51,K8596,63,4.0,05,05,CN,CC,1,0,n,H,0326,85,4,3,1,10.4,1,1,K9997,63,00,05,1,0,44,S8989,+,,,,,,J,1,,1,1,2,0,0,0.0,0,,0,0,,1998-03-26,0.016
98LA00020,98,K7650,63,61,54,K8349,63,4.0,06,05,NN,CC,1,0,y,H,0320,79,2,0,,0.0,,,,,00,05,0,0,,,,"X,DOWNER",,,,,,1,,1,1,2,0,0,0.0,0,,0,0,,1998-03-20,0.0
98LA00021,98,K7650,63,61,54,K8349,63,4.0,06,05,NN,CC,1,0,y,H,0320,79,2,0,,0.0,,,,,00,05,0,0,,,,,,,,,,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-20,0.0
98LA00022,98,S4710,10,10,22,S7003,10,4.0,07,07,,,1,0,n,M,0312,71,9,0,,0.0,,,,,10,07,0,0,,,,,,,,,,1,,1,1,3,0,0,0.0,0,,0,0,,1998-03-12,0.0
98LA00023,98,S4710,10,10,22,S7003,10,4.0,07,07,,,1,0,n,M,0312,71,9,0,,0.0,,,,,10,07,0,0,,,,,,,,,,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-12,0.0
98LA00024,98,S4710,10,10,22,S7003,10,4.0,07,07,,,1,0,n,M,0312,71,9,0,,0.0,,,,,10,07,0,0,,,,,,,,,,3,,0,0,0,0,0,0.0,0,,0,0,,1998-03-12,0.0
98LA00025,98,S4703,10,12,81,S6729,10,4.0,07,07,,,1,0,n,C,0324,83,8,3,3,6.6,1,1,S8987,10,12,07,3,90,93,,8,,"WEAK,IMM",,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-03-24,0.032
98LA00026,98,S4703,10,12,81,S6729,10,4.0,07,07,,,1,0,n,C,0324,83,8,3,2,7.5,1,1,S8986,10,12,07,,0,,,,,"WEAK,IMM",,,,J,1,,1,1,2,1,1,1.0,54,,0,0,S,1998-03-24,0.032
98LA00027,98,S5041,10,11,13,S6877,10,4.0,07,07,,,1,0,n,R,0326,85,9,0,1,9.0,1,1,,,11,07,1,0,44,,,HYDROPS CSEC,,,,,V,1,,1,1,3,0,0,0.0,0,,0,0,,1998-03-26,0.0
98LA00028,98,S5041,10,11,13,S6877,10,4.0,07,07,,,1,0,n,R,0326,85,9,0,1,9.0,1,1,,,11,07,1,0,44,,,,,,,,V,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-26,0.0
98LA00029,98,S5041,10,11,13,S6877,10,4.0,07,07,,,1,0,n,R,0326,85,9,0,2,8.0,1,1,,,11,07,1,0,44,,,,,,,,V,3,,0,0,0,0,0,0.0,0,,0,0,,1998-03-26,0.0
98LA00030,98,S5096,10,12,82,S6751,10,4.0,07,43,,,1,0,n,C,0326,85,6,3,2,5.0,1,1,S8991,10,12,07,0,0,,,,,"DAB,IMM",,,,J,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-26,0.028
98LA00031,98,S5096,10,12,82,S6751,10,4.0,07,43,,,1,0,n,C,0326,85,6,3,2,5.5,1,1,S8990,10,12,07,6,85,27,Z4692,+,,"DEAD,IMM",,,,J,1,,1,1,2,1,0,0.5,0,,0,0,,1998-03-26,0.028
98LA00032,98,S5540,10,11,11,S7282,10,3.0,07,07,,,1,0,n,R,0326,85,4,0,1,9.5,1,1,,,11,07,1,0,44,,,"DEAD,DROPLOT",,,,,V,1,,1,1,2,0,0,0.0,0,,0,0,,1998-03-26,0.0
98LA00033,98,S5540,10,11,11,S7282,10,3.0,07,07,,,1,0,n,R,0326,85,4,0,2,9.5,1,1,,,11,07,1,0,44,,,,,,,,V,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-26,0.0
98LA00034,98,S5778,10,11,14,S6976,10,3.0,07,07,,,1,0,n,R,0326,85,9,3,3,7.0,1,1,S8989,10,11,07,6,90,67,K7579,-,,WEAK,,,,J,2,,0,0,0,1,0,0.0,0,0,0,0,,1998-03-26,0.055
98LA00035,98,S5778,10,11,14,S6976,10,3.0,07,07,,,1,0,n,R,0326,85,9,3,2,8.0,1,1,,,11,07,1,0,44,,,,,,,,J,3,,0,0,0,0,0,0.0,0,,0,0,,1998-03-26,0.055
98LA00036,98,S5778,10,11,14,S6976,10,3.0,07,07,,,1,0,n,R,0326,85,9,3,2,7.7,1,1,S8988,10,11,07,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,70,1,60,182,1,1998-03-26,0.055
98LA00037,98,S2806,10,12,84,S7065,10,6.0,07,07,,,1,0,n,C,0327,86,9,0,2,7.0,1,1,,,12,07,0,0,,,,"HYDROPS,DEAD",,,,,V,1,,1,1,3,0,0,0.0,0,,0,0,,1998-03-27,0.0
98LA00038,98,S7148,10,11,14,S6976,10,2.0,07,07,,,1,0,n,R,0327,86,8,3,1,8.0,1,1,S8992,10,11,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,63,1,50,182,1,1998-03-27,0.062
98LA00039,98,S7148,10,11,14,S6976,10,2.0,07,07,,,1,0,n,R,0327,86,8,3,2,7.6,1,1,S8993,10,11,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,61,1,51,182,1,1998-03-27,0.062
98LA00040,98,S7626,10,10,22,S7003,10,2.0,07,07,,,1,0,n,M,0322,81,0,0,,0.0,,,,,10,07,0,0,,,,,,,,,,1,,1,1,1,0,0,0.0,0,,0,0,,1998-03-22,0.0
98LA00041,98,T3168,44,48,41T,91358,00,6.0,02,02,,,A,I,n,I,0326,85,5,3,1,10.5,1,1,T6424,44,ID,02,,0,,Z4653,+,,,,,McR,J,1,,1,1,1,1,1,1.5,77,1,58,182,1,1998-03-26,0.0
98LA00042,98,T4100,44,48,41T,91358,00,5.0,02,02,,,A,I,n,I,0325,84,8,3,1,11.9,1,1,T6422,44,ID,02,,0,,,,,,,,McR,J,1,,1,1,2,1,1,1.0,84,1,71,182,1,1998-03-25,0.0
98LA00043,98,T4100,44,48,41T,91358,00,5.0,02,02,,,A,I,n,I,0325,84,8,3,2,12.0,1,1,T6423,44,ID,02,,0,,,,,,,,McR,J,2,,0,0,0,1,1,1.0,86,1,70,182,1,1998-03-25,0.0
98LA00044,98,T4861,44,ch,AI,A0484,04,3.0,32,30,,,A,2,n,h,0325,84,9,3,1,11.0,1,1,Z4652,81,ch,35,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,74,,0,0,4,1998-03-25,0.018
98LA00045,98,T4861,44,ch,AI,A0484,04,3.0,32,30,,,A,2,n,h,0325,84,9,3,1,8.7,1,1,Z4651,81,ch,35,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,76,,0,0,4,1998-03-25,0.018
98LA00046,98,T4861,44,ch,AI,A0484,04,3.0,32,30,,,A,2,n,h,0325,84,9,3,2,8.5,1,1,Z4653,81,ch,35,,0,,T3168,-,,,,,,J,3,,0,0,0,1,1,0.5,65,0,56,182,1,1998-03-25,0.018
98LA00047,98,T5557,44,ID,41T,91358,00,2.0,02,02,,,A,I,n,I,0327,86,5,3,1,13.8,1,1,T6427,44,ID,02,,0,,,,,CR.FR.LEGS,,,McR,J,1,,1,1,1,1,1,1.0,118,1,96,182,1,1998-03-27,0.0
98LA00048,98,T5649,44,ID,42T,91358,00,2.0,02,02,,,A,I,n,I,0327,86,8,2,2,10.5,1,1,T6425,44,ID,02,,0,,,,,,,,McR,J,1,,1,1,2,1,1,1.0,67,1,58,182,1,1998-03-27,0.0
98LA00049,98,T5649,44,ID,42T,91358,00,2.0,02,02,,,A,I,n,I,0327,86,8,2,2,9.7,1,1,T6426,44,ID,02,,0,,,,,,,,McR,J,2,,0,0,0,1,1,1.0,66,1,58,182,1,1998-03-27,0.0
98LA00050,98,Z4131,81,ch,AI,A0356,04,1.0,00,30,,,5,2,n,h,0326,85,5,2,2,9.5,1,1,Z4657,81,ch,00,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,76,,0,0,4,1998-03-26,0.009
98LA00051,98,Z4129,81,ch,AI,A0484,04,1.0,34,30,,,5,2,n,h,0326,85,5,2,1,8.3,1,1,Z4662,81,ch,30,,0,,,,,HAIRY,,,,J,1,,1,1,1,1,1,1.0,80,,0,0,4,1998-03-26,0.27
98LA00052,98,Z4194,81,ch,AI,A0484,04,1.0,00,30,,,5,2,n,h,0325,84,5,2,1,10.7,1,1,Z4648,81,ch,00,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,95,,0,0,4,1998-03-25,0.015
98LA00053,98,Z4088,81,ch,AI,A0484,04,1.0,31,30,,,5,2,n,h,0325,84,5,2,2,10.4,1,1,Z4647,81,ch,34,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,86,,0,0,4,1998-03-25,0.016
98LA00054,98,Z4330,81,ch,AI,A0356,04,1.0,00,30,,,5,2,n,h,0326,85,5,2,1,9.8,1,1,Z4660,81,ch,00,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,88,,0,0,4,1998-03-26,0.008
98LA00055,98,Z4261,81,ch,AI,A0356,04,1.0,31,30,,,5,2,n,h,0326,85,5,2,2,7.9,1,1,Z4658,81,ch,34,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,60,,0,0,4,1998-03-26,0.257
98LA00056,98,Z4225,81,ch,AI,A0356,04,1.0,00,30,,,5,2,n,h,0325,84,5,3,2,11.5,1,1,Z4654,81,ch,00,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,93,,0,0,4,1998-03-25,0.025
98LA00057,98,Z4228,81,ch,AI,A0356,04,1.0,34,30,,,5,2,n,h,0325,84,8,2,1,8.7,1,1,Z4655,81,ch,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,92,,0,0,4,1998-03-25,0.016
98LA00058,98,Z4228,81,ch,AI,A0356,04,1.0,34,30,,,5,2,n,h,0325,84,8,2,2,4.8,1,1,Z4656,81,ch,30,3,86,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-03-25,0.016
98LA00059,98,A1169,04,ch,AI,A0356,04,4.0,31,30,,,A,2,n,h,0327,86,8,3,1,11.8,1,1,Z4674,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,99,,0,0,4,1998-03-27,0.018
98LA00060,98,A1169,04,ch,AI,A0356,04,4.0,31,30,,,A,2,n,h,0327,86,8,3,1,7.9,1,1,Z4675,81,ch,34,,0,,A4277,-,,,,,,J,2,,0,0,0,1,1,0.5,75,0,60,182,1,1998-03-27,0.018
98LA00061,98,A1362,04,ch,AI,A0356,04,4.0,31,30,,,A,2,n,h,0327,86,5,2,1,11.1,1,1,Z4678,81,ch,34,,0,,,,FIBERBAG,,,,,J,1,,1,1,1,1,1,1.0,70,,0,0,4,1998-03-27,0.02
98LA00062,98,A4277,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0327,86,6,2,2,5.8,1,1,A4986,04,00,33,6,86,27,Z4675,+,,"DEAD,IMM",,,,J,1,,1,1,2,1,0,0.5,0,,0,0,,1998-03-27,0.0
98LA00063,98,A4277,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0327,86,6,2,,0.0,,,,,00,33,0,0,,,,,BLOB,,,,J,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-27,0.0
98LA00064,98,T5115,44,ch,AI,A0484,04,3.0,00,30,,,A,2,n,h,0327,86,8,3,1,12.9,1,1,Z4672,81,ch,00,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,91,,0,0,4,1998-03-27,0.009
98LA00065,98,T5115,44,ch,AI,A0484,04,3.0,00,30,,,A,2,n,h,0327,86,8,3,2,11.1,1,1,Z4673,81,ch,00,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,77,,0,0,4,1998-03-27,0.009
98LA00066,98,T5045,44,ch,AI,A0356,04,3.0,32,30,,,A,2,n,h,0327,86,8,3,1,10.7,1,1,Z4677,81,ch,35,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,80,,0,0,4,1998-03-27,0.018
98LA00067,98,T5045,44,ch,AI,A0356,04,3.0,32,30,,,A,2,n,h,0327,86,8,3,1,9.6,1,1,Z4676,81,ch,35,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,76,,0,0,4,1998-03-27,0.018
98LA00068,98,T5450,44,ID,42T,91358,00,2.0,02,02,,,A,I,n,I,0327,86,8,3,1,12.2,1,1,T6428,44,ID,02,,0,,,,,,,,McR,J,1,,1,1,2,1,1,1.0,86,1,74,182,1,1998-03-27,0.0
98LA00069,98,T5450,44,ID,42T,91358,00,2.0,02,02,,,A,I,n,I,0327,86,8,3,2,10.0,1,1,T6429,44,ID,02,,0,,,,,,,,McR,J,2,,0,0,0,1,1,1.0,70,1,60,182,1,1998-03-27,0.0
98LA00070,98,Z4068,81,ch,AI,A0484,04,1.0,31,30,,,5,2,n,h,0327,86,8,1,1,8.2,1,1,Z4670,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,83,,0,0,4,1998-03-27,0.018
98LA00071,98,Z4068,81,ch,AI,A0484,04,1.0,31,30,,,5,2,n,h,0327,86,8,1,2,6.5,1,1,Z4671,81,ch,34,3,90,93,,8,,"WEAK,CR.LEGS",,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1998-03-27,0.018
98LA00072,98,A1125,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,3,2,11.3,2,1,Z4698,81,ch,34,,0,,,,,BRN.LR.LEG,,,,J,2,,0,0,0,1,1,1.0,82,,0,0,4,1998-03-28,0.014
98LA00073,98,A1125,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,3,2,10.5,1,1,Z4697,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,83,,0,0,4,1998-03-28,0.014
98LA00074,98,A1129,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,5,2,1,10.0,1,1,Z4699,81,ch,34,,0,,Z4702,+,THIN,,,,,J,1,,1,1,1,1,1,1.5,54,,0,0,4,1998-03-28,0.023
98LA00075,98,A1337,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,2,1,11.0,1,1,Z4681,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,85,,0,0,4,1998-03-28,0.007
98LA00076,98,A1337,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,2,2,10.1,1,1,Z4682,81,ch,34,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,55,,0,0,4,1998-03-28,0.007
98LA00077,98,A1229,04,ch,AI,A0356,04,4.0,30,30,,,A,2,n,h,0328,87,8,4,1,11.3,1,1,Z4679,81,ch,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,74,,0,0,4,1998-03-28,0.037
98LA00078,98,A1229,04,ch,AI,A0356,04,4.0,30,30,,,A,2,n,h,0328,87,8,4,1,12.0,1,1,Z4680,81,ch,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,84,,0,0,4,1998-03-28,0.037
98LA00079,98,A1294,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,3,2,10.8,1,1,Z4688,81,ch,34,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,76,,0,0,4,1998-03-28,0.021
98LA00080,98,A1294,04,ch,AI,A0484,04,4.0,31,30,,,A,2,n,h,0328,87,8,3,2,9.9,1,1,Z4689,81,ch,34,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,68,,0,0,4,1998-03-28,0.021
98LA00081,98,A0990,04,ch,AI,A0356,04,4.0,31,30,,,A,2,n,h,0328,87,7,3,1,10.5,1,1,Z4687,81,ch,34,,0,,Z4691,+,,,,,,J,1,,1,1,2,1,1,1.5,87,,0,0,4,1998-03-28,0.022
98LA00082,98,A0990,04,ch,AI,A0356,04,4.0,31,30,,,A,2,n,h,0328,87,7,3,1,8.7,1,1,,,ch,34,1,0,44,,,,,,,,J,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-28,0.022
98LA00083,98,A3249,04,ch,AI,A0484,04,2.0,31,30,,,A,2,n,h,0329,88,5,3,1,10.0,1,1,Z4705,81,ch,34,,0,,S8995,+,,,,,,J,1,,1,1,1,1,1,1.5,82,,0,0,4,1998-03-29,0.012
98LA00084,98,A4078,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0329,88,8,2,3,5.4,1,1,A4988,04,00,33,7,183,97,,,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,1,1998-03-29,0.0
98LA00085,98,A4078,04,82,e.-,00000,63,1.0,30,06,,,5,0,y,C,0329,88,8,2,3,5.5,1,1,A4987,04,00,33,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,71,1,62,182,1,1998-03-29,0.0
98LA00086,98,A2392,04,ch,AI,A0356,04,3.0,30,30,,,A,2,n,h,0328,87,3,1,1,7.3,1,1,Z4692,81,ch,30,,0,,S5096,-,,,,,,J,3,,0,0,0,1,1,0.5,81,0,68,182,1,1998-03-28,0.025
98LA00087,98,A2392,04,ch,AI,A0356,04,3.0,30,30,,,A,2,n,h,0328,87,3,1,2,5.1,1,1,Z4690,81,ch,30,,0,,,,R.SPOILED,BLIND LAMB,,,,J,1,,1,1,4,1,1,1.0,37,,0,0,H,1998-03-28,0.025
98LA00088,98,A2392,04,ch,AI,A0356,04,3.0,30,30,,,A,2,n,h,0328,87,3,1,2,8.1,1,1,Z4693,81,ch,30,,0,,K9450,-,,,,,,J,4,,0,0,0,1,1,0.5,74,0,61,182,1,1998-03-28,0.025
98LA00089,98,A2392,04,ch,AI,A0356,04,3.0,30,30,,,A,2,n,h,0328,87,3,1,2,9.4,1,1,Z4691,81,ch,30,,0,,A0990,-,,,,,,J,2,,0,0,0,1,1,0.5,82,0,0,0,4,1998-03-28,0.025
98LA00090,98,A2478,04,ch,AI,A0356,04,3.0,31,30,,,A,2,n,h,0328,87,9,3,2,10.4,1,1,Z4700,81,ch,34,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,82,,0,0,4,1998-03-28,0.018
98LA00091,98,A2478,04,ch,AI,A0356,04,3.0,31,30,,,A,2,n,h,0328,87,9,3,2,10.8,1,1,Z4701,81,ch,34,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,67,,0,0,4,1998-03-28,0.018
98LA00092,98,A2478,04,ch,AI,A0356,04,3.0,31,30,,,A,2,n,h,0328,87,9,3,2,8.7,1,1,Z4702,81,ch,34,,0,,A1129,-,,,,,,J,3,,0,0,0,1,1,0.5,59,0,0,0,4,1998-03-28,0.018
98LA00093,98,K9450,63,68,e.7,K8958,63,1.0,06,06,,,5,0,y,M,0329,88,1,1,1,8.5,1,1,K9999,63,68,06,1,0,44,Z4693,+,DYSTOCIA,,,,GXE,J,1,,1,1,1,0,0,0.5,0,,0,0,,1998-03-29,0.062
98LA00094,98,K9559,63,68,e.7,K8958,63,1.0,06,06,,,5,0,y,M,0329,88,4,1,2,6.5,1,1,,,68,06,1,0,44,,,,,,,GXE,J,2,,0,0,0,0,0,0.0,0,,0,0,,1998-03-29,0.0
98LA00095,98,K9559,63,68,e.7,K8958,63,1.0,06,06,,,5,0,y,M,0329,88,4,1,2,7.0,1,1,,,68,06,1,0,44,,,"DYSTOCIA,TRT",,,,GXE,J,1,,1,1,2,0,0,0.0,0,,0,0,,1998-03-29,0.0
98LA00096,98,S6370,10,11,11,S7282,10,3.0,07,07,,,1,0,n,R,0328,87,8,1,3,7.6,1,1,S8994,10,11,07,,0,,L6750,-,"DEAD,BLUEBAG",WEAK,,,,J,1,,1,1,2,1,1,0.5,60,0,47,183,2,1998-03-28,0.045
98LA00097,98,S6370,10,11,11,S7282,10,3.0,07,07,,,1,0,n,R,0328,87,8,1,2,6.5,1,1,S8995,10,11,07,,0,,A3249,-,,,,,,J,2,,0,0,0,1,1,0.5,51,0,0,0,4,1998-03-28,0.045
98LA00098,98,T1834,44,48,42T,91358,00,7.0,02,02,,,A,I,n,I,0328,87,8,4,1,11.9,1,1,T6430,44,ID,02,,0,,,,,,,,McR,J,1,,1,1,2,1,1,1.0,96,1,80,182,1,1998-03-28,0.0
98LA00099,98,T1834,44,48,42T,91358,00,7.0,02,02,,,A,I,n,I,0328,87,8,4,1,12.5,1,1,T6431,44,ID,02,,0,,,,,,,,McR,J,2,,0,0,0,1,1,1.0,95,1,80,182,1,1998-03-28,0.0
98LA00100,98,T3559,44,48,41T,91358,00,6.0,02,02,,,A,I,n,I,0328,87,8,4,1,14.0,1,1,T6432,44,ID,02,,0,,,,,,,,McR,J,1,,1,1,2,1,1,1.0,92,1,79,182,1,1998-03-28,0.0
98LA00101,98,T3559,44,48,41T,91358,00,6.0,02,02,,,A,I,n,I,0328,87,8,4,2,10.9,1,1,T6433,44,ID,02,,0,,,,,,,,McR,J,2,,0,0,0,1,1,1.0,78,1,69,182,1,1998-03-28,0.0
98LA00102,98,T4228,44,ch,AI,A0356,04,4.0,32,30,,,A,2,n,h,0329,88,8,3,1,13.6,1,1,Z4706,81,ch,35,,0,,,,,BLK.DOT LEFT,,,,J,1,,1,1,2,1,1,1.0,99,,0,0,4,1998-03-29,0.018
98LA00103,98,T4228,44,ch,AI,A0356,04,4.0,32,30,,,A,2,n,h,0329,88,8,3,2,10.6,1,1,Z4707,81,ch,35,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,84,,0,0,4,1998-03-29,0.018
98LA00104,98,T4935,44,ch,AI,A0484,04,3.0,01,30,,,A,2,n,h,0328,87,9,3,1,10.0,1,1,Z4683,81,ch,31,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,86,,0,0,4,1998-03-28,0.0
98LA00105,98,T4935,44,ch,AI,A0484,04,3.0,01,30,,,A,2,n,h,0328,87,9,3,1,10.6,1,1,Z4684,81,ch,31,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,76,,0,0,4,1998-03-28,0.0
98LA00106,98,T4935,44,ch,AI,A0484,04,3.0,01,30,,,A,2,n,h,0328,87,9,3,3,6.3,1,1,Z4685,81,ch,31,6,89,29,,8,,ATRESIA ANI,,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1998-03-28,0.0
98LA00107,98,T4977,44,ch,AI,A0356,04,3.0,32,30,,,A,2,n,h,0329,88,8,3,1,11.2,1,1,Z4703,81,ch,35,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,85,,0,0,4,1998-03-29,0.018
98LA00108,98,T4977,44,ch,AI,A0356,04,3.0,32,30,,,A,2,n,h,0329,88,8,3,2,13.5,1,1,Z4704,81,ch,35,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,86,,0,0,4,1998-03-29,0.018
