UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,JUNEDO,INBRL
00LA03943,00,A4697,04,81,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0425,116,9,4,2,9.5,1,1,A8034,04,00,33,,0,,,,,,,,P0.,J,1,1520,,1,1,3,1,1,1.0,79,1,52,182,2,2000-04-25,Y,0.0
00LA03944,00,A4269,04,00,.0.,K0000,63,3.0,71,06,,,2,0,y,F,0425,116,8,2,3,13.6,1,1,A8042,04,00,76,,0,,,,FIBERY? M2,,,,F0.,J,1,1905,,1,1,2,1,1,1.0,91,1,65,182,2,2000-04-25,Y,0.0
00LA03945,00,A4269,04,00,.0.,K0000,63,3.0,71,06,,,2,0,y,F,0425,116,8,2,2,10.0,1,1,A8043,04,00,76,,0,,,,,,,,F0.,J,2,1905,,0,0,0,1,1,1.0,77,1,45,182,2,2000-04-25,Y,0.0
00LA03946,00,A4816,04,73,44-,A4920,04,2.5,30,30,,,2,7,n,.,0419,110,8,3,1,11.0,1,1,A8027,04,88,30,,0,,,,,@MUD LAKE,,,GXE,M,2,1200,,0,0,0,1,1,1.0,80,,0,0,H,2000-04-19,Y,0.074
00LA03947,00,A4816,04,73,44-,A4920,04,2.5,30,30,,,2,7,n,.,0419,110,8,3,1,9.0,1,1,A8026,04,88,30,,0,,,,"THIN,LAME",@MUD LAKE,,,GXE,M,1,1200,,1,1,2,1,1,1.0,56,,0,0,H,2000-04-19,Y,0.074
00LA03948,00,A5340,04,82,28,A5406,04,2.0,30,30,,,2,0,n,C,0425,116,8,5,1,8.2,1,1,A8029,04,82,30,,0,,,,,,,,.,Y,2,1600,,0,0,0,1,1,1.0,70,1,44,182,2,2000-04-25,Y,0.095
00LA03949,00,A5340,04,82,28,A5406,04,2.0,30,30,,,2,0,n,C,0425,116,8,5,2,8.4,1,1,A8028,04,82,30,,0,,,,BLOODY MILK R,,,,.,Y,1,1600,,1,1,2,1,1,1.0,70,1,48,182,2,2000-04-25,Y,0.095
00LA03950,00,A6845,04,82,e.7,A5514,04,1.0,30,30,,,4,0,y,.,0425,116,8,2,3,5.8,1,1,A8030,04,88,30,3,117,93,,8,,,,,.,Y,1,1600,,1,1,2,1,0,0.0,0,,0,0,,2000-04-25,,0.061
00LA03951,00,A6845,04,82,e.7,A5514,04,1.0,30,30,,,4,0,y,.,0425,116,8,2,2,6.1,1,1,A8031,04,88,30,7,182,97,,,,,,,.,Y,2,1600,,0,0,0,1,0,0.0,0,,0,0,,2000-04-25,,0.061
00LA03952,00,A2905,04,ch,tai,00000,97,4.0,00,97,,,A,2,y,.,0425,116,8,3,3,15.8,5,1,Z6853,81,00,00,,0,,,,,,,,TAI,Y,2,1230,2,0,0,0,1,1,1.0,88,1,61,182,2,2000-04-25,Y,0.0
00LA03953,00,A2905,04,ch,tai,00000,97,4.0,00,97,,,A,2,y,.,0425,116,8,3,2,13.2,5,1,Z6852,81,00,00,,0,,,,,,,,TAI,Y,1,1230,2,1,1,2,1,1,1.0,72,1,49,182,2,2000-04-25,Y,0.0
00LA03954,00,L9102,03,81,04,A5472,04,8.0,30,30,,,2,0,n,M,0425,116,9,3,1,9.8,1,1,A8038,04,81,30,,0,,,,,,,,.,J,2,1735,,0,0,0,1,1,1.0,73,1,47,182,2,2000-04-25,Y,0.066
00LA03955,00,L9102,03,81,04,A5472,04,8.0,30,30,,,2,0,n,M,0425,116,9,3,3,6.8,1,1,A8037,04,81,30,3,117,93,,8,,HAIRY,,,.,J,1,1735,,1,1,3,1,0,0.0,0,,0,0,,2000-04-25,,0.066
00LA03956,00,L9102,03,81,04,A5472,04,8.0,30,30,,,2,0,n,M,0425,116,9,3,2,10.6,1,1,A8039,04,81,30,,0,,,,,,,,.,J,3,1735,,0,0,0,1,1,1.0,76,1,52,182,2,2000-04-25,Y,0.066
00LA03957,00,R0330,11,12,e.3,K0150,64,1.0,07,05,NN,CC,4,0,y,H,0425,116,5,1,2,9.5,1,1,Z6858,81,00,00,,0,,,,,,,,.,Y,1,1350,,1,1,1,1,1,1.0,75,1,51,182,2,2000-04-25,Y,0.0
00LA03958,00,R0444,11,11,e.0,S7124,10,1.0,07,43,,,4,0,y,.,0425,116,8,2,3,10.3,1,1,R2151,11,18,07,3,117,93,,8,,,,,.,J,2,1640,,0,0,0,1,0,0.0,0,,0,0,,2000-04-25,,0.038
00LA03959,00,R0444,11,11,e.0,S7124,10,1.0,07,43,,,4,0,y,.,0425,116,8,2,3,10.9,1,1,R2150,11,18,07,,0,,,,,,,,.,J,1,1640,,1,1,2,1,1,1.0,85,1,55,182,2,2000-04-25,Y,0.038
00LA03960,00,R0709,11,10,e.0,S7124,10,1.0,07,43,,,4,0,y,.,0425,116,5,3,3,13.4,1,1,R2149,11,18,07,,0,,,,,,,,.,Y,1,1350,,1,1,1,1,1,1.0,89,1,59,182,2,2000-04-25,Y,0.038
00LA03961,00,S5328,10,ch,tai,00000,97,6.0,31,97,,,A,2,y,.,0425,116,3,3,3,11.0,5,1,Z6856,81,00,81,,0,,,,,,,,TAI,Y,3,1600,2,0,0,0,1,1,1.0,85,1,54,182,2,2000-04-25,Y,0.0
00LA03962,00,S5328,10,ch,tai,00000,97,6.0,31,97,,,A,2,y,.,0425,116,3,3,3,11.6,5,1,Z6855,81,00,81,,0,,,,,,,,TAI,Y,2,1600,2,0,0,0,1,1,1.0,83,1,55,182,2,2000-04-25,Y,0.0
00LA03963,00,S5328,10,ch,tai,00000,97,6.0,31,97,,,A,2,y,.,0425,116,3,3,3,9.0,5,1,Z6857,81,00,81,,0,,,,,,,,TAI,Y,4,1600,2,0,0,0,1,1,1.0,51,1,30,182,2,2000-04-25,Y,0.0
00LA03964,00,S5328,10,ch,tai,00000,97,6.0,31,97,,,A,2,y,.,0425,116,3,3,2,10.4,5,1,Z6854,81,00,81,3,117,93,,8,,,,,TAI,Y,1,1600,2,1,1,4,1,0,0.0,0,,0,0,,2000-04-25,,0.0
00LA03965,00,T4023,44,42,872,T6739,44,7.0,02,02,,,2,2,n,C,0425,116,5,2,2,10.8,1,1,T8146,44,42,02,,0,,,,,4TEATS,,,.,Y,1,1310,,1,1,1,1,1,1.0,65,1,46,182,2,2000-04-25,Y,0.065
00LA03966,00,T5002,44,ch,tai,00000,97,5.0,01,97,,,A,2,y,.,0425,116,5,3,2,14.4,5,1,Z6859,81,00,10,,0,,,,,4TEATS,,,TAI,J,1,1905,2,1,1,1,1,1,1.0,101,1,69,182,2,2000-04-25,Y,0.0
00LA03967,00,T6374,44,42,832,T6646,44,3.0,02,02,,,2,2,n,C,0425,116,8,3,3,12.5,1,1,T8147,44,42,02,,0,,,,,BLK.R.HIP,,,.,J,1,1730,,1,1,2,1,1,1.0,65,1,42,182,2,2000-04-25,Y,0.07
00LA03968,00,T6374,44,42,832,T6646,44,3.0,02,02,,,2,2,n,C,0425,116,8,3,2,9.4,1,1,T8148,44,42,02,,0,,,,,4TEATS,,,.,J,2,1730,,0,0,0,1,1,1.0,54,1,33,182,2,2000-04-25,Y,0.07
00LA03969,00,T7036,44,ID,e.4,T6674,44,1.0,02,02,,,4,I,y,I,0425,116,5,2,2,10.1,1,1,T8145,44,ID,02,,0,,,,UT.PROLAPSE,,,,.,Y,1,1350,,1,1,1,1,1,1.0,84,,0,0,H,2000-04-25,Y,0.063
00LA03970,00,T7052,44,ID,e.5,T6535,44,1.0,02,02,,,4,I,y,I,0425,116,5,3,2,13.0,1,1,T8144,44,ID,02,,0,,,,,,,,.,Y,1,1330,,1,1,1,1,1,1.0,83,1,56,182,2,2000-04-25,Y,0.075
00LA03971,00,T7434,44,41,e.5,T6535,44,1.0,02,02,,,4,2,y,.,0425,116,5,2,3,10.8,1,1,T8149,44,48,02,,0,,,,,,,,.,J,1,1735,,1,1,1,1,1,1.0,80,1,53,182,2,2000-04-25,Y,0.015
00LA03972,00,T7582,44,41,e.5,T6535,44,1.0,02,02,,,4,2,y,.,0425,116,8,1,3,10.4,1,1,T8142,44,48,02,,0,,,,DYSTOCIA ok,,,,.,Y,1,1350,,1,1,2,1,1,1.0,87,1,52,182,2,2000-04-25,Y,0.017
00LA03973,00,T7582,44,41,e.5,T6535,44,1.0,02,02,,,4,2,y,.,0425,116,8,1,3,9.8,1,1,T8143,44,48,02,3,117,93,,8,,,,,.,Y,2,1350,,0,0,0,1,0,0.0,0,,0,0,,2000-04-25,,0.017
00LA03974,00,Z5888,81,00,L-0,T0000,44,1.0,BF,02,,,5,7,y,B,0425,116,8,2,3,10.3,5,1,00037,00,00,73,,0,,,,,,,,LIM,J,2,1925,,0,0,0,1,1,1.0,72,1,52,196,3,2000-04-25,Y,0.0
00LA03975,00,Z5888,81,00,L-0,T0000,44,1.0,BF,02,,,5,7,y,B,0425,116,8,2,3,10.2,2,1,00036,00,00,73,,0,,,,,"ENTR,SEV.",,,LIM,J,1,1925,,1,1,2,1,1,1.0,79,1,58,196,3,2000-04-25,Y,0.0
00LA03976,00,Z4408,81,00,.0.,K0000,63,3.0,81,06,,,2,0,y,B,0425,116,8,5,3,11.5,2,1,Z6851,81,00,86,,0,,,,,,,,B0.,Y,2,0915,,0,0,0,1,1,1.0,90,1,55,182,2,2000-04-25,Y,0.0
00LA03977,00,91089,09,88,L-6, 8036,00,1.0,30,30,,,5,7,y,.,0426,117,5,2,2,11.6,1,1,00039,00,88,30,,0,,,,,,,,LIM,J,1,1130,,1,1,1,1,1,1.0,80,1,59,196,3,2000-04-26,Y,0.059
00LA03978,00,90127,09,00,L-0,T0000,44,1.0,93,02,,,5,7,y,D,0426,117,5,2,2,10.3,9,1,00040,00,00,92,,0,,,,,BLACK,,,LIM,J,1,1130,,1,1,1,1,1,1.0,80,1,59,196,3,2000-04-26,Y,0.0
00LA03979,00,A3518,04,82,29,A5546,04,4.0,30,30,,,2,0,n,C,0426,117,5,3,1,10.7,1,1,A8079,04,82,30,7,222,97,,,THIN,,,,.,J,1,1210,,1,1,1,1,1,1.0,70,1,45,182,2,2000-04-26,Y,0.053
00LA03980,00,A3671,04,73,42-,A4528,04,3.5,30,30,,,2,7,n,.,0426,117,9,3,1,12.1,1,1,A8052,04,88,30,,0,,,,,,,,GXE,J,3,0600,,0,0,0,1,1,1.0,86,1,53,182,2,2000-04-26,Y,0.034
00LA03981,00,A3671,04,73,42-,A4528,04,3.5,30,30,,,2,7,n,.,0426,117,9,3,2,10.2,1,1,A8051,04,88,30,,0,,,,,4TEATS,,,GXE,J,2,0600,,0,0,0,1,1,1.0,75,1,49,182,2,2000-04-26,Y,0.034
00LA03982,00,A3671,04,73,42-,A4528,04,3.5,30,30,,,2,7,n,.,0426,117,9,3,2,6.5,1,1,A8050,04,88,30,3,118,93,,8,,,,,GXE,J,1,0600,,1,1,3,1,0,0.0,0,,0,0,,2000-04-26,,0.034
00LA03983,00,A4399,04,73,45-,A5346,04,3.0,30,30,,,2,7,y,.,0426,117,8,5,1,11.6,1,1,A8072,04,88,30,,0,,,,,,,,GXE,Y,2,0920,,0,0,0,1,1,1.0,78,1,50,182,2,2000-04-26,Y,0.035
00LA03984,00,A4399,04,73,45-,A5346,04,3.0,30,30,,,2,7,y,.,0426,117,8,5,1,12.5,1,1,A8071,04,88,30,,0,,,,,,,,GXE,Y,1,0920,,1,1,2,1,1,1.0,83,1,53,182,2,2000-04-26,Y,0.035
00LA03985,00,A4448,04,82,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0426,117,9,4,3,10.3,1,1,A8066,04,00,33,,0,,,,,,,,P0.,J,1,0600,,1,1,3,1,1,1.0,68,1,36,182,2,2000-04-26,Y,0.0
00LA03986,00,A4448,04,82,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0426,117,9,4,2,10.3,1,1,A8067,04,00,33,,0,,,,,,,,P0.,J,2,0600,,0,0,0,1,1,1.0,58,1,35,182,2,2000-04-26,Y,0.0
00LA03987,00,A4448,04,82,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0426,117,9,4,2,5.4,1,1,A8068,04,00,33,3,118,93,,8,,,,,P0.,J,3,0600,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.0
00LA03988,00,A4467,04,81,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0426,117,8,4,3,11.7,1,1,A8069,04,00,33,,0,,,,,,,,P0.,Y,1,0810,,1,1,2,1,1,1.0,100,1,56,182,2,2000-04-26,Y,0.0
00LA03989,00,A4467,04,81,.0.,K0000,63,3.0,30,06,,,2,0,y,P,0426,117,8,4,2,9.2,1,1,A8070,04,00,33,6,119,01,,,,,,,P0.,Y,2,0810,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.0
00LA03990,00,A4562,04,81,03,A5232,04,3.0,30,30,,,2,0,n,M,0426,117,9,3,3,7.2,1,1,A8047,04,81,30,3,117,93,,8,,,,,.,J,1,0250,,1,1,3,1,0,0.0,0,,0,0,,2000-04-26,,0.1
00LA03991,00,A4562,04,81,03,A5232,04,3.0,30,30,,,2,0,n,M,0426,117,9,3,2,7.4,1,1,A8048,04,81,30,,0,,,,,,,,.,J,2,0250,,0,0,0,1,1,1.0,55,1,32,182,2,2000-04-26,Y,0.1
00LA03992,00,A4562,04,81,03,A5232,04,3.0,30,30,,,2,0,n,M,0426,117,9,3,2,7.6,1,1,A8049,04,81,30,,0,,,,,,,,.,J,3,0250,,0,0,0,1,1,1.0,56,1,38,182,2,2000-04-26,Y,0.1
00LA03993,00,A4626,04,73,43-,A4898,04,3.0,30,30,,,2,7,y,.,0426,117,8,3,3,10.8,1,1,A8077,04,88,30,,0,,,,THIN,,,,GXE,J,1,1130,,1,1,2,1,1,1.0,62,1,40,182,2,2000-04-26,Y,0.03
00LA03994,00,A4626,04,73,43-,A4898,04,3.0,30,30,,,2,7,y,.,0426,117,8,3,3,8.9,1,1,A8078,04,88,30,,0,,,,,,,,GXE,J,2,1130,,0,0,0,1,1,1.0,65,1,37,182,2,2000-04-26,Y,0.03
00LA03995,00,A4872,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,8,4,2,9.5,1,1,A8073,04,88,30,,0,,,,NICE,4TEATS,,,GXE,Y,1,1020,,1,1,2,1,1,1.0,65,1,48,182,2,2000-04-26,Y,0.026
00LA03996,00,A4872,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,8,4,2,9.8,1,1,A8074,04,88,30,,0,,,,,4TEATS,,,GXE,Y,2,1020,,0,0,0,1,1,1.0,77,1,54,182,2,2000-04-26,Y,0.026
00LA03997,00,A4780,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,3,3,1,5.7,1,1,,,88,30,1,117,44,,,,,,,GXE,J,4,0345,,0,0,0,0,0,0.0,0,,0,0,,2000-04-26,,0.043
00LA03998,00,A4780,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,3,3,3,6.6,1,1,A8054,04,88,30,,0,,,,,,,,GXE,J,2,0345,,0,0,0,1,1,1.0,60,1,33,182,2,2000-04-26,Y,0.043
00LA03999,00,A4780,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,3,3,2,5.4,1,1,A8053,04,88,30,3,118,93,,8,TEATS DOWN,HAIRY,,,GXE,J,1,0345,,1,1,4,1,0,0.0,0,,0,0,,2000-04-26,,0.043
00LA04000,00,A4780,04,73,45-,A5346,04,2.5,30,30,,,2,7,n,.,0426,117,3,3,2,6.2,1,1,A8055,04,88,30,,0,,,,,HAIRY,,,GXE,J,3,0345,,0,0,0,1,1,1.0,60,1,38,182,2,2000-04-26,Y,0.043
00LA04001,00,A5070,04,82,22,A5569,04,2.0,30,30,,,2,0,n,C,0426,117,8,4,1,11.2,1,1,A8076,04,82,30,6,134,24,,,,,,,.,J,2,2430,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.063
00LA04002,00,A5070,04,82,22,A5569,04,2.0,30,30,,,2,0,n,C,0426,117,8,4,1,9.4,1,1,A8075,04,82,30,,0,,,,,,,,.,J,1,2430,,1,1,2,1,1,1.0,89,1,57,182,2,2000-04-26,Y,0.063
00LA04003,00,A5683,04,81,03,A5232,04,2.0,30,30,,,2,0,y,M,0426,117,8,4,1,10.0,1,1,A8063,04,81,30,,0,,,,,,,,.,J,2,0550,,0,0,0,1,1,1.0,63,1,41,182,2,2000-04-26,Y,0.089
00LA04004,00,A5683,04,81,03,A5232,04,2.0,30,30,,,2,0,y,M,0426,117,8,4,2,10.2,1,1,A8062,04,81,30,,0,,,,,,,,.,J,1,0550,,1,1,2,1,1,1.0,92,1,55,182,2,2000-04-26,Y,0.089
00LA04005,00,A5983,04,73,46-,A5230,04,1.5,30,30,,,2,7,n,.,0426,117,8,3,1,10.5,1,1,A8065,04,88,30,,0,,,,,,,,GXE,J,2,0600,,0,0,0,1,1,1.0,76,1,44,182,2,2000-04-26,Y,0.037
00LA04006,00,A5983,04,73,46-,A5230,04,1.5,30,30,,,2,7,n,.,0426,117,8,3,2,10.8,1,1,A8064,04,88,30,,0,,,,,4TEATS,,,GXE,J,1,0600,,1,1,2,1,1,1.0,72,1,47,182,2,2000-04-26,Y,0.037
00LA04007,00,A6377,04,88,e.8,A5789,04,1.0,30,30,,,4,7,y,.,0426,117,9,2,3,5.5,1,1,A8056,04,88,30,6,118,01,,8,,,,,GXE,J,1,0430,,1,1,3,1,0,0.0,0,,0,0,,2000-04-26,,0.033
00LA04008,00,A6377,04,88,e.8,A5789,04,1.0,30,30,,,4,7,y,.,0426,117,9,2,3,6.5,1,1,A8057,04,88,30,6,128,84,,,,FX.LIVER,,,GXE,J,2,0430,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.033
00LA04009,00,A6377,04,88,e.8,A5789,04,1.0,30,30,,,4,7,y,.,0426,117,9,2,2,6.4,1,1,A8058,04,88,30,,0,,,,,,,,GXE,J,3,0430,,0,0,0,1,1,1.0,69,1,45,182,2,2000-04-26,Y,0.033
00LA04010,00,A2626,04,73,43-,A4898,04,4.5,30,30,,,2,7,n,.,0426,117,9,4,1,10.1,1,1,A8059,04,88,30,,0,,,,,,,,GXE,J,1,0600,,1,1,3,1,1,1.0,84,1,56,182,2,2000-04-26,Y,0.034
00LA04011,00,A2626,04,73,43-,A4898,04,4.5,30,30,,,2,7,n,.,0426,117,9,4,1,9.0,1,1,A8061,04,88,30,6,118,29,,8,,SEWN ABDOMEN,,,GXE,J,3,0600,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.034
00LA04012,00,A2626,04,73,43-,A4898,04,4.5,30,30,,,2,7,n,.,0426,117,9,4,2,10.1,1,1,A8060,04,88,30,,0,,,,,HAIRY,,,GXE,J,2,0600,,0,0,0,1,1,1.0,84,1,51,182,2,2000-04-26,Y,0.034
00LA04013,00,K0983,64,00,e11,K9992,63,1.0,05,05,CC,CC,4,0,n,H,0426,117,5,3,2,13.3,1,1,K1515,64,00,05,,0,,,,,,,,.,J,1,0250,,1,1,1,1,1,1.0,82,1,39,182,2,2000-04-26,Y,0.089
00LA04014,00,K0718,64,68,e10,K0279,64,1.0,06,06,,,4,7,y,.,0426,117,5,2,2,16.6,1,1,K1516,64,68,06,,0,,,,,BIG,,,GXE,J,1,0610,,1,1,1,1,1,1.0,94,1,59,182,2,2000-04-26,Y,0.028
00LA04015,00,K8645,63,00,52,00000,97,4.0,05,97,CN,,1,0,n,.,0426,117,8,4,3,16.0,5,1,Z6868,81,00,30,,0,,,,,ENTR,,,.,J,1,1320,2,1,1,2,1,1,1.0,94,1,58,182,2,2000-04-26,Y,0.0
00LA04016,00,K8645,63,00,52,00000,97,4.0,05,97,CN,,1,0,n,.,0426,117,8,4,2,13.9,5,1,Z6869,81,00,30,,0,,,,,ENTR,,,.,J,2,1320,2,0,0,0,1,1,1.0,73,1,47,182,2,2000-04-26,Y,0.0
00LA04017,00,R0489,11,13,e.3,K0150,64,1.0,43,05,NN,CC,4,0,y,H,0426,117,8,2,3,9.2,1,1,Z6864,81,00,00,3,119,93,,8,,,,,.,J,2,0425,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.0
00LA04018,00,R0489,11,13,e.3,K0150,64,1.0,43,05,NN,CC,4,0,y,H,0426,117,8,2,2,8.3,1,1,Z6863,81,00,00,,0,,,,,,,,.,J,1,0425,,1,1,2,1,1,1.0,63,1,37,182,2,2000-04-26,Y,0.0
00LA04019,00,R0497,11,11,e.2,K0386,64,1.0,07,05,NN,CC,4,0,y,H,0426,117,5,2,2,12.2,1,1,Z6870,81,00,00,,0,,,,,4TEATS,,,.,J,1,1340,,1,1,1,1,1,1.0,83,1,53,182,2,2000-04-26,Y,0.0
00LA04020,00,R0640,11,12,e.1,K9643,63,1.0,43,05,NN,CC,4,0,y,H,0426,117,5,2,3,10.7,1,1,Z6871,81,00,00,,0,,,,,"RF, INJURY",,,.,J,1,1340,,1,1,1,1,1,1.0,78,,0,0,H,2000-04-26,Y,0.004
00LA04021,00,R0871,11,12,e.2,K0386,64,1.0,43,05,NN,CC,4,0,y,H,0426,117,5,2,3,10.1,1,1,Z6867,81,00,00,,0,,,,,,,,.,J,1,1515,,1,1,1,1,1,1.0,72,1,46,182,2,2000-04-26,Y,0.0
00LA04022,00,R0743,11,10,e.0,S7124,10,1.0,07,43,,,4,0,y,.,0426,117,5,2,3,10.7,1,1,R2152,11,18,07,7,222,97,,,,,,,.,J,1,1130,,1,1,1,1,1,1.0,73,1,47,182,2,2000-04-26,Y,0.041
00LA04023,00,T4664,44,41,413,T6748,44,5.0,02,02,,,2,2,n,M,0426,117,8,4,1,13.2,1,1,T8170,44,41,02,,0,,,,,,,,.,J,2,1210,,0,0,0,1,1,1.0,80,1,55,182,2,2000-04-26,Y,0.076
00LA04024,00,T4664,44,41,413,T6748,44,5.0,02,02,,,2,2,n,M,0426,117,8,4,2,12.5,1,1,T8169,44,41,02,,0,,,,SW.BAG,,,,.,J,1,1210,,1,1,2,1,1,1.0,68,1,44,182,2,2000-04-26,Y,0.076
00LA04025,00,T4239,44,42,822,T6699,44,6.0,02,02,,,2,2,y,C,0426,117,8,4,3,9.7,1,1,T8168,44,42,02,3,119,93,,8,,"GAUNT, LT",,,.,J,2,0220,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.072
00LA04026,00,T4239,44,42,822,T6699,44,6.0,02,02,,,2,2,y,C,0426,117,8,4,2,11.3,1,1,T8167,44,42,02,,0,,,,VLT R,4TEATS,,,.,J,1,0220,,1,1,2,1,1,1.0,75,1,49,182,2,2000-04-26,Y,0.072
00LA04027,00,T4275,44,41,413,T6748,44,6.0,02,02,,,2,2,y,M,0426,117,8,4,1,15.0,1,1,T8162,44,41,02,,0,,,,,,,,.,J,2,1130,,0,0,0,1,1,1.0,74,1,48,182,2,2000-04-26,Y,0.081
00LA04028,00,T4275,44,41,413,T6748,44,6.0,02,02,,,2,2,y,M,0426,117,8,4,1,12.6,1,1,T8161,44,41,02,,0,,,,FLTS,,,,.,J,1,1130,,1,1,2,1,1,1.0,75,1,50,182,2,2000-04-26,Y,0.081
00LA04029,00,T4957,44,42,902,T6667,44,5.0,02,02,,,2,2,y,C,0426,117,8,3,3,11.9,1,1,T8156,44,42,02,,0,,,,,HAIRY,,,.,J,2,0545,,0,0,0,1,1,1.0,63,1,42,182,2,2000-04-26,Y,0.081
00LA04030,00,T4957,44,42,902,T6667,44,5.0,02,02,,,2,2,y,C,0426,117,8,3,2,11.8,1,1,T8155,44,42,02,,0,,,,,,,,.,J,1,0545,,1,1,2,1,1,1.0,65,1,47,182,2,2000-04-26,Y,0.081
00LA04031,00,T5507,44,42,892,T6737,44,4.0,02,02,,,2,2,n,C,0426,117,8,3,2,12.8,1,1,T8165,44,42,02,,0,,,,SW.BAG,"ENTR,SEV.",,,.,J,1,1210,,1,1,2,1,1,1.0,59,1,38,182,2,2000-04-26,Y,0.079
00LA04032,00,T5507,44,42,892,T6737,44,4.0,02,02,,,2,2,n,C,0426,117,8,3,2,9.6,1,1,T8166,44,42,02,,0,,,,,,,,.,J,2,1210,,0,0,0,1,1,1.0,51,1,34,182,2,2000-04-26,Y,0.079
00LA04033,00,T5299,44,42,812,T6929,44,4.0,02,02,,,2,2,n,C,0426,117,8,4,1,11.3,1,1,T8159,44,42,02,,0,,,,"FLTS, RP",,,,.,Y,1,1020,,1,1,2,1,1,1.0,74,1,46,182,2,2000-04-26,Y,0.079
00LA04034,00,T5299,44,42,812,T6929,44,4.0,02,02,,,2,2,n,C,0426,117,8,4,1,12.9,1,1,T8160,44,42,02,,0,,,,,4TEATS,,,.,Y,2,1020,,0,0,0,1,1,1.0,77,1,50,182,2,2000-04-26,Y,0.079
00LA04035,00,T5270,44,42,902,T6667,44,4.0,02,02,,,2,2,n,C,0426,117,8,4,1,13.8,1,1,T8164,44,42,02,,0,,,,,,,,.,J,2,1210,,0,0,0,1,1,1.0,83,1,50,182,2,2000-04-26,Y,0.063
00LA04036,00,T5270,44,42,902,T6667,44,4.0,02,02,,,2,2,n,C,0426,117,8,4,2,13.3,1,1,T8163,44,42,02,,0,,,,,4TEATS,,,.,J,1,1210,,1,1,2,1,1,1.0,69,1,47,182,2,2000-04-26,Y,0.063
00LA04037,00,T5997,44,42,802,T6569,44,3.0,02,02,,,2,2,y,C,0426,117,8,3,3,9.6,1,1,T8157,44,42,02,,0,,,,,,,,.,J,1,0600,,1,1,2,1,1,1.0,71,1,44,182,2,2000-04-26,Y,0.073
00LA04038,00,T5997,44,42,802,T6569,44,3.0,02,02,,,2,2,y,C,0426,117,8,3,2,6.5,1,1,T8158,44,42,02,3,120,93,,8,,"4TEATS,WEAK",,,.,J,2,0600,,0,0,0,1,0,0.0,0,,0,0,,2000-04-26,,0.073
00LA04039,00,T6055,44,41,413,T6748,44,3.0,02,02,,,2,2,n,M,0425,116,5,3,2,13.0,1,1,T8152,44,41,02,,0,,,,,,,,.,J,1,2400,,1,1,1,1,1,1.0,85,1,58,182,2,2000-04-25,Y,0.072
00LA04040,00,T7102,44,ID,e.5,T6535,44,1.0,02,02,,,4,I,y,I,0425,116,5,2,3,11.5,1,1,T8150,44,ID,02,,0,,,,,,,,.,J,1,2200,,1,1,1,1,1,1.0,82,1,53,182,2,2000-04-25,Y,0.068
00LA04041,00,T7091,44,ID,e.5,T6535,44,1.0,02,02,,,4,I,y,I,0426,117,5,2,3,10.7,1,1,T8171,44,ID,02,,0,,,,,,,,.,J,1,1340,,1,1,1,1,1,1.0,67,1,45,182,2,2000-04-26,Y,0.067
00LA04042,00,T7393,44,41,e.6,T7639,44,1.0,02,02,,,4,2,y,.,0425,116,5,1,3,7.0,1,1,T8151,44,48,02,,0,,,,,,,,.,J,1,2010,,1,1,1,1,1,1.0,59,1,37,182,2,2000-04-25,Y,0.014
00LA04043,00,T7424,44,41,e.6,T7639,44,1.0,02,02,,,4,2,y,.,0426,117,8,3,3,9.1,1,1,T8153,44,48,02,,0,,,,RP ok,,,,.,J,1,0235,,1,1,2,1,1,1.0,57,1,30,182,2,2000-04-26,Y,0.017
00LA04044,00,T7424,44,41,e.6,T7639,44,1.0,02,02,,,4,2,y,.,0426,117,8,3,2,10.4,1,1,T8154,44,48,02,,0,,,,,EAR CUT OFF,,,.,J,2,0235,,0,0,0,1,1,1.0,43,1,25,182,2,2000-04-26,Y,0.017
