UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,JUNEDO,INBRL
00LA00001,00,A1133,04,ch,tai,S0000,10,6.0,31,07,,,A,2,y,c,0328,88,5,3,2,9.5,1,1,Z6080,81,00,00,,0,,,,,,,,TAI,J,1,1025,,1,1,1,1,1,1.0,88,1,75,181,1,2000-03-28,Y,0.0
00LA00002,00,A6176,04,82,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,5,2,3,9.7,1,1,A7033,04,88,30,6,88,29,T7686,+,,"DEF.JAW,DEAD",,,.,J,1,1250,,1,1,1,1,0,0.5,0,,0,0,,2000-03-28,,0.071
00LA00003,00,A6338,04,82,e.7,A5514,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,3,6.3,1,1,A7031,04,88,30,,0,,,,,,,,.,J,1,0400,,1,1,2,1,1,1.0,67,1,64,181,1,2000-03-28,Y,0.064
00LA00004,00,A6338,04,82,e.7,A5514,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,2,6.2,1,1,A7032,04,88,30,,0,,,,,,,,.,J,2,0400,,0,0,0,1,1,1.0,73,1,61,181,1,2000-03-28,Y,0.064
00LA00005,00,A6419,04,81,e.8,A5789,04,1.0,30,30,,,4,0,y,.,0327,87,8,2,3,6.2,1,1,A7027,04,88,30,,0,,,,,,,,.,J,1,0300,,1,1,2,1,1,1.0,75,1,59,181,1,2000-03-27,Y,0.04
00LA00006,00,A6419,04,81,e.8,A5789,04,1.0,30,30,,,4,0,y,.,0327,87,8,2,2,7.3,1,1,A7028,04,88,30,,0,,,,,,,,.,J,2,0300,,0,0,0,1,1,1.0,60,1,50,181,1,2000-03-27,Y,0.04
00LA00007,00,A6542,04,81,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0327,87,5,2,2,7.5,1,1,A7029,04,88,30,,0,,,,,,,,.,J,1,1510,,1,1,1,1,1,1.0,81,1,73,181,1,2000-03-27,Y,0.076
00LA00008,00,A6673,04,88,e.7,A5514,04,1.0,30,30,,,4,7,y,.,0327,87,5,2,3,9.8,1,1,A7030,04,88,30,3,88,93,,8,,"FX.RIBS,WEAK",,,GXE,J,1,0300,,1,1,1,1,0,0.0,0,,0,0,,2000-03-27,,0.07
00LA00009,00,A6933,04,81,e.8,A5789,04,1.0,30,30,,,4,0,y,.,0322,82,5,3,3,8.1,1,1,A7026,04,88,30,6,84,29,,,,ATRESIA ANI,,,.,J,1,1430,,1,1,1,1,0,0.0,0,,0,0,,2000-03-22,,0.041
00LA00010,00,A6720,04,81,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,3,7.2,1,1,A7034,04,88,30,,0,,,,,,,,.,J,1,1025,,1,1,2,1,1,1.0,74,1,63,181,1,2000-03-28,Y,0.087
00LA00011,00,A6720,04,81,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,2,7.7,1,1,A7035,04,88,30,7,182,97,,,,,,,.,J,2,1025,,0,0,0,1,0,0.0,0,,0,0,,2000-03-28,,0.087
00LA00012,00,A2300,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,9,2,2,8.0,1,1,Z6068,81,00,00,3,88,93,,8,,,,,TAI,J,3,0830,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.0
00LA00013,00,A2300,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,9,2,2,8.7,1,1,Z6066,81,00,00,,0,,,,X LAME RR,,,,TAI,J,1,0830,,1,1,3,1,1,1.0,80,,0,0,H,2000-03-27,Y,0.0
00LA00014,00,A2300,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,9,2,2,7.2,1,1,Z6067,81,00,00,3,88,93,,8,,,,,TAI,J,2,0830,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.0
00LA00015,00,A2414,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,3,2,3,5.0,1,1,Z6071,81,00,00,3,88,93,,8,,,,,TAI,J,3,1130,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.0
00LA00016,00,A2414,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,3,2,3,6.0,1,1,Z6070,81,00,00,,0,,,,,,,,TAI,J,2,1130,,0,0,0,1,1,1.0,55,1,45,181,1,2000-03-27,Y,0.0
00LA00017,00,A2414,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,3,2,2,4.0,1,1,Z6072,81,00,00,3,88,93,,8,,,,,TAI,J,4,1130,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.0
00LA00018,00,A2414,04,ch,tai,S0000,10,5.0,31,07,,,A,2,y,h,0327,87,3,2,2,6.6,1,1,Z6069,81,00,00,,0,,,,,,,,TAI,J,1,1130,,1,1,4,1,1,1.0,54,1,43,181,1,2000-03-27,Y,0.0
00LA00019,00,A2283,04,ch,tai,S0000,10,5.0,30,07,,,A,2,y,h,0328,88,9,3,3,6.4,1,1,Z6075,81,00,31,,0,,,,,,,,TAI,J,2,0420,,0,0,0,1,1,1.0,77,1,66,181,1,2000-03-28,Y,0.0
00LA00020,00,A2283,04,ch,tai,S0000,10,5.0,30,07,,,A,2,y,h,0328,88,9,3,3,7.1,1,1,Z6074,81,00,31,,0,,,,,,,,TAI,J,1,0420,,1,1,3,1,1,1.0,76,1,71,181,1,2000-03-28,Y,0.0
00LA00021,00,A2283,04,ch,tai,S0000,10,5.0,30,07,,,A,2,y,h,0328,88,9,3,2,9.3,1,1,Z6076,81,00,31,3,88,93,,8,,,,,TAI,J,3,0420,,0,0,0,1,0,0.0,0,,0,0,,2000-03-28,,0.0
00LA00022,00,K0091,64,00,53,K8762,63,2.0,05,05,CC,CC,1,0,n,H,0315,75,0,1,,0.0,,,,,00,05,0,75,27,,,,,,,.,M,1,0000,,1,1,1,0,0,0.0,0,,0,0,,2000-03-15,,0.045
00LA00023,00,K0395,64,00,52,K9738,63,2.0,05,05,CC,CC,1,0,n,H,0327,87,8,1,1,7.0,1,1,K1043,64,00,05,6,87,67,,,,WEAK,,,.,J,2,0900,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.014
00LA00024,00,K0395,64,00,52,K9738,63,2.0,05,05,CC,CC,1,0,n,H,0327,87,8,1,2,6.1,1,1,K1042,64,00,05,6,89,67,S7985,-,"DEAD,DOWNER",WEAK,,,.,J,1,0900,,1,1,2,1,0,0.0,0,0,0,0,,2000-03-27,,0.014
00LA00025,00,K0263,64,00,51,K9286,63,2.0,05,05,CC,CC,1,0,n,H,0327,87,8,3,2,9.1,1,1,K1041,64,00,05,,0,,,,,,,,.,J,2,1000,,0,0,0,1,1,1.0,81,1,59,181,1,2000-03-27,Y,0.021
00LA00026,00,K0263,64,00,51,K9286,63,2.0,05,05,CC,CC,1,0,n,H,0327,87,8,3,2,9.9,1,1,K1040,64,00,05,,0,,,,,,,,.,J,1,1000,,1,1,2,1,1,1.0,70,1,58,181,1,2000-03-27,Y,0.021
00LA00027,00,K8549,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0327,87,8,3,1,12.4,1,1,K1045,64,68,06,,0,,,,,,,,GXE,J,1,1800,,1,1,2,1,1,1.0,102,1,90,181,1,2000-03-27,Y,0.037
00LA00028,00,K8549,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0327,87,8,3,2,8.3,1,1,K1046,64,68,06,,0,,,,,,,,GXE,J,2,1800,,0,0,0,1,1,1.0,77,1,60,181,1,2000-03-27,Y,0.037
00LA00029,00,K9941,63,00,52,K9738,63,3.0,05,05,CN,CC,1,0,n,H,0327,87,5,2,2,11.1,1,1,K1044,64,00,05,3,94,93,,8,"DOWN,KETOSIS",,,,.,J,1,1130,,1,1,1,1,0,0.0,0,,0,0,,2000-03-27,,0.008
00LA00030,00,S3601,10,00,52,K9738,63,7.0,08,05,CN,CC,1,0,n,H,0326,86,8,3,1,9.3,1,1,K1039,64,00,05,,0,,,,,,,,.,J,2,1900,,0,0,0,1,1,1.0,62,1,51,181,1,2000-03-26,Y,0.006
00LA00031,00,S3601,10,00,52,K9738,63,7.0,08,05,CN,CC,1,0,n,H,0326,86,8,3,2,10.2,1,1,K1038,64,00,05,,0,,,,MASTITIS 6/00,,,,.,J,1,1900,,1,1,2,1,1,1.0,74,1,73,181,1,2000-03-26,Y,0.006
00LA00032,00,S4396,10,12,89,S9599,10,6.0,07,07,,,1,0,n,C,0328,88,8,4,1,10.8,1,1,R1083,11,12,07,,0,,,,,,,,.,J,1,0945,,1,1,2,1,1,1.0,98,1,81,181,1,2000-03-28,Y,0.03
00LA00033,00,S4396,10,12,89,S9599,10,6.0,07,07,,,1,0,n,C,0328,88,8,4,1,9.8,1,1,R1084,11,12,07,,0,,,,,,,,.,J,2,0945,,0,0,0,1,1,1.0,76,1,63,181,1,2000-03-28,Y,0.03
00LA00034,00,S4886,10,10,21,S9161,10,6.0,07,43,,,1,0,n,M,0327,87,9,3,1,10.8,1,1,R1077,11,10,07,,0,,,,,,,,.,J,1,1625,,1,1,3,1,1,1.0,83,1,71,181,1,2000-03-27,Y,0.094
00LA00035,00,S4886,10,10,21,S9161,10,6.0,07,43,,,1,0,n,M,0327,87,9,3,1,8.2,1,1,R1078,11,10,07,,0,,,,,,,,.,J,2,1625,,0,0,0,1,1,1.0,73,1,66,181,1,2000-03-27,Y,0.094
00LA00036,00,S4886,10,10,21,S9161,10,6.0,07,43,,,1,0,n,M,0327,87,9,3,2,4.5,1,1,R1079,11,10,07,3,88,93,,8,,RAT,,,.,J,3,1625,,0,0,0,1,0,0.0,0,,0,0,,2000-03-27,,0.094
00LA00037,00,S5210,10,12,85,S9701,10,6.0,42,07,,,1,0,y,C,0327,87,8,3,3,9.8,1,1,R1075,11,12,43,,0,,,,,,,,.,J,1,1310,,1,1,2,1,1,1.0,73,1,68,181,1,2000-03-27,Y,0.028
00LA00038,00,S5210,10,12,85,S9701,10,6.0,42,07,,,1,0,y,C,0327,87,8,3,2,9.8,1,1,R1076,11,12,43,,0,,,,,4TEATS,,,.,J,2,1310,,0,0,0,1,1,1.0,70,1,66,181,1,2000-03-27,Y,0.028
00LA00039,00,S5836,10,11,13,S9801,10,5.0,07,07,,,1,0,n,R,0322,82,4,1,1,9.0,1,1,,,11,07,1,82,44,,,"DYSTOCIA,DEAD",,,,.,J,1,0900,,1,1,2,0,0,0.0,0,,0,0,,2000-03-22,,0.077
00LA00040,00,S5836,10,11,13,S9801,10,5.0,07,07,,,1,0,n,R,0322,82,4,1,1,9.0,1,1,,,11,07,1,82,44,,,,,,,.,J,2,0900,,0,0,0,0,0,0.0,0,,0,0,,2000-03-22,,0.077
00LA00041,00,S6596,10,10,22,S9348,10,4.0,43,07,,,1,0,y,M,0326,86,8,3,3,12.3,1,1,R1073,11,10,07,,0,,,,,,,,.,J,1,1700,,1,1,2,1,1,1.0,80,1,73,181,1,2000-03-26,Y,0.027
00LA00042,00,S6596,10,10,22,S9348,10,4.0,43,07,,,1,0,y,M,0326,86,8,3,3,12.4,1,1,R1074,11,10,07,,0,,,,,GRAY SPOT,,,.,J,2,1700,,0,0,0,1,1,1.0,84,1,74,181,1,2000-03-26,Y,0.027
00LA00043,00,S9334,10,10,21,S9161,10,2.0,07,43,,,1,0,n,M,0328,88,8,2,1,11.2,1,1,R1082,11,10,07,,0,,,,,,,,.,J,2,0900,,0,0,0,1,1,1.0,72,1,60,181,1,2000-03-28,Y,0.054
00LA00044,00,S9334,10,10,21,S9161,10,2.0,07,43,,,1,0,n,M,0328,88,8,2,2,8.9,1,1,R1081,11,10,07,,0,,,,,,,,.,J,1,0900,,1,1,2,1,1,1.0,53,1,43,181,1,2000-03-28,Y,0.054
00LA00045,00,S9279,10,10,22,S9348,10,2.0,07,07,,,1,0,n,M,0328,88,5,3,2,12.3,1,1,R1080,11,10,07,,0,,,,,4TEATS,,,.,J,1,0430,,1,1,1,1,1,1.0,89,1,84,181,1,2000-03-28,Y,0.06
00LA00046,00,S7985,10,13,34,S7853,10,3.0,43,43,,,1,0,n,F,0327,87,4,1,1,11.0,1,1,,,13,43,1,87,44,R1085,+,,,,,.,J,2,0830,,0,0,0,0,0,0.5,0,,0,0,,2000-03-27,,0.077
00LA00047,00,S7985,10,13,34,S7853,10,3.0,43,43,,,1,0,n,F,0327,87,4,1,1,12.0,1,1,,,13,43,1,87,44,K1042,+,"DYSTOCIA,WEAK",,,,.,J,1,0830,,1,1,2,0,0,0.0,0,,0,0,,2000-03-27,,0.077
00LA00048,00,T6456,44,ID,41T,00064,00,2.0,02,02,,,1,I,n,I,0327,87,8,2,2,8.9,1,1,T7683,44,ID,02,,0,,,,,,,,.,J,2,1415,,0,0,0,1,1,1.0,76,1,62,181,1,2000-03-27,Y,0.0
00LA00049,00,T6456,44,ID,41T,00064,00,2.0,02,02,,,1,I,n,I,0327,87,8,2,2,9.8,1,1,T7682,44,ID,02,,0,,,,,,,,.,J,1,1415,,1,1,2,1,1,1.0,75,1,61,181,1,2000-03-27,Y,0.0
00LA00050,00,Z3599,81,97,971,Z3677,81,4.0,97,97,,,1,0,n,.,0327,87,8,3,1,12.3,6,1,Z6065,81,97,97,,0,,,,,,,,.,J,2,0700,,0,0,0,1,1,1.0,128,,0,0,B,2000-03-27,Y,0.092
00LA00051,00,Z3599,81,97,971,Z3677,81,4.0,97,97,,,1,0,n,.,0327,87,8,3,2,12.8,6,1,Z6064,81,97,97,2,159,92,,,,,,,.,J,1,0700,,1,1,2,1,1,1.0,94,,0,0,B,2000-03-27,Y,0.092
00LA00052,00,Z3667,81,97,972,Z3679,81,4.0,97,97,,,1,0,n,.,0110,10,5,3,,0.0,6,1,,,97,97,6,10,14,,,"BRED AUG,99",FROZEN,,,.,M,1,0000,,1,1,1,1,0,0.0,0,,0,0,,2000-01-10,,0.111
00LA00053,00,Z4761,81,97,972,Z3679,81,2.0,97,97,,,1,0,n,.,0328,88,8,0,3,11.6,6,1,Z6077,81,97,97,3,88,93,,8,X NO MILK,,,,.,J,1,0720,,1,1,2,1,0,0.0,0,,0,0,,2000-03-28,,0.108
00LA00054,00,Z4761,81,97,972,Z3679,81,2.0,97,97,,,1,0,n,.,0328,88,8,0,1,11.9,6,1,Z6078,81,97,97,,0,,A6673,-,,,,,.,J,2,0720,,0,0,0,1,1,0.5,108,0,93,181,1,2000-03-28,Y,0.108
00LA00055,00,Z4778,81,97,971,Z3677,81,2.0,97,97,,,1,0,n,.,0327,87,5,3,2,13.4,6,1,Z6073,81,97,97,,0,,,,,,,,.,J,1,2020,,1,1,1,1,1,1.0,104,,0,0,B,2000-03-27,Y,0.098
00LA00056,00,Z5392,81,ch,e.-,K9603,63,1.0,00,05,NN,CC,4,0,y,H,0328,88,5,2,2,11.3,1,1,Z6079,81,00,00,,0,,,,,,,,.,J,1,1025,,1,1,1,1,1,1.0,86,1,72,181,1,2000-03-28,Y,0.0
00LA00057,00,A6673,04,88,e.7,A5514,04,1.0,30,30,,,4,7,y,.,,,,,,0.0,,,,,88,30,,0,,Z6078,+,GRAFT ONLY,GRAFT ONLY,,,GXE,J,G,,,0,0,0,0,0,0.5,0,,0,0,,,,0.07
00LA00058,00, 7274,00,00,tai,S0000,10,3.0,00,07,,,A,2,y,.,0329,89,8,4,3,10.0,1,1,Z6082,81,00,07,7,182,97,,,,,,,TAI,J,1,0100,,1,1,2,1,0,0.0,0,,0,0,,2000-03-29,,0.0
00LA00059,00, 7274,00,00,tai,S0000,10,3.0,00,07,,,A,2,y,.,0329,89,8,4,2,10.8,1,1,Z6083,81,00,07,,0,,,,,,,,TAI,J,2,0100,,0,0,0,1,1,1.0,89,1,71,181,1,2000-03-29,Y,0.0
00LA00060,00,A3089,04,ch,tai,S0000,10,4.0,32,07,,,A,2,y,h,0329,89,5,4,3,10.6,1,1,Z6084,81,00,00,,0,,K1053,+,,,,,TAI,J,1,0300,,1,1,1,1,1,1.5,79,1,64,181,1,2000-03-29,Y,0.0
00LA00061,00,A6146,04,81,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,3,5.5,1,1,A7038,04,88,30,3,90,93,,8,,,,,.,J,2,1600,,0,0,0,1,0,0.0,0,,0,0,,2000-03-28,,0.079
00LA00062,00,A6146,04,81,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,8,2,3,7.6,1,1,A7037,04,88,30,,0,,,,,,,,.,J,1,1600,,1,1,2,1,1,1.0,83,1,69,181,1,2000-03-28,Y,0.079
00LA00063,00,A6434,04,88,e.8,A5789,04,1.0,30,30,,,4,7,y,.,0329,89,8,2,2,8.4,1,1,A7040,04,88,30,,0,,,,,,,,GXE,J,2,0215,,0,0,0,1,1,1.0,58,1,48,181,1,2000-03-29,Y,0.044
00LA00064,00,A6434,04,88,e.8,A5789,04,1.0,30,30,,,4,7,y,.,0329,89,8,2,2,9.0,1,1,A7039,04,88,30,,0,,,,,,,,GXE,J,1,0215,,1,1,2,1,1,1.0,72,1,59,181,1,2000-03-29,Y,0.044
00LA00065,00,A6628,04,82,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0328,88,5,2,3,9.3,1,1,A7036,04,88,30,,0,,,,,,,,.,J,1,2000,,1,1,1,1,1,1.0,72,1,56,181,1,2000-03-28,Y,0.069
00LA00066,00,A6802,04,81,e.8,A5789,04,1.0,30,30,,,4,0,y,.,0329,89,8,2,3,10.2,1,1,A7041,04,88,30,,0,,,,,,,,.,J,1,0245,,1,1,2,1,1,1.0,71,1,58,181,1,2000-03-29,Y,0.042
00LA00067,00,A6802,04,81,e.8,A5789,04,1.0,30,30,,,4,0,y,.,0329,89,8,2,2,5.0,1,1,A7042,04,88,30,3,90,93,,8,,,,,.,J,2,0245,,0,0,0,1,0,0.0,0,,0,0,,2000-03-29,,0.042
00LA00068,00,A6999,04,82,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0329,89,7,2,2,4.2,1,1,,,88,30,1,89,44,,,,,,,.,J,2,1110,,0,0,0,0,0,0.0,0,,0,0,,2000-03-29,,0.069
00LA00069,00,A6999,04,82,e.9,A5129,04,1.0,30,30,,,4,0,y,.,0329,89,7,2,2,8.4,1,1,A7043,04,88,30,,0,,,,RP ok,,,,.,J,1,1110,,1,1,2,1,1,1.0,78,1,67,181,1,2000-03-29,Y,0.069
00LA00070,00,K0471,64,00,52,K9738,63,2.0,05,05,CC,CC,1,0,n,H,0328,88,8,3,1,9.5,1,1,K1055,64,00,05,6,115,19,,,DYSTOCIA,,,71,.,J,1,2330,,1,1,2,1,0,0.0,0,,0,0,,2000-03-28,,0.021
00LA00071,00,K0471,64,00,52,K9738,63,2.0,05,05,CC,CC,1,0,n,H,0328,88,8,3,2,9.8,1,1,K1056,64,00,05,,0,,,,,,,,.,J,2,2330,,0,0,0,1,1,1.0,104,1,95,181,1,2000-03-28,Y,0.021
00LA00072,00,K8426,63,60,01-,J0093,00,5.0,06,06,,,1,7,n,.,0328,88,8,2,1,13.5,1,2,K1048,64,68,06,6,131,48,,,,PERF.BOWEL,,,GXE,J,2,1130,,0,0,0,1,0,0.0,0,,0,0,,2000-03-28,,0.0
00LA00073,00,K8426,63,60,01-,J0093,00,5.0,06,06,,,1,7,n,.,0328,88,8,2,2,9.4,1,1,K1047,64,68,06,,0,,,,,ENTR,,,GXE,J,1,1130,,1,1,2,1,1,1.0,42,1,37,181,1,2000-03-28,Y,0.0
00LA00074,00,K8967,63,00,51,K9286,63,4.0,05,05,CN,CC,1,0,n,H,0328,88,8,4,1,11.5,1,1,K1050,64,00,05,,0,,,,,,,,.,J,2,1430,,0,0,0,1,1,1.0,98,1,84,181,1,2000-03-28,Y,0.014
00LA00075,00,K8967,63,00,51,K9286,63,4.0,05,05,CN,CC,1,0,n,H,0328,88,8,4,2,12.0,1,1,K1049,64,00,05,,0,,,,ABS.L.HIP CUT,,,,.,J,1,1430,,1,1,2,1,1,1.0,88,1,71,181,1,2000-03-28,Y,0.014
00LA00076,00,K8735,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0328,88,3,4,1,9.5,1,1,K1053,64,68,06,,0,,A3089,-,,,,,GXE,J,3,1845,,0,0,0,1,1,0.5,83,0,74,181,1,2000-03-28,Y,0.042
00LA00077,00,K8735,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0328,88,3,4,2,10.4,1,1,K1051,64,68,06,,0,,,,,,,,GXE,J,1,1845,,1,1,4,1,1,1.0,80,1,71,181,1,2000-03-28,Y,0.042
00LA00078,00,K8735,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0328,88,3,4,2,7.7,1,1,K1054,64,68,06,,0,,S7137,-,,,,,GXE,J,4,1845,,0,0,0,1,1,0.5,70,0,61,181,1,2000-03-28,Y,0.042
00LA00079,00,K8735,63,62,04-,K9884,63,4.0,06,06,,,1,7,n,.,0328,88,3,4,2,7.7,1,1,K1052,64,68,06,,0,,,,,,,,GXE,J,2,1845,,0,0,0,1,1,1.0,84,1,69,181,1,2000-03-28,Y,0.042
00LA00080,00,K9477,63,00,51,K9286,63,3.0,05,05,CN,CC,1,0,n,H,0329,89,8,4,1,11.2,1,1,K1058,64,00,05,,0,,,,,,,,.,J,2,0420,,0,0,0,1,1,1.0,96,1,79,181,1,2000-03-29,Y,0.017
00LA00081,00,K9477,63,00,51,K9286,63,3.0,05,05,CN,CC,1,0,n,H,0329,89,8,4,2,9.4,1,1,K1057,64,00,05,,0,,,,,,,,.,J,1,0420,,1,1,2,1,1,1.0,67,1,60,181,1,2000-03-29,Y,0.017
00LA00082,00,K9964,63,00,52,K9738,63,3.0,05,05,CN,CC,1,0,n,H,0329,89,5,2,1,12.7,1,1,K1059,64,00,05,,0,,,,DYSTOCIA,ATAXIA,,,.,J,1,0745,,1,1,1,1,1,1.0,77,,0,0,H,2000-03-29,,0.008
00LA00083,00,S5144,10,10,22,S9348,10,6.0,07,07,,,1,0,n,M,0328,88,9,4,2,11.0,1,1,R1086,11,10,07,,0,,,,,,,,.,J,2,1130,,0,0,0,1,1,1.0,78,1,78,181,1,2000-03-28,Y,0.029
00LA00084,00,S5144,10,10,22,S9348,10,6.0,07,07,,,1,0,n,M,0328,88,9,4,2,12.5,3,1,R1085,11,10,07,,0,,S7985,-,,X HAIRY,,,.,J,1,1130,,1,1,3,1,1,0.5,92,0,82,181,1,2000-03-28,Y,0.029
00LA00085,00,S5144,10,10,22,S9348,10,6.0,07,07,,,1,0,n,M,0328,88,9,4,2,9.0,1,1,R1087,11,10,07,,0,,,,,4TEATS,,,.,J,3,1130,,0,0,0,1,1,1.0,63,1,50,181,1,2000-03-28,Y,0.029
00LA00086,00,S5532,10,11,12,S9039,10,5.0,07,07,,,1,0,n,R,0328,88,5,2,2,9.6,1,1,R1098,11,11,07,,0,,,,,BLK.L.SHOU.,,,.,J,1,2000,,1,1,1,1,1,1.0,81,1,66,181,1,2000-03-28,Y,0.068
00LA00087,00,S5572,10,11,14,S9028,10,5.0,42,07,,,1,0,n,R,0329,89,8,4,1,11.3,1,1,R1118,11,11,43,,0,,,,,,,,.,J,1,1000,,1,1,2,1,1,1.0,71,1,76,181,1,2000-03-29,Y,0.043
00LA00088,00,S5572,10,11,14,S9028,10,5.0,42,07,,,1,0,n,R,0329,89,8,4,1,10.3,1,1,R1119,11,11,43,,0,,,,,,,,.,J,2,1000,,0,0,0,1,1,1.0,85,1,64,181,1,2000-03-29,Y,0.043
00LA00089,00,S5254,10,12,91,S9343,10,6.0,42,07,,,1,0,n,C,0329,89,9,4,1,10.4,1,1,R1110,11,12,43,,0,,S7797,-,,,,,.,J,3,0230,,0,0,0,1,1,0.5,86,0,68,181,1,2000-03-29,Y,0.029
00LA00090,00,S5254,10,12,91,S9343,10,6.0,42,07,,,1,0,n,C,0329,89,9,4,2,8.5,1,1,R1109,11,12,43,,0,,,,,4TEATS,,,.,J,2,0230,,0,0,0,1,1,1.0,52,1,50,181,1,2000-03-29,Y,0.029
00LA00091,00,S5254,10,12,91,S9343,10,6.0,42,07,,,1,0,n,C,0329,89,9,4,2,9.7,3,1,R1108,11,12,43,,0,,,,,BLK.RF.FOOT,,,.,J,1,0230,,1,1,3,1,1,1.0,75,1,62,181,1,2000-03-29,Y,0.029
00LA00092,00,S5967,10,11,12,S9039,10,5.0,07,07,,,1,0,n,R,0328,88,8,3,2,11.1,1,1,R1090,11,11,07,,0,,,,,,,,.,J,1,1150,,1,1,2,1,1,1.0,91,1,86,181,1,2000-03-28,Y,0.069
00LA00093,00,S5967,10,11,12,S9039,10,5.0,07,07,,,1,0,n,R,0328,88,8,3,2,10.8,1,1,R1091,11,11,07,6,115,19,,8,,"PNEU,HAIRY",,71,.,J,2,1150,,0,0,0,1,0,0.0,0,,0,0,,2000-03-28,,0.069
00LA00094,00,S6784,10,10,23,S9105,10,4.0,07,07,,,1,0,n,M,0329,89,8,4,1,9.8,1,1,R1114,11,10,07,,0,,,,,,,,.,J,2,0800,,0,0,0,1,1,1.0,87,1,76,181,1,2000-03-29,Y,0.054
00LA00095,00,S6784,10,10,23,S9105,10,4.0,07,07,,,1,0,n,M,0329,89,8,4,2,11.5,1,1,R1113,11,10,07,,0,,,,,,,,.,J,1,0800,,1,1,2,1,1,1.0,88,1,76,181,1,2000-03-29,Y,0.054
00LA00096,00,S8461,10,13,32,S9049,10,3.0,43,43,,,1,0,n,F,0328,88,8,3,1,10.3,1,1,R1100,11,13,43,,0,,,,,,,,.,J,2,2245,,0,0,0,1,1,1.0,81,1,69,181,1,2000-03-28,Y,0.03
00LA00097,00,S8461,10,13,32,S9049,10,3.0,43,43,,,1,0,n,F,0328,88,8,3,2,8.4,1,1,R1099,11,13,43,,0,,,,,,,,.,J,1,2245,,1,1,2,1,1,1.0,76,1,65,181,1,2000-03-28,Y,0.03
00LA00098,00,S8299,10,12,89,S9599,10,3.0,43,07,,,1,0,n,C,0328,88,8,4,2,11.8,1,1,R1094,11,12,07,,0,,,,,,,,.,J,1,2115,,1,1,2,1,1,1.0,68,1,63,181,1,2000-03-28,Y,0.102
00LA00099,00,S8299,10,12,89,S9599,10,3.0,43,07,,,1,0,n,C,0328,88,8,4,2,9.8,1,1,R1095,11,12,07,,0,,,,,,,,.,J,2,2115,,0,0,0,1,1,1.0,68,1,61,181,1,2000-03-28,Y,0.102
00LA00100,00,S9193,10,10,22,S9348,10,2.0,43,07,,,1,0,n,M,0328,88,8,3,2,10.0,1,1,R1096,11,10,07,,0,,,,,4TEATS,,,.,J,1,1930,,1,1,2,1,1,1.0,67,1,54,181,1,2000-03-28,Y,0.031
00LA00101,00,S9193,10,10,22,S9348,10,2.0,43,07,,,1,0,n,M,0328,88,8,3,2,10.0,1,1,R1097,11,10,07,,0,,,,,4TEATS,,,.,J,2,1930,,0,0,0,1,1,1.0,62,1,54,181,1,2000-03-28,Y,0.031
00LA00102,00,S9041,10,10,22,S9348,10,2.0,43,07,,,1,0,y,M,0328,88,8,3,3,11.7,1,1,R1103,11,10,07,,0,,,,,4TEATS,,,.,J,2,2400,,0,0,0,1,1,1.0,94,1,77,181,1,2000-03-28,Y,0.06
