UID,YR,SEX,LAMB,LB1,DATE,BRWT,SIRE,SB1,DAM,DB1,INBL,TB,ADAM,CLR,MILK,JAW,LINE,PEN,CDNO,DISP,DAYDIS,ABNL,ABNE,FONO,FOBR,FOPU,LBRD,DBRD,X1,DRY,DEAD,X2,ABEWE,ABLMB,LNDAM,TM,INBD,SPEC,WNWT,CODE,X3,DAYBN,SBRD,Y1,Y2,Y3,Y4,Y5,DATEBN,YRDAM,YRSIRE,STM
54LA00485,54,1,1665,2,407,12.6,0705,2,0160,2,15,8,5,1,4,1,50,500,1,,0,,,,,,14,13,,,,,,,50,1,12,,89,,,97,14,1,1,2,1,10,1954-04-07,49,52,07
54LA00486,54,1,1666,2,407,10.6,0705,2,0160,2,15,8,5,1,4,1,50,500,2,,0,,,,,,14,13,,,,,,,50,1,12,,65,,,97,14,1,1,2,1,10,1954-04-07,49,52,07
54LA00487,54,2,1781,2,409,7.8,0693,2,0169,2,27,8,5,1,4,1,46,460,1,,0,,,,,,14,13,,,,,,,46,1,18,,56,,,99,14,1,1,2,1,10,1954-04-09,49,52,07
54LA00488,54,1,1782,2,409,8.2,0693,2,0169,2,27,8,5,1,4,1,46,460,2,,0,,,,,,14,13,,,,,,,46,1,18,,56,,,99,14,1,1,2,1,10,1954-04-09,49,52,07
54LA00489,54,2,1633,2,406,9.4,0781,2,0173,2,,8,5,1,2,1,82,355,1,2,0,,,,,,14,13,,,,,,,49,7,01,,,35,,96,14,1,1,2,1,0,1954-04-06,49,52,07
54LA00490,54,2,1634,2,406,11.4,0781,2,0173,2,,8,5,1,2,1,82,355,2,,0,,,,,,14,13,,,,,,,49,7,01,,81,35,,96,14,1,1,2,1,10,1954-04-06,49,52,07
54LA00491,54,1,2103,2,418,9.2,1771,2,0181,2,20,5,5,1,4,1,49,491,1,,0,,,,,,14,13,,,,,,,49,1,13,,73,,,108,13,1,1,1,1,10,1954-04-18,49,51,07
54LA00492,54,2,1546,2,403,9.6,0502,2,0193,2,15,8,5,1,5,1,26,260,1,,0,,,,,,14,13,,,,,,,26,1,09,,77,,,93,14,1,1,2,1,10,1954-04-03,49,52,07
54LA00493,54,1,1553,2,403,9.0,0502,2,0193,2,15,8,5,1,5,1,26,260,2,,0,,,,,,14,13,,,,,,,26,1,09,,71,,,93,14,1,1,2,1,10,1954-04-03,49,52,07
54LA00494,54,1,1579,2,404,12.4,0528,2,0195,2,,5,5,1,2,1,63,670,1,,0,,,,,,14,13,,,,,,,54,6,06,,102,53,,94,14,1,1,1,1,10,1954-04-04,49,52,07
54LA00495,54,2,1883,2,412,8.4,0116,1,0200,2,0,8,5,1,4,1,25,250,1,7,230,,,,,,14,13,,,,,,,25,1,23,,,,,102,91,1,1,2,1,0,1954-04-12,49,51,07
54LA00496,54,2,1884,2,412,9.4,0116,1,0200,2,0,8,5,1,4,1,25,250,2,,0,,,,,,14,13,,,,,,,25,1,23,,81,,,102,91,1,1,2,1,10,1954-04-12,49,51,07
54LA00497,54,2,1865,2,411,12.0,0117,1,0209,2,0,5,5,1,3,1,45,450,1,,0,,,,,,14,13,,,,,,,45,1,13,,74,,,101,91,1,1,1,1,10,1954-04-11,49,52,07
54LA00498,54,1,1752,2,409,8.8,3480,1,0213,2,2,8,5,1,3,1,37,370,1,2,147,,,,,,14,13,,,,,,,37,1,22,,,,,99,11,1,1,2,1,0,1954-04-09,49,51,07
54LA00499,54,2,1755,2,409,9.0,3480,1,0213,2,2,8,5,1,3,1,37,370,2,,0,,,,,,14,13,,,,,,,37,1,22,,70,,,99,11,1,1,2,1,10,1954-04-09,49,51,07
54LA00500,54,2,1899,2,412,10.2,0604,2,0218,2,23,5,5,1,4,1,36,360,1,,0,,,,,,14,13,,,,,,,36,1,08,,89,,,102,14,1,1,1,1,10,1954-04-12,49,52,07
54LA00501,54,1,1565,2,404,12.2,0838,2,0219,2,19,5,5,1,5,1,36,361,1,,0,,,,,,14,13,,,,,,,36,1,08,,82,,,94,13,1,1,1,1,10,1954-04-04,49,50,07
54LA00502,54,2,1598,2,405,13.4,1853,2,0231,2,21,5,5,1,5,1,46,461,1,,0,,,,,,14,13,,,,,,,46,1,06,,88,,,95,13,1,1,1,1,10,1954-04-05,49,51,07
54LA00503,54,1,1916,2,412,9.6,0410,2,0270,2,17,8,5,1,4,1,49,490,1,,0,,,,,,14,13,,,,,,,49,1,17,,60,,,102,14,1,1,2,1,10,1954-04-12,49,52,07
54LA00504,54,2,1917,2,412,7.0,0410,2,0270,2,17,8,5,1,4,1,49,490,2,,0,,,,,,14,13,,,,,,,49,1,17,,59,,,102,14,1,1,2,1,10,1954-04-12,49,52,07
54LA00505,54,1,1906,2,412,8.2,0069,2,0273,2,21,8,5,1,3,1,51,511,1,,0,,,,,,14,13,,,,,10,,51,1,24,,66,,,102,14,1,1,2,1,10,1954-04-12,49,51,07
54LA00506,54,1,1907,2,412,7.4,0069,2,0273,2,21,8,5,1,3,1,51,511,2,6,144,,,,,,14,13,,,,,,,51,1,24,,,,,102,14,1,1,2,1,0,1954-04-12,49,51,07
54LA00507,54,2,1609,2,405,8.2,0511,2,0274,2,,8,5,1,4,1,82,354,1,2,0,,,,,,14,13,,,,,,,46,7,23,,,35,,95,14,1,1,2,1,0,1954-04-05,49,52,07
54LA00508,54,1,1610,2,405,8.2,0511,2,0274,2,,8,5,1,4,1,82,354,2,,0,,,,,,14,13,,,,,,,46,7,23,,82,35,,95,14,1,1,2,1,10,1954-04-05,49,52,07
54LA00509,54,2,1663,2,407,9.6,0693,2,0275,2,33,8,5,1,4,1,46,460,1,,0,,,,,,14,13,,,,,,,46,1,23,,79,,,97,14,1,1,2,1,10,1954-04-07,49,52,07
54LA00510,54,2,1664,2,407,8.0,0693,2,0275,2,33,8,5,1,4,1,46,460,2,2,147,,,,,,14,13,,,,,,,46,1,23,,,,,97,14,1,1,2,1,0,1954-04-07,49,52,07
54LA00511,54,2,1819,2,410,10.8,0396,2,0286,2,19,5,5,2,4,1,39,390,1,,0,,,,,,14,13,,,,,,,38,1,07,,78,,,100,14,1,1,1,1,10,1954-04-10,49,52,07
54LA00512,54,1,2020,2,415,10.4,0714,2,0291,2,,8,5,1,4,1,82,404,1,,0,,,,,,14,13,,,,,,,46,7,12,,85,40,,105,14,1,1,2,1,10,1954-04-15,49,52,07
54LA00513,54,1,2021,2,415,10.4,0714,2,0291,2,,8,5,1,4,1,82,404,2,,0,,,,,,14,13,,,,,,,46,7,12,,70,40,,105,14,1,1,2,1,10,1954-04-15,49,52,07
54LA00514,54,1,2065,2,417,13.8,1853,2,0292,2,24,5,5,1,4,1,46,461,1,,0,,,,,,14,13,,,,,,,46,1,12,,100,,,107,13,1,1,1,1,10,1954-04-17,49,51,07
54LA00515,54,2,1639,2,406,9.0,0396,2,0297,2,10,8,5,1,3,1,39,390,1,6,116,,,,,,14,13,,,,,,,38,1,20,,,,,96,14,1,1,2,1,0,1954-04-06,49,52,07
54LA00516,54,1,1640,2,406,10.0,0396,2,0297,2,10,8,5,1,3,1,39,390,2,,0,,,,,,14,13,,,,,,,38,1,20,,80,,,96,14,1,1,2,1,10,1954-04-06,49,52,07
54LA00517,54,2,1859,2,411,13.0,0116,1,0302,2,0,5,5,1,4,4,25,250,1,,0,,,,,,14,13,,,,,,,25,1,13,,75,,,101,91,1,1,1,1,10,1954-04-11,49,51,07
54LA00518,54,2,1860,2,411,9.6,0117,1,0309,2,0,8,5,1,3,1,45,450,1,,0,,,,,,14,13,,,,,,,45,1,12,,53,,,101,91,1,1,2,1,10,1954-04-11,49,52,07
54LA00519,54,2,1861,2,411,9.4,0117,1,0309,2,0,8,5,1,3,1,45,450,2,,0,,,,,,14,13,,,,,,,45,1,12,,70,,,101,91,1,1,2,1,10,1954-04-11,49,52,07
54LA00520,54,,,,405,0.0,0549,2,0316,2,,,5,,,,63,640,1,,0,,,,,,14,13,,,6,,,,53,6,14,,,54,,95,14,0,0,0,0,0,1954-04-05,49,52,07
54LA00521,54,1,1988,2,414,9.6,1395,2,0333,2,18,8,5,1,4,2,44,441,1,,0,,,,,,14,13,,,,,,,44,1,03,,69,,,104,14,1,1,2,1,10,1954-04-14,49,53,07
54LA00522,54,2,1989,2,414,8.0,1395,2,0333,2,18,8,5,1,4,1,44,441,2,,0,,,,,,14,13,,,,,,,44,1,03,,73,,,104,14,1,1,2,1,10,1954-04-14,49,53,07
54LA00523,54,1,1811,2,410,8.4,0705,2,0341,2,13,8,5,1,4,1,50,500,1,,0,,,,,,14,13,,,,,,,50,1,04,,82,,,100,14,1,1,2,1,10,1954-04-10,49,52,07
54LA00524,54,1,1812,2,410,8.0,0705,2,0341,2,13,8,5,1,4,1,50,500,2,6,106,,,,,,14,13,,,,,,,50,1,04,,,,,100,14,1,1,2,1,0,1954-04-10,49,52,07
54LA00525,54,1,2126,2,418,9.8,6698,3,0349,2,0,8,5,1,4,2,29,290,1,,0,,,,,,14,13,,,,,10,,29,1,25,,77,,,108,17,1,1,2,1,10,1954-04-18,49,51,07
54LA00526,54,1,2127,2,418,9.8,6698,3,0349,2,0,8,5,1,4,2,29,290,2,6,147,,,,,,14,13,,,,,,,29,1,25,,,,,108,17,1,1,2,1,0,1954-04-18,49,51,07
54LA00527,54,2,1736,2,408,7.2,1896,2,0353,2,,8,5,1,4,1,63,680,1,2,0,,,,,,14,13,,,,,04,,54,6,12,,,53,,98,13,1,1,2,1,0,1954-04-08,49,51,07
54LA00528,54,1,1737,2,408,10.0,1896,2,0353,2,,8,5,1,4,1,63,680,2,,0,,,,,,14,13,,,,,,,54,6,12,,93,53,,98,13,1,1,2,1,10,1954-04-08,49,51,07
54LA00529,54,2,1940,2,413,6.0,1354,2,0398,2,31,8,5,1,4,2,40,401,1,,0,,,,,,14,13,,,,,10,,40,1,27,,49,,,103,13,1,1,2,1,10,1954-04-13,49,50,07
54LA00530,54,1,1941,2,413,7.0,1354,2,0398,2,31,8,5,1,4,2,40,401,2,,0,,,,,,14,13,,,,,,,40,1,27,,48,,,103,13,1,1,2,1,10,1954-04-13,49,50,07
54LA00531,54,2,1932,2,413,8.6,1692,2,0399,2,11,8,5,1,3,1,53,530,1,,0,,,,,,14,13,,,,,,04,53,1,03,,73,,,103,13,1,1,2,1,10,1954-04-13,49,51,07
54LA00532,54,2,1933,2,413,8.8,1692,2,0399,2,11,8,5,1,3,1,53,530,2,,0,,,5991,40,-,14,13,,,,,,,53,1,03,,72,,,103,13,1,1,2,1,10,1954-04-13,49,51,07
54LA00533,54,1,1561,2,404,8.6,0714,2,0405,2,25,8,5,1,3,1,40,400,1,,0,,,3006,11,-,14,13,,,,,,,40,1,11,,87,,,94,14,1,1,2,1,10,1954-04-04,49,52,07
54LA00534,54,1,1562,2,404,9.4,0714,2,0405,2,25,8,5,1,3,1,40,400,2,,0,,,,,,14,13,,,,,,,40,1,11,,79,,,94,14,1,1,2,1,10,1954-04-04,49,52,07
54LA00535,54,2,1955,2,413,8.2,1692,2,0410,2,12,8,5,1,4,1,53,530,1,,0,,,,,,14,13,,,,,,04,53,1,02,,52,,,103,13,1,1,2,1,10,1954-04-13,49,51,07
54LA00536,54,1,1956,2,413,9.4,1692,2,0410,2,12,8,5,1,4,1,53,530,2,,0,,,,,,14,13,,,,,,04,53,1,02,,91,,,103,13,1,1,2,1,10,1954-04-13,49,51,07
54LA00537,54,1,,,405,5.0,0117,1,0412,2,0,1,5,1,0,1,45,450,1,1,0,,,,,,14,13,,,,,32,,45,1,12,,,,,95,91,1,1,1,0,0,1954-04-05,49,52,07
54LA00538,54,1,1850,2,411,8.8,0431,2,0431,2,13,5,5,1,5,1,44,440,1,,0,,,,,,14,13,,,,,,,44,1,04,,83,,,101,14,1,1,1,1,10,1954-04-11,49,52,07
54LA00539,54,2,1551,2,403,7.2,1930,2,0440,2,16,8,5,1,4,1,54,540,1,,0,,,,,,14,13,,,,,,,54,1,12,,56,,,93,13,1,1,2,1,10,1954-04-03,49,51,07
54LA00540,54,2,1552,2,403,9.0,1930,2,0440,2,16,8,5,1,4,1,54,540,2,,0,,,,,,14,13,,,,,,,54,1,12,,64,,,93,13,1,1,2,1,10,1954-04-03,49,51,07
54LA00541,54,1,1825,2,410,9.4,0410,2,0443,2,16,5,5,1,5,2,49,490,1,,0,,,,,,14,13,,,,,,,49,1,13,,68,,,100,14,1,1,1,1,10,1954-04-10,49,52,07
54LA00542,54,1,1803,2,410,12.8,0603,2,0451,2,13,5,5,1,5,1,47,470,1,,0,,,,,,14,13,,,,,,,47,1,07,,91,,,100,14,1,1,1,1,10,1954-04-10,49,52,07
54LA00543,54,1,1971,2,414,11.8,0603,2,0475,2,17,5,5,1,3,1,47,470,1,,0,,,,,,14,13,,,,,,,47,1,08,,81,,,104,14,1,1,1,1,10,1954-04-14,49,52,07
54LA00544,54,1,1768,2,409,13.0,0603,2,0477,2,13,5,5,1,4,1,47,470,1,,0,,,,,,14,13,,,,,,,47,1,08,,81,,,99,14,1,1,1,1,10,1954-04-09,49,52,07
54LA00545,54,2,,,412,7.0,1930,2,0495,2,16,1,5,1,2,1,54,540,1,1,0,,,1750,10,+,14,13,,,,,,,54,1,06,,,,,102,13,1,1,1,0,0,1954-04-12,49,51,07
54LA00546,54,1,1791,2,409,14.0,0781,2,0503,2,,5,5,1,5,1,82,355,1,,0,,,,,,14,13,,,,,,,50,7,26,,96,35,,99,14,1,1,1,1,10,1954-04-09,49,52,07
54LA00547,54,,,,401,0.0,0838,2,0512,2,22,,5,,,,36,361,1,,0,,,,,,14,13,,-,,,,,36,1,20,,,,,91,13,1,0,0,0,0,1954-04-01,49,50,07
54LA00548,54,1,1863,2,411,13.4,0117,1,0520,2,0,5,5,1,4,2,45,450,1,,0,,,,,,14,13,,,,,,,45,1,12,,79,,,101,91,1,1,1,1,10,1954-04-11,49,52,07
54LA00549,54,1,1700,2,407,10.8,0693,2,0525,2,27,5,5,1,4,1,46,460,1,,0,,,,,,14,13,,,,,,,46,1,11,,85,,,97,14,1,1,1,1,10,1954-04-07,49,52,07
54LA00550,54,,,,401,0.0,0117,1,0553,2,0,,5,,,,45,450,1,,0,,,,,,14,13,,-,,,,,45,1,13,,,,,91,91,1,0,0,0,0,1954-04-01,49,52,07
54LA00551,54,2,1889,2,412,10.2,0117,1,0557,2,0,5,5,1,3,1,45,450,1,,0,,,,,,14,13,,,,,,,45,1,22,,70,,,102,91,1,1,1,1,10,1954-04-12,49,52,07
54LA00552,54,2,2162,2,419,12.6,0431,2,0578,2,13,5,5,1,4,1,44,440,1,,0,,,,,,14,13,,,,,,,44,1,04,,88,,,109,14,1,1,1,1,10,1954-04-19,49,52,07
54LA00553,54,1,1750,2,409,8.8,0502,2,0586,2,13,8,5,1,3,1,26,260,1,6,116,,97,,,,14,13,,,,,05,,26,1,05,,,,,99,14,1,1,2,1,0,1954-04-09,49,52,07
54LA00554,54,2,1751,2,409,9.2,0502,2,0586,2,13,8,5,2,3,1,26,260,2,7,230,,,,,,14,13,,,,,,,26,1,05,,,,,99,14,1,1,2,1,0,1954-04-09,49,52,07
54LA00555,54,1,1789,2,409,14.2,0603,2,0590,2,13,5,5,1,5,2,47,470,1,,0,,,,,,14,13,,,,,,,47,1,08,,93,,,99,14,1,1,1,1,10,1954-04-09,49,52,07
54LA00556,54,2,1828,2,410,8.0,0604,2,0608,2,29,5,5,1,2,1,36,360,1,,0,2,,,,,14,13,,,,,,16,36,1,17,,47,,,100,14,1,1,1,1,10,1954-04-10,49,52,07
54LA00557,54,2,1830,2,410,9.2,0714,2,0610,2,25,8,5,1,4,1,40,400,1,,0,,,,,,14,13,,,,,11,,40,1,19,,73,,,100,14,1,1,2,1,10,1954-04-10,49,52,07
54LA00558,54,1,1831,2,410,9.0,0714,2,0610,2,25,8,5,1,4,1,40,400,2,,0,,,,,,14,13,,,,,11,,40,1,19,,72,,,100,14,1,1,2,1,10,1954-04-10,49,52,07
54LA00559,54,2,1582,2,405,10.0,6698,3,0612,2,0,5,5,1,4,1,29,290,1,,0,,,,,,14,13,,,,,,,29,1,22,,78,,,95,17,1,1,1,1,10,1954-04-05,49,51,07
54LA00560,54,,,,322,0.0,0116,1,0635,2,0,,5,,,,25,250,1,,0,,,,,,14,13,,,6,,,,25,1,09,,,,,81,91,0,0,0,0,0,1954-03-22,49,51,07
54LA00561,54,1,2100,2,418,13.0,6698,3,0641,2,0,5,5,1,5,1,29,290,1,,0,,,,,,14,13,,,,,08,,29,1,19,,68,,,108,17,1,1,1,1,10,1954-04-18,49,51,07
54LA00562,54,1,1708,2,408,12.4,1395,2,0642,2,26,5,5,1,4,1,44,441,1,,0,,,,,,14,13,,,,,,,44,1,04,,98,,,98,14,1,1,1,1,10,1954-04-08,49,53,07
54LA00563,54,2,1879,2,412,8.2,0431,2,0646,2,14,8,5,1,4,1,44,440,1,,0,,,,,,14,13,,,,,,,44,1,08,,67,,,102,14,1,1,2,1,10,1954-04-12,49,52,07
54LA00564,54,2,1880,2,412,8.8,0431,2,0646,2,14,8,5,1,4,1,44,440,2,,0,,,,,,14,13,,,,,,,44,1,08,,45,,,102,14,1,1,2,1,10,1954-04-12,49,52,07
54LA00565,54,1,1586,2,405,12.8,0116,1,0651,2,0,5,5,1,5,1,25,250,1,,0,,,,,,14,13,,,,,,,25,1,00,,93,,,95,91,1,1,1,1,10,1954-04-05,49,51,07
54LA00566,54,2,2049,2,416,7.8,0502,2,0654,2,18,8,5,1,4,6,26,260,1,,0,,,,,,14,13,,,,,,,26,1,19,,56,,,106,14,1,1,2,1,10,1954-04-16,49,52,07
54LA00567,54,1,2050,2,416,10.2,0502,2,0654,2,18,8,5,1,4,1,26,260,2,,0,,,,,,14,13,,,,,,,26,1,19,,72,,,106,14,1,1,2,1,10,1954-04-16,49,52,07
54LA00568,54,1,1970,2,414,12.6,0116,1,0658,2,0,5,5,1,4,1,25,250,1,,0,,,,,,14,13,,,,,,,25,1,09,,86,,,104,91,1,1,1,1,10,1954-04-14,49,51,07
54LA00569,54,2,2138,2,418,9.8,0714,2,0673,2,,8,5,1,4,1,82,404,1,,0,,,,,,14,13,,,,,,,51,7,14,,83,40,,108,14,1,1,2,1,10,1954-04-18,49,52,07
54LA00570,54,1,2139,2,418,9.4,0714,2,0673,2,,8,5,1,4,1,82,404,2,,0,,,,,,14,13,,,,,,,51,7,14,,49,40,,108,14,1,1,2,1,10,1954-04-18,49,52,07
54LA00571,54,2,1995,2,415,9.2,0838,2,0685,2,23,5,5,1,3,1,36,361,1,,0,,,,,,14,13,,,,,,,36,1,27,,52,,,105,13,1,1,1,1,10,1954-04-15,49,50,07
54LA00572,54,1,1701,2,408,11.4,0511,2,0696,2,,8,5,1,5,1,82,354,1,,0,,,,,,14,13,,,,,,,49,7,07,,85,35,,98,14,1,1,2,1,10,1954-04-08,49,52,07
54LA00573,54,2,1702,2,408,8.4,0511,2,0696,2,,8,5,1,5,1,82,354,2,2,0,,,9870,13,-,14,13,,,,,,,49,7,07,,,35,,98,14,1,1,2,1,0,1954-04-08,49,52,07
54LA00574,54,1,2120,2,418,8.4,0511,2,0703,2,,8,5,1,4,1,82,354,1,6,111,,99,,,,14,13,,,,,10,,51,7,18,,,35,,108,14,1,1,2,1,0,1954-04-18,49,52,07
54LA00575,54,1,2121,2,418,7.0,0511,2,0703,2,,8,5,1,4,2,82,354,2,,0,,,,,,14,13,,,,,,,51,7,18,,73,35,,108,14,1,1,2,1,10,1954-04-18,49,52,07
54LA00576,54,1,1732,2,408,14.2,0116,1,0704,2,0,5,5,1,4,1,25,250,1,,0,,,,,,14,13,,,,,,,25,1,20,,90,,,98,91,1,1,1,1,10,1954-04-08,49,51,07
54LA00577,54,1,1875,2,411,13.2,1896,2,0710,2,,5,5,1,4,1,63,680,1,,0,,,,,,14,13,,,,,,,54,6,19,,89,53,,101,13,1,1,1,1,10,1954-04-11,49,51,07
54LA00578,54,2,2226,2,426,8.0,0603,2,0711,2,16,8,5,1,4,1,47,470,1,,0,,,,,,14,13,,,,,,,47,1,20,,61,,,116,14,1,1,2,1,10,1954-04-26,49,52,07
54LA00579,54,1,2227,2,426,9.0,0603,2,0711,2,16,8,5,1,4,1,47,470,2,,0,,,,,,14,13,,,,,,,47,1,20,,70,,,116,14,1,1,2,1,10,1954-04-26,49,52,07
54LA00580,54,1,1998,2,415,8.8,0117,1,0713,2,0,8,5,1,4,1,45,450,1,2,0,,,,,,14,13,,,,,,,45,1,12,,,,,105,91,1,1,2,1,0,1954-04-15,49,52,07
54LA00581,54,2,1999,2,415,10.2,0117,1,0713,2,0,8,5,1,4,1,45,450,2,,0,,,,,,14,13,,,,,,,45,1,12,,69,,,105,91,1,1,2,1,10,1954-04-15,49,52,07
54LA00582,54,1,2183,2,420,8.4,0069,2,0726,2,19,8,5,1,4,1,51,511,1,,0,,,,,,14,13,,,,,09,,51,1,15,,66,,,110,14,1,1,2,1,10,1954-04-20,49,51,07
54LA00583,54,2,2184,2,420,8.4,0069,2,0726,2,19,8,5,1,4,1,51,511,2,,0,2,,,,,14,13,,,,,,16,51,1,15,,61,,,110,14,1,1,2,1,10,1954-04-20,49,51,07
54LA00584,54,2,2136,2,418,9.0,0069,2,0737,2,21,8,4,1,4,1,51,511,1,,0,,,,,,14,13,,,,,,,51,1,24,,66,,,108,14,1,1,2,1,10,1954-04-18,50,51,07
54LA00585,54,2,2137,2,418,6.6,0069,2,0737,2,21,8,4,1,4,1,51,511,2,6,109,,,,,,14,13,,,,,,75,51,1,24,,,,,108,14,1,1,2,1,0,1954-04-18,50,51,07
54LA00586,54,1,1548,2,403,7.2,1771,2,0740,2,10,8,4,1,4,1,49,491,1,,0,,,,,,14,13,,,,,,29,49,1,02,,63,,,93,13,1,1,2,1,10,1954-04-03,50,51,07
54LA00587,54,2,1549,2,403,6.2,1771,2,0740,2,10,8,4,1,4,1,49,491,2,,0,,,,,,14,13,,,,,,29,49,1,02,,56,,,93,13,1,1,2,1,10,1954-04-03,50,51,07
54LA00588,54,,,,401,0.0,0412,2,0743,2,25,,4,,,,50,501,1,,0,,,,,,14,13,,-,,,,,50,1,13,,,,,91,14,1,0,0,0,0,1954-04-01,50,52,07
54LA00589,54,2,2144,2,418,8.2,1930,2,0753,2,16,8,4,1,3,1,54,540,1,,0,,,,,,14,13,,,,,,,54,1,06,,71,,,108,13,1,1,2,1,10,1954-04-18,50,51,07
54LA00590,54,2,2145,2,418,7.4,1930,2,0753,2,16,8,4,1,3,1,54,540,2,,0,,,,,,14,13,,,,,,,54,1,06,,51,,,108,13,1,1,2,1,10,1954-04-18,50,51,07
54LA00591,54,1,1783,2,409,7.0,0410,2,0761,2,18,8,4,1,4,1,49,490,1,6,109,,,1710,14,+,14,13,,,,,,,49,1,03,,,,,99,14,1,1,2,1,0,1954-04-09,50,52,07
54LA00592,54,2,1784,2,409,7.2,0410,2,0761,2,18,8,4,1,4,1,49,490,2,,0,,,1638,13,-,14,13,,,,,,,49,1,03,,63,,,99,14,1,1,2,1,10,1954-04-09,50,52,07
54LA00593,54,1,2242,2,502,9.2,1930,2,0776,2,17,8,4,1,4,1,54,540,1,2,0,,,,,,14,13,,,,,,,54,1,11,,,,,122,13,1,1,2,1,0,1954-05-02,50,51,07
54LA00594,54,1,2243,2,502,10.8,1930,2,0776,2,17,8,4,1,4,1,54,540,2,,0,,,,,,14,13,,,,,,,54,1,11,,75,,,122,13,1,1,2,1,10,1954-05-02,50,51,07
54LA00595,54,2,,,421,0.0,0528,2,0777,2,,4,4,,4,1,63,670,1,1,0,,,8411,40,+,14,13,,,,,,,54,6,14,,,53,,111,14,1,1,2,0,0,1954-04-21,50,52,07
54LA00596,54,1,,,421,0.0,0528,2,0777,2,,4,4,1,4,2,63,670,2,1,0,,,,,,14,13,,,,,,,54,6,14,,,53,,111,14,1,1,2,0,0,1954-04-21,50,52,07
54LA00597,54,1,2073,2,417,9.0,1822,2,0781,2,18,8,4,3,4,1,26,261,1,,0,,,,,,14,13,,,,,,,26,1,13,,65,,,107,13,1,1,2,1,10,1954-04-17,50,51,07
54LA00598,54,1,2074,2,417,9.8,1822,2,0781,2,18,8,4,3,4,2,26,261,2,,0,,,,,,14,13,,,,,,,26,1,13,,84,,,107,13,1,1,2,1,10,1954-04-17,50,51,07
54LA00599,54,1,2089,2,417,10.4,0838,2,0787,2,,8,4,1,4,1,82,365,1,,0,,,,,,14,13,,,,,,,39,7,00,,86,36,,107,13,1,1,2,1,10,1954-04-17,50,50,07
54LA00600,54,2,2090,2,417,7.2,0838,2,0787,2,,8,4,1,4,1,82,365,2,7,230,,,,,,14,13,,,,,,,39,7,00,,,36,,107,13,1,1,2,1,0,1954-04-17,50,50,07
54LA00601,54,2,1686,2,407,10.0,0502,2,0791,2,13,8,4,1,4,1,26,260,1,6,144,,,3253,11,-,14,13,,,,,,,26,1,25,,,,,97,14,1,1,2,1,0,1954-04-07,50,52,07
54LA00602,54,1,1687,2,407,9.2,0502,2,0791,2,13,8,4,1,4,1,26,260,2,6,98,,,,,,14,13,,,,,,,26,1,25,,,,,97,14,1,1,2,1,0,1954-04-07,50,52,07
54LA00603,54,2,1688,2,407,10.6,0431,2,0792,2,14,5,4,1,4,1,44,440,1,,0,,,,,,14,13,,,,,,,44,1,04,,79,,,97,14,1,1,1,1,10,1954-04-07,50,52,07
54LA00604,54,2,2188,2,421,11.2,1412,2,0802,2,,8,4,1,4,1,63,690,1,,0,,,8747,60,-,14,13,,,,,,,54,6,06,,74,53,,111,14,1,1,2,1,10,1954-04-21,50,53,07
54LA00605,54,2,2189,2,421,10.0,1412,2,0802,2,,8,4,1,4,1,63,690,2,,0,,,,,,14,13,,,,,,,54,6,06,,43,53,,111,14,1,1,2,1,10,1954-04-21,50,53,07
54LA00606,54,1,1946,2,413,10.8,0116,1,0822,2,0,8,4,1,3,1,25,250,1,,0,,,,,,14,13,,,,,,,25,1,17,,76,,,103,91,1,1,2,1,10,1954-04-13,50,51,07
54LA00607,54,2,1947,2,413,9.2,0116,1,0822,2,0,8,4,1,3,1,25,250,2,,0,,,,,,14,13,,,,,,,25,1,17,,80,,,103,91,1,1,2,1,10,1954-04-13,50,51,07
54LA00608,54,2,2055,2,417,9.0,1395,2,0841,2,18,8,4,1,4,1,44,441,1,,0,,,,,,14,13,,,,,,,44,1,06,,47,,,107,14,1,1,2,1,10,1954-04-17,50,53,07
54LA00609,54,2,2056,2,417,9.2,1395,2,0841,2,18,8,4,1,4,1,44,441,2,,0,,,,,,14,13,,,,,,,44,1,06,,45,,,107,14,1,1,2,1,10,1954-04-17,50,53,07
54LA00610,54,1,2153,2,419,8.0,0875,2,0847,2,24,8,4,1,4,1,51,510,1,,0,,,,,,14,13,,,,,10,,51,1,19,,74,,,109,14,1,1,2,1,10,1954-04-19,50,52,07
54LA00611,54,1,2154,2,419,9.2,0875,2,0847,2,24,8,4,1,4,1,51,510,2,6,111,,,,,,14,13,,,,,,,51,1,19,,,,,109,14,1,1,2,1,0,1954-04-19,50,52,07
54LA00612,54,1,2203,2,422,11.2,0511,2,0853,2,16,5,4,1,4,1,35,350,1,,0,,,,,,14,13,,,,,,,35,1,14,,88,,,112,14,1,1,1,1,10,1954-04-22,50,52,07
54LA00613,54,2,1792,2,409,9.0,0585,2,0854,2,,8,4,2,4,1,63,630,1,,0,1,,,,,14,13,,,,,,06,53,6,06,,70,54,,99,14,1,1,2,1,10,1954-04-09,50,52,07
54LA00614,54,1,1793,2,409,9.6,0585,2,0854,2,,8,4,2,4,1,63,630,2,,0,,,0263,14,-,14,13,,,,,,06,53,6,06,,86,54,,99,14,1,1,2,1,10,1954-04-09,50,52,07
