UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
03LA00427,03,T5467,44,ID,41T,09221,00,7.0,7,02,02,1,I,n,I,0404,94,9,4,2,10.6,1,1,T9457,44,ID,02,,,,A8404,-,,,,,.,J,3,....,,,,0,1,1,0.5,96,1,76.5,177,1,2003-04-04,0.0
03LA00428,03,T6188,44,ID,43T,T8296,44,6.0,6,02,02,1,I,n,I,0404,94,8,4,1,13.5,1,1,T9460,44,ID,02,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,92,1,75.0,177,1,2003-04-04,0.007
03LA00429,03,T6188,44,ID,43T,T8296,44,6.0,6,02,02,1,I,n,I,0404,94,8,4,2,11.6,1,1,T9461,44,ID,02,,,,,,,SL.ENTR,,,.,Y,2,....,,,,0,1,1,1.0,88,1,71.5,177,1,2003-04-04,0.007
03LA00430,03,T6449,44,ID,42T,T7759,44,5.0,5,02,02,1,I,n,I,0404,94,8,3,1,11.2,1,1,T9462,44,ID,02,,,,,,"X, MASTITIS",,,,.,Y,1,....,,1,1,2,1,1,1.0,78,1,58.0,177,1,2003-04-04,0.004
03LA00431,03,T6449,44,ID,42T,T7759,44,5.0,5,02,02,1,I,n,I,0404,94,8,3,2,12.0,1,1,T9463,44,ID,02,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,72,1,63.0,177,1,2003-04-04,0.004
03LA00432,03,T6222,44,42,-3-,A8075,04,6.0,6,02,30,1,2,y,X,0404,94,8,3,2,11.5,1,1,Z8851,81,00,32,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,72,1,59.5,177,1,2003-04-04,0.0
03LA00433,03,T6222,44,42,-3-,A8075,04,6.0,6,02,30,1,2,y,X,0404,94,8,3,2,9.6,1,1,Z8850,81,00,32,,,,,,"X, BAD L.EYE",,,,.,J,1,....,,1,1,2,1,1,1.0,69,1,51.5,177,1,2003-04-04,0.0
03LA00434,03,T8526,44,41,-3-,A8075,04,2.0,2,02,30,1,2,y,X,0404,94,5,3,3,12.0,1,1,Z8858,81,00,32,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,100,1,81.0,177,1,2003-04-04,0.001
03LA00435,03,T8577,44,41,-2-,A7460,04,2.0,2,02,30,1,2,y,X,0403,93,8,4,3,10.1,1,1,Z8822,81,00,32,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,81,1,64.0,177,1,2003-04-03,0.001
03LA00436,03,T8577,44,41,-2-,A7460,04,2.0,2,02,30,1,2,y,X,0403,93,8,4,3,10.4,1,1,Z8823,81,00,32,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,73,1,56.5,177,1,2003-04-03,0.001
03LA00437,03,T8698,44,41,-1-,A7977,04,2.0,2,02,30,1,2,y,X,0404,94,5,3,3,11.7,1,1,Z8840,81,00,32,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,95,1,77.5,177,1,2003-04-04,0.001
03LA00438,03,T7637,44,42,-2-,T7305,44,4.0,4,02,02,1,2,y,X,0404,94,8,3,2,9.6,1,1,Z8877,81,00,02,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,70,1,54.0,177,1,2003-04-04,0.02
03LA00439,03,T7637,44,42,-2-,T7305,44,4.0,4,02,02,1,2,y,X,0404,94,8,3,2,9.9,1,1,Z8876,81,00,02,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,82,1,64.0,177,1,2003-04-04,0.02
03LA00440,03,T7280,44,42,-3-,A7198,04,4.0,4,02,30,1,2,y,X,0403,93,5,3,3,12.0,1,1,Z8819,81,00,32,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,85,1,67.0,177,1,2003-04-03,0.0
03LA00441,03,T7703,44,ID,42T,T7759,44,3.0,3,02,02,1,I,n,I,0404,94,8,2,1,11.1,1,1,T9458,44,ID,02,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,84,1,66.5,177,1,2003-04-04,0.008
03LA00442,03,T7703,44,ID,42T,T7759,44,3.0,3,02,02,1,I,n,I,0404,94,8,2,2,10.8,1,1,T9459,44,ID,02,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,80,1,57.5,177,1,2003-04-04,0.008
03LA00443,03,Z5592,81,97,972,Z6098,81,4.0,4,97,97,1,0,n,.,0403,93,8,5,2,13.8,6,1,Z8837,81,97,97,,,,,,,NICE,,,.,J,1,....,,1,1,2,1,1,1.0,87,1,0.0,0,B,2003-04-03,0.093
03LA00444,03,Z5592,81,97,972,Z6098,81,4.0,4,97,97,1,0,n,.,0403,93,8,5,2,12.6,6,1,Z8838,81,97,97,,,,,,,ENTR,,,.,J,2,....,,,,0,1,1,1.0,95,1,0.0,0,B,2003-04-03,0.093
03LA00445,03,90259,09,18,-2-,T7305,44,4.0,4,07,02,1,2,y,X,0404,94,8,3,3,10.2,1,1,Z8897,81,00,01,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,76,1,54.5,177,1,2003-04-04,0.0
03LA00446,03,90259,09,18,-2-,T0000,44,4.0,4,07,02,1,2,y,X,0404,94,8,3,2,10.2,1,1,Z8898,81,00,01,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,67,1,49.0,177,1,2003-04-04,0.0
03LA00447,03,90805,09,18,-1-,T8164,44,4.0,4,07,02,1,2,y,X,0404,94,5,4,2,10.0,1,1,Z8896,81,00,01,,,,,,,BRN.EARS,,,.,Y,1,....,,1,1,1,1,1,1.0,87,1,71.5,177,1,2003-04-04,0.0
03LA00448,03,A3953,04,73,-1-,T8164,44,6.5,6,30,02,1,0,y,X,0405,95,8,4,3,9.0,1,1,Z8913,81,00,32,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,81,1,60.5,177,1,2003-04-05,0.0
03LA00449,03,A3953,04,73,-1-,T8164,44,6.5,6,30,02,1,0,y,X,0405,95,8,4,2,11.0,1,1,Z8912,81,00,32,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,79,1,58.0,177,1,2003-04-05,0.0
03LA00450,03,A4261,04,81,-3-,A7198,04,6.0,6,30,30,1,0,y,X,0404,94,9,3,3,6.3,1,1,Z8909,81,00,30,3,97,93,,8,,,,,.,J,1,....,,1,1,3,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.047
03LA00451,03,A4261,04,81,-3-,A7659,04,6.0,6,30,30,1,0,y,X,0404,94,9,3,3,9.7,1,1,Z8911,81,00,30,,,,,,,,,,.,J,3,....,,,,0,1,1,1.0,67,1,54.5,177,1,2003-04-04,0.067
03LA00452,03,A4261,04,81,-3-,A7198,04,6.0,6,30,30,1,0,y,X,0404,94,9,3,2,9.8,1,1,Z8910,81,00,30,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,83,1,63.5,177,1,2003-04-04,0.047
03LA00453,03,A4793,04,73,51N,K0000,64,5.5,5,30,06,1,0,y,N,0405,95,9,3,3,11.0,1,1,Z8917,81,00,33,,,,,,,,,,.,J,3,....,,,,0,1,1,1.0,91,1,83.0,191,3,2003-04-05,0.0
03LA00454,03,A4793,04,73,51N,K0000,64,5.5,5,30,06,1,0,y,N,0405,95,9,3,3,11.5,1,1,Z8916,81,00,33,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,101,1,91.0,191,3,2003-04-05,0.0
03LA00455,03,A4793,04,73,51N,K0000,64,5.5,5,30,06,1,0,y,N,0405,95,9,3,2,9.1,1,1,Z8915,81,00,33,3,95,93,,8,,,,,.,J,1,....,,1,1,3,1,0,0.0,0,0,0.0,0,3,2003-04-05,0.0
03LA00456,03,A8339,04,82,-3-,A7659,04,2.0,2,30,30,1,0,y,X,0405,95,8,3,2,5.2,1,1,Z8927,81,00,30,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,62,1,44.5,177,1,2003-04-05,0.068
03LA00457,03,A8339,04,82,-3-,A7198,04,2.0,2,30,30,1,0,y,X,0405,95,8,3,2,6.8,1,1,Z8926,81,00,30,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,67,1,50.5,177,1,2003-04-05,0.055
03LA00458,03,A8511,04,81,51N,K0000,64,2.0,2,30,06,1,0,y,N,0404,94,9,2,3,8.4,1,1,Z8908,81,00,33,,,,,,,,,,.,J,1,....,,1,1,3,1,1,1.0,87,1,79.5,191,3,2003-04-04,0.0
03LA00459,03,A8511,04,81,51N,K0000,64,2.0,2,30,06,1,0,y,N,0404,94,9,2,3,6.5,1,1,,,00,33,1,94,44,,,,,,,.,J,3,....,,,,0,0,0,0.0,0,0,0.0,0,*,2003-04-04,0.0
03LA00460,03,A8818,04,83,-3-,A7659,04,2.0,2,30,30,1,0,y,X,0405,95,8,3,3,8.2,1,1,Z8941,81,00,30,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,85,1,67.0,177,1,2003-04-05,0.066
03LA00461,03,A8818,04,83,-3-,A8075,04,2.0,2,30,30,1,0,y,X,0405,95,8,3,3,7.9,1,1,Z8940,81,00,30,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,76,1,61.0,177,1,2003-04-05,0.066
03LA00462,03,A9318,04,83,e13,A8879,04,1.0,1,30,30,4,0,n,M,0404,94,8,2,2,8.5,1,1,H0439,05,88,30,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,93,1,69.0,177,1,2003-04-04,0.054
03LA00463,03,A9318,04,83,e13,A8879,04,1.0,1,30,30,4,0,n,M,0404,94,8,2,2,7.9,1,1,H0438,05,88,30,3,95,93,,8,,,,,.,J,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.054
03LA00464,03,A9307,04,81,e12,A8820,04,1.0,1,30,30,4,0,n,M,0405,95,8,2,1,5.8,1,1,H0441,05,88,30,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,62,1,43.2,177,1,2003-04-05,0.063
03LA00465,03,A9307,04,81,e12,A8820,04,1.0,1,30,30,4,0,n,M,0405,95,8,2,2,8.4,1,1,H0442,05,88,30,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,70,1,54.0,177,1,2003-04-05,0.063
03LA00466,03,A9471,04,84,e13,A8879,04,1.0,1,30,30,4,0,n,M,0404,94,5,2,3,11.7,1,1,H0437,05,88,30,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,96,1,83.0,177,1,2003-04-04,0.064
03LA00467,03,A9677,04,81,e13,A8879,04,1.0,1,30,30,4,0,n,M,0404,94,8,3,3,6.8,1,1,H0436,05,88,30,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,73,1,56.0,177,1,2003-04-04,0.074
03LA00468,03,A9677,04,81,e13,A8879,04,1.0,1,30,30,4,0,n,M,0404,94,8,3,3,7.3,1,1,H0435,05,88,30,6,125,23,,,,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.074
03LA00469,03,A9910,04,84,e10,A8579,04,1.0,1,30,30,4,0,n,M,0404,94,5,2,1,11.5,1,1,H0440,05,88,30,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,78,1,71.5,177,1,2003-04-04,0.051
03LA00470,03,A7447,04,88,-1-,T7925,44,3.0,3,30,02,1,0,y,X,0404,94,8,3,2,10.3,1,1,Z8890,81,00,32,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,75,1,56.5,177,1,2003-04-04,0.001
03LA00471,03,A7447,04,88,-1-,A7977,04,3.0,3,30,30,1,0,y,X,0404,94,8,3,2,9.4,1,1,Z8891,81,00,30,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,74,1,55.5,177,1,2003-04-04,0.037
03LA00472,03,K1248,64,68,-1-,T8164,44,3.0,3,06,02,1,7,y,X,0404,94,5,4,2,8.6,1,1,Z8899,81,00,03,,,,,,MEAN AS HANDY,ENTR,,,.,J,1,....,,1,1,1,1,1,1.0,88,1,70.5,177,1,2003-04-04,0.0
03LA00473,03,K1859,64,68,-1-,T7925,44,2.0,2,06,02,1,7,y,X,0404,94,1,3,2,12.5,1,1,Z8905,81,00,03,1,94,28,Z8904,+,"DYSTOCIA,big",,,,.,J,1,....,,1,1,1,0,0,0.5,0,0,0.0,0,*,2003-04-04,0.0
03LA00474,03,K1996,64,68,-2-,A7460,04,2.0,2,06,30,1,7,y,X,0405,95,8,4,3,11.8,1,1,Z8938,81,00,33,,,,,,BLUEBAG 8/12,,,,.,Y,1,....,,1,1,2,1,1,1.0,70,1,50.0,177,1,2003-04-05,0.0
03LA00475,03,K1996,64,68,-2-,T7305,44,2.0,2,06,02,1,7,y,X,0405,95,8,4,2,8.3,1,1,Z8939,81,00,03,,,,,,,ENTR*2,,,.,Y,2,....,,,,0,1,1,1.0,57,1,41.0,177,1,2003-04-05,0.0
03LA00476,03,K0361,64,61,-2-,A7460,04,5.0,5,06,30,1,7,y,X,0404,94,8,2,3,10.2,1,1,Z8902,81,00,33,,,,,,"THIN,ROUGH",ENTR*2,,,.,J,1,....,,1,1,2,1,1,1.0,96,1,65.5,177,1,2003-04-04,0.0
03LA00477,03,K0361,64,61,-2-,A0000,04,5.0,5,06,30,1,7,y,X,0404,94,8,2,3,9.4,1,1,Z8903,81,00,33,3,96,93,,8,"DYSTOCIA,feet",,,,.,J,2,....,,,,0,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.0
03LA00478,03,K2117,64,68,e.6,K2024,64,1.0,1,06,06,4,7,n,G,0405,95,8,3,2,8.4,1,1,K2768,64,68,06,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,77,1,58.5,177,1,2003-04-05,0.036
03LA00479,03,K2117,64,68,e.6,K2024,64,1.0,1,06,06,4,7,n,G,0405,95,8,3,2,7.5,1,1,K2767,64,68,06,6,120,23,,,,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-05,0.036
03LA00480,03,K2089,64,68,e.6,K2024,64,1.0,1,06,06,4,7,n,G,0405,95,1,1,1,12.5,1,1,,,68,06,1,95,28,,,UTE.PROLAPSE,,,,.,J,1,....,,1,1,1,0,0,0.0,0,0,0.0,0,*,2003-04-05,0.026
03LA00481,03,K2247,64,68,e.7,K1553,64,1.0,1,06,06,4,7,n,G,0404,94,5,2,3,9.4,1,1,K2764,64,68,06,6,117,19,,,,,,,.,Y,1,....,,1,1,1,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.034
03LA00482,03,K2717,64,68,e.7,K1553,64,1.0,1,06,06,4,7,n,G,0404,94,8,2,1,9.7,1,1,K2766,64,68,06,6,132,10,,,,,,,.,J,2,....,,,,0,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.077
03LA00483,03,K2717,64,68,e.7,K1553,64,1.0,1,06,06,4,7,n,G,0404,94,8,2,3,8.6,1,1,K2765,64,68,06,3,97,93,,8,,,,,.,J,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.077
03LA00484,03,K8601,63,61,-2-,A7460,04,7.0,7,06,30,1,7,y,X,0405,95,8,4,3,13.4,1,1,Z8919,81,00,33,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,86,1,61.0,177,1,2003-04-05,0.0
03LA00485,03,K8601,63,61,-2-,A7460,04,7.0,7,06,30,1,7,y,X,0405,95,8,4,3,13.8,1,1,Z8918,81,00,33,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,114,1,90.0,177,1,2003-04-05,0.0
03LA00486,03,P0075,05,83,e13,A8879,04,1.0,1,30,30,4,0,n,M,0405,95,8,2,3,10.8,1,1,H0431,05,88,30,3,95,93,,8,,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-05,0.059
03LA00487,03,P0075,05,83,e13,A8879,04,1.0,1,30,30,4,0,n,M,0405,95,8,2,2,11.0,1,1,H0432,05,88,30,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,86,1,68.5,177,1,2003-04-05,0.059
03LA00488,03,P0001,05,81,e12,A8820,04,1.0,1,30,30,4,0,n,M,0404,94,8,1,3,7.6,1,1,H0434,05,88,30,3,96,93,,8,,,,,.,Y,2,....,,,,0,1,0,0.0,0,0,0.0,0,*,2003-04-04,0.063
03LA00489,03,P0001,05,81,e12,A8820,04,1.0,1,30,30,4,0,n,M,0404,94,8,1,2,6.2,1,1,H0433,05,88,30,3,96,93,,8,DEAD 4/6/03,HAIRY,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,*,2003-04-04,0.063
03LA00490,03,R0489,11,13,-2-,A7460,04,4.0,4,43,30,1,0,y,X,0404,94,9,4,3,8.8,1,1,Z8900,81,00,31,,,,,,,,,,.,J,1,....,,1,1,3,1,1,1.0,59,1,44.5,177,1,2003-04-04,0.0
03LA00491,03,R0489,11,13,-2-,A7460,04,4.0,4,43,30,1,0,y,X,0404,94,9,4,1,7.9,1,1,Z8901,81,00,31,,,,,,,RAM By ACC.,,,.,J,2,....,,,,0,1,1,1.0,69,1,48.5,177,1,2003-04-04,0.0
03LA00492,03,R0489,11,13,-2-,A7460,04,4.0,4,43,30,1,0,y,X,0404,94,9,4,2,9.2,1,1,Z8904,81,00,31,,,,K1859,-,,,,,.,J,3,....,,,,0,1,1,0.5,88,1,69.0,177,1,2003-04-04,0.0
03LA00493,03,R3090,11,18,e.0,R2554,11,1.0,1,07,07,4,0,n,M,0405,95,5,2,1,12.5,1,1,R4066,11,18,07,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,88,1,72.5,177,1,2003-04-05,0.047
03LA00494,03,R3094,11,18,e.0,R2554,11,1.0,1,07,07,4,0,n,M,0404,94,5,2,2,9.9,4,1,R4064,11,18,07,,,,,,,"X, CLR4",,,.,J,1,....,,1,1,1,1,1,1.0,83,1,66.5,177,1,2003-04-04,0.054
03LA00495,03,R3374,11,18,e.0,R2554,11,1.0,1,07,07,4,0,n,M,0405,95,5,2,1,11.9,1,1,R4061,11,18,07,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,91,1,72.5,177,1,2003-04-05,0.044
03LA00496,03,R3448,11,18,e.4,R1231,11,1.0,1,07,07,4,0,n,M,0404,94,5,2,2,10.8,1,1,R4065,11,18,07,6,101,06,Z9416,+,,TAIL INFECTED,,,.,J,1,....,,1,1,1,1,0,0.5,0,0,0.0,0,1,2003-04-04,0.023
03LA00497,03,R3262,11,18,e.2,R2874,11,1.0,1,07,07,4,0,n,M,0404,94,8,1,3,8.5,1,1,R4062,11,18,07,3,96,93,,8,,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.066
03LA00498,03,R3262,11,18,e.2,R2874,11,1.0,1,07,07,4,0,n,M,0404,94,8,1,2,7.4,1,1,R4063,11,18,07,,,,,,,4TEATS,,,.,Y,2,....,,,,0,1,1,1.0,76,1,59.5,177,1,2003-04-04,0.066
03LA00499,03,R2615,11,10,-3-,A7659,04,2.0,2,07,30,1,0,y,X,0404,94,5,2,2,11.7,1,1,Z8895,81,00,31,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,89,1,69.5,177,1,2003-04-04,0.001
03LA00500,03,R2678,11,12,-2-,T7305,44,2.0,2,43,02,1,0,y,X,0405,95,8,3,3,12.2,1,1,Z8920,81,00,01,,,,,,"THIN, WEAK",,,,.,J,1,....,,1,1,2,1,1,1.0,80,1,54.5,177,1,2003-04-05,0.0
03LA00501,03,R2678,11,12,-2-,T7305,44,2.0,2,43,02,1,0,y,X,0405,95,8,3,3,12.9,1,1,Z8921,81,00,01,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,80,1,60.0,177,1,2003-04-05,0.0
03LA00502,03,R2227,11,12,-1-,A7977,04,2.0,2,43,30,1,0,y,X,0405,95,5,2,3,11.2,1,1,Z8933,81,00,31,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,89,1,69.5,177,1,2003-04-05,0.0
03LA00503,03,R2280,11,10,-2-,A7460,04,2.0,2,07,30,1,0,y,X,0405,95,8,1,3,8.9,1,1,Z8936,81,00,31,3,95,93,,8,,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-05,0.0
03LA00504,03,R2280,11,10,-2-,A0000,04,2.0,2,07,30,1,0,y,X,0405,95,8,1,2,9.7,1,1,Z8937,81,00,31,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,89,1,71.5,177,1,2003-04-05,0.0
03LA00505,03,R2869,11,13,-3-,A7198,04,2.0,2,43,30,1,0,y,X,0405,95,5,3,3,12.2,1,1,Z8932,81,00,31,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,96,1,76.5,177,1,2003-04-05,0.0
03LA00506,03,S8056,10,13,-1-,T8164,44,6.0,6,42,02,1,0,y,X,0404,94,9,4,3,11.0,1,1,Z8892,81,00,01,3,95,93,,8,,HAIRY,,,.,Y,1,....,,1,1,3,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.0
03LA00507,03,S8056,10,13,-1-,T8164,44,6.0,6,42,02,1,0,y,X,0404,94,9,4,2,11.1,1,1,Z8894,81,00,01,,,,,,,,,,.,Y,3,....,,,,0,1,1,1.0,68,1,63.5,177,1,2003-04-04,0.0
03LA00508,03,S8056,10,13,-1-,T8164,44,6.0,6,42,02,1,0,y,X,0404,94,9,4,2,11.5,1,1,Z8893,81,00,01,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,73,1,60.0,177,1,2003-04-04,0.0
03LA00509,03,S9133,10,11,-3-,A7659,04,5.0,5,07,30,1,0,y,X,0405,95,8,5,2,10.1,1,1,Z8925,81,00,31,,,,,,,4TEATS,,,.,J,2,....,,,,0,1,1,1.0,77,1,59.0,177,1,2003-04-05,0.001
03LA00510,03,S9133,10,11,-3-,A7659,04,5.0,5,07,30,1,0,y,X,0405,95,8,5,2,9.8,1,1,Z8924,81,00,31,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,83,1,60.5,177,1,2003-04-05,0.001
03LA00511,03,S9169,10,12,-3-,A7659,04,5.0,5,07,30,1,0,y,X,0405,95,9,3,3,10.4,1,1,Z8931,81,00,31,,,,,,,,,,.,J,3,....,,,,0,1,1,1.0,87,1,73.0,177,1,2003-04-05,0.0
03LA00512,03,S9169,10,12,-3-,A0000,04,5.0,5,07,30,1,0,y,X,0405,95,9,3,2,10.6,1,1,Z8929,81,00,31,3,95,93,,8,,BLK. SPOT,,,.,J,1,....,,1,1,3,1,0,0.0,0,0,0.0,0,1,2003-04-05,0.0
03LA00513,03,S9169,10,12,-3-,A7659,04,5.0,5,07,30,1,0,y,X,0405,95,9,3,2,8.8,1,1,Z8930,81,00,31,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,72,1,56.5,177,1,2003-04-05,0.0
03LA00514,03,S9167,10,10,-3-,A7198,04,5.0,5,43,30,1,0,y,X,0404,94,5,4,3,12.8,1,1,Z8885,81,00,31,,,,,,,,,,.,Y,1,....,,1,1,1,1,1,1.0,93,1,75.0,177,1,2003-04-04,0.0
03LA00515,03,S9073,10,11,-1-,T8164,44,5.0,5,07,02,1,0,y,X,0405,95,8,4,3,13.2,1,1,Z8922,81,00,01,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,85,1,71.0,177,1,2003-04-05,0.0
03LA00516,03,S9073,10,11,-1-,T0000,44,5.0,5,07,02,1,0,y,X,0405,95,8,4,3,14.5,1,1,Z8923,81,00,01,,,,,,,"FX.RIBS,R.",,,.,J,2,....,,,,0,1,1,1.0,77,1,65.0,177,1,2003-04-05,0.0
03LA00517,03,S9689,10,13,-1-,T7925,44,5.0,5,07,02,1,0,y,X,0405,95,5,4,2,11.5,1,1,Z8914,81,00,01,,,,,,FEVER/BREAK,ENTR,,,.,J,1,....,,1,1,1,1,1,1.0,71,1,55.0,177,1,2003-04-05,0.0
03LA00518,03,S9202,10,13,-3-,A0000,04,5.0,5,07,30,1,0,y,X,0405,95,8,4,3,11.3,1,1,Z8934,81,00,31,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,87,1,62.0,177,1,2003-04-05,0.0
03LA00519,03,S9202,10,13,-3-,A7198,04,5.0,5,07,30,1,0,y,X,0405,95,8,4,3,10.8,1,1,Z8935,81,00,31,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,78,1,57.5,177,1,2003-04-05,0.0
03LA00520,03,S7852,10,11,-3-,A7659,04,6.0,6,07,30,1,0,y,X,0404,94,9,3,3,8.8,1,1,Z8887,81,00,31,3,97,93,,8,"DYSTOC,breech",,,,.,Y,1,....,,1,1,3,1,0,0.0,0,0,0.0,0,1,2003-04-04,0.001
03LA00521,03,S7852,10,11,-3-,A7198,04,6.0,6,07,30,1,0,y,X,0404,94,9,3,2,11.0,1,1,Z8888,81,00,31,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,76,1,60.5,177,1,2003-04-04,0.0
03LA00522,03,S7852,10,11,-3-,A8075,04,6.0,6,07,30,1,0,y,X,0404,94,9,3,2,12.6,1,1,Z8889,81,00,31,,,,,,,HAIRY,,,.,Y,3,....,,,,0,1,1,1.0,83,1,67.0,177,1,2003-04-04,0.0
03LA00523,03,T5910,44,41,-2-,A7460,04,6.0,6,02,30,1,2,y,X,0405,95,5,4,2,13.2,1,1,Z8928,81,00,32,6,140,10,,,,,,,.,J,1,....,,1,1,1,1,0,0.0,0,0,0.0,0,1,2003-04-05,0.001
03LA00524,03,T6167,44,42,-1-,T7925,44,6.0,6,02,02,1,2,y,X,0405,95,8,0,3,10.9,1,1,Z8942,81,00,02,3,95,93,,8,SPOILED BAG,,,,.,Y,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,5,2003-04-05,0.018
03LA00525,03,T6167,44,42,-1-,T8164,44,6.0,6,02,02,1,2,y,X,0405,95,8,0,3,12.2,1,1,Z8943,81,00,02,3,95,93,,8,,,,,.,Y,2,....,,,,0,1,0,0.0,0,0,0.0,0,5,2003-04-05,0.081
03LA00526,03,T6011,44,ID,42T,T7759,44,6.0,6,02,02,1,I,n,I,0405,95,8,3,1,11.7,1,1,T9473,44,ID,02,,,,,,,,,,.,Y,2,....,,,,0,1,1,1.0,85,1,68.0,177,1,2003-04-05,0.022
03LA00527,03,T6011,44,ID,42T,T7759,44,6.0,6,02,02,1,I,n,I,0405,95,8,3,1,14.8,1,1,T9472,44,ID,02,,,,,,,,,,.,Y,1,....,,1,1,2,1,1,1.0,94,1,71.0,177,1,2003-04-05,0.022
03LA00528,03,T6257,44,ID,41T,09221,00,6.0,6,02,02,1,I,n,I,0404,94,8,4,2,10.5,1,1,T9465,44,ID,02,,,,,,,SWOLLEN KNEES,,,.,Y,2,....,,,,0,1,1,1.0,77,1,59.5,177,1,2003-04-04,0.0
03LA00529,03,T6257,44,ID,41T,09221,00,6.0,6,02,02,1,I,n,I,0404,94,8,4,2,13.5,1,1,T9464,44,ID,02,,,,,,"DYSTOCIA,leg",,,,.,Y,1,....,,1,1,2,1,1,1.0,93,1,67.0,177,1,2003-04-04,0.0
03LA00530,03,T8307,44,ID,42T,T7759,44,2.0,2,02,02,1,I,n,I,0405,95,8,2,3,10.4,1,1,T9466,44,ID,02,,,,,,,BLK. SPOT,,,.,J,1,....,,1,1,2,1,1,1.0,69,1,44.5,177,1,2003-04-05,0.04
