UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
03LA00098,03,Z7200,81,97,972,Z6098,81,2.0,2,97,97,1,0,n,.,0331,90,8,4,1,11.2,6,1,Z8625,81,97,97,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,101,1,0.0,0,B,2003-03-31,0.046
03LA00099,03,Z7200,81,97,972,Z6098,81,2.0,2,97,97,1,0,n,.,0331,90,8,4,2,10.9,6,1,Z8624,81,97,97,,,,,,,ENTR,,,.,J,1,....,,1,1,2,1,1,1.0,100,1,0.0,0,B,2003-03-31,0.046
03LA00100,03, 8727,00,88,-2-,00000,00,5.0,5,30,00,1,0,y,X,0331,90,2,0,,0.0,,,,,00,00,0,90,27,,,"OPP,KNEES,X",,,,.,J,1,....,,1,1,2,0,0,0.0,0,0,0.0,0,*,2003-03-31,0.0
03LA00101,03, 8727,00,88,-2-,00000,00,5.0,5,30,00,1,0,y,X,0331,90,2,0,,0.0,,,,,00,00,0,90,27,,,,,,,.,J,2,....,,,,0,0,0,0.0,0,0,0.0,0,*,2003-03-31,0.0
03LA00102,03,00148,00,18,-1-,A7977,04,3.0,3,07,30,1,2,y,X,0331,90,8,4,3,11.2,1,1,Z8626,81,00,31,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,80,1,64.0,177,1,2003-03-31,0.0
03LA00103,03,00148,00,18,-1-,A7977,04,3.0,3,07,30,1,2,y,X,0331,90,8,4,2,9.8,1,1,Z8627,81,00,31,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,74,1,57.5,177,1,2003-03-31,0.0
03LA00104,03,00687,00,68,-2-,00000,00,3.0,3,06,00,1,7,y,X,0401,91,8,3,2,10.6,1,1,Z8657,81,00,00,6,95,19,,,,,,,.,J,2,....,,,,0,1,0,0.0,0,0,0.0,0,1,2003-04-01,0.0
03LA00105,03,00687,00,68,-2-,T7305,44,3.0,3,06,02,1,7,y,X,0401,91,8,3,2,8.5,1,1,Z8656,81,00,03,6,103,19,,,,,,,.,J,1,....,,1,1,2,1,0,0.0,0,0,0.0,0,1,2003-04-01,0.0
03LA00106,03,00677,00,18,-3-,A7198,04,3.0,3,07,30,1,2,y,X,0401,91,8,3,3,10.8,1,1,Z8646,81,00,31,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,84,1,66.0,177,1,2003-04-01,0.0
03LA00107,03,00677,00,18,-3-,A7659,04,3.0,3,07,30,1,2,y,X,0401,91,8,3,2,8.6,1,1,Z8645,81,00,31,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,77,1,57.0,177,1,2003-04-01,0.001
03LA00108,03,A4491,04,81,51N,K0000,64,6.0,6,30,06,1,0,y,N,0331,90,5,3,2,10.1,1,1,Z8630,81,00,33,,,,,,"FAT,LTS",,,,.,J,1,....,,1,1,1,1,1,1.0,101,1,94.0,191,3,2003-03-31,0.0
03LA00109,03,A5392,04,81,-3-,A7659,04,5.0,5,30,30,1,0,y,X,0331,90,8,3,3,9.4,1,1,Z8635,81,00,30,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,79,1,63.0,177,1,2003-03-31,0.074
03LA00110,03,A5392,04,81,-3-,A7659,04,5.0,5,30,30,1,0,y,X,0331,90,8,3,2,9.6,1,1,Z8636,81,00,30,,,,,,,,,,.,J,2,....,,,,0,1,1,1.0,76,1,64.0,177,1,2003-03-31,0.074
