UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
61LA00001,61,1,,,09,094,1581,61,6,,,4,,1,06,,1,86,5,4,0,4,,6,,,,,,1,,3084,61,1,,84,7,1,,1,1,7.8,0,,,1,1961-03-27
61LA00002,61,2,4958,6,70,743,1592,61,6,,,4,,1,06,,1,105,5,6,0,4,,,,,,,,1,61,2736,61,1,81,70,2,1,,1,1,12.0,10,,,1,1961-04-15
61LA00003,61,2,4926,6,70,723,1598,61,6,,,4,,1,06,,2,104,8,4,0,4,,,,,,,,1,61,3382,61,1,75,70,2,1,,1,2,8.8,10,,,1,1961-04-14
61LA00004,61,1,4927,6,70,723,1598,61,6,,,4,,1,06,,1,104,8,4,0,4,,,,,,,,1,61,3382,61,1,85,70,2,1,,1,2,10.4,10,,,2,1961-04-14
61LA00005,61,2,4947,6,09,093,1599,61,6,33,,4,,1,06,,1,105,5,2,0,4,,,24,,,,,1,61,3470,61,1,83,09,1,1,,1,1,8.8,10,,,1,1961-04-15
61LA00006,61,2,4479,6,01,019,1606,61,6,,,4,,1,06,,1,92,8,4,0,4,,,13,,,,,1,61,2510,61,1,65,07,7,1,,1,2,9.4,10,,,1,1961-04-02
61LA00007,61,1,4480,6,01,019,1606,61,6,,,4,,1,06,,1,92,8,4,0,4,,,13,,,,,1,61,2510,61,1,67,07,7,1,,1,2,9.2,10,,,2,1961-04-02
61LA00008,61,2,5076,6,09,090,1613,61,6,33,,4,,1,06,,1,110,5,1,0,5,,,24,,,,,1,61,3084,61,1,78,09,1,1,,1,1,11.4,10,,,1,1961-04-20
61LA00009,61,2,4812,6,10,103,1614,61,6,24,,4,,1,06,,1,101,8,3,0,4,11,,19,,,,,1,61,3405,61,1,67,10,1,1,,1,2,8.4,10,,,1,1961-04-11
61LA00010,61,2,4813,6,10,103,1614,61,6,24,,4,,1,06,,1,101,8,3,0,4,,,19,,,,,1,61,3405,61,1,63,10,1,1,,1,2,8.2,10,,,2,1961-04-11
61LA00011,61,1,5062,6,04,040,1616,61,6,38,,4,,1,06,,2,110,5,5,1,4,,6,19,6790,41,+,,1,61,2975,61,1,,04,1,1,,1,1,7.2,5,,,1,1961-04-20
61LA00012,61,1,4828,6,04,043,1617,61,6,31,,4,,3,06,,1,101,5,5,0,5,,,19,,,,,1,61,3438,61,1,90,04,1,1,,1,1,12.4,10,,,1,1961-04-11
61LA00013,61,2,4507,6,70,733,1621,61,6,,,4,,1,06,,1,94,8,2,0,4,,,,,,,,1,61,3052,61,1,74,75,2,1,,1,2,12.0,10,,,1,1961-04-04
