UID,YR,SEX,LAMB,LB1,DATE,SIRE,BRWT,SB1,DAM,DB1,INBL,TB,ADAM,CLR,MILK,JAW,LINE,PEN,CDNO,DISP,DAYDIS,ABNL,ABNE,FONO,FOBR,FOPU,ABLMB,DBRD,X1,DRY,DEAD,X2,LBRD,ABEWE,LNDAM,TM,INBD,SPEC,WNWT,CODE,X3,DAYBN,SBRD,Y1,Y2,Y3,Y4,Y5,DATEBN,YRDAM,YRSIRE,STM
51LA00001,51,1,3597,1,424,2401,10.8,1,0974,1,,5,9,1,3,1,63,610,1,,0,2,,,,,16,11,,,,,11,,20,6,18,,69,27,,114,11,1,1,1,1,10,1951-04-24,42,47,07
51LA00002,51,1,3492,1,413,2594,12.2,1,1084,1,16,5,9,1,4,1,21,210,1,,0,,,,,,,11,,,,,11,,21,1,10,,85,,,103,11,1,1,1,1,10,1951-04-13,42,48,07
51LA00003,51,1,3520,1,415,2781,9.6,1,1173,1,19,8,8,1,3,2,27,270,1,,0,,,,,,,11,,,,,11,,27,1,09,,67,,,105,11,1,1,2,1,10,1951-04-15,43,49,07
51LA00004,51,2,3521,1,415,2781,9.4,1,1173,1,19,8,8,1,3,1,27,270,2,,0,,,,,,,11,,,,,11,,27,1,09,,67,,,105,11,1,1,2,1,10,1951-04-15,43,49,07
51LA00005,51,2,3478,1,413,2837,10.2,1,1191,1,11,5,8,1,4,1,19,190,1,6,0,,,,,,,11,,,,,11,,19,1,00,,,,,103,11,1,1,1,1,0,1951-04-13,43,49,07
51LA00006,51,2,3566,1,419,2771,9.0,1,1211,1,25,8,8,2,5,1,34,340,1,,0,1,,,,,02,11,,,,,11,,34,1,19,,45,,,109,11,1,1,2,1,10,1951-04-19,43,49,07
51LA00007,51,1,3567,1,419,2771,10.6,1,1211,1,25,8,8,1,5,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,19,,83,,,109,11,1,1,2,1,10,1951-04-19,43,49,07
51LA00008,51,2,3402,1,409,2744,11.8,1,1225,1,18,5,8,1,5,1,23,230,1,,0,,,,,,,11,,,,,11,,23,1,19,,88,,,99,11,1,1,1,1,10,1951-04-09,43,48,07
51LA00009,51,1,3603,1,428,2903,12.2,1,1297,1,18,5,8,1,4,1,20,200,1,,0,2,,,,,16,11,,,,,11,,20,1,08,,81,,,118,11,1,1,1,1,10,1951-04-28,43,49,07
51LA00010,51,2,3588,1,421,2990,11.0,1,1298,1,15,5,8,1,4,1,32,320,1,7,230,,,,,,,11,,,,,11,,32,1,30,,,,,111,11,1,1,1,1,0,1951-04-21,43,49,07
51LA00011,51,,,,510,2903,0.0,1,1349,1,20,,8,,,,20,200,1,,0,,,,,,,11,,-,,,11,,20,1,14,,,,,130,11,1,0,0,0,0,1951-05-10,43,49,07
51LA00012,51,2,3344,1,406,2781,10.6,1,1431,1,24,8,7,1,4,1,27,270,1,,0,2,,,,,16,11,,,,,11,,27,1,24,,74,,,96,11,1,1,2,1,10,1951-04-06,44,49,07
51LA00013,51,2,3345,1,406,2781,9.6,1,1431,1,24,8,7,1,4,1,27,270,2,6,0,2,,,,,16,11,,,,,11,,27,1,24,,,,,96,11,1,1,2,1,0,1951-04-06,44,49,07
51LA00014,51,2,3532,1,415,2771,10.0,1,1459,1,30,5,7,1,5,1,34,340,1,,0,,,,,,,11,,,,,11,,34,1,14,,63,,,105,11,1,1,1,1,10,1951-04-15,44,49,07
51LA00015,51,1,3302,1,402,2903,9.6,1,1484,1,19,8,7,1,3,2,20,200,1,,0,2,,,,,16,11,,,,,11,,20,1,23,,76,,,92,11,1,1,2,1,10,1951-04-02,44,49,07
51LA00016,51,2,3303,1,402,2903,7.6,1,1484,1,19,8,7,1,3,2,20,200,2,,0,2,,,,,16,11,,,,,11,,20,1,23,,73,,,92,11,1,1,2,1,10,1951-04-02,44,49,07
51LA00017,51,1,3522,1,415,2232,11.6,1,1486,1,,8,7,1,3,1,63,600,1,,0,,,,,,,11,,,,,11,,20,6,18,,76,27,,105,11,1,1,2,1,10,1951-04-15,44,47,07
51LA00018,51,2,3523,1,415,2232,9.0,1,1486,1,,8,7,1,3,1,63,600,2,,0,,,,,,,11,,,,,11,,20,6,18,,71,27,,105,11,1,1,2,1,10,1951-04-15,44,47,07
51LA00019,51,2,3508,1,414,3236,12.8,1,1490,1,14,5,7,1,4,1,24,240,1,,0,,,,,,,11,,,,,11,,24,1,27,,80,,,104,11,1,1,1,1,10,1951-04-14,44,50,07
51LA00020,51,2,3574,1,419,2996,11.0,1,1516,1,19,5,7,1,4,1,23,231,1,,0,2,,,,,16,11,,,,,11,,23,1,16,,72,,,109,11,1,1,1,1,10,1951-04-19,44,49,07
51LA00021,51,1,3349,1,406,2744,7.0,1,1517,1,21,8,7,1,3,2,23,230,1,2,0,2,,,,,16,11,,,,,11,30,23,1,16,,,,,96,11,1,1,2,1,0,1951-04-06,44,48,07
51LA00022,51,2,3350,1,406,2744,8.2,1,1517,1,21,8,7,1,3,2,23,230,2,,0,2,,,,,16,11,,,,,11,,23,1,16,,65,,,96,11,1,1,2,1,10,1951-04-06,44,48,07
51LA00023,51,1,3457,1,412,2903,9.8,1,1523,1,24,8,7,1,4,1,20,200,1,,0,,,,,,,11,,,,,11,,20,1,09,,74,,,102,11,1,1,2,1,10,1951-04-12,44,49,07
51LA00024,51,2,3458,1,412,2903,8.0,1,1523,1,24,8,7,1,4,1,20,200,2,,0,,,,,,,11,,,,,11,,20,1,09,,58,,,102,11,1,1,2,1,10,1951-04-12,44,49,07
51LA00025,51,1,3486,1,413,2837,9.4,1,1537,1,19,8,7,1,4,2,19,190,1,,0,,99,,,,10,11,,,,,11,,19,1,34,,58,,,103,11,1,1,2,1,10,1951-04-13,44,49,07
51LA00026,51,2,3487,1,413,2837,8.8,1,1537,1,19,8,7,1,4,2,19,190,2,,0,,,,,,,11,,,,,11,,19,1,34,,63,,,103,11,1,1,2,1,10,1951-04-13,44,49,07
51LA00027,51,2,3416,1,410,2996,8.8,1,1568,1,18,8,7,1,4,1,23,231,1,,0,,,,,,,11,,,,,11,,23,1,17,,62,,,100,11,1,1,2,1,10,1951-04-10,44,49,07
51LA00028,51,2,3417,1,410,2996,9.2,1,1568,1,18,8,7,1,4,1,23,231,2,,0,,,,,,,11,,,,,11,,23,1,17,,65,,,100,11,1,1,2,1,10,1951-04-10,44,49,07
51LA00029,51,1,3419,1,410,3236,10.6,1,1578,1,14,8,7,1,5,1,24,240,1,,0,,92,,,,,11,,,,,11,07,24,1,28,,75,,,100,11,1,1,2,1,10,1951-04-10,44,50,07
51LA00030,51,2,3420,1,410,3236,10.6,1,1578,1,14,8,7,1,5,1,24,240,2,,0,,,,,,,11,,,,,11,,24,1,28,,71,,,100,11,1,1,2,1,10,1951-04-10,44,50,07
51LA00031,51,2,3471,1,412,2771,10.6,1,1604,1,34,8,7,1,3,1,34,340,1,,0,2,,9555,13,-,16,11,,,,,11,33,34,1,31,,70,,,102,11,1,1,2,1,10,1951-04-12,44,49,07
51LA00032,51,1,3472,1,412,2771,10.4,1,1604,1,34,8,7,1,3,1,34,340,2,,0,2,05,,,,16,11,,,,,11,,34,1,31,,95,,,102,11,1,1,2,1,10,1951-04-12,44,49,07
51LA00033,51,2,3453,1,411,2837,9.8,1,1609,1,16,5,7,1,4,2,19,190,1,,0,,,,,,,11,,,,,11,,19,1,15,,70,,,101,11,1,1,1,1,10,1951-04-11,44,49,07
51LA00034,51,2,3439,1,411,2990,11.2,1,1630,1,14,5,7,1,3,1,32,320,1,,0,,,,,,,11,,,,,11,,32,1,14,,81,,,101,11,1,1,1,1,10,1951-04-11,44,49,07
51LA00035,51,1,3507,1,414,2842,10.4,1,1661,1,21,5,6,1,4,1,21,211,1,7,230,,,,,,,11,,,,,11,,21,1,10,,,,,104,11,1,1,1,1,0,1951-04-14,45,49,07
51LA00036,51,2,3293,1,401,2893,10.4,1,1692,1,,5,6,1,4,1,63,580,1,,0,,,,,,,11,,,,,11,,27,6,25,,64,20,,91,11,1,1,1,1,10,1951-04-01,45,49,07
51LA00037,51,1,3366,1,407,2771,9.4,1,1701,1,28,8,6,1,4,1,34,340,1,,0,2,,,,,16,11,,,,,11,,34,1,19,,70,,,97,11,1,1,2,1,10,1951-04-07,45,49,07
51LA00038,51,2,3367,1,407,2771,8.8,1,1701,1,28,8,6,1,4,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,19,,62,,,97,11,1,1,2,1,10,1951-04-07,45,49,07
51LA00039,51,2,3326,1,405,2822,9.4,1,1704,1,,5,6,1,5,1,63,620,1,,0,0,,,,,09,11,,,,,11,,20,6,12,,67,27,,95,11,1,1,1,1,10,1951-04-05,45,49,07
51LA00040,51,2,3580,1,420,2771,6.0,1,1713,1,26,8,6,1,3,1,34,340,1,2,0,,,,,,,11,,,,,11,,34,1,25,,,,,110,11,1,1,2,1,0,1951-04-20,45,49,07
51LA00041,51,2,3581,1,420,2771,9.6,1,1713,1,26,8,6,1,3,1,34,340,2,,0,2,,,,,16,11,,,,,11,,34,1,25,,75,,,110,11,1,1,2,1,10,1951-04-20,45,49,07
51LA00042,51,,,,228,2990,0.0,1,1717,1,10,,6,,,,32,320,1,,0,,,,,,,11,,,6,,11,,32,1,15,,,,,59,11,0,0,0,0,0,1951-02-28,45,49,07
51LA00043,51,1,3602,1,427,2837,10.8,1,1718,1,16,5,6,1,4,1,19,190,1,7,230,,,,,,,11,,,,,11,,19,1,15,,,,,117,11,1,1,1,1,0,1951-04-27,45,49,07
51LA00044,51,1,3380,1,408,2781,10.8,1,1727,1,,7,6,1,5,1,63,590,1,,0,,,,,,,11,,,,,11,,20,6,18,,85,27,,98,11,1,1,2,1,10,1951-04-08,45,49,07
51LA00045,51,,,,408,2781,0.0,1,1727,1,,7,6,,5,,63,590,2,1,0,,,,,,,11,,,,,11,,20,6,18,,,27,,98,11,1,1,2,0,0,1951-04-08,45,49,07
51LA00046,51,2,3315,1,404,2781,11.0,1,1731,1,26,8,6,1,5,1,27,270,1,,0,,,,,,,11,,,,,11,,27,1,18,,80,,,94,11,1,1,2,1,10,1951-04-04,45,49,07
51LA00047,51,2,3316,1,404,2781,8.4,1,1731,1,26,8,6,1,5,1,27,270,2,,0,,,,,,,11,,,,,11,,27,1,18,,67,,,94,11,1,1,2,1,10,1951-04-04,45,49,07
51LA00048,51,1,3564,1,419,2793,8.4,1,1744,1,,8,6,1,4,1,63,570,1,,0,,,,,,,11,,,,,11,,27,6,25,,77,20,,109,11,1,1,2,1,10,1951-04-19,45,49,07
51LA00049,51,1,3565,1,419,2793,8.4,1,1744,1,,8,6,1,4,1,63,570,2,,0,,,,,,,11,,,,,11,,27,6,25,,74,20,,109,11,1,1,2,1,10,1951-04-19,45,49,07
51LA00050,51,2,3505,1,414,2781,9.2,1,1745,1,27,8,6,1,4,2,27,270,1,,0,,,,,,,11,,,,,11,,27,1,25,,70,,,104,11,1,1,2,1,10,1951-04-14,45,49,07
51LA00051,51,2,3506,1,414,2781,8.4,1,1745,1,27,8,6,1,4,1,27,270,2,6,0,,,,,,,11,,,,,11,,27,1,25,,,,,104,11,1,1,2,1,0,1951-04-14,45,49,07
51LA00052,51,2,3309,1,403,2781,10.8,1,1755,1,34,5,6,1,4,1,27,270,1,,0,,,,,,,11,,,,,11,,27,1,20,,70,,,93,11,1,1,1,1,10,1951-04-03,45,49,07
51LA00053,51,2,3484,1,413,2903,6.4,1,1764,1,24,8,6,1,3,2,20,200,1,,0,2,,8728,13,-,16,11,,,,,11,,20,1,27,,44,,,103,11,1,1,2,1,10,1951-04-13,45,49,07
51LA00054,51,1,3485,1,413,2903,8.2,1,1764,1,24,8,6,1,3,2,20,200,2,,0,2,,,,,16,11,,,,,11,,20,1,27,,74,,,103,11,1,1,2,1,10,1951-04-13,45,49,07
51LA00055,51,1,3594,1,421,2362,13.4,1,1771,1,,5,6,1,5,1,63,560,1,,0,,,,,,,11,,,,,11,,27,6,29,,109,20,,111,11,1,1,1,1,10,1951-04-21,45,47,07
51LA00056,51,1,3553,1,417,2996,10.0,1,1775,1,21,8,6,1,5,1,23,231,1,6,0,,,,,,,11,,,,,11,,23,1,18,,,,,107,11,1,1,2,1,0,1951-04-17,45,49,07
51LA00057,51,1,3554,1,417,2996,9.0,1,1775,1,21,8,6,1,5,1,23,231,2,,0,,,,,,,11,,,,,11,,23,1,18,,82,,,107,11,1,1,2,1,10,1951-04-17,45,49,07
51LA00058,51,2,3396,1,409,2837,10.8,1,1820,1,16,5,6,1,5,1,19,190,1,,0,,,,,,,11,,,,,11,,19,1,15,,72,,,99,11,1,1,1,1,10,1951-04-09,45,49,07
51LA00059,51,1,3556,1,417,2903,10.0,1,1827,1,,7,6,1,4,1,63,550,1,,0,2,,,,,16,11,,,,,11,,27,6,20,,79,20,,107,11,1,1,2,1,10,1951-04-17,45,49,07
51LA00060,51,2,,,417,2903,0.0,1,1827,1,,7,6,1,4,1,63,550,2,1,0,,,,,,,11,,,,,11,,27,6,20,,,20,,107,11,1,1,2,0,0,1951-04-17,45,49,07
51LA00061,51,1,3339,1,406,2781,9.6,1,1828,1,25,8,6,1,5,1,27,270,1,,0,,,,,,,11,,,,,11,,27,1,20,,78,,,96,11,1,1,2,1,10,1951-04-06,45,49,07
51LA00062,51,1,3340,1,406,2781,10.2,1,1828,1,25,8,6,1,5,1,27,270,2,,0,,,,,,,11,,,,,11,,27,1,20,,78,,,96,11,1,1,2,1,10,1951-04-06,45,49,07
51LA00063,51,2,3436,1,411,2903,8.2,1,1838,1,,8,6,1,3,1,63,550,1,,0,,,,,,,11,,,,,11,,27,6,10,,62,20,,101,11,1,1,2,1,10,1951-04-11,45,49,07
51LA00064,51,1,3437,1,411,2903,10.6,1,1838,1,,8,6,1,3,1,63,550,2,,0,,,,,,04,11,,,,,11,,27,6,10,,84,20,,101,11,1,1,2,1,10,1951-04-11,45,49,07
51LA00065,51,2,3535,1,415,2781,10.8,1,1839,1,22,5,6,1,4,1,27,270,1,6,0,0,,0127,14,+,71,11,,,,,11,,27,1,12,,,,,105,11,1,1,1,1,0,1951-04-15,45,49,07
51LA00066,51,1,3404,1,409,3236,11.4,1,1847,1,25,5,6,1,3,1,24,240,1,,0,,,,,,,11,,,,,11,,24,1,34,,70,,,99,11,1,1,1,1,10,1951-04-09,45,50,07
51LA00067,51,,,,510,2837,0.0,1,1858,1,21,,6,,,,19,190,1,,0,,,,,,,11,,-,,,11,,19,1,15,,,,,130,11,1,0,0,0,0,1951-05-10,45,49,07
51LA00068,51,1,3503,1,414,2744,12.2,1,1860,1,16,5,6,1,5,1,23,230,1,,0,,,,,,,11,,,,,11,,23,1,10,,85,,,104,11,1,1,1,1,10,1951-04-14,45,48,07
51LA00069,51,2,3575,1,420,2903,7.4,1,1872,1,24,8,6,1,5,1,20,200,1,,0,,,,,,,11,,,,,11,,20,1,12,,68,,,110,11,1,1,2,1,10,1951-04-20,45,49,07
51LA00070,51,1,3576,1,420,2903,9.0,1,1872,1,24,8,6,1,5,1,20,200,2,,0,,,,,,,11,,,,,11,,20,1,12,,46,,,110,11,1,1,2,1,10,1951-04-20,45,49,07
51LA00071,51,2,3573,1,419,2996,11.4,1,1874,1,22,5,6,1,4,2,23,231,1,,0,,,,,,,11,,,,,11,,23,1,17,,70,,,109,11,1,1,1,1,10,1951-04-19,45,49,07
51LA00072,51,2,3558,1,418,2744,10.4,1,1876,1,14,8,6,1,4,1,23,230,1,7,230,,,,,,,11,,,,,11,,23,1,10,,,,,108,11,1,1,2,1,0,1951-04-18,45,48,07
51LA00073,51,1,3559,1,418,2744,10.6,1,1876,1,14,8,6,1,4,1,23,230,2,,0,,,,,,,11,,,,,11,,23,1,10,,57,,,108,11,1,1,2,1,10,1951-04-18,45,48,07
51LA00074,51,2,3504,1,414,2822,10.4,1,1898,1,,5,6,1,4,1,63,620,1,,0,,,,,,,11,,,,,11,,20,6,28,,73,27,,104,11,1,1,1,1,10,1951-04-14,45,49,07
51LA00075,51,1,,,415,2401,13.0,1,1903,1,,1,6,1,4,1,63,610,1,1,0,,,3512,11,+,,11,,,,,11,,20,6,26,,,27,,105,11,1,1,1,0,0,1951-04-15,45,47,07
51LA00076,51,,,,228,2990,0.0,1,1913,1,13,,6,,,,32,320,1,,0,,,,,,,11,,,6,,11,,32,1,26,,,,,59,11,0,0,0,0,0,1951-02-28,45,49,07
51LA00077,51,1,3321,1,405,3236,12.0,1,1948,1,15,5,5,1,4,1,24,240,1,,0,,,,,,,11,,,,,11,,24,1,20,,95,,,95,11,1,1,1,1,10,1951-04-05,46,50,07
51LA00078,51,2,3544,1,416,3236,12.4,1,1949,1,15,5,5,1,5,1,24,240,1,,0,,99,,,,,11,,,,,11,10,24,1,20,,83,,,106,11,1,1,1,1,10,1951-04-16,46,50,07
51LA00079,51,1,3297,1,401,2781,9.0,1,1972,1,27,5,5,1,2,1,27,270,1,,0,1,,,,,01,11,,,,,11,,27,1,15,,70,,,91,11,1,1,1,1,10,1951-04-01,46,49,07
51LA00080,51,1,3547,1,417,2771,7.4,1,1979,1,28,8,5,1,4,1,34,340,1,6,0,,,,,,,11,,,,,11,,34,1,08,,,,,107,11,1,1,2,1,0,1951-04-17,46,49,07
51LA00081,51,2,3548,1,417,2771,9.0,1,1979,1,28,8,5,1,4,1,34,340,2,,0,,,6605,13,-,,11,,,,,11,,34,1,08,,76,,,107,11,1,1,2,1,10,1951-04-17,46,49,07
51LA00082,51,1,3569,1,419,2837,10.4,1,1982,1,35,5,5,1,4,1,19,190,1,,0,,,,,,,11,,,,,11,,19,1,34,,74,,,109,11,1,1,1,1,10,1951-04-19,46,49,07
51LA00083,51,2,3407,1,409,2771,10.0,1,1996,1,36,8,5,1,4,1,34,340,1,6,0,,,,,,,11,,,,,11,,34,1,27,,,,,99,11,1,1,2,1,0,1951-04-09,46,49,07
51LA00084,51,1,3408,1,409,2771,9.2,1,1996,1,36,8,5,1,4,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,27,,84,,,99,11,1,1,2,1,10,1951-04-09,46,49,07
51LA00085,51,1,3409,1,409,2781,10.2,1,1999,1,,5,5,1,4,4,63,590,1,,0,,,,,,,11,,,,,11,,20,6,12,,88,27,,99,11,1,1,1,1,10,1951-04-09,46,49,07
51LA00086,51,1,3488,1,413,2744,10.2,1,2003,1,19,8,5,1,4,2,23,230,1,,0,,,,,,,11,,,,,11,,23,1,10,,86,,,103,11,1,1,2,1,10,1951-04-13,46,48,07
51LA00087,51,1,3489,1,413,2744,9.0,1,2003,1,19,8,5,1,4,1,23,230,2,,0,,,9897,13,-,,11,,,,,11,,23,1,10,,73,,,103,11,1,1,2,1,10,1951-04-13,46,48,07
51LA00088,51,2,3537,1,416,2990,8.8,1,2005,1,8,8,5,1,4,1,32,320,1,,0,,06,,,,,11,,,,,11,11,32,1,29,,69,,,106,11,1,1,2,1,10,1951-04-16,46,49,07
51LA00089,51,2,3538,1,416,2990,7.4,1,2005,1,8,8,5,1,4,1,32,320,2,,0,,,,,,,11,,,,,11,,32,1,29,,66,,,106,11,1,1,2,1,10,1951-04-16,46,49,07
51LA00090,51,1,3524,1,415,2771,9.8,1,2020,1,41,8,5,1,4,1,34,340,1,,0,,99,,,,10,11,,,,,11,,34,1,26,,64,,,105,11,1,1,2,1,10,1951-04-15,46,49,07
51LA00091,51,1,3525,1,415,2771,10.8,1,2020,1,41,8,5,1,4,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,26,,63,,,105,11,1,1,2,1,10,1951-04-15,46,49,07
51LA00092,51,2,3334,1,405,2771,12.0,1,2021,1,50,5,5,2,4,1,34,340,1,,0,2,,,,,16,11,,,,,11,,34,1,26,,80,,,95,11,1,1,1,1,10,1951-04-05,46,49,07
51LA00093,51,1,3382,1,408,2781,10.0,1,2036,1,26,8,5,1,4,1,27,270,1,,0,,,,,,,11,,,,,11,,27,1,15,,86,,,98,11,1,1,2,1,10,1951-04-08,46,49,07
51LA00094,51,1,3383,1,408,2781,10.0,1,2036,1,26,8,5,1,4,1,27,270,2,,0,,,,,,,11,,,,,11,,27,1,15,,74,,,98,11,1,1,2,1,10,1951-04-08,46,49,07
51LA00095,51,2,3322,1,405,2837,10.0,1,2037,1,30,8,5,1,4,1,19,190,1,,0,,98,,,,,11,,,,,11,09,19,1,24,,70,,,95,11,1,1,2,1,10,1951-04-05,46,49,07
51LA00096,51,1,3323,1,405,2837,9.4,1,2037,1,30,8,5,1,4,1,19,190,2,,0,,,,,,,11,,,,,11,,19,1,24,,68,,,95,11,1,1,2,1,10,1951-04-05,46,49,07
51LA00097,51,2,3551,1,417,2842,9.8,1,2055,1,35,5,5,1,4,1,21,211,1,,0,,,,,,,11,,,,,11,,21,1,15,,45,,,107,11,1,1,1,1,10,1951-04-17,46,49,07
51LA00098,51,2,3443,1,411,2842,10.4,1,2057,1,19,5,5,1,4,1,21,211,1,,0,,,,,,,11,,,,,11,,21,1,16,,47,,,101,11,1,1,1,1,10,1951-04-11,46,49,07
51LA00099,51,2,3539,1,416,2771,6.6,1,2060,1,40,8,5,1,3,1,34,340,1,7,230,,,,,,,11,,,,,11,,34,1,36,,,,,106,11,1,1,2,1,0,1951-04-16,46,49,07
51LA00100,51,1,3540,1,416,2771,10.4,1,2060,1,40,8,5,1,3,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,36,,83,,,106,11,1,1,2,1,10,1951-04-16,46,49,07
51LA00101,51,1,3355,1,406,2744,10.4,1,2061,1,24,8,5,1,4,2,23,230,1,,0,,99,,,,,11,,,,,11,10,23,1,23,,94,,,96,11,1,1,2,1,10,1951-04-06,46,48,07
51LA00102,51,1,3356,1,406,2744,10.0,1,2061,1,24,8,5,1,4,1,23,230,2,6,0,,,,,,,11,,,,,11,,23,1,23,,,,,96,11,1,1,2,1,0,1951-04-06,46,48,07
51LA00103,51,1,3295,1,401,2903,8.6,1,2088,1,22,8,5,1,4,1,20,200,1,,0,,,,,,,11,,,,,11,,20,1,09,,48,,,91,11,1,1,2,1,10,1951-04-01,46,49,07
51LA00104,51,2,3296,1,401,2903,8.0,1,2088,1,22,8,5,1,4,1,20,200,2,,0,,,,,,,11,,,,,11,,20,1,09,,55,,,91,11,1,1,2,1,10,1951-04-01,46,49,07
51LA00105,51,,,,330,2903,0.0,1,2091,1,22,0,5,,0,,20,200,1,0,0,,,,,,,11,,,,,11,,20,1,17,,,,,89,11,1,1,1,0,0,1951-03-30,46,49,07
51LA00106,51,2,3351,1,406,2793,7.4,1,2102,1,,8,5,1,3,1,63,570,1,,0,2,,,,,16,11,,,,,11,,27,6,12,,74,20,,96,11,1,1,2,1,10,1951-04-06,46,49,07
51LA00107,51,2,3352,1,406,2793,7.2,1,2102,1,,8,5,1,3,1,63,570,2,,0,2,,,,,16,11,,,,,11,,27,6,12,,76,20,,96,11,1,1,2,1,10,1951-04-06,46,49,07
51LA00108,51,1,3348,1,406,2837,13.8,1,2107,1,15,5,5,1,5,1,19,190,1,6,0,,98,3329,11,+,,11,,,,,11,09,19,1,18,,,,,96,11,1,1,1,1,0,1951-04-06,46,49,07
51LA00109,51,1,3498,1,414,2996,12.0,1,2115,1,16,5,5,1,5,1,23,231,1,,0,,,,,,,11,,,,,11,,23,1,13,,89,,,104,11,1,1,1,1,10,1951-04-14,46,49,07
51LA00110,51,2,3305,1,402,2771,8.2,1,2127,1,36,8,5,1,2,1,34,340,1,,0,,,,,,,11,,,,,11,02,34,1,24,,70,,,92,11,1,1,2,1,10,1951-04-02,46,49,07
51LA00111,51,2,3306,1,402,2771,10.0,1,2127,1,36,8,5,1,2,1,34,340,2,,0,,,9190,13,-,,11,,,,,11,,34,1,24,,80,,,92,11,1,1,2,1,10,1951-04-02,46,49,07
51LA00112,51,2,3605,1,429,2232,10.4,1,2129,1,,5,5,1,5,1,63,600,1,,0,,,,,,,11,,,,,11,,20,6,13,,75,27,,119,11,1,1,1,1,10,1951-04-29,46,47,07
51LA00113,51,1,3561,1,418,2903,11.0,1,2131,1,25,5,5,1,4,2,20,200,1,6,0,2,,,,,16,11,,,,,11,,20,1,26,,,,,108,11,1,1,1,1,0,1951-04-18,46,49,07
51LA00114,51,1,3363,1,407,2837,10.8,1,2135,1,42,5,5,1,5,2,19,190,1,6,0,,99,1551,13,+,,11,,,,,11,10,19,1,16,,,,,97,11,1,1,1,1,0,1951-04-07,46,49,07
51LA00115,51,1,3435,1,411,2837,11.0,1,2146,1,15,5,5,1,3,1,19,190,1,,0,,,,,,,11,,,,,11,,19,1,18,,80,,,101,11,1,1,1,1,10,1951-04-11,46,49,07
51LA00116,51,2,3422,1,410,2893,10.0,1,2173,1,,8,5,1,5,1,63,580,1,,0,2,,,,,16,11,,,,,11,,27,6,17,,66,20,,100,11,1,1,2,1,10,1951-04-10,46,49,07
51LA00117,51,2,3423,1,410,2893,7.0,1,2173,1,,8,5,1,5,1,63,580,2,,0,2,,,,,16,11,,,,,11,,27,6,17,,66,20,,100,11,1,1,2,1,10,1951-04-10,46,49,07
51LA00118,51,1,3526,1,415,2996,8.6,1,2186,1,20,8,5,1,3,1,23,231,1,,0,,,,,,,11,,,,,11,,23,1,27,,54,,,105,11,1,1,2,1,10,1951-04-15,46,49,07
51LA00119,51,2,3527,1,415,2996,8.0,1,2186,1,20,8,5,1,3,2,23,231,2,7,230,2,,,,,16,11,,,,,11,,23,1,27,,,,,105,11,1,1,2,1,0,1951-04-15,46,49,07
51LA00120,51,1,3336,1,406,2837,10.0,1,2202,1,28,5,5,1,4,1,19,190,1,,0,,,,,,,11,,,,,11,,19,1,24,,82,,,96,11,1,1,1,1,10,1951-04-06,46,49,07
51LA00121,51,2,3440,1,411,2990,10.6,1,2207,1,20,5,5,1,3,1,32,320,1,,0,,,,,,,11,,,,,11,,32,1,24,,74,,,101,11,1,1,1,1,10,1951-04-11,46,49,07
51LA00122,51,2,3381,1,408,2837,10.4,1,2219,1,16,5,4,1,5,1,19,190,1,,0,,,,,,,11,,,,,11,,19,1,21,,66,,,98,11,1,1,1,1,10,1951-04-08,47,49,07
51LA00123,51,2,3413,1,410,2781,11.0,1,2220,1,28,5,4,1,5,1,27,270,1,,0,,,,,,,11,,,,,11,,27,1,21,,85,,,100,11,1,1,1,1,10,1951-04-10,47,49,07
51LA00124,51,1,3477,1,413,2990,13.6,1,2228,1,14,5,4,1,5,1,32,320,1,,0,,,,,,,11,,,,,11,,32,1,31,,100,,,103,11,1,1,1,1,10,1951-04-13,47,49,07
51LA00125,51,2,3317,1,404,2837,9.8,1,2229,1,15,5,4,1,4,1,19,190,1,,0,,98,,,,,11,,,,,11,09,19,1,16,,72,,,94,11,1,1,1,1,10,1951-04-04,47,49,07
51LA00126,51,2,3414,1,410,2771,10.0,1,2230,1,39,8,4,1,5,1,34,340,1,6,0,,,,,,,11,,,,,11,,34,1,30,,,,,100,11,1,1,2,1,0,1951-04-10,47,49,07
51LA00127,51,2,3415,1,410,2771,8.2,1,2230,1,39,8,4,1,5,1,34,340,2,,0,,,,,,,11,,,,,11,,34,1,30,,76,,,100,11,1,1,2,1,10,1951-04-10,47,49,07
51LA00128,51,2,3545,1,416,2771,9.4,1,2237,1,34,8,4,1,5,2,34,340,1,,0,,,,,,,11,,,,,11,,34,1,21,,59,,,106,11,1,1,2,1,10,1951-04-16,47,49,07
51LA00129,51,1,3546,1,416,2771,9.0,1,2237,1,34,8,4,1,5,2,34,340,2,,0,,,,,,,11,,,,,11,,34,1,21,,50,,,106,11,1,1,2,1,10,1951-04-16,47,49,07
51LA00130,51,1,3513,1,415,2232,14.0,1,2238,1,,5,4,1,5,1,63,600,1,,0,,,,,,,11,,,,,11,,20,6,22,,87,27,,105,11,1,1,1,1,10,1951-04-15,47,47,07
