UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
23LA00456,23,L3184,70,,e1,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,5,2.5,3,3,0,2,8.9,5,2,L3767,70,,PC,6,80,85,,,.,WEAK,1,1,..,OR,J,1,,1,1,1,1,,,,2023-03-20,0.0,,,,,
23LA00457,23,Z9241,83,,26,Z7944,83,2.0,,00,C3,1,0,Y,,032023,79,8,2.0,4,2,0,2,13.2,5,3,X0735,84,,00,,,,,,.,.,3,4,..,,Y,1,,1,1,2,1,1,1.0,101,2023-03-20,0.011,50,128,1,,
23LA00458,23,Z9241,83,,26,Z7944,83,2.0,,00,C3,1,0,Y,,032023,79,8,2.0,4,1,.,.,13.5,5,.,X0736,84,,00,6,79,01,,,.,.,8,4,..,,Y,2,,0,0,0,1,0,0.0,0,2023-03-20,0.011,,,,,
23LA00459,23,L2027,70,,36,L2999,70,5.0,,PC,PC,1,0,N,,032023,79,9,3.5,3,1,0,4,12.4,5,1,L3768,70,,PC,,,,,,.,.,8,1,..,OR,Y,1,,1,1,3,1,1,1.0,82,2023-03-20,0.008,40,128,H,,
23LA00460,23,L2027,70,,36,L2999,70,5.0,,PC,PC,1,0,N,,032023,79,9,3.5,3,2,0,4,9.3,5,1,L3769,70,,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,74,2023-03-20,0.008,30,128,H,,
23LA00461,23,L2027,70,,36,L2999,70,5.0,,PC,PC,1,0,N,,032023,79,9,3.5,3,2,.,.,9.0,5,.,.,,,,0,79,27,,,.,.,1,1,..,OR,Y,3,,0,0,0,0,0,0.0,0,2023-03-20,0.008,,,,,
23LA00462,23,L3086,70,,30,L2463,70,2.0,,PC,PC,1,0,N,,032023,79,8,1.0,0,3,0,4,10.4,5,1,L3770,70,,PC,3,79,93,,8,DEAD,HAIRY,1,1,..,OR,Y,1,,1,1,2,1,0,0.0,0,2023-03-20,0.008,,,,,
23LA00463,23,L3086,70,,30,L2463,70,2.0,,PC,PC,1,0,N,,032023,79,8,1.0,0,2,0,2,9.5,5,1,L3771,70,,PC,3,79,93,,8,.,.,1,1,..,OR,Y,2,,0,0,0,1,0,0.0,0,2023-03-20,0.008,,,,,
23LA00464,23,A1536,06,,e1,L0000,70,1.0,,30,PC,4,7,Y,,032023,79,5,4.0,2,2,0,4,13.8,.,2,M0719,51,,LP,,,,,,.,.,1,1,..,,Y,1,,1,1,1,1,1,1.0,97,2023-03-20,0.0,50,128,1,,
23LA00465,23,L3395,70,,e5,Z0000,83,1.0,,PC,97,4,0,Y,,032023,79,8,3.5,4,2,2,2,9.6,5,2,X0737,84,A,00,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,69,2023-03-20,0.0,30,128,H,,
23LA00466,23,L3395,70,,e5,Z0000,83,1.0,,PC,97,4,0,Y,,032023,79,8,3.5,4,3,0,2,7.8,5,1,X0738,84,A,00,6,84,19,,,.,+Starvation,1,1,..,OR,Y,2,,0,0,0,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00467,23,L2492,70,A,32,L2655,70,3.0,,PC,PC,1,0,N,,032023,79,8,3.0,3,2,L,2,12.3,5,2,L3772,70,A,PC,6,112,48,,,.,1ST,1,1,..,OR,Y,1,,1,1,2,1,,,,2023-03-20,0.014,,,,,
23LA00468,23,L2492,70,A,32,L2655,70,3.0,,PC,PC,1,0,N,,032023,79,8,3.0,3,1,0,2,16.8,5,2,L3773,70,A,PC,,,,,,.,2ND,8,3,..,OR,Y,2,,0,0,0,1,1,1.0,118,2023-03-20,0.014,47,128,H,,
23LA00469,23,K5173,64,,4,K5435,64,6.0,,06,06,1,,N,,032023,79,8,4.0,3,1,0,2,10.4,2,2,K5514,64,,06,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,101,2023-03-20,0.032,44,128,1,,
23LA00470,23,K5173,64,,4,K5435,64,6.0,,06,06,1,,N,,032023,79,8,4.0,3,2,0,3,10.7,2,1,K5515,64,,06,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,81,2023-03-20,0.032,35,128,1,,
23LA00471,23,L3499,70,A,e1,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,8,2.5,5,3,0,2,12.8,5,1,L3774,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,86,2023-03-20,0.0,42,128,H,,
23LA00472,23,L3499,70,A,e1,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,8,2.5,5,3,0,2,13.8,5,2,L3775,70,A,PC,3,79,93,,8,.,.,1,1,..,OR,Y,2,,0,0,0,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00473,23,L3370,70,,e6,Z0000,83,1.0,,PC,97,4,,Y,,032023,79,4,2.5,2,2,.,.,6.0,5,.,.,,,,1,79,44,,,.,.,8,2,..,OR,Y,1,,1,1,2,0,0,0.0,0,2023-03-20,0.0,,,,,
23LA00474,23,L3370,70,,e6,Z0000,83,1.0,,PC,97,4,,Y,,032023,79,4,2.5,2,1,.,.,9.0,5,.,.,,,,1,79,44,,,.,.,8,2,..,OR,Y,2,,0,0,0,0,0,0.0,0,2023-03-20,0.0,,,,,
23LA00475,23,Z9965,83,A,e4,L0000,70,1.0,,97,PC,4,,Y,,031623,75,4,1.0,1,2,.,.,9.0,5,1,.,,,,1,75,44,,,.,.,1,1,..,PUR,J,1,,1,1,2,0,0,0.0,0,2023-03-16,0.0,,,,,
23LA00476,23,Z9965,83,A,e4,L0000,70,1.0,,97,PC,4,,Y,,031623,75,4,1.0,1,1,.,.,12.5,5,1,.,,,,1,75,44,,,.,Euthanized,1,1,..,PUR,J,2,,0,0,0,0,0,0.0,0,2023-03-16,0.0,,,,,
23LA00477,23,L3553,70,,e1,L0000,70,1.0,,PC,PC,4,,Y,,031823,77,2,2.5,1,1,.,.,3.0,5,1,.,,,,0,77,27,,,.,.,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2023-03-18,0.0,,,,,
23LA00478,23,L3553,70,,e1,L0000,70,1.0,,PC,PC,4,,Y,,031823,77,2,2.5,1,2,.,.,4.5,5,1,.,,,,0,77,27,,,.,.,1,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2023-03-18,0.0,,,,,
23LA00479,23,Z6403,83,A,7,Z8587,83,4.0,,97,TC,1,,N,,032023,79,8,3.5,5,1,0,3,17.2,5,1,X0739,84,A,S3,6,100,66,,,.,SepticArthritis,8,1,..,PUR,Y,1,,1,1,2,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00480,23,Z6403,83,A,7,Z8587,83,4.0,,97,TC,1,,N,,032023,79,8,3.5,5,1,0,4,15.0,5,1,X0740,84,A,S3,,,,,,.,.,8,1,..,PUR,Y,2,,0,0,0,1,1,1.0,118,2023-03-20,0.0,57,129,H,,
23LA00481,23,S4147,12,,e6,Z0000,83,1.0,,07,97,4,0,Y,,032023,79,5,3.5,2,2,0,2,12.7,5,1,X0741,84,A,10,,,,,,.,.,8,2,..,,Y,1,,1,1,1,1,1,1.0,84,2023-03-20,0.0,43,128,1,,
23LA00482,23,L2228,70,,34,L2870,70,4.0,,PC,PC,1,0,N,,032023,79,5,3.5,3,3,0,3,17.7,5,2,L3776,70,,PC,6,95,19,,,PENDULOUSBAG,.,1,1,..,OR,Y,1,,1,1,1,1,0,0.0,0,2023-03-20,0.01,,,,,
23LA00483,23,L3088,70,,30,L2463,70,2.0,,PC,PC,1,0,N,,032023,79,5,3.0,4,2,0,2,15.8,5,2,L3777,70,,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,1,1,1,1.0,96,2023-03-20,0.008,43,128,H,,
23LA00484,23,L1884,70,,37,L3011,70,6.0,,PC,PC,1,0,N,,032023,79,8,2.0,3,3,L,2,14.2,5,1,L3778,70,,PC,6,107,19,,,.,1ST.+Malnutritn,8,2,..,OR,Y,1,,1,1,2,1,,,,2023-03-20,0.016,,,,,
23LA00485,23,L1884,70,,37,L3011,70,6.0,,PC,PC,1,0,N,,032023,79,8,2.0,3,3,L,2,14.8,5,2,L3779,70,,PC,6,105,14,,,.,2ND,1,1,..,OR,Y,2,,0,0,0,1,,,,2023-03-20,0.016,,,,,
23LA00486,23,L2049,70,,33,L2820,70,5.0,,PC,PC,1,,N,,032023,79,8,4.0,5,3,0,2,14.6,5,2,L3780,70,,PC,,,,,,.,CONTRACTEDTENDO,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,85,2023-03-20,0.014,42,128,H,,
23LA00487,23,L2049,70,,33,L2820,70,5.0,,PC,PC,1,,N,,032023,79,8,4.0,5,1,0,2,15.4,5,1,L3781,70,,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,107,2023-03-20,0.014,48,128,H,,
23LA00488,23,Z7789,83,A,9,Z7557,83,3.0,,97,97,1,0,N,,032023,79,8,2.5,3,1,0,2,12.4,6,2,X0742,84,A,97,,,,,,.,.,1,1,..,RPR,Y,1,,1,1,2,1,1,1.0,85,2023-03-20,0.019,45,130,H,,
23LA00489,23,Z7789,83,A,9,Z7557,83,3.0,,97,97,1,0,N,,032023,79,8,2.5,3,1,0,4,15.9,6,2,X0743,84,A,97,,,,,,.,.,1,1,..,RPR,Y,2,,0,0,0,1,1,1.0,107,2023-03-20,0.019,57,130,H,,
23LA00490,23,L2715,70,A,35,L2754,70,3.0,,PC,PC,1,0,N,,032023,79,8,2.5,4,2,0,2,14.3,5,1,L3782,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,64,2023-03-20,0.026,40,128,H,,
23LA00491,23,L2715,70,A,35,L2754,70,3.0,,PC,PC,1,0,N,,032023,79,8,2.5,4,3,0,2,11.4,5,2,L3783,70,A,PC,,,,,,.,HAIRY,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,82,2023-03-20,0.026,36,128,H,,
23LA00492,23,S3872,12,,e6,Z0000,83,1.0,,43,97,4,0,Y,,032023,79,1,3.0,2,1,.,.,7.0,5,.,.,,,,1,79,44,,,.,.,1,1,..,,Y,1,,1,1,1,0,0,0.0,0,2023-03-20,0.0,,,,,
23LA00493,23,X0107,84,A,e2,L0000,70,1.0,,97,PC,4,,Y,,032023,79,8,3.5,5,3,0,2,10.9,6,1,X0744,84,A,00,,,,,,.,.,1,1,..,RYP,Y,1,,1,1,2,1,1,1.0,84,2023-03-20,0.0,40,130,H,,
23LA00494,23,X0107,84,A,e2,L0000,70,1.0,,97,PC,4,,Y,,032023,79,8,3.5,5,2,0,4,11.2,5,2,X0745,84,A,00,6,81,46,,,.,ScoursEnteritis,1,1,..,RYP,Y,2,,0,0,0,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00495,23,Z5541,83,,6,Z8053,83,5.0,,CT,SY,1,,N,,032023,79,8,4.0,4,1,0,4,14.4,5,1,L3784,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,76,2023-03-20,0.011,36,128,H,,
23LA00496,23,Z5541,83,,6,Z8053,83,5.0,,CT,SY,1,,N,,032023,79,8,4.0,4,2,0,4,12.8,5,2,L3785,70,A,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,95,2023-03-20,0.011,43,128,H,,
23LA00497,23,T8090,45,,e6,Z0000,83,1.0,,02,97,4,0,Y,,032023,79,5,3.0,2,2,0,2,8.8,5,4,X0746,84,A,20,6,81,46,,,.,WEAK,1,1,..,RYL,Y,1,,1,1,1,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00498,23,S4339,12,,e5,Z0000,83,1.0,,07,97,4,,Y,,032023,79,5,3.5,2,3,R,2,14.5,5,2,X0747,84,A,10,,,,,,.,.,8,2,..,,Y,1,,1,1,1,1,1,1.0,92,2023-03-20,0.0,39,128,1,,
23LA00499,23,A0506,06,,18,A0851,06,4.0,,30,30,1,0,N,T,032023,79,9,3.0,4,2,0,4,9.4,1,1,A1820,06,,30,,,,,,.,.,1,1,..,,Y,1,,1,1,3,1,1,1.0,54,2023-03-20,0.047,20,128,W,,
23LA00500,23,A0506,06,,18,A0851,06,4.0,,30,30,1,0,N,T,032023,79,9,3.0,4,2,0,4,11.2,2,1,A1821,06,,30,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,82,2023-03-20,0.047,32,128,1,,
23LA00501,23,A0506,06,,18,A0851,06,4.0,,30,30,1,0,N,T,032023,79,9,3.0,4,2,0,4,8.5,2,1,A1822,06,,30,,,,,,.,HAIRY,1,1,..,,Y,3,,0,0,0,1,1,1.0,63,2023-03-20,0.047,24,128,1,,
23LA00502,23,L3591,70,,e5,Z0000,83,1.0,,PC,97,4,0,Y,,032023,79,5,3.0,2,2,0,2,13.8,6,2,X0748,84,A,00,,,,,,.,.,1,1,..,OR,Y,1,,1,1,1,1,1,1.0,84,2023-03-20,0.0,36,128,H,,
23LA00503,23,Z9776,83,A,e2,L0000,70,1.0,,97,PC,4,0,Y,,032023,79,5,3.0,2,3,0,2,11.7,5,2,X0749,84,A,00,6,103,19,,,.,+Hepatopathy,1,1,..,RYP,Y,1,,1,1,1,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00504,23,H9448,05,,25,A1380,06,7.0,,30,30,1,0,N,,032023,79,9,2.5,3,1,0,2,9.5,1,1,A1823,06,,30,6,86,23,,,.,.,1,1,..,,Y,1,,1,1,3,1,0,0.0,0,2023-03-20,0.042,,,,,
23LA00505,23,H9448,05,,25,A1380,06,7.0,,30,30,1,0,N,,032023,79,9,2.5,3,2,0,4,9.6,2,1,A1824,06,,30,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,94,2023-03-20,0.042,35,128,1,,
23LA00506,23,H9448,05,,25,A1380,06,7.0,,30,30,1,0,N,,032023,79,9,2.5,3,2,.,.,8.5,1,.,.,,,,1,79,44,,,.,.,1,1,..,,Y,3,,0,0,0,0,0,0.0,0,2023-03-20,0.042,,,,,
23LA00507,23,Z8448,83,,17,Z8655,83,3.0,,CS,T3,1,0,N,,032023,79,5,4.0,5,3,0,2,11.4,5,1,L3786,70,,PC,3,82,93,,,LGTEATS,.,1,1,..,OR,Y,1,,1,1,1,1,0,0.0,0,2023-03-20,0.001,,,,,
23LA00508,23,Z3801,83,,8,Z6698,83,7.0,,SY,CT,1,0,N,,032023,79,8,3.5,4,2,0,4,14.7,5,1,L3787,70,,PC,,,,,,LOWHANGINGBAG,1ST,2,2,..,OR,Y,1,,1,1,2,1,1,1.0,90,2023-03-20,0.015,45,128,H,,
23LA00509,23,Z3801,83,,8,Z6698,83,7.0,,SY,CT,1,0,N,,032023,79,8,3.5,4,2,0,4,10.5,5,2,L3788,70,,PC,,,,,,.,2ND,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,85,2023-03-20,0.015,37,128,H,,
23LA00510,23,Y0237,52,,e1,L0000,70,1.0,,Kt,PC,4,,Y,,032023,79,7,2.0,2,2,0,2,9.4,8,1,X0750,84,,00,,,,,,SMBAG,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,84,2023-03-20,0.0,35,128,1,,
23LA00511,23,Y0237,52,,e1,L0000,70,1.0,,Kt,PC,4,,Y,,032023,79,7,2.0,2,2,.,.,9.0,5,.,.,,,,1,79,44,,,.,.,1,1,..,,Y,2,,0,0,0,0,0,0.0,0,2023-03-20,0.0,,,,,
23LA00512,23,S4291,12,,e3,L0000,70,1.0,,07,PC,4,0,Y,,032023,79,5,4.0,2,1,.,.,8.8,1,.,X0751,84,,LR,6,80,27,,,.,.,1,1,..,,Y,1,,1,1,1,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00513,23,L1835,70,,38,L3045,70,7.0,,PC,PC,1,0,N,,032023,79,8,2.5,2,3,R,4,11.7,5,1,L3789,70,,PC,3,80,93,,8,.,.,2,1,..,OR,Y,1,,1,1,2,1,0,0.0,0,2023-03-20,0.015,,,,,
23LA00514,23,L1835,70,,38,L3045,70,7.0,,PC,PC,1,0,N,,032023,79,8,2.5,2,2,0,2,10.2,5,2,L3790,70,,PC,,,,,,.,.,2,1,..,OR,Y,2,,0,0,0,1,1,1.0,90,2023-03-20,0.015,39,128,H,,
23LA00515,23,X0241,84,,e3,L0000,70,1.0,,00,PC,4,0,Y,,032023,79,5,4.0,2,2,0,3,13.3,5,2,X0752,84,,00,,,,,,.,.,1,1,..,,Y,1,,1,1,1,1,1,1.0,101,2023-03-20,0.0,46,128,1,,
23LA00516,23,A1471,06,,e2,L0000,70,1.0,,30,PC,4,7,Y,,032023,79,8,3.0,4,2,R,2,7.3,.,1,M0720,51,,LP,3,81,93,,,CHUNKSRS,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00517,23,A1471,06,,e2,L0000,70,1.0,,30,PC,4,7,Y,,032023,79,8,3.0,4,2,0,2,8.8,.,1,M0721,51,,LP,7,190,97,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2023-03-20,0.0,33,128,1,,
23LA00518,23,L3554,70,A,e2,L0000,70,1.0,,PC,PC,4,,Y,,032023,79,5,3.0,3,2,0,2,12.4,5,2,L3791,70,A,PC,6,97,66,,,.,SepticJoints,2,2,..,OR,J,1,,1,1,1,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00519,23,Z9930,83,,e2,L0000,70,1.0,,00,PC,4,7,Y,,032023,79,5,3.5,2,3,0,4,16.3,5,2,X0753,84,,00,,,,,,.,.,8,2,..,,J,1,,1,1,1,1,1,1.0,88,2023-03-20,0.0,43,128,1,,
23LA00520,23,L3190,70,,e4,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,8,2.0,2,2,0,2,10.9,5,2,X0754,84,,PC,3,80,93,,8,.,.,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00521,23,L3190,70,,e4,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,8,2.0,2,3,0,2,10.3,5,1,X0755,84,,PC,6,92,54,,,.,H.+Pneu,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2023-03-20,0.0,,,,,
23LA00522,23,L2980,70,,40,L3080,70,2.0,,PC,PC,1,0,N,,032023,79,5,4.0,3,2,0,4,15.0,5,1,L3792,70,,PC,,,,,,.,.,8,1,..,OR,J,1,,1,1,1,1,1,1.0,105,2023-03-20,0.027,53,128,H,,
23LA00523,23,L3357,70,,e1,L0000,70,1.0,,PC,PC,4,0,Y,,032023,79,1,3.5,3,2,.,.,12.0,5,.,.,,,,1,79,44,,,.,.,3,2,..,OR,J,1,,1,1,1,0,0,0.0,0,2023-03-20,0.0,,,,,
23LA00524,23,Z6659,83,A,10,Z7702,83,4.0,,97,97,1,0,N,,032123,80,8,3.5,4,1,0,2,15.4,6,1,X0756,84,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,107,2023-03-21,0.016,47,130,H,,
23LA00525,23,Z6659,83,A,10,Z7702,83,4.0,,97,97,1,0,N,,032123,80,8,3.5,4,2,0,2,13.4,6,2,X0757,84,A,97,6,148,10,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,,,,2023-03-21,0.016,36,130,H,,
23LA00526,23,X0533,84,,e5,Z0000,83,1.0,,LR,97,4,0,Y,,032123,80,8,2.0,3,3,0,2,12.9,5,2,X0758,84,A,00,3,80,93,,8,.,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-21,0.0,,,,,
23LA00527,23,X0533,84,,e5,Z0000,83,1.0,,LR,97,4,0,Y,,032123,80,8,2.0,3,3,0,2,11.8,5,2,X0759,84,A,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,83,2023-03-21,0.0,40,128,1,,
23LA00528,23,H9982,05,,21,A1201,06,5.0,,30,30,1,0,N,,032123,80,8,3.0,4,1,0,2,11.3,2,1,A1825,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,84,2023-03-21,0.042,35,128,1,,
23LA00529,23,H9982,05,,21,A1201,06,5.0,,30,30,1,0,N,,032123,80,8,3.0,4,2,0,4,7.2,2,1,A1826,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,72,2023-03-21,0.042,24,128,1,,
23LA00530,23,S4017,12,,e4,L0000,70,1.0,,07,PC,4,0,Y,,032123,80,8,4.0,3,3,L,3,8.8,1,2,X0760,84,,LR,3,80,93,,8,.,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-21,0.0,,,,,
23LA00531,23,S4017,12,,e4,L0000,70,1.0,,07,PC,4,0,Y,,032123,80,8,4.0,3,3,0,2,14.3,5,1,X0761,84,,LR,,,,,,.,HAIRY,1,1,..,,J,2,,0,0,0,1,1,1.0,102,2023-03-21,0.0,48,128,1,,
23LA00532,23,X0291,84,,e1,L0000,70,1.0,,LR,PC,4,0,Y,,032123,80,5,4.0,3,2,2,2,11.2,5,1,X0762,84,,00,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,97,2023-03-21,0.0,44,128,1,,
23LA00533,23,S3941,12,,e4,L0000,70,1.0,,07,PC,4,0,Y,,032123,80,8,3.0,3,3,0,2,9.0,5,1,X0763,84,,LR,3,80,93,,8,.,.,1,1,..,RYL,J,1,,1,1,2,1,0,0.0,0,2023-03-21,0.0,,,,,
23LA00534,23,S3941,12,,e4,L0000,70,1.0,,07,PC,4,0,Y,,032123,80,8,3.0,3,3,0,4,8.4,5,1,X0764,84,,LR,6,115,66,,,.,LuxatingPatella,1,1,..,RYL,J,2,,0,0,0,1,,,,2023-03-21,0.0,,,,,
23LA00535,23,L2759,70,A,38,L3045,70,2.0,,PC,PC,1,,N,,032123,80,8,3.0,4,2,0,4,12.3,5,1,L3793,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,91,2023-03-21,0.014,43,128,H,,
23LA00536,23,L2759,70,A,38,L3045,70,2.0,,PC,PC,1,,N,,032123,80,8,3.0,4,2,0,4,14.9,5,2,L3794,70,A,PC,,,,,,.,HAIRY,1,1,..,OR,J,2,,0,0,0,1,1,1.0,79,2023-03-21,0.014,42,128,H,,
23LA00537,23,L1936,70,,30,L2463,70,6.0,,PC,PC,1,0,N,,032123,80,8,2.5,3,1,0,2,12.7,5,2,L3795,70,,PC,3,82,93,,,DiedOfChoking,Dam died,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2023-03-21,0.009,,,,,
23LA00538,23,L1936,70,,30,L2463,70,6.0,,PC,PC,1,0,N,,032123,80,8,2.5,3,2,0,4,9.6,5,4,L3796,70,,PC,3,82,93,,,.,Dam died,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2023-03-21,0.009,,,,,
23LA00539,23,H9980,05,,22,A1209,06,5.0,,30,30,1,,N,,032123,80,9,4.5,5,1,0,2,9.3,1,1,A1827,06,,30,,,,,,.,HAIRY,1,1,..,,J,1,,1,1,3,1,1,1.0,68,2023-03-21,0.039,32,128,1,,
23LA00540,23,H9980,05,,22,A1209,06,5.0,,30,30,1,,N,,032123,80,9,4.5,5,3,0,2,7.6,1,1,A1828,06,,30,,,,,,.,HAIRY,1,1,..,,J,2,,0,0,0,1,1,1.0,82,2023-03-21,0.039,29,128,1,,
23LA00541,23,H9980,05,,22,A1209,06,5.0,,30,30,1,,N,,032123,80,9,4.5,5,3,0,3,5.5,2,1,A1829,06,,30,6,81,66,,8,.,HAIRY Pneu,1,1,..,,J,3,,0,0,0,1,0,0.0,0,2023-03-21,0.039,,,,,
23LA00542,23,A0311,06,,23,A1235,06,5.0,,30,30,1,7,N,T,032123,80,9,5.0,5,2,0,2,7.4,2,1,A1830,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,1,1.0,58,2023-03-21,0.038,20,128,1,,
23LA00543,23,A0311,06,,23,A1235,06,5.0,,30,30,1,7,N,T,032123,80,9,5.0,5,1,0,2,8.5,1,1,A1831,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,55,2023-03-21,0.038,23,128,W,,
23LA00544,23,A0311,06,,23,A1235,06,5.0,,30,30,1,7,N,T,032123,80,9,5.0,5,2,0,2,7.9,2,1,A1832,06,,30,,,,,,.,.,1,1,..,,J,3,,0,0,0,1,1,1.0,69,2023-03-21,0.038,23,128,1,,
23LA00545,23,Z4532,83,A,12,Z7825,83,6.0,,97,97,1,0,N,,032123,80,8,2.5,4,1,0,2,13.1,6,2,X0765,84,A,97,6,80,46,,,.,PremieEnteritis,1,1,..,PUR,J,1,,1,1,2,1,0,0.0,0,2023-03-21,0.009,,,,,
23LA00546,23,Z4532,83,A,12,Z7825,83,6.0,,97,97,1,0,N,,032123,80,8,2.5,4,1,0,3,14.6,6,2,X0766,84,A,97,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,73,2023-03-21,0.009,53,130,H,,
23LA00547,23,Z3656,83,A,10,Z7702,83,7.0,,97,97,1,0,N,,032123,80,8,2.0,4,2,2,2,12.7,6,2,X0767,84,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,84,2023-03-21,0.016,40,130,H,,
23LA00548,23,Z3656,83,A,10,Z7702,83,7.0,,97,97,1,0,N,,032123,80,8,2.0,4,3,L,2,15.3,6,2,X0768,84,A,97,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,88,2023-03-21,0.016,42,130,H,,
23LA00549,23,X0151,84,A,e6,Z0000,83,1.0,,97,97,4,0,Y,,032123,80,1,3.5,0,2,.,.,8.7,6,.,.,,,,1,80,44,,,DOWN,CSECTION,7,1,..,PUR,Y,1,,1,1,1,0,0,0.0,0,2023-03-21,0.0,,,,,
23LA00550,23,Z6512,83,A,9,Z7557,83,4.0,,97,97,1,,N,,032123,80,8,2.0,3,2,0,4,9.8,6,1,X0769,84,A,97,,,,,,.,.,1,1,..,PUR,Y,1,,1,1,2,1,1,1.0,89,2023-03-21,0.014,34,129,H,,
23LA00551,23,Z6512,83,A,9,Z7557,83,4.0,,97,97,1,,N,,032123,80,8,2.0,3,2,0,4,7.5,6,2,X0770,84,A,97,,,,,,.,.,1,1,..,PUR,Y,2,,0,0,0,1,1,1.0,78,2023-03-21,0.014,30,129,H,,
23LA00552,23,L2311,70,,35,L2754,70,4.0,,PC,PC,1,,N,,032123,80,8,4.0,5,1,0,2,13.5,5,2,L3797,70,,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,98,2023-03-21,0.022,39,128,H,,
23LA00553,23,L2311,70,,35,L2754,70,4.0,,PC,PC,1,,N,,032123,80,8,4.0,5,2,R,2,11.5,5,2,L3798,70,,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,78,2023-03-21,0.022,36,128,H,,
23LA00554,23,L2558,70,A,31,L2491,70,3.0,,PC,PC,1,,N,,032123,80,8,3.0,4,1,0,4,12.4,5,1,L3799,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,76,2023-03-21,0.018,35,128,H,,
