UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,LTRT,Y5A,SERIES,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
82LA00039,1982-03-26,1,Y3004,02,1,71,715,P2974,01,,1,,80,0,1,30,,1,85,8,,0,2,,,51,,,P4274,01,1,86,71,6,1,,1,2,087,10,,,1,82
82LA00040,1982-03-26,2,Y3005,02,,71,715,P2974,01,,1,,80,0,1,30,,5,85,8,,0,2,,,51,,&,P4274,01,0,69,71,6,1,,0,0,076,5,,,2,82
82LA00041,1982-04-07,2,Y3325,02,1,71,715,P2993,01,,1,,80,0,1,30,,1,97,8,,0,3,,,51,,,P4274,01,1,68,71,6,1,,1,2,080,10,,,1,82
82LA00042,1982-04-07,1,Y3326,02,,71,715,P2993,01,,1,,80,0,1,30,,1,97,8,,0,3,,,51,,,P4274,01,0,73,71,6,1,,0,0,093,10,,,2,82
82LA00043,1982-04-10,1,T4839,43,1,49,492,P3023,01,,1,,80,0,1,02,,1,100,8,,0,0,,,02,800293,-,T4414,43,1,81,49,4,1,,1,2,119,5,,,1,82
82LA00044,1982-04-10,1,T4840,43,,49,492,P3023,01,,1,,80,0,1,02,,1,100,8,,0,0,,,02,988618,-,T4414,43,0,61,49,4,1,,0,0,121,5,,,2,82
82LA00045,1982-03-29,1,Y3056,02,1,70,715,P3092,01,,1,,80,0,1,30,,1,88,9,,0,2,,,51,,,P4274,01,1,62,70,2,1,,1,3,096,10,,,1,82
82LA00046,1982-03-29,2,Y3057,02,,70,715,P3092,01,,1,,80,0,1,30,,1,88,9,,0,2,,,51,,,P4274,01,0,75,70,2,1,,0,0,085,10,,,2,82
82LA00047,1982-03-29,2,Y3058,02,,70,715,P3092,01,,1,,80,0,1,30,,1,88,9,,0,2,,,51,667662,-,P4274,01,0,76,70,2,1,,0,0,083,5,,,3,82
82LA00048,1982-04-16,2,T5034,43,1,49,491,P3135,01,,1,,80,0,1,02,,1,106,5,,0,1,04,,02,,&,T4159,43,1,75,49,4,1,,1,1,105,5,,,1,82
82LA00049,1982-04-14,1,T4967,43,1,49,493,P3161,01,,,,80,0,1,02,,1,104,8,,232,4,,7,02,,,T4615,43,1,0,49,4,1,97,1,2,136,0,,,1,82
82LA00050,1982-04-14,1,T4968,43,,49,493,P3161,01,,1,,80,0,1,02,,1,104,8,,0,4,,,02,,,T4615,43,0,64,49,4,1,,0,0,108,10,,,2,82
82LA00051,1982-02-18,,,43,1,49,491,P3191,01,,,,80,0,,02,,,49,0,,0,0,,0,02,,,T4159,43,1,0,49,4,0,,1,1,,0,,,1,82
82LA00052,1982-03-30,1,Y3082,02,1,70,715,P3245,01,,1,,80,0,1,30,,1,89,5,,0,3,,,51,,,P4274,01,1,103,70,2,1,,1,1,123,10,,,1,82
82LA00053,1982-04-13,1,T4940,43,1,49,492,P3256,01,,1,,80,0,1,02,,1,103,8,,0,4,,,02,,,T4414,43,1,76,49,4,1,,1,2,110,10,,,1,82
82LA00054,1982-04-13,1,T4941,43,,49,492,P3256,01,,1,,80,0,1,02,,1,103,8,,0,4,,,02,,,T4414,43,0,61,49,4,1,,0,0,093,10,,,2,82
82LA00055,1982-04-06,1,Y3300,02,1,71,712,P3359,01,,1,,80,1,1,30,,1,96,5,,0,2,,,30,,,Y1430,02,1,89,71,6,1,,1,1,095,10,,,1,82
82LA00056,1982-03-31,1,Y3114,02,1,71,715,P3444,01,,1,,75,0,1,30,,3,90,5,,0,3,,,51,,,P4274,01,1,97,71,6,1,,1,1,132,10,,,1,82
82LA00057,1982-04-18,2,T5127,43,1,49,492,P3573,01,,1,,75,0,1,02,,1,108,5,,0,4,10,,02,,,T4414,43,1,67,49,4,1,,1,1,134,10,,,1,82
82LA00058,1982-04-18,1,T5132,43,1,49,491,P3624,01,,1,,75,0,1,02,,1,108,5,,0,3,,,02,,,T4159,43,1,90,49,4,1,,1,1,152,10,,,1,82
82LA00059,,,,02,1,70,704,P3660,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y0123,02,0,0,70,2,0,,0,0,,0,,,1,82
82LA00060,1982-05-15,2,X8076,79,1,00,493,P3673,01,,1,,70,0,5,20,2,1,135,8,,0,3,,,01,,,00000,97,1,85,49,0,1,,1,2,127,10,,,1,82
82LA00061,,,,43,1,49,493,P3673,01,,,,70,0,,02,1,,0,,,0,,,,02,,,T4615,43,1,0,49,4,0,,0,0,,0,,,1,82
82LA00062,1982-05-15,3,X8077,79,,00,493,P3673,01,,1,,70,0,5,20,2,1,135,8,,0,3,,,01,,,00000,97,0,82,49,0,1,,0,0,143,10,,,2,82
82LA00063,1982-04-20,2,T5232,43,1,49,491,P3734,01,,1,,70,0,1,02,,1,110,8,,0,3,,,02,,&,T4159,43,1,26,49,4,1,,1,2,098,5,,,1,82
82LA00064,1982-04-20,1,T5233,43,,49,491,P3734,01,,,,70,0,1,02,,1,110,8,,211,3,,6,02,,,T4159,43,0,0,49,4,1,10,0,0,099,0,,,2,82
82LA00065,1982-04-02,2,Y3162,02,1,71,715,P3784,01,,1,,70,0,1,30,,1,92,8,,0,2,,,51,910218,-,P4274,01,1,68,71,6,1,,1,2,120,5,,,1,82
82LA00066,1982-04-02,2,Y3163,02,,71,715,P3784,01,,1,,70,0,1,30,,1,92,8,,0,2,,,51,,,P4274,01,0,90,71,6,1,,0,0,091,10,,,2,82
82LA00067,1982-03-31,2,Y3121,02,1,70,715,P3790,01,,1,,70,0,1,30,,1,90,8,,0,3,,,51,,,P4274,01,1,58,70,2,1,,1,2,088,10,,,1,82
82LA00068,1982-03-31,1,Y3122,02,,70,715,P3790,01,,1,,70,0,1,30,,1,90,8,,0,3,,,51,,,P4274,01,0,69,70,2,1,,0,0,098,10,,,2,82
82LA00069,1982-04-02,1,Y3183,02,1,70,715,P3791,01,,1,,70,0,1,30,,1,92,8,,0,3,,,51,,,P4274,01,1,68,70,2,1,,1,2,090,10,,,1,82
82LA00070,1982-04-02,2,Y3184,02,,70,715,P3791,01,,1,,70,0,1,30,,1,92,8,,0,3,,,51,,,P4274,01,0,72,70,2,1,,0,0,076,10,,,2,82
82LA00071,1982-03-30,2,Y3078,02,1,71,713,P3822,01,,1,,70,1,1,30,,1,89,8,,0,3,,,30,,,Y1643,02,1,66,71,6,1,,1,2,069,10,,,1,82
82LA00072,1982-03-30,1,Y3079,02,,71,713,P3822,01,,1,,70,1,1,30,,1,89,8,,0,3,,,30,,,Y1643,02,0,73,71,6,1,,0,0,097,10,,,2,82
82LA00073,1982-04-09,2,Y3364,02,1,70,715,P3862,01,,1,,70,0,1,30,,1,99,8,,0,3,,,51,,,P4274,01,1,79,70,2,1,,1,2,106,10,,,1,82
82LA00074,1982-04-09,1,Y3365,02,,70,715,P3862,01,,1,,70,0,1,30,,1,99,8,,0,3,,,51,,,P4274,01,0,69,70,2,1,,0,0,108,10,,,2,82
82LA00075,1982-04-02,2,Y3166,02,1,70,715,P3866,01,,,,70,0,1,30,,1,92,9,,93,3,11,6,51,,,P4274,01,1,0,70,2,1,01,1,3,063,0,,,1,82
82LA00076,1982-04-02,1,Y3167,02,,70,715,P3866,01,,1,,70,0,1,30,,3,92,9,,0,3,,,51,,,P4274,01,0,67,70,2,1,,0,0,090,10,,,2,82
82LA00077,1982-04-02,1,Y3168,02,,70,715,P3866,01,,1,,70,0,1,30,,1,92,9,,0,3,,,51,261301,-,P4274,01,0,57,70,2,1,,0,0,077,5,,,3,82
82LA00078,1982-04-06,2,Y3293,02,1,70,715,P3874,01,,1,,70,0,1,30,,1,96,5,,0,2,,,51,,,P4274,01,1,81,70,2,1,,1,1,080,10,,,1,82
82LA00079,,,,43,1,49,492,P3990,01,,,,70,0,,02,,,0,,,0,,,,02,,,T4414,43,0,0,49,4,0,,0,0,,0,,,1,82
82LA00080,1982-04-14,1,T4984,43,1,49,493,P4148,01,,,,70,0,1,02,,1,104,9,,232,2,,7,02,,,T4615,43,1,0,49,4,1,97,1,3,087,0,,,1,82
82LA00081,1982-04-14,1,T4985,43,,49,493,P4148,01,,,,70,0,1,02,,1,104,9,,113,2,,6,02,,,T4615,43,0,0,49,4,1,01,0,0,099,0,,,2,82
82LA00082,1982-04-14,2,T4986,43,,49,493,P4148,01,,1,,70,0,1,02,,5,104,9,,0,2,,,02,,&,T4615,43,0,48,49,4,1,,0,0,090,5,,,3,82
82LA00083,,,,43,1,49,493,P4194,01,,,,70,0,,02,1,,0,,,0,,,,02,,,T4615,43,1,0,49,4,0,,0,0,,0,,,1,82
82LA00084,1982-05-10,3,X8062,79,1,00,493,P4194,01,,1,,70,0,5,20,2,1,130,8,,0,2,,,02,,,00000,97,1,75,49,0,1,,1,2,107,10,,,1,82
82LA00085,1982-05-10,2,X8063,79,,00,493,P4194,01,,1,,70,0,5,20,2,1,130,8,,0,2,,,02,,,00000,97,0,73,49,0,1,,0,0,116,10,,,2,82
82LA00086,1982-04-26,1,T5449,43,1,49,491,P4229,01,,1,,70,0,1,02,,1,116,5,,0,3,,,02,,,T4159,43,1,79,49,4,1,,1,1,116,10,,,1,82
82LA00087,1982-04-04,2,Y3229,02,1,70,715,P4398,01,,1,,65,0,1,30,,1,94,9,,0,2,,,51,,,P4274,01,1,81,70,2,1,,1,3,076,10,,,1,82
82LA00088,1982-04-04,2,Y3230,02,,70,715,P4398,01,,1,,65,0,1,30,,1,94,9,,0,2,,,51,,,P4274,01,0,77,70,2,1,,0,0,087,10,,,2,82
82LA00089,1982-04-04,1,Y3231,02,,70,715,P4398,01,,,,65,0,1,30,,1,94,8,,98,2,,6,51,060594,-,P4274,01,0,0,70,2,1,01,0,0,066,0,,,3,82
82LA00090,1982-04-22,2,T5300,43,1,49,492,P4504,01,,1,,65,0,1,02,,3,112,8,,0,3,33,,02,,,T4414,43,1,47,49,4,1,,1,2,091,10,,,1,82
82LA00091,1982-04-22,2,T5301,43,,49,492,P4504,01,,1,,65,0,1,02,,3,112,8,,0,3,,,02,,,T4414,43,0,72,49,4,1,,0,0,114,10,,,2,82
82LA00092,1982-03-24,2,Y2997,02,1,71,712,P4555,01,,1,,60,0,1,30,,1,83,8,,0,1,04,,30,694297,-,Y1430,02,1,88,71,6,1,,1,2,093,5,,,1,82
82LA00093,1982-03-24,2,Y2998,02,,71,712,P4555,01,,1,,60,0,1,30,,1,83,8,,0,1,,,30,,&,Y1430,02,0,88,71,6,1,,0,0,091,5,,,2,82
82LA00094,1982-03-28,2,Y3043,02,1,71,711,P4557,01,,1,,60,0,1,30,,1,87,5,,0,3,,,30,,,Y1407,02,1,96,71,6,1,,1,1,109,10,,,1,82
82LA00095,1982-03-30,1,Y3087,02,1,71,714,P4568,01,,1,,60,0,1,30,,1,89,8,,0,3,,,30,,,Y1554,02,1,78,71,6,1,,1,2,118,10,,,1,82
82LA00096,1982-03-30,1,Y3088,02,,71,714,P4568,01,,,,60,0,1,30,,1,89,8,,232,3,,7,30,,,Y1554,02,0,0,71,6,1,97,0,0,109,0,,,2,82
82LA00097,1982-03-27,1,Y3033,02,1,70,701,P4578,01,,1,,60,0,1,30,,1,86,9,,0,2,,,30,,,Y0326,02,1,66,70,2,1,,1,3,100,10,,,1,82
82LA00098,1982-03-27,2,Y3034,02,,70,701,P4578,01,,1,,60,0,1,30,,1,86,9,,0,2,,,30,466801,-,Y0326,02,0,56,70,2,1,,0,0,082,5,,,2,82
82LA00099,1982-03-27,2,Y3035,02,,70,701,P4578,01,,1,,60,0,1,30,,1,86,9,,0,2,,,30,,,Y0326,02,0,76,70,2,1,,0,0,095,10,,,3,82
82LA00100,1982-04-06,1,Y3288,02,1,71,714,P4579,01,,1,,60,0,1,30,,1,96,8,,0,3,,,30,,,Y1554,02,1,92,71,6,1,,1,2,115,10,,,1,82
82LA00101,1982-04-06,1,Y3289,02,,71,714,P4579,01,,1,,60,0,1,30,,1,96,8,,0,3,,,30,930818,-,Y1554,02,0,77,71,6,1,,0,0,095,5,,,2,82
82LA00102,1982-03-21,2,Y2989,02,1,70,702,P4627,01,,1,,60,0,1,30,,1,80,9,,0,1,,,30,,&,Y0354,02,1,54,70,2,1,,1,3,042,5,,,1,82
82LA00103,1982-03-21,1,Y2990,02,,70,702,P4627,01,,1,,60,0,1,30,,1,80,9,,0,1,,,30,,&,Y0354,02,0,49,70,2,1,,0,0,038,5,,,2,82
82LA00104,1982-03-21,2,,02,,70,702,P4627,01,,,,60,0,1,30,,1,80,9,,80,1,,1,30,297902,+,Y0354,02,0,0,70,2,0,44,0,0,040,0,,,3,82
82LA00105,1982-04-07,2,Y3323,02,1,71,713,P4635,01,,1,,60,0,1,30,,1,97,8,,0,3,,,30,,,Y1643,02,1,82,71,6,1,,1,2,080,10,,,1,82
82LA00106,1982-04-07,2,Y3324,02,,71,713,P4635,01,,1,,60,0,1,30,,3,97,8,,0,3,,,30,136094,-,Y1643,02,0,80,71,6,1,,0,0,089,5,,,2,82
82LA00107,1982-04-16,1,,43,1,49,493,P4645,01,,,,60,0,1,02,,1,106,5,,106,2,,6,02,363694,+,T4615,43,1,0,49,4,1,01,1,1,083,0,,,1,82
82LA00108,1982-04-08,1,Y3359,02,1,70,703,P4656,01,,1,,60,0,1,30,,1,98,8,,0,3,,,30,,,Y0371,02,1,48,70,2,1,,1,2,120,10,,,1,82
82LA00109,1982-04-08,2,Y3360,02,,70,703,P4656,01,,1,,60,0,1,30,,1,98,8,,0,3,,,30,,,Y0371,02,0,68,70,2,1,,0,0,089,10,,,2,82
82LA00110,1982-03-30,1,,43,1,49,491,P4668,01,,,,60,0,,02,,,89,2,,0,3,,0,02,303402,+,T4159,43,1,0,49,4,0,,1,2,,5,,,1,82
82LA00111,1982-03-30,1,,43,,49,491,P4668,01,,,,60,0,,02,,,89,2,,0,3,,0,02,,,T4159,43,0,0,49,4,0,,0,0,,0,,,2,82
82LA00112,1982-04-10,1,Y3396,02,1,71,711,P4675,01,,1,,60,1,1,30,,1,100,8,,0,3,,,30,,,Y1407,02,1,83,71,6,1,,1,2,108,10,,,1,82
82LA00113,1982-04-10,1,Y3397,02,,71,711,P4675,01,,1,,60,1,1,30,,1,100,8,,0,3,,,30,,,Y1407,02,0,76,71,6,1,,0,0,097,10,16,,2,82
82LA00114,1982-04-10,2,Y3395,02,1,70,703,P4683,01,,1,,60,1,1,30,,1,100,5,,0,2,,,30,,,Y0371,02,1,84,70,2,1,,1,1,119,10,,,1,82
82LA00115,1982-04-10,2,Y3403,02,1,71,712,P4684,01,,1,,60,1,1,30,,1,100,8,,0,3,,,30,,,Y1430,02,1,68,71,6,1,,1,2,101,10,,,1,82
82LA00116,1982-04-10,2,Y3404,02,,71,712,P4684,01,,1,,60,1,1,30,,1,100,8,,0,3,,,30,,,Y1430,02,0,68,71,6,1,,0,0,096,10,,,2,82
82LA00117,1982-03-31,1,Y3107,02,1,71,713,P4685,01,,,,60,0,1,30,,1,90,9,,211,2,,6,30,,,Y1643,02,1,0,71,6,1,01,1,3,049,0,,,1,82
82LA00118,1982-03-31,1,Y3108,02,,71,713,P4685,01,,,,60,0,1,30,,1,90,9,,232,2,,7,30,,,Y1643,02,0,0,71,6,1,97,0,0,035,0,02,,2,82
82LA00119,1982-03-31,2,Y3109,02,,71,713,P4685,01,,,,60,0,1,30,,1,90,9,,93,2,,6,30,,&,Y1643,02,0,0,71,6,1,01,0,0,025,0,,,3,82
82LA00120,1982-03-28,2,Y3038,02,1,70,704,P4716,01,,1,,60,0,1,30,,1,87,8,,0,3,,,30,,,Y0123,02,1,78,70,2,1,,1,2,087,10,,,1,82
82LA00121,1982-03-28,2,Y3039,02,,70,704,P4716,01,,1,,60,0,1,30,,1,87,8,,0,3,,,30,,,Y0123,02,0,66,70,2,1,,0,0,092,10,,,2,82
82LA00122,1982-03-30,1,Y3089,02,1,70,702,P4717,01,,1,,60,0,1,30,,1,89,8,,0,3,,,30,,,Y0354,02,1,61,70,2,1,,1,2,085,10,,,1,82
82LA00123,1982-03-30,2,Y3090,02,,70,702,P4717,01,,1,,60,0,1,30,,1,89,8,,0,3,,,30,,,Y0354,02,0,68,70,2,1,,0,0,092,10,,,2,82
82LA00124,1982-04-07,1,Y3313,02,1,70,701,P4720,01,,1,,60,0,1,30,,1,97,8,,0,3,,,30,,,Y0326,02,1,79,70,2,1,,1,2,112,10,,,1,82
82LA00125,1982-04-07,1,Y3314,02,,70,701,P4720,01,,1,,60,0,1,30,,1,97,8,,0,3,,,30,,,Y0326,02,0,81,70,2,1,,0,0,104,10,,,2,82
82LA00126,,,,02,1,71,714,P4726,01,,,,60,1,,30,,,0,,,0,,,,30,,,Y1554,02,0,0,71,6,0,,0,0,,0,,,1,82
82LA00127,1982-04-10,2,Y3391,02,1,71,711,P4741,01,,1,,60,1,1,30,,1,100,9,,0,2,,,30,,,Y1407,02,1,72,71,6,1,,1,3,075,10,,,1,82
82LA00128,1982-04-10,1,Y3392,02,,71,711,P4741,01,,,,60,1,1,30,,1,100,9,,106,2,,6,30,,&,Y1407,02,0,0,71,6,1,01,0,0,062,0,,,2,82
82LA00129,1982-04-10,2,Y3393,02,,71,711,P4741,01,,1,,60,1,1,30,,1,100,9,,0,2,,,30,,,Y1407,02,0,74,71,6,1,,0,0,077,10,,,3,82
82LA00130,1982-03-29,2,Y3066,02,1,70,704,P4768,01,,,,60,0,1,30,,1,88,8,,228,2,,6,30,,,Y0123,02,1,0,70,2,1,15,1,2,083,0,,,1,82
82LA00131,1982-03-29,2,Y3067,02,,70,704,P4768,01,,1,,60,0,1,30,,1,88,8,,0,2,,,30,,,Y0123,02,0,88,70,2,1,,0,0,105,10,,,2,82
82LA00132,1982-04-04,2,Y3232,02,1,71,712,P4781,01,,1,,60,0,1,30,,1,94,8,,0,3,,,30,,,Y1430,02,1,89,71,6,1,,1,2,114,10,,,1,82
82LA00133,1982-04-04,2,Y3233,02,,71,712,P4781,01,,1,,60,0,1,30,,1,94,8,,0,3,,,30,,,Y1430,02,0,83,71,6,1,,0,0,112,10,,,2,82
82LA00134,1982-04-02,1,Y3198,02,1,70,701,P4798,01,,1,,60,0,1,30,,1,92,8,,0,4,,,30,,,Y0326,02,1,70,70,2,1,,1,2,110,10,,,1,82
82LA00135,1982-04-02,2,Y3199,02,,70,701,P4798,01,,1,,60,0,1,30,,1,92,8,,0,4,,,30,,,Y0326,02,0,77,70,2,1,,0,0,124,10,,,2,82
82LA00136,1982-04-14,1,Y3440,02,1,71,713,P4806,01,,1,,60,1,1,30,,1,104,9,,0,2,,,30,,,Y1643,02,1,70,71,6,1,,1,3,070,10,,,1,82
82LA00137,1982-04-14,1,Y3441,02,,71,713,P4806,01,,1,,60,1,1,30,,1,104,9,,0,2,,,30,,,Y1643,02,0,73,71,6,1,,0,0,082,10,,,2,82
82LA00138,1982-04-14,2,Y3442,02,,71,713,P4806,01,,1,,60,1,1,30,,1,104,9,,0,2,,,30,,&,Y1643,02,0,64,71,6,1,,0,0,045,5,,,3,82
82LA00139,1982-04-16,2,T5059,43,1,49,492,P4842,01,,,,60,0,1,02,,1,106,8,,113,3,,6,02,,,T4414,43,1,0,49,4,1,01,1,2,113,0,,,1,82
82LA00140,1982-04-16,2,T5060,43,,49,492,P4842,01,,1,,60,0,1,02,,1,106,8,,0,3,,,02,,,T4414,43,0,65,49,4,1,,0,0,106,10,,,2,82
82LA00141,1982-04-04,2,Y3257,02,1,71,714,P4857,01,,1,,60,0,1,30,,1,94,8,,0,2,,,30,,&,Y1554,02,1,59,71,6,1,,1,2,078,5,,,1,82
82LA00142,1982-04-04,2,Y3258,02,,71,714,P4857,01,,1,,60,0,1,30,,1,94,8,,0,2,,,30,,,Y1554,02,0,69,71,6,1,,0,0,084,10,,,2,82
82LA00143,1982-04-04,2,Y3237,02,1,70,702,P4861,01,,1,,60,0,1,30,,1,94,5,,0,2,,,30,,,Y0354,02,1,86,70,2,1,,1,1,108,10,,,1,82
82LA00144,1982-04-10,2,Y3383,02,1,70,703,P4888,01,,1,,60,0,1,30,,1,100,9,,0,4,,,30,,,Y0371,02,1,81,70,2,1,,1,3,104,10,,,1,82
82LA00145,1982-04-10,1,Y3384,02,,70,703,P4888,01,,1,,60,0,1,30,,1,100,9,,0,4,,,30,,,Y0371,02,0,80,70,2,1,,0,0,103,10,,,2,82
