UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
13LA00031,13,X7277,82,,14,X8834,82,4.0,4,T3,CS,1,,N,,031013,69,5,3,2,0,2,15.7,5,1,L1001,70,,PC,,,,,,FAT PNEUMONIA,30BRN.N SCOUR,1,1,..,OR,J,1,,1,1,1,1,1,1.0,105,2013-03-10,0.033,48,115,3,,
13LA00032,13,X7463,82,,4,Z1449,00,4.0,4,97,97,1,,N,,031013,69,8,3,1,0,2,15.0,6,1,Z1478,83,,97,,,,,,.,SCOURS,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,72,2013-03-10,0.0,37,115,3,,
13LA00033,13,X7463,82,,4,Z1449,00,4.0,4,97,97,1,,N,,031013,69,8,3,1,0,4,13.5,6,1,Z1479,83,,97,,,,,,.,SCOURS,1,1,..,B3G,J,2,,0,0,0,1,1,1.0,61,2013-03-10,0.0,37,115,3,,
13LA00034,13,T3437,45,,44,T3748,45,3.0,3,02,02,1,0,N,,031013,69,5,3,1,R,3,10.1,2,1,T4678,45,,02,6,70,90,L1018,+,RP,H20BELLY.WEAK,1,1,..,CTL,J,1,,1,1,1,1,0,0.0,0,2013-03-10,0.037,,,,,
13LA00035,13,X7790,82,,28,X8610,82,4.0,4,SC,T3,1,,N,,031013,69,5,3,2,0,2,16.0,5,1,L1002,70,,PC,,,,,,.,15BL/GR.SCOURS,1,1,..,OR,J,1,,1,1,1,1,1,1.0,102,2013-03-10,0.003,48,115,3,,
13LA00036,13,X7433,82,,23,Z1459,00,4.0,4,SC,Tx,1,,N,,031013,69,5,3,2,0,3,14.4,2,1,Z1480,83,,T3,,,,,,SRSMORE.SNOTTY,05BLK.HAIRY,1,1,..,,J,1,,1,1,1,1,1,1.0,103,2013-03-10,0.0,46,115,1,,
13LA00037,13,H7656,05,,e19,H7324,05,1.0,1,30,30,4,0,Y,,031013,69,6,2,2,0,2,6.9,1,1,H7938,05,,30,3,72,93,,,H2O-YMILK.COUGH,PINK.PREMATURE,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2013-03-10,0.026,,,,,
13LA00038,13,H7656,05,,e19,H7324,05,1.0,1,30,30,4,0,Y,,031013,69,6,2,.,.,.,0.0,.,.,.,,,,0,69,27,,,DRY EWE,NASTYBLOB,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2013-03-10,0.026,,,,,
13LA00039,13,X8580,82,,14,X8834,82,3.0,3,T3,CS,1,0,N,,031113,70,8,2,2,0,2,11.5,5,1,L1003,70,,PC,,,,,,LAMB SCOURS,15BLK.BRNEARS,1,1,..,OR,J,1,,1,1,2,1,1,1.0,91,2013-03-11,0.008,34,115,3,,
13LA00040,13,X8580,82,,14,X8834,82,3.0,3,T3,CS,1,0,N,,031113,70,8,2,2,0,4,10.9,2,1,L1004,70,,PC,,,,,,.,<05BRN,1,1,..,OR,J,2,,0,0,0,1,1,1.0,76,2013-03-11,0.008,32,115,3,,
13LA00041,13,L0209,70,,21,L0495,70,3.0,3,PC,PC,1,0,N,,031113,70,5,3,2,0,2,13.1,5,1,L1005,70,,PC,,,,,,.,35BLK,1,1,..,OR,J,1,,1,1,1,1,1,1.0,99,2013-03-11,0.005,46,115,3,,
13LA00042,13,X6654,82,97,8,Z1460,00,5.0,5,97,97,1,,N,,031113,70,8,3,1,0,2,13.9,6,1,Z1481,83,,97,6,71,46,,,.,.,1,1,..,B3G,J,1,,1,1,2,1,0,0.0,0,2013-03-11,0.0,,,,,
13LA00043,13,X6654,82,97,8,Z1460,00,5.0,5,97,97,1,,N,,031113,70,8,3,2,0,2,11.7,6,1,Z1482,83,,97,,,,,,.,.,1,1,..,B3G,J,2,,0,0,0,1,1,1.0,102,2013-03-11,0.0,45,115,3,,
13LA00044,13,T4025,45,,43,T3264,45,2.0,2,02,02,1,7,N,,031113,70,4,2,2,.,2,7.8,1,1,.,,,,1,70,44,,,DRIED,DAB,1,1,..,CTL,J,1,,1,1,2,0,0,0.0,0,2013-03-11,0.034,,,,,
13LA00045,13,T4025,45,,43,T3264,45,2.0,2,02,02,1,7,N,,031113,70,4,2,2,.,.,6.8,1,1,.,,,,1,70,44,,,.,DAB,1,1,..,CTL,J,2,,0,0,0,0,0,0.0,0,2013-03-11,0.034,,,,,
13LA00046,13,L0049,70,,17,L0105,70,3.0,3,PC,PC,1,0,N,,031113,70,5,3,2,0,2,15.1,5,1,L1006,70,,PC,,,,,,L1006RFLAME,25BLBR,1,1,..,OR,J,1,,1,1,1,1,1,1.0,99,2013-03-11,0.004,39,115,3,,
13LA00047,13,L0529,70,,19,L0341,70,2.0,2,PC,PC,1,0,N,,031113,70,5,3,2,0,4,14.4,5,1,L1007,70,,PC,,,,,,.,25BLK.FUZZY,1,1,..,OR,J,1,,1,1,1,1,1,1.0,112,2013-03-11,0.01,47,115,3,,
13LA00048,13,Z0963,83,,e4,X8924,82,1.0,1,CS,T3,4,0,N,,031113,70,1,3,2,.,2,5.5,5,.,.,,,,1,70,44,Z1486,+,RESP.INFXN,DAB,1,1,..,OR,J,1,,1,1,1,0,0,0.5,0,2013-03-11,0.009,,,,,
13LA00049,13,X7223,82,,6,Z1457,00,4.0,4,97,97,1,,N,,031113,70,7,3,1,0,4,15.7,6,1,Z1483,83,,97,,,,,,POSSMIXUPX6519,NICE LAMB,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,125,2013-03-11,0.0,51,115,3,,
13LA00050,13,X7223,82,,6,Z1457,00,4.0,4,97,97,1,,N,,031113,70,7,3,1,.,2,12.8,6,.,.,,,,1,70,44,,,.,DAB,1,1,..,B3G,J,2,,0,0,0,0,0,0.0,0,2013-03-11,0.0,,,,,
13LA00051,13,X6519,82,97,5,Z1454,00,5.0,5,97,97,1,,N,,031113,70,7,4,2,0,2,8.5,6,1,Z1484,83,,97,,,,,,VLTS,SCOURS,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,64,2013-03-11,0.0,26,115,3,,
13LA00052,13,X6519,82,97,5,Z1454,00,5.0,5,97,97,1,,N,,031113,70,7,4,2,.,.,9.2,6,.,.,,,,1,70,44,L1019,+,MIXUP W/ X7223?,DAB,1,1,..,B3G,J,2,,0,0,0,0,0,0.0,0,2013-03-11,0.0,,,,,
13LA00053,13,L0407,70,,17,L0105,70,2.0,2,PC,PC,1,0,N,,031113,70,8,3,1,0,4,10.5,5,1,L1008,70,,PC,,,,,,L.CORNEAL.ULCER,15-20BRN,1,1,..,OR,J,1,,1,1,2,1,1,1.0,63,2013-03-11,0.011,28,115,3,,
13LA00054,13,L0407,70,,17,L0105,70,2.0,2,PC,PC,1,0,N,,031113,70,8,3,2,R,4,11.0,5,2,L1009,70,,PC,,,,,,.,25BRN,1,1,..,OR,J,2,,0,0,0,1,1,1.0,72,2013-03-11,0.011,28,115,3,,
13LA00055,13,L0283,70,,19,L0341,70,2.0,2,PC,PC,1,0,N,,031113,70,5,3,2,0,2,16.5,5,1,L1010,70,,PC,,,,,,U.PROLAPSE,<10BLK.NICE,3,2,..,OR,J,1,,1,1,1,1,1,1.0,121,2013-03-11,0.014,57,115,3,,
13LA00056,13,L0403,70,,20,L0492,70,2.0,2,PC,PC,1,0,N,,031113,70,4,1,1,.,3,9.1,5,1,.,,,,1,70,44,,,V.PROLAPSE,DAB,7,4,..,OR,J,1,,1,1,2,0,0,0.0,0,2013-03-11,0.007,,,,,
13LA00057,13,L0403,70,,20,L0492,70,2.0,2,PC,PC,1,0,N,,031113,70,4,1,2,.,2,9.9,5,1,.,,,,1,70,44,,,DEAD 2@ONCE,2ND.DAB,7,4,..,OR,J,2,,0,0,0,0,0,0.0,0,2013-03-11,0.007,,,,,
13LA00058,13,L0470,70,,17,L0105,70,2.0,2,PC,PC,1,0,N,,031113,70,5,3,1,0,2,15.7,5,2,L1011,70,,PC,,,,,,SOLE.ABSCESS,20BRN.BIGLAMB,8,2,..,OR,J,1,,1,1,1,1,1,1.0,110,2013-03-11,0.002,50,115,3,,
13LA00059,13,L0046,70,,21,L0495,70,3.0,3,PC,PC,1,0,N,,031113,70,8,2,1,0,3,11.8,5,1,L1012,70,,PC,,,,,,BITCH.TAILCHEWR,40LTBRN,1,1,..,OR,J,1,,1,1,2,1,1,1.0,67,2013-03-11,0.007,29,115,3,,
13LA00060,13,L0046,70,,21,L0495,70,3.0,3,PC,PC,1,0,N,,031113,70,8,2,2,0,2,10.9,5,1,L1013,70,,PC,,,,,,.,60LTBRN.BRITCHY,1,1,..,OR,J,2,,0,0,0,1,1,1.0,64,2013-03-11,0.007,28,115,3,,
13LA00061,13,K4649,64,,23,Z1459,00,3.0,3,06,Tx,1,0,N,,031113,70,8,1,2,2,2,8.1,2,1,Z1485,83,,TC,,,,,,THIN.LLS,.,1,1,..,,J,1,,1,1,2,1,1,1.0,63,2013-03-11,0.0,24,115,1,,
13LA00062,13,K4649,64,,23,Z1459,00,3.0,3,06,Tx,1,0,N,,031113,70,8,1,2,2,4,10.5,2,1,Z1486,83,,TC,,,,Z0963,-,.,.,1,1,..,,J,2,,0,0,0,1,1,0.5,87,2013-03-11,0.0,39,115,1,,
13LA00063,13,L0201,70,,20,L0492,70,3.0,3,PC,PC,1,0,N,,031113,70,8,2,1,0,3,11.6,5,1,L1014,70,,PC,,,,,,.,20BLK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,118,2013-03-11,0.006,47,115,3,,
13LA00064,13,L0201,70,,20,L0492,70,3.0,3,PC,PC,1,0,N,,031113,70,8,2,1,0,4,12.1,5,1,L1015,70,,PC,6,99,14,,,.,25BRN,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2013-03-11,0.006,,,,,
13LA00065,13,X7497,82,,6,Z1457,00,4.0,4,97,97,1,,N,,031113,70,8,3,1,0,2,16.4,6,1,Z1487,83,,97,,,,,,.,NICE LAMB,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,80,2013-03-11,0.0,34,115,3,,
13LA00066,13,X7497,82,,6,Z1457,00,4.0,4,97,97,1,,N,,031113,70,8,3,1,0,4,14.6,6,1,Z1488,83,,97,,,,,,.,NICE LAMB,1,1,..,B3G,J,2,,0,0,0,1,1,1.0,100,2013-03-11,0.0,44,115,3,,
13LA00067,13,T3432,45,,43,T3264,45,3.0,3,02,02,1,0,N,,031113,70,7,3,2,0,2,7.3,1,1,T4679,45,,02,,,,,,.,WEAK LAMB,1,1,..,CTL,J,1,,1,1,2,1,1,1.0,65,2013-03-11,0.03,24,115,1,,
13LA00068,13,T3432,45,,43,T3264,45,3.0,3,02,02,1,0,N,,031113,70,7,3,1,.,2,8.9,2,1,.,,,,1,70,44,,,.,BLSPOTRSIDE.DAB,1,1,..,CTL,J,2,,0,0,0,0,0,0.0,0,2013-03-11,0.03,,,,,
13LA00069,13,X4449,82,97,24,K4814,64,6.0,6,97,06,1,0,N,,031113,70,8,3,2,0,2,13.6,5,1,Z1489,83,,CS,6,121,10,,,.,60BL/BRN,1,1,..,GRN,J,1,,1,1,2,1,0,,,2013-03-11,0.0,31,115,3,,
13LA00070,13,X4449,82,97,24,K4814,64,6.0,6,97,06,1,0,N,,031113,70,8,3,1,0,2,14.4,5,1,Z1490,83,,CS,,,,,,.,50BRN SCOURS,1,1,..,GRN,J,2,,0,0,0,1,1,1.0,103,2013-03-11,0.0,41,115,3,,
13LA00071,13,X7359,82,,25,X9831,82,4.0,4,C3,S3,1,,N,,031113,70,8,3,2,R,4,10.7,2,1,L1016,70,,PC,,,,,,.,<05BLK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,55,2013-03-11,0.026,23,115,3,,
13LA00072,13,X7359,82,,25,X9831,82,4.0,4,C3,S3,1,,N,,031113,70,8,3,2,R,2,11.1,2,1,L1017,70,,PC,,,,,,.,<05BRN,1,1,..,OR,J,2,,0,0,0,1,1,1.0,59,2013-03-11,0.026,27,115,3,,
13LA00073,13,L0164,70,,18,L0239,70,3.0,3,PC,PC,1,0,N,,031113,70,8,0,1,0,4,11.0,5,1,L1018,70,,PC,6,133,10,T3437,-,TERM.C.SECTION,30BLK,C,S,..,OR,J,1,,1,1,2,1,0,,,2013-03-11,0.007,39,115,3,,
13LA00074,13,L0164,70,,18,L0239,70,3.0,3,PC,PC,1,0,N,,031113,70,8,0,1,2,2,13.6,5,1,L1019,70,,PC,6,71,46,X6519,-,.,30BLK,C,S,..,OR,J,2,,0,0,0,1,0,0.0,0,2013-03-11,0.007,,,,,
13LA00075,13,L0556,70,,e9,L0289,70,1.0,1,PC,PC,4,0,N,,031213,71,1,3,2,.,.,7.2,1,1,.,,,,1,71,44,T4686,+,LOOKS LIKE POLY,DAB,1,1,..,OR,J,1,,1,1,1,0,0,0.5,0,2013-03-12,0.011,,,,,
13LA00076,13,X7464,82,,5,Z1454,00,4.0,4,97,97,1,,N,,031213,71,7,3,1,0,2,9.3,6,1,Z1491,83,,97,,,,,,.,.,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,103,2013-03-12,0.0,43,115,3,,
13LA00077,13,X7464,82,,5,Z1454,00,4.0,4,97,97,1,,N,,031213,71,7,3,1,.,.,10.5,6,1,.,,,,1,71,44,,,.,DAB,1,1,..,B3G,J,2,,0,0,0,0,0,0.0,0,2013-03-12,0.0,,,,,
13LA00078,13,H7896,05,,e20,H5936,05,1.0,1,30,30,4,0,N,,031213,71,2,1,2,.,.,4.8,1,1,.,,,,0,71,27,,,SMALL.BAG,IMM,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2013-03-12,0.028,,,,,
13LA00079,13,X8899,82,,26,K4924,00,3.0,3,TS,06,1,0,N,,031213,71,5,3,2,2,2,14.3,5,1,Z1492,83,,C3,,,,,,.,25GR.REYEULCER,1,1,..,,J,1,,1,1,1,1,1,1.0,102,2013-03-12,0.0,54,115,1,,
13LA00080,13,X5951,82,99,28,X8610,82,5.0,5,SC,T3,1,,N,,031213,71,8,2,1,0,2,11.5,1,1,L1020,70,,PC,6,71,14,,,DRY EWE,Frozen?,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2013-03-12,0.007,,,,,
13LA00081,13,X5951,82,99,28,X8610,82,5.0,5,SC,T3,1,,N,,031213,71,8,2,2,0,4,11.3,5,1,L1021,70,,PC,6,71,14,,,.,Frozen?,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2013-03-12,0.007,,,,,
13LA00082,13,L0787,70,,e10,L0476,70,1.0,1,PC,PC,4,0,N,,031213,71,0,2,.,.,.,0.0,.,.,.,,,,0,71,27,,,SMBAG.RP,NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2013-03-12,0.007,,,,,
13LA00083,13,H7896,05,,e20,H5936,05,1.0,1,30,30,4,0,N,,031213,71,2,1,2,.,.,5.1,1,1,.,,,,0,71,27,,,.,IMM,8,1,..,,J,2,,0,0,0,0,0,0.0,0,2013-03-12,0.028,,,,,
13LA00084,13,Z0095,83,,27,X7416,82,2.0,2,CS,T3,1,0,N,,031213,71,5,3,2,0,3,15.0,2,1,L1022,70,,PC,,,,,,.,<05BLK SCOURS,1,1,..,OR,J,1,,1,1,1,1,1,1.0,93,2013-03-12,0.003,39,115,3,,
13LA00085,13,X8957,82,,22,Z1456,00,3.0,3,SC,Tx,1,0,N,,031213,71,8,2,1,0,2,8.9,5,1,Z1493,83,,T3,,,,,,.,10BL/BRN,1,1,..,,J,1,,1,1,2,1,1,1.0,92,2013-03-12,0.0,36,115,1,,
13LA00086,13,X8957,82,,22,Z1456,00,3.0,3,SC,Tx,1,0,N,,031213,71,8,2,1,2,2,8.6,2,1,Z1494,83,,T3,6,71,67,,,LAMB COMPACTED,<05BRN.W,1,1,..,,J,2,,0,0,0,1,0,0.0,0,2013-03-12,0.0,,,,,
13LA00087,13,X7244,82,,7,Z1458,00,4.0,4,97,97,1,,N,,031213,71,8,3,1,0,3,16.0,6,1,Z1495,83,,97,,,,,,.,NICE LAMB,1,1,..,B3G,J,1,,1,1,2,1,1,1.0,93,2013-03-12,0.0,40,115,3,,
13LA00088,13,X7244,82,,7,Z1458,00,4.0,4,97,97,1,,N,,031213,71,8,3,2,0,4,12.4,6,1,Z1496,83,,97,,,,,,.,.,1,1,..,B3G,J,2,,0,0,0,1,1,1.0,64,2013-03-12,0.0,33,115,3,,
13LA00089,13,T1305,45,ID,36,T4626,45,6.0,6,02,02,1,7,N,,031213,71,5,3,2,0,2,11.0,1,1,T4680,45,,02,6,98,42,,,LAMB FEVER EUTH,SCOUR.RFABSCESS,1,1,..,SEL,J,1,,1,1,1,1,0,0.0,0,2013-03-12,0.024,,,,,
13LA00090,13,X5711,82,99,23,Z1459,00,5.0,5,CS,Tx,1,,N,,031213,71,8,3,1,2,4,14.5,2,1,Z1497,83,,T3,,,,,,.,<10BLK,1,1,..,,J,1,,1,1,2,1,1,1.0,95,2013-03-12,0.0,45,115,1,,
13LA00091,13,X5711,82,99,23,Z1459,00,5.0,5,CS,Tx,1,,N,,031213,71,8,3,1,L,4,14.9,2,1,Z1498,83,,T3,,,,,,.,<05BRN,1,1,..,,J,2,,0,0,0,1,1,1.0,70,2013-03-12,0.0,32,115,1,,
13LA00092,13,L0029,70,,20,L0492,70,4.0,4,PC,PC,1,,N,,031213,71,7,3,1,L,2,13.1,2,1,L1023,70,,PC,,,,,,DYSTOCIA,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,120,2013-03-12,0.005,51,115,3,,
13LA00093,13,L0029,70,,20,L0492,70,4.0,4,PC,PC,1,,N,,031213,71,7,3,1,.,.,16.0,1,6,.,,,,1,71,44,,,.,DAB,4,3,..,OR,J,2,,0,0,0,0,0,0.0,0,2013-03-12,0.005,,,,,
13LA00094,13,X3392,82,00,16,H6587,05,7.0,7,BL,BL,1,1,Y,,031213,71,8,3,3,0,2,17.2,9,1,Z1499,83,,BL,,,,,,.,HAIRY,1,1,..,BLK,J,1,,1,1,2,1,1,1.0,89,2013-03-12,0.0,38,115,1,,
13LA00095,13,X3392,82,00,16,H6587,05,7.0,7,BL,BL,1,1,Y,,031213,71,8,3,2,0,2,12.4,9,1,Z1500,83,,BL,,,,,,.,.,1,1,..,BLK,J,2,,0,0,0,1,1,1.0,76,2013-03-12,0.0,34,115,1,,
13LA00096,13,X8538,82,,23,Z1459,00,3.0,3,97,Tx,1,0,N,,031213,71,8,2,2,0,2,12.2,5,1,Z1501,83,,TS,7,195,97,,,SNOT NOSE,20,1,1,..,GRN,J,1,,1,1,2,1,0,,,2013-03-12,0.0,35,115,3,,
