UID,DAM,DBRD,LNDAM,BPEN,TRT,SYNC,ADAM,AGE,STMD,BGRP,GRP,DATE,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,DISP,DAYDIS,CAUSE,FONO,RMK,ABEWE,ABLMB,CDNO,SIRE,SBRD,STM,LINE,DAYBRN,FOPU,Y0,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,SPEC,VC,ML,DATEBN,YR,INBRL
91LA00001,Z0000,00,00,,,,,0.0,00,,X,0314,5,2,3,10.0,5,1,Z1090,81,,0,,060644,SIDDOWAY,,,0,00000,00,00,00,73,-,0,0,0,0,1,1,5,82,0,77,178,2,3,,0,1991-03-14,91,0.0
91LA00002,Z0000,00,00,,,,,0.0,00,,X,0319,5,2,3,10.0,5,1,Z1091,81,,0,,106903,SIDDOWAY,,,0,00000,00,00,00,78,-,0,0,0,0,1,1,5,94,0,83,178,2,3,,0,1991-03-19,91,0.0
91LA00003,Z0000,00,00,,,,,0.0,00,,X,0406,5,2,2,9.5,1,1,Z0637,81,6,101,23,,MIXUP,,,0,00000,00,00,00,96,&,0,0,0,0,1,0,0,0,0,0,0,,3,,0,1991-04-06,91,0.0
91LA00004,Z0000,00,00,,,,,0.0,00,,X,0307,5,2,3,10.0,1,1,Z1093,81,,0,,977719,SIDDOWAY,,,0,00000,00,00,00,66,-,0,0,0,0,1,1,5,75,0,71,178,2,3,,0,1991-03-07,91,0.0
91LA00005,T0000,00,00,,,,,0.0,00,,X,0407,5,2,2,8.6,1,1,T1979,44,3,128,93,,MIXUP,,,0,00000,00,00,00,97,&,0,0,0,0,1,0,0,0,0,0,0,,3,,0,1991-04-07,91,0.0
91LA00006,Y5888,02,83,331,,,70,7.0,30,2,,,,,,0.0,,,,,,0,,,,,,1,L3943,03,30,83,0,,1,1,0,0,0,0,0,0,0,0,0,,,,0,,91,0.0
91LA00007,Y6974,02,82,321,,,70,7.0,30,2,,0410,8,3,1,7.9,1,1,L6987,03,,0,,,,,,1,L3531,03,30,82,100,,1,1,1,2,1,1,10,70,1,59,177,1,,,0,1991-04-10,91,0.079
91LA00008,Y6974,02,82,321,,,70,7.0,30,2,,0410,8,3,1,9.7,1,1,L6988,03,6,119,19,,,,,2,L3531,03,30,82,100,,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-10,91,0.079
91LA00009,Y7005,02,82,322,,,70,7.0,30,2,,0412,8,4,1,11.2,1,1,L7180,03,3,119,93,,DEADEWE 4/27,**,,1,L3545,03,30,82,102,&,1,1,1,2,1,0,0,0,0,0,0,,,,0,1991-04-12,91,0.036
91LA00010,Y7005,02,82,322,,,70,7.0,30,2,,0412,8,4,2,9.5,1,1,L7181,03,3,119,93,,,,,2,L3545,03,30,82,102,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-12,91,0.036
91LA00011,Y7041,02,82,323,,,70,7.0,30,2,,0415,9,4,1,9.0,1,1,L7438,03,,0,,,,,,1,L3698,03,30,82,105,,1,1,1,3,1,1,10,83,1,58,178,2,,,0,1991-04-15,91,0.049
91LA00012,Y7041,02,82,323,,,70,7.0,30,2,,0415,9,4,1,10.2,1,1,L7439,03,,0,,,,,,2,L3698,03,30,82,105,,0,0,0,0,1,1,10,82,1,61,178,2,,,0,1991-04-15,91,0.049
91LA00013,Y7041,02,82,323,,,70,7.0,30,2,,0415,9,4,1,8.2,1,1,L7440,03,6,105,54,,FX.LIVER,,,3,L3698,03,30,82,105,,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.049
91LA00014,Y7043,02,80,301,,,70,7.0,30,2,,0412,9,3,2,10.5,1,1,L7137,03,,0,,,,,,1,L3958,03,30,80,102,,1,1,1,3,1,1,10,80,1,53,177,1,,,0,1991-04-12,91,0.051
91LA00015,Y7043,02,80,301,,,70,7.0,30,2,,0412,9,3,1,9.6,1,1,L7138,03,,0,,,,,,2,L3958,03,30,80,102,,0,0,0,0,1,1,10,68,1,47,177,1,,,0,1991-04-12,91,0.051
91LA00016,Y7043,02,80,301,,,70,7.0,30,2,,0412,9,3,1,9.1,1,1,,,1,102,44,,,,,3,L3958,03,30,80,102,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-12,91,0.051
91LA00017,Y7063,02,82,324,,,70,7.0,30,2,,0413,3,2,3,5.7,1,1,L7261,03,,0,,,R.SPOILED,**,,1,L3742,03,30,82,103,,1,1,1,4,1,1,10,82,1,57,177,1,,,0,1991-04-13,91,0.047
91LA00018,Y7063,02,82,324,,,70,7.0,30,2,,0413,3,2,3,5.3,1,1,L7262,03,6,112,01,,RAT,,,2,L3742,03,30,82,103,,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-13,91,0.047
91LA00019,Y7063,02,82,324,,,70,7.0,30,2,,0413,3,2,2,4.4,1,1,L7263,03,3,107,93,,HAIRY,,,3,L3742,03,30,82,103,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-13,91,0.047
91LA00020,Y7063,02,82,324,,,70,7.0,30,2,,0413,3,2,2,5.1,1,1,,,1,103,44,,,,,4,L3742,03,30,82,103,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-13,91,0.047
91LA00021,Y7102,02,82,325,,,70,7.0,30,2,,0413,8,2,2,7.7,1,3,L7185,03,,0,,,,,,1,L3766,03,30,82,103,,1,1,1,2,1,1,10,74,1,49,177,1,,,0,1991-04-13,91,0.076
91LA00022,Y7102,02,82,325,,,70,7.0,30,2,,0413,8,2,2,7.2,1,3,L7186,03,,0,,,ENTR,,21,2,L3766,03,30,82,103,,0,0,0,0,1,1,10,72,1,44,177,1,,,0,1991-04-13,91,0.076
91LA00023,Y7131,02,82,326,,,70,7.0,30,2,,0410,5,3,2,10.7,1,1,L6947,03,,0,,,,,,1,L3918,03,30,82,100,,1,1,1,1,1,1,10,82,1,55,177,1,,,0,1991-04-10,91,0.054
91LA00024,Y7134,02,80,302,,,70,7.0,30,2,,0410,5,2,2,8.6,1,1,L6953,03,,0,,,"SLOW,DIARRHEA",**,,1,L4252,03,30,80,100,,1,1,1,1,1,1,10,55,1,35,177,1,,,0,1991-04-10,91,0.068
91LA00025,Y7138,02,81,311,,,70,7.0,30,2,,0410,9,3,2,8.5,1,1,L7032,03,,0,,,,,,1,L3801,03,30,81,100,,1,1,1,3,1,1,10,85,1,58,177,1,,,0,1991-04-10,91,0.07
91LA00026,Y7138,02,81,311,,,70,7.0,30,2,,0410,9,3,2,7.9,1,1,L7033,03,,0,,,,,,2,L3801,03,30,81,100,,0,0,0,0,1,1,10,75,1,51,177,1,,,0,1991-04-10,91,0.07
91LA00027,Y7138,02,81,311,,,70,7.0,30,2,,0410,9,3,1,9.5,1,1,L7034,03,,0,,005603,,,,3,L3801,03,30,81,100,-,0,0,0,0,1,1,5,97,0,73,177,1,,,0,1991-04-10,91,0.07
91LA00028,Y7151,02,80,303,,,70,7.0,30,2,,,,,,0.0,,,,,,0,,,DEAD EWE,,,1,L4278,03,30,80,0,,1,0,0,0,0,0,0,0,0,0,0,,,,0,,91,0.0
91LA00029,Y7195,02,80,304,,,70,7.0,30,2,,,,,,0.0,,,,,,0,,,DEAD EWE,,,1,L3822,03,30,80,0,,1,0,0,0,0,0,0,0,0,0,0,,,,0,,91,0.0
91LA00030,Y7241,02,80,301,,,70,7.0,30,2,,0417,9,3,3,9.4,1,2,L7592,03,3,109,93,,LTS,**,,1,L3958,03,30,80,107,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-17,91,0.099
91LA00031,Y7241,02,80,301,,,70,7.0,30,2,,0417,9,3,1,8.1,1,1,L7593,03,,0,,,,,,2,L3958,03,30,80,107,,0,0,0,0,1,1,10,79,1,54,178,2,,,0,1991-04-17,91,0.099
91LA00032,Y7241,02,80,301,,,70,7.0,30,2,,0417,9,3,2,6.8,1,1,L7594,03,,0,,,4TEATS,,,3,L3958,03,30,80,107,,0,0,0,0,1,1,10,67,1,39,178,2,,,0,1991-04-17,91,0.099
91LA00033,Y7247,02,80,302,,,70,7.0,30,2,,0421,9,2,2,8.6,1,1,L7750,03,,0,,227003,,,,1,L4252,03,30,80,111,-,1,1,1,3,1,1,5,85,0,53,178,2,,,0,1991-04-21,91,0.084
91LA00034,Y7247,02,80,302,,,70,7.0,30,2,,0421,9,2,3,8.8,1,1,L7751,03,,0,,,2CRYPT,,,2,L4252,03,30,80,111,,0,0,0,0,1,1,10,75,1,47,178,2,,,0,1991-04-21,91,0.084
91LA00035,Y7247,02,80,302,,,70,7.0,30,2,,0421,9,2,2,8.3,1,1,L7752,03,,0,,,,,,3,L4252,03,30,80,111,,0,0,0,0,1,1,10,64,1,35,178,2,,,0,1991-04-21,91,0.084
91LA00036,Y7344,02,81,312,,,70,7.0,30,2,,0417,5,3,3,10.0,1,1,L7561,03,,0,,,PINK,,,1,L3856,03,30,81,107,,1,1,1,1,1,1,10,88,1,61,178,2,,,0,1991-04-17,91,0.047
91LA00037,Y7437,02,80,303,,,65,6.5,30,2,,0419,9,1,3,8.7,1,1,L7674,03,3,112,93,,L.SPOILED,**,,1,L4278,03,30,80,109,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-19,91,0.041
91LA00038,Y7437,02,80,303,,,65,6.5,30,2,,0419,9,1,2,7.4,1,1,L7675,03,3,109,93,,HAIRY,,,2,L4278,03,30,80,109,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-19,91,0.041
91LA00039,Y7437,02,80,303,,,65,6.5,30,2,,0419,9,1,2,9.0,1,1,L7676,03,,0,,979580,4TEATS,,,3,L4278,03,30,80,109,-,0,0,0,0,1,1,5,66,0,40,178,2,,,0,1991-04-19,91,0.041
91LA00040,Y7630,02,81,313,,,65,6.5,30,2,,0410,9,3,2,9.2,1,1,L7007,03,3,101,93,,VAG.DISCHARGE,**,,1,L4343,03,30,81,100,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-10,91,0.013
91LA00041,Y7630,02,81,313,,,65,6.5,30,2,,0410,9,3,2,9.1,1,3,L7008,03,,0,,,,,,2,L4343,03,30,81,100,,0,0,0,0,1,1,10,71,1,47,177,1,,,0,1991-04-10,91,0.013
91LA00042,Y7630,02,81,313,,,65,6.5,30,2,,0410,9,3,2,7.5,1,1,L7009,03,,0,,,,,,3,L4343,03,30,81,100,,0,0,0,0,1,1,10,59,1,41,177,1,,,0,1991-04-10,91,0.013
91LA00043,Y7736,02,80,304,,,65,6.5,30,2,,,,,,0.0,,,,,,0,,,,,,1,L3822,03,30,80,0,,1,1,0,0,0,0,0,0,0,0,0,,,,0,,91,0.0
91LA00044,Y7763,02,81,314,,,65,6.5,30,2,,0418,9,3,3,9.0,1,1,L7664,03,3,112,93,,,,,1,L4396,03,30,81,108,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-18,91,0.022
91LA00045,Y7763,02,81,314,,,65,6.5,30,2,,0418,9,3,2,8.9,1,1,L7665,03,,0,,,,,,2,L4396,03,30,81,108,,0,0,0,0,1,1,10,58,1,35,178,2,,,0,1991-04-18,91,0.022
91LA00046,Y7763,02,81,314,,,65,6.5,30,2,,0418,9,3,2,7.9,1,1,L7666,03,,0,,,,,,3,L4396,03,30,81,108,,0,0,0,0,1,1,10,74,1,46,178,2,,,0,1991-04-18,91,0.022
91LA00047,Y7787,02,81,311,,,65,6.5,30,2,,0415,9,1,2,6.8,1,1,L7398,03,6,179,12,,"X,BAG",**,,1,L3801,03,30,81,105,,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.005
91LA00048,Y7787,02,81,311,,,65,6.5,30,2,,0415,9,1,3,9.9,1,1,L7399,03,3,107,93,,,,,2,L3801,03,30,81,105,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.005
91LA00049,Y7787,02,81,311,,,65,6.5,30,2,,0415,9,1,2,4.0,1,1,,,6,105,29,,CR.FR.LEGS,,,3,L3801,03,30,81,105,,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.005
91LA00050,Y7796,02,81,312,,,65,6.5,30,2,,0413,8,3,2,7.1,1,3,L7281,03,,0,,,,,,1,L3856,03,30,81,103,,1,1,1,2,1,1,10,55,1,34,177,1,,,0,1991-04-13,91,0.016
91LA00051,Y7796,02,81,312,,,65,6.5,30,2,,0413,8,3,2,9.0,1,3,L7282,03,,0,,,,,,2,L3856,03,30,81,103,,0,0,0,0,1,1,10,67,1,46,177,1,,,0,1991-04-13,91,0.016
91LA00052,Y7864,02,80,301,,,60,6.0,30,2,,0407,9,2,2,8.6,1,1,L6780,03,,0,,,EWE6JAW,**,,1,L3958,03,30,80,97,,1,1,1,3,1,1,10,70,1,56,178,2,,,0,1991-04-07,91,0.089
91LA00053,Y7864,02,80,301,,,60,6.0,30,2,,0407,9,2,2,7.8,1,1,L6781,03,,0,,,,,,2,L3958,03,30,80,97,,0,0,0,0,1,1,10,68,1,53,178,2,,,0,1991-04-07,91,0.089
91LA00054,Y7864,02,80,301,,,60,6.0,30,2,,0407,9,2,1,7.0,1,1,,,1,97,44,,BLOB,,,3,L3958,03,30,80,97,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-07,91,0.089
91LA00055,Y7866,02,81,313,,,60,6.0,30,2,,0408,3,3,2,5.9,1,1,L6852,03,,0,,,THICK,,,1,L4343,03,30,81,98,,1,1,1,4,1,1,10,65,1,46,177,1,,,0,1991-04-08,91,0.104
91LA00056,Y7866,02,81,313,,,60,6.0,30,2,,0408,3,3,1,6.4,1,1,L6853,03,,0,,,,,,2,L4343,03,30,81,98,,0,0,0,0,1,1,10,73,1,56,177,1,,,0,1991-04-08,91,0.104
91LA00057,Y7866,02,81,313,,,60,6.0,30,2,,0408,3,3,3,5.9,1,1,L6854,03,3,100,93,,,,,3,L4343,03,30,81,98,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-08,91,0.104
91LA00058,Y7866,02,81,313,,,60,6.0,30,2,,0408,3,3,2,5.6,1,1,L6855,03,3,128,93,,,,,4,L4343,03,30,81,98,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-08,91,0.104
91LA00059,Y7872,02,81,314,,,60,6.0,30,2,,,,,,0.0,,,,,,0,,,DEAD EWE,,,1,L4396,03,30,81,0,,1,0,0,0,0,0,0,0,0,0,0,,,,0,,91,0.0
91LA00060,Y7962,02,82,327,,,60,6.0,30,2,,0413,5,3,1,12.0,1,3,L7256,03,,0,,,,,,1,L4064,03,30,82,103,,1,1,1,1,1,1,10,100,1,77,177,1,,,0,1991-04-13,91,0.076
91LA00061,Y7999,02,83,332,,,60,6.0,30,2,,0412,8,2,2,5.5,1,1,L7126,03,6,103,23,,,,,1,L4170,03,30,83,102,,1,1,1,2,1,0,0,0,0,0,0,,,,0,1991-04-12,91,0.065
91LA00062,Y7999,02,83,332,,,60,6.0,30,2,,0412,8,2,2,7.9,1,3,L7127,03,,0,,,,,,2,L4170,03,30,83,102,,0,0,0,0,1,1,10,75,1,53,177,1,,,0,1991-04-12,91,0.065
91LA00063,Y8015,02,83,333,,,60,6.0,30,2,,0415,3,3,2,6.6,1,1,L7456,03,3,107,93,,"1LT,X,4TEATS",**,,1,L4212,03,30,83,105,&,1,1,1,4,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.067
91LA00064,Y8015,02,83,333,,,60,6.0,30,2,,0415,3,3,2,7.8,1,1,L7457,03,,0,,,HAIRY&4TEATS,,,2,L4212,03,30,83,105,,0,0,0,0,1,1,10,58,1,36,178,2,,,0,1991-04-15,91,0.067
91LA00065,Y8015,02,83,333,,,60,6.0,30,2,,0415,3,3,2,8.7,1,1,L7458,03,,0,,,4TEATS,,,3,L4212,03,30,83,105,,0,0,0,0,1,1,10,88,1,61,178,2,,,0,1991-04-15,91,0.067
91LA00066,Y8015,02,83,333,,,60,6.0,30,2,,0415,3,3,2,8.5,1,1,,,1,105,44,,,,,4,L4212,03,30,83,105,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-15,91,0.067
91LA00067,Y8017,02,83,334,,,60,6.0,30,2,,0413,9,2,2,8.1,1,1,L7241,03,,0,,,FIBERBAG4TEATS,**,,1,L4221,03,30,83,103,,1,1,1,3,1,1,10,49,1,33,177,1,,,0,1991-04-13,91,0.034
91LA00068,Y8017,02,83,334,,,60,6.0,30,2,,0413,9,2,1,7.2,1,1,L7242,03,,0,,,,,,2,L4221,03,30,83,103,,0,0,0,0,1,1,10,45,1,31,177,1,,,0,1991-04-13,91,0.034
91LA00069,Y8017,02,83,334,,,60,6.0,30,2,,0413,9,2,2,7.0,1,1,,,1,103,44,,,,,3,L4221,03,30,83,103,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-13,91,0.034
91LA00070,Y8038,02,83,331,,,60,6.0,30,2,,0410,5,3,2,12.4,1,3,L6966,03,,0,,,4TEATS,,,1,L3943,03,30,83,100,,1,1,1,1,1,1,10,98,1,69,177,1,,,0,1991-04-10,91,0.044
91LA00071,Y8085,02,81,311,,,60,6.0,30,2,,0316,9,0,,0.0,,,,,0,75,,,,,,1,L3801,03,30,81,75,,1,1,1,3,0,0,0,0,0,0,0,,,,0,1991-03-16,91,0.0
91LA00072,Y8085,02,81,311,,,60,6.0,30,2,,0316,9,0,,0.0,,,,,0,75,,,,,,2,L3801,03,30,81,75,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-03-16,91,0.0
91LA00073,Y8085,02,81,311,,,60,6.0,30,2,,0316,9,0,,0.0,,,,,0,75,,,,,,3,L3801,03,30,81,75,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-03-16,91,0.0
91LA00074,Y8110,02,80,302,,,60,6.0,30,2,,0410,3,2,1,7.7,1,1,L6957,03,,0,,,THICK.COL.,**,,1,L4252,03,30,80,100,,1,1,1,4,1,1,10,76,1,58,177,1,,,0,1991-04-10,91,0.048
91LA00075,Y8110,02,80,302,,,60,6.0,30,2,,0410,3,2,2,6.3,1,1,L6958,03,,0,,,,,,2,L4252,03,30,80,100,,0,0,0,0,1,1,10,81,1,59,177,1,,,0,1991-04-10,91,0.048
91LA00076,Y8110,02,80,302,,,60,6.0,30,2,,0410,3,2,2,4.1,1,1,L6959,03,3,101,93,,RAT,,,3,L4252,03,30,80,100,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-10,91,0.048
91LA00077,Y8110,02,80,302,,,60,6.0,30,2,,0410,3,2,2,5.5,1,1,,,1,100,44,,,,,4,L4252,03,30,80,100,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-10,91,0.048
91LA00078,Y8154,02,80,303,,,60,6.0,30,2,,0414,9,2,2,8.3,1,1,L7361,03,,0,,,4TEATS,,,1,L4278,03,30,80,104,,1,1,1,3,1,1,10,88,1,52,177,1,,,0,1991-04-14,91,0.088
91LA00079,Y8154,02,80,303,,,60,6.0,30,2,,0414,9,2,2,9.4,1,2,L7362,03,7,179,97,,4TEATS,,,2,L4278,03,30,80,104,,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-14,91,0.088
91LA00080,Y8154,02,80,303,,,60,6.0,30,2,,0414,9,2,2,9.1,1,1,L7363,03,3,107,93,,HAIRY,,,3,L4278,03,30,80,104,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-14,91,0.088
91LA00081,Y8181,02,83,332,,,60,6.0,30,2,,0415,8,3,1,7.9,1,1,L7436,03,,0,,,,,,1,L4170,03,30,83,105,,1,1,1,2,1,1,10,63,1,46,178,2,,,0,1991-04-15,91,0.091
91LA00082,Y8181,02,83,332,,,60,6.0,30,2,,0415,8,3,2,8.0,1,1,L7437,03,,0,,,,,,2,L4170,03,30,83,105,,0,0,0,0,1,1,10,64,1,45,178,2,,,0,1991-04-15,91,0.091
91LA00083,Y8189,02,83,333,,,60,6.0,30,2,,0416,8,1,1,10.8,1,1,L7513,03,,0,,,,,,1,L4212,03,30,83,106,,1,1,1,2,1,1,10,84,1,62,178,2,,,0,1991-04-16,91,0.153
91LA00084,Y8189,02,83,333,,,60,6.0,30,2,,0416,8,1,2,10.7,1,3,L7514,03,3,107,93,,,,,2,L4212,03,30,83,106,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-16,91,0.153
91LA00085,Y8261,02,80,304,,,60,6.0,30,2,,0411,3,4,2,5.5,1,1,L7065,03,3,107,93,,,,,1,L3822,03,30,80,101,&,1,1,1,4,1,0,0,0,0,0,0,,,,0,1991-04-11,91,0.09
91LA00086,Y8261,02,80,304,,,60,6.0,30,2,,0411,3,4,2,7.2,1,1,L7066,03,3,103,93,,,,,2,L3822,03,30,80,101,&,0,0,0,0,1,0,0,0,0,0,0,,,,0,1991-04-11,91,0.09
91LA00087,Y8261,02,80,304,,,60,6.0,30,2,,0411,3,4,1,8.9,1,1,L7067,03,,0,,,,,,3,L3822,03,30,80,101,,0,0,0,0,1,1,10,82,1,59,177,1,,,0,1991-04-11,91,0.09
91LA00088,Y8261,02,80,304,,,60,6.0,30,2,,0411,3,4,1,10.9,1,1,L7068,03,,0,,,,,,4,L3822,03,30,80,101,,0,0,0,0,1,1,10,80,1,59,177,1,,,0,1991-04-11,91,0.09
91LA00089,Y8299,02,83,334,,,60,6.0,30,2,,0410,8,3,2,9.6,1,1,L6989,03,,0,,,,,,1,L4221,03,30,83,100,,1,1,1,2,1,1,10,74,1,50,177,1,,,0,1991-04-10,91,0.058
91LA00090,Y8299,02,83,334,,,60,6.0,30,2,,0410,8,3,1,11.1,1,1,L6990,03,,0,,,,,,2,L4221,03,30,83,100,,0,0,0,0,1,1,10,76,1,55,177,1,,,0,1991-04-10,91,0.058
91LA00091,Y8300,02,81,312,,,60,6.0,30,2,,0421,8,3,1,10.2,1,1,L7742,03,,0,,,,,,1,L3856,03,30,81,111,,1,1,1,2,1,1,10,71,1,50,178,2,,,0,1991-04-21,91,0.052
91LA00092,Y8300,02,81,312,,,60,6.0,30,2,,0421,8,3,2,9.0,1,1,L7743,03,,0,,,,,,2,L3856,03,30,81,111,,0,0,0,0,1,1,10,69,1,44,178,2,,,0,1991-04-21,91,0.052
91LA00093,Y8302,02,81,313,,,60,6.0,30,2,,0412,7,3,1,10.9,1,1,L7125,03,,0,,,4TEATS,,,1,L4343,03,30,81,102,,1,1,1,2,1,1,10,88,1,67,177,1,,,0,1991-04-12,91,0.053
91LA00094,Y8302,02,81,313,,,60,6.0,30,2,,0412,7,3,1,7.3,1,1,,,1,102,44,,,,,2,L4343,03,30,81,102,,0,0,0,0,0,0,0,0,0,0,0,,,,0,1991-04-12,91,0.053
91LA00095,Y8305,02,82,328,,,60,6.0,30,2,,0407,9,2,2,11.1,1,1,L6740,03,,0,,078263,4TEATS,,,1,L4164,03,30,82,97,-,1,1,1,3,1,1,5,86,0,68,178,2,,,0,1991-04-07,91,0.062
91LA00096,Y8305,02,82,328,,,60,6.0,30,2,,0407,9,2,2,8.9,1,1,L6741,03,,0,,,4TEATS,,,2,L4164,03,30,82,97,,0,0,0,0,1,1,10,68,1,59,178,2,,,0,1991-04-07,91,0.062
91LA00097,Y8305,02,82,328,,,60,6.0,30,2,,0407,9,2,1,10.2,1,1,L6742,03,,0,,,PINK,,,3,L4164,03,30,82,97,,0,0,0,0,1,1,10,77,1,68,178,2,,,0,1991-04-07,91,0.062
91LA00098,Y8313,02,82,321,,,60,6.0,30,2,,0420,5,2,2,10.8,1,1,L7703,03,,0,,,EWENOSEKNOT,**,,1,L3531,03,30,82,110,,1,1,1,1,1,1,10,94,1,61,178,2,,,0,1991-04-20,91,0.055
91LA00099,Y8371,02,81,314,,,60,6.0,30,2,,0410,8,4,2,10.0,1,1,L6995,03,,0,,,,,,1,L4396,03,30,81,100,,1,1,1,2,1,1,10,70,1,49,177,1,,,0,1991-04-10,91,0.074
91LA00100,Y8371,02,81,314,,,60,6.0,30,2,,0410,8,4,2,10.2,1,1,L6996,03,,0,,,,,,2,L4396,03,30,81,100,,0,0,0,0,1,1,10,83,1,60,177,1,,,0,1991-04-10,91,0.074
91LA00101,Y8408,02,80,301,,,60,6.0,30,2,,0422,8,1,2,8.7,1,1,L7792,03,3,113,93,,BLK.NECK,,,1,L3958,03,30,80,112,&,1,1,1,2,1,0,0,0,0,0,0,,,,0,1991-04-22,91,0.044
91LA00102,Y8408,02,80,301,,,60,6.0,30,2,,0422,8,1,1,9.8,1,1,L7793,03,,0,,965480,R.SPOILED,**,,2,L3958,03,30,80,112,-,0,0,0,0,1,1,5,75,0,50,178,2,,,0,1991-04-22,91,0.044
91LA00103,Y8453,02,83,331,,,55,5.5,30,2,,0417,9,3,3,10.1,1,3,L7595,03,3,109,93,,,,,1,L3943,03,30,83,107,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-17,91,0.017
91LA00104,Y8453,02,83,331,,,55,5.5,30,2,,0417,9,3,1,8.6,1,1,L7596,03,,0,,,,,,2,L3943,03,30,83,107,,0,0,0,0,1,1,10,78,1,56,178,2,,,0,1991-04-17,91,0.017
91LA00105,Y8453,02,83,331,,,55,5.5,30,2,,0417,9,3,1,9.1,1,1,L7597,03,,0,,,CURLY,,,3,L3943,03,30,83,107,,0,0,0,0,1,1,10,75,1,53,178,2,,,0,1991-04-17,91,0.017
91LA00106,Y8462,02,83,332,,,55,5.5,30,2,,0414,9,2,2,6.8,1,3,L7329,03,3,107,93,,FIBERBAG,**,,1,L4170,03,30,83,104,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-14,91,0.015
91LA00107,Y8462,02,83,332,,,55,5.5,30,2,,0414,9,2,1,10.0,1,1,L7330,03,,0,,,4TEATS,,,2,L4170,03,30,83,104,,0,0,0,0,1,1,10,62,1,50,177,1,,,0,1991-04-14,91,0.015
91LA00108,Y8462,02,83,332,,,55,5.5,30,2,,0414,9,2,2,8.3,1,1,L7331,03,,0,,,,,,3,L4170,03,30,83,104,,0,0,0,0,1,1,10,62,1,33,177,1,,,0,1991-04-14,91,0.015
91LA00109,Y8568,02,83,333,,,55,5.5,30,2,,0414,8,3,2,8.8,1,1,L7380,03,,0,,,,,,1,L4212,03,30,83,104,,1,1,1,2,1,1,10,75,1,50,177,1,,,0,1991-04-14,91,0.015
91LA00110,Y8568,02,83,333,,,55,5.5,30,2,,0414,8,3,2,8.2,1,1,L7381,03,,0,,,,,,2,L4212,03,30,83,104,,0,0,0,0,1,1,10,64,1,39,177,1,,,0,1991-04-14,91,0.015
91LA00111,Y8677,02,83,334,,,55,5.5,30,2,,0422,9,2,3,7.4,1,1,L7787,03,3,113,93,,,,,1,L4221,03,30,83,112,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-22,91,0.016
91LA00112,Y8677,02,83,334,,,55,5.5,30,2,,0422,9,2,2,8.4,1,1,L7788,03,,0,,,ENTR,,21,2,L4221,03,30,83,112,,0,0,0,0,1,1,10,78,1,47,178,2,,,0,1991-04-22,91,0.016
91LA00113,Y8677,02,83,334,,,55,5.5,30,2,,0422,9,2,1,8.2,1,5,L7789,03,,0,,,,,,3,L4221,03,30,83,112,,0,0,0,0,1,1,10,56,1,38,178,2,,,0,1991-04-22,91,0.016
91LA00114,Y8802,02,80,302,,,55,5.5,30,2,,0415,9,3,3,9.3,1,1,L7418,03,3,107,93,,,,,1,L4252,03,30,80,105,&,1,1,1,3,1,0,0,0,0,0,0,,,,0,1991-04-15,91,0.006
91LA00115,Y8802,02,80,302,,,55,5.5,30,2,,0415,9,3,1,8.8,1,1,L7419,03,,0,,,,,,2,L4252,03,30,80,105,,0,0,0,0,1,1,10,59,1,40,178,2,,,0,1991-04-15,91,0.006
