UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
99LA01585,99,K8269,63,00,02,A3079,04,4.0,06,30,,,2,1,y,.,0412,102,8,4,2,11.2,1,1,K0877,64,00,33,,0,,,,,,,,BLK,J,2,1910,,0,0,0,1,1,1.0,81,1,58,181,1,1999-04-12,0.0
99LA01586,99,K8721,63,62,05-,K9464,63,3.0,06,06,,,1,7,n,.,0412,102,5,4,1,12.2,1,1,K0862,64,68,06,,0,,R0658,+,,,,,GXE,Y,1,1255,,1,1,1,1,1,1.5,68,1,47,181,1,1999-04-12,0.045
99LA01587,99,K8776,63,00,52,K9286,63,3.0,05,05,CN,CC,1,0,n,H,0412,102,8,4,1,12.2,1,1,K0869,64,00,05,,0,,,,,,,,,Y,2,1500,,0,0,0,1,1,1.0,70,1,49,181,1,1999-04-12,0.016
99LA01588,99,K8776,63,00,52,K9286,63,3.0,05,05,CN,CC,1,0,n,H,0412,102,8,4,1,12.8,1,1,K0868,64,00,05,,0,,,,LSPOILED 5/21,,,,,Y,1,1500,,1,1,2,1,1,1.0,65,1,50,181,1,1999-04-12,0.016
99LA01589,99,K9575,63,68,02-,J0131,00,2.0,06,06,,,1,7,n,.,0412,102,8,3,1,12.2,1,1,K0873,64,68,06,,0,,,,,4TEATS,,,GXE,J,2,1900,,0,0,0,1,1,1.0,89,1,68,181,1,1999-04-12,0.0
99LA01590,99,K9575,63,68,02-,J0131,00,2.0,06,06,,,1,7,n,.,0412,102,8,3,2,9.5,1,1,K0872,64,68,06,,0,,,,,4TEATS,,,GXE,J,1,1900,,1,1,2,1,1,1.0,70,1,49,181,1,1999-04-12,0.0
99LA01591,99,K9285,63,68,02-,J0131,00,2.0,06,06,,,1,7,n,.,0412,102,8,3,1,14.0,1,1,K0864,64,68,06,,0,,,,,4TEATS,,,GXE,Y,2,1055,,0,0,0,1,1,1.0,101,1,74,181,1,1999-04-12,0.0
99LA01592,99,K9285,63,68,02-,J0131,00,2.0,06,06,,,1,7,n,.,0412,102,8,3,2,13.5,1,1,K0863,64,68,06,,0,,,,,,,,GXE,Y,1,1055,,1,1,2,1,1,1.0,82,1,61,181,1,1999-04-12,0.0
99LA01593,99,K9769,63,68,03-,K9689,63,2.0,06,06,,,1,7,n,.,0412,102,8,3,1,10.5,1,1,K0875,64,68,06,,0,,,,,,,,GXE,J,2,2005,,0,0,0,1,1,1.0,83,1,57,181,1,1999-04-12,0.036
99LA01594,99,K9769,63,68,03-,K9689,63,2.0,06,06,,,1,7,n,.,0412,102,8,3,2,8.3,1,1,K0874,64,68,06,6,208,11,,,,ENTR,,,GXE,J,1,2005,,1,1,2,1,1,1.0,51,1,40,181,1,1999-04-12,0.036
99LA01595,99,K7131,63,60,05-,K9464,63,5.0,06,06,,,1,7,n,.,0413,103,8,3,2,11.4,1,1,K0883,64,68,06,,0,,,,,,,,GXE,J,2,0250,,0,0,0,1,1,1.0,99,1,75,181,1,1999-04-13,0.04
99LA01596,99,K7131,63,60,05-,K9464,63,5.0,06,06,,,1,7,n,,0413,103,8,3,2,7.7,1,1,K0882,64,68,06,6,103,29,,,MEAN,"WRY NECK,LEGS",,,GXE,J,1,0250,,1,1,2,1,0,0.0,0,,0,0,,1999-04-13,0.04
99LA01597,99,K7348,63,60,05-,K9464,63,5.0,06,06,,,1,7,n,.,0412,102,8,3,2,12.5,1,1,K0871,64,68,06,,0,,,,,,,,GXE,J,2,1615,,0,0,0,1,1,1.0,95,1,66,181,1,1999-04-12,0.032
99LA01598,99,K7348,63,60,05-,K9464,63,5.0,06,06,,,1,7,n,.,0412,102,8,3,2,12.5,1,1,K0870,64,68,06,,0,,,,,4TEATS,,,GXE,J,1,1615,,1,1,2,1,1,1.0,88,1,67,181,1,1999-04-12,0.032
99LA01599,99,K7563,63,60,06-,K9884,63,5.0,06,06,,,1,7,n,.,0412,102,9,4,1,11.2,1,1,K0865,64,68,06,,0,,,,SUCK1SIDE,,,,GXE,Y,1,1255,,1,1,3,1,1,1.0,88,1,60,181,1,1999-04-12,0.041
99LA01600,99,K7563,63,60,06-,K9884,63,5.0,06,06,,,1,7,n,.,0412,102,9,4,1,10.6,1,1,K0866,64,68,06,,0,,,,,,,,GXE,Y,2,1255,,0,0,0,1,1,1.0,97,1,74,181,1,1999-04-12,0.041
99LA01601,99,K7563,63,60,06-,K9884,63,5.0,06,06,,,1,7,n,,0412,102,9,4,3,8.2,1,1,K0867,64,68,06,3,103,93,,8,,,,,GXE,Y,3,1255,,0,0,0,1,0,0.0,0,,0,0,,1999-04-12,0.041
99LA01602,99,K7219,63,61,03-,K9689,63,5.0,06,06,,,1,7,n,.,0413,103,5,3,2,11.7,1,1,K0881,64,68,06,6,199,11,A6134,+,,4TEATS,,,GXE,J,1,2420,,1,1,1,1,1,1.5,86,1,66,181,1,1999-04-13,0.04
99LA01603,99,K7784,63,60,06-,K9884,63,4.0,06,06,,,1,7,n,,0413,103,9,3,1,11.0,1,1,K0880,64,68,06,6,103,54,,,,TRAUMA,,,GXE,J,2,2450,,0,0,0,1,0,0.0,0,,0,0,,1999-04-13,0.037
99LA01604,99,K7784,63,60,06-,K9884,63,4.0,06,06,,,1,7,n,,0413,103,9,3,1,14.2,1,1,K0879,64,68,06,6,107,87,R0259,+,DYSTOCIA'99,BIG,,,GXE,J,1,2450,,1,1,3,1,0,0.5,0,,0,0,,1999-04-13,0.037
99LA01605,99,K7784,63,60,06-,K9884,63,4.0,06,06,,,1,7,n,,0413,103,9,3,2,11.0,1,1,,,68,06,1,0,44,,,,,,,GXE,J,3,2450,,0,0,0,0,0,0.0,0,,0,0,,1999-04-13,0.037
99LA01606,99,L9681,03,82,31,A4487,04,6.0,30,30,,,2,0,n,C,0412,102,3,4,1,9.1,1,1,A6134,04,82,30,,0,,K7219,-,,,,,,J,4,2320,,0,0,0,1,1,0.5,79,0,52,181,1,1999-04-12,0.071
99LA01607,99,L9681,03,82,31,A4487,04,6.0,30,30,,,2,0,n,C,0412,102,3,4,1,7.1,1,1,A6131,04,82,30,7,180,97,,,,,,,,J,1,2320,,1,1,4,1,0,0.0,0,,0,0,1,1999-04-12,0.071
99LA01608,99,L9681,03,82,31,A4487,04,6.0,30,30,,,2,0,n,C,0412,102,3,4,2,6.5,1,1,A6132,04,82,30,,0,,,,,,,,,J,2,2320,,0,0,0,1,1,1.0,64,1,48,181,1,1999-04-12,0.071
99LA01609,99,L9681,03,82,31,A4487,04,6.0,30,30,,,2,0,n,C,0412,102,3,4,2,8.4,1,1,A6133,04,82,30,,0,,,,,,,,,J,3,2320,,0,0,0,1,1,1.0,70,1,51,181,1,1999-04-12,0.071
99LA01610,99,L9981,03,81,02,A3079,04,6.0,30,30,,,2,0,n,M,0413,103,9,3,1,8.6,1,1,A6157,04,81,30,,0,,,,,,,,,B,1,0400,,1,1,3,1,1,1.0,59,1,41,181,1,1999-04-13,0.064
99LA01611,99,L9981,03,81,02,A3079,04,6.0,30,30,,,2,0,n,M,0413,103,9,3,1,9.6,1,1,A6158,04,81,30,7,221,97,,,,,,,,B,2,0400,,0,0,0,1,1,1.0,49,1,37,181,1,1999-04-13,0.064
99LA01612,99,L9981,03,81,02,A3079,04,6.0,30,30,,,2,0,n,M,0413,103,9,3,3,7.8,1,1,A6159,04,81,30,3,103,93,,8,,,,,,B,3,0400,,0,0,0,1,0,0.0,0,,0,0,,1999-04-13,0.064
99LA01613,99,S3907,10,00,54,K9992,63,6.0,08,05,CN,CC,1,0,n,H,0413,103,8,4,1,13.5,1,1,K0884,64,00,05,,0,,,,,,,,,B,1,2430,,1,1,2,1,1,1.0,94,1,71,181,1,1999-04-13,0.001
99LA01614,99,S3907,10,00,54,K9992,63,6.0,08,05,CN,CC,1,0,n,H,0413,103,8,4,2,10.7,1,1,K0885,64,00,05,,0,,,,,,,,,B,2,2430,,0,0,0,1,1,1.0,74,1,59,181,1,1999-04-13,0.001
99LA01615,99,S4398,10,11,13,S7808,10,5.0,07,07,,,1,0,n,R,0413,103,8,4,1,12.0,1,1,R0690,11,11,07,,0,,,,,,,,,B,1,0445,,1,1,2,1,1,1.0,93,1,67,181,1,1999-04-13,0.057
99LA01616,99,S4398,10,11,13,S7808,10,5.0,07,07,,,1,0,n,R,0413,103,8,4,2,10.2,1,1,R0691,11,11,07,,0,,,,,,,,,B,2,0445,,0,0,0,1,1,1.0,81,1,60,181,1,1999-04-13,0.057
99LA01617,99,S4438,10,13,32,S8781,10,5.0,42,07,,,1,0,n,F,0413,103,8,4,1,10.4,1,1,R0692,11,13,43,,0,,,,,,,,GXE,B,1,0435,,1,1,2,1,1,1.0,72,1,54,181,1,1999-04-13,0.024
99LA01618,99,S4438,10,13,32,S8781,10,5.0,42,07,,,1,0,n,F,0413,103,8,4,2,9.4,1,1,R0693,11,13,43,,0,,,,,,,,GXE,B,2,0435,,0,0,0,1,1,1.0,72,1,56,181,1,1999-04-13,0.024
99LA01619,99,S4501,10,13,32,S8781,10,5.0,42,07,,,1,0,n,F,0412,102,8,4,1,12.8,1,1,R0678,11,13,43,,0,,,,,4TEATS,,,GXE,J,2,1920,,0,0,0,1,1,1.0,76,1,59,181,1,1999-04-12,0.021
99LA01620,99,S4501,10,13,32,S8781,10,5.0,42,07,,,1,0,n,F,0412,102,8,4,2,10.7,1,1,R0677,11,13,43,,0,,,,,,,,GXE,J,1,1920,,1,1,2,1,1,1.0,62,1,49,181,1,1999-04-12,0.021
99LA01621,99,S4822,10,12,85,S8059,10,5.0,42,07,,,1,0,n,C,0412,102,8,4,1,12.1,1,1,R0681,11,12,43,,0,,,,,,,,,J,1,2005,,1,1,2,1,1,1.0,89,1,64,181,1,1999-04-12,0.013
99LA01622,99,S4822,10,12,85,S8059,10,5.0,42,07,,,1,0,n,C,0412,102,8,4,2,10.7,1,1,R0682,11,12,43,,0,,,,,,,,,J,2,2005,,0,0,0,1,1,1.0,79,1,57,181,1,1999-04-12,0.013
99LA01623,99,S4876,10,12,86,S7896,10,5.0,07,43,,,1,0,n,C,0412,102,5,3,1,12.8,1,1,R0676,11,12,07,,0,,Z5634,+,,,,,,J,1,1720,,1,1,1,1,1,1.5,86,1,62,181,1,1999-04-12,0.037
99LA01624,99,S5163,10,10,23,S8043,10,5.0,42,43,,,1,0,n,M,0412,102,8,4,2,10.4,1,1,R0670,11,10,43,,0,,,,,,,,,Y,2,1415,,0,0,0,1,1,1.0,65,1,47,181,1,1999-04-12,0.024
99LA01625,99,S5163,10,10,23,S8043,10,5.0,42,43,,,1,0,n,M,0412,102,8,4,2,10.5,1,1,R0669,11,10,43,,0,,,,,,,,,Y,1,1415,,1,1,2,1,1,1.0,79,1,57,181,1,1999-04-12,0.024
99LA01626,99,S5326,10,10,23,S8043,10,5.0,07,43,,,1,0,n,M,0412,102,5,3,1,12.7,1,1,R0687,11,10,07,,0,,,,,,,,,J,1,2220,,1,1,1,1,1,1.0,105,1,80,181,1,1999-04-12,0.024
99LA01627,99,S5650,10,13,34,S8008,10,4.0,07,43,,,1,0,y,F,0412,102,8,3,2,11.8,1,1,R0662,11,13,07,,0,,,,,HAIRY,,,GXE,Y,1,1135,,1,1,2,1,1,1.0,99,1,74,182,2,1999-04-12,0.027
99LA01628,99,S5210,10,12,82,S7777,10,5.0,42,07,,,1,0,n,C,0412,102,8,3,1,9.7,1,1,R0684,11,12,43,,0,,,,,,,,,J,2,2045,,0,0,0,1,1,1.0,86,1,61,181,1,1999-04-12,0.023
99LA01629,99,S5210,10,12,82,S7777,10,5.0,42,07,,,1,0,n,C,0412,102,8,3,2,8.2,1,1,R0683,11,12,43,,0,,,,,,,,,J,1,2045,,1,1,2,1,1,1.0,54,1,42,181,1,1999-04-12,0.023
99LA01630,99,S5230,10,12,83,S8059,10,5.0,42,07,,,1,0,n,C,0413,103,8,3,1,12.5,1,1,R0711,11,12,43,,0,,,,,,,,,Y,2,1100,,0,0,0,1,1,1.0,80,1,63,181,1,1999-04-13,0.027
99LA01631,99,S5230,10,12,83,S8059,10,5.0,42,07,,,1,0,n,C,0413,103,8,3,2,10.6,1,3,R0710,11,12,43,,0,,,,,,,,,Y,1,1100,,1,1,2,1,1,1.0,76,1,54,181,1,1999-04-13,0.027
99LA01632,99,S5890,10,10,24,S7990,10,4.0,07,07,,,1,0,y,M,0412,102,5,2,2,8.7,1,1,R0668,11,10,07,,0,,,,,,,,,Y,1,1315,,1,1,1,1,1,1.0,78,1,57,181,1,1999-04-12,0.028
99LA01633,99,S5913,10,10,21,S8451,10,4.0,07,07,,,1,0,n,M,0413,103,5,3,2,14.0,1,1,R0699,11,10,07,,0,,,,BLUEBAG 8/9,ENTR,,,,B,1,0845,,1,1,1,1,1,1.0,85,1,76,181,1,1999-04-13,0.038
99LA01634,99,S5967,10,11,14,S8442,10,4.0,07,07,,,1,0,n,R,0412,102,8,4,1,13.2,1,1,R0672,11,11,07,,0,,,,,,,,,Y,2,1415,,0,0,0,1,1,1.0,84,1,54,182,2,1999-04-12,0.044
99LA01635,99,S5967,10,11,14,S8442,10,4.0,07,07,,,1,0,n,R,0412,102,8,4,1,12.0,1,1,R0671,11,11,07,,0,,,,,PNEU,,71,,Y,1,1415,,1,1,2,1,1,1.0,96,1,70,182,2,1999-04-12,0.044
99LA01636,99,S5742,10,10,23,S8043,10,4.0,07,43,,,1,0,n,M,0412,102,8,3,2,11.5,1,1,R0674,11,10,07,3,104,93,,8,,,,,,J,2,1615,,0,0,0,1,0,0.0,0,,0,0,,1999-04-12,0.023
99LA01637,99,S5742,10,10,23,S8043,10,4.0,07,43,,,1,0,n,M,0412,102,8,3,2,10.0,1,1,R0673,11,10,07,3,104,93,,8,"X,MASTITIS",,,,,J,1,1615,,1,1,2,1,0,0.0,0,,0,0,,1999-04-12,0.023
99LA01638,99,S5784,10,11,13,S7808,10,4.0,07,07,,,1,0,n,R,0413,103,8,2,2,11.0,1,1,R0713,11,11,07,,0,,,,"R.BAG,EDEMAok",HAIRY,,,,Y,1,1200,,1,1,2,1,1,1.0,73,1,56,182,2,1999-04-13,0.047
99LA01639,99,S5784,10,11,13,S7808,10,4.0,07,07,,,1,0,n,R,0413,103,8,2,2,10.0,1,1,R0714,11,11,07,,0,,,,,HAIRY,,,,Y,2,1200,,0,0,0,1,1,1.0,74,1,58,182,2,1999-04-13,0.047
99LA01640,99,S6571,10,12,86,S7896,10,3.0,07,43,,,1,0,n,C,0412,102,8,4,1,11.2,1,1,R0685,11,12,07,,0,,,,,,,,,J,1,2135,,1,1,2,1,1,1.0,86,1,64,182,2,1999-04-12,0.028
99LA01641,99,S6571,10,12,86,S7896,10,3.0,07,43,,,1,0,n,C,0412,102,8,4,1,10.8,1,1,R0686,11,12,07,,0,,,,,PNEU,,71,,J,2,2135,,0,0,0,1,1,1.0,75,1,53,182,2,1999-04-12,0.028
99LA01642,99,S6668,10,12,91,S8489,10,3.0,43,07,,,1,0,n,C,0413,103,5,3,1,11.3,1,1,R0712,11,12,07,,0,,,,BLUEBAG 8/11,,,,,Y,1,1200,,1,1,1,1,1,1.0,97,1,70,182,2,1999-04-13,0.038
99LA01643,99,S6873,10,10,21,S8451,10,3.0,43,07,,,1,0,y,M,0413,103,8,4,1,11.6,1,1,R0700,11,10,07,,0,,,,,,,,,B,1,0800,,1,1,2,1,1,1.0,80,1,60,181,1,1999-04-13,0.037
99LA01644,99,S6873,10,10,21,S8451,10,3.0,43,07,,,1,0,y,M,0413,103,8,4,1,10.7,1,1,R0701,11,10,07,,0,,,,,,,,,B,2,0800,,0,0,0,1,1,1.0,83,1,60,181,1,1999-04-13,0.037
99LA01645,99,S6950,10,11,13,S7808,10,3.0,07,07,,,1,0,n,R,0413,103,8,4,2,11.0,1,1,R0716,11,11,07,,0,,,,,,,,,Y,1,1245,,1,1,2,1,1,1.0,76,1,55,182,2,1999-04-13,0.064
99LA01646,99,S6950,10,11,13,S7808,10,3.0,07,07,,,1,0,n,R,0413,103,8,4,2,11.0,1,1,R0717,11,11,07,,0,,,,,BUSHY,,,,Y,2,1245,,0,0,0,1,1,1.0,82,1,62,182,2,1999-04-13,0.064
99LA01647,99,S8091,10,13,34,S8008,10,2.0,07,43,,,1,0,n,F,0413,103,8,3,1,9.3,1,1,R0696,11,13,07,,0,,,,,,,,GXE,B,1,0940,,1,1,2,1,1,1.0,77,1,53,181,1,1999-04-13,0.017
99LA01648,99,S8091,10,13,34,S8008,10,2.0,07,43,,,1,0,n,F,0413,103,8,3,2,8.4,1,1,R0697,11,13,07,,0,,,,,,,,GXE,B,2,0940,,0,0,0,1,1,1.0,77,1,56,181,1,1999-04-13,0.017
99LA01649,99,S8092,10,13,34,S8008,10,2.0,43,43,,,1,0,n,F,0412,102,8,2,2,11.5,1,1,R0657,11,13,43,,0,,,,,4TEATS,,,GXE,Y,1,1344,,1,1,2,1,1,1.0,80,1,61,181,1,1999-04-12,0.076
99LA01650,99,S8092,10,13,34,S8008,10,2.0,43,43,,,1,0,n,F,0412,102,8,2,2,12.3,1,1,R0658,11,13,43,,0,,K8721,-,,HAIRY,,,GXE,Y,2,1344,,0,0,0,1,1,0.5,86,0,65,181,1,1999-04-12,0.076
99LA01651,99,S8437,10,10,24,S7990,10,2.0,43,07,,,1,0,n,M,0413,103,8,4,1,13.4,1,1,R0708,11,10,07,,0,,,,,,,,,Y,1,1030,,1,1,2,1,1,1.0,87,1,67,181,1,1999-04-13,0.047
99LA01652,99,S8437,10,10,24,S7990,10,2.0,43,07,,,1,0,n,M,0413,103,8,4,2,11.4,1,1,R0709,11,10,07,,0,,,,,,,,,Y,2,1030,,0,0,0,1,1,1.0,78,1,58,181,1,1999-04-13,0.047
99LA01653,99,S8207,10,11,12,S7874,10,2.0,07,07,,,1,0,n,R,0412,102,8,4,1,11.0,1,1,R0660,11,11,07,,0,,,,,,,,,Y,2,1055,,0,0,0,1,1,1.0,85,1,59,181,1,1999-04-12,0.072
99LA01654,99,S8207,10,11,12,S7874,10,2.0,07,07,,,1,0,n,R,0412,102,8,4,1,10.5,1,1,R0659,11,11,07,,0,,,,,,,,,Y,1,1055,,1,1,2,1,1,1.0,72,1,49,181,1,1999-04-12,0.072
99LA01655,99,S8220,10,11,13,S7808,10,2.0,07,07,,,1,0,n,R,0412,102,8,3,1,11.2,1,1,R0664,11,11,07,,0,,,,,,,,,Y,2,1135,,0,0,0,1,1,1.0,78,1,57,181,1,1999-04-12,0.081
99LA01656,99,S8220,10,11,13,S7808,10,2.0,07,07,,,1,0,n,R,0412,102,8,3,2,10.5,1,1,R0663,11,11,07,6,165,04,,,R&V.PROLAPSE,4TEATS,,,,Y,1,1135,,1,1,2,1,0,0.0,0,,0,0,,1999-04-12,0.081
99LA01657,99,S8280,10,12,82,S7777,10,2.0,43,07,,,1,0,n,C,0412,102,8,3,1,11.0,1,1,R0665,11,12,07,,0,,,,,,,,,Y,1,1255,,1,1,2,1,1,1.0,99,1,74,181,1,1999-04-12,0.04
99LA01658,99,S8280,10,12,82,S7777,10,2.0,43,07,,,1,0,n,C,0412,102,8,3,1,9.2,1,1,R0666,11,12,07,6,112,87,,,,,,,,Y,2,1255,,0,0,0,1,0,0.0,0,,0,0,,1999-04-12,0.04
99LA01659,99,S8866,10,10,22,S8152,10,2.0,07,07,,,1,0,n,M,0413,103,5,3,1,14.2,1,1,R0715,11,10,07,,0,,,,,,,,,Y,1,1200,,1,1,1,1,1,1.0,98,1,71,181,1,1999-04-13,0.064
99LA01660,99,S8896,10,10,21,S8451,10,2.0,07,07,,,1,0,y,M,0412,102,5,3,2,13.0,1,4,R0675,11,10,07,,0,,,,,,,,,J,1,1720,,1,1,1,1,1,1.0,88,1,63,181,1,1999-04-12,0.087
99LA01661,99,S9133,10,11,e.1,S8530,10,1.0,07,07,,,5,0,y,R,0413,103,5,2,3,11.1,1,1,R0689,11,18,07,,0,,,,,,,,,B,1,0445,,1,1,1,1,1,1.0,77,1,58,181,1,1999-04-13,0.042
99LA01662,99,S9175,10,10,e.3,S7855,10,1.0,07,43,,,5,0,y,M,0413,103,5,3,3,12.6,1,1,R0688,11,18,07,,0,,,,,NICE,,,,B,1,0240,,1,1,1,1,1,1.0,91,1,67,181,1,1999-04-13,0.031
99LA01663,99,S9455,10,13,e.1,S8530,10,1.0,43,07,,,5,0,y,F,0413,103,1,1,1,8.0,1,1,,,18,07,1,0,44,,,,"GOITER,DAB",,,GXE,Y,1,1245,,1,1,1,0,0,0.0,0,,0,0,,1999-04-13,0.0
99LA01664,99,S9602,10,10,e.3,S7855,10,1.0,07,43,,,5,0,y,M,0413,103,5,2,3,10.6,1,1,R0698,11,18,07,6,113,67,,,,"GOITER,PNEU",,71,,B,1,0940,,1,1,1,1,0,0.0,0,,0,0,,1999-04-13,0.027
99LA01665,99,S7119,10,12,87,S8268,10,3.0,43,43,,,1,0,n,C,0412,102,5,3,2,11.5,1,1,R0667,11,12,43,,0,,,,,,,,,Y,1,1255,,1,1,1,1,1,1.0,78,1,60,181,1,1999-04-12,0.02
99LA01666,99,S7128,10,12,88,S8622,10,3.0,43,43,,,1,0,n,C,0413,103,8,4,1,12.1,1,1,R0703,11,12,43,,0,,,,,,,,,B,2,0530,,0,0,0,1,1,1.0,83,1,63,181,1,1999-04-13,0.032
99LA01667,99,S7128,10,12,88,S8622,10,3.0,43,43,,,1,0,n,C,0413,103,8,4,1,12.1,1,1,R0702,11,12,43,,0,,,,,,,,,B,1,0530,,1,1,2,1,1,1.0,83,1,58,181,1,1999-04-13,0.032
99LA01668,99,S7192,10,13,33,S8098,10,3.0,07,43,,,1,0,y,F,0413,103,8,3,3,10.3,1,1,R0695,11,13,07,,0,,,,,,,,GXE,B,2,0400,,0,0,0,1,1,1.0,66,1,50,181,1,1999-04-13,0.029
99LA01669,99,S7192,10,13,33,S8098,10,3.0,07,43,,,1,0,y,F,0413,103,8,3,3,9.7,1,1,R0694,11,13,07,,0,,,,,,,,GXE,B,1,0400,,1,1,2,1,1,1.0,69,1,48,181,1,1999-04-13,0.029
99LA01670,99,S7025,10,13,34,S8008,10,3.0,43,43,,,1,0,n,F,0413,103,8,2,1,9.6,1,1,R0706,11,13,43,,0,,,,,,,,GXE,Y,1,1030,,1,1,2,1,1,1.0,63,1,45,181,1,1999-04-13,0.029
99LA01671,99,S7025,10,13,34,S8008,10,3.0,43,43,,,1,0,n,F,0413,103,8,2,2,10.0,1,1,R0707,11,13,43,,0,,,,,,,,GXE,Y,2,1030,,0,0,0,1,1,1.0,64,1,46,181,1,1999-04-13,0.029
99LA01672,99,S7511,10,10,21,S8451,10,3.0,07,07,,,1,0,y,M,0412,102,5,2,3,12.2,1,1,R0661,11,10,07,,0,,,,,,,,,Y,1,1055,,1,1,1,1,1,1.0,90,1,70,181,1,1999-04-12,0.043
99LA01673,99,S7649,10,ch,-0-,T0000,44,3.0,07,02,,,1,2,n,h,0412,102,7,3,2,11.1,1,1,Z5640,81,ch,01,,0,,,,,,,,,J,1,2030,,1,1,2,1,1,1.0,77,1,61,181,1,1999-04-12,0.0
99LA01674,99,S7649,10,ch,-0-,T0000,44,3.0,07,02,,,1,2,n,h,0412,102,7,3,2,11.0,1,1,,,ch,01,1,0,44,,,,IN SAC,,,,J,2,2030,,0,0,0,0,0,0.0,0,,0,0,,1999-04-12,0.0
99LA01675,99,S7837,10,11,14,S8442,10,2.0,43,07,,,1,0,n,R,0412,102,8,4,2,10.2,1,1,R0679,11,11,07,,0,,,,,,,,,J,1,1720,,1,1,2,1,1,1.0,77,1,56,181,1,1999-04-12,0.082
99LA01676,99,S7837,10,11,14,S8442,10,2.0,43,07,,,1,0,n,R,0412,102,8,4,2,9.7,1,1,R0680,11,11,07,,0,,,,,,,,,J,2,1720,,0,0,0,1,1,1.0,73,1,55,181,1,1999-04-12,0.082
99LA01677,99,S7944,10,11,11,S8224,10,2.0,07,07,,,1,0,n,R,0413,103,8,4,2,10.5,1,1,R0704,11,11,07,,0,,,,,,,,,Y,1,1030,,1,1,2,1,1,1.0,72,1,52,181,1,1999-04-13,0.09
99LA01678,99,S7944,10,11,11,S8224,10,2.0,07,07,,,1,0,n,R,0413,103,8,4,2,10.6,1,1,R0705,11,11,07,,0,,,,,,,,,Y,2,1030,,0,0,0,1,1,1.0,75,1,54,181,1,1999-04-13,0.09
99LA01679,99,T3620,44,48,42T,04052,00,7.0,02,02,,,1,I,n,I,0413,103,5,4,2,12.8,1,1,T7112,44,ID,02,,0,,A6140,+,"ABS.JAW,S.BAG","ENTR,4TEATS",,,,J,1,0315,,1,1,1,1,1,1.5,79,1,60,181,1,1999-04-13,0.0
99LA01680,99,T4883,44,ch,-0-,T0000,44,4.0,32,02,,,1,2,n,h,0412,102,8,3,2,6.0,1,1,Z5628,81,ch,32,,0,,,,,,,,,Y,2,1500,,0,0,0,1,1,1.0,69,1,49,182,2,1999-04-12,0.0
99LA01681,99,T4883,44,ch,-0-,T0000,44,4.0,32,02,,,1,2,n,h,0412,102,8,3,2,8.1,1,1,Z5627,81,ch,32,,0,,,,,ENTR,,,,Y,1,1500,,1,1,2,1,1,1.0,80,1,58,182,2,1999-04-12,0.0
99LA01682,99,T4778,44,41,414,T6372,44,4.0,02,02,,,2,2,n,M,0413,103,8,4,2,11.0,1,1,T7115,44,41,02,,0,,,,,,,,,B,1,0940,,1,1,2,1,1,1.0,82,1,60,181,1,1999-04-13,0.065
99LA01683,99,T4778,44,41,414,T6372,44,4.0,02,02,,,2,2,n,M,0413,103,8,4,2,11.0,1,1,T7116,44,41,02,,0,,,,,,,,,B,2,0940,,0,0,0,1,1,1.0,78,1,60,181,1,1999-04-13,0.065
99LA01684,99,T5034,44,ch,-0-,T0000,44,4.0,32,02,,,1,2,n,h,0413,103,8,3,1,9.4,1,1,Z5650,81,ch,32,,0,,,,,,,,,J,2,0300,,0,0,0,1,1,1.0,68,1,43,181,1,1999-04-13,0.0
99LA01685,99,T5034,44,ch,-0-,T0000,44,4.0,32,02,,,1,2,n,h,0413,103,8,3,1,9.6,1,1,Z5649,81,ch,32,,0,,,,,,,,,J,1,0300,,1,1,2,1,1,1.0,67,1,52,181,1,1999-04-13,0.0
99LA01686,99,T5020,44,42,902,T6285,44,4.0,02,02,,,2,2,n,C,0412,102,8,3,1,9.9,1,1,T7111,44,42,02,,0,,,,,,,,,J,2,2350,,0,0,0,1,1,1.0,80,1,59,181,1,1999-04-12,0.052
99LA01687,99,T5020,44,42,902,T6285,44,4.0,02,02,,,2,2,n,C,0412,102,8,3,2,9.8,1,1,T7110,44,42,02,,0,,,,"LAME,LR'99 ok",,,,,J,1,2350,,1,1,2,1,1,1.0,65,1,47,181,1,1999-04-12,0.052
99LA01688,99,T5340,44,41,411,T5953,44,3.0,02,02,,,2,2,n,M,0413,103,8,3,1,11.4,1,1,T7117,44,41,02,,0,,,,,,,,,B,1,0845,,1,1,2,1,1,1.0,70,1,52,181,1,1999-04-13,0.048
99LA01689,99,T5340,44,41,411,T5953,44,3.0,02,02,,,2,2,n,M,0413,103,8,3,2,9.4,1,1,T7118,44,41,02,,0,,,,,4TEATS,,,,B,2,0845,,0,0,0,1,1,1.0,75,1,58,181,1,1999-04-13,0.048
