UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
99LA00105,99,A1133,04,ch,57,K9385,63,5.0,31,05,NN,CN,1,2,y,H,0331,90,8,4,2,10.1,1,1,Z5394,81,00,00,,0,,,,,,,,,J,2,1540,,0,0,0,1,1,1.0,71,1,67,181,1,1999-03-31,0.005
99LA00106,99,A1133,04,ch,57,K9385,63,5.0,31,05,NN,CN,1,2,y,H,0331,90,8,4,2,10.7,1,1,Z5393,81,00,00,,0,,,,,,,,,J,1,1540,,1,1,2,1,1,1.0,77,1,71,181,1,1999-03-31,0.005
99LA00107,99,A3093,04,ch,55,K9301,63,3.0,31,05,NN,CN,1,2,y,H,0331,90,5,3,3,12.3,1,1,Z5395,81,00,00,,0,,,,,,,,,J,1,1610,,1,1,1,1,1,1.0,107,1,95,181,1,1999-03-31,0.007
99LA00108,99,A3098,04,ch,-0-,T0000,44,3.0,00,02,,,1,2,n,c,0331,90,8,4,2,9.3,1,1,Z5401,81,ch,00,,0,,,,,,,,,J,1,2400,,1,1,2,1,1,1.0,70,1,64,181,1,1999-03-31,0.0
99LA00109,99,A3098,04,ch,-0-,T0000,44,3.0,00,02,,,1,2,n,c,0331,90,8,4,2,9.9,1,1,Z5402,81,ch,00,,0,,,,,,,,,J,2,2400,,0,0,0,1,1,1.0,77,1,63,181,1,1999-03-31,0.0
99LA00110,99,A3277,04,ch,-0-,T0000,44,3.0,00,02,,,1,2,n,h,0331,90,5,3,2,12.2,1,1,Z5392,81,ch,00,,0,,,,,,,,,J,1,1050,,1,1,1,1,1,1.0,90,1,79,181,1,1999-03-31,0.0
99LA00111,99,A4808,04,73,44-,A3678,04,1.5,30,30,,,2,7,y,,0330,89,2,1,,0.0,,,,,88,30,0,0,27,,,,ROTTEN,,,GXE,M,1,0800,,1,1,2,0,0,0.0,0,,0,0,,1999-03-30,0.0
99LA00112,99,A5184,04,81,e.9,A4314,04,1.0,30,30,,,5,0,y,M,0331,90,8,3,3,9.3,1,1,A6009,04,88,30,,0,,,,,,,,,J,2,0300,,0,0,0,1,1,1.0,60,1,43,181,1,1999-03-31,0.098
99LA00113,99,A5184,04,81,e.9,A4314,04,1.0,30,30,,,5,0,y,M,0331,90,8,3,2,11.0,1,1,A6008,04,88,30,,0,,,,,,,,,J,1,0300,,1,1,2,1,1,1.0,82,1,64,181,1,1999-03-31,0.098
99LA00114,99,A5405,04,82,e.8,A4328,04,1.0,30,30,,,5,0,y,C,0330,89,5,2,2,9.8,1,1,A6005,04,88,30,6,94,54,R0179,+,,FX.RIBS,,,,J,1,1820,,1,1,1,1,0,0.5,0,,0,0,,1999-03-30,0.067
99LA00115,99,A5463,04,82,e.8,A4328,04,1.0,30,30,,,5,0,y,C,0331,90,8,2,3,6.5,1,1,A6010,04,88,30,,0,,,,,RAT,,,,J,1,0935,,1,1,2,1,1,1.0,57,1,51,181,1,1999-03-31,0.063
99LA00116,99,A5463,04,82,e.8,A4328,04,1.0,30,30,,,5,0,y,C,0331,90,8,2,2,6.5,1,1,A6011,04,88,30,,0,,,,,RAT,,,,J,2,0935,,0,0,0,1,1,1.0,64,1,53,181,1,1999-03-31,0.063
99LA00117,99,A5529,04,82,e.9,A4314,04,1.0,30,30,,,5,0,y,C,0401,91,8,2,2,7.4,1,1,A6014,04,88,30,,0,,,,,,,,,J,1,0800,,1,1,2,1,1,1.0,68,1,59,181,1,1999-04-01,0.078
99LA00118,99,A5529,04,82,e.9,A4314,04,1.0,30,30,,,5,0,y,C,0401,91,8,2,2,7.8,1,1,A6015,04,88,30,7,180,97,,,,,,,,J,2,0800,,0,0,0,1,0,0.0,0,,0,0,1,1999-04-01,0.078
99LA00119,99,A5634,04,81,e.8,A4328,04,1.0,30,30,,,5,7,y,.,0330,89,5,2,3,11.0,1,1,A6007,04,88,30,,0,,,,,,,,GXE,J,1,1910,,1,1,1,1,1,1.0,94,1,78,181,1,1999-03-30,0.062
99LA00120,99,A5620,04,82,e.9,A4314,04,1.0,30,30,,,5,0,y,C,0330,89,5,2,2,9.8,1,1,A6006,04,88,30,,0,,,,,,,,,J,1,1040,,1,1,1,1,1,1.0,81,1,74,181,1,1999-03-30,0.075
99LA00121,99,A5239,04,73,e.9,A4314,04,1.0,30,30,,,5,7,y,,0401,91,5,2,1,10.8,1,1,A6013,04,88,30,6,91,46,Z5400,+,,LOSTINDROP,,,GXE,J,1,0200,,1,1,1,1,0,0.5,0,,0,0,,1999-04-01,0.029
99LA00122,99,A5281,04,82,e.9,A4314,04,1.0,30,30,,,5,0,y,C,0331,90,5,3,2,10.8,3,1,A6012,04,88,30,7,180,97,,,,"BLK.BRISKET,X",,,,J,1,2330,,1,1,1,1,0,0.0,0,,0,0,1,1999-03-31,0.078
99LA00123,99,A2283,04,ch,-0-,T0000,44,4.0,30,02,,,1,2,n,h,0401,91,8,3,2,8.7,1,1,Z5403,81,ch,32,,0,,,,,"BLK.DOT,LFLEG",,,,J,1,0435,,1,1,2,1,1,1.0,79,1,70,181,1,1999-04-01,0.0
99LA00124,99,A2283,04,ch,-0-,T0000,44,4.0,30,02,,,1,2,n,h,0401,91,8,3,2,9.4,1,1,Z5404,81,ch,32,,0,,,,,4TEATS,,,,J,2,0435,,0,0,0,1,1,1.0,75,1,66,181,1,1999-04-01,0.0
