UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
07LA00001,07,X2728,82,97,14,00076,00,2.0,2,97,97,1,0,n,B,030907,68,8,4,1,6.8,6,1,X4306,82,97,97,6,70,67,,,.,WEAK LAMB,.,.,..,Suf,J,1,,1,1,2,1,0,0.0,0,2007-03-09,0.0,0,0,.,0,0
07LA00002,07,X2728,82,97,14,00076,00,2.0,2,97,97,1,0,n,B,030907,68,8,4,1,9.3,6,1,X4307,82,97,97,6,71,67,,,.,WEAK LAMB,.,.,..,Suf,J,2,,0,0,0,1,0,0.0,0,2007-03-09,0.0,0,0,.,0,0
07LA00003,07,X2499,82,97,15,00466,00,2.0,2,97,97,1,0,n,B,031007,69,8,3,2,9.1,6,1,X4308,82,97,97,,0,,,,.,.,.,.,..,Suf,J,1,,1,1,2,1,1,1.0,62,2007-03-10,0.0,23,114,B,0,0
07LA00004,07,X2499,82,97,15,00466,00,2.0,2,97,97,1,0,n,B,031007,69,8,3,2,11.0,6,1,X4309,82,97,97,,0,,,,.,.,.,.,..,Suf,J,2,,0,0,0,1,1,1.0,65,2007-03-10,0.0,31,114,B,0,0
07LA00005,07,R6550,11,18,e13,R5720,11,1.0,1,07,07,4,0,y,M,031107,70,0,1,,0.0,,,,,18,07,0,70,27,,,EMACIATION-X,.,.,.,..,.,J,1,,1,1,1,0,0,0.0,0,2007-03-11,0.059,0,0,.,0,0
07LA00006,07,R5422,11,18,31,R4441,11,2.0,2,07,07,1,0,n,M,030507,64,2,1,,0.0,,,,,18,07,0,64,27,,,.,.,.,.,..,.,.,1,,1,1,2,0,0,0.0,0,2007-03-05,0.027,0,0,.,0,0
07LA00007,07,03202,00,m3, 7,03002,00,2.0,2,m3,m3,1,r,y,3,030507,64,2,2,,0.0,,,,,m3,m3,0,64,27,,,.,.,.,.,..,III,.,1,,1,1,2,0,0,0.0,0,2007-03-05,0.0,0,0,.,0,0
07LA00008,07,H2204,05,88,e32,H1611,05,1.0,1,30,30,4,0,y,M,022007,51,2,0,,0.0,,,,,88,30,0,51,27,,,.,.,.,.,..,.,.,1,,1,1,2,0,0,0.0,0,2007-02-20,0.07,0,0,.,0,0
07LA00009,07,H2289,05,88,e34,H1063,05,1.0,1,30,30,4,0,y,M,030507,64,2,2,,0.0,,,,,88,30,0,64,27,,,MATERNAL+,.,.,.,..,.,.,1,,1,1,2,0,0,0.0,0,2007-03-05,0.047,0,0,.,0,0
07LA00010,07,H2303,05,88,e33,H0596,05,1.0,1,30,30,4,0,y,M,030807,67,2,2,,0.0,,,,,88,30,0,67,27,,,.,.,.,.,..,.,.,1,,1,1,2,0,0,0.0,0,2007-03-08,0.032,0,0,.,0,0
