UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TBRQ,X2,BRWT,ABNL,DISP,X3,ABLMB,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
58LA00001,58,1,2142,0,69,469,1644,10,0,,1,7,,1,07,,1,93,5,,0,4,,,,,,,,0,10,1994,2,14,101,68,4,1,,12.0,,,,,1,1,1,1,1,10,1958-04-03
58LA00002,58,1,2169,0,69,468,1647,10,0,,1,7,,1,07,,1,99,8,,0,3,,,,9399,40,-,,0,10,1575,2,14,88,68,4,1,,9.8,,,,,1,1,1,2,1,10,1958-04-09
58LA00003,58,1,2170,0,69,468,1647,10,0,,1,7,,1,07,,8,99,8,,0,3,,,,,,,,0,10,1575,2,14,97,68,4,1,,10.6,,,,,2,1,1,2,1,10,1958-04-09
58LA00004,58,1,2185,0,69,631,1650,10,0,,1,6,,1,07,,1,102,8,,0,3,,,,,,,,0,10,1857,2,14,66,68,5,1,,10.4,6,,,87,1,1,1,2,1,10,1958-04-12
58LA00005,58,2,2186,0,69,631,1650,10,0,,1,6,,1,07,,1,102,8,,0,3,,,,,,,,0,10,1857,2,14,55,68,5,1,,9.8,,,,,2,1,1,2,1,10,1958-04-12
58LA00006,58,,,,69,408,1651,10,0,,1,6,07,,07,1,,143,-,,0,,,,,,,,,0,48,3087,2,14,,68,4,,,0.0,,,,,1,1,0,0,0,0,1958-05-23
58LA00007,58,2,2228,5,00,408,1651,10,0,,1,6,07,1,04,2,3,143,5,,0,4,92,,,,,,,0,48,0000,,61,73,68,0,,,13.8,,,,,1,1,1,1,1,10,1958-05-23
58LA00008,58,2,2210,0,69,651,1653,10,0,,1,6,,1,07,,1,108,5,,0,4,,,,,,,,0,10,3112,2,14,,68,5,2,,11.8,,2,,,1,1,1,1,1,0,1958-04-18
58LA00009,58,1,2178,0,69,328,1655,10,0,,1,6,,1,07,,1,100,8,,0,3,,,,3969,11,-,,0,10,4657,1,11,79,68,4,1,,10.8,,,,,1,1,1,2,1,10,1958-04-10
58LA00010,58,2,2179,0,69,328,1655,10,0,,1,6,,1,07,,1,100,8,,0,3,,,,,,,,0,10,4657,1,11,75,68,4,1,,9.8,,,,,2,1,1,2,1,10,1958-04-10
58LA00011,58,1,2194,0,69,551,1658,10,0,,1,6,,1,07,,1,103,5,,0,4,,,,,,,,0,10,4377,1,11,74,68,5,2,,12.2,,,,,1,1,1,1,1,10,1958-04-13
58LA00012,58,2,,,69,571,1659,10,0,,1,6,,,07,,,99,0,,0,1,,,,,,,,0,10,4610,1,11,,68,5,,,0.0,,0,,,1,1,1,1,0,0,1958-04-09
58LA00013,58,1,2138,0,69,561,1666,10,0,,1,6,,1,07,,1,92,5,,0,3,,,,,,,,0,10,4706,1,11,87,68,5,1,,11.6,,,,,1,1,1,1,1,10,1958-04-02
58LA00014,58,2,2172,0,69,671,1668,10,0,,1,6,,1,07,,1,99,5,,0,5,,,,,,,,0,10,2504,2,14,62,68,5,1,,11.0,,,,,1,1,1,1,1,10,1958-04-09
58LA00015,58,2,2145,0,69,349,1673,10,0,,1,6,,1,07,,1,94,5,,0,4,,,,,,,,0,10,4079,1,11,94,68,4,1,,12.4,,,,,1,1,1,1,1,10,1958-04-04
58LA00016,58,2,2215,0,69,498,1676,10,0,,1,6,,1,07,,1,115,7,,0,2,,,,,,,,0,10,3125,2,14,76,68,4,,,12.4,,,,,1,1,1,2,1,10,1958-04-25
58LA00017,58,2,,,69,498,1676,10,0,,1,6,,1,07,,1,115,7,,0,2,,,,,,,,0,10,3125,2,14,,68,4,,,11.8,,1,,,2,1,1,2,0,0,1958-04-25
58LA00018,58,1,2197,0,69,591,1682,10,0,,1,6,08,1,07,,1,104,8,,0,3,,,,,,,,0,10,4774,1,11,88,68,5,2,,10.0,,,,,1,1,1,2,1,10,1958-04-14
58LA00019,58,2,2198,0,69,591,1682,10,0,,1,6,,1,07,,1,104,8,,0,3,,,,,,,,0,10,4774,1,11,68,68,5,2,,8.4,,,,,2,1,1,2,1,10,1958-04-14
58LA00020,58,2,2201,0,82,478,1685,10,0,,1,6,,1,07,,1,105,8,,0,2,,,,,,,,0,10,0603,2,14,76,68,7,2,,10.0,,,,,1,1,1,2,1,10,1958-04-15
58LA00021,58,2,2202,0,82,478,1685,10,0,,1,6,,1,07,,1,105,8,,0,2,,,,,,,,0,10,0603,2,14,80,68,7,2,,10.0,,,,,2,1,1,2,1,10,1958-04-15
58LA00022,58,2,2124,0,69,611,1687,10,0,,1,6,,1,07,,1,91,8,,0,2,,,,7743,17,-,,0,10,4585,1,11,87,68,5,1,,9.6,,,,,1,1,1,2,1,10,1958-04-01
58LA00023,58,1,2125,0,69,611,1687,10,0,,1,6,,1,07,,1,91,8,,0,2,,,,,,,,0,10,4585,1,11,104,68,5,1,,9.0,,,,,2,1,1,2,1,10,1958-04-01
58LA00024,58,,,,69,499,1688,10,0,,1,6,,,07,1,,121,-,,0,,,,,,,,,0,10,3080,2,14,,68,4,,,0.0,,,,,1,1,0,0,0,0,1958-05-01
58LA00025,58,1,2229,5,00,499,1688,10,0,,1,6,,1,04,2,1,143,8,,0,2,,,,,,,,0,48,0000,,61,67,68,0,,,9.4,,,,,1,1,1,2,1,10,1958-05-23
58LA00026,58,2,2230,5,00,499,1688,10,0,,1,6,,1,04,2,1,143,8,,143,2,,,,,,,,0,48,0000,,61,,68,0,,,9.0,,2,,,2,1,1,2,1,0,1958-05-23
58LA00027,58,1,2150,0,69,621,1690,10,0,,1,6,,1,07,,2,94,5,,0,4,,,,,,,,0,10,4799,1,11,111,68,5,1,,10.8,,,,,1,1,1,1,1,10,1958-04-04
58LA00028,58,2,2160,0,69,518,1691,10,0,,1,6,,1,07,,1,97,5,,101,4,,,,4212,14,+,,0,10,2374,2,14,,68,4,,,9.0,,6,,,1,1,1,1,1,0,1958-04-07
58LA00029,58,2,2211,0,69,329,1692,10,0,,1,6,,1,07,,1,110,8,,0,3,,,,,,,,0,10,5016,1,11,67,68,4,2,,9.6,,,,,1,1,1,2,1,10,1958-04-20
58LA00030,58,1,2212,0,69,329,1692,10,0,,1,6,,1,07,,1,110,8,,0,3,,,,,,,,0,10,5016,1,11,82,68,4,2,,10.2,,,,,2,1,1,2,1,10,1958-04-20
58LA00031,58,2,2128,0,69,661,1694,10,0,,1,6,,1,07,,1,91,5,,0,4,,,,,,,,0,10,3195,2,14,88,68,5,1,,12.8,,,,,1,1,1,1,1,10,1958-04-01
58LA00032,58,1,2191,0,69,641,1695,10,0,,1,6,,1,07,,1,103,8,,0,3,,,,1769,14,-,,0,10,3387,2,14,77,68,5,2,,9.6,,,,,1,1,1,2,1,10,1958-04-13
58LA00033,58,2,2192,0,69,641,1695,10,0,,1,6,,1,07,,1,103,8,,0,3,,,,,,,,0,10,3387,2,14,78,68,5,2,,10.2,1,,,10,2,1,1,2,1,10,1958-04-13
58LA00034,58,1,2130,0,69,398,1696,10,0,,1,6,,1,07,,1,92,5,,0,4,,,,,,,,0,10,1714,2,14,102,68,4,1,,11.6,1,,,01,1,1,1,1,1,10,1958-04-02
58LA00035,58,,,,69,348,1697,10,0,,1,6,,,07,,,164,-,,0,,,,,,,,,0,10,4458,1,11,,68,4,,,0.0,,,,,1,1,0,0,0,0,1958-06-12
58LA00036,58,,,,69,409,1702,10,0,,1,6,,,07,,,63,-,,0,,,,,,,,,0,10,2435,2,14,,68,4,,,0.0,,,,,1,1,0,0,0,0,1958-03-04
58LA00037,58,2,2161,0,69,479,1706,10,0,,1,6,,1,07,,1,97,5,,0,4,,,,,,,,0,10,2461,2,14,73,68,4,1,,11.0,,,,,1,1,1,1,1,10,1958-04-07
58LA00038,58,1,,,69,329,1710,10,0,,1,4,,1,07,,1,92,1,,0,3,,,,4073,14,+,,0,10,5016,1,11,,69,4,,,12.0,,1,,,1,1,1,1,0,0,1958-04-02
58LA00039,58,1,2156,0,69,348,1712,10,0,,1,4,,1,07,,2,96,8,,0,4,,,,,,,,0,10,4458,1,11,90,69,4,1,,8.8,,,,,1,1,1,2,1,10,1958-04-06
58LA00040,58,1,2157,0,69,348,1712,10,0,,1,4,,1,07,,2,96,8,,0,4,,,,,,,,0,10,4458,1,11,81,69,4,1,,8.2,,,,,2,1,1,2,1,10,1958-04-06
58LA00041,58,1,,,69,468,1719,10,0,,1,4,,,07,,,84,0,,0,1,,,,,,,,0,10,1575,2,14,,69,4,,,0.0,,0,,13,1,1,1,1,0,0,1958-03-25
58LA00042,58,2,2139,0,69,561,1724,10,0,,1,4,,1,07,,1,92,5,,120,4,,,,,,,,0,10,4706,1,11,,69,5,,,9.0,,6,,,1,1,1,1,1,0,1958-04-02
58LA00043,58,,,,69,611,1728,10,0,,1,4,,,07,,,106,0,,0,0,,,,,,,,0,10,4585,1,11,,69,5,,,0.0,,0,,,1,1,1,1,0,0,1958-04-16
58LA00044,58,2,2195,0,69,519,1731,10,0,,1,4,,1,07,,1,103,8,,0,4,,,,,,,,0,10,2579,2,14,49,69,4,2,,7.2,,,,,1,1,1,2,1,10,1958-04-13
58LA00045,58,1,2196,0,69,519,1731,10,0,,1,4,,1,07,,1,103,8,,0,4,,,,,,,,0,10,2579,2,14,79,69,4,2,,10.0,,,,,2,1,1,2,1,10,1958-04-13
58LA00046,58,1,2167,0,69,399,1733,10,0,,1,4,,1,07,,1,99,5,,0,4,,,,,,,,0,10,0396,2,14,90,69,4,1,,14.0,,,,,1,1,1,1,1,10,1958-04-09
58LA00047,58,,,,69,671,1743,10,0,,1,4,,,07,,,116,-,,0,,,,,,,,,0,10,2504,2,14,,69,5,,,0.0,,,,,1,1,0,0,0,0,1958-04-26
58LA00048,58,1,2134,0,69,469,1751,10,0,,1,4,,1,07,,3,92,8,,0,3,,,,2795,14,-,,0,10,1994,2,14,87,69,4,8,,8.6,,,,,1,1,1,2,1,10,1958-04-02
58LA00049,58,2,2135,0,69,469,1751,10,0,,1,4,,1,07,,1,92,8,,0,3,,,,,,,,0,10,1994,2,14,82,69,4,1,,8.8,,,,,2,1,1,2,1,10,1958-04-02
58LA00050,58,1,2208,0,69,409,1756,10,0,,1,4,,1,07,,1,107,7,,0,2,,,,,,,,0,10,2435,2,14,70,69,4,2,,6.6,,,,,1,1,1,2,1,10,1958-04-17
58LA00051,58,2,,,69,409,1756,10,0,,1,4,,1,07,,1,107,7,,0,2,,,,,,,,0,10,2435,2,14,,69,4,,,7.0,,1,,,2,1,1,2,0,0,1958-04-17
58LA00052,58,2,2187,0,69,479,1757,10,0,,1,4,,1,07,,1,102,8,,0,2,,,,,,,5,0,10,2461,2,14,75,69,4,,,9.4,,,,,1,1,1,2,1,10,1958-04-12
58LA00053,58,1,2188,0,69,479,1757,10,0,,1,4,,1,07,,1,102,8,,111,2,,,,,,,,0,10,2461,2,14,,69,4,,,10.8,,6,,,2,1,1,2,1,0,1958-04-12
58LA00054,58,1,2119,0,69,691,1758,10,0,,1,4,,1,07,,1,88,8,,0,4,,,,,,,,0,10,3248,2,14,81,69,5,1,,10.6,,,,,1,1,1,2,1,10,1958-03-29
58LA00055,58,2,2120,0,69,691,1758,10,0,,1,4,,1,07,,1,88,8,,0,4,,,,,,,,0,10,3248,2,14,72,69,5,1,,9.0,,,,,2,1,1,2,1,10,1958-03-29
58LA00056,58,1,2143,0,69,651,1759,10,0,,1,4,,1,07,,1,94,8,,96,4,,,,,,,,0,10,3112,2,14,,69,5,4,,7.4,,6,9,,1,1,1,2,1,0,1958-04-04
58LA00057,58,1,2144,0,69,651,1759,10,0,,1,4,,1,07,,1,94,8,,0,4,,,,,,,4,0,10,3112,2,14,101,69,5,1,,10.2,,,,,2,1,1,2,1,10,1958-04-04
58LA00058,58,,,,82,478,1760,10,0,,1,4,,,07,,,96,0,,0,0,,,,,,,3,0,10,0603,2,14,,69,7,3,,0.0,,0,8,,1,1,1,1,0,0,1958-04-06
58LA00059,58,1,2154,0,69,551,1762,10,0,,1,4,,1,07,,1,95,5,,0,4,,,,,,,2,0,10,4377,1,11,97,69,5,,,12.6,,,8,,1,1,1,1,1,10,1958-04-05
58LA00060,58,1,2103,0,00,591,1766,10,0,,1,4,,1,00,3,1,45,8,,0,2,,,,,,,,0,10,0000,,00,95,69,0,1,,9.8,,,,,1,1,1,2,1,10,1958-02-14
58LA00061,58,1,2104,0,00,591,1766,10,0,,1,4,,1,00,3,1,45,8,,0,2,,,,,,,,0,10,0000,,00,80,69,0,1,,9.0,,,,,2,1,1,2,1,10,1958-02-14
58LA00062,58,1,2122,0,69,621,1769,10,0,,1,4,,1,07,,1,91,8,,100,3,,,,,,,,0,10,4799,1,11,,69,5,1,,8.4,,6,,,1,1,1,2,1,0,1958-04-01
58LA00063,58,2,2123,0,69,621,1769,10,0,,1,4,,1,07,,1,91,8,,0,3,,,,,,,1,0,10,4799,1,11,81,69,5,1,,9.8,,,,,2,1,1,2,1,10,1958-04-01
58LA00064,58,2,2173,0,69,398,1776,10,0,,1,4,,1,07,,1,99,8,,0,4,,,,,,,,0,10,1714,2,14,61,69,4,1,,8.8,,,,,1,1,1,2,1,10,1958-04-09
58LA00065,58,1,2174,0,69,398,1776,10,0,,1,4,,1,07,,3,99,8,,0,4,,,,,,,,0,10,1714,2,14,77,69,4,1,,9.2,,,,,2,1,1,2,1,10,1958-04-09
58LA00066,58,,,,69,601,1778,10,0,,1,4,,,07,1,,121,-,,0,,,,,,,,,0,10,4687,1,11,,69,5,,,0.0,,,,,1,1,0,0,0,0,1958-05-01
58LA00067,58,1,2241,5,00,601,1778,10,0,,1,4,,1,04,2,1,149,5,,0,4,,,,,,,,0,48,0000,,61,80,69,0,,,11.2,,,,,1,1,1,1,1,10,1958-05-29
58LA00068,58,2,2117,0,69,581,1781,10,0,,1,4,,1,07,,1,88,8,,0,2,,,,8148,17,-,,0,10,4645,1,11,71,69,5,1,,8.8,,,,,1,1,1,2,1,10,1958-03-29
58LA00069,58,1,2118,0,69,581,1781,10,0,,1,4,,1,07,,1,88,8,,0,2,,,,,,,,0,10,4645,1,11,88,69,5,1,,9.4,1,,,03,2,1,1,2,1,10,1958-03-29
58LA00070,58,2,2209,0,69,349,1789,10,0,,1,4,,1,07,,1,107,5,,0,4,,,,,,,,0,10,4079,1,11,95,69,4,2,,13.4,,,,,1,1,1,1,1,10,1958-04-17
58LA00071,58,2,2158,0,69,681,1792,10,0,,1,5,,1,07,,2,97,5,,0,4,,,,,,,,0,10,2928,2,14,89,68,5,1,,11.8,,,,,1,1,1,1,1,10,1958-04-07
58LA00072,58,1,2199,0,69,641,1803,10,0,,1,3,,1,07,,1,105,8,,0,1,,,,8935,40,-,,0,10,3387,2,14,94,69,5,2,,8.0,,,,,1,1,1,2,1,10,1958-04-15
58LA00073,58,2,2200,0,69,641,1803,10,0,,1,3,,1,07,,1,105,8,,0,1,,,,,,,,0,10,3387,2,14,76,69,5,2,,7.2,,,,,2,1,1,2,1,10,1958-04-15
58LA00074,58,1,2166,0,69,701,1806,10,0,,1,3,,1,07,,1,98,5,,0,4,,,,,,,,0,10,3083,2,14,84,69,5,1,,11.6,,,,,1,1,1,1,1,10,1958-04-08
58LA00075,58,2,2213,0,69,661,1812,10,0,,1,3,,1,07,,1,114,8,,0,3,,,,,,,,0,10,3195,2,14,54,69,5,2,,9.6,,,,,1,1,1,2,1,10,1958-04-24
58LA00076,58,2,2214,0,69,661,1812,10,0,,1,3,,1,07,,1,114,8,,0,3,,,,,,,,0,10,3195,2,14,65,69,5,2,,9.0,,,,,2,1,1,2,1,10,1958-04-24
58LA00077,58,2,2121,0,69,641,1816,10,0,,1,3,,1,07,,1,90,5,,0,4,,,,,,,,0,10,3387,2,14,91,69,5,1,,12.2,,,,,1,1,1,1,1,10,1958-03-31
58LA00078,58,2,2101,0,00,631,1817,10,0,,1,3,,1,00,3,1,45,5,,230,5,,,,,,,,0,10,0000,,00,,69,0,1,,12.4,,7,,,1,1,1,1,1,0,1958-02-14
58LA00079,58,1,2205,0,69,408,1821,10,0,,1,3,,2,07,,1,106,8,,0,3,,,,,,,,0,10,3087,2,14,89,69,4,2,,9.8,,,,,1,1,1,2,1,10,1958-04-16
58LA00080,58,1,2206,0,69,408,1821,10,0,,1,3,,1,07,,2,106,8,,0,3,,,,,,,,0,10,3087,2,14,65,69,4,2,,9.0,,,,,2,1,1,2,1,10,1958-04-16
58LA00081,58,1,,,69,681,1822,10,0,,1,3,,1,07,,1,92,0,,0,3,,,,9245,17,+,,0,10,2928,2,14,,69,5,,,10.4,,0,,,1,1,1,1,0,0,1958-04-02
58LA00082,58,2,2184,0,69,328,1827,10,0,,1,3,,1,07,,1,101,5,,0,5,,,,,,,,0,10,4657,1,11,83,69,4,1,,12.2,,,,,1,1,1,1,1,10,1958-04-11
58LA00083,58,1,2168,0,69,498,1828,10,0,,1,3,,1,07,,1,99,5,,101,2, -,,,,,,,0,10,3125,2,14,,69,4,,,9.8,,6,,,1,1,1,1,1,0,1958-04-09
58LA00084,58,1,2176,0,69,328,1829,10,0,,1,3,07,1,07,,1,100,8,,0,2,92,,,0073,14,-,,0,10,4657,1,11,68,69,4,1,,9.2,,,,,2,1,1,2,1,10,1958-04-10
58LA00085,58,2,2133,0,69,661,1835,10,0,,1,3,,1,07,,1,92,5,,0,3,,,,,,,,0,10,3195,2,14,86,69,5,1,,10.6,,,,,1,1,1,1,1,10,1958-04-02
58LA00086,58,2,2180,0,69,631,1844,10,0,,1,3,,1,07,,1,100,5,,0,4,,,,,,,,0,10,1857,2,14,71,69,5,1,,11.4,,,,,1,1,1,1,1,10,1958-04-10
58LA00087,58,,,,69,581,1854,10,0,,1,3,,,07,,,88,0,,0,0,,,,,,,,0,10,4645,1,11,,69,5,,,0.0,,0,,,1,1,1,1,0,0,1958-03-29
58LA00088,58,1,2164,0,69,611,1857,10,0,,1,3,,1,07,,1,98,8,,0,3,,,,,,,,0,10,4585,1,11,69,69,5,1,,9.0,,,,,1,1,1,2,1,10,1958-04-08
58LA00089,58,1,2165,0,69,611,1857,10,0,,1,3,,1,07,,1,98,8,,0,3,,,,,,,,0,10,4585,1,11,84,69,5,1,,9.4,,,,,2,1,1,2,1,10,1958-04-08
58LA00090,58,2,2148,0,69,409,1867,10,0,,1,3,,1,07,,1,94,8,,0,4,,,,,,,,0,10,2435,2,14,79,69,4,1,,10.2,,,,,1,1,1,2,1,10,1958-04-04
58LA00091,58,2,2149,0,69,409,1867,10,0,,1,3,,1,07,,1,94,8,,0,4,,,,,,,,0,10,2435,2,14,59,69,4,1,,11.4,,,,,2,1,1,2,1,10,1958-04-04
58LA00092,58,1,2102,0,00,519,1868,10,0,,1,3,,1,00,3,1,45,5,,0,3,,,,,,,,0,10,0000,,00,81,69,0,1,,12.6,,,,,1,1,1,1,1,10,1958-02-14
58LA00093,58,2,2177,0,69,499,1869,10,0,,1,3,,1,07,,1,100,5,,0,2,,,,,,,5,0,10,3080,2,14,83,69,4,,,8.6,,,,,1,1,1,1,1,10,1958-04-10
58LA00094,58,,,,69,691,1873,10,0,,1,3,,,07,,,84,0,,0,0,,,,,,,,0,10,3248,2,14,,69,5,,,0.0,,0,,,1,1,1,1,0,0,1958-03-25
58LA00095,58,1,2129,0,69,468,1874,10,0,,1,3,,1,07,,1,92,5,,108,3,,,,,,,4,0,10,1575,2,14,,69,4,4,,11.0,,6,8,,1,1,1,1,1,0,1958-04-02
58LA00096,58,1,2137,0,69,399,1885,10,0,,1,3,,1,07,,1,92,5,,0,4,,,,,,,3,0,10,0396,2,14,93,69,4,,,12.6,,,9,,1,1,1,1,1,10,1958-04-02
58LA00097,58,2,2141,0,69,571,1887,10,0,,1,3,,1,07,,1,93,5,,0,4,,,,,,,2,0,10,4610,1,11,83,69,5,,,9.8,2,,8,16,1,1,1,1,1,10,1958-04-03
58LA00098,58,,,,69,518,1888,10,0,,1,3,,,07,,,109,-,,0,,,,,,,,1,0,10,2374,2,14,,69,4,1,,0.0,,,,,1,1,0,0,0,0,1958-04-19
58LA00099,58,2,2181,0,82,478,1893,10,0,,1,2,,1,07,,2,100,5,,104,2,,,,9428,17,+,,0,10,0603,2,14,,69,7,,,6.8,,6,,,1,1,1,1,1,0,1958-04-10
58LA00100,58,1,2159,0,69,591,1895,10,0,,1,2,,1,07,,1,97,5,,0,4,,,,,,,,0,10,4774,1,11,88,69,5,1,,11.0,,,,,1,1,1,1,1,10,1958-04-07
58LA00101,58,2,2207,0,69,691,1898,10,0,,1,2,,1,07,,1,106,5,,0,4,,,,,,,,0,10,3248,2,14,83,69,5,2,,11.8,,,,,1,1,1,1,1,10,1958-04-16
58LA00102,58,1,,,69,621,1902,10,0,,1,2,21,1,07,,1,84,1,,0,0,,,,,,,,0,10,4799,1,11,,69,5,,,11.0,,1,,,1,1,1,1,0,0,1958-03-25
58LA00103,58,1,2131,0,69,551,1913,10,0,,1,2,,1,07,,1,92,5,,0,4,,,,,,,,0,10,4377,1,11,71,69,5,1,,9.6,,,,,1,1,1,1,1,10,1958-04-02
58LA00104,58,1,2151,0,69,561,1914,10,0,,1,2,,1,07,,1,95,8,,0,3,,,,,,,,0,10,4706,1,11,76,69,5,1,,8.4,,,,,1,1,1,2,1,10,1958-04-05
58LA00105,58,1,2152,0,69,561,1914,10,0,,1,2,,1,07,,1,95,8,,0,3,,,,,,,,0,10,4706,1,11,73,69,5,1,,7.2,,,,,2,1,1,2,1,10,1958-04-05
58LA00106,58,2,2183,0,69,601,1915,10,0,,1,2,,1,07,,1,101,5,,0,4,,,,,,,,0,10,4687,1,11,75,69,5,1,,10.4,,,,,1,1,1,1,1,10,1958-04-11
58LA00107,58,1,2182,0,69,498,1919,10,0,,1,2,,1,07,,1,101,5,,0,5,,,,,,,,0,10,3125,2,14,60,69,4,2,,12.8,,,,,1,1,1,1,1,10,1958-04-11
58LA00108,58,2,2162,0,69,499,1926,10,0,,1,2,,1,07,,1,97,5,,0,4,,,,,,,,0,10,3080,2,14,65,69,4,1,,9.0,,,,,1,1,1,1,1,10,1958-04-07
58LA00109,58,,,,69,398,1928,10,0,,1,2,,,07,,,106,-,,0,,,,,,,,,0,10,1714,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1958-04-16
58LA00110,58,1,2203,0,69,601,1931,10,0,,1,2,,1,07,,1,106,8,,0,3,,,,,,,,0,10,4687,1,11,69,69,5,2,,8.0,,,,,1,1,1,2,1,10,1958-04-16
58LA00111,58,1,2204,0,69,601,1931,10,0,,1,2,,1,07,,2,106,8,,0,3,,,,,,,,0,10,4687,1,11,79,69,5,2,,9.6,,,,,2,1,1,2,1,10,1958-04-16
58LA00112,58,2,2153,0,69,701,1935,10,0,,1,2,,1,07,,1,95,5,,0,4,,,,,,,,0,10,3083,2,14,70,69,5,1,,10.6,,,,,1,1,1,1,1,10,1958-04-05
58LA00113,58,2,2190,0,69,348,1942,10,0,,1,2,,1,07,,1,102,5,,0,4,,,,,,,,0,10,4458,1,11,73,69,4,2,,10.6,2,,,16,1,1,1,1,1,10,1958-04-12
58LA00114,58,1,2126,0,69,399,1949,10,0,,1,2,,1,07,,1,91,5,,0,4,,,,,,,,0,10,0396,2,14,90,69,4,1,,11.4,,,,,1,1,1,1,1,10,1958-04-01
58LA00115,58,2,2155,0,69,479,1951,10,0,,1,2,,1,07,,1,96,5,,0,4,,,,,,,,0,10,2461,2,14,72,69,4,1,,10.6,,,,,1,1,1,1,1,10,1958-04-06
58LA00116,58,1,2132,0,69,408,1952,10,0,,1,2,,1,07,,2,92,5,,0,4,,,,,,,,0,10,3087,2,14,92,69,4,1,,12.0,,,,,1,1,1,1,1,10,1958-04-02
58LA00117,58,,,,69,469,1953,10,0,,1,2,,,07,1,,121,-,,0,,,,,,,,,0,10,1994,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1958-05-01
58LA00118,58,2,2238,5,00,469,1953,10,0,,1,2,,1,04,2,1,146,5,,230,3,,,,,,,,0,48,0000,,61,,69,0,,,8.8,,7,,,1,1,1,1,1,0,1958-05-26
58LA00119,58,1,2171,0,69,518,1960,10,0,,1,2,,1,07,,1,99,5,,230,4,,,,,,,,0,10,2374,2,14,,69,4,1,,11.0,,7,,,1,1,1,1,1,0,1958-04-09
58LA00120,58,1,2163,0,69,571,1962,10,0,,1,2,,1,07,,1,98,5,,0,3,,,,,,,,0,10,4610,1,11,92,69,5,1,,10.0,,,,,1,1,1,1,1,10,1958-04-08
58LA00121,58,1,2146,0,69,681,1966,10,0,,1,2,,1,07,,1,94,8,,0,3,,,,,,,,0,10,2928,2,14,82,69,5,1,,8.8,,,,,1,1,1,2,1,10,1958-04-04
58LA00122,58,1,2147,0,69,681,1966,10,0,,1,2,,1,07,,1,94,8,,0,3,,,,4567,11,-,,0,10,2928,2,14,81,69,5,1,,8.0,,,,,2,1,1,2,1,10,1958-04-04
58LA00123,58,1,2140,0,69,329,1967,10,0,,1,2,,1,07,,1,93,5,,0,4,,,,,,,,0,10,5016,1,11,98,69,4,1,,12.4,,,,,1,1,1,1,1,10,1958-04-03
58LA00124,58,2,2127,0,69,349,1968,10,0,,1,2,,1,07,,1,91,5,,108,4,,,,,,,,0,10,4079,1,11,,69,4,,,11.4,,6,,,1,1,1,1,1,0,1958-04-01
58LA00125,58,1,2136,0,69,651,1972,10,0,,1,2,,1,07,,1,92,5,,0,3,,,,,,,5,0,10,3112,2,14,87,69,5,,,11.0,,,9,,1,1,1,1,1,10,1958-04-02
58LA00126,58,,,,69,671,1973,10,0,,1,2,,,07,,,109,0,,0,0,,,,,,,4,0,10,2504,2,14,,69,5,4,,0.0,,0,,,1,1,1,1,0,0,1958-04-19
58LA00127,58,1,2193,0,69,581,1974,10,0,,1,2,,1,07,,1,103,5,,0,4,,,,,,,3,0,10,4645,1,11,95,69,5,,,10.2,,,,,1,1,1,1,1,10,1958-04-13
58LA00128,58,2,,,69,519,1979,10,0,,1,2,,1,07,,1,92,1,,0,4,,,,9232,17,+,2,0,10,2579,2,14,,69,4,2,,8.8,,1,1,,1,1,1,1,0,0,1958-04-02
58LA00129,58,1,2189,0,69,701,1990,10,0,,1,2,,3,07,,2,102,5,,0,4,,,,,,,1,0,10,3083,2,14,72,69,5,1,,10.6,,,,,1,1,1,1,1,10,1958-04-12
58LA00130,58,,,,20,200,3103,11,1,23,1,8,,,07,,,63,-,,0,,,,24,,,,,1,11,4377,1,11,,20,1,,,0.0,,,,,1,1,0,0,0,0,1958-03-04
58LA00131,58,1,5055,1,24,240,3124,11,1,19,1,8,,1,07,,1,92,5,,0,1,,,00,,,,,1,11,4766,1,11,93,24,1,1,,11.4,,,,,1,1,1,1,1,10,1958-04-02
58LA00132,58,,,,27,270,3204,11,1,30,1,8,,,07,1,,121,-,,0,,,,27,,,,,1,11,4585,1,11,,27,1,,,0.0,,,,,1,1,0,0,0,0,1958-05-01
58LA00133,58,1,2239,5,00,270,3204,11,1,,1,8,,1,04,2,1,142,5,,0,4,,,27,,,,,1,48,0000,,61,81,27,0,,,15.8,,,,,1,1,1,1,1,10,1958-05-22
58LA00134,58,2,5194,1,23,230,3224,11,1,27,1,8,,1,07,,1,107,5,,0,4,,,20,,,,,1,11,4169,1,11,71,23,1,2,,9.0,,,,,1,1,1,1,1,10,1958-04-17
58LA00135,58,1,5140,1,32,320,3235,11,1,18,1,8,,1,07,,1,101,5,,0,3,,,00,,,,,1,11,4657,1,11,78,32,1,1,,11.8,,,,,1,1,1,1,1,10,1958-04-11
