UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
02LA00023,02,K8156,63,60,05,K0905,64,7.0,7,06,06,,,1,7,n,G,0322,81,9,0,,0.0,,,,,68,06,0,,27,,,KETOSIS,,,,.,J,1,....,,1,1,3,0,,,,0,0.0,0,,2002-03-22,0.051
02LA00024,02,K8156,63,60,05,K0905,64,7.0,7,06,06,,,1,7,n,G,0322,81,9,0,,0.0,,,,,68,06,0,,27,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-22,0.051
02LA00025,02,K8156,63,60,05,K0905,64,7.0,7,06,06,,,1,7,n,G,0322,81,9,0,,0.0,,,,,68,06,0,,27,,,,,,,.,J,3,....,,0,0,,0,,,,0,0.0,0,,2002-03-22,0.051
02LA00026,02,K8808,63,61,03,K0649,64,6.0,6,06,06,,,1,7,y,G,0326,85,9,2,3,11.2,1,1,K2069,64,68,06,,,,,,FIBERBAG,,,,.,J,1,....,,1,1,3,1,1,1.0,89,1,70.5,178,1,2002-03-26,0.019
02LA00027,02,K8808,63,61,03,K0649,64,6.0,6,06,06,,,1,7,y,G,0326,85,9,2,3,9.9,1,1,K2070,64,68,06,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,81,1,64.5,178,1,2002-03-26,0.019
02LA00028,02,K8808,63,61,03,K0649,64,6.0,6,06,06,,,1,7,y,G,0326,85,9,2,2,8.0,1,1,K2071,64,68,06,,,,91271,-,,,,,.,J,3,....,,0,0,,1,1,0.5,83,1,71.5,178,1,2002-03-26,0.019
02LA00029,02,K9554,63,68,04,K1450,64,5.0,5,06,06,,,1,7,y,G,0325,84,3,3,3,7.8,1,1,K2063,64,68,06,,,,,,,SCOURS,,,.,J,1,....,,1,1,4,1,1,1.0,89,1,69.0,178,1,2002-03-25,0.021
02LA00030,02,K9554,63,68,04,K1450,64,5.0,5,06,06,,,1,7,y,G,0325,84,3,3,2,6.4,1,1,K2064,64,68,06,,,,,,,SCOURS,,,.,J,2,....,,0,0,,1,1,1.0,69,1,52.5,178,1,2002-03-25,0.021
02LA00031,02,K9554,63,68,04,K1450,64,5.0,5,06,06,,,1,7,y,G,0325,84,3,3,2,9.3,1,1,K2065,64,68,06,,,,K0307,-,,4TEATS,,,.,J,3,....,,0,0,,1,1,0.5,61,1,46.0,178,1,2002-03-25,0.021
02LA00032,02,K9554,63,68,04,K1450,64,5.0,5,06,06,,,1,7,y,G,0325,84,3,3,2,9.5,1,1,K2066,64,68,06,,,,K0307,-,,4TEATS,,,.,J,4,....,,0,0,,1,1,0.5,62,1,48.5,178,1,2002-03-25,0.021
02LA00033,02,K9575,63,68,04,K1450,64,5.0,5,06,06,,,1,7,n,G,0325,84,7,2,2,11.1,1,1,,,68,06,1,,44,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-25,0.018
02LA00034,02,K9575,63,68,04,K1450,64,5.0,5,06,06,,,1,7,n,G,0325,84,7,2,2,14.2,1,2,K2062,64,68,06,,,,,,,4TEATS,,,.,J,1,....,,1,1,2,1,1,1.0,98,1,90.5,178,1,2002-03-25,0.018
02LA00035,02,R1094,11,12,27,R1226,11,2.0,2,07,43,,,1,0,n,+,0324,83,7,2,1,5.0,1,1,,,18,07,1,,44,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-24,0.032
02LA00036,02,R1094,11,12,27,R1226,11,2.0,2,07,43,,,1,0,n,+,0324,83,7,2,3,6.1,1,1,R2966,11,18,07,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,77,1,65.0,178,1,2002-03-24,0.032
02LA00037,02,R1429,11,12,25,R0826,11,2.0,2,43,07,,,1,0,n,+,0322,81,2,0,,0.0,,,,,18,07,0,,27,,,TOXEMIA,,,,.,J,1,....,,1,1,2,0,,,,0,0.0,0,,2002-03-22,0.004
02LA00038,02,R1429,11,12,25,R0826,11,2.0,2,43,07,,,1,0,n,+,0322,81,2,0,,0.0,,,,,18,07,0,,27,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-22,0.004
02LA00039,02,R1877,11,10,27,R1226,11,2.0,2,07,43,,,1,0,n,+,0321,80,0,0,,0.0,,,,,18,07,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-21,0.024
02LA00040,02,R0050,11,10,34,R1265,11,3.0,3,43,43,,,1,0,n,-,0326,85,8,3,2,9.8,1,1,R2968,11,18,43,6,90,23,,,,,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,1,2002-03-26,0.016
02LA00041,02,R0050,11,10,34,R1265,11,3.0,3,43,43,,,1,0,n,-,0326,85,8,3,2,9.8,1,1,R2967,11,18,43,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,72,1,67.0,178,1,2002-03-26,0.016
02LA00042,02,R2280,11,10,e.2,R1547,11,1.0,1,07,07,,,4,0,y,.,0324,83,0,0,,0.0,,,,,18,07,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-24,0.03
02LA00043,02,S8461,10,13,24,R1185,11,5.0,5,43,07,,,1,0,y,+,0324,83,8,3,2,9.6,1,1,R2964,11,18,07,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,69,1,57.5,178,1,2002-03-24,0.037
02LA00044,02,S8461,10,13,24,R1185,11,5.0,5,43,07,,,1,0,y,+,0324,83,8,3,2,9.7,1,1,R2965,11,18,07,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,77,1,62.5,178,1,2002-03-24,0.037
02LA00045,02,S9016,10,12,34,R1265,11,4.0,4,07,43,,,1,0,n,-,0326,85,5,3,1,9.8,1,1,R2969,11,18,07,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,96,1,75.5,178,1,2002-03-26,0.014
02LA00046,02,S9350,10,12,51,K0269,64,4.0,4,43,05,NN,CC,1,0,y,H,0321,80,2,1,,0.0,,,,,00,08,0,,27,,,TOXEMIA,,,,.,J,1,....,,1,1,2,0,,,,0,0.0,0,,2002-03-21,0.0
02LA00047,02,S9350,10,12,51,K0269,64,4.0,4,43,05,NN,CC,1,0,y,H,0321,80,2,1,,0.0,,,,,00,08,0,,27,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-21,0.0
02LA00048,02,T6455,44,ID,42T,T7794,44,4.0,4,02,02,,,1,I,n,I,0326,85,8,3,1,10.8,1,1,T8771,44,ID,02,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,86,1,70.5,178,1,2002-03-26,0.064
02LA00049,02,T6455,44,ID,42T,T7794,44,4.0,4,02,02,,,1,I,n,I,0326,85,8,3,2,7.5,1,1,T8772,44,ID,02,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,70,1,59.5,178,1,2002-03-26,0.064
02LA00050,02,T8577,44,41,e.5,00064,00,1.0,1,02,02,,,4,2,y,.,0317,76,0,0,,0.0,,,,,48,02,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-17,0.0
02LA00051,02,T7184,44,ID,42T,T7794,44,3.0,3,02,02,,,1,I,n,I,0319,78,0,0,,0.0,,,,,ID,02,0,,27,,,DRY CULL,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-19,0.0
02LA00052,02,Z3952,81,97,972,00093,00,5.0,5,97,97,,,1,0,n,.,0325,84,8,4,1,14.1,6,1,Z7791,81,97,97,,,,,,SW.BAG,,,,.,J,1,....,,1,1,2,1,1,1.0,119,1,0.0,0,H,2002-03-25,0.0
02LA00053,02,Z3952,81,97,972,00093,00,5.0,5,97,97,,,1,0,n,.,0325,84,8,4,2,12.0,6,1,Z7792,81,97,97,2,142,92,HongLi,,,ENTR,,,.,J,2,....,,0,0,,1,1,1.0,93,1,0.0,0,H,2002-03-25,0.0
02LA00054,02,Z4751,81,97,972,00093,00,4.0,4,97,97,,,1,0,n,.,0325,84,8,4,2,13.5,6,1,Z7790,81,97,97,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,117,1,0.0,0,H,2002-03-25,0.0
02LA00055,02,Z4751,81,97,972,00093,00,4.0,4,97,97,,,1,0,n,.,0325,84,8,4,2,12.1,6,1,Z7789,81,97,97,2,142,92,HongLi,,,ENTR,,,.,J,1,....,,1,1,2,1,1,1.0,98,1,0.0,0,H,2002-03-25,0.0
02LA00056,02,Z5957,81,97,972,00093,00,3.0,3,97,97,,,1,0,n,.,0321,80,9,2,,0.0,,,,,97,97,0,,27,,,FOOT ABSCESS,,,,.,J,1,....,,1,1,3,0,,,,0,0.0,0,,2002-03-21,0.0
02LA00057,02,Z5957,81,97,972,00093,00,3.0,3,97,97,,,1,0,n,.,0321,80,9,2,,0.0,,,,,97,97,0,,27,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-21,0.0
02LA00058,02,Z5957,81,97,972,00093,00,3.0,3,97,97,,,1,0,n,.,0321,80,9,2,,0.0,,,,,97,97,0,,27,,,,,,,.,J,3,....,,0,0,,0,,,,0,0.0,0,,2002-03-21,0.0
02LA00059,02,Z6905,81,97,971,00109,00,2.0,2,97,97,,,1,0,n,.,0326,85,5,4,2,11.1,6,1,Z7793,81,97,97,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,120,1,0.0,0,H,2002-03-26,0.0
02LA00060,02,Z7119,81,97,e73,Z6098,81,1.0,1,97,97,,,4,0,y,.,0325,84,0,0,,0.0,,,,,97,97,0,,27,,,TOXEMIA,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-25,0.054
02LA00061,02,00251,00,00,60,T0000,44,2.0,2,92,02,,,1,1,y,X,0326,85,8,4,3,12.3,9,1,Z7794,81,00,00,6,123,10,,,,BLACK,,,BLK,J,1,....,,1,1,2,1,,,,0,0.0,0,1,2002-03-26,0.0
02LA00062,02,00251,00,00,60,T0000,44,2.0,2,92,02,,,1,1,y,X,0326,85,8,4,2,11.0,1,1,Z7795,81,00,00,,,,,,,ENTR,,,BLK,J,2,....,,0,0,,1,1,1.0,89,1,73.0,178,1,2002-03-26,0.0
02LA00063,02,00979,00,18,60,T0000,44,2.0,2,07,02,,,1,2,y,X,0327,86,8,2,2,10.6,1,1,Z7801,81,00,01,2,182,92,,,ALOOF,,,,.,J,1,....,,1,1,2,1,1,1.0,78,1,62.5,178,1,2002-03-27,0.0
02LA00064,02,00979,00,18,60,T0000,44,2.0,2,07,02,,,1,2,y,X,0327,86,8,2,2,9.4,1,1,Z7802,81,00,01,2,182,92,,,,,,,.,J,2,....,,0,0,,1,1,1.0,69,1,53.5,178,1,2002-03-27,0.0
02LA00065,02,91271,09,00,60,T0000,44,3.0,3,92,02,,,1,1,y,X,0327,86,5,3,2,10.7,3,1,Z7800,81,00,00,6,86,67,K2071,+,,"WEAK,HAIRY",,,BLK,J,1,....,,1,1,1,1,,0.5,,0,0.0,0,1,2002-03-27,0.0
02LA00066,02,A8169,04,00,e62,A6761,04,1.0,1,72,30,,,4,0,y,F,0326,85,8,3,3,10.3,1,1,A8896,04,00,73,,,,,,NICE,,,,.,J,1,....,,1,1,2,1,1,1.0,94,1,73.5,178,1,2002-03-26,0.059
02LA00067,02,A8169,04,00,e62,A6761,04,1.0,1,72,30,,,4,0,y,F,0326,85,8,3,3,8.9,1,1,A8897,04,00,73,6,118,10,,,,,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,1,2002-03-26,0.059
02LA00068,02,A8310,04,84,e66,A6642,04,1.0,1,30,30,,,4,0,n,N,0327,86,7,2,1,5.0,1,1,,,84,30,1,,44,R2972,+,,,,,.,J,2,....,,0,0,,0,,0.5,,0,0.0,0,,2002-03-27,0.101
02LA00069,02,A8310,04,84,e66,A6642,04,1.0,1,30,30,,,4,0,n,N,0327,86,7,2,2,5.7,1,1,A8898,04,84,30,3,87,93,,8,,WEAK,,,.,J,1,....,,1,1,2,1,,,,0,0.0,0,9,2002-03-27,0.101
02LA00070,02,A8486,04,84,e66,A6642,04,1.0,1,30,30,,,4,0,n,N,0327,86,8,2,1,8.3,1,1,A8900,04,84,30,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,67,1,68.5,178,1,2002-03-27,0.104
02LA00071,02,A8486,04,84,e66,A6642,04,1.0,1,30,30,,,4,0,n,N,0327,86,8,2,3,7.3,1,1,A8901,04,84,30,3,87,93,,8,,WEAK,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,9,2002-03-27,0.104
02LA00072,02,A8296,04,81,e12,A4203,04,1.0,1,30,71,,,4,0,y,F,0327,86,5,2,2,10.3,1,1,A8899,04,00,72,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,80,1,64.5,178,1,2002-03-27,0.042
02LA00073,02,K1313,64,00,52,K0150,64,2.0,2,05,05,CC,CC,1,0,y,H,0327,86,8,3,2,10.0,1,1,K2086,64,00,05,6,107,14,,,,4TEATS,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,1,2002-03-27,0.042
02LA00074,02,K1313,64,00,52,K0150,64,2.0,2,05,05,CC,CC,1,0,y,H,0327,86,8,3,2,10.7,1,1,K2085,64,00,05,,,,,,,4TEATS,,,.,J,1,....,,1,1,2,1,1,1.0,91,1,77.0,178,1,2002-03-27,0.042
02LA00075,02,K0102,64,62,02,K1196,64,4.0,4,06,06,,,1,7,y,G,0326,85,8,3,1,12.0,1,1,K2073,64,68,06,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,111,1,94.0,178,1,2002-03-26,0.029
02LA00076,02,K0102,64,62,02,K1196,64,4.0,4,06,06,,,1,7,y,G,0326,85,8,3,1,12.4,1,1,K2074,64,68,06,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,103,1,81.0,178,1,2002-03-26,0.029
02LA00077,02,K0444,64,60,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,3,1,11.8,1,1,K2076,64,68,06,,,,,,,4TEATS,,,.,J,2,....,,0,0,,1,1,1.0,87,1,61.5,178,1,2002-03-27,0.016
02LA00078,02,K0444,64,60,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,3,1,12.1,1,1,K2075,64,68,06,,,,,,,,,,.,J,1,....,,1,1,3,1,1,1.0,96,1,72.0,178,1,2002-03-27,0.016
02LA00079,02,K0444,64,60,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,3,2,9.5,1,1,,,68,06,1,,44,,,,,,,.,J,3,....,,0,0,,0,,,,0,0.0,0,,2002-03-27,0.016
02LA00080,02,K0254,64,62,04,K1450,64,4.0,4,06,06,,,1,7,n,G,0327,86,8,3,1,10.0,1,1,K2079,64,68,06,6,86,29,Z7797,+,,DEFORMED,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,1,2002-03-27,0.02
02LA00081,02,K0254,64,62,04,K1450,64,4.0,4,06,06,,,1,7,n,G,0327,86,8,3,2,12.4,1,1,K2078,64,68,06,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,99,1,81.5,178,1,2002-03-27,0.02
02LA00082,02,K0853,64,68,04,K1450,64,3.0,3,06,06,,,1,7,y,G,0327,86,9,3,1,12.7,1,1,K2081,64,68,06,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,91,1,68.0,178,1,2002-03-27,0.024
02LA00083,02,K0853,64,68,04,K1450,64,3.0,3,06,06,,,1,7,y,G,0327,86,9,3,3,10.8,1,1,K2082,64,68,06,3,87,93,,8,,,,,.,J,3,....,,0,0,,1,,,,0,0.0,0,9,2002-03-27,0.024
02LA00084,02,K0853,64,68,04,K1450,64,3.0,3,06,06,,,1,7,y,G,0327,86,9,3,2,11.7,1,1,K2080,64,68,06,,,,,,,4TEATS,,,.,J,1,....,,1,1,3,1,1,1.0,90,1,66.0,178,1,2002-03-27,0.024
02LA00085,02,K0719,64,68,06,K0714,64,3.0,3,06,06,,,1,7,y,G,0327,86,8,3,2,11.0,1,1,K2084,64,68,06,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,76,1,63.5,178,1,2002-03-27,0.046
02LA00086,02,K0719,64,68,06,K0714,64,3.0,3,06,06,,,1,7,y,G,0327,86,8,3,2,12.6,1,1,K2083,64,68,06,,,,,,"LTS,BAG OK",ENTR,,,.,J,1,....,,1,1,2,1,1,1.0,76,1,64.0,178,1,2002-03-27,0.046
02LA00087,02,K8967,63,00,51,K0269,64,6.0,6,05,05,CN,CC,1,0,y,H,0327,86,5,4,3,15.5,1,1,K2077,64,00,05,,,,,,,NICE,,,.,J,1,....,,1,1,1,1,1,1.0,103,1,91.5,178,1,2002-03-27,0.05
02LA00088,02,R0011,11,11,33,R1264,11,3.0,3,07,43,,,1,0,y,-,0327,86,8,4,2,11.0,1,1,R2975,11,18,07,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,77,1,65.5,178,1,2002-03-27,0.019
02LA00089,02,R0011,11,11,33,R1264,11,3.0,3,07,43,,,1,0,y,-,0327,86,8,4,2,10.0,1,1,R2974,11,18,07,,,,,,,,,,.,J,1,....,,1,1,2,1,1,1.0,81,1,65.5,178,1,2002-03-27,0.019
02LA00090,02,R0540,11,10,31,R2037,11,3.0,3,07,07,,,1,0,n,-,0327,86,9,2,2,8.7,1,1,R2971,11,18,07,,,,,,,ENTR,,,.,J,2,....,,0,0,,1,1,1.0,69,1,57.5,178,1,2002-03-27,0.023
02LA00091,02,R0540,11,10,31,R2037,11,3.0,3,07,07,,,1,0,n,-,0327,86,9,2,2,7.4,1,1,R2970,11,18,07,,,,,,,,,,.,J,1,....,,1,1,3,1,1,1.0,63,1,52.0,178,1,2002-03-27,0.023
02LA00092,02,R0540,11,10,31,R2037,11,3.0,3,07,07,,,1,0,n,-,0327,86,9,2,1,10.1,1,1,R2972,11,18,07,,,,A8310,-,,,,,.,J,3,....,,0,0,,1,1,0.5,91,1,77.0,178,1,2002-03-27,0.023
02LA00093,02,S5934,10,10,22,R1449,11,7.0,7,07,07,,,1,0,n,+,0327,86,8,4,1,11.6,1,1,R2976,11,18,07,6,95,19,,,,,,,.,J,1,....,,1,1,2,1,,,,0,0.0,0,1,2002-03-27,0.034
02LA00094,02,S5934,10,10,22,R1449,11,7.0,7,07,07,,,1,0,n,+,0327,86,8,4,2,9.7,1,1,R2977,11,18,07,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,89,1,81.5,178,1,2002-03-27,0.034
02LA00095,02,S9210,10,10,33,R1264,11,4.0,4,07,43,,,1,0,n,-,0327,86,5,2,2,9.8,1,1,R2973,11,18,07,,,,,,,,,,.,J,1,....,,1,1,1,1,1,1.0,81,1,69.5,178,1,2002-03-27,0.015
02LA00096,02,T6449,44,ID,43T,T7759,44,4.0,4,02,02,,,1,I,n,I,0327,86,8,3,1,11.1,1,1,T8773,44,ID,02,,,,,,NICE,,,,.,J,1,....,,1,1,2,1,1,1.0,89,1,75.0,178,1,2002-03-27,0.004
02LA00097,02,T6449,44,ID,43T,T7759,44,4.0,4,02,02,,,1,I,n,I,0327,86,8,3,2,9.7,1,1,T8774,44,ID,02,,,,,,,,,,.,J,2,....,,0,0,,1,1,1.0,75,1,58.0,178,1,2002-03-27,0.004
02LA00098,02,Z6227,81,97,972,00093,00,2.0,2,97,97,,,1,0,n,.,0327,86,8,3,2,10.0,6,1,Z7799,81,97,97,,,,,,,ENTR,,,.,J,2,....,,0,0,,1,1,1.0,76,1,0.0,0,H,2002-03-27,0.0
02LA00099,02,Z6227,81,97,972,00093,00,2.0,2,97,97,,,1,0,n,.,0327,86,8,3,2,8.6,6,1,Z7798,81,97,97,,,,,,,ENTR,,,.,J,1,....,,1,1,2,1,1,1.0,83,1,0.0,0,H,2002-03-27,0.0
02LA00100,02,Z7134,81,97,e74,K9434,63,1.0,1,97,91,,,4,0,y,.,0327,86,8,2,1,14.3,6,1,Z7796,81,00,99,,,,,,,NICE,,,.,J,1,....,,1,1,2,1,1,1.0,105,1,0.0,0,H,2002-03-27,0.0
02LA00101,02,Z7134,81,97,e74,K9434,63,1.0,1,97,91,,,4,0,y,.,0327,86,8,2,3,11.5,5,1,Z7797,81,00,99,3,91,93,K0254,-,,BOYD,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,9,2002-03-27,0.0
02LA00102,02,00022,00,00,60,T0000,44,2.0,2,92,02,,,1,1,y,X,0327,86,5,4,2,12.1,1,1,Z7803,81,00,00,,,,,,,,,,BLK,J,1,....,,1,1,1,1,1,1.0,100,1,86.5,178,1,2002-03-27,0.0
02LA00103,02, 8210,00,68,01,K0943,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,4,1,11.0,1,1,K2099,64,68,06,,,,,,,,,,.,J,3,....,,0,0,,1,1,1.0,93,1,83.0,178,1,2002-03-27,0.018
02LA00104,02, 8210,00,68,01,K0943,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,4,2,8.1,1,1,K2098,64,68,06,3,88,93,,8,,,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,9,2002-03-27,0.018
02LA00105,02, 8210,00,68,01,K0943,64,4.0,4,06,06,,,1,7,n,G,0327,86,9,4,2,9.0,1,1,K2097,64,68,06,,,,,,,,,,.,J,1,....,,1,1,3,1,1,1.0,86,1,70.0,178,1,2002-03-27,0.018
