UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TRT2,X2,BRWT,ABNL,DISP,ABLMB,X3,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
59LA00129,59,2,,0,69,198,2022,10,0,,1,2,22,1,07,,1,96,1,,0,2,,,,9797,17,+,,0,10,4179,1,11,,69,4,,,11.8,,1,,,1,1,1,1,0,0,1959-04-06
59LA00130,59,1,2342,0,69,218,2023,10,0,,1,2,,1,07,,1,117,5,,0,4,,,,,,,,0,10,4650,1,11,91,69,4,,,10.2,,,,&,1,1,1,1,1,10,1959-04-27
59LA00131,59,2,,0,69,228,2025,10,0,,1,2,,1,07,,1,107,1,,0,3,,,,,,,,0,10,3843,2,14,,69,4,,,4.8,,1,,,1,1,1,1,0,0,1959-04-17
59LA00132,59,1,2343,0,69,238,2027,10,0,,1,2,,1,07,,1,117,5,,0,3,,,,,,,,0,10,0120,1,91,91,69,4,,,10.0,,,,&,1,1,1,1,1,10,1959-04-27
59LA00133,59,2,2233,0,69,248,2028,10,0,,1,2,,1,07,,1,91,5,,0,5,,,,,,,,0,10,4073,1,11,81,69,4,,,10.6,,,,&,1,1,1,1,1,10,1959-04-01
59LA00134,59,2,2267,0,69,258,2031,10,0,,1,2,,1,07,,1,97,5,,0,4,,,,,,,,0,10,2805,2,14,89,69,4,,,10.4,,,,&,1,1,1,1,1,10,1959-04-07
59LA00135,59,1,2234,0,69,268,2035,10,0,,1,2,,1,07,,1,91,5,1,0,4,,,,,,,,0,10,3829,2,14,92,69,4,,,12.0,,,,&,1,1,1,1,1,10,1959-04-01
59LA00136,59,1,2325,5,00,288,2037,10,0,,1,2,,1,04,2,1,147,5,,0,3,,,,,,,,0,48,0000,,61,73,69,0,,,11.6,,,,&,1,1,1,1,1,10,1959-05-27
59LA00137,59,,,0,69,288,2037,10,0,,1,2,,,07,1,,147,-,,0,,,,,,,,,0,10,2775,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1959-05-27
59LA00138,59,2,2307,5,00,298,2040,10,0,,1,2,,1,04,2,1,136,8,,0,4,,,,,,,,0,48,0000,,61,66,69,0,,,11.4,,,,&,1,1,1,2,1,10,1959-05-16
59LA00139,59,,,0,69,298,2040,10,0,,1,2,,,07,1,,136,-,,0,,,,,,,,,0,10,3455,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1959-05-16
59LA00140,59,1,2308,5,00,298,2040,10,0,,1,2,,1,04,2,1,136,8,,230,4,,,,,,,,0,48,0000,,61,,69,0,,,11.6,,7,,&,2,1,1,2,1,0,1959-05-16
59LA00141,59,1,2268,0,69,328,2041,10,0,,1,2,,1,07,,1,97,5,1,0,3,,,,,,,,0,10,4657,1,11,70,69,4,,,10.0,,,,&,1,1,1,1,1,10,1959-04-07
59LA00142,59,1,2301,0,69,348,2043,10,0,,1,2,,1,07,,1,102,8,,104,3,,,,9868,17,+,,0,10,4978,1,11,,69,4,,,8.2,,6,,&,1,1,1,2,1,0,1959-04-12
59LA00143,59,2,2302,0,69,348,2043,10,0,,1,2,,1,07,,1,102,8,,124,3,,,,,,,,0,10,4978,1,11,,69,4,,,11.0,,6,,&,2,1,1,2,1,0,1959-04-12
59LA00144,59,2,2281,0,69,358,2047,10,0,,1,2,,1,07,,1,100,5,,0,3,,,,,,,,0,10,3327,2,14,75,69,4,,,10.4,,,,&,1,1,1,1,1,10,1959-04-10
