UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TRT2,X2,BRWT,ABNL,DISP,ABLMB,X3,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
59LA01104,59,1,9928,3,65,620,6543,17,3,,1,8,,1,07,,1,99,8,,0,3,,,,,,,,7,17,4687,1,11,79,62,5,,,11.0,1,,01,&,1,1,1,2,1,10,1959-04-09
59LA01105,59,1,9929,3,65,620,6543,17,3,,1,8,,1,07,,1,99,8,,0,3,,,,,,,,7,17,4687,1,11,77,62,5,,,10.2,,,,&,2,1,1,2,1,10,1959-04-09
59LA01106,59,3,2245,5,00,000,6568,17,3,,1,8,,1,00,3,1,11,5,,0,2,,,,,,,,7,48,0000,,00,110,62,0,,,9.0,,,,&,1,1,1,1,1,10,1959-01-11
59LA01107,59,1,0027,3,70,720,6604,17,3,,1,8,,1,07,,1,104,8,1,0,4,,,02,,,,,7,18,8791,3,17,67,70,2,,,12.0,,,,&,1,1,1,2,1,10,1959-04-14
59LA01108,59,1,0028,3,70,720,6604,17,3,,1,8,,1,07,,1,104,8,1,0,4,,,02,,,,,7,18,8791,3,17,68,70,2,,,10.2,,,,&,2,1,1,2,1,10,1959-04-14
59LA01109,59,2,0021,3,70,730,6611,17,3,,1,8,,1,07,,1,104,5,2,0,4,,,01,,,,,7,18,9072,3,17,82,70,2,,,12.0,,,,&,1,1,1,1,1,10,1959-04-14
59LA01110,59,1,9826,3,70,710,6618,17,3,,1,8,,1,07,,1,96,8,2,0,4,,,02,,,,,7,17,7166,3,17,67,70,2,,,11.0,,,,&,1,1,1,2,1,10,1959-04-06
59LA01111,59,2,9827,3,70,710,6618,17,3,,1,8,,1,07,,2,96,8,2,0,4,,,02,,,,,7,17,7166,3,17,56,70,2,,,10.2,,,,&,2,1,1,2,1,10,1959-04-06
59LA01112,59,1,9903,3,70,720,6634,17,3,,1,8,,1,07,,1,98,5,3,0,4,,,00,,,,,7,17,8791,3,17,104,70,2,,,13.2,,,,&,1,1,1,1,1,10,1959-04-08
59LA01113,59,2,9861,3,70,730,6647,17,3,,1,8,,1,07,,1,97,5,1,0,4,,,02,,,,,7,17,9072,3,17,78,70,2,,,10.6,,,,&,1,1,1,1,1,10,1959-04-07
59LA01114,59,2,,3,70,730,6662,17,3,,1,8,,,07,,,91,4,3,0,2,,,00,,,,,7,17,9072,3,17,,70,2,,,5.8,,1,,,1,1,1,2,0,0,1959-04-01
59LA01115,59,2,,3,70,730,6662,17,3,,1,8,,,07,,,91,4,3,0,2,,,00,,,,,7,17,9072,3,17,,70,2,,,6.4,,1,,,2,1,1,2,0,0,1959-04-01
59LA01116,59,1,9723,3,70,720,6667,17,3,,1,8,,1,07,,1,92,8,2,0,4,,,00,,,,,7,17,8791,3,17,66,70,2,,,9.8,,,,&,1,1,1,2,1,10,1959-04-02
59LA01117,59,2,9724,3,70,720,6667,17,3,,1,8,,1,07,,1,92,8,2,0,4,,,00,,,,,7,17,8791,3,17,75,70,2,,,8.4,,,,&,2,1,1,2,1,10,1959-04-02
59LA01118,59,2,9990,3,65,630,6677,17,3,,1,8,,1,07,,3,102,5,,0,3,,,,,,,,7,17,1857,2,14,65,62,5,,,10.8,,,,&,1,1,1,1,1,10,1959-04-12
59LA01119,59,1,9700,3,70,710,6682,17,3,,1,8,,1,07,,1,91,8,1,0,4,,,00,,,,,7,17,7166,3,17,70,70,2,,,9.0,,,,&,1,1,1,2,1,10,1959-04-01
59LA01120,59,2,9701,3,70,710,6682,17,3,,1,8,,1,07,,1,91,8,1,0,4,,,00,,,,,7,17,7166,3,17,75,70,2,,,8.8,,,,&,2,1,1,2,1,10,1959-04-01
59LA01121,59,2,9955,3,65,640,6716,17,3,,1,8,,1,07,,1,100,5,,0,5,,,,,,,,7,17,3136,2,14,81,62,5,,,12.6,,,,&,1,1,1,1,1,10,1959-04-10
59LA01122,59,1,9639,3,65,560,6759,17,3,,1,8,,1,07,,1,88,8,,0,4,,,,,,,,7,17,5028,1,11,74,62,5,,,10.2,,,,&,1,1,1,2,1,10,1959-03-29
59LA01123,59,2,9640,3,65,560,6759,17,3,,1,8,,1,07,,1,88,8,,0,4,,,,,,,,7,17,5028,1,11,72,62,5,,,8.4,,,,&,2,1,1,2,1,10,1959-03-29
59LA01124,59,1,9633,3,65,700,6760,17,3,,1,8,,1,07,,1,88,8,,0,4,,,,,,,,7,17,3891,2,14,81,62,5,,,9.4,,,,&,1,1,1,2,1,10,1959-03-29
59LA01125,59,1,9634,3,65,700,6760,17,3,,1,8,,1,07,,1,88,8,,0,4,,,,,,,,7,17,3891,2,14,77,62,5,,,8.0,,,,&,2,1,1,2,1,10,1959-03-29
59LA01126,59,2,9799,3,70,720,6804,17,3,,1,8,,1,07,,1,95,8,1,0,3,,,02,,,,,7,17,8791,3,17,60,70,2,,,8.6,,,,&,1,1,1,2,1,10,1959-04-05
59LA01127,59,1,9800,3,70,720,6804,17,3,,1,8,,1,07,,1,95,8,1,0,3,,,02,,,,,7,17,8791,3,17,63,70,2,,,9.4,,,,&,2,1,1,2,1,10,1959-04-05
59LA01128,59,1,9661,3,70,730,6820,17,3,,1,8,,1,07,,2,89,7,2,0,5,,,02,,,,,7,17,9072,3,17,94,70,2,,,9.6,,,,&,1,1,1,2,1,10,1959-03-30
59LA01129,59,2,,3,70,730,6820,17,3,,1,8,,1,07,,2,89,7,2,0,5,,,02,,,,,7,17,9072,3,17,,70,2,,,9.4,,1,,,2,1,1,2,0,0,1959-03-30
59LA01130,59,1,9760,3,70,710,6913,17,3,,1,7,,1,07,,1,94,8,3,0,4,,,01,,,,,7,17,7166,3,17,79,70,2,,,12.0,,,,&,1,1,1,2,1,10,1959-04-04
59LA01131,59,1,9761,3,70,710,6913,17,3,,1,7,,1,07,,1,94,8,3,0,4,,,01,,,,,7,17,7166,3,17,65,70,2,,,9.0,,,,&,2,1,1,2,1,10,1959-04-04
59LA01132,59,1,0040,3,72,805,6917,17,3,,1,7,04,1,07,,1,105,5,,0,3,,,00,,,,1,7,18,8954,3,17,95,71,3,,,12.2,,,,&,1,1,1,1,1,10,1959-04-15
59LA01133,59,2,9811,3,72,939,6923,17,3,,1,7,,9,07,,1,96,8,,0,4,,,01,,,,,7,17,8953,3,17,63,71,3,,,10.2,,,,&,1,1,1,2,1,10,1959-04-06
59LA01134,59,1,9812,3,72,939,6923,17,3,,1,7,,1,07,,1,96,8,,0,4,,,01,,,,,7,17,8953,3,17,78,71,3,,,9.6,,,,&,2,1,1,2,1,10,1959-04-06
59LA01135,59,1,9875,3,72,969,6933,17,3,,1,7,,1,07,,1,98,8,,0,4,,,08,,,,,7,17,8825,3,17,67,71,3,,,9.4,,,,&,1,1,1,2,1,10,1959-04-08
59LA01136,59,2,9876,3,72,969,6933,17,3,,1,7,,1,07,,1,98,8,,124,4,,,08,,,,,7,17,8825,3,17,,71,3,,,8.2,,2,,&,2,1,1,2,1,0,1959-04-08
59LA01137,59,1,9865,3,70,720,6934,17,3,,1,7,,1,07,,1,98,8,3,0,4,,,08,,,,,7,17,8791,3,17,80,70,2,,,10.2,,,,&,1,1,1,2,1,10,1959-04-08
59LA01138,59,1,9866,3,70,720,6934,17,3,,1,7,,1,07,,1,98,8,3,0,4,,,08,,,,,7,17,8791,3,17,74,70,2,,,10.6,,,,&,2,1,1,2,1,10,1959-04-08
59LA01139,59,2,9973,3,72,979,6951,17,3,,1,7,,1,07,,1,101,5,,0,3,,,02,,,,,7,17,8919,3,17,51,71,3,,,13.2,,,,&,1,1,1,1,1,10,1959-04-11
59LA01140,59,2,,3,70,730,6957,17,3,,1,7,,1,07,,1,97,1,1,0,4,,,02,9849,17,+,,7,17,9072,3,17,,70,2,,,7.8,,1,,,1,1,1,1,0,0,1959-04-07
59LA01141,59,2,0050,3,65,590,6959,17,3,,1,7,,1,07,,1,105,5,,0,3,,,,,,,,7,18,4585,1,11,90,62,5,,,12.4,2,,16,&,1,1,1,1,1,10,1959-04-15
59LA01142,59,1,9650,3,70,710,6985,17,3,,1,7,11,1,07,,1,89,8,2,0,4,,,01,,,,,7,17,7166,3,17,91,70,2,,,9.6,,,,&,1,1,1,2,1,10,1959-03-30
59LA01143,59,1,9651,3,70,710,6985,17,3,,1,7,,1,07,,1,89,8,2,0,4,,,01,1835,10,-,,7,17,7166,3,17,93,70,2,,,10.4,,,,&,2,1,1,2,1,10,1959-03-30
59LA01144,59,1,9813,3,65,570,6995,17,3,,1,7,,1,07,,1,96,8,,0,3,,,,,,,,7,17,5017,1,11,95,62,5,,,11.6,,,04,&,1,1,1,2,1,10,1959-04-06
59LA01145,59,1,9814,3,65,570,6995,17,3,,1,7,,1,07,,1,96,8,,0,3,,,,,,,,7,17,5017,1,11,76,62,5,,,11.6,,,04,&,2,1,1,2,1,10,1959-04-06
59LA01146,59,2,0025,3,72,825,7009,17,3,,1,7,,1,07,,1,104,8,,0,3,,,01,,,,1,7,18,9035,3,17,52,71,3,,,8.4,,,,&,1,1,1,2,1,10,1959-04-14
59LA01147,59,2,0026,3,72,825,7009,17,3,,1,7,,1,07,,1,104,8,,0,3,,,01,,,,1,7,18,9035,3,17,57,71,3,,,8.2,,,,&,2,1,1,2,1,10,1959-04-14
59LA01148,59,2,9659,3,65,620,7011,17,3,,1,7,,2,07,,1,89,5,,0,4,,,,,,,,7,17,4687,1,11,87,62,5,,,11.6,,,,&,1,1,1,1,1,10,1959-03-30
59LA01149,59,1,9889,3,65,560,7013,17,3,,1,7,,1,07,,1,98,8,,0,3,,,,,,,,7,17,5028,1,11,89,62,5,,,9.8,,,,&,1,1,1,2,1,10,1959-04-08
59LA01150,59,2,9890,3,65,560,7013,17,3,,1,7,,1,07,,1,98,8,,0,3,,,,0555,14,-,,7,17,5028,1,11,84,62,5,,,8.0,,,,&,2,1,1,2,1,10,1959-04-08
59LA01151,59,1,9938,3,72,835,7062,17,3,,1,7,,1,07,,1,100,8,,0,3,,,07,,,,1,7,17,9070,3,17,73,71,3,,,10.4,,,,&,1,1,1,2,1,10,1959-04-10
59LA01152,59,2,9939,3,72,835,7062,17,3,,1,7,,1,07,,1,100,8,,0,3,,,07,,,,1,7,17,9070,3,17,59,71,3,,,9.8,,,,&,2,1,1,2,1,10,1959-04-10
59LA01153,59,1,9687,3,70,720,7087,17,3,,1,7,,1,07,,1,91,8,2,0,5,,,00,,,,,7,17,8791,3,17,84,70,2,,,13.2,,,,&,1,1,1,2,1,10,1959-04-01
59LA01154,59,1,9688,3,70,720,7087,17,3,,1,7,,1,07,,1,91,8,2,0,5,,,00,,,,,7,17,8791,3,17,84,70,2,,,11.6,,,,&,2,1,1,2,1,10,1959-04-01
59LA01155,59,2,9878,3,72,845,7113,17,3,,1,7,,1,07,,1,98,5,,0,4,,,03,,,,1,7,17,8868,3,17,84,71,3,,,13.2,,,,&,1,1,1,1,1,10,1959-04-08
59LA01156,59,,,3,70,730,7119,17,3,,1,7,,,07,,,69,-,3,0,,,,04,,,,,7,17,9072,3,17,,70,2,,,0.0,,,,,1,1,0,0,0,0,1959-03-10
59LA01157,59,2,0058,3,65,680,7123,17,3,,1,7,,1,07,,1,106,5,,0,2,,,,,,,,7,18,3198,2,14,73,62,5,,,10.0,,,,&,1,1,1,1,1,10,1959-04-16
59LA01158,59,1,9672,3,70,710,7129,17,3,,1,7,,1,07,,1,90,5,1,0,3,,,02,,,,,7,17,7166,3,17,96,70,2,,,11.2,,,,&,1,1,1,1,1,10,1959-03-31
59LA01159,59,2,0053,3,65,630,7155,17,3,,1,6,,1,07,,1,106,8,,0,4,,,,,,,,7,18,1857,2,14,74,62,5,,,9.2,,,,&,1,1,1,2,1,10,1959-04-16
59LA01160,59,1,0054,3,65,630,7155,17,3,,1,6,,1,07,,1,106,8,,0,4,,,,,,,,7,18,1857,2,14,81,62,5,,,9.8,,,,&,2,1,1,2,1,10,1959-04-16
59LA01161,59,1,9856,3,65,620,7156,17,3,,1,6,,1,07,,2,97,8,,0,3,,,,,,,,7,17,4687,1,11,82,62,5,,,10.0,,,,&,1,1,1,2,1,10,1959-04-07
59LA01162,59,2,9857,3,65,620,7156,17,3,,1,6,,1,07,,2,97,8,,0,3,,,,,,,,7,17,4687,1,11,59,62,5,,,9.0,,,,&,2,1,1,2,1,10,1959-04-07
59LA01163,59,1,0007,3,72,989,7158,17,3,,1,6,07,1,07,,1,103,8,,0,3,,,00,,,,,7,18,8983,3,17,95,71,3,,,10.0,,,,&,1,1,1,2,1,10,1959-04-13
59LA01164,59,2,0008,3,72,989,7158,17,3,,1,6,,1,07,,1,103,8,,120,3,,,00,,,,,7,18,8983,3,17,,71,3,,,9.2,,2,,&,2,1,1,2,1,0,1959-04-13
59LA01165,59,2,9850,3,70,720,7178,17,3,,1,6,,1,07,,3,97,7,1,0,5,,,00,9822,17,+,,7,17,8791,3,17,55,70,2,,,9.6,,,,&,1,1,1,2,1,10,1959-04-07
59LA01166,59,2,,3,70,720,7178,17,3,,1,6,,1,07,,1,97,7,1,0,5,,,00,,,,,7,17,8791,3,17,,70,2,,,8.4,,1,,,2,1,1,2,0,0,1959-04-07
59LA01167,59,1,9783,3,65,670,7180,17,3,,1,6,,1,07,,1,95,8,,0,4,,,,,,,,7,17,2928,2,14,78,62,5,,,10.4,,,,&,1,1,1,2,1,10,1959-04-05
59LA01168,59,1,9784,3,65,670,7180,17,3,,1,6,,1,07,,1,95,8,,0,4,,,,,,,,7,17,2928,2,14,93,62,5,,,11.2,,,,&,2,1,1,2,1,10,1959-04-05
59LA01169,59,1,9774,3,72,909,7208,17,3,,1,6,,2,07,,1,94,8,,0,5,,,07,,,,,7,17,8790,3,17,84,71,3,,,12.6,,,,&,1,1,1,2,1,10,1959-04-04
59LA01170,59,2,9775,3,72,909,7208,17,3,,1,6,,1,07,,1,94,8,,0,5,,,07,,,,,7,17,8790,3,17,67,71,3,,,10.0,,,,&,2,1,1,2,1,10,1959-04-04
59LA01171,59,2,9992,3,70,730,7221,17,3,,1,6,,1,07,,1,102,8,2,0,4,,,05,,,,,7,17,9072,3,17,52,70,2,,,9.8,,,,&,1,1,1,2,1,10,1959-04-12
59LA01172,59,2,9993,3,70,730,7221,17,3,,1,6,,1,07,,1,102,8,2,0,4,,,05,,,,,7,17,9072,3,17,72,70,2,,,8.8,,,,&,2,1,1,2,1,10,1959-04-12
59LA01173,59,2,9748,3,70,710,7230,17,3,,1,6,,1,07,,1,93,8,3,0,4,,,01,,,,,7,17,7166,3,17,75,70,2,,,8.8,,,,&,1,1,1,2,1,10,1959-04-03
59LA01174,59,2,9749,3,70,710,7230,17,3,,1,6,,1,07,,1,93,8,3,0,4,,,01,,,,,7,17,7166,3,17,83,70,2,,,10.4,,,,&,2,1,1,2,1,10,1959-04-03
59LA01175,59,2,9917,3,70,720,7248,17,3,,1,6,,1,07,,1,99,8,3,0,4,,,02,,,,,7,17,8791,3,17,64,70,2,,,10.2,,,,&,1,1,1,2,1,10,1959-04-09
59LA01176,59,1,9918,3,70,720,7248,17,3,,1,6,,1,07,,1,99,8,3,0,4,,,02,,,,,7,17,8791,3,17,87,70,2,,,10.4,,,,&,2,1,1,2,1,10,1959-04-09
59LA01177,59,1,0036,3,72,929,7251,17,3,,1,6,,1,07,,1,105,5,,0,4,,,01,,,,,7,18,8897,3,17,101,71,3,,,11.4,,,,&,1,1,1,1,1,10,1959-04-15
59LA01178,59,1,9817,3,70,730,7255,17,3,,1,6,,1,07,,1,96,7,1,0,2,,,08,,,,,7,17,9072,3,17,84,70,2,,,8.6,,,,&,1,1,1,2,1,10,1959-04-06
59LA01179,59,1,,3,70,730,7255,17,3,,1,6,,3,07,,1,96,7,1,0,2,,,08,,,,,7,17,9072,3,17,,70,2,,,7.4,,1,,,2,1,1,2,0,0,1959-04-06
59LA01180,59,,,3,65,660,7286,17,3,,1,6,,,07,,,127,-,,0,,,,,,,,,7,17,3963,2,14,,62,5,,,0.0,,,,,1,1,0,0,0,0,1959-05-07
59LA01181,59,1,0067,3,65,650,7299,17,3,,1,6,,1,07,,1,109,5,,0,4,,,,,,,,7,18,4033,2,14,86,62,5,,,12.2,,,,&,1,1,1,1,1,10,1959-04-19
59LA01182,59,2,9780,3,72,919,7313,17,3,,1,6,,1,07,,1,94,5,,0,4,,,01,,,,,7,17,8815,3,17,94,71,3,,,11.4,,,,&,1,1,1,1,1,10,1959-04-04
59LA01183,59,2,9984,3,70,710,7330,17,3,,1,6,,1,07,,1,102,8,2,0,5,,,01,,,,,7,17,7166,3,17,79,70,2,,,9.2,,,,&,1,1,1,2,1,10,1959-04-12
59LA01184,59,1,9985,3,70,710,7330,17,3,,1,6,,1,07,,1,102,8,2,0,5,,,01,,,,,7,17,7166,3,17,51,70,2,,,10.4,,,,&,2,1,1,2,1,10,1959-04-12
59LA01185,59,1,9694,3,70,720,7331,17,3,,1,6,10,1,07,,1,91,5,2,0,4,,,04,,,,,7,17,8791,3,17,90,70,2,,,11.0,,,,&,1,1,1,1,1,10,1959-04-01
59LA01186,59,2,9725,3,70,730,7336,17,3,,1,6,,1,07,,2,92,8,3,0,4,,,00,,,,,7,17,9072,3,17,68,70,2,,,8.6,,,,&,1,1,1,2,1,10,1959-04-02
59LA01187,59,2,9726,3,70,730,7336,17,3,,1,6,,1,07,,1,92,8,3,0,4,,,00,,,,,7,17,9072,3,17,81,70,2,,,10.2,,,,&,2,1,1,2,1,10,1959-04-02
59LA01188,59,,,3,72,895,7343,17,3,,1,6,,,07,,,127,-,,0,,,,00,,,,1,7,17,9069,3,17,,71,3,,,0.0,,,,,1,1,0,0,0,0,1959-05-07
59LA01189,59,2,9698,3,70,710,7352,17,3,,1,6,,1,07,,1,91,8,1,0,4,,,01,,,,,7,17,7166,3,17,87,70,2,,,11.2,,,,&,1,1,1,2,1,10,1959-04-01
59LA01190,59,1,9699,3,70,710,7352,17,3,,1,6,,1,07,,1,91,8,1,0,4,,,01,,,,,7,17,7166,3,17,92,70,2,,,11.2,,,,&,2,1,1,2,1,10,1959-04-01
59LA01191,59,1,9779,3,65,590,7392,17,3,,1,6,,1,07,,1,94,5,,230,4,,,,,,,,7,17,4585,1,11,,62,5,,,13.6,2,7,16,&,1,1,1,1,1,0,1959-04-04
59LA01192,59,2,0004,3,70,720,7395,17,3,,1,6,,1,07,,1,103,5,1,0,5,,,01,,,,,7,18,8791,3,17,92,70,2,,,15.2,,,,&,1,1,1,1,1,10,1959-04-13
59LA01193,59,1,9802,3,70,730,7396,17,3,,1,6,,1,07,,2,95,8,2,0,5,,,03,,,,,7,17,9072,3,17,63,70,2,,,7.4,,,,&,1,1,1,2,1,10,1959-04-05
59LA01194,59,1,9803,3,70,730,7396,17,3,,1,6,,1,07,,2,95,8,2,0,5,,,03,,,,,7,17,9072,3,17,76,70,2,,,8.8,,,,&,2,1,1,2,1,10,1959-04-05
59LA01195,59,2,0017,3,70,730,7398,17,3,,1,6,,1,07,,1,103,5,1,0,4,,,03,,,,,7,18,9072,3,17,95,70,2,,,12.2,,,,&,1,1,1,1,1,10,1959-04-13
59LA01196,59,2,9932,3,65,670,7403,17,3,,1,6,04,1,07,,1,99,5,,0,3,,,,,,,,7,17,2928,2,14,81,62,5,,,13.4,,,,&,1,1,1,1,1,10,1959-04-09
59LA01197,59,1,9906,3,70,720,7408,17,3,,1,6,,1,07,,1,99,8,3,0,4,,,05,,,,,7,17,8791,3,17,83,70,2,,,12.2,,,,&,1,1,1,2,1,10,1959-04-09
59LA01198,59,2,9907,3,70,720,7408,17,3,,1,6,,1,07,,1,99,8,3,0,4,,,05,,,,,7,17,8791,3,17,56,70,2,,,11.0,,,,&,2,1,1,2,1,10,1959-04-09
59LA01199,59,2,9791,3,72,885,7426,17,3,,1,6,,1,07,,1,95,5,,0,4,,,02,,,,1,7,17,9064,3,17,71,71,3,,,12.2,,,,&,1,1,1,1,1,10,1959-04-05
59LA01200,59,2,9832,3,72,949,7433,17,3,,1,6,11,1,07,,1,96,5,,0,4,,,13,,,,,7,17,8990,3,17,88,71,3,,,10.0,,,,&,1,1,1,1,1,10,1959-04-06
59LA01201,59,2,9809,3,65,590,7435,17,3,,1,6,,1,07,,1,96,8,,0,4,,,,,,,,7,17,4585,1,11,59,62,5,,,9.6,,,,&,1,1,1,2,1,10,1959-04-06
59LA01202,59,2,9810,3,65,590,7435,17,3,,1,6,,1,07,,1,96,8,,0,4,,,,,,,,7,17,4585,1,11,61,62,5,,,9.0,,,,&,2,1,1,2,1,10,1959-04-06
59LA01203,59,2,9963,3,65,660,7437,17,3,,1,6,,1,07,,1,101,5,,0,4,,,,,,,,7,17,3963,2,14,62,62,5,,,10.2,,,,&,1,1,1,1,1,10,1959-04-11
59LA01204,59,2,9977,3,65,690,7460,17,3,,1,6,,1,07,,1,102,8,,230,4,,,,,,,,7,17,2933,2,14,,62,5,,,8.0,,7,,&,1,1,1,2,1,0,1959-04-12
59LA01205,59,1,9978,3,65,690,7460,17,3,,1,6,,1,07,,1,102,8,,0,4,,,,,,,,7,17,2933,2,14,69,62,5,,,9.0,,,,&,2,1,1,2,1,10,1959-04-12
59LA01206,59,1,0064,3,70,710,7463,17,3,,1,6,,1,07,,2,107,8,3,0,3,,,02,0750,41,-,,7,18,7166,3,17,67,70,2,,,11.2,,,,&,1,1,1,2,1,10,1959-04-17
59LA01207,59,1,0065,3,70,710,7463,17,3,,1,6,,1,07,,2,107,8,3,0,3,,,02,,,,,7,18,7166,3,17,90,70,2,,,12.0,,,,&,2,1,1,2,1,10,1959-04-17
59LA01208,59,2,0070,3,72,875,7465,17,3,,1,6,,1,07,,1,109,5,,0,4,,,02,,,,1,7,18,8964,3,17,86,71,3,,,11.4,,,,&,1,1,1,1,1,10,1959-04-19
59LA01209,59,,,3,72,865,7471,17,3,,1,6,,,07,,,99,-,,0,,,,02,,,,1,7,17,8944,3,17,,71,3,,,0.0,,,,,1,1,0,0,0,0,1959-04-09
59LA01210,59,2,9846,3,70,710,7487,17,3,,1,6,,1,07,,1,97,8,2,0,4,,,02,,,,,7,17,7166,3,17,74,70,2,,,11.0,,,,&,1,1,1,2,1,10,1959-04-07
59LA01211,59,1,9847,3,70,710,7487,17,3,,1,6,,1,07,,1,97,8,2,0,4,,,02,,,,,7,17,7166,3,17,65,70,2,,,9.6,,,,&,2,1,1,2,1,10,1959-04-07
59LA01212,59,2,9904,3,70,720,7509,17,3,,1,6,,1,07,,1,99,8,2,0,5,,,01,,,,,7,17,8791,3,17,67,70,2,,,9.6,,,,&,1,1,1,2,1,10,1959-04-09
59LA01213,59,1,9905,3,70,720,7509,17,3,,1,6,,1,07,,1,99,8,2,161,5,,,01,,,,,7,17,8791,3,17,,70,2,,,9.0,,6,,&,2,1,1,2,1,0,1959-04-09
59LA01214,59,1,9695,3,70,730,7510,17,3,,1,6,,1,07,,1,91,5,3,0,3,,,01,,,,,7,17,9072,3,17,99,70,2,,,10.0,,,,&,1,1,1,1,1,10,1959-04-01
59LA01215,59,2,0042,3,65,700,7518,17,3,,1,6,,1,07,,1,105,8,,0,4,,,,,,,,7,18,3891,2,14,73,62,5,,,8.0,1,,06,&,1,1,1,2,1,10,1959-04-15
59LA01216,59,2,0043,3,65,700,7518,17,3,,1,6,,1,07,,1,105,8,,0,4,,,,,,,,7,18,3891,2,14,67,62,5,,,6.8,,,,&,2,1,1,2,1,10,1959-04-15
59LA01217,59,2,9750,3,65,650,7519,17,3,,1,6,09,1,07,,1,93,8,,230,4,,,,,,,,7,17,4033,2,14,,62,5,,,10.4,,7,,&,1,1,1,2,1,0,1959-04-03
59LA01218,59,2,9751,3,65,650,7519,17,3,,1,6,,1,07,,1,93,8,,0,4,,,,,,,,7,17,4033,2,14,88,62,5,,,12.0,,,,&,2,1,1,2,1,10,1959-04-03
59LA01219,59,2,9913,3,72,855,7528,17,3,,1,6,,1,07,,1,99,5,,0,4,,,01,,,,1,7,17,8926,3,17,84,71,3,,,12.8,,,,&,1,1,1,1,1,10,1959-04-09
59LA01220,59,2,9712,3,66,700,7537,17,3,,1,5,,1,07,,3,92,8,,0,3,,,,,,,,7,17,3891,2,14,60,65,5,,,11.6,,,,&,1,1,1,2,1,10,1959-04-02
59LA01221,59,2,9713,3,66,700,7537,17,3,,1,5,,1,07,,3,92,8,,0,3,,,,,,,,7,17,3891,2,14,68,65,5,,,10.4,,,,&,2,1,1,2,1,10,1959-04-02
59LA01222,59,1,9848,3,65,570,7538,17,3,,1,5,04,3,07,,1,97,8,,0,3,,,,,,,,7,17,5017,1,11,71,62,5,,,9.4,,,,&,1,1,1,2,1,10,1959-04-07
59LA01223,59,1,9849,3,65,570,7538,17,3,,1,5,,1,07,,1,97,8,,0,3,,,,6957,17,-,,7,17,5017,1,11,80,62,5,,,10.0,,,,&,2,1,1,2,1,10,1959-04-07
59LA01224,59,1,9738,3,70,710,7541,17,3,,1,5,,1,07,,1,93,8,1,0,4,,,,,,,,7,17,7166,3,17,72,70,2,,,10.6,,,,&,1,1,1,2,1,10,1959-04-03
59LA01225,59,1,9739,3,70,710,7541,17,3,,1,5,,1,07,,1,93,8,1,0,4,,,,,,,,7,17,7166,3,17,89,70,2,,,10.6,,,,&,2,1,1,2,1,10,1959-04-03
59LA01226,59,2,9930,3,72,845,7542,17,3,,1,5,,1,07,,1,99,8,,0,4,,,,,,,1,7,17,8868,3,17,78,72,3,,,9.0,,,,&,1,1,1,2,1,10,1959-04-09
59LA01227,59,2,9931,3,72,845,7542,17,3,,1,5,,1,07,,1,99,8,,0,4,,,,,,,1,7,17,8868,3,17,64,72,3,,,9.2,,,,&,2,1,1,2,1,10,1959-04-09
59LA01228,59,1,9705,3,65,600,7547,17,3,,1,5,,1,07,,1,91,6,,0,4,,,,,,,,7,17,4668,1,11,95,62,5,,,9.4,,,,&,1,1,1,2,1,10,1959-04-01
59LA01229,59,,,3,65,600,7547,17,3,,1,5,,,07,,,91,6,,0,4,,,,,,,,7,17,4668,1,11,,62,5,,,0.0,,0,,,2,1,1,2,0,0,1959-04-01
59LA01230,59,2,9841,3,66,580,7551,17,3,,1,5,,1,07,,1,97,8,,0,4,,,,,,,,7,17,4610,1,11,74,65,5,,,10.2,,,,&,1,1,1,2,1,10,1959-04-07
59LA01231,59,1,9842,3,66,580,7551,17,3,,1,5,,1,07,,1,97,8,,0,4,,,,,,,,7,17,4610,1,11,58,65,5,,,8.4,,,,&,2,1,1,2,1,10,1959-04-07
59LA01232,59,1,,3,65,700,7555,17,3,,1,5,,1,07,,1,91,1,,0,4,,,,4660,14,+,,7,17,3891,2,14,,62,5,,,6.8,,1,,,1,1,1,1,0,0,1959-04-01
59LA01233,59,1,9972,3,70,720,7573,17,3,,1,5,,1,07,,1,101,5,1,0,4,,,,,,,,7,17,8791,3,17,85,70,2,,,12.2,,,,&,1,1,1,1,1,10,1959-04-11
59LA01234,59,1,9674,3,70,730,7577,17,3,,1,5,,1,07,,1,90,8,2,0,5,,,,,,,,7,17,9072,3,17,65,70,2,,,9.2,,,,&,1,1,1,2,1,10,1959-03-31
59LA01235,59,2,9675,3,70,730,7577,17,3,,1,5,,1,07,,2,90,8,2,0,5,,,,,,,,7,17,9072,3,17,59,70,2,,,8.4,,,,&,2,1,1,2,1,10,1959-03-31
59LA01236,59,2,9940,3,65,690,7585,17,3,,1,5,,1,07,,1,100,8,,0,5,,,,,,,,7,17,2933,2,14,74,62,5,,,10.0,,,,&,1,1,1,2,1,10,1959-04-10
