UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,STMD,LTRT,Y5A,SERIES,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,TRT2,FONO,FOPU,TRT3,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT4,CDNO,YR
79LA00017,1979-05-16,2,X4852,79,,00,703,P1541,01,30,,,,70,0,5,80,2,1,136,8,,139,2,,6,,,&,,00000,97,0,0,70,0,1,21,0,0,68,0,,,2,79
79LA00018,1979-03-31,2,P8519,01,1,71,713,P1562,01,30,,1,,70,0,1,30,,1,90,5,,0,3,,,,,,,P7068,01,1,84,71,,1,,1,1,106,10,,,1,79
79LA00019,,,,01,1,70,701,P1700,01,30,,,,70,0,,30,,,,,,0,,,,,,,,P5939,01,1,0,70,,0,,0,0,,0,,,1,79
79LA00020,1979-04-11,2,P8772,01,1,71,713,P1721,01,30,,1,,70,0,1,30,,1,101,8,,0,3,,,,,,,P7068,01,1,60,71,,1,,1,2,83,10,,,1,79
79LA00021,1979-04-11,1,P8773,01,,71,713,P1721,01,30,,1,,70,0,1,30,,1,101,8,,0,3,,,,,,,P7068,01,0,57,71,,1,,0,0,84,10,,,2,79
79LA00022,1979-03-30,1,P8462,01,1,71,711,P1879,01,30,,1,,65,1,1,30,,1,89,8,,0,3,,,,,,,P7229,01,1,62,71,,1,,1,2,90,10,,,1,79
79LA00023,1979-03-30,1,P8463,01,,71,711,P1879,01,30,,1,,65,1,1,30,,1,89,8,,0,3,,,,,,,P7229,01,0,58,71,,1,,0,0,85,10,,,2,79
79LA00024,1979-04-12,2,P8784,01,1,70,702,P1934,01,30,,1,,65,1,1,30,,1,102,5,,0,4,,,,,,,P5735,01,1,79,70,,1,,1,1,103,10,,,1,79
79LA00025,1979-04-15,1,P8807,01,1,71,711,P2415,01,30,,1,,60,1,1,30,,1,105,5,,0,3,,,,294843,+,,P7229,01,1,64,71,,1,,1,1,152,15,,,1,79
79LA00026,1979-03-30,2,P8497,01,1,70,703,P2452,01,30,,1,,60,1,1,30,,1,89,8,,0,3,,,,,,,P5565,01,1,69,70,,1,,1,2,90,10,,,1,79
79LA00027,1979-03-30,1,P8498,01,,70,703,P2452,01,30,,1,,60,1,1,30,,1,89,8,,0,3,,,,,,,P5565,01,0,71,70,,1,,0,0,91,10,,,2,79
79LA00028,1979-04-02,1,P8548,01,1,70,703,P2553,01,30,,,,60,1,1,30,,1,92,9,,94,2,,6,,,,,P5565,01,1,0,70,,1,23,1,3,82,0,,,1,79
79LA00029,1979-04-02,2,P8549,01,,70,703,P2553,01,30,,,,60,1,1,30,,1,92,9,,229,2,,7,,055919,-,,P5565,01,0,0,70,,1,,0,0,72,0,,,2,79
79LA00030,1979-04-02,2,,01,,70,703,P2553,01,30,,,,60,1,1,30,,1,92,9,,0,2,,1,,,,,P5565,01,0,0,70,,0,,0,0,50,0,,,3,79
79LA00031,1979-04-01,2,P8542,01,1,70,702,P2957,01,30,,1,,50,1,1,30,,1,91,8,,0,2,,,,,,,P5735,01,1,63,70,,1,,1,2,84,10,,,1,79
79LA00032,1979-04-01,2,P8543,01,,70,702,P2957,01,30,,1,,50,1,3,30,,1,91,8,,0,2,,,,,,,P5735,01,0,68,70,,1,,0,0,87,10,,,2,79
79LA00033,,,,01,1,71,713,P3133,01,30,,,,50,1,,30,,,,,,0,,,,,,,,P7068,01,0,0,71,,0,,0,0,,0,,,1,79
79LA00034,1979-04-08,2,P8683,01,1,71,712,P3181,01,30,,1,,50,1,1,30,,1,98,9,,0,4,,,,874890,-,,P7137,01,1,58,71,,1,,1,3,74,5,,,1,79
79LA00035,1979-04-08,1,P8684,01,,71,712,P3181,01,30,,1,,50,1,1,30,,1,98,9,,0,4,,,,,,,P7137,01,0,67,71,,1,,0,0,81,10,,,2,79
79LA00036,1979-04-08,1,P8685,01,,71,712,P3181,01,30,,1,,50,1,1,30,,1,98,9,,0,4,,,,,,,P7137,01,0,75,71,,1,,0,0,84,10,,,3,79
79LA00037,1979-04-10,2,P8738,01,1,71,713,P3359,01,30,,1,,50,1,1,30,,1,100,8,,0,3,,,,,,,P7068,01,1,76,71,,1,,1,2,99,10,,,1,79
79LA00038,1979-04-10,1,P8739,01,,71,713,P3359,01,30,,,,50,1,1,30,,1,100,8,,229,3,,7,,,,,P7068,01,0,0,71,,1,,0,0,111,0,,,2,79
79LA00039,1979-04-10,1,P8736,01,1,70,703,P3419,01,30,,1,,50,1,1,30,,1,100,8,,0,3,,,,,,,P5565,01,1,70,70,,1,,1,2,124,10,,,1,79
79LA00040,1979-04-10,2,P8737,01,,70,703,P3419,01,30,,1,,50,1,1,30,,1,100,8,,0,3,,,,,,,P5565,01,0,70,70,,1,,0,0,101,10,,,2,79
79LA00041,,,,01,1,70,701,P3478,01,30,,,,45,1,,30,,,,,,0,,,,,,,,P5939,01,0,0,70,,0,,0,0,,0,,,1,79
79LA00042,1979-04-14,2,P8803,01,1,70,702,P3508,01,30,,1,,45,1,1,30,,1,104,8,,0,3,,,,,,,P5735,01,1,73,70,,1,,1,2,107,10,,,1,79
79LA00043,1979-04-14,1,P8804,01,,70,702,P3508,01,30,,1,,45,1,1,30,,1,104,8,,0,3,,,,,,,P5735,01,0,62,70,,1,,0,0,116,10,,,2,79
79LA00044,,,,01,1,71,712,P3591,01,30,,,,45,1,,30,,,,,,0,,,,,,,,P7137,01,0,0,71,,0,,0,0,,0,,,1,79
79LA00045,1979-03-26,2,P8390,01,1,70,703,P3660,01,30,,1,,40,1,1,30,,1,85,8,,0,3,,,,,,,P5565,01,1,89,70,,1,,1,2,115,10,,,1,79
79LA00046,1979-03-26,1,P8391,01,,70,703,P3660,01,30,,1,,40,1,1,30,,1,85,8,,0,3,,,,,,,P5565,01,0,68,70,,1,,0,0,113,10,,,2,79
79LA00047,1979-03-31,2,P8522,01,1,71,711,P3822,01,30,,1,,40,1,1,30,,1,90,5,,0,2,,,,,,,P7229,01,1,75,71,,1,,1,1,98,10,,,1,79
79LA00048,1979-04-10,2,P8728,01,1,71,713,P4021,01,30,,1,,40,1,1,30,,1,100,8,,0,3,,,,,,,P7068,01,1,65,71,,1,,1,2,114,10,,,1,79
79LA00049,1979-04-10,1,P8729,01,,71,713,P4021,01,30,,1,,40,1,1,30,,1,100,8,,0,3,,,,,,,P7068,01,0,63,71,,1,,0,0,110,10,,,2,79
79LA00050,1979-03-02,,,01,1,71,712,P4325,01,30,,,,35,1,,30,,,61,0,,0,0,,0,,,,,P7137,01,1,0,71,,0,,1,1,,0,,,1,79
79LA00051,1979-03-29,2,P8448,01,1,70,701,P4328,01,30,,1,,35,1,1,30,,1,88,8,,0,3,,,,,,,P5939,01,1,72,70,,1,,1,2,94,10,,,1,79
79LA00052,1979-03-29,1,P8449,01,,70,701,P4328,01,30,,,,35,1,1,30,,1,88,8,,121,3,,6,,,&,,P5939,01,0,0,70,,1,32,0,0,101,0,,,2,79
79LA00053,1979-03-29,1,P8446,01,1,71,711,P4438,01,30,,1,,35,1,1,30,,1,88,8,,0,4,,,,,,,P7229,01,1,85,71,,1,,1,2,97,10,,,1,79
79LA00054,1979-03-29,2,P8447,01,,71,711,P4438,01,30,,1,,35,1,1,30,,1,88,8,,0,4,,,,,,,P7229,01,0,73,71,,1,,0,0,94,10,,,2,79
79LA00055,1979-04-02,1,P8550,01,1,70,702,P4547,01,30,,1,,30,0,1,30,,1,92,8,,0,2,04,,,145893,-,,P5735,01,1,48,70,,1,,1,2,109,5,,,1,79
79LA00056,1979-04-02,2,P8551,01,,70,702,P4547,01,30,,1,,30,0,1,30,,1,92,8,,0,2,,,,,,,P5735,01,0,70,70,,1,,0,0,86,10,,,2,79
79LA00057,1979-04-01,2,P8529,01,1,71,711,P4555,01,30,,1,,30,0,1,30,,1,91,8,,0,4,,,,,,,P7229,01,1,65,71,,1,,1,2,64,10,,,1,79
79LA00058,1979-04-01,1,P8530,01,,71,711,P4555,01,30,,1,,30,0,1,30,,1,91,8,,0,4,,,,,,,P7229,01,0,57,71,,1,,0,0,75,10,,,2,79
79LA00059,1979-03-25,1,P8373,01,1,71,712,P4557,01,30,,1,,30,0,1,30,,1,84,8,,0,3,,,,245401,-,,P7137,01,1,50,71,,1,,1,2,74,5,,,1,79
79LA00060,1979-03-25,2,P8374,01,,71,712,P4557,01,30,,1,,30,0,1,30,,1,84,8,,0,3,,,,,,,P7137,01,0,97,71,,1,,0,0,104,10,,,2,79
79LA00061,1979-04-06,2,P8656,01,1,71,713,P4568,01,30,,1,,30,0,1,30,,1,96,9,,0,4,,,,,,,P7068,01,1,70,71,,1,,1,3,85,10,,,1,79
79LA00062,1979-04-06,2,P8657,01,,71,713,P4568,01,30,,1,,30,0,1,30,,1,96,9,,0,4,,,,,,,P7068,01,0,68,71,,1,,0,0,78,10,,,2,79
79LA00063,1979-04-06,2,P8658,01,,71,713,P4568,01,30,,1,,30,0,1,30,,1,96,9,,0,4,,,,557097,-,,P7068,01,0,62,71,,1,,0,0,73,5,,,3,79
79LA00064,1979-04-01,1,P8534,01,1,70,703,P4578,01,30,,1,,30,0,1,30,,1,91,9,,0,4,,,,142301,-,,P5565,01,1,50,70,,1,,1,3,81,5,,,1,79
79LA00065,1979-04-01,2,P8535,01,,70,703,P4578,01,30,,1,,30,0,1,30,,1,91,9,,0,4,,,,,,,P5565,01,0,65,70,,1,,0,0,80,10,,,2,79
79LA00066,1979-04-01,2,P8536,01,,70,703,P4578,01,30,,1,,30,0,1,30,,1,91,9,,0,4,,,,,,,P5565,01,0,49,70,,1,,0,0,62,10,,,3,79
79LA00067,1979-04-11,1,P8767,01,1,71,712,P4579,01,30,,1,,30,0,1,30,,1,101,9,,0,4,,,,,,,P7137,01,1,84,71,,1,,1,3,94,10,,,1,79
79LA00068,1979-04-11,1,P8768,01,,71,712,P4579,01,30,,1,,30,0,1,30,,1,101,9,,0,4,,,,774962,-,,P7137,01,0,65,71,,1,,0,0,94,5,,,2,79
79LA00069,1979-04-11,2,P8769,01,,71,712,P4579,01,30,,1,,30,0,1,30,,1,101,9,,0,4,,,,,,,P7137,01,0,61,71,,1,,0,0,68,10,,,3,79
79LA00070,1979-03-20,,,01,1,70,701,P4590,01,30,,,,30,1,,30,,,79,2,,0,0,,0,,,,,P5939,01,1,0,70,,0,,1,2,,0,,,1,79
79LA00071,1979-03-20,,,01,,70,701,P4590,01,30,,,,30,1,,30,,,79,2,,0,0,,0,,,,,P5939,01,0,0,70,,0,,0,0,,0,,,2,79
79LA00072,,,,01,1,71,711,P4605,01,30,,,,30,0,,30,,,,,,0,,,,,,,,P7229,01,1,0,71,,0,,0,0,,0,,,1,79
79LA00073,1979-04-06,2,P8659,01,1,71,711,P4610,01,30,,1,,30,0,1,30,,1,96,9,,0,3,,,,,,,P7229,01,1,73,71,,1,,1,3,77,10,,,1,79
79LA00074,1979-04-06,1,P8660,01,,71,711,P4610,01,30,,1,,30,0,1,30,,1,96,9,,0,3,,,,,,,P7229,01,0,68,71,,1,,0,0,89,10,,,2,79
79LA00075,1979-04-06,1,P8661,01,,71,711,P4610,01,30,,1,,30,0,1,30,,1,96,9,,0,3,,,,467542,-,,P7229,01,0,61,71,,1,,0,0,89,5,,,3,79
79LA00076,1979-03-30,2,P8460,01,1,70,702,P4627,01,30,,1,,30,0,1,30,,1,89,8,,0,3,,,,,,,P5735,01,1,56,70,,1,,1,2,86,10,,,1,79
79LA00077,1979-03-30,2,P8461,01,,70,702,P4627,01,30,,1,,30,0,1,30,,1,89,8,,0,3,,,,,,,P5735,01,0,58,70,,1,,0,0,59,10,,,2,79
79LA00078,1979-04-04,1,P8601,01,1,71,713,P4635,01,30,,1,,30,0,1,30,,1,94,5,,0,4,,,,,,,P7068,01,1,68,71,,1,,1,1,107,10,,,1,79
79LA00079,,,,01,1,71,711,P4641,01,30,,,,30,0,,30,,,,,,0,,,,,,,,P7229,01,0,0,71,,0,,0,0,,0,,,1,79
79LA00080,1979-04-04,1,P8604,01,1,70,703,P4643,01,30,,1,,30,1,1,30,,1,94,9,,0,4,,,,,,,P5565,01,1,56,70,,1,,1,3,66,10,,,1,79
79LA00081,1979-04-04,1,P8605,01,,70,703,P4643,01,30,,1,,30,1,1,30,,1,94,9,,0,4,,,,610562,-,,P5565,01,0,50,70,,1,,0,0,85,5,,,2,79
79LA00082,1979-04-04,2,P8606,01,,70,703,P4643,01,30,,1,,30,1,1,30,,1,94,9,,0,4,,,,,,,P5565,01,0,68,70,,1,,0,0,75,10,,,3,79
79LA00083,1979-04-02,2,P8564,01,1,71,712,P4644,01,30,,1,,30,1,1,30,,1,92,5,,0,2,,,,,,,P7137,01,1,79,71,,1,,1,1,99,10,,,1,79
79LA00084,1979-04-11,1,P8758,01,1,70,701,P4656,01,30,,1,,30,0,1,30,,1,101,8,,0,3,,,,,,,P5939,01,1,51,70,,1,,1,2,90,10,,,1,79
79LA00085,1979-04-11,2,P8759,01,,70,701,P4656,01,30,,1,,30,0,1,30,,1,101,8,,0,3,,,,,,,P5939,01,0,62,70,,1,,0,0,94,10,,,2,79
79LA00086,1979-03-30,2,P8469,01,1,71,713,P4675,01,30,,1,,30,1,1,30,,1,89,8,,0,3,,,,,,,P7068,01,1,60,71,,1,,1,2,95,10,,,1,79
79LA00087,1979-03-30,2,P8470,01,,71,713,P4675,01,30,,1,,30,1,1,30,,1,89,8,,0,3,,,,,,,P7068,01,0,71,71,,1,,0,0,106,10,,,2,79
79LA00088,1979-04-02,2,P8560,01,1,70,702,P4683,01,30,,1,,30,1,1,30,,1,92,8,,0,3,,,,,,,P5735,01,1,60,70,,1,,1,2,69,10,,,1,79
79LA00089,1979-04-02,2,P8561,01,,70,702,P4683,01,30,,1,,30,1,1,30,,1,92,8,,0,3,,,,,,,P5735,01,0,57,70,,1,,0,0,83,10,,,2,79
79LA00090,1979-03-30,2,P8484,01,1,71,712,P4684,01,30,,1,,30,1,1,30,,1,89,8,,0,4,,,,,,,P7137,01,1,55,71,,1,,1,2,84,10,,,1,79
79LA00091,1979-03-30,1,P8485,01,,71,712,P4684,01,30,,1,,30,1,1,30,,1,89,8,,0,4,,,,,,,P7137,01,0,57,71,,1,,0,0,56,10,,,2,79
79LA00092,1979-03-27,2,P8399,01,1,71,713,P4685,01,30,,1,,30,0,1,30,,1,86,8,,0,3,,,,,,,P7068,01,1,54,71,,1,,1,2,76,10,,,1,79
79LA00093,1979-03-27,2,P8400,01,,71,713,P4685,01,30,,1,,30,0,1,30,,1,86,8,,0,3,,,,,,,P7068,01,0,52,71,,1,,0,0,65,10,,,2,79
79LA00094,1979-04-09,2,P8726,01,1,71,711,P4709,01,30,,,,30,0,1,30,,1,99,8,,102,3,,6,,,,,P7229,01,1,0,71,,1,46,1,2,94,0,,,1,79
79LA00095,1979-04-09,1,P8727,01,,71,711,P4709,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P7229,01,0,53,71,,1,,0,0,100,10,,,2,79
79LA00096,1979-03-27,1,P8406,01,1,70,701,P4716,01,30,,1,,30,0,1,30,,1,86,5,,0,3,,,,840501,+,,P5939,01,1,76,70,,1,,1,1,114,15,,,1,79
79LA00097,1979-04-04,1,P8591,01,1,70,703,P4717,01,30,,1,,30,0,1,30,,1,94,9,,0,3,,,,,,,P5565,01,1,61,70,,1,,1,3,66,10,,,1,79
79LA00098,1979-04-04,1,P8592,01,,70,703,P4717,01,30,,1,,30,0,1,30,,1,94,9,,0,3,,,,,,,P5565,01,0,72,70,,1,,0,0,72,10,,,2,79
79LA00099,1979-04-04,1,P8593,01,,70,703,P4717,01,30,,1,,30,0,1,30,,1,94,9,,0,3,,,,023019,-,,P5565,01,0,51,70,,1,,0,0,78,5,,,3,79
79LA00100,1979-03-29,1,P8454,01,1,70,703,P4720,01,30,,,,30,0,1,30,,1,88,8,,101,3,,6,,,,,P5565,01,1,0,70,,1,80,1,2,88,0,,,1,79
79LA00101,1979-03-29,2,P8455,01,,70,703,P4720,01,30,,1,,30,0,1,30,,1,88,8,,0,3,,,,,,,P5565,01,0,69,70,,1,,0,0,68,10,,,2,79
79LA00102,1979-03-29,2,P8458,01,1,71,712,P4726,01,30,,1,,30,1,1,30,,1,88,5,,0,4,,,,698893,+,,P7137,01,1,66,71,,1,,1,1,106,15,,,1,79
79LA00103,1979-04-11,1,P8777,01,1,71,713,P4741,01,30,,1,,30,1,1,30,,1,101,8,,0,3,,,,,,,P7068,01,1,60,71,,1,,1,2,82,10,,,1,79
79LA00104,1979-04-11,2,P8778,01,,71,713,P4741,01,30,,1,,30,1,1,30,,1,101,8,,0,3,,,,,,,P7068,01,0,51,71,,1,,0,0,85,10,,,2,79
79LA00105,,,,01,1,71,711,P4755,01,30,,,,30,1,,30,,,,,,0,,,,,,,,P7229,01,0,0,71,,0,,0,0,,0,,,1,79
79LA00106,1979-04-10,2,P8747,01,1,70,702,P4768,01,30,,1,,30,0,1,30,,1,100,8,,0,3,,,,,,,P5735,01,1,52,70,,1,,1,2,77,10,,,1,79
79LA00107,1979-04-10,2,P8748,01,,70,702,P4768,01,30,,1,,30,0,1,30,,1,100,8,,0,3,,,,,,,P5735,01,0,71,70,,1,,0,0,91,10,,,2,79
79LA00108,1979-03-30,1,P8487,01,1,71,712,P4781,01,30,,1,,30,0,1,30,,1,89,8,,0,4,,,,,,,P7137,01,1,80,71,,1,,1,2,109,10,,,1,79
79LA00109,1979-03-30,2,P8488,01,,71,712,P4781,01,30,,1,,30,0,1,30,,1,89,8,,0,4,,,,,,,P7137,01,0,69,71,,1,,0,0,103,10,,,2,79
79LA00110,1979-04-05,1,P8634,01,1,70,701,P4790,01,30,,1,,30,0,1,30,,1,95,9,,0,3,,,,115043,-,,P5939,01,1,51,70,,1,,1,3,86,5,,,1,79
79LA00111,1979-04-05,1,P8635,01,,70,701,P4790,01,30,,1,,30,0,1,30,,4,95,9,,0,3,,,,,,,P5939,01,0,68,70,,1,,0,0,67,10,,,2,79
79LA00112,1979-04-05,1,P8636,01,,70,701,P4790,01,30,,,,30,0,1,30,,1,95,9,,205,3,,6,,,,,P5939,01,0,0,70,,1,10,0,0,77,0,,,3,79
79LA00113,1979-04-03,2,P8582,01,1,70,702,P4798,01,30,,1,,30,0,1,30,,1,93,8,,0,3,,,,,,,P5735,01,1,64,70,,1,,1,2,105,10,,,1,79
79LA00114,1979-04-03,1,P8583,01,,70,702,P4798,01,30,,1,,30,0,1,30,,1,93,8,,0,3,,,,,,,P5735,01,0,76,70,,1,,0,0,116,10,,,2,79
79LA00115,1979-04-03,1,P8584,01,1,71,713,P4803,01,30,,1,,30,1,1,30,,1,93,5,,0,4,,,,,,,P7068,01,1,77,71,,1,,1,1,125,10,,,1,79
79LA00116,1979-04-10,1,P8749,01,1,71,711,P4806,01,30,,1,,30,1,1,30,,1,100,8,,0,3,,,,,,,P7229,01,1,65,71,,1,,1,2,95,10,,,1,79
79LA00117,1979-04-10,1,P8750,01,,71,711,P4806,01,30,,1,,30,1,1,30,,1,100,8,,0,3,,,,,,,P7229,01,0,65,71,,1,,0,0,86,10,,,2,79
79LA00118,1979-04-09,2,P8707,01,1,70,701,P4833,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P5939,01,1,49,70,,1,,1,2,87,10,,,1,79
79LA00119,1979-04-09,2,P8708,01,,70,701,P4833,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P5939,01,0,69,70,,1,,0,0,53,10,,,2,79
79LA00120,1979-03-29,1,P8456,01,1,71,712,P4857,01,30,,1,,30,0,1,30,,1,88,8,,0,4,,,,,,,P7137,01,1,62,71,,1,,1,2,90,10,,,1,79
79LA00121,1979-03-29,1,P8457,01,,71,712,P4857,01,30,,1,,30,0,1,30,,1,88,8,,0,4,,,,,,,P7137,01,0,83,71,,1,,0,0,101,10,,,2,79
79LA00122,1979-03-30,1,P8489,01,1,70,703,P4861,01,30,,1,,30,0,1,30,,1,89,8,,0,4,,,,,,,P5565,01,1,65,70,,1,,1,2,90,10,,,1,79
79LA00123,1979-03-30,1,P8490,01,,70,703,P4861,01,30,,1,,30,0,1,30,,1,89,8,,0,4,,,,,,,P5565,01,0,78,70,,1,,0,0,106,10,,,2,79
79LA00124,1979-04-09,2,P8722,01,1,70,702,P4888,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P5735,01,1,77,70,,1,,1,2,89,10,,,1,79
79LA00125,1979-04-09,1,P8723,01,,70,702,P4888,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,&,,P5735,01,0,70,70,,1,,0,0,85,5,,,2,79
79LA00126,1979-04-02,1,P8565,01,1,71,711,P4898,01,30,,1,,30,0,1,30,,1,92,8,,0,3,,,,,,,P7229,01,1,70,71,,1,,1,2,88,10,,,1,79
79LA00127,1979-04-02,2,P8566,01,,71,711,P4898,01,30,,1,,30,0,1,30,,1,92,8,,0,3,,,,,,,P7229,01,0,73,71,,1,,0,0,96,10,,,2,79
79LA00128,1979-04-16,1,P8809,01,1,70,701,P4911,01,30,,,,30,1,1,30,,1,106,5,,136,4,,6,,,,,P5939,01,1,0,70,,1,01,1,1,99,0,,,1,79
79LA00129,1979-03-27,2,P8401,01,1,70,703,P4913,01,30,,1,,30,0,1,30,,1,86,8,,0,3,,,,,,,P5565,01,1,79,70,,1,,1,2,95,10,,,1,79
79LA00130,1979-03-27,2,P8402,01,,70,703,P4913,01,30,,,,30,0,1,30,,1,86,8,,229,3,,7,,,,,P5565,01,0,0,70,,1,,0,0,100,0,,,2,79
79LA00131,1979-04-11,1,P8754,01,1,71,713,P4916,01,30,,,,30,0,1,30,,1,101,8,,229,2,,7,,,,,P7068,01,1,0,71,,1,,1,2,82,0,,,1,79
79LA00132,1979-04-11,2,P8755,01,,71,713,P4916,01,30,,1,,30,0,1,30,,5,101,8,,0,2,,,,,,,P7068,01,0,45,71,,1,,0,0,73,10,,,2,79
79LA00133,1979-04-13,1,P8797,01,1,71,713,P4920,01,30,,1,,30,0,1,30,,1,103,8,,0,3,,,,,,,P7068,01,1,54,71,,1,,1,2,117,10,,,1,79
79LA00134,1979-04-13,2,P8798,01,,71,713,P4920,01,30,,1,,30,0,1,30,,1,103,8,,0,3,,,,,,,P7068,01,0,64,71,,1,,0,0,83,10,,,2,79
79LA00135,1979-04-09,1,P8720,01,1,70,701,P4943,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P5939,01,1,69,70,,1,,1,2,94,10,,,1,79
79LA00136,1979-04-09,2,P8721,01,,70,701,P4943,01,30,,1,,30,0,1,30,,1,99,8,,0,3,,,,,,,P5939,01,0,63,70,,1,,0,0,82,10,,,2,79
79LA00137,1979-03-28,2,P8417,01,1,71,712,P4947,01,30,,1,,30,0,1,30,,1,87,8,,0,3,,,,,,,P7137,01,1,60,71,,1,,1,2,63,10,,,1,79
79LA00138,1979-03-28,2,P8418,01,,71,712,P4947,01,30,,1,,30,0,1,30,,1,87,8,,0,3,,,,,,,P7137,01,0,56,71,,1,,0,0,62,10,,,2,79
79LA00139,1979-04-09,1,P8724,01,1,70,703,P4948,01,30,,1,,30,0,1,30,,1,99,8,,0,4,,,,,,,P5565,01,1,72,70,,1,,1,2,87,10,,,1,79
79LA00140,1979-04-09,1,P8725,01,,70,703,P4948,01,30,,1,,30,0,1,30,,1,99,8,,0,4,,,,,,,P5565,01,0,61,70,,1,,0,0,85,10,,,2,79
79LA00141,1979-04-05,2,P8614,01,1,70,702,P4963,01,30,,1,,30,0,1,30,,1,95,8,,0,3,,,,,,,P5735,01,1,60,70,,1,,1,2,90,10,,,1,79
79LA00142,1979-04-05,1,P8615,01,,70,702,P4963,01,30,,,,30,0,1,30,,1,95,8,,99,3,,6,,,,,P5735,01,0,0,70,,1,23,0,0,103,0,,,2,79
79LA00143,1979-03-29,1,P8439,01,1,71,711,P4975,01,30,,1,,30,0,1,30,,1,88,8,,0,3,,,,,,,P7229,01,1,67,71,,1,,1,2,81,10,,,1,79
79LA00144,1979-03-29,2,P8440,01,,71,711,P4975,01,30,,1,,30,0,1,30,,1,88,8,,0,3,,,,,,,P7229,01,0,49,71,,1,,0,0,90,10,,,2,79
