UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DATE,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TBRQ,X2,BRWT,ABNL,DISP,X3,ABLMB,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
57LA00023,57,1,1998,0,69,701,1671,10,0,,1,5,,1,07,,1,404,94,8,,0,5,,,,,,,,0,10,2724,2,14,76,68,5,1,,9.8,,,,,1,1,1,2,1,10,1957-04-04
57LA00024,57,2,1999,0,69,701,1671,10,0,,1,5,,1,07,,1,404,94,8,,0,5,,,,,,,,0,10,2724,2,14,79,68,5,1,,9.4,,,,,2,1,1,2,1,10,1957-04-04
57LA00025,57,2,2030,0,69,691,1672,10,0,,1,5,,1,07,,1,409,99,8,,140,4,,,,3337,11,-,,0,10,2756,2,14,,68,5,,,10.8,,6,,,1,1,1,2,1,0,1957-04-09
57LA00026,57,2,2031,0,69,691,1672,10,0,,1,5,,1,07,,1,409,99,8,,0,4,,,,8162,17,-,,0,10,2756,2,14,84,68,5,5,,9.6,,,,,2,1,1,2,1,10,1957-04-09
57LA00027,57,2,2028,0,69,681,1673,10,0,,1,5,,1,07,,1,409,99,5,,0,4,,,,,,,,0,10,2516,2,14,87,68,5,1,,11.8,,,,,1,1,1,1,1,10,1957-04-09
57LA00028,57,1,2019,0,69,701,1676,10,0,,1,5,11,1,07,,1,408,98,5,,0,4,06,,,,,,,0,10,2724,2,14,109,68,5,1,,13.0,,,,,1,1,1,1,1,10,1957-04-08
57LA00029,57,2,2054,0,69,571,1682,10,0,,1,5,07,1,07,,1,417,107,8,,0,3,,,,,,,,0,10,4411,1,11,72,68,5,5,,8.6,,,,,1,1,1,2,1,10,1957-04-17
57LA00030,57,2,2055,0,69,571,1682,10,0,,1,5,,1,07,,1,417,107,8,,0,3,,,,,,,,0,10,4411,1,11,75,68,5,5,,7.8,,,,,2,1,1,2,1,10,1957-04-17
57LA00031,57,2,2059,0,69,561,1685,10,0,,1,5,,1,07,,1,418,108,8,,0,4,,,,,,,,0,10,4409,1,11,62,68,5,5,,10.0,,,,,1,1,1,2,1,10,1957-04-18
57LA00032,57,2,2060,0,69,561,1685,10,0,,1,5,,1,07,,1,418,108,8,,0,4,,,,,,,,0,10,4409,1,11,77,68,5,5,,11.8,,,,,2,1,1,2,1,10,1957-04-18
57LA00033,57,1,2039,0,69,681,1687,10,0,,1,5,,1,07,,1,411,101,5,,0,4,,,,,,,,0,10,2516,2,14,100,68,5,1,,12.2,,,,,1,1,1,1,1,10,1957-04-11
57LA00034,57,2,2001,0,69,691,1688,10,0,,1,5,,1,07,,1,405,95,5,,0,4,,,,,,,,0,10,2756,2,14,90,68,5,1,,12.0,,,,,1,1,1,1,1,10,1957-04-05
57LA00035,57,1,2032,0,69,551,1689,10,0,,1,5,,1,07,,1,410,100,5,,0,5,,,,,,,,0,10,4377,1,11,108,68,5,1,,12.8,,,,,1,1,1,1,1,10,1957-04-10
57LA00036,57,2,2042,0,69,581,1690,10,0,,1,5,,1,07,,1,412,102,5,,0,4,,,,,,,,0,10,4150,1,11,85,68,5,1,,10.4,,,,,1,1,1,1,1,10,1957-04-12
57LA00037,57,1,2018,0,69,571,1691,10,0,,1,5,,1,07,,1,408,98,5,,0,4,,,,,,,,0,10,4411,1,11,106,68,5,1,,10.4,,,,,1,1,1,1,1,10,1957-04-08
57LA00038,57,2,2071,0,69,551,1692,10,0,,1,5,,1,07,,1,421,111,8,,0,3,,,,,,,,0,10,4377,1,11,67,68,5,5,,9.4,,,,,1,1,1,2,1,10,1957-04-21
57LA00039,57,2,2072,0,69,551,1692,10,0,,1,5,,1,07,,2,421,111,8,,0,3,,,,,,,,0,10,4377,1,11,73,68,5,5,,9.0,,,,,2,1,1,2,1,10,1957-04-21
57LA00040,57,2,2041,0,69,571,1694,10,0,,1,5,,1,07,,1,412,102,5,,0,5,,,,,,,,0,10,4411,1,11,89,68,5,1,,11.2,,,,,1,1,1,1,1,10,1957-04-12
57LA00041,57,1,2050,0,69,581,1695,10,0,,1,5,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,4150,1,11,67,68,5,5,,10.6,,,,,1,1,1,2,1,10,1957-04-14
57LA00042,57,2,2051,0,69,581,1695,10,0,,1,5,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,4150,1,11,74,68,5,5,,11.2,1,,,02,2,1,1,2,1,10,1957-04-14
57LA00043,57,2,2025,0,69,671,1696,10,0,,1,5,,1,07,,1,409,99,5,,0,3,,,,,,,,0,10,2504,2,14,95,68,5,1,,13.2,,,,,1,1,1,1,1,10,1957-04-09
57LA00044,57,1,2020,0,69,701,1697,10,0,,1,5,,1,07,,1,408,98,5,,0,5,,,,,,,,0,10,2724,2,14,113,68,5,1,,13.4,,,,,1,1,1,1,1,10,1957-04-08
57LA00045,57,2,2053,0,69,561,1701,10,0,,1,5,,1,07,,1,417,107,5,,0,3,,,,,,,,0,10,4409,1,11,86,68,5,5,,10.8,,,,,1,1,1,1,1,10,1957-04-17
57LA00046,57,1,2056,0,69,571,1702,10,0,,1,5,,1,07,,1,417,107,8,,0,4,,,,,,,,0,10,4411,1,11,50,68,5,5,,11.8,,,,,1,1,1,2,1,10,1957-04-17
57LA00047,57,1,2057,0,69,571,1702,10,0,,1,5,,1,07,,1,417,107,8,,0,4,,,,,,,,0,10,4411,1,11,87,68,5,5,,11.2,,,,,2,1,1,2,1,10,1957-04-17
57LA00048,57,2,2036,0,69,551,1706,10,0,,1,5,,3,07,,1,411,101,5,,0,4,,,,,,,,0,10,4377,1,11,74,68,5,1,,12.6,1,,,02,1,1,1,1,1,10,1957-04-11
57LA00049,57,2,2043,0,69,519,1710,10,0,,1,3,,1,07,,1,412,102,5,,0,5,,,,,,,,0,10,2374,2,14,80,69,4,1,,10.4,,,,,1,1,1,1,1,10,1957-04-12
57LA00050,57,,,,69,329,1712,10,0,,1,3,,,07,,,304,63,-,,0,,,,,,,,,0,10,4654,1,11,,69,4,,,0.0,,,,,1,1,0,0,0,0,1957-03-04
57LA00051,57,2,2035,0,69,478,1719,10,0,,1,3,,1,07,,1,410,100,5,,0,4,,,,,,,,0,10,0603,2,14,83,69,4,1,,12.2,,,,,1,1,1,1,1,10,1957-04-10
57LA00052,57,2,2069,0,69,408,1724,10,0,,1,3,,1,07,,1,420,110,5,,0,4,,,,,,,,0,10,1596,2,14,85,69,4,5,,12.2,,,,,1,1,1,1,1,10,1957-04-20
57LA00053,57,2,2000,0,69,398,1728,10,0,,1,3,,1,07,,1,405,95,5,,0,4,,,,,,,,0,10,0396,2,14,88,69,4,1,,11.8,,,,,1,1,1,1,1,10,1957-04-05
57LA00054,57,1,2002,0,69,348,1731,10,0,,1,3,,1,07,,1,405,95,5,,0,4,,,,,,,,0,10,4375,1,11,96,69,4,1,,12.6,,,,,1,1,1,1,1,10,1957-04-05
57LA00055,57,1,2026,0,69,349,1733,10,0,,1,3,,1,07,,1,409,99,5,,0,4,,,,,,,,0,10,4458,1,11,104,69,4,1,,13.0,,,,,1,1,1,1,1,10,1957-04-09
57LA00056,57,2,2037,0,69,499,1743,10,0,,1,3,,1,07,,1,411,101,5,,0,4,,,,,,,,0,10,2406,2,14,78,69,4,1,,11.4,,,,,1,1,1,1,1,10,1957-04-11
57LA00057,57,,,,69,498,1751,10,0,,1,3,,,07,,,305,64,-,,0,,,,,,,,,0,10,2776,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1957-03-05
57LA00058,57,2,2048,0,69,409,1756,10,0,,1,3,,1,07,,1,414,104,5,,0,3,,,,,,,,0,10,2435,2,14,81,69,4,5,,11.4,,,,,1,1,1,1,1,10,1957-04-14
57LA00059,57,2,2040,0,69,399,1757,10,0,,1,3,,1,07,,1,412,102,5,,0,3,,,,,,,,0,10,2916,2,14,77,69,4,1,,12.4,,,,,1,1,1,1,1,10,1957-04-12
57LA00060,57,1,2011,0,69,518,1758,10,0,,1,3,,1,07,,1,406,96,5,,0,5,,,,,,,,0,10,1470,2,14,98,69,4,1,,14.2,,,,,1,1,1,1,1,10,1957-04-06
57LA00061,57,2,2022,0,69,519,1759,10,0,,1,3,,1,07,,1,408,98,5,,0,3,,,,,,,,0,10,2374,2,14,91,69,4,1,,12.6,1,,,02,1,1,1,1,1,10,1957-04-08
57LA00062,57,1,1993,0,69,469,1760,10,0,,1,3,,1,07,,1,403,93,7,,0,4,,,,,,,,0,10,1575,2,14,82,69,4,1,,9.6,,,,79,1,1,1,2,1,10,1957-04-03
57LA00063,57,2,,,69,469,1760,10,0,,1,3,,1,07,,1,403,93,7,,0,4,,,,,,,,0,10,1575,2,14,,69,4,,,0.0,,1,,,2,1,1,2,0,0,1957-04-03
57LA00064,57,1,2038,0,69,398,1762,10,0,,1,3,,1,07,,1,411,101,5,,0,4,,,,,,,,0,10,0396,2,14,93,69,4,1,,13.2,,,,,1,1,1,1,1,10,1957-04-11
57LA00065,57,1,2068,0,69,468,1766,10,0,,1,3,,1,07,,1,420,110,5,,0,3,,,,,,,,0,10,2583,2,14,108,69,4,5,,11.0,,,,,1,1,1,1,1,10,1957-04-20
57LA00066,57,,,,69,408,1769,10,0,,1,3,,,07,,,507,127,-,,0,,,,,,,,,0,10,1596,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1957-05-07
57LA00067,57,1,2107,5,00,329,1776,10,0,,1,3,,1,04,2,1,511,131,5,,0,3,,,,,,,,0,48,0000,,61,73,69,0,9,,9.6,,,,,1,1,1,1,1,10,1957-05-11
57LA00068,57,,,,69,329,1776,10,0,,1,3,,,07,1,,511,131,-,,0,,,,,,,,,0,10,4654,1,11,,69,4,,,0.0,,,,,1,1,0,0,0,0,1957-05-11
57LA00069,57,1,2013,0,69,479,1778,10,0,,1,3,09,1,07,,1,407,97,5,,0,4,,,,,,,,0,10,2461,2,14,113,69,4,1,,11.8,,,,,1,1,1,1,1,10,1957-04-07
57LA00070,57,1,2062,0,69,478,1781,10,0,,1,3,,1,07,,1,418,108,5,,0,4,,,,,,,,0,10,0603,2,14,103,69,4,5,,12.4,,,,,1,1,1,1,1,10,1957-04-18
57LA00071,57,1,2007,0,69,348,1789,10,0,,1,3,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,4375,1,11,91,69,4,1,,10.6,,,,,1,1,1,1,1,10,1957-04-06
57LA00072,57,2,1991,0,69,581,1792,10,0,,1,4,,1,07,,1,402,92,8,,0,4,,,,,,,,0,10,4150,1,11,61,68,5,1,,7.8,,,,,1,1,1,2,1,10,1957-04-02
57LA00073,57,1,1992,0,69,581,1792,10,0,,1,4,,1,07,,2,402,92,8,,0,4,,,,,,,,0,10,4150,1,11,68,68,5,1,,8.8,,,,,2,1,1,2,1,10,1957-04-02
57LA00074,57,2,2005,0,69,681,1793,10,0,,1,4,,1,07,,1,406,96,8,,0,3,,,,,,,,0,10,2516,2,14,68,68,5,1,,10.4,,,,,1,1,1,2,1,10,1957-04-06
57LA00075,57,1,2006,0,69,681,1793,10,0,,1,4,,1,07,,1,406,96,8,,0,3,,,,,,,,0,10,2516,2,14,75,68,5,1,,11.0,,,,,2,1,1,2,1,10,1957-04-06
57LA00076,57,2,1997,0,69,561,1794,10,0,,1,4,,1,07,,1,404,94,5,,0,4,,,,,,,,0,10,4409,1,11,,68,5,1,,12.6,,6,,,1,1,1,1,1,0,1957-04-04
57LA00077,57,1,2065,0,69,328,1803,10,0,,1,2,,1,07,,1,419,109,5,,0,3,,,,,,,,0,10,4520,1,11,88,69,4,5,,12.2,,,,,1,1,1,1,1,10,1957-04-19
57LA00078,57,2,2073,0,69,399,1806,10,0,,1,2,,1,07,,1,427,117,5,,0,4,,,,,,,,0,10,2916,2,14,87,69,4,9,,11.8,,,,,1,1,1,1,1,10,1957-04-27
57LA00079,57,2,2075,0,69,498,1812,10,0,,1,2,,1,07,,1,417,107,5,,0,3,,,,,,,,0,10,2776,2,14,83,69,4,9,,10.0,,,,,1,1,1,1,1,10,1957-04-17
57LA00080,57,2,2061,0,69,349,1816,10,0,,1,2,,1,07,,1,418,108,5,,0,3,,,,,,,,0,10,4458,1,11,77,69,4,5,,10.2,,,,,1,1,1,1,1,10,1957-04-18
57LA00081,57,1,2070,0,69,409,1817,10,0,,1,2,,1,07,,1,421,111,5,,0,4,,,,,,,,0,10,2435,2,14,90,69,4,5,,12.4,,,,,1,1,1,1,1,10,1957-04-21
57LA00082,57,1,2049,0,69,499,1821,10,0,,1,2,,1,07,,1,414,104,5,,0,4,,,,,,,,0,10,2406,2,14,97,69,4,5,,11.2,,,,,1,1,1,1,1,10,1957-04-14
57LA00083,57,2,2017,0,69,518,1822,10,0,,1,2,,1,07,,1,408,98,5,,0,4,,,,,,,,0,10,1470,2,14,70,69,4,1,,12.0,,,,,1,1,1,1,1,10,1957-04-08
57LA00084,57,1,2034,0,69,519,1827,10,0,,1,2,,1,07,,1,410,100,5,,0,3,,,,,,,,0,10,2374,2,14,96,69,4,1,,15.4,,,,,1,1,1,1,1,10,1957-04-10
57LA00085,57,2,2027,0,69,499,1828,10,0,,1,2,,1,07,,1,409,99,5,,0,4,,,,,,,,0,10,2406,2,14,68,69,4,1,,10.2,,,,,1,1,1,1,1,10,1957-04-09
57LA00086,57,2,2010,0,69,469,1829,10,0,,1,2,,1,07,,1,406,96,5,,0,5,,,,,,,,0,10,1575,2,14,87,69,4,1,,12.2,,,,,1,1,1,1,1,10,1957-04-06
57LA00087,57,2,1994,0,69,398,1835,10,0,,1,2,,1,07,,1,403,93,5,,133,4,,,,,,,,0,10,0396,2,14,,69,4,,,12.2,,6,,,1,1,1,1,1,0,1957-04-03
57LA00088,57,2,2046,0,69,468,1844,10,0,,1,2,,1,07,,1,413,103,5,,0,5,,,,,,,,0,10,2583,2,14,79,69,4,1,,12.4,,,,,1,1,1,1,1,10,1957-04-13
57LA00089,57,1,2033,0,69,479,1854,10,0,,1,2,,1,07,,1,410,100,5,,0,2,,,,,,,,0,10,2461,2,14,96,69,4,1,,12.4,,,,,1,1,1,1,1,10,1957-04-10
57LA00090,57,1,2008,0,69,329,1857,10,0,,1,2,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,4654,1,11,95,69,4,1,,11.6,,,,,1,1,1,1,1,10,1957-04-06
57LA00091,57,2,2138,5,00,408,1867,10,0,,1,2,,1,04,2,2,521,141,5,,0,3,,,,,,,,0,48,0000,,61,77,69,0,9,,8.8,,,,,1,1,1,1,1,10,1957-05-21
57LA00092,57,,,,69,408,1867,10,0,,1,2,,,07,1,,521,141,-,,0,,,,,,,,,0,10,1596,2,14,,69,4,,,0.0,,,,,1,1,0,0,0,0,1957-05-21
57LA00093,57,1,2066,0,69,478,1868,10,0,,1,2,,1,07,,1,419,109,5,,0,4,,,,,,,,0,10,0603,2,14,99,69,4,5,,13.4,,,,,1,1,1,1,1,10,1957-04-19
57LA00094,57,1,1995,0,69,348,1869,10,0,,1,2,,1,07,,1,404,94,5,,0,3,,,,,,,,0,10,4375,1,11,87,69,4,1,,9.6,,,,,1,1,1,1,1,10,1957-04-04
57LA00095,57,2,2012,0,69,328,1873,10,0,,1,2,,1,07,,1,407,97,5,,0,3,,,,,,,,0,10,4520,1,11,75,69,4,1,,10.0,,,,,1,1,1,1,1,10,1957-04-07
57LA00096,57,1,2004,0,69,399,1874,10,0,,1,2,,3,07,,1,406,96,5,,0,4,,,,,,,,0,10,2916,2,14,81,69,4,1,,12.8,,,,,1,1,1,1,1,10,1957-04-06
57LA00097,57,1,2009,0,69,498,1885,10,0,,1,2,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,2776,2,14,92,69,4,1,,11.4,,,,,1,1,1,1,1,10,1957-04-06
57LA00098,57,1,2074,0,69,409,1887,10,0,,1,2,,1,07,,1,430,120,5,,0,3,,,,,,,,0,10,2435,2,14,86,69,4,9,,10.4,,,,,1,1,1,1,1,10,1957-04-30
57LA00099,57,2,2003,0,69,349,1888,10,0,,1,2,,1,07,,2,405,95,5,,0,4,,,,,,,,0,10,4458,1,11,71,69,4,1,,9.6,,,,,1,1,1,1,1,10,1957-04-05
57LA00100,57,1,5028,1,20,200,2522,11,1,24,1,9,,1,07,,1,505,125,5,,0,4,,,22,,,,,1,11,4150,1,11,86,20,1,9,,11.4,,,,,1,1,1,1,1,10,1957-05-05
57LA00101,57,2,4902,1,19,190,2634,11,1,24,1,9,,1,07,,1,410,100,8,,144,3,,,13,,,,,1,11,4179,1,11,,19,1,,,10.8,,6,,,1,1,1,2,1,0,1957-04-10
57LA00102,57,1,4903,1,19,190,2634,11,1,24,1,9,,1,07,,1,410,100,8,,133,3,,,13,,,,,1,11,4179,1,11,,19,1,,,11.2,,6,,,2,1,1,2,1,0,1957-04-10
57LA00103,57,,,,21,210,2639,11,1,34,1,9,,,07,,,304,63,-,,0,,,,17,,,,,1,11,4328,1,11,,21,1,,,0.0,,,,,1,1,0,0,0,0,1957-03-04
57LA00104,57,1,5011,1,21,210,2648,11,1,36,1,9,,1,07,,1,421,111,8,,0,3,,,11,,,,,1,11,4328,1,11,66,21,1,5,,9.0,,,,,1,1,1,2,1,10,1957-04-21
57LA00105,57,2,5012,1,21,210,2648,11,1,36,1,9,,1,07,,1,421,111,8,,0,3,,,11,,,,,1,11,4328,1,11,54,21,1,5,,9.4,,,,,2,1,1,2,1,10,1957-04-21
57LA00106,57,,,,63,610,2677,11,1,,1,9,,,07,,,304,63,-,,0,,,,18,,,,,1,11,4585,1,11,,20,6,,,0.0,,,,,1,1,0,0,0,0,1957-03-04
57LA00107,57,2,4995,1,32,321,2775,11,1,21,1,8,,1,07,,1,419,109,5,,0,4,,,00,,,,,1,11,4654,1,11,88,32,1,5,,10.4,,,,,1,1,1,1,1,10,1957-04-19
57LA00108,57,,,,19,190,2782,11,1,25,1,8,,,07,,,322,81,,,0,,,6,14,,,,,1,11,4179,1,11,,19,1,,,0.0,,,,,1,0,0,0,0,0,1957-03-22
57LA00109,57,1,4987,1,20,200,2832,11,1,29,1,8,,2,07,,2,418,108,5,,0,4,,,32,,,,,1,11,4150,1,11,72,20,1,5,,10.8,,,,,1,1,1,1,1,10,1957-04-18
57LA00110,57,1,4853,1,63,580,2913,11,1,,1,8,,1,07,,1,406,96,5,,0,4, -,,23,0056,14,-,,1,11,4150,1,11,93,27,6,5,,12.6,,,,,1,1,1,1,1,10,1957-04-06
57LA00111,57,1,4949,1,19,190,2919,11,1,32,1,8,,1,07,,1,414,104,5,,0,2,,,22,,,,,1,11,4179,1,11,73,19,1,1,,13.6,,,,,1,1,1,1,1,10,1957-04-14
57LA00112,57,1,2132,5,00,270,2924,11,1,,1,8,,3,04,2,1,520,140,5,,0,4,,,42,,,,,1,48,0000,,61,78,27,0,9,,9.8,,,,,1,1,1,1,1,10,1957-05-20
57LA00113,57,,,,27,270,2924,11,1,33,1,8,,,07,1,,520,140,-,,0,,,,42,,,,,1,11,4318,1,11,,27,1,,,0.0,,,,,1,1,0,0,0,0,1957-05-20
57LA00114,57,2,4990,1,19,190,2968,11,1,31,1,8,12,1,07,,2,418,108,5,,116,4,06,,14,,,,,1,11,4179,1,11,,19,1,,,12.8,,6,,,1,1,1,1,1,0,1957-04-18
57LA00115,57,1,5001,1,63,600,3084,11,1,,1,7,,1,07,,1,419,109,5,,0,4,,,26,,,,,1,11,4466,1,11,65,20,6,5,,11.0,,,,,1,1,1,1,1,10,1957-04-19
57LA00116,57,2,4911,1,20,200,3090,11,1,22,1,7,,1,07,,1,410,100,5,,0,4,,,23,,,,,1,11,4150,1,11,75,20,1,1,,10.6,,,,,1,1,1,1,1,10,1957-04-10
57LA00117,57,2,4876,1,32,320,3098,11,1,22,1,7,,1,07,,1,408,98,8,,0,4,,,00,,,,,1,11,4520,1,11,68,32,1,1,,9.8,,,,,1,1,1,2,1,10,1957-04-08
57LA00118,57,2,4877,1,32,320,3098,11,1,22,1,7,,1,07,,1,408,98,8,,0,4,,,00,,,,,1,11,4520,1,11,55,32,1,1,,9.2,,,,,2,1,1,2,1,10,1957-04-08
57LA00119,57,,,,20,200,3102,11,1,21,1,7,,,07,,,304,63,-,,0,,,,24,,,,,1,11,4150,1,11,,20,1,,,0.0,,,,,1,1,0,0,0,0,1957-03-04
57LA00120,57,1,4950,1,20,200,3103,11,1,21,1,7,,1,07,,1,414,104,5,,0,4,,,24,,,,,1,11,4150,1,11,71,20,1,1,,12.8,,,,,1,1,1,1,1,10,1957-04-14
57LA00121,57,1,4856,1,24,240,3124,11,1,20,1,7,,1,07,,1,406,96,5,,0,5,,,00,,,,,1,11,4110,1,11,99,24,1,1,,12.6,,,,,1,1,1,1,1,10,1957-04-06
57LA00122,57,1,4933,1,63,570,3130,11,1,,1,7,,1,07,,1,412,102,5,,103,1, -,,27,,,,,1,11,4411,1,11,,27,6,,,8.0,,2,,,1,1,1,1,1,0,1957-04-12
57LA00123,57,1,4845,1,24,240,3178,11,1,34,1,7,,1,07,,1,404,94,8,,230,3,,,00,,,,,1,11,4110,1,11,,24,1,1,,8.2,,7,,,1,1,1,2,1,0,1957-04-04
57LA00124,57,1,4846,1,24,240,3178,11,1,34,1,7,,1,07,,1,404,94,8,,0,3,,,00,,,,,1,11,4110,1,11,45,24,1,1,,8.2,,,,,2,1,1,2,1,10,1957-04-04
57LA00125,57,2,4937,1,21,210,3183,11,1,26,1,7,,1,07,,1,413,103,8,,0,3,,,27,,,,,1,11,4328,1,11,55,21,1,1,,9.0,,,,,1,1,1,2,1,10,1957-04-13
57LA00126,57,2,4938,1,21,210,3183,11,1,26,1,7,,1,07,,1,413,103,8,,106,3,,,27,,,,,1,11,4328,1,11,,21,1,,,7.2,,6,,,2,1,1,2,1,0,1957-04-13
57LA00127,57,1,4994,1,63,590,3202,11,1,,1,7,,1,07,,1,419,109,5,,0,4,,,24,,,,,1,11,4432,1,11,77,20,6,5,,11.4,,,,,1,1,1,1,1,10,1957-04-19
57LA00128,57,2,2118,5,00,270,3204,11,1,,1,7,,1,04,2,1,514,134,5,,0,4,,,27,,,,,1,48,0000,,61,85,27,0,9,,13.4,,,,,1,1,1,1,1,10,1957-05-14
57LA00129,57,,,,27,270,3204,11,1,29,1,7,,,07,1,,514,134,-,,0,,,,27,,,,,1,11,4318,1,11,,27,1,,,0.0,,,,,1,1,0,0,0,0,1957-05-14
57LA00130,57,1,4977,1,23,230,3224,11,1,27,1,7,,1,07,,1,417,107,5,,0,3,,,20,,,,,1,11,4169,1,11,87,23,1,5,,10.2,,,,,1,1,1,1,1,10,1957-04-17
