UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,STMD,LTRT,Y5A,SERIES,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,TRT2,FONO,FOPU,TRT3,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT4,CDNO,YR
80LA00017,,,,43,1,49,491,P1696,01,02,,,,80,0,,02,,,,,,0,,,,,,,,P6166,01,1,0,49,4,0,,0,0,,0,,,1,80
80LA00018,,,,43,1,49,492,P1753,01,02,,,,80,0,,02,,,,,,0,,,,,,,,P6423,01,0,0,49,4,0,,0,0,,0,,,1,80
80LA00019,1980-02-20,3,X4905,79,1,00,,P1903,01,02,,,,75,0,5,20,3,1,51,5,,55,3,,6,,,,,00000,97,1,0,,0,1,01,1,1,102,0,,,1,80
80LA00020,,,,43,1,49,493,P1967,01,02,,,,75,0,,02,,,,,,0,,,,,,,,P6871,01,0,0,49,4,0,,0,0,,0,,,1,80
80LA00021,1980-04-19,2,T3877,43,1,49,491,P2011,01,02,,1,,70,0,1,02,,1,110,8,,0,4,,,,,,,P6166,01,1,66,49,4,1,,1,2,080,10,,,1,80
80LA00022,1980-04-19,1,T3878,43,,49,491,P2011,01,02,,1,,70,0,1,02,,1,110,8,,0,4,,,,,,,P6166,01,0,64,49,4,1,,0,0,067,10,,,2,80
80LA00023,1980-04-22,2,T3989,43,1,49,492,P2236,01,02,,1,,70,0,1,02,,1,113,8,,0,4,,,,,,,P6423,01,1,66,49,4,1,,1,2,093,10,,,1,80
80LA00024,1980-04-22,1,T3990,43,,49,492,P2236,01,02,,1,,70,0,1,02,,1,113,8,,0,4,,,,,,,P6423,01,0,65,49,4,1,,0,0,118,10,,,2,80
80LA00025,1980-04-16,2,T3756,43,1,49,493,P2268,01,02,,1,,70,0,1,02,,1,107,9,,0,3,,,,,,,P6871,01,1,64,49,4,1,,1,3,085,10,,,1,80
80LA00026,1980-04-16,1,T3757,43,,49,493,P2268,01,02,,1,,70,0,1,02,,1,107,9,,0,3,,,,,,,P6871,01,0,79,49,4,1,,0,0,112,10,,,2,80
80LA00027,1980-04-16,1,,43,,49,493,P2268,01,02,,,,70,0,1,02,,1,107,9,,0,3,,1,,,,,P6871,01,0,0,49,4,0,,0,0,077,0,,,3,80
80LA00028,1980-04-18,1,T3861,43,1,49,492,P2269,01,02,,1,,70,0,1,02,,1,109,9,,0,4,,,,,,,P6423,01,1,49,49,4,1,,1,3,079,10,,,1,80
80LA00029,1980-04-18,1,T3862,43,,49,492,P2269,01,02,,1,,70,0,1,02,,1,109,9,,0,4,,,,,,,P6423,01,0,60,49,4,1,,0,0,085,10,,,2,80
80LA00030,1980-04-18,1,T3863,43,,49,492,P2269,01,02,,1,,70,0,1,02,,1,109,9,,0,4,,,,268843,-,,P6423,01,0,42,49,4,1,,0,0,107,5,,,3,80
80LA00031,1980-04-16,2,T3751,43,1,49,491,P2292,01,02,,1,,70,0,1,02,,1,107,8,,0,3,,,,,,,P6166,01,1,65,49,4,1,,1,2,096,10,,,1,80
80LA00032,1980-04-16,1,T3752,43,,49,491,P2292,01,02,,1,,70,0,1,02,,1,107,8,,0,3,,,,,,,P6166,01,0,70,49,4,1,,0,0,110,10,,,2,80
80LA00033,1980-04-18,1,T3820,43,1,49,493,P2870,01,02,,1,,60,0,1,02,,1,109,8,,0,4,,,,,,,P6871,01,1,76,49,4,1,,1,2,092,10,,,1,80
80LA00034,1980-04-18,1,T3821,43,,49,493,P2870,01,02,,1,,60,0,1,02,,1,109,8,,0,4,,,,,,,P6871,01,0,64,49,4,1,,0,0,110,10,,,2,80
80LA00035,1980-04-06,2,T3352,43,1,49,492,P3023,01,02,,1,,60,0,1,02,,1,97,8,,0,3,13,,,,,,P6423,01,1,71,49,4,1,,1,2,104,10,,,1,80
80LA00036,1980-04-06,2,T3353,43,,49,492,P3023,01,02,,1,,60,0,1,02,,1,97,8,,0,3,,,,846518,-,,P6423,01,0,40,49,4,1,,0,0,092,5,,,2,80
80LA00037,1980-04-25,1,T4040,43,1,49,493,P3080,01,02,,1,,60,0,1,02,,1,116,8,,0,4,,,,,,,P6871,01,1,64,49,4,1,,1,2,113,10,,,1,80
80LA00038,1980-04-25,1,T4041,43,,49,493,P3080,01,02,,1,,60,0,1,02,,1,116,8,,0,4,,,,,,,P6871,01,0,51,49,4,1,,0,0,126,10,,,2,80
80LA00039,1980-04-08,1,T3397,43,1,49,491,P3135,01,02,,1,,60,0,1,02,,1,99,8,,0,2,04,,,,,,P6166,01,1,69,49,4,1,,1,2,094,10,,,1,80
80LA00040,1980-04-08,1,T3398,43,,49,491,P3135,01,02,,,,60,0,1,02,,1,99,8,,113,2,,6,,188519,-,,P6166,01,0,0,49,4,1,,0,0,107,0,,,2,80
80LA00041,1980-04-15,1,T3666,43,1,49,492,P3161,01,02,,1,,60,0,1,02,,1,106,8,,0,4,,,,,,,P6423,01,1,62,49,4,1,,1,2,125,10,,,1,80
80LA00042,1980-04-15,1,T3667,43,,49,492,P3161,01,02,,1,,60,0,1,02,,1,106,8,,0,4,,,,,,,P6423,01,0,74,49,4,1,,0,0,132,10,,,2,80
80LA00043,1980-04-19,1,T3872,43,1,49,493,P3191,01,02,,1,,60,0,1,02,,1,110,9,,0,2,,,,,,,P6871,01,1,97,49,4,1,,1,3,127,10,,,1,80
80LA00044,1980-04-19,2,,43,,49,493,P3191,01,02,,,,60,0,1,02,,1,110,9,,0,2,,1,,,,,P6871,01,0,0,49,4,0,,0,0,090,0,,,2,80
80LA00045,1980-04-19,1,,43,,49,493,P3191,01,02,,,,60,0,1,02,,1,110,9,,0,2,,1,,,,,P6871,01,0,0,49,4,0,,0,0,100,0,,,3,80
80LA00046,1980-04-08,2,T3401,43,1,49,491,P3256,01,02,,1,,60,0,1,02,,1,99,5,,0,4,10,,,,,,P6166,01,1,88,49,4,1,,1,1,110,10,,,1,80
80LA00047,1980-04-08,1,T3408,43,1,49,492,P3573,01,02,,1,,55,0,1,02,,1,99,5,,0,3,10,,,,,,P6423,01,1,72,49,4,1,,1,1,131,10,,,1,80
80LA00048,,,,43,1,49,493,P3624,01,02,,,,55,0,,02,1,,,,,0,,,,,,,,P6871,01,1,0,49,4,0,,0,0,,0,,,1,80
80LA00049,1980-05-05,3,X6053,79,1,00,,P3624,01,02,,1,,55,0,5,20,2,1,126,5,,0,3,,,,,,,00000,97,1,94,49,0,1,,1,1,163,10,,,1,80
80LA00050,1980-04-13,1,T3597,43,1,49,491,P3734,01,02,,,,50,0,1,02,,1,104,8,,123,4,,6,,,,,P6166,01,1,0,49,4,1,,1,2,114,0,,,1,80
80LA00051,1980-04-13,2,T3598,43,,49,491,P3734,01,02,,1,,50,0,1,02,,1,104,8,,0,4,,,,,,,P6166,01,0,49,49,4,1,,0,0,095,10,,,2,80
80LA00052,1980-04-06,2,T3350,43,1,49,492,P3883,01,02,,1,,50,0,1,02,,1,97,8,,0,3,,,,,,,P6423,01,1,60,49,4,1,,1,2,086,10,,,1,80
80LA00053,1980-04-06,2,T3351,43,,49,492,P3883,01,02,,1,,50,0,1,02,,1,97,8,,0,3,,,,,,,P6423,01,0,63,49,4,1,,0,0,108,10,,,2,80
80LA00054,1980-04-23,1,T4019,43,1,49,491,P3884,01,02,,1,,50,0,1,02,,1,114,5,,0,3,,,,,,,P6166,01,1,46,49,4,1,,1,1,102,10,,,1,80
80LA00055,1980-04-06,2,T3346,43,1,49,493,P3923,01,02,,,,50,0,1,02,,1,97,8,,99,2,,6,,,,,P6871,01,1,0,49,4,1,,1,2,080,0,,,1,80
80LA00056,1980-04-06,1,T3347,43,,49,493,P3923,01,02,,,,50,0,1,02,,1,97,8,,101,2,,6,,709593,-,,P6871,01,0,0,49,4,1,,0,0,081,0,,,2,80
80LA00057,1980-04-17,1,T3760,43,1,49,492,P3931,01,02,,1,,50,0,1,02,,1,108,9,,0,2,,,,,,,P6423,01,1,67,49,4,1,,1,3,080,10,,,1,80
80LA00058,1980-04-17,2,T3761,43,,49,492,P3931,01,02,,1,,50,0,1,02,,1,108,9,,0,2,,,,783393,-,,P6423,01,0,81,49,4,1,,0,0,084,5,,,2,80
80LA00059,1980-04-17,1,T3762,43,,49,492,P3931,01,02,,1,,50,0,1,02,,1,108,9,,0,2,,,,706862,-,,P6423,01,0,84,49,4,1,,0,0,087,5,,,3,80
80LA00060,1980-04-11,1,T3500,43,1,49,492,P3957,01,02,,,,50,0,1,02,,1,102,9,,103,3,,6,,,,,P6423,01,1,0,49,4,1,,1,3,078,0,,,1,80
80LA00061,1980-04-11,1,T3501,43,,49,492,P3957,01,02,,,,50,0,1,02,,4,102,9,,107,3,,6,,127343,-,,P6423,01,0,0,49,4,1,,0,0,080,0,,,2,80
80LA00062,1980-04-11,1,T3502,43,,49,492,P3957,01,02,,1,,50,0,1,02,,1,102,9,,0,3,,,,,,,P6423,01,0,64,49,4,1,,0,0,065,10,,,3,80
80LA00063,1980-04-10,1,T3460,43,1,49,491,P4067,01,02,,,,50,0,1,02,,1,101,8,,228,3,,7,,,,,P6166,01,1,0,49,4,1,,1,2,113,0,,,1,80
80LA00064,1980-04-10,1,T3461,43,,49,491,P4067,01,02,,1,,50,0,1,02,,1,101,8,,0,3,,,,,,,P6166,01,0,63,49,4,1,,0,0,115,10,,,2,80
80LA00065,1980-04-14,1,T3624,43,1,49,493,P4148,01,02,,1,,50,0,1,02,,1,105,5,,0,3,,,,,,,P6871,01,1,90,49,4,1,,1,1,141,10,,,1,80
80LA00066,1980-04-23,1,T4004,43,1,49,492,P4194,01,02,,1,,50,0,1,02,,1,114,8,,0,3,,,,,,,P6423,01,1,93,49,4,1,,1,2,115,10,,,1,80
80LA00067,1980-04-23,2,T4005,43,,49,492,P4194,01,02,,,,50,0,1,02,,1,114,8,,132,3,,6,,,,,P6423,01,0,0,49,4,1,01,0,0,108,0,,,2,80
80LA00068,1980-04-14,1,T3611,43,1,49,493,P4229,01,02,,1,,50,0,1,02,,1,105,8,,0,3,,,,,,,P6871,01,1,74,49,4,1,,1,2,114,10,,,1,80
80LA00069,1980-04-14,1,T3612,43,,49,493,P4229,01,02,,1,,50,0,1,02,,1,105,8,,0,3,,,,,,,P6871,01,0,70,49,4,1,,0,0,116,10,,,2,80
80LA00070,1980-04-18,2,T3859,43,1,49,491,P4389,01,02,,1,,45,0,1,02,,1,109,8,,0,4,,,,,,,P6166,01,1,63,49,4,1,,1,2,089,10,,,1,80
80LA00071,1980-04-18,2,T3860,43,,49,491,P4389,01,02,,1,,45,0,1,02,,1,109,8,,0,4,,,,,,,P6166,01,0,56,49,4,1,,0,0,105,10,,,2,80
80LA00072,1980-04-10,1,T3485,43,1,49,492,P4472,01,02,,1,,45,0,1,02,,1,101,8,,0,4,,,,,&,,P6423,01,1,65,49,4,1,,1,2,115,5,,,1,80
80LA00073,1980-04-10,2,T3486,43,,49,492,P4472,01,02,,,,45,0,1,02,,1,101,8,,228,4,,7,,,,,P6423,01,0,0,49,4,1,,0,0,104,0,,,2,80
80LA00074,1980-04-22,2,T3976,43,1,49,493,P4504,01,02,,1,,45,0,1,02,,1,113,5,,0,3,,,,,,,P6871,01,1,88,49,4,1,,1,1,122,10,,,1,80
80LA00075,1980-04-12,1,T3529,43,1,49,492,P4645,01,02,,,,40,0,1,02,,1,103,8,,228,3,,7,,,,,P6423,01,1,0,49,4,1,,1,2,074,0,16,,1,80
80LA00076,1980-04-12,1,T3530,43,,49,492,P4645,01,02,,1,,40,0,1,02,,1,103,8,,0,3,,,,,,,P6423,01,0,42,49,4,1,,0,0,055,10,16,,2,80
80LA00077,1980-04-18,2,T3848,43,1,49,491,P4668,01,02,,1,,40,0,1,02,,1,109,8,,0,3,,,,,,,P6166,01,1,69,49,4,1,,1,2,113,10,,,1,80
80LA00078,1980-04-18,2,T3849,43,,49,491,P4668,01,02,,1,,40,0,1,02,,1,109,8,,0,3,,,,,,,P6166,01,0,62,49,4,1,,0,0,092,10,,,2,80
80LA00079,1980-04-18,2,T3833,43,1,49,493,P4842,01,02,,1,,40,0,1,02,,1,109,8,,0,3,,,,,,,P6871,01,1,75,49,4,1,,1,2,096,10,,,1,80
80LA00080,1980-04-18,1,T3834,43,,49,493,P4842,01,02,,,,40,0,1,02,,1,109,8,,118,3,,6,,,,,P6871,01,0,0,49,4,1,,0,0,104,0,,,2,80
80LA00081,1980-04-22,1,T3998,43,1,49,491,P4869,01,02,,1,,40,0,1,02,,1,113,8,,0,4,,,,,,,P6166,01,1,66,49,4,1,,1,2,096,10,,,1,80
80LA00082,1980-04-22,1,T3999,43,,49,491,P4869,01,02,,1,,40,0,1,02,,1,113,8,,0,4,,,,,,,P6166,01,0,55,49,4,1,,0,0,099,10,,,2,80
80LA00083,1980-04-17,2,T3805,43,1,49,492,P4946,01,02,,1,,40,0,1,02,,1,108,9,,0,3,,,,,,,P6423,01,1,69,49,4,1,,1,3,094,10,,,1,80
80LA00084,1980-04-17,1,T3806,43,,49,492,P4946,01,02,,1,,40,0,1,02,,1,108,9,,0,3,,,,,,,P6423,01,0,77,49,4,1,,0,0,095,10,,,2,80
80LA00085,1980-04-17,2,T3807,43,,49,492,P4946,01,02,,1,,40,0,1,02,,1,108,9,,0,3,,,,869301,-,,P6423,01,0,76,49,4,1,,0,0,104,5,,,3,80
80LA00086,1980-04-13,1,T3606,43,1,49,491,P5057,01,02,,1,,40,0,1,02,,1,104,8,,0,3,,,,,,,P6166,01,1,77,49,4,1,,1,2,123,10,,,1,80
80LA00087,1980-04-13,1,T3607,43,,49,491,P5057,01,02,,1,,40,0,1,02,,1,104,8,,0,3,,,,,,,P6166,01,0,73,49,4,1,,0,0,103,10,,,2,80
80LA00088,1980-04-05,2,T3338,43,1,49,491,P5616,01,02,,1,,30,0,1,02,,1,96,5,,0,3,,,,030802,+,,P6166,01,1,69,49,4,1,,1,1,075,15,02,,1,80
80LA00089,1980-04-20,2,T3928,43,1,49,492,P5758,01,02,,,,30,0,1,02,,1,111,8,,228,4,,7,,,,,P6423,01,1,0,49,4,1,,1,2,077,0,,,1,80
80LA00090,1980-04-20,2,T3929,43,,49,492,P5758,01,02,,1,,30,0,1,02,,1,111,8,,0,4,,,,,,,P6423,01,0,74,49,4,1,,0,0,097,10,,,2,80
80LA00091,1980-04-12,2,T3549,43,1,49,493,P5767,01,02,,1,,30,0,1,02,,1,103,8,,0,3,,,,,,,P6871,01,1,71,49,4,1,,1,2,080,10,,,1,80
80LA00092,1980-04-12,1,T3550,43,,49,493,P5767,01,02,,1,,30,0,1,02,,1,103,8,,0,3,,,,,,,P6871,01,0,68,49,4,1,,0,0,099,10,,,2,80
80LA00093,1980-04-06,1,T3348,43,1,49,491,P5768,01,02,,1,,30,0,1,02,,1,97,8,,0,3,,,,,,,P6166,01,1,63,49,4,1,,1,2,092,10,,,1,80
80LA00094,1980-04-06,1,T3349,43,,49,491,P5768,01,02,,1,,30,0,1,02,,1,97,8,,0,3,,,,,,,P6166,01,0,76,49,4,1,,0,0,096,10,,,2,80
80LA00095,1980-04-09,2,T3447,43,1,49,492,P5817,01,02,,1,,30,0,1,02,,1,100,5,,0,4,,,,,,,P6423,01,1,71,49,4,1,,1,1,133,10,,,1,80
80LA00096,1980-04-14,2,T3630,43,1,49,493,P5826,01,02,,1,,30,0,1,02,,1,105,8,,0,3,,,,,,,P6871,01,1,72,49,4,1,,1,2,117,10,,,1,80
80LA00097,1980-04-14,2,T3631,43,,49,493,P5826,01,02,,1,,30,0,1,02,,1,105,8,,0,3,,,,,,,P6871,01,0,72,49,4,1,,0,0,109,10,,,2,80
80LA00098,1980-04-24,2,T4023,43,1,49,491,P5833,01,02,,1,,30,0,1,02,,1,115,5,,0,4,,,,,,,P6166,01,1,84,49,4,1,,1,1,110,10,,,1,80
80LA00099,1980-04-08,1,T3377,43,1,49,493,P5859,01,02,,1,,30,0,1,02,,1,99,9,,0,3,,,,710793,-,,P6871,01,1,61,49,4,1,,1,3,070,5,,,1,80
80LA00100,1980-04-08,1,T3378,43,,49,493,P5859,01,02,,1,,30,0,1,02,,1,99,9,,0,3,,,,,,,P6871,01,0,50,49,4,1,,0,0,068,10,,,2,80
80LA00101,1980-04-08,1,T3379,43,,49,493,P5859,01,02,,1,,30,0,1,02,,1,99,9,,0,3,,,,,,,P6871,01,0,58,49,4,1,,0,0,080,10,,,3,80
80LA00102,1980-04-15,2,T3647,43,1,49,491,P5915,01,02,,1,,30,0,1,02,,1,106,5,,0,3,,,,,,,P6166,01,1,69,49,4,1,,1,1,110,10,,,1,80
80LA00103,1980-04-10,1,T3469,43,1,49,492,P6003,01,02,,1,,30,0,1,02,,1,101,5,,0,4,,,,,,,P6423,01,1,86,49,4,1,,1,1,104,10,,,1,80
80LA00104,1980-04-15,2,T3695,43,1,49,493,P6041,01,02,,1,,30,0,1,02,,1,106,8,,0,4,,,,,,,P6871,01,1,90,49,4,1,,1,2,126,10,,,1,80
80LA00105,1980-04-15,2,T3696,43,,49,493,P6041,01,02,,,,30,0,1,02,,1,106,8,,109,4,,6,,,,,P6871,01,0,0,49,4,1,,0,0,118,0,,,2,80
80LA00106,1980-04-15,1,T3646,43,1,49,491,P6050,01,02,,1,,30,0,1,02,,1,106,5,,0,3,,,,,,,P6166,01,1,73,49,4,1,,1,1,148,10,,,1,80
80LA00107,1980-04-15,2,T3708,43,1,49,492,P6118,01,02,,1,,30,0,1,02,,1,106,8,,0,3,,,,,,,P6423,01,1,67,49,4,1,,1,2,092,10,,,1,80
80LA00108,1980-04-15,1,T3709,43,,49,492,P6118,01,02,,1,,30,0,1,02,,1,106,8,,0,3,,,,,,,P6423,01,0,67,49,4,1,,0,0,124,10,,,2,80
80LA00109,,,,43,1,49,493,P6120,01,02,,,,30,0,,02,,,,,,0,,,,,,,,P6871,01,1,0,49,4,0,,0,0,,0,,,1,80
80LA00110,1980-04-15,2,T3705,43,1,49,491,P6221,01,02,,1,,25,0,1,02,,1,106,5,,0,3,,,,,,,P6166,01,1,67,49,4,1,,1,1,093,10,,,1,80
80LA00111,,,,43,1,49,493,P6226,01,02,,,,25,0,,02,,,,,,0,,,,,,,,P6871,01,1,0,49,4,0,,0,0,,0,,,1,80
80LA00112,1980-04-13,2,T3609,43,1,49,493,P6236,01,02,,1,,25,0,1,02,,1,104,8,,0,3,,,,,,,P6871,01,1,73,49,4,1,,1,2,098,10,,,1,80
80LA00113,1980-04-13,2,T3610,43,,49,493,P6236,01,02,,1,,25,0,1,02,,1,104,8,,0,3,,,,,,,P6871,01,0,68,49,4,1,,0,0,090,10,,,2,80
80LA00114,1980-04-21,1,T3968,43,1,49,493,P6238,01,02,,1,,25,0,1,02,,1,112,8,,0,4,,,,,,,P6871,01,1,58,49,4,1,,1,2,076,10,,,1,80
80LA00115,1980-04-21,1,T3969,43,,49,493,P6238,01,02,,1,,25,0,1,02,,1,112,8,,0,4,,,,,,,P6871,01,0,64,49,4,1,,0,0,083,10,,,2,80
80LA00116,1980-04-12,2,T3553,43,1,49,493,P6250,01,02,,,,25,0,1,02,,1,103,5,,104,2,,6,,,,,P6871,01,1,0,49,4,1,,1,1,109,0,,,1,80
80LA00117,1980-04-13,2,T3602,43,1,49,491,P6433,01,02,,1,,20,0,1,02,,1,104,8,,0,3,,,,,,,P6166,01,1,68,49,4,1,,1,2,080,10,,,1,80
80LA00118,1980-04-13,1,T3603,43,,49,491,P6433,01,02,,1,,20,0,1,02,,1,104,8,,0,3,,,,,&,,P6166,01,0,56,49,4,1,,0,0,084,5,,,2,80
80LA00119,1980-04-16,2,T3716,43,1,49,492,P6530,01,02,,,,20,0,1,02,,1,107,5,,109,3,,6,,923993,+,,P6423,01,1,0,49,4,1,,1,1,042,5,16,,1,80
80LA00120,1980-04-17,2,T3801,43,1,49,493,P6660,01,02,,1,,20,0,1,02,,1,108,8,,0,2,,,,,,,P6871,01,1,53,49,4,1,,1,2,095,10,,,1,80
80LA00121,1980-04-17,2,T3802,43,,49,493,P6660,01,02,,1,,20,0,1,02,,1,108,8,,0,2,,,,,,,P6871,01,0,57,49,4,1,,0,0,094,10,,,2,80
80LA00122,1980-04-16,1,T3736,43,1,49,491,P6740,01,02,,1,,20,0,1,02,,1,107,5,,0,3,,,,984993,+,,P6166,01,1,50,49,4,1,,1,1,088,15,,,1,80
80LA00123,1980-04-21,1,T3960,43,1,49,492,P6764,01,02,,1,,20,0,1,02,,1,112,5,,0,3,,,,,,,P6423,01,1,77,49,4,1,,1,1,115,10,,,1,80
80LA00124,,,,43,1,49,491,P6814,01,02,,,,20,0,,02,1,,,,,0,,,,,,,,P6166,01,1,0,49,4,0,,0,0,,0,,,1,80
80LA00125,1980-05-18,2,X6129,79,1,00,,P6814,01,02,,1,,20,0,5,20,2,1,139,8,,0,3,,,,,,,00000,97,1,80,49,0,1,,1,2,100,10,,,1,80
80LA00126,1980-05-18,3,X6130,79,,00,,P6814,01,02,,1,,20,0,1,20,2,1,139,8,,0,3,,,,,,,00000,97,0,92,49,0,1,,0,0,101,10,,,2,80
80LA00127,1980-04-17,1,T3775,43,1,49,492,P6872,01,02,,1,,20,0,1,02,,1,108,8,,0,3,,,,,,,P6423,01,1,48,49,4,1,,1,2,121,10,,,1,80
80LA00128,1980-04-17,2,T3776,43,,49,492,P6872,01,02,,,,20,0,1,02,,1,108,8,,215,3,,6,,,,,P6423,01,0,0,49,4,1,01,0,0,094,0,,,2,80
80LA00129,1980-03-30,1,Y0176,02,1,70,701,P1339,01,30,,1,,80,0,1,30,,1,90,5,,0,4,,,,,,,P7323,01,1,85,70,6,1,,1,1,111,10,,,1,80
80LA00130,1980-04-07,1,,01,1,70,702,P1364,01,30,,,,80,1,1,30,,1,98,9,,0,1,33,1,,,,,P7018,01,1,0,70,6,0,,1,3,060,0,,,1,80
80LA00131,1980-04-07,2,,01,,70,702,P1364,01,30,,,,80,1,1,30,,1,98,9,,0,1,,1,,,,,P7018,01,0,0,70,6,0,,0,0,100,0,,,2,80
80LA00132,1980-04-07,1,Y0333,02,,70,702,P1364,01,30,,1,,80,1,1,30,,1,98,9,,0,1,,,,845301,-,,P7018,01,0,69,70,6,1,,0,0,085,5,,,3,80
80LA00133,1980-04-03,1,Y0249,02,1,71,711,P1381,01,30,,,,80,0,1,30,,1,94,5,,228,2,,7,,,,,P8776,01,1,0,71,6,1,,1,1,079,0,,,1,80
80LA00134,1980-04-12,1,Y0441,02,1,70,703,P1383,01,30,,1,,80,0,1,30,,1,103,8,,0,4,,,,,,,P7068,01,1,78,70,6,1,,1,2,098,10,,,1,80
80LA00135,1980-04-12,2,Y0442,02,,70,703,P1383,01,30,,1,,80,0,1,30,,1,103,8,,0,4,,,,,,,P7068,01,0,66,70,6,1,,0,0,094,10,,,2,80
80LA00136,1980-03-30,2,Y0172,02,1,70,701,P1384,01,30,,1,,80,0,1,30,,1,90,5,,0,3,,,,,,,P7323,01,1,85,70,6,1,,1,1,113,10,,,1,80
80LA00137,1980-03-23,1,Y0031,02,1,71,712,P1459,01,30,,1,,80,0,1,30,,1,83,8,,0,0,,,,,&,,P8685,01,1,67,71,6,1,,1,2,066,5,,,1,80
80LA00138,1980-03-23,1,Y0032,02,,71,712,P1459,01,30,,1,,80,0,1,30,,1,83,8,,0,0,,,,,&,,P8685,01,0,80,71,6,1,,0,0,072,5,,,2,80
80LA00139,1980-04-03,1,Y0254,02,1,70,702,P1541,01,30,,1,,80,0,1,30,,1,94,8,,0,3,,,,,,,P7018,01,1,46,70,6,1,,1,2,055,10,,,1,80
80LA00140,1980-04-03,1,Y0255,02,,70,702,P1541,01,30,,1,,80,0,1,30,,1,94,8,,0,3,,,,,,,P7018,01,0,70,70,6,1,,0,0,089,10,,,2,80
80LA00141,1980-04-02,1,Y0239,02,1,71,713,P1562,01,30,,1,,80,0,1,30,,1,93,9,,0,3,,,,128693,-,,P8675,01,1,66,71,6,1,,1,3,076,5,,,1,80
80LA00142,1980-04-02,2,Y0240,02,,71,713,P1562,01,30,,1,,80,0,1,30,,1,93,9,,0,3,,,,,,,P8675,01,0,65,71,6,1,,0,0,070,10,,,2,80
