ID10,STM
2010118055,07
2010118056,07
2010118057,07
2010118058,07
2010118059,07
2010118060,07
2010118061,07
2010118062,07
2010118063,07
2010118064,07
2010118065,07
2010118066,07
2010118067,07
2010118068,07
2010118069,07
2010118070,07
2010118071,07
2010118072,07
2010118073,07
2010118074,07
2010118075,07
2010118076,07
2010118077,07
2010118078,07
2010118079,07
2010118080,07
2010118081,07
2010118082,07
2010118083,07
2010118084,07
2010118085,07
2010118086,07
2010118087,07
2010118088,07
2010118089,07
2010118090,07
2010118091,07
2010118092,07
2010118093,07
2010118094,07
2010118095,07
2010118096,07
2010118097,07
2010118098,07
2010118099,07
2010118100,07
2010118101,07
2010118102,07
2010118103,07
2010118104,07
2010118105,07
2010118106,07
2010118107,07
2010118108,07
2010118109,07
2010118110,07
2010118111,07
2010118112,07
2010118113,07
2010118114,07
2010118115,07
2010118116,07
2010118117,07
2010118118,07
2010118119,07
2010118120,07
2010118121,07
2010118122,07
2010118123,07
2010118124,07
2010118125,07
2010118126,07
2010118127,07
2010118128,07
2010118129,07
2010118130,07
2010118131,07
2010118132,07
2010118133,07
2010118134,07
2010118135,07
2010118136,07
2010118137,07
2010118138,07
2010118139,07
2010118140,07
2010118141,07
2010118142,07
2010118143,07
2010118144,07
2010118145,07
2010118146,07
2010118147,07
2010118148,07
2010118149,07
2010118150,07
2010118151,07
2010118152,07
2010118153,07
2010118154,07
2010118155,07
2010118156,07
2010118157,07
2010118158,07
2010118159,07
2010118160,07
2010118161,07
2010118162,07
2010118163,07
2010118164,07
2010118165,07
2010118166,07
2010118167,07
2010118168,07
2010118169,07
2010118170,07
2010118171,07
2010118172,07
2010118173,07
2010118174,07
2010118175,07
2010118176,07
2010118177,07
2010118178,07
2010118179,07
2010118180,07
2010118181,07
2010118182,07
2010118183,07
2010118184,07
2010118185,07
2010118186,07
2010118187,07
2010118188,07
2010118189,07
2010118190,07
2010118191,07
2010118192,07
2010118193,07
2010118194,07
2010118195,07
2010118196,07
2010118197,07
2010118198,07
2010118199,07
2010118200,07
2010118201,07
2010118202,07
2010118203,07
2010118204,07
2010118205,07
2010118206,07
2010118207,07
2010118208,07
2010118209,07
2010118210,07
2010118211,07
2010118212,07
2010118213,07
2010118214,07
2010118215,07
2010118216,07
2010118217,07
2010118218,07
2010118219,07
2010118220,07
2010118221,07
2010118222,07
2010118223,07
2010118224,07
2010118225,07
2010118226,07
2010118227,07
2010118228,07
2010118229,07
2010118230,07
2010118231,07
2010118232,07
2010118233,07
2010118234,07
2010118235,07
2010118236,07
2010118237,07
2010118238,07
2010118239,07
2010118240,07
2010118241,07
2010118242,07
2010118243,07
2010118244,07
2010118245,07
2010118246,07
2010118247,07
2010118248,07
2010118249,07
2010118250,07
2010118251,07
2010118252,07
2010118253,07
2010118254,07
2010118255,07
2010118256,07
2010118257,07
2010118258,07
2010118259,07
2010118260,07
2010118261,07
2010118262,07
2010118263,07
2010118264,07
2010118265,07
2010118266,07
2010118267,07
2010118268,07
2010118269,07
2010118270,07
2010118271,07
2010118272,07
2010118273,07
2010118274,07
2010118275,07
2010118276,07
2010118277,07
2010118278,07
2010118279,07
2010118280,07
2010118281,07
2010118282,07
2010118283,07
2010118284,07
2010118285,07
2010118286,07
2010118287,07
2010118288,07
2010118289,07
2010118290,07
2010118291,07
2010118292,07
2010118293,07
2010118294,07
2010118295,07
2010118296,07
2010118297,07
2010118298,07
2010118299,07
2010118300,07
2010118301,07
2010118302,07
2010118303,07
2010118304,07
2010118305,07
2010118306,07
2010118307,07
2010118308,07
2010118309,07
2010118310,07
2010118311,07
2010118312,07
2010118313,07
2010118314,07
2010118315,07
2010118316,07
2010118317,07
2010118318,07
2010118319,07
2010118320,07
2010118321,07
2010118322,07
2010118323,07
2010118324,07
2010118325,07
2010118326,07
2010118327,07
2010118328,07
2010118329,07
2010118330,07
2010118331,07
2010118332,07
2010118333,07
2010118334,07
2010118335,07
2010118336,07
2010118337,07
2010118338,07
2010118339,07
2010118340,07
2010118341,07
2010118342,07
2010118343,07
2010118344,07
2010118345,07
2010118346,07
2010118347,07
2010118348,07
2010118349,07
2010118350,07
2010118351,07
2010118352,07
2010118353,07
2010118354,07
2010118355,07
2010118356,07
2010118357,07
2010118358,07
2010118359,07
2010118360,07
2010118361,07
2010118362,07
2010118363,07
2010118364,07
2010118365,07
2010118366,07
2010118367,07
2010118368,07
2010118369,07
2010118370,07
2010118371,07
2010118372,07
2010118373,07
2010118374,07
2010118375,07
2010118376,07
2010118377,07
2010118378,07
2010118379,07
2010118380,07
2010118381,07
2010118382,07
2010118383,07
2010118384,07
2010118385,07
2010118386,07
2010118387,07
2010118388,07
2010118389,07
2010118390,07
2010118391,07
2010118392,07
2010118393,07
2010118394,07
2010118395,07
2010118396,07
2010118397,07
2010118398,07
2010118399,07
2010118400,07
2010118401,07
2010118402,07
2010118403,07
2010118404,07
2010118405,07
2010118406,07
2010118407,07
2010118408,07
2010118409,07
2010118410,07
2010118411,07
2010118412,07
2010118413,07
2010118414,07
2010118415,07
2010118416,07
2010118417,07
2010118418,07
2010118419,07
2010118420,07
2010118421,07
2010118422,07
2010118423,07
2010118424,07
2010118425,07
2010118426,07
2010118427,07
2010118428,07
2010118429,07
2010118430,07
2010118431,07
2010118432,07
2010118433,07
2010118434,07
2010118435,07
2010118436,07
2010118437,07
2010118438,07
2010118439,07
2010118440,07
2010118441,07
2010118442,07
2010118443,07
2010118444,07
2010118445,07
2010118446,07
2010118447,07
2010118448,07
2010118449,07
2010118450,07
2010118451,07
2010118452,07
2010118453,07
2010118454,07
2010118455,07
2010118456,07
2010118457,07
2010118458,07
2010118459,07
2010118460,07
2010118461,07
2010118462,07
2010118463,07
2010118464,07
2010118465,07
2010118466,07
2010118467,07
2010118468,07
2010118469,07
2010118470,07
2010118471,07
2010118472,07
2010118473,07
2010118474,07
2010118475,07
2010118476,07
2010118477,07
2010118478,07
2010118479,07
2010118480,07
2010118481,07
2010118482,07
2010118483,07
2010118484,07
2010118485,07
2010118486,07
2010118487,07
2010118488,07
2010118489,07
2010118490,07
2010118491,07
2010118492,07
2010118493,07
2010118494,07
2010118495,07
2010118496,07
2010118497,07
2010118498,07
2010118499,07
2010118500,07
2010118501,07
2010118502,07
2010118503,07
2010118504,07
2010118505,07
2010118506,07
2010118507,07
2010118508,07
2010118509,07
2010118510,07
2010118511,07
2010118512,07
2010118513,07
2010118514,07
2010118515,07
2010118516,07
2010118517,07
2010118518,07
2010118519,07
2010118520,07
2010118521,07
2010118522,07
2010118523,07
2010118524,07
2010118525,07
2010118526,07
2010118527,07
2010118528,07
2010118529,07
2010118530,07
2010118531,07
2010118532,07
2010118533,07
2010118534,07
2010118535,07
2010118536,07
2010118537,07
2010118538,07
2010118539,07
2010118540,07
2010118541,07
2010118542,07
2010118543,07
2010118544,07
2010118545,07
2010118546,07
2010118547,07
2010118548,07
2010118549,07
2010118550,07
2010118551,07
2010118552,07
2010118553,07
2010118554,07
2010118555,07
2010118556,07
2010118557,07
2010118558,07
2010118559,07
2010118560,07
2010118561,07
2010118562,07
2010118563,07
2010118564,07
2010118565,07
2010118566,07
2010118567,07
2010118568,07
2010118569,07
2010118570,07
2010118571,07
2010118572,07
2010118573,07
2010118574,07
2010118575,07
2010118576,07
2010118577,07
2010118578,07
2010118579,07
2010118580,07
2010118581,07
2010118582,07
2010118583,07
2010118584,07
2010118585,07
2010118586,07
2010118587,07
2010118588,07
2010118589,07
2010118590,07
2010118591,07
2010118592,07
2010118593,07
2010118594,07
2010118595,07
2010118596,07
2010118597,07
2010118598,07
2010118599,07
2010118600,07
2010118601,07
2010118602,07
2010118603,07
2010118604,07
2010118605,07
2010118606,07
2010118607,07
2010118608,07
2010118609,07
2010118610,07
2010118611,07
2010118612,07
2010118613,07
2010118614,07
2010118615,07
2010118616,07
2010118617,07
2010118618,07
2010118619,07
2010118620,07
2010118621,07
2010118622,07
2010118623,07
2010118624,07
2010118625,07
2010118626,07
2010118627,07
2010118628,07
2010118629,07
2010118630,07
2010118631,07
2010118632,07
2010118633,07
2010118634,07
2010118635,07
2010118636,07
2010118637,07
2010118638,07
2010452847,02
2010452848,02
2010452849,02
2010452850,02
2010452851,02
2010452852,02
2010452853,02
2010452854,02
2010452855,02
2010452856,02
2010452857,02
2010452858,02
2010452859,02
2010452860,02
2010452861,02
2010452862,02
2010452863,02
2010452864,02
2010452865,02
2010452866,02
2010452867,02
2010452868,02
2010452869,02
2010452870,02
2010452871,02
2010452872,02
2010452873,02
2010452874,02
2010452875,02
2010452876,02
2010452877,02
2010452878,02
2010452879,02
2010452880,02
2010452881,02
2010452882,02
2010452883,02
2010452884,02
2010452885,02
2010452886,02
2010452887,02
2010452888,02
2010452889,02
2010452890,02
2010452891,02
2010452892,02
2010452893,02
2010452894,02
2010452895,02
2010452896,02
2010452897,02
2010452898,02
2010452899,02
2010452900,02
2010452901,02
2010452902,02
2010452903,02
2010452904,02
2010452905,02
2010452906,02
2010452907,02
2010452908,02
2010452909,02
2010452910,02
2010452911,02
2010452912,02
2010452913,02
2010452914,02
2010452915,02
2010452916,02
2010452917,02
2010452918,02
2010452919,02
2010452920,02
2010452921,02
