AAID,ID10,ETAG,YRREC,PEN,RGRP,LOT,BAND,TRT,BPEN,BGRP,STUDY,STUDYTRT
AA182015832832,2015832832,Z2832,2018,22,7,CTL,2,,,,,
AA182015832834,2015832834,Z2834,2018,29,0,.,2,,,,,
AA182015832849,2015832849,Z2849,2018,35,0,,D,.,,,,
AA182015832857,2015832857,Z2857,2018,22,,SEL,1,,,,,
AA182015832859,2015832859,Z2859,2018,10,,,H,,,,,
AA182015832864,2015832864,Z2864,2018,12,,,H,,,,,
AA182015832871,2015832871,Z2871,2018,36,0,GRN,1,,,,,
AA182015832874,2015832874,Z2874,2018,24,0,CTL,2,.,,,,
AA182015832879,2015832879,Z2879,2018,11,0,,H,,,,,
AA182015832885,2015832885,Z2885,2018,12,0,,H,,,,,
AA182015832892,2015832892,Z2892,2018,25,7,GRN,H,,,,,
AA182015832893,2015832893,Z2893,2018,31,0,,2,,,,,
AA182015832894,2015832894,Z2894,2018,31,0,,2,,,,,
AA182015832906,2015832906,Z2906,2018,21,0,CTL,1,,,,,
AA182015832907,2015832907,Z2907,2018,10,0,,H,.,,,,
AA182015832908,2015832908,Z2908,2018,10,0,,,.,,,,
AA182015832915,2015832915,Z2915,2018,12,,,D,,,,,M.Ovis
AA182015832930,2015832930,Z2930,2018,12,0,,M,,,,,
AA182015832933,2015832933,Z2933,2018,BL,0,BLK,2,,,,,
AA182015832937,2015832937,Z2937,2018,10,0,,H,.,,,,
AA182015832938,2015832938,Z2938,2018,10,0,,H,.,,,,
AA182015832944,2015832944,Z2944,2018,19,0,CTL,1,,,,,
AA182015832945,2015832945,Z2945,2018,e11,,,M,,,,,
AA182015832948,2015832948,Z2948,2018,28,0,,2,,,,,
AA182015832949,2015832949,Z2949,2018,12,,,M,,,,,
AA182015832951,2015832951,Z2951,2018,12,0,,H,.,,,,
AA182015832971,2015832971,Z2971,2018,10,0,,H,,,,,
AA182015832972,2015832972,Z2972,2018,e10,0,,M,.,,,,
AA182015832973,2015832973,Z2973,2018,12,0,,H,.,,,,
AA182015832974,2015832974,Z2974,2018,12,0,,H,.,,,,
AA182015832975,2015832975,Z2975,2018,12,,,H,,,,,
AA182015832980,2015832980,Z2980,2018,11,0,,D,,,,,
AA182015832995,2015832995,Z2995,2018,BL,0,,1,.,,,,
AA182015833004,2015833004,Z3004,2018,36,0,GRN,2,.,,,,
AA182015833007,2015833007,Z3007,2018,BL,0,GRN,1,.,,,,
AA182015833009,2015833009,Z3009,2018,23,0,CTL,1,,,,Term,
AA182015833064,2015833064,Z3064,2018,36,,,1,,,,,
AA182015833081,2015833081,Z3081,2018,28,,GRN,2,,,,Term,
AA182015833083,2015833083,Z3083,2018,31,0,,D,,,,,
AA182015833153,2015833153,Z3153,2018,34,0,,2,,,,,
AA182014003217,2014003217,Z3217,2018,,,,M,,,,,
AA182016833228,2016833228,Z3228,2018,11,0,,H,,,,,M.Ovis
AA182016833234,2016833234,Z3234,2018,16,0,OR,D,,,,,
AA182016833235,2016833235,Z3235,2018,13,0,,H,,,,,M.Ovis
AA182016833238,2016833238,Z3238,2018,BR1,0,GRN,H,,,,Sync,
AA182016833250,2016833250,Z3250,2018,13,0,OR,M,,,,,
AA182016833254,2016833254,Z3254,2018,15,0,,M,,,,UWyo,
AA182016833255,2016833255,Z3255,2018,15,0,,M,,,,UWyo,
AA182016833257,2016833257,Z3257,2018,15,0,,H,,,,,M.Ovis
AA182016833260,2016833260,Z3260,2018,11,0,,D,,,,,M.Ovis
AA182016833265,2016833265,Z3265,2018,11,0,,H,,,,,M.Ovis
AA182016833267,2016833267,Z3267,2018,09,,OR,H,,,,,
AA182016833275,2016833275,Z3275,2018,BR1,,GRN,H,,,,Sync,
AA182016833276,2016833276,Z3276,2018,BR1,,GRN,H,,,,Sync,
AA182016833277,2016833277,Z3277,2018,BR1,0,GRN,H,,,,Sync,
AA182016833278,2016833278,Z3278,2018,BR1,0,GRN,H,,,,Sync,
AA182016833281,2016833281,Z3281,2018,18,0,OR,H,,,,,
AA182016833283,2016833283,Z3283,2018,15,0,,M,,,,UWyo,
AA182016833288,2016833288,Z3288,2018,12,0,,D,,,,,M.Ovis
AA182016833298,2016833298,Z3298,2018,15,0,,H,,,,,M.Ovis
AA182016833299,2016833299,Z3299,2018,15,0,,H,,,,,M.Ovis
AA182016833301,2016833301,Z3301,2018,15,,,H,,,,,M.Ovis
AA182016833303,2016833303,Z3303,2018,12,,,H,,,,,M.Ovis
AA182016833304,2016833304,Z3304,2018,11,0,,H,,,,,M.Ovis
AA182016833307,2016833307,Z3307,2018,12,0,,H,,,,,M.Ovis
AA182016833310,2016833310,Z3310,2018,13,0,,H,,,,,M.Ovis
AA182016833311,2016833311,Z3311,2018,13,0,,M,,,,UWyo,
AA182016833313,2016833313,Z3313,2018,16,0,OR,H,,,,,
AA182016833332,2016833332,Z3332,2018,20,0,OR,M,,,,,
AA182016833333,2016833333,Z3333,2018,BR1,0,GRN,H,,,,Sync,
AA182016833340,2016833340,Z3340,2018,13,0,,H,,,,,M.Ovis
AA182016833355,2016833355,Z3355,2018,11,0,,M,,,,UWyo,
AA182016833365,2016833365,Z3365,2018,15,0,,M,,,,UWyo,
AA182016833368,2016833368,Z3368,2018,13,0,,M,,,,UWyo,
AA182016833371,2016833371,Z3371,2018,11,0,,H,,,,,M.Ovis
AA182016833372,2016833372,Z3372,2018,BR1,0,GRN,H,,,,Sync,
AA182016833374,2016833374,Z3374,2018,12,0,,H,,,,,M.Ovis
AA182016833380,2016833380,Z3380,2018,15,0,,H,,,,,M.Ovis
AA182016833385,2016833385,Z3385,2018,BR1,0,GRN,H,,,,Sync,
AA182016833386,2016833386,Z3386,2018,BR1,0,GRN,H,,,,Sync,
AA182016833387,2016833387,Z3387,2018,15,0,,H,,,,,M.Ovis
AA182016833393,2016833393,Z3393,2018,13,0,OR,H,,,,,
AA182016833399,2016833399,Z3399,2018,16,0,OR,H,,,,,
AA182016833401,2016833401,Z3401,2018,11,,,H,,,,,M.Ovis
AA182016833412,2016833412,Z3412,2018,12,,,H,,,,,M.Ovis
AA182016833421,2016833421,Z3421,2018,53,,,2,,,,,
AA182016833425,2016833425,Z3425,2018,36,0,,2,,,,,
AA182016833427,2016833427,Z3427,2018,12,0,,M,,,,UWyo,
AA182016833450,2016833450,Z3450,2018,42,,,2,,,,,
AA182016833464,2016833464,Z3464,2018,18,0,OR,H,,,,,
AA182016833473,2016833473,Z3473,2018,15,,,M,,,,,
AA182016833484,2016833484,Z3484,2018,09,,OR,M,,,,,
AA182016833485,2016833485,Z3485,2018,16,0,OR,H,,,,,
AA182016833498,2016833498,Z3498,2018,34,0,,,,,,,
AA182016833506,2016833506,Z3506,2018,46,7,,1,,,,,
AA182016833512,2016833512,Z3512,2018,11,,,H,,,,,M.Ovis
AA182016833529,2016833529,Z3529,2018,64,0,,1,,,,,
AA182016833547,2016833547,Z3547,2018,e3,,,H,,,,,M.Ovis
AA182016833581,2016833581,Z3581,2018,17,0,OR,H,,,,,
AA182016833582,2016833582,Z3582,2018,17,0,OR,M,,,,,
AA182016833584,2016833584,Z3584,2018,61,0,,1,,,,Term,
AA182016833588,2016833588,Z3588,2018,11,,,H,,,,,M.Ovis
AA182016833595,2016833595,Z3595,2018,e4,,,H,,,,,M.Ovis
AA182016833604,2016833604,Z3604,2018,61,0,,1,,,,,
AA182016833616,2016833616,Z3616,2018,BL,0,,D,,,,,
AA182016833622,2016833622,Z3622,2018,15,0,,M,,,,,
AA182016833630,2016833630,Z3630,2018,e3,0,,H,,,,,M.Ovis
AA182016833634,2016833634,Z3634,2018,14,0,OR,M,,,,,
AA182016833636,2016833636,Z3636,2018,12,0,,H,,,,,M.Ovis
AA182016833656,2016833656,Z3656,2018,15,0,,H,,,,,M.Ovis
AA182016833663,2016833663,Z3663,2018,12,0,,H,,,,,M.Ovis
AA182016833681,2016833681,Z3681,2018,13,0,,D,,,,,M.Ovis
AA182016833686,2016833686,Z3686,2018,49,0,,1,,,,,
AA182016833688,2016833688,Z3688,2018,BL,0,,M,,,,,
AA182016833740,2016833740,Z3740,2018,60,0,,1,,,,,
AA182016833741,2016833741,Z3741,2018,60,0,,D,,,,,
AA182016833749,2016833749,Z3749,2018,52,0,,2,,,,,
AA182016833756,2016833756,Z3756,2018,60,,,D,,,,,
AA182016833762,2016833762,Z3762,2018,61,0,,2,,,,,
AA182016833792,2016833792,Z3792,2018,13,,OR,H,,,,,
AA182016833793,2016833793,Z3793,2018,13,,OR,H,,,,,
AA182016833797,2016833797,Z3797,2018,47,,,2,,,,,
AA182016833798,2016833798,Z3798,2018,47,,,1,,,,,
AA182016833800,2016833800,Z3800,2018,20,0,OR,H,,,,,
AA182016833801,2016833801,Z3801,2018,20,0,OR,H,,,,,
AA182016833811,2016833811,Z3811,2018,34,,,1,,,,Term,
AA182016833814,2016833814,Z3814,2018,11,0,,H,,,,,M.Ovis
AA182016833818,2016833818,Z3818,2018,53,,,1,,,,,
AA182016833822,2016833822,Z3822,2018,45,0,,1,,,,,
AA182016833823,2016833823,Z3823,2018,45,0,,1,,,,,
AA182016833833,2016833833,Z3833,2018,46,0,,2,,,,,
AA182016833849,2016833849,Z3849,2018,BR2,0,GRN,H,,,,Sync,
AA182016833855,2016833855,Z3855,2018,18,0,OR,H,,,,,
AA182016833856,2016833856,Z3856,2018,18,0,OR,,,,,,
AA182016833860,2016833860,Z3860,2018,54,0,,2,,,,,
AA182016833862,2016833862,Z3862,2018,62,0,,1,,,,,
AA182016833865,2016833865,Z3865,2018,BR2,0,GRN,H,,,,Sync,
AA182016833868,2016833868,Z3868,2018,39,7,,2,,,,,
AA182016833906,2016833906,Z3906,2018,35,0,,2,,,,,
AA182016833925,2016833925,Z3925,2018,56,,,2,,,,Term,
AA182016833927,2016833927,Z3927,2018,62,0,,1,,,,,
AA182016833929,2016833929,Z3929,2018,58,,,1,,,,,
AA182016833936,2016833936,Z3936,2018,39,7,,1,,,,,
AA182016833949,2016833949,Z3949,2018,59,0,,H,,,,Sync,
AA182016833951,2016833951,Z3951,2018,54,,,2,,,,,
AA182016833952,2016833952,Z3952,2018,54,,,2,,,,,
AA182016833962,2016833962,Z3962,2018,20,,OR,H,,,,Sync,
AA182016833965,2016833965,Z3965,2018,62,0,,2,,,,,
AA182016833966,2016833966,Z3966,2018,50,0,,H,,,,Sync,
AA182016833971,2016833971,Z3971,2018,e3,0,,M,,,,,
AA182016833978,2016833978,Z3978,2018,19,0,,H,,,,Sync,
AA182016833992,2016833992,Z3992,2018,BR3,0,GRN,H,,,,Sync,
AA182016834008,2016834008,Z4008,2018,65,0,,H,,,,Sync,
AA182016834013,2016834013,Z4013,2018,37,0,,1,,,,,
AA182016834014,2016834014,Z4014,2018,23,0,,H,,,,Sync,
AA182016834022,2016834022,Z4022,2018,59,0,,H,,,,Sync,
AA182016834037,2016834037,Z4037,2018,64,,,,,,,Sync,
AA182016834070,2016834070,Z4070,2018,BR1,0,GRN,H,,,,Sync,
AA182015004086,2015004086,Z4086,2018,,,,,,,,,
AA182016004088,2016004088,Z4088,2018,,,,H,,,,,
AA182016004089,2016004089,Z4089,2018,,,,H,,,,,
AA182016004090,2016004090,Z4090,2018,,,,D,,,,,
AA182016004091,2016004091,Z4091,2018,,,,D,,,,,
AA182016004092,2016004092,Z4092,2018,,,,H,,,,,
AA182016004093,2016004093,Z4093,2018,,,,H,,,,,
AA182016004094,2016004094,Z4094,2018,,,,,,,,,
AA182016004095,2016004095,Z4095,2018,,,,H,,,,,
AA182016004096,2016004096,Z4096,2018,,,,H,,,,,
AA182016004097,2016004097,Z4097,2018,,,,H,,,,,
AA182016004098,2016004098,Z4098,2018,,,,H,,,,,
AA182015004099,2015004099,Z4099,2018,,,,M,,,,,
AA182015004101,2015004101,Z4101,2018,,,,M,,,,,
AA182015004102,2015004102,Z4102,2018,,,,M,,,,,
AA182015004104,2015004104,Z4104,2018,,,,M,,,,,
AA182015004105,2015004105,Z4105,2018,,,,M,,,,,
AA182015004106,2015004106,Z4106,2018,,,,M,,,,,
AA182016004110,2016004110,Z4110,2018,,,,M,,,,,
AA182016004111,2016004111,Z4111,2018,,,,D,,,,,
AA182016004113,2016004113,Z4113,2018,,,,H,,,,,
AA182016004114,2016004114,Z4114,2018,,,,H,,,,,
AA182016004115,2016004115,Z4115,2018,,,,H,,,,,
AA182016004116,2016004116,Z4116,2018,,,,H,,,,,
AA182016004117,2016004117,Z4117,2018,,,,D,,,,,
AA182016004118,2016004118,Z4118,2018,,,,D,,,,,
AA182016004119,2016004119,Z4119,2018,,,,H,,,,,
AA182016004120,2016004120,Z4120,2018,,,,H,,,,,
AA182016004121,2016004121,Z4121,2018,,,,H,,,,,
AA182016004122,2016004122,Z4122,2018,,,,H,,,,,
AA182016004123,2016004123,Z4123,2018,,,,D,,,,,
AA182016004124,2016004124,Z4124,2018,,,,D,,,,,
AA182016004125,2016004125,Z4125,2018,,,,H,,,,,
AA182016004126,2016004126,Z4126,2018,,,,D,,,,,
AA182016004127,2016004127,Z4127,2018,,,,H,,,,,
AA182016004128,2016004128,Z4128,2018,,,,D,,,,,
AA182016005160,2016005160,Z5160,2018,,,,,,,,,
AA182016005161,2016005161,Z5161,2018,,,,M,,,,,
AA182016005162,2016005162,Z5162,2018,,,,M,,,,,
AA182016005163,2016005163,Z5163,2018,,,,M,,,,,
AA182016005165,2016005165,Z5165,2018,,,,Y,,,,,
AA182016005166,2016005166,Z5166,2018,,,,M,,,,,
AA182016005167,2016005167,Z5167,2018,,,,M,,,,,
AA182016005168,2016005168,Z5168,2018,,,,M,,,,,
AA182016005169,2016005169,Z5169,2018,,,,M,,,,,
AA182017059583,2017059583,H9583,2018,41,0,$,D,,,,,
AA182017059584,2017059584,H9584,2018,43,,$,1,,,,,
AA182017059586,2017059586,H9586,2018,39,0,$,Y,,,,,
AA182017059587,2017059587,H9587,2018,e5,0,BLD,D,,,,,
AA182017059591,2017059591,H9591,2018,e5,7,,D,,,,,
AA182017059597,2017059597,H9597,2018,42,,BLD,1,,,,,
AA182017059598,2017059598,H9598,2018,42,,BLD,1,,,,,
AA182017059599,2017059599,H9599,2018,e5,,BLD,D,,,,,
AA182017059600,2017059600,H9600,2018,38,0,BLD,1,,,,Term,
AA182017059601,2017059601,H9601,2018,38,0,BLD,,,,,,
AA182017059602,2017059602,H9602,2018,41,0,,,,,,,
AA182017059603,2017059603,H9603,2018,41,0,,Y,,,,,
AA182017059605,2017059605,H9605,2018,e5,0,,D,,,,,
AA182017059606,2017059606,H9606,2018,e5,,,D,,,,,
AA182017059607,2017059607,H9607,2018,39,0,BLD,2,,,,,
AA182017059609,2017059609,H9609,2018,39,0,,Y,,,,,
AA182017059610,2017059610,H9610,2018,39,0,,H,,,,Term,
AA182017059612,2017059612,H9612,2018,42,0,,1,,,,,
AA182017059614,2017059614,H9614,2018,42,0,,1,,,,,
AA182017059617,2017059617,H9617,2018,e5,0,BLD,1,,,,,
AA182017059621,2017059621,H9621,2018,e3,0,,2,,,,,
AA182017059629,2017059629,H9629,2018,40,0,BLD,D,,,,,
AA182017059630,2017059630,H9630,2018,40,0,BLD,1,,,,,
AA182017059634,2017059634,H9634,2018,e3,0,,D,,,,,
AA182017059636,2017059636,H9636,2018,e3,0,,1,,,,,
AA182017059637,2017059637,H9637,2018,38,0,$,1,,,,Term,
AA182017059638,2017059638,H9638,2018,38,0,BLD,Y,,,,,
AA182017059641,2017059641,H9641,2018,43,0,$,Y,,,,,
AA182017059643,2017059643,H9643,2018,39,0,BLD,,,,,,
AA182017059644,2017059644,H9644,2018,39,0,BLD,Y,,,,,
AA182017059647,2017059647,H9647,2018,38,0,,2,,,,,
AA182017059648,2017059648,H9648,2018,38,0,$,H,,,,,
AA182017059649,2017059649,H9649,2018,43,0,BLD,1,,,,Term,
AA182017059650,2017059650,H9650,2018,43,0,BLD,1,,,,Term,
AA182017059653,2017059653,H9653,2018,42,0,BLD,2,,,,,
AA182017059654,2017059654,H9654,2018,42,0,BLD,Y,,,,,
AA182017059660,2017059660,H9660,2018,42,7,,Y,,,,,
AA182017059661,2017059661,H9661,2018,39,7,$,D,,,,Term,
AA182017059663,2017059663,H9663,2018,42,0,,D,,,,,
AA182017059666,2017059666,H9666,2018,38,0,$,Y,,,,,
AA182017059672,2017059672,H9672,2018,43,0,$,D,,,,,
AA182017059673,2017059673,H9673,2018,40,7,BLD,D,,,,,
AA182017059676,2017059676,H9676,2018,38,0,,Y,,,,,
AA182017059677,2017059677,H9677,2018,38,0,$,1,,,,Term,
AA182017059683,2017059683,H9683,2018,38,0,$,1,,,,Term,
AA182017059684,2017059684,H9684,2018,38,0,BLD,Y,,,,,
AA182017059686,2017059686,H9686,2018,e3,0,,D,,,,,
AA182017059689,2017059689,H9689,2018,40,0,$,1,,,,,
AA182017059692,2017059692,H9692,2018,e5,0,,1,,,,,
AA182017059694,2017059694,H9694,2018,42,0,,1,,,,,
AA182017059697,2017059697,H9697,2018,40,7,$,2,,,,Term,
AA182017059698,2017059698,H9698,2018,38,0,,2,,,,Term,
AA182017059703,2017059703,H9703,2018,39,7,BLD,Y,,,,,
AA182017059707,2017059707,H9707,2018,40,0,,1,,,,,
AA182017059708,2017059708,H9708,2018,40,0,,2,,,,,
AA182017059709,2017059709,H9709,2018,38,,$,D,,,,,
AA182017059714,2017059714,H9714,2018,41,0,,1,,,,Term,
AA182017059715,2017059715,H9715,2018,38,,BLD,1,,,,,
AA182017059718,2017059718,H9718,2018,41,0,$,D,,,,Term,
AA182017059720,2017059720,H9720,2018,41,0,,1,,,,,
AA182017059722,2017059722,H9722,2018,39,,$,1,,,,Term,
AA182017059725,2017059725,H9725,2018,39,7,,2,,,,,
AA182017059728,2017059728,H9728,2018,39,0,BLD,D,,,,Term,
AA182017059732,2017059732,H9732,2018,41,,$,1,,,,Term,
AA182017059739,2017059739,H9739,2018,38,,,D,,,,,
AA182017059740,2017059740,H9740,2018,38,,$,2,,,,Term,
AA182017059745,2017059745,H9745,2018,42,0,$,1,,,,Term,
AA182017059747,2017059747,H9747,2018,38,7,,2,,,,Term,
AA182017059748,2017059748,H9748,2018,38,7,,1,,,,,
AA182017059750,2017059750,H9750,2018,43,0,,D,,,,,
AA182017059752,2017059752,H9752,2018,38,0,,,,,,,
AA182017059753,2017059753,H9753,2018,38,0,$,Y,,,,,
AA182017059754,2017059754,H9754,2018,42,0,BLD,2,,,,,
AA182017059755,2017059755,H9755,2018,42,0,$,Y,,,,,
AA182017059756,2017059756,H9756,2018,e4,0,,1,,,,,
AA182017059762,2017059762,H9762,2018,43,7,,1,,,,,
AA182017059765,2017059765,H9765,2018,39,0,BLD,1,,,,,
AA182017059766,2017059766,H9766,2018,39,,$,2,,,,Term,
AA182017059767,2017059767,H9767,2018,39,,$,D,,,,,
AA182017059773,2017059773,H9773,2018,40,0,MAG,2,,,,Term,
AA182017059774,2017059774,H9774,2018,41,0,$,Y,,,,,
AA182017059776,2017059776,H9776,2018,38,0,MAG,Y,,,,,
AA182017059779,2017059779,H9779,2018,43,,MAG,1,,,,,
AA182017059781,2017059781,H9781,2018,41,0,BLD,1,,,,,
AA182017059782,2017059782,H9782,2018,41,0,BLD,Y,,,,,
AA182017059784,2017059784,H9784,2018,42,0,BLD,Y,,,,,
AA182017059786,2017059786,H9786,2018,e4,0,MAG,1,,,,,
AA182017059789,2017059789,H9789,2018,41,0,MAG,1,,,,,
AA182017059791,2017059791,H9791,2018,e3,,MAG,1,,,,,
AA182017059793,2017059793,H9793,2018,39,,BLD,2,,,,,
AA182017059795,2017059795,H9795,2018,e4,7,MAG,D,,,,,
AA182017059796,2017059796,H9796,2018,39,0,$,2,,,,Term,
AA182017059799,2017059799,H9799,2018,43,0,BLD,Y,,,,,
AA182017059807,2017059807,H9807,2018,41,0,MAG,1,,,,,
AA182017059812,2017059812,H9812,2018,38,0,BLD,1,,,,,
AA182017059814,2017059814,H9814,2018,43,,BLD,1,,,,,
AA182017059816,2017059816,H9816,2018,43,,$,D,,,,Term,
AA182017059818,2017059818,H9818,2018,e4,0,MAG,2,,,,Term,
AA182017059824,2017059824,H9824,2018,40,0,BLD,Y,,,,,
AA182017059829,2017059829,H9829,2018,40,0,MAG,,,,,,
AA182017059833,2017059833,H9833,2018,41,,MAG,1,,,,,
AA182017059834,2017059834,H9834,2018,41,,$,D,,,,,
AA182017059835,2017059835,H9835,2018,40,7,MAG,2,,,,Term,
AA182017059836,2017059836,H9836,2018,40,7,MAG,Y,,,,,
AA182017059841,2017059841,H9841,2018,41,0,$,2,,,,Term,
AA182017059842,2017059842,H9842,2018,41,0,MAG,D,,,,,
AA182017059845,2017059845,H9845,2018,42,0,MAG,Y,,,,,
AA182017059846,2017059846,H9846,2018,42,0,MAG,D,,,,,
AA182017059848,2017059848,H9848,2018,38,0,MAG,2,,,,,
AA182017059851,2017059851,H9851,2018,40,0,BLD,D,,,,Term,
AA182017059852,2017059852,H9852,2018,41,0,$,2,,,,Term,
AA182017059853,2017059853,H9853,2018,41,0,$,1,,,,Term,
AA182017059855,2017059855,H9855,2018,41,0,BLD,1,,,,,
AA182017059856,2017059856,H9856,2018,40,0,MAG,Y,,,,,
AA182017059861,2017059861,H9861,2018,40,0,MAG,Y,,,,,
AA182017059865,2017059865,H9865,2018,41,,MAG,1,,,,,
AA182017059866,2017059866,H9866,2018,41,,MAG,Y,,,,,
AA182017059868,2017059868,H9868,2018,43,0,$,1,,,,Term,
AA182017059871,2017059871,H9871,2018,43,0,BLD,Y,,,,,
AA182017059878,2017059878,H9878,2018,e3,7,MAG,D,,,,,
AA182017059879,2017059879,H9879,2018,42,,$,Y,,,,,
AA182017059880,2017059880,H9880,2018,42,,MAG,,,,,,
AA182017059882,2017059882,H9882,2018,e3,0,MAG,2,,,,,
AA182017059883,2017059883,H9883,2018,43,7,BLD,1,,,,,
AA182017059884,2017059884,H9884,2018,40,,$,D,,,,Term,
AA182017059886,2017059886,H9886,2018,39,0,MAG,2,,,,Term,
AA182017059889,2017059889,H9889,2018,39,7,$,1,,,,Term,
AA182017059891,2017059891,H9891,2018,40,0,MAG,1,,,,,
AA182017059892,2017059892,H9892,2018,40,0,MAG,D,,,,,
AA182017059893,2017059893,H9893,2018,42,0,BLD,D,,,,,
AA182017059896,2017059896,H9896,2018,42,0,$,1,,,,,
AA182017059899,2017059899,H9899,2018,e5,7,MAG,D,,,,,
AA182017059900,2017059900,H9900,2018,e5,7,MAG,1,,,,,
AA182017059903,2017059903,H9903,2018,42,0,$,D,,,,Term,
AA182017059906,2017059906,H9906,2018,40,,MAG,2,,,,Term,
AA182017059908,2017059908,H9908,2018,41,0,MAG,Y,,,,,
AA182017059909,2017059909,H9909,2018,41,0,MAG,Y,,,,,
AA182017059910,2017059910,H9910,2018,39,0,$,2,,,,Term,
AA182017059914,2017059914,H9914,2018,40,,$,Y,,,,,
AA182017059916,2017059916,H9916,2018,43,0,BLD,1,,,,,
AA182017059917,2017059917,H9917,2018,43,0,BLD,Y,,,,,
AA182017059920,2017059920,H9920,2018,42,0,MAG,D,,,,Term,
AA182017059923,2017059923,H9923,2018,39,7,MAG,D,,,,,
AA182017059924,2017059924,H9924,2018,39,7,MAG,,,,,,
AA182017059925,2017059925,H9925,2018,e4,,MAG,1,,,,Term,
AA182017059926,2017059926,H9926,2018,43,0,$,1,,,,Term,
AA182017059927,2017059927,H9927,2018,43,0,MAG,2,,,,,
AA182017059928,2017059928,H9928,2018,39,0,MAG,1,,,,Term,
AA182017059935,2017059935,H9935,2018,41,0,MAG,1,,,,,
AA182017059939,2017059939,H9939,2018,41,0,BLD,Y,,,,,
AA182017059942,2017059942,H9942,2018,43,7,MAG,Y,,,,,
AA182017059944,2017059944,H9944,2018,e3,0,MAG,D,,,,Term,
AA182017059953,2017059953,H9953,2018,43,0,MAG,D,,,,,
AA182017059957,2017059957,H9957,2018,e3,7,MAG,1,,,,,
AA182017059960,2017059960,H9960,2018,e4,0,MAG,2,,,,,
AA182017059961,2017059961,H9961,2018,e5,,MAG,D,,,,,
AA182017059964,2017059964,H9964,2018,e4,0,MAG,D,,,,,
AA182017645130,2017645130,K5130,2018,36,,OR,Y,,,,,
AA182017645131,2017645131,K5131,2018,37,,OR,H,,,,,
AA182017645132,2017645132,K5132,2018,37,,OR,H,,,,,
AA182017645133,2017645133,K5133,2018,36,,OR,H,,,,,
AA182017645134,2017645134,K5134,2018,36,,OR,,,,,,
AA182017645136,2017645136,K5136,2018,36,,OR,H,,,,Term,
AA182017645137,2017645137,K5137,2018,37,,OR,H,,,,,
AA182017645139,2017645139,K5139,2018,37,,OR,H,,,,,
AA182017645140,2017645140,K5140,2018,36,,OR,Y,,,,,
AA182017645141,2017645141,K5141,2018,36,,OR,D,,,,,
AA182017645142,2017645142,K5142,2018,37,,OR,H,,,,,
AA182017645143,2017645143,K5143,2018,36,,OR,D,,,,,
AA182017645146,2017645146,K5146,2018,36,,OR,Y,,,,,
AA182017645149,2017645149,K5149,2018,37,,OR,Y,,,,,
AA182017645150,2017645150,K5150,2018,37,,OR,H,,,,,
AA182017645152,2017645152,K5152,2018,36,,OR,H,,,,,
AA182017645153,2017645153,K5153,2018,36,,OR,H,,,,,
AA182017645154,2017645154,K5154,2018,36,,OR,H,,,,,
AA182017645155,2017645155,K5155,2018,36,,OR,Y,,,,,
AA182017645167,2017645167,K5167,2018,36,,OR,Y,,,,,
AA182017645168,2017645168,K5168,2018,37,,OR,Y,,,,,
AA182017645169,2017645169,K5169,2018,37,,OR,D,,,,Term,
AA182017645170,2017645170,K5170,2018,37,,OR,H,,,,,
AA182017645171,2017645171,K5171,2018,37,,OR,H,,,,Term,
AA182017645172,2017645172,K5172,2018,36,,OR,Y,,,,,
AA182017645173,2017645173,K5173,2018,36,,OR,H,,,,,
AA182017645175,2017645175,K5175,2018,37,,OR,,,,,,
AA182017645177,2017645177,K5177,2018,36,,OR,H,,,,,
AA182017645180,2017645180,K5180,2018,37,,OR,Y,,,,,
AA182017645181,2017645181,K5181,2018,37,,OR,H,,,,Term,
AA182017645182,2017645182,K5182,2018,36,,OR,H,,,,,
AA182017645185,2017645185,K5185,2018,37,,OR,Y,,,,,
AA182017645186,2017645186,K5186,2018,36,,OR,H,,,,,
AA182017701882,2017701882,L1882,2018,14,0,OR,H,,,,,
AA182017701884,2017701884,L1884,2018,07,0,OR,H,,,,,
AA182017701885,2017701885,L1885,2018,14,0,OR,Y,,,,,
AA182017701888,2017701888,L1888,2018,06,0,OR,Y,,,,UWyo,
AA182017701889,2017701889,L1889,2018,06,0,OR,H,,,,,
AA182017701890,2017701890,L1890,2018,07,0,OR,Y,,,,UWyo,
AA182017701894,2017701894,L1894,2018,06,0,OR,Y,,,,,
AA182017701895,2017701895,L1895,2018,06,0,OR,H,,,,,
AA182017701896,2017701896,L1896,2018,07,0,OR,H,,,,,
AA182017701898,2017701898,L1898,2018,06,0,OR,Y,,,,UWyo,
AA182017701899,2017701899,L1899,2018,14,,OR,Y,,,,,
AA182017701902,2017701902,L1902,2018,13,0,OR,Y,,,,UWyo,
AA182017701903,2017701903,L1903,2018,11,0,OR,H,,,,,
AA182017701904,2017701904,L1904,2018,11,0,OR,Y,,,,UWyo,
AA182017701907,2017701907,L1907,2018,12,0,OR,H,,,,,
AA182017701909,2017701909,L1909,2018,13,0,OR,H,,,,,
AA182017701911,2017701911,L1911,2018,07,0,OR,D,,,,,
AA182017701912,2017701912,L1912,2018,07,0,OR,H,,,,,
AA182017701915,2017701915,L1915,2018,13,0,OR,Y,,,,UWyo,
AA182017701916,2017701916,L1916,2018,10,0,OR,D,,,,,
AA182017701917,2017701917,L1917,2018,10,0,OR,D,,,,,
AA182017701920,2017701920,L1920,2018,01,0,OR,H,,,,,
