id10,brd,sex
2013454825,45,1
2013058376,05,1
2012057881,05,1
US05147958,14,1
US70141191,14,1
US64144951,14,1
US45144309,14,1
2013644939,64,1
US83149663,14,1
US70141117,14,1
2010829661,82,1
2013454776,45,1
2013454950,45,1
US05147448,14,1
2013701441,70,1
2012057543,05,1
2012454656,45,1
2012454336,45,1
US45144317,14,1
2012454552,45,1
US83151751,15,1
2012454286,45,1
2012644858,64,1
US83149683,14,1
2011830370,83,1
US83141625,14,1
US83149674,14,1
US83149870,14,1
US05148169,14,1
US11148993,14,1
US83149846,14,1
2012700650,70,1
2011829851,82,1
US83151774,15,1
US83149733,14,1
US05148316,14,1
US83149706,14,1
US83149634,14,1
2012057809,05,1
2011644756,64,1
US83141809,14,1
US83149592,14,1
US83149570,14,1
US83149673,14,1
US83149735,14,1
US83149693,14,1
2012831226,83,1
US83149662,14,1
2012454626,45,1
US83149579,14,1
US83149643,14,1
US83149758,14,1
2012119554,11,1
2013831598,83,1
US83149630,14,1
2012644875,64,1
US83149632,14,1
US83149607,14,1
US83149906,14,1
2012830964,83,1
US64144959,14,1
2012454422,45,1
2012454411,45,1
2012119366,11,1
US83149942,14,1
US83149753,14,1
US83141245,14,1
US83149711,14,1
US83149849,14,1
2013831488,83,1
US82141003,14,1
US83149639,14,1
US83149686,14,1
US83149599,14,1
2012119215,11,1
US83149902,14,1
US83149797,14,1
US83149650,14,1
US83149879,14,1
US83149872,14,1
US83149759,14,1
2012119425,11,1
US83149923,14,1
US83149618,14,1
US83149568,14,1
US83149609,14,1
US83149812,14,1
US64144992,14,1
US83149728,14,1
US83149745,14,1
US83149717,14,1
US83149795,14,1
US83149751,14,1
2012454636,45,1
US83149809,14,1
US83149598,14,1
US83149602,14,1
US83149960,14,1
US83149920,14,1
2010644696,64,1
US83149682,14,1
US83149678,14,1
US83149633,14,1
US82144559,14,1
US83149744,14,1
US82142177,14,1
US82142188,14,1
US83149911,14,1
US82144006,14,1
US11159997,15,1
US83151625,15,1
2013701339,70,1
2014701564,70,1
US12150048,15,1
US70150993,15,1
US83151671,15,1
US70151613,15,1
2012831114,83,1
2014000743,00,1
2013058137,05,1
US45155533,15,1
2014000733,00,1
US11159677,15,1
2014006300,00,1
2013119647,11,1
2013058093,05,1
2012119327,11,1
2013455017,45,1
2013701368,70,1
2013058327,05,1
2012454387,45,1
2012831184,83,1
2013119928,11,1
2013119829,11,1
2012057479,05,1
2014006298,00,1
2013119597,11,1
2014455603,45,1
2013831765,83,1
2012700762,70,1
US45155307,15,1
2012454414,45,1
2013119596,11,1
2014701614,70,1
US83151614,15,1
2014006297,00,1
2013454948,45,1
US83160265,16,1
US83151595,15,1
2013832066,83,1
US83159918,15,1
2013701175,70,1
2014003206,00,1
US83151566,15,1
US83155043,15,1
US83151663,15,1
US83151699,15,1
US83155063,15,1
2013006302,00,1
US83155007,15,1
US70151602,15,1
US83152274,15,1
2015059233,05,1
US83179235,17,1
2015058894,05,1
2014003208,00,1
2016833688,83,1
2016005163,00,1
US12160400,16,1
2014701549,70,1
2013058061,05,1
2013058210,05,1
2014003211,00,1
2014120123,12,1
US11169677,16,1
2013701151,70,1
2013119922,11,1
2016006581,00,1
2014120209,12,1
2014000737,00,1
2016006578,00,1
2014058715,05,1
2015004100,00,1
2014119999,11,1
2014000742,00,1
US83173004,17,1
US83179190,17,1
2014000735,00,1
2017059684,05,1
2014120041,12,1
2014003210,00,1
2015832797,83,1
2015120611,12,1
US45165862,16,1
2014058543,05,1
US12160449,16,1
2014003203,00,1
2016456313,45,1
2015120404,12,1
2014832574,83,1
2014120052,12,1
2014000736,00,1
2014003202,00,1
2014006301,00,1
2013000739,00,1
2015456126,45,1
2013000740,00,1
2014119992,11,1
2015832945,83,1
2015059065,05,1
2014455331,45,1
2015701676,70,1
2013454854,45,1
2015701690,70,1
2017702000,70,1
2014455424,45,1
2015004108,00,1
2013000732,00,1
2015058840,05,1
2015455845,45,1
2015001125,00,1
2015701701,70,1
US83162908,16,1
2015059130,05,1
2014455618,45,1
2013119841,11,1
2015832695,83,1
US83162849,16,1
2013000741,00,1
US83165415,16,1
2013644942,64,1
2015120570,12,1
US83162825,16,1
2014006299,00,1
US12160286,16,1
2016120801,12,1
2016004110,00,1
US83168615,16,1
US00170376,17,1
US83165568,16,1
2016006582,00,1
US45165369,16,1
US83165652,16,1
2014000738,00,1
US12160093,16,1
US83165690,16,1
USVEUIDDAM,UI,1
2014058787,05,1
2014058507,05,1
2015001124,00,1
2015120548,12,1
2015120668,12,1
2015455918,45,1
2015455932,45,1
2015006583,00,1
2015006580,00,1
2013644960,64,1
US70171791,17,1
US70171751,17,1
2015701665,70,1
US70171776,17,1
US70171757,17,1
US70171742,17,1
US83179225,17,1
US00176254,17,1
US83172771,17,1
US83173849,17,1
US83173276,17,1
US83174008,17,1
US83173238,17,1
US83173278,17,1
US83173223,17,1
US83173962,17,1
US83173333,17,1
2014832458,83,1
US83174014,17,1
2014832306,83,1
US83176436,17,1
2014004085,00,1
2015004086,00,1
US70171050,17,1
2015004105,00,1
US70176483,17,1
US00173393,17,1
2015004102,00,1
2014003212,00,1
2015832748,83,1
US83176413,17,1
US00170982,17,1
US83171743,17,1
2015004104,00,1
US70176374,17,1
US70170830,17,1
US00170748,17,1
US83170907,17,1
US83171032,17,1
US83170883,17,1
US00170920,17,1
US00171790,17,1
US00173927,17,1
US00173756,17,1
US00173604,17,1
US83170779,17,1
US83170875,17,1
US83176354,17,1
US00176321,17,1
US00176371,17,1
US00170824,17,1
US70173584,17,1
US70170795,17,1
2015004099,00,1
US83173749,17,1
2015004101,00,1
2015832941,83,1
US83173234,17,1
US70170948,17,1
US83171785,17,1
US00171046,17,1
US00176439,17,1
US83171038,17,1
US83170827,17,1
2015701721,70,1
US00176366,17,1
US00170755,17,1
US00176355,17,1
US00173266,17,1
US83171822,17,1
US70170923,17,1
US83170847,17,1
US83171800,17,1
US83173581,17,1
US70173313,17,1
US83170977,17,1
US00176541,17,1
US70176389,17,1
2015004103,00,1
US70176369,17,1
US00176431,17,1
2015004106,00,1
US70176395,17,1
US83171023,17,1
US83170853,17,1
US70171016,17,1
US70173862,17,1
US70176476,17,1
US00176387,17,1
US70176519,17,1
2014003204,00,1
US70176434,17,1
US00171060,17,1
US00171744,17,1
US83170955,17,1
US83171765,17,1
US70176510,17,1
US70171066,17,1
US83176429,17,1
US70173833,17,1
US70176352,17,1
US00170769,17,1
US83176364,17,1
US00170773,17,1
US83176320,17,1
US00171098,17,1
US83171857,17,1
2014000734,00,1
US83171753,17,1
US70173399,17,1
US70176340,17,1
US70173485,17,1
US00170848,17,1
US00171754,17,1
US83170761,17,1
US70171042,17,1
US83176345,17,1
US00173800,17,1
US70170749,17,1
US00173281,17,1
US70170835,17,1
US00173868,17,1
US83170751,17,1
US83176386,17,1
US83171092,17,1
US00171040,17,1
US70170999,17,1
US83170903,17,1
US70171090,17,1
US70170861,17,1
US70170984,17,1
US70171005,17,1
US83176397,17,1
US00173740,17,1
US83170765,17,1
US00171848,17,1
US70170928,17,1
US70170770,17,1
US70173529,17,1
US00176524,17,1
US00176347,17,1
US00171793,17,1
US83170771,17,1
US00171762,17,1
US70171118,17,1
US00173827,17,1
US83176469,17,1
US00171823,17,1
US83176466,17,1
US83171073,17,1
US83173498,17,1
US00176518,17,1
US00171749,17,1
US70173267,17,1
US00170877,17,1
US70173762,17,1
US00171068,17,1
US83173599,17,1
US70171025,17,1
US00173583,17,1
US83176511,17,1
US70170760,17,1
US00173793,17,1
US00170868,17,1
US00170997,17,1
US83176392,17,1
US83173686,17,1
US70170843,17,1
US70176310,17,1
US83176499,17,1
US70170788,17,1
US70176572,17,1
US00171053,17,1
US70176446,17,1
US70170934,17,1
US83176560,17,1
US70176428,17,1
US00170855,17,1
US00171033,17,1
US70176567,17,1
US83171067,17,1
US00171815,17,1
US70170995,17,1
US83176479,17,1
US70173906,17,1
US70170849,17,1
US70170777,17,1
US83170938,17,1
US83171835,17,1
US83173792,17,1
US83174013,17,1
US83176328,17,1
US83171000,17,1
US83176506,17,1
US83171846,17,1
US83176522,17,1
US00176475,17,1
US00171024,17,1
US70176412,17,1
US00171074,17,1
US00176536,17,1
US12170093,17,1
2016001497,00,1
US12170503,17,1
2015001126,00,1
US12170840,17,1
US12170869,17,1
2015001938,00,1
2015120583,12,1
2014001500,00,1
2016005171,00,1
2016120791,12,1
US12171093,17,1
2016701872,70,1
2016701863,70,1
2016701834,70,1
2016833355,83,1
US70183277,18,1
US83173280,17,1
2016005162,00,1
US83173381,17,1
US70183386,18,1
2016120912,12,1
2016833484,83,1
2016001499,00,1
2016120908,12,1
2015001932,00,1
US70183992,18,1
2015832949,83,1
2015832682,83,1
US00174124,17,1
2016006884,00,1
2016006886,00,1
2015456093,45,1
US83189300,18,1
2016005166,00,1
2016005169,00,1
2016701864,70,1
2016005170,00,1
2015832972,83,1
US70189745,18,1
US83189584,18,1
US05189601,18,1
2016701772,70,1
2017834867,83,1
2016833332,83,1
2016059422,05,1
2016121013,12,1
2017059845,05,1
2017121401,12,1
US00189868,18,1
US70184330,18,1
US83181346,18,1
US00189637,18,1
US00186585,18,1
US83181139,18,1
US83184701,18,1
2016833283,83,1
US83185010,18,1
US83189709,18,1
US45186495,18,1
US83181896,18,1
2014832544,83,1
2016059384,05,1
US83186736,18,1
US70181365,18,1
US00189926,18,1
2016833427,83,1
US00184874,18,1
2017059866,05,1
US83189889,18,1
US70181287,18,1
US83189732,18,1
US00186791,18,1
US83181288,18,1
US83181322,18,1
US00181206,18,1
2017059641,05,1
US00186841,18,1
US05189661,18,1
US70181278,18,1
US00184919,18,1
2017005242,00,1
US70189722,18,1
US00182001,18,1
US05189786,18,1
US70181350,18,1
US70186694,18,1
US70184153,18,1
US00181215,18,1
2016833254,83,1
US00181436,18,1
US70181920,18,1
US70186623,18,1
2016456342,45,1
2016701781,70,1
2016121069,12,1
US83184875,18,1
US70181232,18,1
US83186817,18,1
US00186691,18,1
US70186774,18,1
US83186673,18,1
US00185132,18,1
US12181286,18,1
US83181488,18,1
2017701902,70,1
2016001501,00,1
US70184907,18,1
2016006883,00,1
US00181267,18,1
US12181416,18,1
US70184022,18,1
US83189683,18,1
US70181311,18,1
2016456516,45,1
US83182007,18,1
US70184213,18,1
US70189884,18,1
US70181166,18,1
US83185153,18,1
US00181175,18,1
US00181974,18,1
US00181985,18,1
2016456502,45,1
US00181348,18,1
2016833365,83,1
US83184497,18,1
US45186597,18,1
2016001498,00,1
2017121387,12,1
2016005168,00,1
US83181454,18,1
US70189796,18,1
US70189648,18,1
US00186662,18,1
US00186728,18,1
US70181326,18,1
US00181926,18,1
US83186587,18,1
US83184937,18,1
US83181443,18,1
US70181385,18,1
2016456406,45,1
US00181949,18,1
US83184746,18,1
US83186700,18,1
US83185146,18,1
US00181352,18,1
US00185150,18,1
US70181928,18,1
US70184230,18,1
US70186663,18,1
US70189697,18,1
US70181157,18,1
US00181190,18,1
US83184568,18,1
US83186628,18,1
US83181355,18,1
US83186752,18,1
US12181337,18,1
US70184673,18,1
US00189841,18,1
US70186713,18,1
US83181351,18,1
US70185173,18,1
2017456753,45,1
US83189766,18,1
US70184169,18,1
US83186609,18,1
US00186776,18,1
US83181369,18,1
2017834498,83,1
2017834662,83,1
US83186839,18,1
US83184832,18,1
US70189852,18,1
US83181921,18,1
US83181884,18,1
US83181167,18,1
US70184157,18,1
US83181435,18,1
US70184256,18,1
US83186667,18,1
US00186796,18,1
US64185175,18,1
US83186803,18,1
US00184124,18,1
US83181947,18,1
US12181376,18,1
US70183966,18,1
US00186589,18,1
US70184139,18,1
US70181145,18,1
US83184822,18,1
US00181382,18,1
US83186787,18,1
US70184070,18,1
US00181328,18,1
US70181208,18,1
2016701756,70,1
US83184705,18,1
US83184635,18,1
US83184142,18,1
US83185100,18,1
US83186659,18,1
US00181341,18,1
US83184836,18,1
2017834439,83,1
US00189689,18,1
US83185138,18,1
US83184908,18,1
US83184788,18,1
US83186689,18,1
US83181381,18,1
US00186614,18,1
US70185152,18,1
US70181987,18,1
US83184928,18,1
US83185057,18,1
US83184637,18,1
US70189677,18,1
US70186782,18,1
US83181254,18,1
US70186820,18,1
US00189896,18,1
US70186723,18,1
US00184537,18,1
US83185047,18,1
US70186810,18,1
US70184173,18,1
US70184553,18,1
US83185114,18,1
US83181936,18,1
US70186836,18,1
US70184132,18,1
US70181895,18,1
US83189853,18,1
US83186767,18,1
US70184156,18,1
US70186605,18,1
US70184830,18,1
US70181912,18,1
US83181185,18,1
US83185077,18,1
US70186765,18,1
US00181323,18,1
US83184675,18,1
US83181909,18,1
US70185133,18,1
US70186704,18,1
US00186818,18,1
US70185137,18,1
US70185181,18,1
US00181903,18,1
US83184737,18,1
US83181228,18,1
US83184974,18,1
US00185136,18,1
US00186772,18,1
US00181238,18,1
US83181234,18,1
US70186847,18,1
US83184807,18,1
US70181194,18,1
US00185177,18,1
US00186636,18,1
US00185080,18,1
US00181452,18,1
US83189910,18,1
US83181992,18,1
US00185062,18,1
US83184956,18,1
US83181359,18,1
US00181397,18,1
US00186814,18,1
US83181983,18,1
US83181961,18,1
US83181976,18,1
US70181939,18,1
US00185186,18,1
US83186601,18,1
US83181151,18,1
US70181413,18,1
US00184697,18,1
US70186816,18,1
US83184650,18,1
US00184663,18,1
2016701830,70,1
US00181958,18,1
US83181841,18,1
US00189740,18,1
US83181971,18,1
US00186641,18,1
US00185154,18,1
US83181957,18,1
US00181964,18,1
US83181336,18,1
US83181163,18,1
US00181419,18,1
US83181309,18,1
US00184742,18,1
US83181407,18,1
US00181230,18,1
US83181313,18,1
US83186858,18,1
US70186747,18,1
US00186764,18,1
US00181990,18,1
US83181261,18,1
US83186823,18,1
US70181319,18,1
US70181975,18,1
US70181353,18,1
US00186703,18,1
US70181259,18,1
US83186775,18,1
2014001936,00,1
US83186795,18,1
US70185011,18,1
US83186763,18,1
US00181289,18,1
US83181340,18,1
US83185139,18,1
US70186866,18,1
US70186637,18,1
US70186669,18,1
US83181395,18,1
US83185170,18,1
US83186811,18,1
US70181394,18,1
US00181316,18,1
US83186538,18,1
US83184871,18,1
US83185182,18,1
US00185171,18,1
US83186706,18,1
US83189306,18,1
US83180038,18,1
US83185131,18,1
US83186314,18,1
US70185063,18,1
US83186404,18,1
US83184699,18,1
US00184749,18,1
2018457022,45,1
US45196942,19,1
US83195585,19,1
US83190089,19,1
US83195519,19,1
US70192033,19,1
2018702036,70,1
US00190081,19,1
US45196634,19,1
US83194676,19,1
US83190332,19,1
US06190124,19,1
US83190030,19,1
US70209976,20,1
2017001940,00,1
US83194434,19,1
US83190113,19,1
US83190196,19,1
2017059917,05,1
US51190032,19,1
US83195650,19,1
US83190234,19,1
US00190132,19,1
US83195849,19,1
US83190052,19,1
US83195010,19,1
US83190232,19,1
2017834610,83,1
US00190121,19,1
US83191904,19,1
US83195830,19,1
US70190202,19,1
US64195472,19,1
US00190149,19,1
US83190087,19,1
US83195529,19,1
US70190053,19,1
US64192048,19,1
US64191598,19,1
US00190113,19,1
US83190033,19,1
US64190078,19,1
2017834382,83,1
US00195334,19,1
US83190207,19,1
2019000715,00,1
US83191825,19,1
US83195933,19,1
US70196995,19,1
2017645155,64,1
2018835202,83,1
US83190066,19,1
2017059879,05,1
US00195657,19,1
US83195700,19,1
US00191594,19,1
US00195263,19,1
US64190002,19,1
US64191646,19,1
US83191711,19,1
US83190221,19,1
US70190081,19,1
US00195814,19,1
US64199994,19,1
US83195260,19,1
US83190094,19,1
US64199981,19,1
US83195480,19,1
US83190144,19,1
US64191792,19,1
US83195634,19,1
US70191586,19,1
US83195481,19,1
US83196048,19,1
US70191656,19,1
US70196906,19,1
2017701934,70,1
US83190203,19,1
2018456943,45,1
US00196139,19,1
US70196159,19,1
US70197014,19,1
US51190028,19,1
US00190136,19,1
US06190310,19,1
2017059784,05,1
US64190024,19,1
US64190278,19,1
US00197046,19,1
US00199989,19,1
US70190239,19,1
US83194967,19,1
US83192184,19,1
US64196237,19,1
US64195559,19,1
US64195426,19,1
US83194635,19,1
US83190223,19,1
US64195624,19,1
US83191555,19,1
US64190082,19,1
US83192051,19,1
US00191578,19,1
US64192031,19,1
US70190300,19,1
US83195381,19,1
US70197127,19,1
2016701808,70,1
US83190244,19,1
US83191635,19,1
US83196214,19,1
US83190014,19,1
US00192030,19,1
US00190246,19,1
US83192094,19,1
US45196979,19,1
2015001937,00,1
US64192116,19,1
US70190253,19,1
US00190198,19,1
US00190322,19,1
US00191662,19,1
US64191810,19,1
2017834282,83,1
US12191152,19,1
US00195482,19,1
US83192083,19,1
US00195764,19,1
US00192084,19,1
2017121361,12,1
US64190025,19,1
2015001941,00,1
US83190076,19,1
US00191826,19,1
2016833311,83,1
US00196029,19,1
2017834489,83,1
US00195538,19,1
US83191769,19,1
US70199974,19,1
US70191794,19,1
US64196259,19,1
US70190013,19,1
US12191881,19,1
US83192056,19,1
US64195599,19,1
US70196267,19,1
US83195394,19,1
2017001931,00,1
2016701752,70,1
US70190003,19,1
US83190023,19,1
US83190019,19,1
US00196225,19,1
US83191609,19,1
US70192087,19,1
2016059421,05,1
US64195985,19,1
US83190059,19,1
US83191570,19,1
US83191650,19,1
US83190193,19,1
US00190024,19,1
2015001946,00,1
US70191669,19,1
2018007471,00,1
US83190056,19,1
US00195213,19,1
US70190026,19,1
US00191623,19,1
US83196317,19,1
US83192142,19,1
2016005161,00,1
2018457091,45,1
US83190309,19,1
US83196954,19,1
US83195224,19,1
US70195633,19,1
US83196290,19,1
US12191807,19,1
US83190134,19,1
US83195349,19,1
US83190075,19,1
US83199987,19,1
2017121159,12,1
US00195205,19,1
2017701981,70,1
US83190170,19,1
US00190070,19,1
US70190279,19,1
US00191639,19,1
US70195986,19,1
US00190224,19,1
US83190006,19,1
US83190255,19,1
US00196112,19,1
US00190175,19,1
US64196326,19,1
US00195619,19,1
US64199968,19,1
US83195870,19,1
US00196004,19,1
US06190339,19,1
US00196314,19,1
US64196196,19,1
US00190077,19,1
US83195225,19,1
US70195393,19,1
2016833622,83,1
US64190009,19,1
US83190186,19,1
US83192109,19,1
2017834277,83,1
US83199978,19,1
US00190164,19,1
US70190263,19,1
US64197021,19,1
US70190049,19,1
US70190192,19,1
US83191535,19,1
US83191697,19,1
US70190125,19,1
US64195184,19,1
US00192135,19,1
US83196003,19,1
US70195362,19,1
US00190311,19,1
US70195901,19,1
US00190059,19,1
US00190103,19,1
US83190005,19,1
US64196903,19,1
US70195562,19,1
US70191812,19,1
US70197071,19,1
US83190111,19,1
US83196176,19,1
US83190173,19,1
US51190023,19,1
US70199982,19,1
US83197024,19,1
US83195796,19,1
US83190268,19,1
2016456556,45,1
US64192099,19,1
US83192063,19,1
US64190261,19,1
US83196986,19,1
US00196065,19,1
US00195639,19,1
US00196970,19,1
US70195688,19,1
US83192089,19,1
US00195703,19,1
US64196277,19,1
US70192104,19,1
US06190137,19,1
US83196952,19,1
US83192166,19,1
US00190269,19,1
US83195655,19,1
US70191922,19,1
US00195383,19,1
US64190236,19,1
US70190142,19,1
US83196318,19,1
US64191843,19,1
US00197125,19,1
US83190062,19,1
US83190265,19,1
US83196130,19,1
US00195467,19,1
US64190114,19,1
US64190100,19,1
US83190163,19,1
US64191740,19,1
US00192047,19,1
US64195488,19,1
US70190110,19,1
US83197015,19,1
US83195725,19,1
US00190289,19,1
US83195762,19,1
2017121271,12,1
US83190159,19,1
US70192138,19,1
US83195864,19,1
US00190188,19,1
US00192125,19,1
US00196351,19,1
US83195756,19,1
US70192149,19,1
US83192080,19,1
US70195203,19,1
US83191744,19,1
US83195203,19,1
US64190296,19,1
US70191604,19,1
US00195425,19,1
US70190315,19,1
US83196289,19,1
US83192123,19,1
US83195841,19,1
US83192134,19,1
US83195638,19,1
US83197131,19,1
US64195816,19,1
US00196190,19,1
US70195493,19,1
US64195387,19,1
US00196303,19,1
US83191675,19,1
US70190184,19,1
US83195368,19,1
US83192106,19,1
US64191887,19,1
US83196053,19,1
US70195550,19,1
US64190214,19,1
US00190346,19,1
US00191775,19,1
US83192062,19,1
US83195299,19,1
US70191765,19,1
US83196249,19,1
2018835261,83,1
US06190074,19,1
US70191915,19,1
US00191733,19,1
US83191608,19,1
US64197067,19,1
US00197075,19,1
US83196969,19,1
US83192044,19,1
US00190098,19,1
US00190036,19,1
US64190035,19,1
US83191574,19,1
US64191655,19,1
US70190216,19,1
US83190069,19,1
US83195212,19,1
US83196123,19,1
US70192187,19,1
US64192198,19,1
US83195195,19,1
US00192186,19,1
US64196994,19,1
US83191589,19,1
US64196007,19,1
US00196255,19,1
US00191791,19,1
US70196950,19,1
US00190068,19,1
US64191704,19,1
US70195230,19,1
US00197009,19,1
US83195359,19,1
US70195187,19,1
US64196121,19,1
US70196927,19,1
US70192074,19,1
US64195219,19,1
US83191745,19,1
US83190128,19,1
US83195211,19,1
US70190061,19,1
US64190251,19,1
US83190187,19,1
US00192191,19,1
US00196274,19,1
US83195251,19,1
US64192013,19,1
US00192144,19,1
US00195733,19,1
US00191753,19,1
2018121748,12,1
US83196997,19,1
US64190324,19,1
US64192137,19,1
US83195878,19,1
US00192115,19,1
US64191665,19,1
US64196315,19,1
US00196918,19,1
US70191553,19,1
US64195541,19,1
US00191654,19,1
US83192122,19,1
US64191921,19,1
US64190226,19,1
US64191581,19,1
US70197080,19,1
US83192161,19,1
US83191660,19,1
US00197020,19,1
US64196035,19,1
US00191882,19,1
US70191726,19,1
US83190132,19,1
US83195175,19,1
US64197110,19,1
US83197026,19,1
US64195738,19,1
US70191782,19,1
US70197114,19,1
US70192178,19,1
US70192131,19,1
US00195217,19,1
US83197144,19,1
US83192132,19,1
US70191844,19,1
US64192067,19,1
US83195783,19,1
US70195528,19,1
US70190084,19,1
US83195810,19,1
US00196993,19,1
US83191796,19,1
US70195777,19,1
US83191692,19,1
US83195880,19,1
US83191590,19,1
2017007146,00,1
US83199672,19,1
US64192147,19,1
US64195225,19,1
US70196963,19,1
US70196308,19,1
US83196272,19,1
US70196335,19,1
US64197011,19,1
US83191928,19,1
US83196998,19,1
US83196917,19,1
US70191888,19,1
US83197120,19,1
US83196966,19,1
US83191880,19,1
US83191927,19,1
US64191861,19,1
US70195431,19,1
US83195693,19,1
US83191651,19,1
US70195874,19,1
US64195237,19,1
US00191722,19,1
US83195809,19,1
US83195446,19,1
US70195747,19,1
US70196281,19,1
US70192188,19,1
US70195605,19,1
US64192130,19,1
US64195707,19,1
US70195712,19,1
US83196683,19,1
US70195803,19,1
US64191631,19,1
2015001945,00,1
US83191706,19,1
US83191672,19,1
US64195644,19,1
US00195792,19,1
US00191858,19,1
US70195824,19,1
US83197121,19,1
US64195525,19,1
US70195348,19,1
US64195854,19,1
US83197072,19,1
US64191913,19,1
US64196974,19,1
US64195269,19,1
US83195202,19,1
US70191741,19,1
US64197076,19,1
US83195987,19,1
US83191426,19,1
US83191513,19,1
US70196096,19,1
US83191845,19,1
US06200640,20,1
2018121872,12,1
US06200463,20,1
US70207049,20,1
2019060459,06,1
US70206802,20,1
US83206921,20,1
US70206520,20,1
US83205340,20,1
US70202369,20,1
US83206412,20,1
2018060273,06,1
US70206992,20,1
US83200499,20,1
2018702041,70,1
US70206519,20,1
US83200444,20,1
US83206901,20,1
US83206454,20,1
2019007689,00,1
US83200433,20,1
US70200622,20,1
2018121878,12,1
US83200263,20,1
US83200668,20,1
US70200201,20,1
US70207231,20,1
US83202210,20,1
US70200437,20,1
2018702095,70,1
US70215279,21,1
US70200435,20,1
2018702070,70,1
US83202216,20,1
US83200184,20,1
2018645193,64,1
US83200356,20,1
US70202010,20,1
US83200632,20,1
US70202298,20,1
2018835635,83,1
2018835423,83,1
US83200533,20,1
US83202284,20,1
2018000714,00,1
US70202283,20,1
US83206456,20,1
2018121612,12,1
US83200325,20,1
US83206781,20,1
US83202318,20,1
US83206643,20,1
US70201996,20,1
US83200535,20,1
US70200428,20,1
2018702029,70,1
2018060013,06,1
US83206397,20,1
US70202476,20,1
US70200417,20,1
US83206762,20,1
US83206751,20,1
US83206818,20,1
US70206416,20,1
US70216369,21,1
US70202349,20,1
US83206683,20,1
US83200271,20,1
US83200158,20,1
US83206508,20,1
US83202291,20,1
US83202083,20,1
US83206930,20,1
US83206808,20,1
US70202143,20,1
US83200234,20,1
US83202043,20,1
US83200484,20,1
US70206400,20,1
US83200223,20,1
US70202412,20,1
US83206567,20,1
US70200180,20,1
US70202061,20,1
US70200232,20,1
US83206414,20,1
US70200564,20,1
US83206420,20,1
2018835442,83,1
US83206463,20,1
US83200191,20,1
US83206530,20,1
US70200319,20,1
US70200282,20,1
US83200388,20,1
US70202109,20,1
US12201989,20,1
2015001944,00,1
US83206799,20,1
US83200398,20,1
US83200331,20,1
US70202437,20,1
US83202222,20,1
US83202039,20,1
US70200274,20,1
US83207025,20,1
US83200197,20,1
US83202269,20,1
US70200506,20,1
2018121583,12,1
US83206852,20,1
US12201893,20,1
US83202384,20,1
US70206552,20,1
US70202282,20,1
US70200370,20,1
US70202259,20,1
US83207274,20,1
US83200296,20,1
US70206981,20,1
2019702276,70,1
US70202070,20,1
US83202327,20,1
US70202026,20,1
US70202038,20,1
US70202212,20,1
US83200393,20,1
US83202202,20,1
2019457226,45,1
US83200389,20,1
US70202225,20,1
US83206699,20,1
US70200648,20,1
US70200174,20,1
US83200498,20,1
US83206908,20,1
US83202260,20,1
US70200687,20,1
US70202324,20,1
2019836695,83,1
US83206614,20,1
2018510031,51,1
US83200607,20,1
US70206439,20,1
US70200658,20,1
US83200545,20,1
US83202347,20,1
US70206459,20,1
US70200149,20,1
US12202371,20,1
2018456977,45,1
US70200224,20,1
US83206953,20,1
US83206449,20,1
US70200154,20,1
US70202273,20,1
US83200587,20,1
US70200479,20,1
US70202265,20,1
US70202088,20,1
US83202389,20,1
US70206631,20,1
2018456983,45,1
US70206583,20,1
US83202371,20,1
US83202311,20,1
US83200569,20,1
2018121673,12,1
US83200301,20,1
US83200166,20,1
US83206971,20,1
US83200512,20,1
US70207041,20,1
US70206689,20,1
US83207292,20,1
US70200395,20,1
US70206913,20,1
US70206800,20,1
US83200676,20,1
2019702286,70,1
US83206710,20,1
US83202300,20,1
US70200211,20,1
US83206376,20,1
US70200237,20,1
US83202307,20,1
US70202374,20,1
US83200314,20,1
US70200373,20,1
US70205270,20,1
US70200259,20,1
US83202231,20,1
US70200354,20,1
US83200245,20,1
US70200641,20,1
US83200434,20,1
US83200432,20,1
US70206482,20,1
US83200673,20,1
US83206360,20,1
US70206640,20,1
US83200443,20,1
2019836969,83,1
US83202270,20,1
US83202156,20,1
US83206403,20,1
US70200522,20,1
US83200705,20,1
US83207257,20,1
US70200563,20,1
2019702280,70,1
US83207015,20,1
2018510050,51,1
US83202173,20,1
US83206393,20,1
US70207305,20,1
US83200650,20,1
US83206565,20,1
US83206419,20,1
US83207173,20,1
US83200460,20,1
US70202213,20,1
US83200412,20,1
US70200456,20,1
US83202056,20,1
US83200615,20,1
US83200322,20,1
US83206623,20,1
US70200404,20,1
2018121671,12,1
US83202247,20,1
US83201976,20,1
US83202141,20,1
US83200168,20,1
US83200509,20,1
US70202588,20,1
US83206659,20,1
US83200236,20,1
US83200689,20,1
US83206558,20,1
US83206926,20,1
US83202241,20,1
US70206890,20,1
US83206512,20,1
US83206880,20,1
US70202313,20,1
US70200590,20,1
US83202262,20,1
US83206544,20,1
US70202151,20,1
US83202381,20,1
US83202095,20,1
US83202466,20,1
2018121751,12,1
US83202275,20,1
US70202243,20,1
US70202123,20,1
US83206806,20,1
US70202441,20,1
US70206787,20,1
2017001943,00,1
US83200363,20,1
US70200611,20,1
US70202240,20,1
US83202266,20,1
US83207212,20,1
US83200217,20,1
US83202585,20,1
US83202220,20,1
