PREDICTEDID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT,CUT_NML,DAM,CAUSE,DAYDIS,DISP,INBRL,LAMB,LINE,SEX,SIRE,STM,TB,US,YR
2021123296,21LA01022,80,1,12,2,N,N,S2273,,,,0.021,S3296,,2,S1878,43,8,,21
2021061312,21LA01023,80,1,06,1,N,N,H9439,,,,0.039,A1312,,2,M0050,30,9,,21
2021061313,21LA01024,80,1,06,2,N,N,H9439,,,,0.039,A1313,,2,M0050,30,9,,21
2021061314,21LA01025,80,1,06,3,N,N,H9439,,,,0.039,A1314,,2,M0050,30,9,,21
2021123297,21LA01026,80,1,12,1,N,N,S1604,,,,0.016,S3297,,2,S2179,43,8,,21
2021123298,21LA01027,80,1,12,2,N,N,S1604,,,,0.016,S3298,,2,S2179,43,8,,21
2021457695,21LA01028,80,1,45,1,N,N,T5749,,,,0.000,T7695,,2,T7690,2,8,,21
2021457696,21LA01029,80,1,45,2,N,N,T5749,66,81,6,0.000,T7696,,3,T7690,2,8,,21
2021123300,21LA01030,80,1,12,1,N,N,S1474,,,,0.036,S3300,,2,S1612,7,8,,21
2021123301,21LA01031,80,1,12,2,N,N,S1474,,,,0.036,S3301,,1,S1612,7,8,,21
2021702970,21LA01032,80,5,70,1,N,N,L2216,,,,0.015,L2970,,1,L2286,PC,8,,21
2021702971,21LA01033,80,5,70,2,N,N,L2216,42,104,6,0.015,L2971,,1,L2286,PC,8,,21
2021061315,21LA01034,80,1,06,1,N,N,A0164,,,,0.039,A1315,,2,M0050,30,5,,21
2021702972,21LA01035,80,5,70,1,N,N,L2398,,,,0.038,L2972,,2,L2356,PC,8,,21
2021702973,21LA01036,80,5,70,2,N,N,L2398,,,,0.038,L2973,,2,L2356,PC,8,,21
2021061316,21LA01037,80,2,06,1,N,N,A0687,,,,0.044,A1316,,2,A0013,30,5,,21
2021123302,21LA01038,80,1,12,1,N,N,S2255,6,89,6,0.035,S3302,,2,S1808,7,5,,21
2021838881,21LA01039,80,5,83,1,Y,Y,Z7840,1,118,6,0.000,Z8881,,3,Z0000,10,5,US83217840,21
2021838882,21LA01040,80,6,83,1,N,N,Z6999,,,,0.024,Z8882,A,1,Z6841,97,8,,21
2021838883,21LA01041,80,6,83,2,N,N,Z6999,23,84,6,0.024,Z8883,A,1,Z6841,97,8,,21
2021838884,21LA01042,80,5,83,1,Y,Y,Z6901,,,,0.008,Z8884,,2,Z6473,0,8,,21
2021838885,21LA01043,80,5,83,2,Y,Y,Z6901,,,,0.008,Z8885,,2,Z6473,0,8,,21
2021702974,21LA01044,80,5,70,1,N,N,L2310,,,,0.014,L2974,,2,L2280,PC,5,,21
2021838886,21LA01045,80,6,83,1,Y,Y,Z6548,42,81,6,0.014,Z8886,,1,Z6513,0,5,,21
2021702975,21LA01046,80,5,70,1,N,N,L2063,,,,0.009,L2975,,2,L2095,PC,8,,21
2021702976,21LA01047,80,5,70,2,N,N,L2063,,,,0.009,L2976,,2,L2095,PC,8,,21
2021838887,21LA01048,80,1,83,1,N,N,K5331,,,,0.000,Z8887,,2,Z7471,TC,5,,21
2021457697,21LA01049,80,1,45,1,N,N,T6510,,,,0.014,T7697,,2,T7258,2,5,,21
2021702977,21LA01050,80,5,70,1,N,N,L1604,16,100,6,0.021,L2977,,2,L2256,PC,9,,21
2021702978,21LA01051,80,5,70,2,N,N,L1604,,,,0.021,L2978,,2,L2256,PC,9,,21
2021702979,21LA01052,80,5,70,3,N,N,L1604,23,83,6,0.021,L2979,,2,L2256,PC,9,,21
2021838888,21LA01053,80,5,83,1,Y,Y,Z7579,85,106,6,0.000,Z8888,,3,L0000,0,5,US70217579,21
2021123303,21LA01054,80,1,12,1,N,N,S2353,67,82,6,0.024,S3303,,3,S1751,7,8,,21
2021123304,21LA01055,80,1,12,2,N,N,S2353,,,,0.024,S3304,,1,S1751,7,8,,21
2021702980,21LA01056,80,5,70,1,N,N,L2338,,,,0.018,L2980,,2,L2095,PC,8,,21
2021702981,21LA01057,80,5,70,2,N,N,L2338,,,,0.018,L2981,,2,L2095,PC,8,,21
2021838889,21LA01058,80,1,83,1,N,N,Z6096,,,,0.000,Z8889,,2,T7689,2,8,,21
2021838890,21LA01059,80,2,83,2,N,N,Z6096,,,,0.000,Z8890,,1,T7689,2,8,,21
2021702982,21LA01060,80,5,70,1,N,N,L2401,,,,0.017,L2982,,2,L2256,PC,5,,21
2021123305,21LA01061,80,1,12,1,N,N,S2063,,,,0.010,S3305,,2,S2558,7,5,,21
D202174731,21LA01062,80,,,1,Y,Y,T7473,44,80,1,,,,2,L0000,,1,US70217473,21
2021702983,21LA01063,80,5,70,1,N,N,L2262,,,,0.007,L2983,,2,L2356,PC,8,,21
2021702984,21LA01064,80,5,70,2,N,N,L2262,93,81,3,0.007,L2984,,2,L2356,PC,8,,21
2021838891,21LA01065,80,6,83,1,Y,Y,Z3978,,,,0.000,Z8891,,2,Z6473,0,8,,21
2021838892,21LA01066,80,6,83,2,Y,Y,Z3978,,,,0.000,Z8892,,3,Z6473,0,8,,21
2021702985,21LA01067,80,5,70,1,N,N,L2315,,,,0.009,L2985,,2,L2280,PC,8,,21
2021702986,21LA01068,80,5,70,2,N,N,L2315,,,,0.009,L2986,,1,L2280,PC,8,,21
2021838893,21LA01069,80,5,83,1,Y,Y,Z4157,,,,0.000,Z8893,,2,Z6513,0,5,,21
2021838894,21LA01070,80,6,83,1,N,N,Z6368,,,,0.000,Z8894,A,1,Z5423,97,8,,21
2021838895,21LA01071,80,6,83,2,N,N,Z6368,,,,0.000,Z8895,A,1,Z5423,97,8,,21
2021061318,21LA01072,80,1,06,1,N,N,H9551,,,,0.034,A1318,,1,A0397,30,3,,21
2021061319,21LA01073,80,1,06,2,N,N,H9551,93,81,3,0.034,A1319,,2,A0397,30,3,,21
2021061320,21LA01074,80,1,06,3,N,N,H9551,,,,0.034,A1320,,2,A0397,30,3,,21
2021061321,21LA01075,80,1,06,4,N,N,H9551,,,,0.034,A1321,,2,A0397,30,3,,21
2021702987,21LA01076,80,5,70,1,N,N,L2334,1,81,6,0.016,L2987,,1,L2356,PC,5,,21
2021838896,21LA01077,80,8,83,1,Y,Y,A0916,85,99,6,0.000,Z8896,,2,Z0000,80,5,US83210916,21
2021061322,21LA01078,80,1,06,1,N,N,A0522,,,,0.050,A1322,,2,A0390,30,8,,21
2021061323,21LA01079,80,1,06,2,N,N,A0522,,,,0.050,A1323,,2,A0390,30,8,,21
2021838897,21LA01080,80,5,83,1,Y,Y,A0828,,,,0.000,Z8897,,3,Z0000,80,8,US83210828,21
2021838898,21LA01081,80,5,83,2,Y,Y,A0828,,0,,0.000,Z8898,,2,Z0000,80,8,US83210828,21
2021838899,21LA01082,80,9,83,1,Y,Y,Z4901,,,,0.001,Z8899,A,2,Z6945,BL,5,,21
2021838900,21LA01083,80,5,83,1,Y,Y,Z7817,85,108,6,0.000,Z8900,,2,Z0000,10,5,US83217817,21
2021457698,21LA01084,80,1,45,1,N,N,T5357,,,,0.012,T7698,,1,T7280,2,8,,21
2021457699,21LA01085,80,1,45,2,N,N,T5357,,,,0.012,T7699,,1,T7280,2,8,,21
2021838901,21LA01086,80,5,83,1,Y,Y,Z4193,,,,0.000,Z8901,,3,K5269,0,8,,21
2021838902,21LA01087,80,5,83,2,Y,Y,Z4193,,,,0.000,Z8902,,2,K5269,0,8,,21
2021838903,21LA01088,80,6,83,1,N,N,Z6747,42,123,6,0.016,Z8903,A,1,Z6434,97,8,,21
2021838904,21LA01089,80,6,83,2,N,N,Z6747,,,,0.016,Z8904,A,1,Z6434,97,8,,21
2021838905,21LA01090,80,6,83,1,Y,Y,Z6541,,,,0.015,Z8905,,2,Z6473,0,5,,21
2021838906,21LA01091,80,6,83,1,Y,Y,Z6741,,,,0.011,Z8906,,3,Z6513,0,8,,21
2021838907,21LA01092,80,6,83,2,Y,Y,Z6741,,,,0.011,Z8907,,2,Z6513,0,8,,21
2021123306,21LA01093,80,1,12,1,N,N,S0021,,,,0.025,S3306,,2,S1878,43,7,,21
D202100212,21LA01094,80,1,,2,N,N,S0021,44,80,1,,,,1,S1878,,7,,21
2021123307,21LA01095,80,2,12,1,N,N,S1346,,,,0.022,S3307,,1,S1878,43,8,,21
2021123308,21LA01096,80,1,12,2,N,N,S1346,,,,0.022,S3308,,1,S1878,43,8,,21
2021702988,21LA01097,80,5,70,1,N,N,L1711,,,,0.013,L2988,,2,L2286,PC,5,,21
2021457700,21LA01098,80,2,45,1,N,N,T7183,,,,0.018,T7700,,1,T6983,2,8,,21
2021457701,21LA01099,80,1,45,2,N,N,T7183,,,,0.018,T7701,,1,T6983,2,8,,21
2021061324,21LA01100,80,1,06,1,N,N,A0263,,,,0.048,A1324,,2,A0699,30,8,,21
2021061325,21LA01101,80,1,06,2,N,N,A0263,,,,0.048,A1325,,2,A0699,30,8,,21
2021457702,21LA01102,80,1,45,1,N,N,T7186,,,,0.000,T7702,,2,T7690,2,8,,21
2021457703,21LA01103,80,1,45,2,N,N,T7186,66,81,6,0.000,T7703,,2,T7690,2,8,,21
2021838908,21LA01104,80,5,83,1,N,N,Z2318,,0,,0.000,Z8908,,2,Z6841,SY,9,,21
2021838909,21LA01105,80,5,83,2,N,N,Z2318,,,,0.000,Z8909,,1,Z6841,SY,9,,21
2021838910,21LA01106,80,5,83,3,N,N,Z2318,,,,0.000,Z8910,,2,Z6841,SY,9,,21
D202128371,21LA01107,80,,,1,Y,Y,S2837,44,80,1,,,,1,L0000,,1,US70212837,21
2021838911,21LA01108,80,5,83,1,Y,Y,L2548,,,,0.000,Z8911,,2,Z0000,0,5,US83212548,21
2021061326,21LA01109,80,1,06,1,N,N,H9720,93,83,3,0.034,A1326,,2,A0013,30,9,,21
2021061327,21LA01110,80,1,06,2,N,N,H9720,54,82,6,0.034,A1327,,2,A0013,30,9,,21
2021061328,21LA01111,80,1,06,3,N,N,H9720,93,81,3,0.034,A1328,,2,A0013,30,9,,21
2021838912,21LA01112,80,2,83,1,N,N,K5301,,,,0.000,Z8912,,2,Z7471,TC,8,,21
2021838913,21LA01113,80,1,83,2,N,N,K5301,,,,0.000,Z8913,,1,Z7471,TC,8,,21
2021838914,21LA01114,80,6,83,1,Y,Y,Z8183,,,,0.000,Z8914,,2,Z0000,0,8,US83218183,21
2021838915,21LA01115,80,6,83,2,Y,Y,Z8183,93,81,3,0.000,Z8915,,2,Z0000,0,8,US83218183,21
2021061329,21LA01116,81,1,06,1,N,N,A0563,,,,0.038,A1329,,2,A0699,30,9,,21
2021061330,21LA01117,81,1,06,2,N,N,A0563,,,,0.038,A1330,,2,A0699,30,9,,21
2021061331,21LA01118,81,1,06,3,N,N,A0563,93,81,3,0.038,A1331,,3,A0699,30,9,,21
2021702989,21LA01119,81,5,70,1,N,N,L1949,,,,0.006,L2989,,3,L2268,PC,5,,21
2021510602,21LA01120,81,1,51,1,Y,Y,A0732,,,,0.000,M0602,,2,L0000,LP,8,US70210732,21
2021510603,21LA01121,81,1,51,2,Y,Y,A0732,,,,0.000,M0603,,3,L0000,LP,8,US70210732,21
2021457704,21LA01122,81,1,45,1,N,N,T6970,,,,0.000,T7704,,1,T7690,2,8,,21
2021457705,21LA01123,81,1,45,2,N,N,T6970,,,,0.000,T7705,,2,T7690,2,8,,21
2021838916,21LA01124,81,5,83,1,Y,Y,A0998,,,,0.000,Z8916,,3,Z0000,80,8,US83210998,21
2021838917,21LA01125,81,5,83,2,Y,Y,A0998,,,,0.000,Z8917,,3,Z0000,80,8,US83210998,21
2021061332,21LA01126,81,1,06,1,N,N,H8931,,,,0.036,A1332,,1,A0397,30,8,,21
2021061333,21LA01127,81,1,06,2,N,N,H8931,,,,0.036,A1333,,1,A0397,30,8,,21
2021457706,21LA01128,81,1,45,1,N,N,T7298,,,,0.010,T7706,,2,T7329,2,8,,21
2021457707,21LA01129,81,1,45,2,N,N,T7298,42,83,6,0.010,T7707,,2,T7329,2,8,,21
2021123309,21LA01130,81,1,12,1,N,N,S1765,,,,0.020,S3309,,1,S1872,43,8,,21
2021123310,21LA01131,81,1,12,2,N,N,S1765,,,,0.020,S3310,,2,S1872,43,8,,21
2021123311,21LA01132,81,8,12,1,N,N,S0759,,,,0.011,S3311,,2,S2558,7,8,,21
2021123312,21LA01133,81,2,12,2,N,N,S0759,,,,0.011,S3312,,1,S2558,7,8,,21
2021123313,21LA01134,81,1,12,1,N,N,S0291,,,,0.027,S3313,,1,S2175,7,8,,21
2021123314,21LA01135,81,2,12,2,N,N,S0291,,,,0.027,S3314,,1,S2175,7,8,,21
2021061334,21LA01136,81,1,06,1,N,N,H9419,,,,0.032,A1334,,2,A0699,30,8,,21
2021061335,21LA01137,81,1,06,2,N,N,H9419,,,,0.032,A1335,,2,A0699,30,8,,21
D202184051,21LA01138,81,,,1,Y,Y,Z8405,44,81,1,,,,1,L0000,,1,US70218405,21
D202156391,21LA01139,81,,,1,Y,Y,Z5639,44,81,1,,,,2,Z6945,,1,,21
2021838918,21LA01140,81,2,83,1,N,N,K5137,,,,0.000,Z8918,,1,Z7471,TC,8,,21
2021838919,21LA01141,81,2,83,2,N,N,K5137,93,81,3,0.000,Z8919,,3,Z7471,TC,8,,21
2021061336,21LA01142,81,1,06,1,N,N,A0207,,,,0.036,A1336,,1,A0459,30,8,,21
2021061337,21LA01143,81,1,06,2,N,N,A0207,,,,0.036,A1337,,2,A0459,30,8,,21
2021061338,21LA01144,81,1,06,1,N,N,A0289,,,,0.031,A1338,,2,A0397,30,9,,21
2021061339,21LA01145,81,1,06,2,N,N,A0289,,,,0.031,A1339,,1,A0397,30,9,,21
2021061340,21LA01146,81,1,06,3,N,N,A0289,23,84,6,0.031,A1340,,2,A0397,30,9,,21
2021838920,21LA01147,81,6,83,1,N,N,Z5387,,,,0.015,Z8920,,2,Z6841,97,8,,21
2021838921,21LA01148,81,6,83,2,N,N,Z5387,,,,0.015,Z8921,,1,Z6841,97,8,,21
2021838922,21LA01149,81,1,83,1,Y,Y,T7545,,,,0.000,Z8922,,3,L0000,LT,5,US70217545,21
2021838923,21LA01150,81,1,83,1,Y,Y,M0125,,,,0.000,Z8923,,3,K5269,0,8,,21
2021838924,21LA01151,81,1,83,2,Y,Y,M0125,,,,0.000,Z8924,,3,K5269,0,8,,21
2021838925,21LA01152,81,5,83,1,Y,Y,M0183,,,,0.023,Z8925,,2,L2276,0,8,,21
2021838926,21LA01153,81,5,83,2,Y,Y,M0183,97,192,7,0.023,Z8926,,3,L2276,0,8,,21
2021838927,21LA01154,81,5,83,1,Y,Y,S3122,,,,0.000,Z8927,,3,L0000,LR,5,US70213122,21
2021838928,21LA01155,81,5,83,1,Y,Y,Z8001,54,82,6,0.000,Z8928,,3,Z0000,0,8,US83218001,21
2021838929,21LA01156,81,5,83,2,Y,Y,Z8001,93,81,3,0.000,Z8929,,2,Z0000,0,8,US83218001,21
2021838930,21LA01157,81,5,83,1,Y,Y,Z7514,66,82,6,0.000,Z8930,A,3,L0000,0,5,US70217514,21
2021061341,21LA01158,81,1,06,1,N,N,A0395,,,,0.039,A1341,,2,M0050,30,8,,21
2021061342,21LA01159,81,1,06,2,N,N,A0395,66,82,6,0.039,A1342,,2,M0050,30,8,,21
2021123315,21LA01160,81,1,12,1,N,N,S2364,,,,0.023,S3315,,2,S1612,7,5,,21
D202127491,21LA01161,81,5,,1,Y,Y,S2749,44,81,1,,,,2,Z0000,,4,US83212749,21
D202127492,21LA01162,81,,,2,Y,Y,S2749,27,81,0,,,,,Z0000,,4,US83212749,21
2021838931,21LA01163,81,5,83,1,Y,Y,Z7524,,,,0.000,Z8931,A,2,L0000,0,5,US70217524,21
2021123316,21LA01164,81,2,12,1,N,N,S1555,,,,0.011,S3316,,3,S1748,7,5,,21
2021702990,21LA01165,81,5,70,1,N,N,L2283,83,100,6,0.005,L2990,,2,L2335,PC,8,,21
2021702991,21LA01166,81,5,70,2,N,N,L2283,,,,0.005,L2991,,1,L2335,PC,8,,21
2021123317,21LA01167,81,1,12,1,N,N,S0402,,,,0.040,S3317,,3,S1612,7,8,,21
2021123318,21LA01168,81,1,12,2,N,N,S0402,,,,0.040,S3318,,1,S1612,7,8,,21
2021702992,21LA01169,81,5,70,1,N,N,Z4900,,,,0.012,L2992,,2,Z6515,PC,8,,21
2021702993,21LA01170,81,5,70,2,N,N,Z4900,,,,0.012,L2993,,2,Z6515,PC,8,,21
2021838932,21LA01171,81,1,83,1,N,N,Z4919,,,,0.000,Z8932,,3,T6983,2,8,,21
2021838933,21LA01172,81,1,83,2,N,N,Z4919,,,,0.000,Z8933,,2,T6983,2,8,,21
2021510604,21LA01173,81,5,51,1,Y,Y,A0781,,,,0.000,M0604,,2,L0000,LP,8,US70210781,21
2021510605,21LA01174,81,5,51,2,Y,Y,A0781,93,81,3,0.000,M0605,,3,L0000,LP,8,US70210781,21
2021702994,21LA01175,81,5,70,1,N,N,L1845,,,,0.008,L2994,,1,L2356,PC,8,,21
2021702995,21LA01176,81,5,70,2,N,N,L1845,,,,0.008,L2995,,2,L2356,PC,8,,21
2021123319,21LA01177,81,1,12,1,N,N,S0455,,,,0.026,S3319,,1,S2175,7,8,,21
2021123320,21LA01178,81,1,12,2,N,N,S0455,,,,0.026,S3320,,1,S2175,7,8,,21
2021838934,21LA01179,81,5,83,1,Y,Y,Z6443,,,,0.000,Z8934,,2,K5299,0,8,,21
2021838935,21LA01180,81,5,83,2,Y,Y,Z6443,67,82,6,0.000,Z8935,,2,K5299,0,8,,21
2021838936,21LA01181,81,6,83,1,N,N,Z6530,,,,0.028,Z8936,A,3,Z6841,97,5,,21
2021702996,21LA01182,81,1,70,1,N,N,L1974,,,,0.013,L2996,,2,L2335,PC,5,,21
2021838937,21LA01183,81,5,83,1,Y,Y,Z6476,,,,0.000,Z8937,,2,K5269,0,8,,21
2021838938,21LA01184,81,5,83,2,Y,Y,Z6476,,,,0.000,Z8938,,3,K5269,0,8,,21
2021702997,21LA01185,81,5,70,1,N,N,L2328,,,,0.017,L2997,,2,L2341,PC,8,,21
2021702998,21LA01186,81,5,70,2,N,N,L2328,,,,0.017,L2998,,1,L2341,PC,8,,21
2021123321,21LA01187,81,1,12,1,N,N,S2239,,,,0.008,S3321,,2,S2179,43,5,,21
D202108662,21LA01188,79,,,2,Y,Y,A0866,44,79,1,,,,,L0000,,4,US70210866,21
2021061343,21LA01189,81,1,06,1,N,N,H9715,,,,0.038,A1343,,1,A0459,30,8,,21
2021061344,21LA01190,81,1,06,2,N,N,H9715,,,,0.038,A1344,,1,A0459,30,8,,21
2021838939,21LA01191,81,6,83,1,N,N,Z6683,,,,0.017,Z8939,A,3,Z6709,97,5,,21
2021061345,21LA01192,81,1,06,1,N,N,A0203,,,,0.043,A1345,,2,M0050,30,5,,21
2021838940,21LA01193,81,6,83,1,N,N,Z4092,,,,0.000,Z8940,,3,Z6841,97,5,,21
2021702999,21LA01194,81,5,70,1,N,N,L2343,,,,0.015,L2999,,1,L2232,PC,8,,21
2021703000,21LA01195,81,5,70,2,N,N,L2343,67,89,6,0.015,L3000,,1,L2232,PC,8,,21
2021457708,21LA01196,81,2,45,1,N,N,T6994,,,,0.010,T7708,,2,T7280,2,8,,21
2021457709,21LA01197,81,1,45,2,N,N,T6994,93,82,3,0.010,T7709,,2,T7280,2,8,,21
2021838941,21LA01198,81,5,83,1,Y,Y,M0372,,,,0.000,Z8941,,3,L0000,0,5,US70210372,21
2021061346,21LA01199,81,1,06,1,N,N,H9149,,,,0.040,A1346,,2,A0459,30,9,,21
2021061347,21LA01200,81,1,06,2,N,N,H9149,,,,0.040,A1347,,2,A0459,30,9,,21
2021061348,21LA01201,81,1,06,3,N,N,H9149,,,,0.040,A1348,,1,A0459,30,9,,21
2021123322,21LA01202,81,1,12,1,N,N,S1234,,,,0.020,S3322,,2,S2558,43,8,,21
2021123323,21LA01203,81,1,12,2,N,N,S1234,,,,0.020,S3323,,2,S2558,43,8,,21
2021061349,21LA01204,81,2,06,1,N,N,A0199,,0,,0.038,A1349,,3,A0013,30,8,,21
2021061350,21LA01205,81,2,06,2,N,N,A0199,89,87,6,0.038,A1350,,1,A0013,30,8,,21
2021457710,21LA01206,81,1,45,1,N,N,T7126,,,,0.000,T7710,,1,T7689,2,8,,21
2021457711,21LA01207,81,3,45,2,N,N,T7126,,,,0.000,T7711,,2,T7689,2,8,,21
2021838942,21LA01208,81,5,83,1,Y,Y,S2790,,,,0.000,Z8942,,3,Z0000,10,5,US83212790,21
2021838943,21LA01209,81,5,83,1,Y,Y,L2189,,,,0.000,Z8943,A,2,Z6945,0,8,,21
2021838944,21LA01210,81,8,83,2,Y,Y,L2189,,,,0.000,Z8944,A,3,Z6945,0,8,,21
2021703001,21LA01211,81,5,70,1,N,N,Z6914,,,,0.006,L3001,,3,Z6515,PC,5,,21
2021457712,21LA01212,81,1,45,1,N,N,T5650,,,,0.035,T7712,,2,T7329,2,8,,21
2021457713,21LA01213,81,2,45,2,N,N,T5650,,,,0.035,T7713,,2,T7329,2,8,,21
2021510606,21LA01214,81,1,51,1,Y,Y,A0816,,,,0.000,M0606,,3,L0000,LP,8,US70210816,21
2021510607,21LA01215,81,1,51,2,Y,Y,A0816,93,82,3,0.000,M0607,,2,L0000,LP,8,US70210816,21
2021061351,21LA01216,81,1,06,1,N,N,H9910,,,,0.036,A1351,,2,M0050,30,8,,21
2021061352,21LA01217,81,1,06,2,N,N,H9910,,,,0.036,A1352,,2,M0050,30,8,,21
2021838945,21LA01218,81,5,83,1,Y,Y,S2936,,,,0.000,Z8945,,3,L0000,LR,5,US70212936,21
2021838946,21LA01219,81,2,83,1,N,N,Z3862,,,,0.000,Z8946,,2,T7689,2,8,,21
2021838947,21LA01220,81,1,83,2,N,N,Z3862,,,,0.000,Z8947,,2,T7689,2,8,,21
2021838948,21LA01221,81,5,83,1,Y,Y,Z7838,,,,0.000,Z8948,,3,L0000,0,8,US70217838,21
2021838949,21LA01222,81,5,83,2,Y,Y,Z7838,93,82,3,0.000,Z8949,,3,L0000,0,8,US70217838,21
2021123324,21LA01223,81,1,12,1,N,N,S1165,,,,0.016,S3324,,1,S1808,7,8,,21
2021123325,21LA01224,81,1,12,2,N,N,S1165,,,,0.016,S3325,,1,S1808,7,8,,21
2021838950,21LA01225,81,1,83,1,Y,Y,S3034,,,,0.000,Z8950,,2,L0000,LR,5,US70213034,21
2021838951,21LA01226,81,6,83,1,N,N,Z6482,,,,0.000,Z8951,A,1,Z5423,97,8,,21
2021838952,21LA01227,81,6,83,2,N,N,Z6482,,,,0.000,Z8952,A,2,Z5423,97,8,,21
2021703002,21LA01228,81,5,70,1,N,N,L2203,,,,0.019,L3002,,1,L2019,PC,5,,21
D202164191,21LA01229,81,,,1,Y,Y,Z6419,44,81,1,,,,1,K5299,,4,,21
D202164192,21LA01230,81,,,2,Y,Y,Z6419,44,81,1,,,,2,K5299,,4,,21
2021838953,21LA01231,81,5,83,1,Y,Y,Z8135,54,85,6,0.000,Z8953,,2,L0000,0,7,US70218135,21
D202181352,21LA01232,81,,,2,Y,Y,Z8135,44,81,1,,,,2,L0000,,7,US70218135,21
2021061353,21LA01233,81,1,06,1,N,N,H9548,,,,0.035,A1353,,2,A0397,30,8,,21
2021061354,21LA01234,81,1,06,2,N,N,H9548,,,,0.035,A1354,,2,A0397,30,8,,21
2021703003,21LA01235,81,5,70,1,N,N,L2311,,,,0.016,L3003,,2,L2256,PC,5,,21
2021123326,21LA01236,82,1,12,1,N,N,S1208,,,,0.011,S3326,,2,S1361,43,5,,21
2021703004,21LA01237,82,5,70,1,N,N,L1802,,,,0.011,L3004,,2,L2268,PC,8,,21
2021703005,21LA01238,82,5,70,2,N,N,L1802,,,,0.011,L3005,,2,L2268,PC,8,,21
2021838954,21LA01239,82,5,83,1,Y,Y,Z6243,,,,0.000,Z8954,,2,K5299,0,5,,21
2021838955,21LA01240,82,8,83,1,N,N,K5139,,,,0.000,Z8955,,2,Z6434,SC,8,,21
2021838956,21LA01241,82,5,83,2,N,N,K5139,,,,0.000,Z8956,,2,Z6434,SC,8,,21
2021123327,21LA01242,82,1,12,1,N,N,S2243,,,,0.018,S3327,,1,S2555,7,8,,21
2021123328,21LA01243,82,1,12,2,N,N,S2243,66,92,6,0.018,S3328,,2,S2555,7,8,,21
2021061355,21LA01244,82,1,06,1,N,N,A0484,,,,0.045,A1355,,2,A0390,30,9,,21
2021061356,21LA01245,82,1,06,2,N,N,A0484,,,,0.045,A1356,,2,A0390,30,9,,21
2021061357,21LA01246,82,1,06,3,N,N,A0484,,,,0.045,A1357,,2,A0390,30,9,,21
2021061358,21LA01247,82,1,06,1,N,N,A0214,,,,0.044,A1358,,1,A0678,30,8,,21
2021061359,21LA01248,82,1,06,2,N,N,A0214,,,,0.044,A1359,,1,A0678,30,8,,21
2021123329,21LA01249,82,1,12,1,N,N,S2047,,,,0.035,S3329,,1,S1967,7,8,,21
2021123330,21LA01250,82,1,12,2,N,N,S2047,,,,0.035,S3330,,2,S1967,7,8,,21
2021703006,21LA01251,82,5,70,1,N,N,L2062,,,,0.014,L3006,,1,L2286,PC,8,,21
2021703007,21LA01252,82,5,70,2,N,N,L2062,,,,0.014,L3007,,2,L2286,PC,8,,21
2021457714,21LA01253,82,1,45,1,N,N,T6529,,,,0.000,T7714,,1,T7690,2,8,,21
2021457715,21LA01254,82,1,45,2,N,N,T6529,,,,0.000,T7715,,1,T7690,2,8,,21
2021061360,21LA01255,82,1,06,1,N,N,A0668,,,,0.053,A1360,,2,A0390,30,9,,21
2021061361,21LA01256,82,1,06,2,N,N,A0668,,,,0.053,A1361,,2,A0390,30,9,,21
2021061362,21LA01257,82,1,06,3,N,N,A0668,93,82,3,0.053,A1362,,2,A0390,30,9,,21
2021838957,21LA01258,82,1,83,1,N,N,Z4937,,,,0.000,Z8957,,2,T6996,2,8,,21
2021838958,21LA01259,82,2,83,2,N,N,Z4937,,,,0.000,Z8958,,2,T6996,2,8,,21
2021838959,21LA01260,82,5,83,1,Y,Y,T7632,,,,0.000,Z8959,,3,L0000,LT,5,US70217632,21
2021838960,21LA01261,82,5,83,1,Y,Y,K5386,,,,0.000,Z8960,,2,Z0000,SC,5,US83215386,21
2021838961,21LA01262,82,5,83,1,Y,Y,A0850,,0,,0.000,Z8961,,3,Z0000,80,8,US83210850,21
2021838962,21LA01263,82,5,83,2,Y,Y,A0850,93,82,3,0.000,Z8962,,2,Z0000,80,8,US83210850,21
2021838963,21LA01264,82,1,83,1,N,N,Z6099,,,,0.000,Z8963,,2,T7690,2,8,,21
2021838964,21LA01265,82,1,83,2,N,N,Z6099,,,,0.000,Z8964,,1,T7690,2,8,,21
2021061364,21LA01266,82,1,06,1,N,N,H8492,,,,0.037,A1364,,2,A0699,30,9,,21
2021061365,21LA01267,82,1,06,2,N,N,H8492,93,85,3,0.037,A1365,,3,A0699,30,9,,21
2021061366,21LA01268,82,1,06,3,N,N,H8492,,,,0.037,A1366,,1,A0699,30,9,,21
2021123331,21LA01269,82,1,12,1,N,N,S1357,,,,0.023,S3331,,2,S2555,7,8,,21
2021123332,21LA01270,82,1,12,2,N,N,S1357,,,,0.023,S3332,,2,S2555,7,8,,21
2021838965,21LA01271,82,5,83,1,Y,Y,Z6908,,,,0.000,Z8965,,3,Z6513,0,8,,21
2021838966,21LA01272,82,5,83,2,Y,Y,Z6908,,,,0.000,Z8966,,3,Z6513,0,8,,21
2021457716,21LA01273,82,2,45,1,N,N,T7345,,,,0.017,T7716,,1,T7235,2,7,,21
D202173452,21LA01274,82,,,2,N,N,T7345,44,82,1,,,,2,T7235,,7,,21
2021061367,21LA01275,82,1,06,1,N,N,H9846,,,,0.048,A1367,,2,A0645,30,9,,21
