PREDICTEDID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT,CUT_NML,DAM,CAUSE,DAYDIS,DISP,INBRL,LAMB,LINE,SEX,SIRE,STM,TB,US,YR
2010828436,10LA00001,5,6,82,1,y,Y,X5968,97,115,7,0.000,X8436,,3,X0000,0,5,US82105968,10
2010828437,10LA00002,9,5,82,1,y,Y,X6790,4,126,Z,0.000,X8437,,2,X0000,0,5,US82106790,10
D201057031,10LA00003,11,,,1,y,Y,X5703,27,11,0,0.000,,,2,X0000,,2,US82105703,10
D201057032,10LA00004,11,,,2,y,Y,X5703,27,11,0,0.000,,,1,X0000,,2,US82105703,10
D201059561,10LA00005,1,,,1,y,Y,X5956,27,365,0,0.000,,,2,X0000,,6,US82105956,10
D201059562,10LA00006,1,,,2,y,Y,X5956,27,365,0,0.000,,,2,X0000,,2,US82105956,10
2010828439,10LA00007,12,5,82,1,y,Y,X6766,4,126,Z,0.000,X8439,,3,X0000,0,8,US82106766,10
2010828440,10LA00008,12,5,82,2,y,Y,X6766,4,126,Z,0.000,X8440,,2,X0000,0,8,US82106766,10
2010828441,10LA00009,13,5,82,1,y,Y,X6286,4,126,Z,0.000,X8441,,2,X0000,0,8,US82106286,10
2010828442,10LA00010,13,5,82,2,y,Y,X6286,4,126,Z,0.000,X8442,,2,X0000,0,8,US82106286,10
2010828443,10LA00011,13,5,82,1,y,Y,X5872,4,126,Z,0.000,X8443,,2,X0000,0,5,US82105872,10
2010828438,10LA00012,11,1,82,1,y,Y,R2894,4,126,Z,0.041,X8438,,2,X0000,0,7,US82102894,10
D201028942,10LA00013,11,,,2,y,Y,R2894,44,11,1,0.041,,,1,X0000,,7,US82102894,10
2010828444,10LA00014,14,5,82,1,y,Y,X6100,4,126,Z,0.000,X8444,,2,X0000,0,5,US82106100,10
2010828445,10LA00015,14,5,82,1,y,Y,X6079,4,126,Z,0.000,X8445,,3,X0000,0,8,US82106079,10
2010828446,10LA00016,14,5,82,2,y,Y,X6079,4,126,Z,0.000,X8446,,3,X0000,0,8,US82106079,10
2010828447,10LA00017,14,5,82,1,y,Y,X6401,4,126,Z,0.000,X8447,,2,X0000,0,9,US82106401,10
2010828448,10LA00018,14,5,82,2,y,Y,X6401,19,48,6,0.000,X8448,,2,X0000,0,9,US82106401,10
2010828449,10LA00019,14,5,82,3,y,Y,X6401,4,126,Z,0.000,X8449,,2,X0000,0,9,US82106401,10
2010828450,10LA00020,15,5,82,1,y,Y,X6743,4,126,Z,0.000,X8450,,2,X0000,0,5,US82106743,10
D201064691,10LA00021,15,,,1,y,Y,X6469,95,18,5,0.000,,,1,X0000,,8,US82106469,10
D201064692,10LA00022,15,,,2,y,Y,X6469,95,18,5,0.000,,,1,X0000,,8,US82106469,10
D201064261,10LA00023,15,,,1,y,Y,X6426,95,18,5,0.000,,,2,X0000,,8,US82106426,10
D201064262,10LA00024,15,,,2,y,Y,X6426,95,18,5,0.000,,,1,X0000,,8,US82106426,10
2010828451,10LA00025,16,5,82,1,y,Y,X6396,4,126,Z,0.000,X8451,,2,X0000,0,8,US82106396,10
2010828452,10LA00026,16,5,82,2,y,Y,X6396,4,126,Z,0.000,X8452,,2,X0000,0,8,US82106396,10
2010828453,10LA00027,16,5,82,1,y,Y,X6170,4,126,Z,0.000,X8453,,3,X0000,0,5,US82106170,10
2010828454,10LA00028,16,5,82,1,y,Y,X6092,97,115,7,0.000,X8454,,2,X0000,0,9,US82106092,10
2010828455,10LA00029,16,5,82,2,y,Y,X6092,1,70,6,0.000,X8455,,2,X0000,0,9,US82106092,10
2010828456,10LA00030,16,5,82,3,y,Y,X6092,4,126,Z,0.000,X8456,,3,X0000,0,9,US82106092,10
2010828457,10LA00031,16,5,82,1,y,Y,X6764,4,126,Z,0.000,X8457,,3,X0000,0,5,US82106764,10
2010828458,10LA00032,17,5,82,1,y,Y,X6022,4,126,Z,0.000,X8458,,2,X0000,0,5,US82106022,10
2010828459,10LA00033,18,5,82,1,y,Y,X6037,4,126,Z,0.000,X8459,,3,X0000,0,5,US82106037,10
2010828460,10LA00034,19,5,82,1,y,Y,X6233,4,126,Z,0.000,X8460,,2,X0000,0,8,US82106233,10
2010828461,10LA00035,19,5,82,2,y,Y,X6233,4,126,Z,0.000,X8461,,3,X0000,0,8,US82106233,10
2010828462,10LA00036,19,5,82,1,y,Y,X6655,97,115,7,0.000,X8462,,2,X0000,0,5,US82106655,10
D201058961,10LA00037,15,,,1,y,Y,X5896,95,18,5,0.000,,,1,X0000,,8,US82105896,10
D201058962,10LA00038,15,,,2,y,Y,X5896,95,18,5,0.000,,,2,X0000,,8,US82105896,10
D201064911,10LA00039,25,,,1,y,Y,X6491,27,25,0,0.000,,,,X0000,,0,US82106491,10
2010828463,10LA00040,26,5,82,1,y,Y,X6068,4,126,Z,0.000,X8463,,3,X0000,0,8,US82106068,10
2010828464,10LA00041,26,5,82,2,y,Y,X6068,4,126,Z,0.000,X8464,,2,X0000,0,8,US82106068,10
2010828465,10LA00042,26,5,82,1,y,Y,X5800,4,126,Z,0.000,X8465,,2,X0000,0,7,US82105800,10
D201058002,10LA00043,26,5,,2,y,Y,X5800,44,26,1,0.000,,,2,X0000,,7,US82105800,10
D201058141,10LA00044,26,5,,1,y,Y,X5814,27,26,0,0.000,,,1,X0000,,2,US82105814,10
D201058142,10LA00045,26,5,,2,y,Y,X5814,27,26,0,0.000,,,1,X0000,,2,US82105814,10
2010828466,10LA00046,27,5,82,1,y,Y,X5932,46,29,6,0.000,X8466,,3,X0000,0,8,US82105932,10
2010828467,10LA00047,27,5,82,2,y,Y,X5932,4,126,Z,0.000,X8467,,3,X0000,0,8,US82105932,10
2010828468,10LA00048,28,5,82,1,y,Y,X6274,97,115,7,0.000,X8468,,3,X0000,0,5,US82106274,10
2010828469,10LA00049,28,5,82,1,y,Y,X6694,,0,,0.000,X8469,,3,X0000,0,8,US82106694,10
2010828470,10LA00050,28,5,82,2,y,Y,X6694,4,126,Z,0.000,X8470,,3,X0000,0,8,US82106694,10
2010828471,10LA00051,28,5,82,1,y,Y,X5830,4,126,Z,0.000,X8471,,3,X0000,0,8,US82105830,10
2010828472,10LA00052,28,5,82,2,y,Y,X5830,97,115,7,0.000,X8472,,2,X0000,0,8,US82105830,10
2010828473,10LA00053,28,5,82,1,y,Y,X6784,19,121,6,0.000,X8473,,3,X0000,0,8,US82106784,10
2010828474,10LA00054,28,5,82,2,y,Y,X6784,,0,,0.000,X8474,,2,X0000,0,8,US82106784,10
D201064411,10LA00055,28,,,1,y,Y,X6441,95,32,5,0.000,,,2,X0000,,5,US82106441,10
D201057601,10LA00056,29,,,1,y,Y,X5760,95,32,5,0.000,,,1,X0000,,8,US82105760,10
D201057602,10LA00057,29,,,2,y,Y,X5760,95,32,5,0.000,,,2,X0000,,8,US82105760,10
D201063661,10LA00058,29,,,1,y,Y,X6366,95,32,5,0.000,,,1,X0000,,7,US82106366,10
D201063662,10LA00059,29,5,,2,y,Y,X6366,44,29,1,0.000,,,1,X0000,,7,US82106366,10
D201068401,10LA00060,29,,,1,y,Y,X6840,95,33,5,0.000,,,2,X0000,,8,US82106840,10
D201068402,10LA00061,29,,,2,y,Y,X6840,95,33,5,0.000,,,2,X0000,,8,US82106840,10
D201058821,10LA00062,29,,,1,y,Y,X5882,95,33,5,0.000,,,2,X0000,,5,US82105882,10
D201064531,10LA00063,30,,,1,y,Y,X6453,95,33,5,0.000,,,2,X0000,,8,US82106453,10
D201064532,10LA00064,30,,,2,y,Y,X6453,95,33,5,0.000,,,2,X0000,,8,US82106453,10
D201057951,10LA00065,30,,,1,y,Y,X5795,95,33,5,0.000,,,2,X0000,,5,US82105795,10
2010828475,10LA00066,31,5,82,1,y,Y,X6600,4,126,Z,0.000,X8475,,3,X0000,0,8,US82106600,10
2010828476,10LA00067,31,5,82,2,y,Y,X6600,14,95,6,0.000,X8476,,3,X0000,0,8,US82106600,10
2010828477,10LA00068,31,5,82,1,y,Y,X6280,4,126,Z,0.000,X8477,,2,X0000,0,5,US82106280,10
2010644606,10LA00069,68,1,64,1,N,N,K4201,,0,,0.060,K4606,,1,K4321,6,8,,10
2010644607,10LA00070,68,1,64,2,N,N,K4201,37,94,6,0.060,K4607,,2,K4321,6,8,,10
D201075091,10LA00071,67,,,1,N,N,X7509,27,67,0,0.000,,,,X6670,,0,,10
D201052651,10LA00072,68,,,1,Y,Y,H5265,27,68,0,0.072,,,2,H4337,,0,,10
D201026371,10LA00073,64,,,1,Y,Y,T2637,44,64,1,0.000,,,1,,,1,,10
D201050131,10LA00074,65,,,1,Y,Y,H5013,27,65,0,0.066,,,,H3921,,0,,10
D201054651,10LA00075,65,,,1,Y,Y,H5465,27,65,0,0.047,,,,H4211,,2,,10
D201054652,10LA00076,65,,,2,Y,Y,H5465,27,65,0,0.047,,,,H4211,,2,,10
D201063031,10LA00077,65,,,1,N,N,X6303,27,65,0,0.000,,,,X5725,,0,,10
D201027911,10LA00078,65,,,1,Y,Y,T2791,27,65,0,0.000,,,,,,0,,10
D201062671,10LA00079,65,,,1,N,N,X6267,27,65,0,0.005,,,,X6950,,0,,10
D201048471,10LA00080,66,,,1,Y,Y,H4847,27,66,0,0.052,,,,H4337,,2,,10
D201048472,10LA00081,66,,,2,Y,Y,H4847,27,66,0,0.052,,,,H4337,,2,,10
D201072261,10LA00082,66,,,1,N,N,X7226,27,66,0,0.004,,,,X5692,,2,,10
D201072262,10LA00083,66,,,2,N,N,X7226,27,66,0,0.004,,,,X5692,,2,,10
D201021761,10LA00084,66,,,1,N,N,T2176,27,66,0,0.053,,,,T1486,,2,,10
D201021762,10LA00085,66,,,2,N,N,T2176,27,66,0,0.053,,,,T1486,,2,,10
D201017561,10LA00086,66,,,1,Y,Y,T1756,27,66,0,0.045,,,,T2322,,2,,10
D201017562,10LA00087,66,,,2,Y,Y,T1756,27,66,0,0.045,,,,T2322,,2,,10
D201062271,10LA00088,66,,,1,Y,Y,X6227,27,66,0,0.000,,,,X0000,,0,US82106227,10
D201021991,10LA00089,56,,,1,Y,Y,H2199,27,56,0,0.000,,,2,K4203,,0,,10
D201023301,10LA00090,62,,,1,N,N,T2330,27,62,0,0.030,,,,T1609,,0,,10
D201045771,10LA00091,62,,,1,Y,Y,H4577,27,62,0,0.057,,,,H3921,,0,,10
D201057121,10LA00092,63,,,1,Y,Y,X5712,27,63,0,0.008,,,,X6090,,2,,10
D201057122,10LA00093,63,,,2,Y,Y,X5712,27,63,0,0.008,,,,X6090,,2,,10
D201062721,10LA00094,67,,,1,N,N,X6272,27,67,0,0.002,,,1,X6640,,2,,10
D201062722,10LA00095,67,,,2,N,N,X6272,27,67,0,0.002,,,1,X6640,,2,,10
D201081051,10LA00096,68,,,1,N,N,Z8105,27,68,0,0.000,,,,K3987,,2,,10
D201081052,10LA00097,68,,,2,N,N,Z8105,27,68,0,0.000,,,,K3987,,2,,10
D201063781,10LA00098,69,,,1,N,N,X6378,27,69,0,0.007,,,2,X6090,,0,,10
D201098231,10LA00099,69,,,1,Y,Y,T9823,27,69,0,0.074,,,,T1949,,2,,10
D201098232,10LA00100,69,,,2,Y,Y,T9823,27,69,0,0.074,,,,T1949,,2,,10
D201015091,10LA00101,70,,,1,N,N,T1509,27,70,0,0.020,,,,T1615,,0,,10
D201013361,10LA00102,69,,,1,N,N,T1336,27,69,0,0.034,,,,T1926,,0,,10
2010700043,10LA00103,70,5,70,1,N,N,X5312,19,79,6,0.005,L0043,,1,X5716,PC,5,,10
2010055553,10LA00104,70,1,05,1,Y,Y,H4680,19,82,6,0.084,H5553,,3,H4211,30,8,,10
2010055554,10LA00105,70,1,05,2,Y,Y,H4680,,0,,0.084,H5554,,2,H4211,30,8,,10
2010828479,10LA00106,70,1,82,1,N,N,K4174,19,72,6,0.004,X8479,,1,X4409,CM,5,,10
D201042841,10LA00107,70,,,1,N,N,K4284,27,70,0,0.000,,,,X4570,,2,,10
D201042842,10LA00108,70,,,2,N,N,K4284,27,70,0,0.000,,,,X4570,,2,,10
D201024801,10LA00109,71,1,,1,N,N,K2480,44,71,1,0.037,,,1,K4272,,4,,10
D201024802,10LA00110,71,1,,2,N,N,K2480,44,71,1,0.037,,,1,K4272,,4,,10
2010452847,10LA00111,71,1,45,1,Y,Y,T1722,,0,,0.004,T2847,,3,T1960,2,8,,10
2010452848,10LA00112,71,1,45,2,Y,Y,T1722,,0,,0.004,T2848,,3,T1960,2,8,,10
D201013121,10LA00113,71,1,,1,N,N,T1312,44,71,1,0.040,,,1,T1486,,1,,10
D201008261,10LA00114,70,,,1,N,N,T0826,27,70,0,0.030,,,1,T2044,,0,,10
D201045881,10LA00115,71,,,1,Y,Y,H4588,27,71,0,0.000,,,2,K0000,,0,US64104588,10
D201045981,10LA00116,71,,,1,N,N,K4598,27,71,0,0.034,,,2,K3879,,2,,10
D201045982,10LA00117,71,,,2,N,N,K4598,27,71,0,0.034,,,2,K3879,,2,,10
D201022511,10LA00118,71,,,1,N,N,T2251,27,71,0,0.039,,,2,T1615,,0,,10
D201028061,10LA00119,71,,,1,Y,Y,T2806,27,71,0,0.000,,,2,,,0,,10
D201054911,10LA00120,71,,,1,Y,Y,H5491,27,71,0,0.052,,,2,H4211,,0,,10
D201074651,10LA00121,72,1,,1,Y,Y,R7465,44,72,1,0.039,,,1,R7365,,4,,10
D201074652,10LA00122,72,1,,2,Y,Y,R7465,44,72,1,0.039,,,1,R7365,,4,,10
D201031331,10LA00123,72,,,1,N,N,X3133,27,72,0,0.004,,,,X6090,,2,,10
D201031332,10LA00124,72,,,2,N,N,X3133,27,72,0,0.004,,,,X6090,,2,,10
D201062911,10LA00125,72,,,1,N,N,X6291,27,72,0,0.006,,,,X6950,,0,,10
D201025051,10LA00126,72,5,,1,N,N,X2505,44,72,1,0.000,,,2,27,,4,,10
D201025052,10LA00127,72,5,,2,N,N,X2505,44,72,1,0.000,,,2,27,,4,,10
D201063991,10LA00128,72,5,,1,N,N,X6399,44,72,1,0.000,,,1,X6506,,7,,10
2010828480,10LA00129,72,5,82,2,N,N,X6399,,0,,0.000,X8480,,1,X6506,S3,7,,10
2010700044,10LA00130,73,5,70,1,N,N,X5810,,0,,0.012,L0044,,2,X6090,PC,5,,10
D201071781,10LA00131,73,,,1,N,N,X7178,14,73,6,0.078,,,1,X5140,,8,,10
D201071782,10LA00132,73,,,2,N,N,X7178,14,73,6,0.078,,,1,X5140,,8,,10
D201028781,10LA00133,73,,,1,N,N,K2878,14,73,6,0.034,,,1,K4267,,8,,10
D201028782,10LA00134,73,,,2,N,N,K2878,14,73,6,0.034,,,1,K4267,,8,,10
D201050191,10LA00135,73,5,,1,Y,Y,H5019,44,73,1,0.000,,,2,X0000,,1,US82105019,10
D201057841,10LA00136,30,,,1,Y,Y,X5784,95,33,5,0.000,,,2,X0000,,8,US82105784,10
D201057842,10LA00137,30,,,2,Y,Y,X5784,95,33,5,0.000,,,2,X0000,,8,US82105784,10
2010828481,10LA00138,73,5,82,1,N,N,K4036,,0,,0.000,X8481,,1,X6506,SC,5,,10
2010452849,10LA00139,73,1,45,1,N,N,T2301,,0,,0.058,T2849,,2,T1486,2,8,,10
2010452850,10LA00140,73,1,45,2,N,N,T2301,23,117,6,0.058,T2850,,1,T1486,2,8,,10
2010452851,10LA00141,73,1,45,1,N,N,T0343,19,75,6,0.027,T2851,,3,T1926,2,5,,10
2010700045,10LA00142,73,5,70,1,N,N,X5811,,0,,0.005,L0045,,2,X5716,PC,8,,10
2010700046,10LA00143,73,5,70,2,N,N,X5811,,0,,0.005,L0046,,2,X5716,PC,8,,10
2010452852,10LA00144,73,1,45,1,N,N,T2011,,0,,0.000,T2852,,2,T1926,2,5,,10
2010452853,10LA00145,73,1,45,1,Y,Y,T1876,,0,,0.024,T2853,,2,T1609,2,5,,10
2010644608,10LA00146,73,1,64,1,N,N,K3586,36,76,6,0.059,K4608,,1,K4321,6,8,,10
2010644609,10LA00147,73,1,64,2,N,N,K3586,,0,,0.059,K4609,,2,K4321,6,8,,10
D201072361,10LA00148,74,5,,1,N,N,X7236,44,74,1,0.001,3,,1,X6816,,1,,10
D201079001,10LA00149,74,1,,1,Y,Y,X7900,44,74,1,0.000,,,1,X0000,,1,US82107900,10
D201080751,10LA00150,74,6,,1,N,N,X8075,44,74,1,0.029,,,2,X6430,,4,,10
D201080752,10LA00151,74,6,,2,N,N,X8075,44,74,1,0.029,,,,X6430,,4,,10
D201047851,10LA00152,74,1,,1,Y,Y,H4785,44,74,1,0.060,,,2,H4211,,1,,10
D201072201,10LA00153,74,9,,1,N,N,X7220,44,74,1,0.027,,,2,X6202,,1,,10
2010828482,10LA00154,74,6,82,1,N,N,X4308,,0,,0.019,X8482,,1,X6687,97,8,,10
2010828483,10LA00155,74,6,82,2,N,N,X4308,97,179,7,0.019,X8483,,2,X6687,97,8,,10
D201035151,10LA00156,74,5,,1,N,N,X3515,44,74,1,0.000,,,1,X6042,,7,,10
2010828484,10LA00157,74,5,82,2,N,N,X3515,,0,,0.000,X8484,,1,X6042,S3,7,,10
2010452854,10LA00158,74,1,45,1,Y,Y,T1507,,0,,0.023,T2854,,2,T2224,2,5,,10
2010055555,10LA00159,74,1,05,1,Y,Y,H4968,23,80,6,0.055,H5555,,3,H4337,30,5,,10
2010828485,10LA00160,74,6,82,1,N,N,X6965,,0,,0.067,X8485,,1,X5140,97,3,,10
D201069652,10LA00161,74,6,,2,N,N,X6965,44,74,1,0.067,,,2,X5140,,3,,10
D201069653,10LA00162,74,6,,3,N,N,X6965,44,74,1,0.067,,,1,X5140,,3,,10
2010828486,10LA00163,74,6,82,4,N,N,X6965,98,108,6,0.067,X8486,,1,X5140,97,3,,10
2010452855,10LA00164,74,1,45,1,N,N,T2041,,0,,0.047,T2855,,2,T2028,2,5,,10
D201082861,10LA00165,64,,,1,N,N,X8286,27,64,0,0.006,,,1,X5950,,2,,10
D201082862,10LA00166,64,,,2,N,N,X8286,27,64,0,0.006,,,2,X5950,,2,,10
D201043531,10LA00167,64,,,1,N,N,K4353,27,64,0,0.049,,,1,X0000,,0,US82104353,10
D201041911,10LA00168,64,,,1,N,N,K4191,27,64,0,0.010,,,1,X6217,,0,,10
D201068771,10LA00169,64,,,1,N,N,X6877,27,64,0,0.006,,,2,X5863,,2,,10
D201068772,10LA00170,64,,,2,N,N,X6877,27,64,0,0.006,,,2,X5863,,2,,10
D201046841,10LA00171,64,,,1,N,N,X4684,27,64,0,0.006,,,1,X6090,,0,,10
D201067151,10LA00172,64,,,1,N,N,X6715,27,64,0,0.008,,,2,X5725,,2,,10
D201067152,10LA00173,64,,,2,N,N,X6715,27,64,0,0.008,,,2,X5725,,2,,10
D201029851,10LA00174,64,,,1,Y,Y,H2985,27,64,0,0.000,,,1,X0000,,2,US82102985,10
D201029852,10LA00175,64,,,2,Y,Y,H2985,27,64,0,0.000,,,2,X0000,,2,US82102985,10
D201026991,10LA00176,34,,,1,N,N,H2699,27,34,0,0.000,,,,H9057,,0,,10
D201041441,10LA00177,61,,,1,N,N,K4144,27,61,0,0.048,,,,K4107,,0,,10
2010828487,10LA00178,74,9,82,1,Y,Y,X4796,,0,,0.000,X8487,,3,X5886,BL,8,,10
2010828488,10LA00179,74,5,82,2,Y,Y,X4796,,0,,0.000,X8488,,3,X5886,0,8,,10
2010452856,10LA00180,74,1,45,1,N,N,T2296,,0,,0.043,T2856,,2,T1486,2,5,,10
2010644610,10LA00181,74,1,64,1,Y,Y,K3589,,0,,0.030,K4610,,3,K4272,6,8,,10
2010644611,10LA00182,74,1,64,2,Y,Y,K3589,14,93,3,0.030,K4611,,2,K4272,6,8,,10
2010828489,10LA00183,74,5,82,1,N,N,X2995,,0,,0.000,X8489,,2,91,TS,5,,10
2010452857,10LA00184,75,1,45,1,Y,Y,T2017,,0,,0.000,T2857,,3,T1486,2,5,,10
D201031711,10LA00185,74,,,1,N,N,H3171,27,74,0,0.000,,,1,172,,2,,10
D201031712,10LA00186,74,,,2,N,N,H3171,27,74,0,0.000,,,2,172,,2,,10
2010828490,10LA00187,75,5,82,1,N,N,K3528,,0,,0.000,X8490,,2,X6506,SC,8,,10
2010828491,10LA00188,75,5,82,2,N,N,K3528,,0,,0.000,X8491,,1,X6506,SC,8,,10
2010644612,10LA00189,75,1,64,1,N,N,K4254,,0,,0.053,K4612,,1,K4267,6,8,,10
2010644613,10LA00190,75,1,64,2,N,N,K4254,97,179,7,0.053,K4613,,1,K4267,6,8,,10
2010055556,10LA00191,75,1,05,1,Y,Y,H4961,,0,,0.046,H5556,,2,H4211,30,7,,10
D201049612,10LA00192,75,1,,2,Y,Y,H4961,44,75,1,0.046,,,2,H4211,,7,,10
2010700047,10LA00193,75,5,70,1,N,N,X4730,,0,,0.007,L0047,,1,X5716,PC,7,,10
D201047302,10LA00194,75,5,,2,N,N,X4730,44,75,1,0.007,,,1,X5716,,7,,10
2010828492,10LA00195,75,5,82,1,N,N,X5388,,0,,0.000,X8492,,1,X5140,S3,8,,10
2010828493,10LA00196,75,5,82,2,N,N,X5388,,0,,0.000,X8493,,2,X5140,S3,8,,10
2010452858,10LA00197,75,1,45,1,N,N,T2071,,0,,0.062,T2858,,1,T2028,2,5,,10
2010452859,10LA00198,75,1,45,1,N,N,T1421,,0,,0.036,T2859,,1,T1923,2,8,,10
2010452860,10LA00199,75,1,45,2,N,N,T1421,,0,,0.036,T2860,,2,T1923,2,8,,10
2010700048,10LA00200,76,5,70,1,N,N,X5960,,0,,0.008,L0048,,1,X6950,PC,5,,10
2010828494,10LA00201,76,3,82,1,N,N,K4410,,0,,0.000,X8494,,2,X6539,SC,8,,10
2010828495,10LA00202,76,3,82,2,N,N,K4410,97,220,7,0.000,X8495,,2,X6539,SC,8,,10
2010700049,10LA00203,76,5,70,1,N,N,X5173,,0,,0.007,L0049,,2,X5716,PC,9,,10
2010700050,10LA00204,76,5,70,2,N,N,X5173,,0,,0.007,L0050,,1,X5716,PC,9,,10
2010700051,10LA00205,76,5,70,3,N,N,X5173,,0,,0.007,L0051,,1,X5716,PC,9,,10
2010828496,10LA00206,76,5,82,1,N,N,X4794,,0,,0.000,X8496,,2,X6042,S3,8,,10
2010828497,10LA00207,76,5,82,2,N,N,X4794,19,93,6,0.000,X8497,,1,X6042,S3,8,,10
2010452861,10LA00208,76,1,45,1,N,N,T2048,,0,,0.028,T2861,,2,T2322,2,5,,10
2010644614,10LA00209,76,1,64,1,N,N,K3283,,0,,0.043,K4614,,1,K4321,6,5,,10
2010700052,10LA00210,76,5,70,1,N,N,X4487,,0,,0.000,L0052,,1,X5725,PC,8,,10
2010700053,10LA00211,76,5,70,2,N,N,X4487,,0,,0.000,L0053,,1,X5725,PC,8,,10
2010828498,10LA00212,76,2,82,1,N,N,X5748,97,179,7,0.000,X8498,,2,K4233,C3,8,,10
2010828499,10LA00213,76,5,82,2,N,N,X5748,54,100,6,0.000,X8499,,1,K4233,C3,8,,10
2010828500,10LA00214,76,5,82,1,N,N,X4679,10,150,6,0.000,X8500,,1,X6042,S3,8,,10
2010828501,10LA00215,76,5,82,2,N,N,X4679,,0,,0.000,X8501,,2,X6042,S3,8,,10
2010828502,10LA00216,76,5,82,1,N,N,X6133,19,111,6,0.000,X8502,,2,X5140,S3,8,,10
2010828503,10LA00217,76,5,82,2,N,N,X6133,40,117,6,0.000,X8503,,2,X5140,S3,8,,10
2010828504,10LA00218,76,6,82,1,N,N,X4994,,0,,0.026,X8504,,1,X6539,97,5,,10
2010828505,10LA00219,76,5,82,1,N,N,X6252,,0,,0.000,X8505,,1,K3987,C3,5,,10
D201021141,10LA00220,76,1,,1,N,N,T2114,44,76,1,0.000,,,1,T1982,,1,,10
2010828506,10LA00221,76,5,82,1,N,N,K3663,,0,,0.000,X8506,,2,X6042,SC,8,,10
2010828507,10LA00222,76,5,82,2,N,N,K3663,,0,,0.000,X8507,,3,X6042,SC,8,,10
2010828508,10LA00223,76,5,82,1,N,N,X3123,,0,,0.000,X8508,,1,K3987,CS,8,,10
2010828509,10LA00224,76,5,82,2,N,N,X3123,,0,,0.000,X8509,,1,K3987,CS,8,,10
2010828510,10LA00225,76,6,82,1,N,N,X4756,,0,,0.096,X8510,,1,X5140,97,8,,10
2010828511,10LA00226,76,6,82,2,N,N,X4756,,0,,0.096,X8511,,1,X5140,97,8,,10
2010452862,10LA00227,76,1,45,1,N,N,T1530,89,106,6,0.056,T2862,,1,T1982,2,8,,10
2010452863,10LA00228,76,1,45,2,N,N,T1530,,0,,0.056,T2863,,1,T1982,2,8,,10
2010828512,10LA00229,76,4,82,1,N,N,X3433,,0,,0.000,X8512,,2,91,TS,8,,10
2010828513,10LA00230,76,4,82,2,N,N,X3433,,0,,0.000,X8513,,2,91,TS,8,,10
2010828514,10LA00231,76,5,82,1,N,N,X5326,,0,,0.000,X8514,,2,91,TS,8,,10
2010828515,10LA00232,76,3,82,2,N,N,X5326,,0,,0.000,X8515,,1,91,TS,8,,10
2010828516,10LA00233,76,6,82,1,N,N,Z9175,,0,,0.038,X8516,,1,X6539,97,8,,10
2010828517,10LA00234,76,6,82,2,N,N,Z9175,19,78,6,0.038,X8517,,2,X6539,97,8,,10
2010452864,10LA00235,76,1,45,1,N,N,T1537,,0,,0.057,T2864,,1,T1960,2,8,,10
2010452865,10LA00236,76,1,45,2,N,N,T1537,,0,,0.057,T2865,,2,T1960,2,8,,10
2010452866,10LA00237,76,1,45,1,N,N,T1952,40,114,6,0.038,T2866,,2,T1949,2,8,,10
2010452867,10LA00238,76,1,45,2,N,N,T1952,,0,,0.038,T2867,,2,T1949,2,8,,10
2010828518,10LA00239,76,1,82,1,Y,Y,K4031,,0,,0.025,X8518,,3,X5398,CM,8,,10
2010828519,10LA00240,76,1,82,2,Y,Y,K4031,,0,,0.025,X8519,,3,X5398,CM,8,,10
2010828520,10LA00241,76,1,82,1,N,N,K3514,,0,,0.022,X8520,,1,X4409,CM,8,,10
2010828521,10LA00242,76,1,82,2,N,N,K3514,,0,,0.022,X8521,,2,X4409,CM,8,,10
2010828524,10LA00243,76,1,82,1,N,N,K4344,19,83,6,0.004,X8524,,1,X6025,CM,8,,10
2010828525,10LA00244,76,1,82,2,N,N,K4344,93,77,3,0.004,X8525,,2,X6025,CM,8,,10
2010828526,10LA00245,76,1,82,1,N,N,K3937,,0,,0.009,X8526,,1,X6025,CM,8,,10
2010828527,10LA00246,76,1,82,2,N,N,K3937,,0,,0.009,X8527,,1,X6025,CM,8,,10
2010644615,10LA00247,76,1,64,1,N,N,K4068,,0,,0.055,K4615,,2,K4321,6,8,,10
2010644616,10LA00248,76,1,64,2,N,N,K4068,,0,,0.055,K4616,,1,K4321,6,8,,10
2010452868,10LA00249,76,1,45,1,N,N,T2306,,0,,0.035,T2868,,3,T1894,2,8,,10
2010452869,10LA00250,76,1,45,2,N,N,T2306,1,77,6,0.035,T2869,,2,T1894,2,8,,10
2010700054,10LA00251,76,5,70,1,N,N,X6520,,0,,0.003,L0054,,2,X6816,PC,8,,10
2010700055,10LA00252,76,1,70,2,N,N,X6520,,0,,0.003,L0055,,2,X6816,PC,8,,10
2010828528,10LA00253,76,5,82,1,N,N,Z7913,,0,,0.000,X8528,,2,27,TS,5,,10
2010452870,10LA00254,76,1,45,1,N,N,T2039,,0,,0.074,T2870,,2,T1949,2,5,,10
2010452871,10LA00255,76,1,45,1,N,N,T0799,,0,,0.047,T2871,,2,T2044,2,8,,10
2010452872,10LA00256,76,1,45,2,N,N,T0799,,0,,0.047,T2872,,2,T2044,2,8,,10
2010828529,10LA00257,76,9,82,1,Y,Y,X5787,,0,,0.000,X8529,,3,X5886,BL,8,,10
2010828530,10LA00258,76,9,82,2,Y,Y,X5787,,0,,0.000,X8530,,3,X5886,BL,8,,10
