ID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT_NML,CAUSE,DAYDIS,DISP,INBRL,LINE,SEX,STM,TB,PREFERREDDAM,PREFERREDSIRE,YR
D202332982,23LA01495,87,,,2,Y,27,87,0,0.000,,2,,2,2022703298,2022703403,23
D202304931,23LA01518,87,1,,1,Y,44,87,1,0.000,,2,,1,2022840493,2022839808,23
D202359872,23LA01520,87,5,,2,N,44,87,1,0.023,,2,,7,2018835987,US83195987,23
D202302791,23LA01523,87,1,,1,Y,44,87,1,0.000,,2,,7,2022520279,US70230279,23
D202379891,23LA01525,87,5,,1,Y,44,87,1,0.000,,2,,7,2022457989,US83237989,23
D202301642,23LA01528,87,1,,2,N,44,87,1,0.045,,2,,9,2018060164,US00190164,23
D202301643,23LA01529,87,1,,3,N,44,87,1,0.045,,2,,9,2018060164,US00190164,23
D202339941,23LA01532,87,1,,1,Y,27,87,0,0.000,,2,,4,2022123994,2020123036,23
D202339942,23LA01533,87,1,,2,Y,44,87,1,0.000,,2,,4,2022123994,2020123036,23
D202310382,23LA01535,87,1,,2,N,44,87,1,0.048,,2,,7,2016121038,US83171038,23
D202331612,23LA01539,87,1,,2,N,27,87,0,0.014,,1,,6,2020123161,2020123138,23
D202343722,23LA01541,87,5,,2,Y,44,87,1,0.000,,1,,7,2022124372,US83234372,23
D202398461,23LA01559,87,1,,1,Y,44,87,1,0.000,,2,,1,2022839846,2022840087,23
D202300633,23LA01562,87,,,3,N,27,87,0,0.000,,,,9,2021520063,2021000305,23
D202341702,23LA01568,87,1,,2,Y,44,87,1,0.000,,1,,7,2022124170,US70234170,23
D202336512,23LA01588,87,5,,2,Y,44,87,1,0.000,,2,,7,2022703651,US70233651,23
D202323221,23LA01601,87,,,1,N,27,87,0,0.031,,,,4,2019122322,US83202322,23
D202323222,23LA01602,87,1,,2,N,44,87,1,0.031,,1,,4,2019122322,US83202322,23
D202367003,23LA01607,87,1,,3,N,44,87,1,0.027,,2,,9,2017456700,US83186700,23
D202397542,23LA01627,87,,,2,Y,27,87,0,0.000,,,,6,2022839754,US70239754,23
D202317512,23LA01632,87,1,,2,N,44,87,1,0.015,,1,,7,2016701751,US70171751,23
D202313583,23LA01648,88,1,,3,N,44,88,1,0.018,,1,,9,2017121358,2015001125,23
D202386181,23LA01657,88,5,,1,Y,44,88,1,0.013,,2,,1,2021838618,US70228618,23
D202325871,23LA01741,88,5,,1,N,44,88,1,0.040,,1,,9,2020702587,US83212587,23
D202304351,23LA01766,88,1,,1,N,27,88,0,0.045,,2,,9,2019060435,US70200435,23
D202375791,23LA01772,88,1,,1,N,27,88,0,0.029,,2,,6,2020457579,US70217579,23
D202396682,23LA01793,89,1,,2,Y,27,89,0,0.000,,2,,9,2021839668,US83229668,23
D202396683,23LA01794,89,1,,3,Y,27,89,0,0.000,,2,,9,2021839668,US83229668,23
D202313191,23LA01869,89,1,,1,N,44,89,1,0.016,,1,,7,2017121319,US70181319,23
D202391343,23LA01874,87,5,,3,Y,27,87,0,0.004,,1,,9,2021839134,US70229134,23
D202319543,23LA01875,87,1,,3,N,44,87,1,0.016,,1,,9,2017701954,2016701781,23
D202301965,23LA01876,88,1,,5,N,44,88,1,0.037,,2,,3,2018060196,US83190196,23
D202371861,23LA01877,89,1,,1,N,44,89,1,0.020,,1,,1,2019457186,2019007690,23
D202329392,23LA01909,89,1,,2,N,27,89,0,0.020,,1,,9,2020122939,US83212939,23
D202329393,23LA01910,89,1,,3,N,27,89,0,0.020,,2,,9,2020122939,US83212939,23
D202333912,23LA01953,90,5,,2,Y,27,90,0,0.000,,,,6,2022703391,US70233391,23
D202326132,23LA01956,90,1,,2,N,44,90,1,0.040,,2,,7,2019122613,US83202613,23
D202327743,23LA01992,90,1,,3,N,44,90,1,0.037,,2,,9,2020122774,US83212774,23
D202344921,23LA01997,90,1,,1,Y,44,90,1,0.000,,2,,4,2022124492,2022124162,23
D202344922,23LA01998,90,1,,2,Y,44,90,1,0.000,,2,,4,2022124492,2022124162,23
D202342593,23LA02011,90,2,,3,N,44,90,1,0.011,,2,,9,2017834259,2016833332,23
D202319792,23LA02013,90,1,,2,N,44,90,1,0.024,,2,,7,2019121979,2018121872,23
D202391233,23LA02040,90,5,,3,N,44,90,1,0.001,,1,,9,2021839123,US83229123,23
D202336082,23LA02052,89,5,,2,Y,44,89,1,0.000,,1,,7,2022703608,US70233608,23
D202315202,23LA02063,89,1,,2,N,44,89,1,0.034,,1,,7,2018121520,2018121748,23
D202304323,23LA02068,89,1,,3,N,44,89,1,0.044,,1,,9,2019060432,US83200432,23
D202344771,23LA02071,89,1,,1,Y,27,89,0,0.000,,1,,2,2022124477,2022124225,23
D202344772,23LA02072,89,1,,2,Y,27,89,0,0.000,,1,,2,2022124477,2022124225,23
D202368672,23LA02077,90,9,,2,Y,44,90,1,0.001,,2,,7,2019836867,US70206867,23
D202332191,23LA02078,90,2,,1,Y,44,90,1,0.000,,2,,1,2022703219,2022703412,23
D202385261,23LA02086,90,6,,1,N,67,90,6,0.013,,2,,7,2021838526,US70228526,23
D202385262,23LA02087,90,6,,2,N,44,90,1,0.013,,2,,7,2021838526,US70228526,23
D202320752,23LA02091,90,1,,2,N,27,90,0,0.032,,1,,6,2019122075,US83202075,23
D202389801,23LA02115,90,6,,1,N,44,90,1,0.017,,1,,4,2021838980,US70228980,23
D202389802,23LA02116,90,6,,2,N,44,90,1,0.017,,1,,4,2021838980,US70228980,23
D202311792,23LA02136,90,1,,2,N,44,90,1,0.045,,2,,7,2021061179,US70221179,23
D202343611,23LA02145,90,5,,1,Y,44,90,1,0.000,,1,,1,2022124361,US12234361,23
D202374732,23LA02180,91,1,,2,N,27,91,0,0.019,,1,,6,2020457473,2019457280,23
D202374192,23LA02182,91,1,,2,N,27,91,0,0.024,,1,,6,2019457419,2020457474,23
D202351323,23LA02195,91,1,,3,N,67,91,6,0.001,,1,,9,2017645132,US00185132,23
D202319281,23LA02217,91,1,,1,N,44,91,1,0.020,,2,,4,2018121928,US83191928,23
D202319282,23LA02218,91,1,,2,N,44,91,1,0.020,,1,,4,2018121928,US83191928,23
D202375582,23LA02227,91,1,,2,N,44,91,1,0.018,,2,,7,2020457558,US70217558,23
D202319773,23LA02230,91,1,,3,N,44,91,1,0.038,,1,,3,2019121977,US70201977,23
D202319774,23LA02231,91,1,,4,N,44,91,1,0.038,,1,,3,2019121977,US70201977,23
D202313462,23LA02232,91,1,,2,N,44,91,1,0.037,,2,,7,2017121346,US83181346,23
D202301852,23LA02234,91,5,,2,Y,44,91,1,0.000,,1,,6,2022840185,US70230185,23
D202310982,23LA02259,91,1,,2,N,27,91,0,0.041,,2,,6,2016121098,US00171098,23
D202304992,23LA02261,91,1,,2,N,44,91,1,0.038,,2,,3,2019060499,US83200499,23
D202304993,23LA02262,91,1,,3,N,44,91,1,0.038,,2,,3,2019060499,US83200499,23
D202304994,23LA02263,91,1,,4,N,44,91,1,0.038,,1,,3,2019060499,US83200499,23
D202331282,23LA02265,91,5,,2,N,44,91,1,0.004,,1,,7,2021703128,US70223128,23
D202349082,23LA02273,91,1,,2,N,44,91,1,0.028,,1,,7,2017834908,US83184908,23
D202336452,23LA02282,91,1,,2,N,27,91,0,0.035,,1,,6,2021123645,US70223645,23
D202314831,23LA02294,92,5,,1,Y,44,92,1,0.000,,1,,4,2022061483,2021061191,23
D202314832,23LA02295,92,5,,2,Y,44,92,1,0.000,,1,,4,2022061483,2021061191,23
D202304132,23LA02303,92,5,,2,Y,44,92,1,0.000,,2,,7,2022840413,US70230413,23
D202315541,23LA02305,92,2,,1,Y,44,92,1,0.000,,1,,1,2022061554,US06231554,23
D202381032,23LA02307,92,1,,2,Y,44,92,1,0.000,,1,,7,2022458103,US70238103,23
D202334372,23LA02317,92,1,,2,N,44,92,1,0.022,,1,,7,2021123437,US70223437,23
D202340952,23LA02323,92,5,,2,Y,44,92,1,0.000,,2,,7,2022124095,US70234095,23
D202334941,23LA02334,92,5,,1,Y,44,92,1,0.000,,1,,1,2022703494,2021703027,23
D202343421,23LA02357,92,1,,1,Y,44,92,1,0.000,,1,,7,2022124342,US70234342,23
D202317473,23LA02384,92,5,,3,N,44,92,1,0.016,,2,,9,2016701747,2016701834,23
D202346731,23LA02394,92,1,,1,N,44,92,1,0.022,,2,,1,2017834673,US70184673,23
D202321883,23LA02410,93,5,,3,N,44,93,1,0.020,,1,,9,2018702188,US70192188,23
D202334391,23LA02452,93,1,,1,N,44,93,1,0.032,,2,,4,2021123439,US70223439,23
D202334392,23LA02453,93,,,2,N,27,93,0,0.032,,1,,4,2021123439,US70223439,23
D202334392,23LA02459,93,5,,2,Y,44,93,1,0.000,,1,,7,2022703439,US70233439,23
D202328902,23LA02461,93,5,,2,N,44,93,1,0.028,,2,,7,2021702890,US70222890,23
D202310403,23LA02466,93,1,,3,N,44,93,1,0.018,,2,,9,2016121040,US00171040,23
D202338351,23LA02471,93,1,,1,N,44,93,1,0.030,,1,,1,2021123835,US70223835,23
D202328743,23LA02537,93,,,3,N,44,93,1,0.017,,1,,9,2020122874,US83212874,23
D202385461,23LA02538,94,6,,1,N,44,94,1,0.017,,1,,4,2021838546,US70228546,23
D202385462,23LA02539,94,6,,2,N,44,94,1,0.017,,1,,4,2021838546,US70228546,23
D202330541,23LA02542,94,1,,1,N,44,94,1,0.027,,1,,7,2020123054,US83213054,23
D202380191,23LA02548,94,1,,1,Y,44,94,1,0.000,,2,,7,2022458019,US70238019,23
D202375172,23LA02551,94,,,2,N,27,94,0,0.024,,1,,9,2020457517,2020457474,23
D202375173,23LA02552,94,1,,3,N,44,94,1,0.024,,1,,9,2020457517,2020457474,23
D202331591,23LA02567,94,,,1,Y,27,94,0,0.000,,1,,6,2022703159,US70233159,23
D202303472,23LA02602,94,5,,2,Y,44,94,1,0.000,,2,,7,2022840347,US70230347,23
D202309483,23LA02609,94,1,,3,N,44,94,1,0.019,,1,,9,2016120948,US70170948,23
D202371732,23LA02615,94,1,,2,N,44,94,1,0.023,,1,,7,2019457173,US83207173,23
D202307002,23LA02641,95,5,,2,Y,44,95,1,0.000,,1,,7,2022510700,US70230700,23
D202340881,23LA02643,95,5,,1,Y,44,95,1,0.000,,2,,1,2022124088,US12234088,23
D202342741,23LA02646,95,1,,1,Y,44,95,1,0.000,,1,,7,2022124274,US70234274,23
D202376863,23LA02674,94,1,,3,N,44,94,1,0.016,,1,,9,2020457686,US83217686,23
D202340871,23LA02689,95,5,,1,Y,44,95,1,0.000,,1,,1,2022124087,2022124185,23
D202312542,23LA02707,95,1,,2,N,44,95,1,0.034,,2,,9,2017121254,US83181254,23
D202312543,23LA02708,95,1,,3,N,44,95,1,0.034,,2,,9,2017121254,US83181254,23
D202347421,23LA02718,96,5,,1,N,44,96,1,0.000,,1,,1,2017834742,US00184742,23
D202316501,23LA02719,96,1,,1,N,44,96,1,0.038,,1,,9,2018121650,US83191650,23
D202316503,23LA02721,96,1,,3,N,27,96,0,0.038,,1,,9,2018121650,US83191650,23
D202372921,23LA02729,96,1,,1,N,44,96,1,0.027,,2,,9,2019457292,US83207292,23
D202366311,23LA02734,96,1,,1,N,27,96,0,0.023,,2,,9,2017456631,2016006883,23
D202313902,23LA02744,96,1,,2,N,44,96,1,0.042,,2,,7,2017121390,2017121361,23
D202374892,23LA02798,97,6,,2,N,44,97,1,0.017,,2,,7,2020837489,US70217489,23
D202309063,23LA02809,97,1,,3,N,44,97,1,0.024,,2,,9,2016120906,2015120583,23
D202318263,23LA02812,97,1,,3,N,44,97,1,0.031,,2,,9,2018121826,US00191826,23
D202334122,23LA02814,97,1,,2,N,44,97,1,0.033,,1,,7,2021123412,US83223412,23
D202336292,23LA02834,97,1,,2,N,44,97,1,0.030,,1,,9,2021123629,US83223629,23
D202336293,23LA02835,97,1,,3,N,44,97,1,0.030,,2,,9,2021123629,US83223629,23
D202343792,23LA02837,97,1,,2,Y,44,97,1,0.000,,2,,7,2022124379,US70234379,23
D202334782,23LA02845,98,5,,2,Y,44,98,1,0.000,,2,,7,2022703478,US83233478,23
D202335411,23LA02853,98,5,,1,Y,44,98,1,0.000,,1,,1,2022703541,US70243541,23
D202398102,23LA02855,98,6,,2,Y,44,98,1,0.000,,1,,7,2022839810,US70239810,23
D202330692,23LA02867,98,1,,2,N,44,98,1,0.037,,1,,7,2020123069,US70213069,23
D202313413,23LA02891,98,1,,3,N,44,98,1,0.030,,2,,9,2017121341,US00181341,23
D202306762,23LA02904,99,5,,2,Y,44,99,1,0.000,,1,,7,2022510676,US83230676,23
D202302512,23LA02911,99,5,,2,Y,44,99,1,0.000,,1,,7,2022520251,US70230251,23
D202325103,23LA02919,99,1,,3,N,44,99,1,0.021,,2,,9,2019122510,US83202510,23
D202328594,23LA02939,99,1,,4,N,44,99,1,0.034,,2,,3,2020122859,US70212859,23
D202343262,23LA02943,99,5,,2,Y,44,99,1,0.000,,2,,7,2022124326,US70234326,23
D202339562,23LA02979,99,1,,2,Y,44,99,1,0.000,,2,,7,2022123956,US70233956,23
D202330812,23LA03001,100,1,,2,N,44,100,1,0.012,,1,,7,2020123081,US83213081,23
D202328002,23LA03015,100,1,,2,N,44,100,1,0.038,,1,,7,2020122800,US70212800,23
D202344031,23LA03017,100,1,,1,Y,44,100,1,0.000,,1,,1,2022124403,2022123996,23
D202323892,23LA03019,100,,,2,N,27,100,0,0.011,,2,,6,2019122389,US70202389,23
D202373383,23LA03022,100,1,,3,N,44,100,1,0.024,,1,,9,2019457338,2019457226,23
D202307923,23LA03039,100,1,,3,N,44,100,1,0.038,,2,,9,2016120792,2016120912,23
D202320523,23LA03042,100,1,,3,N,44,100,1,0.030,,1,,9,2019122052,2019122179,23
D202375602,23LA03072,100,1,,2,N,44,100,1,0.027,,1,,7,2020457560,US70217560,23
D202368583,23LA03073,100,1,,3,N,27,100,0,0.021,,2,,9,2017456858,US83186858,23
D202311773,23LA03126,102,1,,3,N,44,102,1,0.037,,1,,9,2017121177,2017121401,23
D202380731,23LA03150,102,5,,1,Y,44,102,1,0.000,,1,,1,2022458073,US45238073,23
D202379241,23LA03162,102,1,,1,N,44,102,1,0.027,,2,,9,2021457924,US70227924,23
D202319872,23LA03188,103,1,,2,N,44,103,1,0.037,,1,,7,2019121987,US83201987,23
D202397901,23LA03206,104,6,,1,Y,44,104,1,0.000,,1,,1,2022839790,2022839862,23
D202322343,23LA03210,104,,,3,N,27,104,0,0.034,,,,9,2019122234,US70202234,23
D202334951,23LA03212,104,1,,1,N,44,104,1,0.035,,2,,9,2021123495,US70223495,23
D202334952,23LA03213,104,1,,2,N,44,104,1,0.035,,2,,9,2021123495,US70223495,23
D202334953,23LA03214,104,1,,3,N,44,104,1,0.035,,2,,9,2021123495,US70223495,23
D202339491,23LA03240,106,1,,1,Y,44,106,1,0.000,,2,,1,2022123949,US12233949,23
D202307591,23LA03241,106,1,,1,N,44,106,1,0.011,,1,,3,2016120759,2016001498,23
D202307592,23LA03242,106,1,,2,N,44,106,1,0.011,,2,,3,2016120759,2016001498,23
D202377111,23LA03249,84,1,,1,N,44,84,1,0.022,,2,,9,2021457711,US70227711,23
D202377112,23LA03250,84,1,,2,N,44,84,1,0.022,,2,,9,2021457711,US70227711,23
D202377113,23LA03251,84,1,,3,N,44,84,1,0.022,,1,,9,2021457711,US70227711,23
D202320581,23LA03255,107,3,,1,N,44,107,1,0.036,,1,,7,2019122058,US83202058,23
D202339711,23LA03261,107,,,1,Y,44,107,1,0.000,,2,,4,2022123971,US12233971,23
D202339712,23LA03262,107,,,2,Y,44,107,1,0.000,,2,,4,2022123971,US12233971,23
D202334771,23LA03282,110,5,,1,Y,44,110,1,0.000,,2,,4,2022703477,2022703536,23
D202334772,23LA03283,110,5,,2,Y,44,110,1,0.000,,1,,4,2022703477,2022703536,23
D202403861,24LA00001,67,,,1,Y,27,67,0,0.000,,1,,0,2023520386,US52240386,24
D202419071,24LA00002,68,,,1,Y,27,68,0,0.067,,1,,2,2023061907,2023061865,24
D202419072,24LA00003,68,,,2,Y,27,68,0,0.067,,2,,2,2023061907,2023061865,24
D202450011,24LA00004,68,,,1,N,44,68,1,0.000,A,,,4,2017835001,2016833254,24
D202450012,24LA00005,68,,,2,N,27,68,0,0.000,A,,,4,2017835001,2016833254,24
D202411441,24LA00007,69,1,,1,Y,44,69,1,0.092,,2,,1,2021061144,US70221144,24
D202438681,24LA00009,71,5,,1,Y,27,71,0,0.000,A,1,0,0,2023703868,2023704006,24
D202411031,24LA00010,71,5,,1,Y,44,71,1,0.000,,2,,4,2023841103,US83251103,24
D202411032,24LA00011,71,5,,2,Y,44,71,1,0.000,,1,,4,2023841103,US83251103,24
D202406641,24LA00014,71,5,,1,Y,44,71,1,0.000,,1,,4,2022510664,US83250664,24
D202406642,24LA00015,71,2,,2,Y,44,71,1,0.000,,1,,4,2022510664,US83250664,24
D202427581,24LA00016,72,5,,1,N,44,72,1,0.003,A,2,,4,2021702758,2021702999,24
D202427582,24LA00017,72,5,,2,N,44,72,1,0.003,A,2,,4,2021702758,2021702999,24
D202418621,24LA00018,72,1,,1,Y,27,72,0,0.082,,1,,2,2023061862,2023062020,24
D202418622,24LA00019,72,1,,2,Y,27,72,0,0.082,,1,,2,2023061862,2023062020,24
D202418721,24LA00020,72,,,1,Y,27,72,0,0.086,,,,0,2023061872,2023062020,24
D202435281,24LA00021,72,5,,1,N,27,72,0,0.010,A,2,,2,2022703528,US70233528,24
D202435282,24LA00022,72,5,,2,N,27,72,0,0.010,A,2,,2,2022703528,US70233528,24
D202499742,24LA00027,72,1,,2,Y,44,72,1,0.046,,2,,9,2018059974,US70199974,24
D202499743,24LA00028,72,1,,3,Y,44,72,1,0.046,,1,,9,2018059974,US70199974,24
D202499251,24LA00029,73,6,,1,N,44,73,1,0.019,A,1,,4,2022839925,2022839811,24
D202499252,24LA00030,73,6,,2,N,44,73,1,0.019,A,2,,4,2022839925,2022839811,24
D202403142,24LA00033,73,1,,2,Y,44,73,1,0.000,,2,,9,2019000314,2021000305,24
D202403143,24LA00034,73,8,,3,Y,44,73,1,0.000,,2,,9,2019000314,2021000305,24
D202401883,24LA00040,73,6,,3,N,27,73,0,0.022,A,1,,9,2022840188,US83230188,24
D202406381,24LA00043,73,,,1,Y,27,73,0,0.000,A,,,0,2023840638,2023840797,24
D202439411,24LA00044,73,,,1,N,27,73,0,0.056,,,,0,2022123941,US70233941,24
D202419741,24LA00045,73,1,,1,Y,27,73,0,0.111,,1,,0,2023061974,US06241974,24
D202432191,24LA00046,74,,,1,N,27,74,0,0.012,A,,,9,2022703219,2022703412,24
D202432193,24LA00048,74,5,,3,N,44,74,1,0.012,A,1,,9,2022703219,2022703412,24
D202406531,24LA00049,74,5,,1,Y,44,74,1,0.000,A,1,,1,2023840653,US83250653,24
D202483701,24LA00050,74,1,,1,Y,27,74,0,0.000,,2,,0,2023458370,2023458255,24
D202423641,24LA00052,74,1,,1,N,44,74,1,0.006,,2,,1,2019702364,US83202364,24
D202409511,24LA00053,75,5,,1,Y,27,75,0,0.000,A,1,,0,2023840951,US83250951,24
D202408011,24LA00059,75,1,,1,Y,27,75,0,0.000,,1,,2,2023840801,US83250801,24
D202408012,24LA00060,75,1,,2,Y,27,75,0,0.000,,2,,2,2023840801,US83250801,24
D202404461,24LA00065,75,5,,1,Y,27,75,0,0.000,,2,,2,2023520446,2023840734,24
D202404462,24LA00066,75,5,,2,Y,27,75,0,0.000,,1,,2,2023520446,2023840734,24
D202436851,24LA00067,76,9,,1,Y,27,76,0,0.000,A,2,,2,2023703685,US70243685,24
D202436852,24LA00068,76,1,,2,Y,27,76,0,0.000,A,2,,2,2023703685,US70243685,24
D202411192,24LA00070,76,1,,2,N,44,76,1,0.085,,1,,6,2021061119,US70221119,24
D202486331,24LA00071,76,5,,1,Y,44,76,1,0.000,,2,,9,2021838633,US83228633,24
D202499803,24LA00081,76,1,,3,Y,27,76,0,0.105,,1,,3,2018059980,2018060273,24
D202499804,24LA00082,76,1,,4,Y,27,76,0,0.105,,2,,3,2018059980,2018060273,24
D202438341,24LA00090,76,5,,1,Y,44,76,1,0.000,A,1,,1,2023703834,2022703417,24
D202406661,24LA00095,77,6,,1,Y,44,77,1,0.000,A,2,,1,2023840666,US84240666,24
D202446331,24LA00109,77,1,,1,Y,27,77,0,0.000,,2,,0,2023124633,2022124124,24
D202449112,24LA00112,77,5,,2,Y,44,77,1,0.000,,2,,7,2023124911,2022840055,24
D202498951,24LA00122,77,6,,1,N,27,77,0,0.020,A,2,,9,2022839895,2022839801,24
D202498953,24LA00124,77,6,,3,N,27,77,0,0.020,A,1,,9,2022839895,2022839801,24
D202440121,24LA00130,77,5,,1,Y,44,77,1,0.000,A,1,,1,2023704012,2022703455,24
D202438241,24LA00131,77,5,,1,Y,44,77,1,0.000,A,2,,1,2023703824,US70243824,24
D202400591,24LA00147,78,1,,1,Y,44,78,1,0.048,,2,,4,2018060059,US00190059,24
D202400592,24LA00148,78,1,,2,Y,44,78,1,0.048,,1,,4,2018060059,US00190059,24
D202422403,24LA00151,78,2,,3,N,44,78,1,0.014,,1,,9,2019702240,US70202240,24
D202405012,24LA00153,78,5,,2,Y,44,78,1,0.000,,1,,7,2023520501,2022839910,24
D202419281,24LA00163,78,1,,1,Y,27,78,0,0.058,,1,,2,2023061928,US06241928,24
D202419282,24LA00164,78,1,,2,Y,27,78,0,0.058,,2,,2,2023061928,US06241928,24
D202422314,24LA00184,78,5,,4,N,44,78,1,0.007,,2,,3,2019702231,US83202231,24
D202401131,24LA00190,78,2,,1,Y,44,78,1,0.000,,1,,7,2021520113,2016000041,24
D202482211,24LA00201,79,2,,1,Y,44,79,1,0.000,,2,,1,2023458221,US45248221,24
D202438191,24LA00204,79,6,,1,Y,27,79,0,0.000,A,2,,2,2023703819,2022703223,24
D202438192,24LA00205,79,5,,2,Y,27,79,0,0.000,A,1,,2,2023703819,2022703223,24
D202414051,24LA00209,79,5,,1,Y,27,79,0,0.000,A,2,,2,2023841405,US84251405,24
D202414052,24LA00210,79,5,,2,Y,27,79,0,0.000,A,2,,2,2023841405,US84251405,24
D202499441,24LA00211,79,6,,1,N,27,79,0,0.020,A,2,,9,2022839944,2023840831,24
D202499442,24LA00212,79,6,,2,N,27,79,0,0.020,A,2,,9,2022839944,2023840831,24
D202499443,24LA00213,79,6,,3,N,27,79,0,0.020,A,1,,9,2022839944,2023840831,24
D202439031,24LA00227,79,5,,1,Y,44,79,1,0.000,A,2,,1,2023703903,2022703536,24
D202447102,24LA00258,79,5,,2,Y,44,79,1,0.000,,2,,7,2023124710,2022840055,24
D202442041,24LA00287,79,5,,1,Y,44,79,1,0.000,A,1,,4,2023704204,2022703417,24
D202442042,24LA00288,79,5,,2,Y,44,79,1,0.000,A,1,,4,2023704204,2022703417,24
D202495511,24LA00291,79,1,,1,Y,44,79,1,0.036,,1,,3,2016059551,2015701721,24
D202495512,24LA00292,79,1,,2,Y,44,79,1,0.036,,1,,3,2016059551,2015701721,24
D202495513,24LA00293,79,1,,3,Y,44,79,1,0.036,,2,,3,2016059551,2015701721,24
D202405451,24LA00327,80,1,,1,N,44,80,1,0.049,,2,,3,2019060545,US83200545,24
D202405453,24LA00329,80,1,,3,N,44,80,1,0.049,,2,,3,2019060545,US83200545,24
D202409591,24LA00331,81,6,,1,Y,44,81,1,0.000,A,1,,7,2023840959,US00240959,24
D202451021,24LA00385,80,1,,1,Y,27,80,0,0.000,,,,0,2023125102,2023125096,24
D202437901,24LA00388,80,5,,1,Y,27,80,0,0.000,A,2,,0,2023703790,2023704174,24
D202455541,24LA00405,80,,,1,Y,27,80,0,0.000,,,,0,2023645554,2023645543,24
D202400912,24LA00416,81,6,,2,N,44,81,1,0.017,A,2,,7,2022840091,US70230091,24
D202416443,24LA00430,81,1,,3,N,44,81,1,0.044,,1,,9,2022061644,US70231644,24
D202414761,24LA00433,81,1,,1,N,44,81,1,0.055,,2,,9,2022061476,US70231476,24
D202414762,24LA00434,81,1,,2,N,44,81,1,0.055,,2,,9,2022061476,US70231476,24
D202414763,24LA00435,81,1,,3,N,44,81,1,0.055,,2,,9,2022061476,US70231476,24
D202406141,24LA00439,81,5,,1,Y,44,81,1,0.000,A,1,,1,2023840614,US84240614,24
D202439792,24LA00466,81,5,,2,Y,44,81,1,0.000,A,2,,7,2023703979,US00243979,24
D202419971,24LA00467,81,,,1,Y,27,81,0,0.058,,,,2,2023061997,2023061865,24
D202419972,24LA00468,81,1,,2,Y,27,81,0,0.058,,,,2,2023061997,2023061865,24
D202415692,24LA00483,81,1,,2,Y,44,81,1,0.053,,2,,7,2022061569,US83231569,24
D202415122,24LA00516,82,1,,2,N,44,82,1,0.056,,2,,7,2022061512,US70231512,24
D202401173,24LA00532,82,1,,3,Y,44,82,1,0.000,,1,,3,2018000117,2020000154,24
D202403092,24LA00536,82,8,,2,Y,44,82,1,0.000,,1,,7,2021000309,2021000304,24
D202418831,24LA00557,82,1,,1,Y,44,82,1,0.078,,2,,4,2023061883,2023062020,24
D202418832,24LA00558,82,1,,2,Y,44,82,1,0.078,,1,,4,2023061883,2023062020,24
D202454502,24LA00561,82,1,,2,N,27,82,0,0.024,,2,,6,2022645450,US70235450,24
D202416482,24LA00579,82,1,,2,Y,44,82,1,0.085,,2,,7,2022061648,US70231648,24
D202446191,24LA00586,82,5,,1,Y,27,82,0,0.000,,1,,0,2023124619,US12244619,24
D202401151,24LA00611,83,1,,1,Y,27,83,0,0.000,,1,,9,2019000115,2020000154,24
D202449421,24LA00622,83,1,,1,Y,44,83,1,0.000,,2,,4,2023124942,2022124162,24
D202449422,24LA00623,83,1,,2,Y,44,83,1,0.000,,2,,4,2023124942,2022124162,24
D202408551,24LA00626,83,5,,1,Y,44,83,1,0.000,A,1,,7,2023840855,US00240855,24
D202429362,24LA00656,83,5,,2,N,44,83,1,0.015,,2,,7,2021702936,US83222936,24
D202418241,24LA00657,83,1,,1,Y,27,83,0,0.057,,2,,2,2023061824,2023062020,24
D202418242,24LA00658,83,,,2,Y,27,83,0,0.057,,,,2,2023061824,2023062020,24
D202427792,24LA00676,83,5,,2,N,44,83,1,0.013,,2,,7,2021702779,2021702870,24
D202428182,24LA00699,84,5,,2,N,44,84,1,0.014,,1,,7,2021702818,US70222818,24
D202415271,24LA00727,84,1,,1,Y,44,84,1,0.072,,1,,4,2022061527,US70231527,24
D202415272,24LA00728,84,1,,2,Y,44,84,1,0.072,,2,,4,2022061527,US70231527,24
D202497002,24LA00730,84,5,,2,Y,44,84,1,0.000,,2,,7,2021839700,US70229700,24
D202403111,24LA00736,84,1,,1,Y,44,84,1,0.000,,1,,1,2020000311,2021000304,24
D202438582,24LA00739,84,5,,2,Y,44,84,1,0.000,A,1,,7,2023703858,US00243858,24
D202442493,24LA00759,84,5,,3,N,27,84,0,0.000,,2,,9,2017834249,2016833332,24
D202414931,24LA00786,84,1,,1,N,44,84,1,0.063,,2,,4,2022061493,2023062025,24
D202414932,24LA00787,84,1,,2,N,27,84,0,0.063,,2,,4,2022061493,2023062025,24
D202418491,24LA00790,85,1,,1,Y,44,85,1,0.077,,1,,4,2023061849,2023062013,24
D202418492,24LA00791,85,1,,2,Y,44,85,1,0.077,,2,,4,2023061849,2023062013,24
D202432802,24LA00795,84,5,,2,N,44,84,1,0.017,A,2,,7,2022703280,US70233280,24
D202411971,24LA00796,84,5,,1,Y,44,84,1,0.000,,1,,1,2023841197,US83251197,24
D202426213,24LA00804,84,2,,3,N,44,84,1,0.014,A,1,,9,2020702621,US83212621,24
D202400072,24LA00806,84,5,,2,Y,44,84,1,0.000,,2,,7,2017000007,2016000041,24
D202419211,24LA00827,84,1,,1,Y,27,84,0,0.022,,1,,0,2018121921,US64191921,24
