id10,breed,is_unidentified_parent,sex,first_seen_row
US83130565,83,1,1,13PE01815
US82136164,82,1,1,13PE01817
US82130261,82,1,1,13PE01819
US64138575,64,1,1,13PE01821
US82130427,82,1,1,13PE01822
US64138243,64,1,1,13PE01823
US64138478,64,1,1,13PE01825
US64135047,64,1,1,13PE01827
US82137186,82,1,1,13PE01829
US82139218,82,1,1,13PE01831
US82130530,82,1,1,13PE01833
US64136244,64,1,1,13PE01835
US82136415,82,1,1,13PE01838
US82136672,82,1,1,13PE01840
US82135759,82,1,1,13PE01841
US82137940,82,1,1,13PE01845
US82137041,82,1,1,13PE01847
US82137980,82,1,1,13PE01849
US82137575,82,1,1,13PE01851
US64139061,64,1,1,13PE01852
US82139053,82,1,1,13PE01854
US82137682,82,1,1,13PE01855
US83138678,83,1,1,13PE01857
US82134805,82,1,1,13PE01858
US82136584,82,1,1,13PE01861
US82138116,82,1,1,13PE01863
US82135493,82,1,1,13PE01866
US64137570,64,1,1,13PE01868
US64135744,64,1,1,13PE01870
US83137836,83,1,1,13PE01873
US82138407,82,1,1,13PE01875
US82137837,82,1,1,13PE01876
US64130639,64,1,1,13PE01877
US82138663,82,1,1,13PE01879
US82136845,82,1,1,13PE01881
US83137906,83,1,1,13PE01882
US83135042,83,1,1,13PE01884
US82139063,82,1,1,13PE01885
US82136848,82,1,1,13PE01886
US83139411,83,1,1,13PE01887
US83137996,83,1,1,13PE01889
US82134823,82,1,1,13PE01891
US82139515,82,1,1,13PE01893
US64138291,64,1,1,13PE01896
US64138886,64,1,1,13PE01897
US82134765,82,1,1,13PE01898
US82139547,82,1,1,13PE01901
US64138952,64,1,1,13PE01903
US83137777,83,1,1,13PE01904
US64137728,64,1,1,13PE01906
US64137179,64,1,1,13PE01907
US64138501,64,1,1,13PE01909
US83137833,83,1,1,13PE01910
US82138688,82,1,1,13PE01912
US82139327,82,1,1,13PE01913
US82136010,82,1,1,13PE01916
US82134699,82,1,1,13PE01918
US82136751,82,1,1,13PE01921
US83137558,83,1,1,13PE01922
US83130754,83,1,1,13PE01924
US64135262,64,1,1,13PE01925
US64139332,64,1,1,13PE01926
US82130426,82,1,1,13PE01928
US82135043,82,1,1,13PE01930
US64139565,64,1,1,13PE01931
US82138881,82,1,1,13PE01933
US83137687,83,1,1,13PE01934
US64130358,64,1,1,13PE01935
US82137941,82,1,1,13PE01937
US83135089,83,1,1,13PE01941
US82135813,82,1,1,13PE01942
US64135751,64,1,1,13PE01945
US82139068,82,1,1,13PE01946
US64135306,64,1,1,13PE01947
US83135215,83,1,1,13PE01949
US82137801,82,1,1,13PE01951
US82139004,82,1,1,13PE01953
US64136796,64,1,1,13PE01956
US82139566,82,1,1,13PE01957
US83139108,83,1,1,13PE01959
US82135914,82,1,1,13PE01960
US82139460,82,1,1,13PE01962
US83135188,83,1,1,13PE01965
US82138540,82,1,1,13PE01969
US82130732,82,1,1,13PE01970
US64138239,64,1,1,13PE01972
US82138299,82,1,1,13PE01973
US83138284,83,1,1,13PE01975
US64137625,64,1,1,13PE01976
US82136925,82,1,1,13PE01977
US82138167,82,1,1,13PE01979
US82130590,82,1,1,13PE01981
US82138880,82,1,1,13PE01982
US83139102,83,1,1,13PE01984
US64137133,64,1,1,13PE01986
US83130605,83,1,1,13PE01988
US82137253,82,1,1,13PE01990
US83135186,83,1,1,13PE01992
US64137379,64,1,1,13PE01993
US83138415,83,1,1,13PE01995
US82138193,82,1,1,13PE01997
US83139564,83,1,1,13PE01999
US82138182,82,1,1,13PE02001
US82138490,82,1,1,13PE02003
US64137955,64,1,1,13PE02005
US82138172,82,1,1,13PE02007
US82137921,82,1,1,13PE02009
US82137456,82,1,1,13PE02012
US82135812,82,1,1,13PE02014
US83137124,83,1,1,13PE02017
US82134884,82,1,1,13PE02019
US82138342,82,1,1,13PE02021
US83137804,83,1,1,13PE02023
US82139211,82,1,1,13PE02025
US82137700,82,1,1,13PE02028
US82139076,82,1,1,13PE02029
US83135805,83,1,1,13PE02030
US64137508,64,1,1,13PE02032
US82139415,82,1,1,13PE02033
US82138188,82,1,1,13PE02035
US82130422,82,1,1,13PE02037
US82138263,82,1,1,13PE02039
US82138460,82,1,1,13PE02040
US64137930,64,1,1,13PE02041
US82130535,82,1,1,13PE02043
US82138159,82,1,1,13PE02045
US82138359,82,1,1,13PE02048
US82137634,82,1,1,13PE02050
US83136438,83,1,1,13PE02052
US64138274,64,1,1,13PE02054
US64134774,64,1,1,13PE02056
US64137944,64,1,1,13PE02058
US64139472,64,1,1,13PE02060
US82137823,82,1,1,13PE02061
US83130523,83,1,1,13PE02063
US82130568,82,1,1,13PE02066
US64138803,64,1,1,13PE02068
US83138127,83,1,1,13PE02070
US82139093,82,1,1,13PE02071
US82137749,82,1,1,13PE02072
US64137339,64,1,1,13PE02074
US83139034,83,1,1,13PE02076
US83137968,83,1,1,13PE02079
US64137774,64,1,1,13PE02081
US83135893,83,1,1,13PE02083
US64139026,64,1,1,13PE02085
US82136116,82,1,1,13PE02086
US82138529,82,1,1,13PE02088
US83136683,83,1,1,13PE02089
US83137973,83,1,1,13PE02091
US64130574,64,1,1,13PE02093
US64138205,64,1,1,13PE02095
US82138177,82,1,1,13PE02097
US64134767,64,1,1,13PE02098
US82136016,82,1,1,13PE02100
US82138191,82,1,1,13PE02102
US82138023,82,1,1,13PE02104
US83135767,83,1,1,13PE02106
US83136884,83,1,1,13PE02109
US82134993,82,1,1,13PE02111
US64139109,64,1,1,13PE02112
US82138007,82,1,1,13PE02113
US83138790,83,1,1,13PE02114
US82135356,82,1,1,13PE02115
US82137646,82,1,1,13PE02116
US82138937,82,1,1,13PE02117
US82136272,82,1,1,13PE02120
US82138931,82,1,1,13PE02121
US82137970,82,1,1,13PE02122
US64135468,64,1,1,13PE02123
US82137984,82,1,1,13PE02125
US64136747,64,1,1,13PE02127
US82139312,82,1,1,13PE02129
US82138861,82,1,1,13PE02132
US82136389,82,1,1,13PE02133
US82137191,82,1,1,13PE02134
US83139501,83,1,1,13PE02136
US82137622,82,1,1,13PE02139
US82137635,82,1,1,13PE02141
US82136634,82,1,1,13PE02142
US83130414,83,1,1,13PE02143
US82135344,82,1,1,13PE02145
US82135411,82,1,1,13PE02148
US83130678,83,1,1,13PE02150
US83136384,83,1,1,13PE02152
US83138883,83,1,1,13PE02153
US83138798,83,1,1,13PE02154
US64135725,64,1,1,13PE02155
US82139030,82,1,1,13PE02158
US64137859,64,1,1,13PE02159
US83130740,83,1,1,13PE02162
US82135470,82,1,1,13PE02164
US82138173,82,1,1,13PE02167
US82130287,82,1,1,13PE02169
US82138922,82,1,1,13PE02171
US83135836,83,1,1,13PE02172
US82137565,82,1,1,13PE02174
US64130511,64,1,1,13PE02177
US64136382,64,1,1,13PE02180
US82136154,82,1,1,13PE02182
US64135933,64,1,1,13PE02184
US82135958,82,1,1,13PE02186
US82135180,82,1,1,13PE02188
US64134626,64,1,1,13PE02191
US82130243,82,1,1,13PE02194
US82130626,82,1,1,13PE02196
US64138703,64,1,1,13PE02198
US83139214,83,1,1,13PE02199
US64134588,64,1,1,13PE02202
US82138857,82,1,1,13PE02204
US82139036,82,1,1,13PE02205
US64138034,64,1,1,13PE02207
US83137097,83,1,1,13PE02210
US82138160,82,1,1,13PE02212
US83138071,83,1,1,13PE02214
US83135355,83,1,1,13PE02217
US82130676,82,1,1,13PE02218
US82135622,82,1,1,13PE02220
US83139033,83,1,1,13PE02222
US82136094,82,1,1,13PE02224
US64135798,64,1,1,13PE02227
US83138682,83,1,1,13PE02231
US82139236,82,1,1,13PE02232
US83138031,83,1,1,13PE02234
US83137942,83,1,1,13PE02235
US82135994,82,1,1,13PE02237
US82138739,82,1,1,13PE02241
US82139116,82,1,1,13PE02243
US64135703,64,1,1,13PE02245
US64136509,64,1,1,13PE02246
US64138579,64,1,1,13PE02248
US82136177,82,1,1,13PE02249
US82135214,82,1,1,13PE02251
US83138273,83,1,1,13PE02252
US83138403,83,1,1,13PE02254
US64137918,64,1,1,13PE02256
US82136729,82,1,1,13PE02258
US82138970,82,1,1,13PE02259
US64136510,64,1,1,13PE02261
US82136198,82,1,1,13PE02263
US64135413,64,1,1,13PE02265
US83138024,83,1,1,13PE02267
US82135752,82,1,1,13PE02269
US64137683,64,1,1,13PE02271
US64139303,64,1,1,13PE02273
US82138661,82,1,1,13PE02275
US82130579,82,1,1,13PE02277
US82137589,82,1,1,13PE02279
US83136119,83,1,1,13PE02281
US83139521,83,1,1,13PE02283
US64139016,64,1,1,13PE02285
US82135187,82,1,1,13PE02287
US64139346,64,1,1,13PE02290
US82138718,82,1,1,13PE02292
US64136709,64,1,1,13PE02294
US82130471,82,1,1,13PE02296
US64130230,64,1,1,13PE02298
US82137925,82,1,1,13PE02299
US82138899,82,1,1,13PE02302
US82136480,82,1,1,13PE02304
US83139114,83,1,1,13PE02307
US83136669,83,1,1,13PE02309
US64139278,64,1,1,13PE02312
US82137828,82,1,1,13PE02314
US64139057,64,1,1,13PE02315
US83138190,83,1,1,13PE02317
US82139283,82,1,1,13PE02319
US64139067,64,1,1,13PE02320
US82135448,82,1,1,13PE02322
US83137850,83,1,1,13PE02324
US83139231,83,1,1,13PE02326
US83138364,83,1,1,13PE02328
US82137082,82,1,1,13PE02330
US82136209,82,1,1,13PE02331
US82138350,82,1,1,13PE02333
US82135711,82,1,1,13PE02335
US82135686,82,1,1,13PE02337
US82139096,82,1,1,13PE02339
US82136028,82,1,1,13PE02882
US00131537,00,1,1,13PE02934
US82132415,82,1,1,13PE03305
US82132075,82,1,1,13PE03310
US82131171,82,1,1,13PE03311
US82133314,82,1,1,13PE03315
US82137293,82,1,1,13PE03318
US82132586,82,1,1,13PE03319
US82134826,82,1,1,13PE03320
US82133923,82,1,1,13PE03322
US82133845,82,1,1,13PE03324
US82138429,82,1,1,13PE03325
US82133722,82,1,1,13PE03327
US82134013,82,1,1,13PE03329
US82137076,82,1,1,13PE03331
US82132636,82,1,1,13PE03333
US82137714,82,1,1,13PE03335
US83135926,83,1,1,13PE03337
US64139481,64,1,1,13PE03339
US82139284,82,1,1,13PE03341
US64130385,64,1,1,13PE03343
US82133760,82,1,1,13PE03347
US82138070,82,1,1,13PE03349
US64135080,64,1,1,13PE03352
US82133979,82,1,1,13PE03355
US82137168,82,1,1,13PE03356
US82135769,82,1,1,13PE03358
US82138722,82,1,1,13PE03361
US83137819,83,1,1,13PE03362
US82138212,82,1,1,13PE03364
US83138274,83,1,1,13PE03366
US82134664,82,1,1,13PE03369
US82139510,82,1,1,13PE03372
US82130700,82,1,1,13PE03374
US64134807,64,1,1,13PE03378
US82138848,82,1,1,13PE03379
US82139069,82,1,1,13PE03380
US82131981,82,1,1,13PE03382
US82138349,82,1,1,13PE03384
US82138131,82,1,1,13PE03385
US82134809,82,1,1,13PE03386
US82136650,82,1,1,13PE03388
US64137866,64,1,1,13PE03389
US64137315,64,1,1,13PE03391
US82138944,82,1,1,13PE03393
US83138590,83,1,1,13PE03395
US82138576,82,1,1,13PE03396
US82132694,82,1,1,13PE03400
US82138697,82,1,1,13PE03403
US64138553,64,1,1,13PE03404
US64139046,64,1,1,13PE03406
US82132594,82,1,1,13PE03410
US82138517,82,1,1,13PE03411
US83139267,83,1,1,13PE03414
US64138015,64,1,1,13PE03419
US82138381,82,1,1,13PE03421
US83136772,83,1,1,13PE03423
US82138714,82,1,1,13PE03426
US64137482,64,1,1,13PE03429
US82138800,82,1,1,13PE03430
US82133728,82,1,1,13PE03431
US82138205,82,1,1,13PE03433
US64137759,64,1,1,13PE03435
US64137341,64,1,1,13PE03436
US82138176,82,1,1,13PE03439
US64135900,64,1,1,13PE03441
US83137536,83,1,1,13PE03442
US83137620,83,1,1,13PE03443
US64138002,64,1,1,13PE03445
US82130045,82,1,1,13PE03447
US82138397,82,1,1,13PE03449
US82138734,82,1,1,13PE03450
US82137006,82,1,1,13PE03452
US82132813,82,1,1,13PE03454
US82130078,82,1,1,13PE03456
US82132335,82,1,1,13PE03457
US64139031,64,1,1,13PE03459
US64138189,64,1,1,13PE03461
US83138133,83,1,1,13PE03463
US82139915,82,1,1,13PE03465
US82130803,82,1,1,13PE03466
US83136900,83,1,1,13PE03468
US82130326,82,1,1,13PE03469
US82138394,82,1,1,13PE03473
US82138013,82,1,1,13PE03477
US82130324,82,1,1,13PE03479
US82133075,82,1,1,13PE03480
US82130190,82,1,1,13PE03484
US64138758,64,1,1,13PE03485
US82137588,82,1,1,13PE03488
US82133133,82,1,1,13PE03489
US82139875,82,1,1,13PE03492
US82130399,82,1,1,13PE03495
US83138249,83,1,1,13PE03496
US82135319,82,1,1,13PE03497
US82134834,82,1,1,13PE03500
US82133562,82,1,1,13PE03504
US82132192,82,1,1,13PE03508
US82137377,82,1,1,13PE03510
US82133738,82,1,1,13PE03514
US82136465,82,1,1,13PE03515
US82136292,82,1,1,13PE03521
US82132533,82,1,1,13PE03522
US82136849,82,1,1,13PE03527
US82133428,82,1,1,13PE03533
US82138548,82,1,1,13PE03535
US82136552,82,1,1,13PE03536
US82138341,82,1,1,13PE03538
US82137162,82,1,1,13PE03540
US82132923,82,1,1,13PE03541
US82136693,82,1,1,13PE03543
US82136298,82,1,1,13PE03546
US82137205,82,1,1,13PE03549
US82138838,82,1,1,13PE03552
US82133719,82,1,1,13PE03556
US82135674,82,1,1,13PE03558
US82138309,82,1,1,13PE03559
US82136563,82,1,1,13PE03560
US82133789,82,1,1,13PE03561
US82136960,82,1,1,13PE03562
US82130785,82,1,1,13PE03563
US82139408,82,1,1,13PE03566
US82133034,82,1,1,13PE03567
US82136347,82,1,1,13PE03570
US82130751,82,1,1,13PE03572
US82133252,82,1,1,13PE03573
US82137732,82,1,1,13PE03576
US82138658,82,1,1,13PE03577
US82133930,82,1,1,13PE03579
US64133022,64,1,1,13PE03580
US64134017,64,1,1,13PE03582
US82131358,82,1,1,13PE03585
US82130394,82,1,1,13PE03586
US82130670,82,1,1,13PE03588
US82132998,82,1,1,13PE03591
US82132429,82,1,1,13PE03593
US82130674,82,1,1,13PE03596
US82130449,82,1,1,13PE03597
US82139507,82,1,1,13PE03599
US82130563,82,1,1,13PE03601
US64134331,64,1,1,13PE03603
US64134490,64,1,1,13PE03606
US82133044,82,1,1,13PE03607
US82130316,82,1,1,13PE03610
US82130514,82,1,1,13PE03611
US82130420,82,1,1,13PE03613
US82130619,82,1,1,13PE03615
US82130595,82,1,1,13PE03617
US82138962,82,1,1,13PE03618
US82130476,82,1,1,13PE03620
US82130625,82,1,1,13PE03622
US82130712,82,1,1,13PE03623
US82130665,82,1,1,13PE03625
US82139431,82,1,1,13PE03626
US64133437,64,1,1,13PE03628
US64132439,64,1,1,13PE03630
US82133772,82,1,1,13PE03633
US82133678,82,1,1,13PE03634
US64133425,64,1,1,13PE03635
US82130673,82,1,1,13PE03637
US82130705,82,1,1,13PE03639
US64132245,64,1,1,13PE03640
US82132805,82,1,1,13PE03643
US64134093,64,1,1,13PE03645
US64132210,64,1,1,13PE03647
US64133708,64,1,1,13PE03650
US64131809,64,1,1,13PE03652
US64133225,64,1,1,13PE03654
US82130517,82,1,1,13PE03656
US82130448,82,1,1,13PE03657
US82131026,82,1,1,13PE03659
US82131375,82,1,1,13PE03660
US82133541,82,1,1,13PE03661
US82132460,82,1,1,13PE03662
US64133622,64,1,1,13PE03665
US64131585,64,1,1,13PE03667
US82130572,82,1,1,13PE03669
US82130480,82,1,1,13PE03672
US82132625,82,1,1,13PE03673
US82132985,82,1,1,13PE03674
US82130436,82,1,1,13PE03676
US82132623,82,1,1,13PE03678
US82130421,82,1,1,13PE03680
US82130637,82,1,1,13PE03682
US82133587,82,1,1,13PE03684
US64133981,64,1,1,13PE03685
US64133812,64,1,1,13PE03687
US82138941,82,1,1,13PE03690
US82130577,82,1,1,13PE03691
US82133679,82,1,1,13PE03693
US64133458,64,1,1,13PE03694
US64131747,64,1,1,13PE03695
US82130317,82,1,1,13PE03697
US82132987,82,1,1,13PE03698
US82132825,82,1,1,13PE03700
US64133146,64,1,1,13PE03701
US64132097,64,1,1,13PE03705
US82130669,82,1,1,13PE03707
US82132810,82,1,1,13PE03708
US82134030,82,1,1,13PE03709
US82133815,82,1,1,13PE03710
US64131610,64,1,1,13PE03712
US64133649,64,1,1,13PE03713
US83148407,83,1,1,14PE01198
US83140754,83,1,1,14PE01200
US64148500,64,1,1,14PE01201
US83146632,83,1,1,14PE01202
US83140732,83,1,1,14PE01203
US83149515,83,1,1,14PE01205
US83146094,83,1,1,14PE01207
US83140586,83,1,1,14PE01210
US83149036,83,1,1,14PE01211
US64148803,64,1,1,14PE01213
US83140427,83,1,1,14PE01215
US83148970,83,1,1,14PE01217
US83140287,83,1,1,14PE01220
US83149019,83,1,1,14PE01222
US83149231,83,1,1,14PE01225
US83145813,83,1,1,14PE01228
US64147133,64,1,1,14PE01231
US83147143,83,1,1,14PE01233
US83148661,83,1,1,14PE01234
US83146384,83,1,1,14PE01236
US83149192,83,1,1,14PE01239
US83146845,83,1,1,14PE01242
US83146917,83,1,1,14PE01244
US83146644,83,1,1,14PE01246
US83145769,83,1,1,14PE01248
US83145622,83,1,1,14PE01250
US83149510,83,1,1,14PE01252
US64148189,64,1,1,14PE01254
US83148253,83,1,1,14PE01256
US64149109,64,1,1,14PE01258
US64148461,64,1,1,14PE01260
US83147216,83,1,1,14PE01262
US83146272,83,1,1,14PE01263
US83140513,83,1,1,14PE01265
US64149372,64,1,1,14PE01267
US83140414,83,1,1,14PE01269
US64149346,64,1,1,14PE01271
US83140361,83,1,1,14PE01273
US83146685,83,1,1,14PE01275
US64149062,64,1,1,14PE01277
US64148186,64,1,1,14PE01279
US64145725,64,1,1,14PE01281
US83149004,83,1,1,14PE01283
US83140488,83,1,1,14PE01285
US83147082,83,1,1,14PE01287
US83149381,83,1,1,14PE01288
US83145711,83,1,1,14PE01291
US83146597,83,1,1,14PE01293
US83149267,83,1,1,14PE01296
US83147175,83,1,1,14PE01298
US83148718,83,1,1,14PE01300
US64148703,64,1,1,14PE01301
US64140662,64,1,1,14PE01302
US64140442,64,1,1,14PE01303
US83148590,83,1,1,14PE01305
US83144823,83,1,1,14PE01307
US64146244,64,1,1,14PE01310
US83140523,83,1,1,14PE01313
US64148925,64,1,1,14PE01316
US64149575,64,1,1,14PE01319
US83148529,83,1,1,14PE01321
US64148888,64,1,1,14PE01323
US83140369,83,1,1,14PE01325
US83148133,83,1,1,14PE01327
US83146459,83,1,1,14PE01329
US83145926,83,1,1,14PE01332
US64149067,64,1,1,14PE01334
US83147121,83,1,1,14PE01337
US83148578,83,1,1,14PE01339
US83145893,83,1,1,14PE01341
US83148580,83,1,1,14PE01343
US83146848,83,1,1,14PE01345
US64148658,64,1,1,14PE01346
US64148243,64,1,1,14PE01347
US83140687,83,1,1,14PE01349
US83149335,83,1,1,14PE01351
US83140728,83,1,1,14PE01353
US83145805,83,1,1,14PE01355
US83146480,83,1,1,14PE01358
US64140685,64,1,1,14PE01361
US83140530,83,1,1,14PE01362
US83149283,83,1,1,14PE01364
US83149096,83,1,1,14PE01366
US83149102,83,1,1,14PE01368
US83145970,83,1,1,14PE01370
US83140683,83,1,1,14PE01372
US83148336,83,1,1,14PE01374
US64148291,64,1,1,14PE01376
US64149061,64,1,1,14PE01378
US83147023,83,1,1,14PE01380
US83140740,83,1,1,14PE01382
US83148682,83,1,1,14PE01384
US83146438,83,1,1,14PE01385
US64146510,64,1,1,14PE01387
US83145825,83,1,1,14PE01389
US83149598,83,1,1,14PE01391
US83148946,83,1,1,14PE01392
US83149218,83,1,1,14PE01393
US64149303,64,1,1,14PE01396
US83149521,83,1,1,14PE01397
US83149069,83,1,1,14PE01399
US83149108,83,1,1,14PE01400
US83148158,83,1,1,14PE01402
US83149460,83,1,1,14PE01404
US83140471,83,1,1,14PE01407
US83146751,83,1,1,14PE01410
US83140243,83,1,1,14PE01412
US64140511,64,1,1,14PE01414
US83148548,83,1,1,14PE01416
US64146977,64,1,1,14PE01417
US64145933,64,1,1,14PE01419
US64146727,64,1,1,14PE01421
US64148720,64,1,1,14PE01424
US83148397,83,1,1,14PE01426
US64148501,64,1,1,14PE01428
US83148268,83,1,1,14PE01430
US83140678,83,1,1,14PE01432
US64147339,64,1,1,14PE01434
US83140700,83,1,1,14PE01436
US64149332,64,1,1,14PE01437
US83146739,83,1,1,14PE01440
US83148342,83,1,1,14PE01443
US83145768,83,1,1,14PE01444
US64140639,64,1,1,14PE01446
US83140621,83,1,1,14PE01449
US83148691,83,1,1,14PE01451
US83146016,83,1,1,14PE01453
US83149547,83,1,1,14PE01456
US83148899,83,1,1,14PE01458
US83145984,83,1,1,14PE01459
US83148861,83,1,1,14PE01460
US64140428,64,1,1,14PE01461
US83140553,83,1,1,14PE01463
US83148350,83,1,1,14PE01465
US64145751,64,1,1,14PE01467
US83148663,83,1,1,14PE01469
US83148922,83,1,1,14PE01470
US83148798,83,1,1,14PE01472
US83145767,83,1,1,14PE01474
US64146388,64,1,1,14PE01476
US83147186,83,1,1,14PE01477
US83145994,83,1,1,14PE01479
US83140426,83,1,1,14PE01481
US64140288,64,1,1,14PE01483
US83145759,83,1,1,14PE01485
US83148299,83,1,1,14PE01486
US83148284,83,1,1,14PE01488
US83140565,83,1,1,14PE01489
US83146634,83,1,1,14PE01491
US83146925,83,1,1,14PE01493
US83146807,83,1,1,14PE01494
US83146921,83,1,1,14PE01495
US83140676,83,1,1,14PE01497
US83148848,83,1,1,14PE01500
US83146729,83,1,1,14PE01502
US83148880,83,1,1,14PE01504
US83148681,83,1,1,14PE01505
US83148460,83,1,1,14PE01507
US83148722,83,1,1,14PE01509
US83140707,83,1,1,14PE01511
US83149236,83,1,1,14PE01513
US83147097,83,1,1,14PE01515
US64149016,64,1,1,14PE01518
US83147245,83,1,1,14PE01521
US83147124,83,1,1,14PE01523
US83146215,83,1,1,14PE01525
US83149120,83,1,1,14PE01528
US83148766,83,1,1,14PE01530
US64148579,64,1,1,14PE01532
US83140261,83,1,1,14PE01535
US64149472,64,1,1,14PE01537
US83149382,83,1,1,14PE01539
US83146154,83,1,1,14PE01542
US83146885,83,1,1,14PE01545
US83148167,83,1,1,14PE01547
US83140654,83,1,1,14PE01549
US83149123,83,1,1,14PE01551
US83148273,83,1,1,14PE01554
US83148205,83,1,1,14PE01556
US83148415,83,1,1,14PE01558
US83140626,83,1,1,14PE01560
US83146177,83,1,1,14PE01562
US83149415,83,1,1,14PE01564
US83148883,83,1,1,14PE01565
US83145752,83,1,1,14PE01567
US83148459,83,1,1,14PE01569
US83140446,83,1,1,14PE01571
US83146884,83,1,1,14PE01573
US83149564,83,1,1,14PE01575
US64147179,64,1,1,14PE01577
US64149026,64,1,1,14PE01579
US64148886,64,1,1,14PE01581
US83140525,83,1,1,14PE01582
US83149501,83,1,1,14PE01584
US83148734,83,1,1,14PE01586
US83140782,83,1,1,14PE01587
US83146381,83,1,1,14PE01589
US83148274,83,1,1,14PE01591
US83145603,83,1,1,14PE01594
US83147006,83,1,1,14PE01597
US83140590,83,1,1,14PE01599
US83148937,83,1,1,14PE01601
US83149080,83,1,1,14PE01604
US64148918,64,1,1,14PE01605
US83149052,83,1,1,14PE01606
US64140359,64,1,1,14PE01608
US83149034,83,1,1,14PE01610
US83140546,83,1,1,14PE01613
US83148517,83,1,1,14PE01615
US83145319,83,1,1,14PE01617
US64146680,64,1,1,14PE01619
US64140244,64,1,1,14PE01620
US83147033,83,1,1,14PE01623
US83140360,83,1,1,14PE01625
US83148381,83,1,1,14PE01628
US83146772,83,1,1,14PE01630
US83149566,83,1,1,14PE01632
US64149032,64,1,1,14PE01634
US83147168,83,1,1,14PE01637
US83149411,83,1,1,14PE01639
US83146900,83,1,1,14PE01641
US83149407,83,1,1,14PE01643
US83148403,83,1,1,14PE01646
US64140532,64,1,1,14PE01648
US83146167,83,1,1,14PE01651
US64140358,64,1,1,14PE01654
US83146672,83,1,1,14PE01657
US64149031,64,1,1,14PE01658
US83149214,83,1,1,14PE01660
US83140666,83,1,1,14PE01662
US83148980,83,1,1,14PE01663
US83140422,83,1,1,14PE01665
US64149046,64,1,1,14PE01667
US64148575,64,1,1,14PE01669
US83145411,83,1,1,14PE01671
US83148263,83,1,1,14PE01673
US83146389,83,1,1,14PE01675
US83149284,83,1,1,14PE01677
US64148495,64,1,1,14PE01679
US64149086,64,1,1,14PE01681
US83149491,83,1,1,14PE01682
US83149358,83,1,1,14PE01684
US83146262,83,1,1,14PE01687
US64147315,64,1,1,14PE01689
US64147759,64,1,1,14PE01691
US64140531,64,1,1,14PE01692
US83149116,83,1,1,14PE01694
US83140568,83,1,1,14PE01696
US83148341,83,1,1,14PE01698
US83149211,83,1,1,14PE01700
US83148765,83,1,1,14PE01704
US83149037,83,1,1,14PE01706
US64149525,64,1,1,14PE01707
US83149063,83,1,1,14PE01710
US83147253,83,1,1,14PE01713
US83145686,83,1,1,14PE01715
US83148150,83,1,1,14PE01717
US83148131,83,1,1,14PE01719
US64148478,64,1,1,14PE01721
US83148419,83,1,1,14PE01724
US83148193,83,1,1,14PE01726
US64148240,64,1,1,14PE01728
US83149095,83,1,1,14PE01730
US83148490,83,1,1,14PE01732
US83149030,83,1,1,14PE01733
US83149274,83,1,1,14PE01734
US83149585,83,1,1,14PE01952
US83149663,83,1,1,14PE01954
US83146116,83,1,1,14PE01960
US83145886,83,1,1,14PE01962
US83146916,83,1,1,14PE01965
US83145812,83,1,1,14PE01968
US83149683,83,1,1,14PE02001
US83149674,83,1,1,14PE02005
US83149870,83,1,1,14PE02006
US82140619,82,1,1,14PE02027
US82141335,82,1,1,14PE02036
US83149846,83,1,1,14PE02037
US83149733,83,1,1,14PE02053
US83149706,83,1,1,14PE02054
US83149634,83,1,1,14PE02059
US82140637,82,1,1,14PE02063
US82140476,82,1,1,14PE02068
US82140449,82,1,1,14PE02073
US82140665,82,1,1,14PE02079
US82149243,82,1,1,14PE02081
US82140563,82,1,1,14PE02084
US82141358,82,1,1,14PE02087
US82148962,82,1,1,14PE02091
US82149262,82,1,1,14PE02094
US83149592,83,1,1,14PE02097
US83149570,83,1,1,14PE02103
US83149673,83,1,1,14PE02104
US83149735,83,1,1,14PE02106
US83149693,83,1,1,14PE02107
US83149662,83,1,1,14PE02114
US82140517,82,1,1,14PE02117
US83149579,83,1,1,14PE02130
US83149643,83,1,1,14PE02135
US83149758,83,1,1,14PE02138
US83149630,83,1,1,14PE02142
US83149632,83,1,1,14PE02148
US83149607,83,1,1,14PE02157
US83149906,83,1,1,14PE02161
US82149507,82,1,1,14PE02174
US83149942,83,1,1,14PE02189
US83149753,83,1,1,14PE02195
US83149711,83,1,1,14PE02199
US83149849,83,1,1,14PE02200
US82140420,82,1,1,14PE02202
US82149431,82,1,1,14PE02204
US82140669,82,1,1,14PE02208
US82140480,82,1,1,14PE02211
US82148982,82,1,1,14PE02214
US82141003,82,1,1,14PE02216
US82140674,82,1,1,14PE02217
US82140572,82,1,1,14PE02224
US83149639,83,1,1,14PE02230
US82140514,82,1,1,14PE02233
US82140317,82,1,1,14PE02235
US83149686,83,1,1,14PE02237
US82140673,82,1,1,14PE02238
US83149599,83,1,1,14PE02242
US83149902,83,1,1,14PE02246
US83149797,83,1,1,14PE02247
US83149650,83,1,1,14PE02248
US83149879,83,1,1,14PE02250
US83149872,83,1,1,14PE02254
US83149759,83,1,1,14PE02255
US83149923,83,1,1,14PE02256
US82140712,82,1,1,14PE02257
US83149618,83,1,1,14PE02259
US83149568,83,1,1,14PE02260
US83149609,83,1,1,14PE02266
US83149812,83,1,1,14PE02269
US83149728,83,1,1,14PE02277
US83149745,83,1,1,14PE02278
US83149717,83,1,1,14PE02279
US83149795,83,1,1,14PE02280
US83149751,83,1,1,14PE02282
US83149809,83,1,1,14PE02292
