id10,sex,breed,etag,first_seen_row
2007116838,2,11,R6838,10PE01141
2008117216,2,11,R7216,10PE01143
2008117291,2,11,R7291,10PE01144
2003114060,2,11,R4060,10PE01146
2006116422,2,11,R6422,10PE01149
2009117867,2,11,R7867,10PE01152
2006116159,2,11,R6159,10PE01153
2004114427,2,11,R4427,10PE01155
2005116081,2,11,R6081,10PE01157
2005115774,2,11,R5774,10PE01158
2005115402,2,11,R5402,10PE01161
2008117264,2,11,R7264,10PE01164
2006116288,2,11,R6288,10PE01165
2008117153,2,11,R7153,10PE01167
2003114099,2,11,R4099,10PE01169
2002113425,2,11,R3425,10PE01171
2005115854,2,11,R5854,10PE01173
2004114570,2,11,R4570,10PE01176
2008117411,2,11,R7411,10PE01177
2008117158,2,11,R7158,10PE01179
2005116040,2,11,R6040,10PE01180
2005115793,2,11,R5793,10PE01182
2006116492,2,11,R6492,10PE01183
2007116964,2,11,R6964,10PE01185
2004114895,2,11,R4895,10PE01187
2009117585,2,11,R7585,10PE01189
2007116934,2,11,R6934,10PE01190
2006116567,2,11,R6567,10PE01192
2002113850,2,11,R3850,10PE01194
2009117527,2,11,R7527,10PE01196
2009117490,2,11,R7490,10PE01197
2007116935,2,11,R6935,10PE01198
2007117089,2,11,R7089,10PE01200
2007116993,2,11,R6993,10PE01202
2002113830,2,11,R3830,10PE01204
2008117372,2,11,R7372,10PE01206
2003114132,2,11,R4132,10PE01208
2001112612,2,11,R2612,10PE01210
2004114517,2,11,R4517,10PE01212
2006116333,2,11,R6333,10PE01214
2005115999,2,11,R5999,10PE01216
2002113592,2,11,R3592,10PE01217
2005115677,2,11,R5677,10PE01219
2009117466,2,11,R7466,10PE01222
2004114594,2,11,R4594,10PE01223
2009117714,2,11,R7714,10PE01225
2004115036,2,11,R5036,10PE01226
2006116617,2,11,R6617,10PE01227
2008117431,2,11,R7431,10PE01229
2004114779,2,11,R4779,10PE01231
2004114361,2,11,R4361,10PE01233
2009117779,2,11,R7779,10PE01234
2006116229,2,11,R6229,10PE01235
2004114606,2,11,R4606,10PE01237
2009117764,2,11,R7764,10PE01238
2002113671,2,11,R3671,10PE01239
2004114612,2,11,R4612,10PE01240
2002113820,2,11,R3820,10PE01241
2006116594,2,11,R6594,10PE01243
2004114383,2,11,R4383,10PE01246
2005115389,2,11,R5389,10PE01248
2008117210,2,11,R7210,10PE01251
2007116820,2,11,R6820,10PE01253
2004114812,2,11,R4812,10PE01255
2004114635,2,11,R4635,10PE01257
2009117591,2,11,R7591,10PE01260
2008117133,2,11,R7133,10PE01262
2006116531,2,11,R6531,10PE01263
2005115390,2,11,R5390,10PE01265
2002113271,2,11,R3271,10PE01267
2004114434,2,11,R4434,10PE01269
2002113404,2,11,R3404,10PE01271
2003114181,2,11,R4181,10PE01273
2007117006,2,11,R7006,10PE01275
2008117403,2,11,R7403,10PE01277
2009117545,2,11,R7545,10PE01278
2002113794,2,11,R3794,10PE01279
2006116271,2,11,R6271,10PE01281
2008117186,2,11,R7186,10PE01283
2007116866,2,11,R6866,10PE01284
2009117506,2,11,R7506,10PE01286
2006116139,2,11,R6139,10PE01287
2008117229,2,11,R7229,10PE01290
2004114533,2,11,R4533,10PE01292
2003114159,2,11,R4159,10PE01294
2003114135,2,11,R4135,10PE01295
2008117145,2,11,R7145,10PE01296
2004114605,2,11,R4605,10PE01298
2001112771,2,11,R2771,10PE01299
2008117302,2,11,R7302,10PE01300
2006116262,2,11,R6262,10PE01302
2004114471,2,11,R4471,10PE01303
2004114678,2,11,R4678,10PE01306
2008117156,2,11,R7156,10PE01308
2008117383,2,11,R7383,10PE01310
2004114620,2,11,R4620,10PE01311
2008117432,2,11,R7432,10PE01313
2005115875,2,11,R5875,10PE01314
2008117386,2,11,R7386,10PE01317
2007116997,2,11,R6997,10PE01319
2008117322,2,11,R7322,10PE01321
2007117032,2,11,R7032,10PE01322
2009117913,2,11,R7913,10PE01323
2004114588,2,11,R4588,10PE01324
2007116933,2,11,R6933,10PE01325
2004114555,2,11,R4555,10PE01327
2006116190,2,11,R6190,10PE01330
2003114085,2,11,R4085,10PE01332
2007116641,2,11,R6641,10PE01334
2006116299,2,11,R6299,10PE01335
2006116585,2,11,R6585,10PE01337
2008117374,2,11,R7374,10PE01339
2008117404,2,11,R7404,10PE01341
2002113354,2,11,R3354,10PE01342
2006116377,2,11,R6377,10PE01345
2007116743,2,11,R6743,10PE01347
2005115984,2,11,R5984,10PE01349
2004114577,2,11,R4577,10PE01350
2005115826,2,11,R5826,10PE01352
2008117164,2,11,R7164,10PE01354
2008117313,2,11,R7313,10PE01356
2008117190,2,11,R7190,10PE01357
2008117215,2,11,R7215,10PE01358
2005116047,2,11,R6047,10PE01360
2008117358,2,11,R7358,10PE01362
2004114819,2,11,R4819,10PE01364
2006116425,2,11,R6425,10PE01366
2004115094,2,11,R5094,10PE01367
2009117998,2,11,R7998,10PE01369
2008117381,2,11,R7381,10PE01370
2005115496,2,11,R5496,10PE01372
2007116915,2,11,R6915,10PE01373
2007116905,2,11,R6905,10PE01376
2006116381,2,11,R6381,10PE01378
2006116250,2,11,R6250,10PE01380
2009117439,2,11,R7439,10PE01382
2009117792,2,11,R7792,10PE01383
2008117240,2,11,R7240,10PE01384
2006116393,2,11,R6393,10PE01386
2008117301,2,11,R7301,10PE01388
2007117052,2,11,R7052,10PE01389
2009117464,2,11,R7464,10PE01391
2006116608,2,11,R6608,10PE01392
2009117869,2,11,R7869,10PE01394
2007116751,2,11,R6751,10PE01395
2006116577,2,11,R6577,10PE01397
2009117561,2,11,R7561,10PE01399
2001112227,2,11,R2227,10PE01400
2008117253,2,11,R7253,10PE01401
2008117354,2,11,R7354,10PE01402
2007116839,2,11,R6839,10PE01403
2005115420,2,11,R5420,10PE01406
2009117810,2,11,R7810,10PE01408
2006116367,2,11,R6367,10PE01409
2004114653,2,11,R4653,10PE01412
2009117737,2,11,R7737,10PE01415
2007117074,2,11,R7074,10PE01416
2006116540,2,11,R6540,10PE01418
2009117887,2,11,R7887,10PE01421
2008117424,2,11,R7424,10PE01423
2004115170,2,11,R5170,10PE01425
