ID10,YR,DAY,NOTE,UID,NOTEID
2007000647,10,365,B. ovis pos.,10IN00006,NOTE10IN00006
2007000712,10,365,B. ovis pos.,10IN00007,NOTE10IN00007
2007000740,10,365,Purchased,10IN00008,NOTE10IN00008
2003303058,10,365,TRM CSECTION,10IN00010,NOTE10IN00010
2003303083,10,365,Lazarus,10IN00012,NOTE10IN00012
2003303160,10,365,LATEtoMIL,10IN00014,NOTE10IN00014
2007007142,10,365,B. ovis pos.,10IN00016,NOTE10IN00016
2005003101,10,365,NE23-5031,10IN00019,NOTE10IN00019
2005003178,10,365,NE23-5031,10IN00020,NOTE10IN00020
2005003193,10,365,NE23-5031,10IN00021,NOTE10IN00021
2007000371,10,365,Purchased,10IN00022,NOTE10IN00022
2002049034,10,365,LAME TX.,10IN00023,NOTE10IN00023
2002049511,10,365,THIN + PO,10IN00026,NOTE10IN00026
2002049545,10,365,Leyecancerous,10IN00027,NOTE10IN00027
2002049667,10,365,DYSTOCIA,10IN00028,NOTE10IN00028
2002049715,10,365,NICE,10IN00029,NOTE10IN00029
2003050432,10,365,LAME RR ',10IN00031,NOTE10IN00031
2003050640,10,365,MastLungAbscs,10IN00036,NOTE10IN00036
2003050653,10,365,THIN,10IN00038,NOTE10IN00038
2004050755,10,365,LOW BAG F,10IN00041,NOTE10IN00041
2004050824,10,365,PNEU.TX.E,10IN00043,NOTE10IN00043
2004050850,10,365,L.BLOODYM,10IN00045,NOTE10IN00045
2004050871,10,365,RP,10IN00046,NOTE10IN00046
2004050888,10,365,THIN 11/2,10IN00048,NOTE10IN00048
2004050892,10,365,TX. L. EY,10IN00049,NOTE10IN00049
2004050906,10,365,VLT RIGHT,10IN00051,NOTE10IN00051
2004050988,10,365,THIN,10IN00055,NOTE10IN00055
2004051006,10,365,4TEATS,10IN00056,NOTE10IN00056
2004051008,10,365,BadLEye.VSick,10IN00057,NOTE10IN00057
2004051044,10,365,UGLY,10IN00058,NOTE10IN00058
2004051123,10,365,VLT LEFT,10IN00061,NOTE10IN00061
2004051134,10,365,"NICE, 4TE",10IN00062,NOTE10IN00062
2004051160,10,365,4TEATS,10IN00063,NOTE10IN00063
2004051193,10,365,LT LEFT,10IN00066,NOTE10IN00066
2004051231,10,365,SX.MOUTH,10IN00069,NOTE10IN00069
2004051240,10,365,HAIRY,10IN00070,NOTE10IN00070
2004051253,10,365,VLT RIGHT,10IN00071,NOTE10IN00071
2004051261,10,365,HAIRY,10IN00072,NOTE10IN00072
2004051303,10,365,L.EYE TRT,10IN00074,NOTE10IN00074
2004051307,10,365,R.P.,10IN00075,NOTE10IN00075
2004051312,10,365,NICE LAMB,10IN00076,NOTE10IN00076
2004051338,10,365,HAIRY,10IN00077,NOTE10IN00077
2004051341,10,365,HAIRY,10IN00078,NOTE10IN00078
2004051342,10,365,Ugly,10IN00079,NOTE10IN00079
2004051365,10,365,4TEATS,10IN00080,NOTE10IN00080
2005051397,10,365,ATROPY RVENTR,10IN00082,NOTE10IN00082
2005051399,10,365,PNEU.,10IN00083,NOTE10IN00083
2005051425,10,365,HAIRY,10IN00084,NOTE10IN00084
2005051451,10,365,Downer,10IN00086,NOTE10IN00086
2005051490,10,365,R.P.,10IN00088,NOTE10IN00088
2005051500,10,365,HAIRY,10IN00089,NOTE10IN00089
2005051527,10,365,TRT L.EYE,10IN00094,NOTE10IN00094
2005051543,10,365,"THIN,VAGI",10IN00095,NOTE10IN00095
2005051557,10,365,Herderlist614,10IN00099,NOTE10IN00099
2005051561,10,365,Sprgwt.Missed,10IN00100,NOTE10IN00100
2005051570,10,365,THIN,10IN00101,NOTE10IN00101
2005051571,10,365,SNORTY,10IN00102,NOTE10IN00102
2005051585,10,365,NICE EWE,10IN00105,NOTE10IN00105
2005051606,10,365,Bad Shoulders,10IN00107,NOTE10IN00107
2005051608,10,365,THIN,10IN00108,NOTE10IN00108
2005051648,10,365,HAIRY,10IN00113,NOTE10IN00113
2005051668,10,365,Abscessnotcas,10IN00115,NOTE10IN00115
2005051733,10,365,LT LEFT,10IN00123,NOTE10IN00123
2005051747,10,365,TOO BIG,10IN00124,NOTE10IN00124
2005051778,10,365,Warts,10IN00127,NOTE10IN00127
2005051787,10,365,THIN,10IN00128,NOTE10IN00128
2005051795,10,365,OK (L.SHO,10IN00129,NOTE10IN00129
2005051806,10,365,LAME RF ',10IN00130,NOTE10IN00130
2005051809,10,365,NICE EWE,10IN00131,NOTE10IN00131
2005051822,10,365,4TEATS,10IN00133,NOTE10IN00133
2005051855,10,365,TIGHT EXI,10IN00136,NOTE10IN00136
2005051898,10,365,NICE LAMB,10IN00141,NOTE10IN00141
2005051922,10,365,SUCK1SIDE,10IN00143,NOTE10IN00143
2005051957,10,365,BIG4HER,10IN00146,NOTE10IN00146
2005051991,10,365,SM.UDDER,10IN00149,NOTE10IN00149
2005052018,10,365,THIN,10IN00150,NOTE10IN00150
2005052058,10,365,ENTROPION,10IN00152,NOTE10IN00152
2005052093,10,365,GAUNT,10IN00153,NOTE10IN00153
2005052097,10,365,FEVER.TX.,10IN00154,NOTE10IN00154
2005052132,10,365,PNEU.TX.E,10IN00156,NOTE10IN00156
2005052151,10,365,CHK.L.EYE,10IN00158,NOTE10IN00158
2005052158,10,365,HAIRY,10IN00160,NOTE10IN00160
2005052189,10,365,TOOBIG4HE,10IN00161,NOTE10IN00161
2006052199,10,365,OPP; had ewel,10IN00164,NOTE10IN00164
2006052210,10,365,ENTR 4TEA,10IN00166,NOTE10IN00166
2006052217,10,365,R.P.,10IN00167,NOTE10IN00167
2006052219,10,365,THIN,10IN00168,NOTE10IN00168
2006052245,10,365,PPG DYSTO,10IN00170,NOTE10IN00170
2006052300,10,365,NICE EWE,10IN00175,NOTE10IN00175
2006052312,10,365,HAIRY 4TE,10IN00177,NOTE10IN00177
2006052315,10,365,4TEATS,10IN00178,NOTE10IN00178
2006052324,10,365,R.P. 72hr,10IN00179,NOTE10IN00179
2006052349,10,365,Sick; killed,10IN00181,NOTE10IN00181
2006052401,10,365,HAIRY,10IN00192,NOTE10IN00192
2006052429,10,365,SCOURS TX,10IN00194,NOTE10IN00194
2006052450,10,365,VLTs,10IN00196,NOTE10IN00196
2006052462,10,365,Shitty,10IN00199,NOTE10IN00199
2006052522,10,365,SCOURS TX,10IN00201,NOTE10IN00201
2006052539,10,365,TSS.from.pess,10IN00202,NOTE10IN00202
2006052543,10,365,4TEATS,10IN00204,NOTE10IN00204
2006052582,10,365,Ovexed,10IN00206,NOTE10IN00206
2006052634,10,365,"BUSHY, sa",10IN00211,NOTE10IN00211
2006052682,10,365,ENTROPION,10IN00216,NOTE10IN00216
2006052722,10,365,TSS.from.pess,10IN00224,NOTE10IN00224
2006052726,10,365,HAIRY,10IN00225,NOTE10IN00225
2006052730,10,365,NICE EWE,10IN00226,NOTE10IN00226
2006052810,10,365,UMB.INFEC,10IN00233,NOTE10IN00233
2006052824,10,365,Thin,10IN00234,NOTE10IN00234
2006052825,10,365,PNEU.TX.,10IN00235,NOTE10IN00235
2006052827,10,365,Abscess R Hip,10IN00236,NOTE10IN00236
2006052828,10,365,HAIRY,10IN00237,NOTE10IN00237
2006052853,10,365,ALLERGIC,10IN00239,NOTE10IN00239
2006052873,10,365,"ENTR,PNEU",10IN00242,NOTE10IN00242
2006052882,10,365,PNEU.TX.,10IN00243,NOTE10IN00243
2006052890,10,365,4TEATS,10IN00244,NOTE10IN00244
2006052895,10,365,PNEU.TX.,10IN00246,NOTE10IN00246
2006052897,10,365,Lazarus.bag12,10IN00247,NOTE10IN00247
2006052906,10,365,Bodywallruptr,10IN00248,NOTE10IN00248
2006052909,10,365,OK,10IN00249,NOTE10IN00249
2007053001,10,365,Thin,10IN00260,NOTE10IN00260
2007053027,10,365,Warty,10IN00265,NOTE10IN00265
2007053080,10,365,HAIRY,10IN00277,NOTE10IN00277
2007053081,10,365,HAIRY,10IN00278,NOTE10IN00278
2007053084,10,365,NICE LAMB,10IN00279,NOTE10IN00279
2007053115,10,365,SMUSHEDONTRUC,10IN00287,NOTE10IN00287
2007053133,10,365,Britchy,10IN00292,NOTE10IN00292
2007053137,10,365,4TEATS,10IN00293,NOTE10IN00293
2007053153,10,365,4TEATS,10IN00297,NOTE10IN00297
2007053175,10,365,NICE LAMB,10IN00301,NOTE10IN00301
2007053179,10,365,Sick,10IN00302,NOTE10IN00302
2007053188,10,365,Blown bag,10IN00304,NOTE10IN00304
2007053194,10,365,BIG LAMB,10IN00305,NOTE10IN00305
2007053242,10,365,NICE LAMB,10IN00315,NOTE10IN00315
2007053257,10,365,Bovis +/high-,10IN00318,NOTE10IN00318
2007053283,10,365,HAIRY,10IN00322,NOTE10IN00322
2007053284,10,365,HUNGRY,10IN00323,NOTE10IN00323
2007053331,10,365,HAIRY,10IN00327,NOTE10IN00327
2007053345,10,365,4TEATS,10IN00331,NOTE10IN00331
2007053348,10,365,JAW5,10IN00332,NOTE10IN00332
2007053391,10,365,Pregnancy tox,10IN00341,NOTE10IN00341
2007053395,10,365,4TEATS,10IN00342,NOTE10IN00342
2007053407,10,365,4TEATS,10IN00345,NOTE10IN00345
2007053418,10,365,"HAIRY,NUF",10IN00348,NOTE10IN00348
2007053425,10,365,HAIRY,10IN00350,NOTE10IN00350
2007053454,10,365,NUFLOR,10IN00355,NOTE10IN00355
2007053456,10,365,Lg.Bag.ButOK,10IN00356,NOTE10IN00356
2007053467,10,365,NICE LAMB,10IN00359,NOTE10IN00359
2007053469,10,365,Sick,10IN00360,NOTE10IN00360
2007053491,10,365,RUNT,10IN00364,NOTE10IN00364
2007053499,10,365,4TEATS,10IN00366,NOTE10IN00366
2007053518,10,365,FAT+PINK,10IN00369,NOTE10IN00369
2007053523,10,365,JAW5,10IN00371,NOTE10IN00371
2007053540,10,365,Warty tits,10IN00377,NOTE10IN00377
2007053545,10,365,B. ovis pos.,10IN00378,NOTE10IN00378
2007053571,10,365,FIRM2,10IN00383,NOTE10IN00383
2007053620,10,365,NICE LAMB,10IN00387,NOTE10IN00387
2007053622,10,365,GAUNT,10IN00389,NOTE10IN00389
2007053632,10,365,Skinny,10IN00391,NOTE10IN00391
2007053669,10,365,Made wether,10IN00397,NOTE10IN00397
2007053670,10,365,VeryPoorDoer,10IN00398,NOTE10IN00398
2007053673,10,365,4TEATS,10IN00400,NOTE10IN00400
2007053676,10,365,4TEATS,10IN00401,NOTE10IN00401
2007053694,10,365,JAW4,10IN00404,NOTE10IN00404
2007053704,10,365,HAIRY,10IN00405,NOTE10IN00405
2007053708,10,365,GAUNT,10IN00406,NOTE10IN00406
2007053728,10,365,JAW5,10IN00411,NOTE10IN00411
2008053737,10,365,E LT EYE,10IN00413,NOTE10IN00413
2008053772,10,365,4 H,10IN00417,NOTE10IN00417
2008053779,10,365,B. ovis pos.,10IN00418,NOTE10IN00418
2008053794,10,365,4TEATS,10IN00419,NOTE10IN00419
2008053812,10,365,4TEATS,10IN00421,NOTE10IN00421
2008053819,10,365,Lame LF,10IN00422,NOTE10IN00422
2008053825,10,365,12.26.09 Sick,10IN00423,NOTE10IN00423
2008053846,10,365,Lunger notOPP,10IN00424,NOTE10IN00424
2008053872,10,365,B. ovis pos.,10IN00431,NOTE10IN00431
2008053921,10,365,Bovis +/high-,10IN00438,NOTE10IN00438
2008053937,10,365,B. ovis pos.,10IN00441,NOTE10IN00441
2008053954,10,365,Swing bag,10IN00445,NOTE10IN00445
2008053967,10,365,B. ovis pos.,10IN00447,NOTE10IN00447
2008053973,10,365,B. ovis pos.,10IN00448,NOTE10IN00448
2008054015,10,365,Biomedical,10IN00453,NOTE10IN00453
2008054023,10,365,B. ovis pos.,10IN00455,NOTE10IN00455
2008054068,10,365,4TEATS,10IN00459,NOTE10IN00459
2008054078,10,365,Bovis +/high-,10IN00461,NOTE10IN00461
2008054107,10,365,Lazarus; kept,10IN00467,NOTE10IN00467
2008054155,10,365,B. ovis pos.,10IN00475,NOTE10IN00475
2008054173,10,365,ENTROPION,10IN00479,NOTE10IN00479
2008054186,10,365,B. ovis pos.,10IN00480,NOTE10IN00480
2008054192,10,365,Vulva--crows,10IN00482,NOTE10IN00482
2008054204,10,365,ENTROPION,10IN00485,NOTE10IN00485
2008054211,10,365,B. ovis pos.,10IN00487,NOTE10IN00487
2008054297,10,365,4TEATS,10IN00499,NOTE10IN00499
2008054330,10,365,4TEATS,10IN00508,NOTE10IN00508
2008054331,10,365,H.BLK SP,10IN00509,NOTE10IN00509
2008054339,10,365,Chronicmast,10IN00512,NOTE10IN00512
2008054341,10,365,HAIRY,10IN00513,NOTE10IN00513
2008054352,10,365,4T BRN.EA,10IN00516,NOTE10IN00516
2008054354,10,365,HAIRY,10IN00517,NOTE10IN00517
2008054357,10,365,Bovis +/high-,10IN00518,NOTE10IN00518
2008054361,10,365,Biomedical,10IN00520,NOTE10IN00520
2008054372,10,365,HAIRY,10IN00526,NOTE10IN00526
2008054386,10,365,B. ovis pos.,10IN00529,NOTE10IN00529
2008054400,10,365,SLIGHTLY,10IN00533,NOTE10IN00533
2008054433,10,365,Sick,10IN00537,NOTE10IN00537
2008054435,10,365,WEAK LAMB,10IN00538,NOTE10IN00538
2008054438,10,365,Bad.L.Eye,10IN00539,NOTE10IN00539
2008054441,10,365,Cut.L.Nostril,10IN00540,NOTE10IN00540
2008054449,10,365,CHEWED TA,10IN00542,NOTE10IN00542
2008054471,10,365,DYS 3+8,10IN00549,NOTE10IN00549
2008054492,10,365,4TEATS,10IN00555,NOTE10IN00555
2008054494,10,365,Very thin,10IN00556,NOTE10IN00556
2008054510,10,365,OPP LIKELY,10IN00561,NOTE10IN00561
2008054520,10,365,4TEATS,10IN00564,NOTE10IN00564
2008054539,10,365,HAIRY,10IN00569,NOTE10IN00569
2008054561,10,365,4TEATS,10IN00574,NOTE10IN00574
2002642068,10,365,SUCK1SIDE,10IN00575,NOTE10IN00575
2002642200,10,365,OPP TOO,10IN00576,NOTE10IN00576
2002642333,10,365,THIN,10IN00577,NOTE10IN00577
2002642383,10,365,ABS.LR.FO,10IN00578,NOTE10IN00578
2002642385,10,365,VLTS,10IN00579,NOTE10IN00579
2002642400,10,365,REJECTS1L,10IN00580,NOTE10IN00580
2002642480,10,365,THIN,10IN00581,NOTE10IN00581
2003642778,10,365,4TEATS,10IN00582,NOTE10IN00582
2003642825,10,365,PDFD,10IN00583,NOTE10IN00583
2003642857,10,365,R.P.CHLAM,10IN00584,NOTE10IN00584
2003642871,10,365,LAME LR F,10IN00585,NOTE10IN00585
2003642878,10,365,VLT LEFT,10IN00586,NOTE10IN00586
2003642898,10,365,FAT,10IN00587,NOTE10IN00587
2003642915,10,365,OK,10IN00588,NOTE10IN00588
2003642951,10,365,NICE,10IN00589,NOTE10IN00589
2003642989,10,365,Rump prblms?!,10IN00590,NOTE10IN00590
2004643004,10,365,4TEATS,10IN00591,NOTE10IN00591
2004643013,10,365,MEAN,10IN00592,NOTE10IN00592
2004643023,10,365,FLTS,10IN00593,NOTE10IN00593
2004643029,10,365,4TEATS,10IN00594,NOTE10IN00594
2004643032,10,365,LF FOOT A,10IN00595,NOTE10IN00595
2004643035,10,365,4TEATS,10IN00596,NOTE10IN00596
2004643072,10,365,"DYSTOCIA,",10IN00597,NOTE10IN00597
2004643074,10,365,NICE LAMB,10IN00598,NOTE10IN00598
2004643164,10,365,ENTROPION,10IN00601,NOTE10IN00601
2005643237,10,365,LHLameHoofOG,10IN00602,NOTE10IN00602
2005643238,10,365,Rpt.FrntOfBag,10IN00603,NOTE10IN00603
2005643239,10,365,4TITS lame LF,10IN00604,NOTE10IN00604
2005643240,10,365,GAUNT,10IN00605,NOTE10IN00605
2005643247,10,365,TEATStoRE,10IN00606,NOTE10IN00606
2005643280,10,365,4TEATS,10IN00607,NOTE10IN00607
2005643283,10,365,THIN,10IN00608,NOTE10IN00608
2005643289,10,365,"ENTR,4TEA",10IN00609,NOTE10IN00609
2005643292,10,365,4TEATS,10IN00610,NOTE10IN00610
2005643305,10,365,MEAN 2 YO,10IN00611,NOTE10IN00611
2005643338,10,365,TRT R.EYE,10IN00613,NOTE10IN00613
2005643342,10,365,4TEATS,10IN00614,NOTE10IN00614
2005643352,10,365,WILD ALOO,10IN00615,NOTE10IN00615
2005643361,10,365,BIG BAG,10IN00616,NOTE10IN00616
2005643363,10,365,R.P.,10IN00617,NOTE10IN00617
2005643368,10,365,LTS BIG B,10IN00618,NOTE10IN00618
2005643385,10,365,CMPK TX.,10IN00620,NOTE10IN00620
2005643387,10,365,SUCK1SIDE,10IN00621,NOTE10IN00621
2005643397,10,365,LTS,10IN00623,NOTE10IN00623
2005643405,10,365,4TEATS,10IN00625,NOTE10IN00625
2005643414,10,365,ENTROPION,10IN00626,NOTE10IN00626
2005643431,10,365,SCOURS,10IN00627,NOTE10IN00627
2005643441,10,365,4TEATS,10IN00629,NOTE10IN00629
2005643462,10,365,4TEATS,10IN00631,NOTE10IN00631
2005643463,10,365,F2,10IN00632,NOTE10IN00632
2005643499,10,365,LTS,10IN00635,NOTE10IN00635
2005643505,10,365,R.P. + BL,10IN00636,NOTE10IN00636
2005643508,10,365,BLIND 6/3,10IN00637,NOTE10IN00637
2005643514,10,365,FEVER,10IN00638,NOTE10IN00638
2005643544,10,365,PNEU.TX.E,10IN00642,NOTE10IN00642
2005643564,10,365,4TEATS,10IN00643,NOTE10IN00643
2006643586,10,365,4TEATS,10IN00645,NOTE10IN00645
2006643588,10,365,ENTR 4TEA,10IN00646,NOTE10IN00646
2006643595,10,365,HAIRY 4TE,10IN00648,NOTE10IN00648
2006643597,10,365,4TEATS,10IN00649,NOTE10IN00649
2006643620,10,365,B. ovis pos.,10IN00650,NOTE10IN00650
2006643629,10,365,PainfulDeath?,10IN00651,NOTE10IN00651
2006643651,10,365,4TEATS,10IN00653,NOTE10IN00653
2006643652,10,365,ENTR 4TEA,10IN00654,NOTE10IN00654
2006643677,10,365,WEAK LAMB,10IN00657,NOTE10IN00657
2006643690,10,365,TALL!,10IN00661,NOTE10IN00661
2006643694,10,365,BIG YRLG,10IN00662,NOTE10IN00662
2006643714,10,365,4TEATS,10IN00665,NOTE10IN00665
2006643720,10,365,4TEATS,10IN00666,NOTE10IN00666
2006643723,10,365,HAIRY,10IN00667,NOTE10IN00667
2006643731,10,365,FLT LEFT,10IN00670,NOTE10IN00670
2006643737,10,365,4TEATS,10IN00671,NOTE10IN00671
2006643750,10,365,R.MILK BL,10IN00672,NOTE10IN00672
2006643754,10,365,ENTROPION,10IN00673,NOTE10IN00673
2006643763,10,365,4TEATS,10IN00675,NOTE10IN00675
2006643769,10,365,BRN.EARS4,10IN00676,NOTE10IN00676
2006643774,10,365,4TEATS,10IN00677,NOTE10IN00677
2006643777,10,365,4TEATS,10IN00678,NOTE10IN00678
2006643780,10,365,NICE LAMB,10IN00679,NOTE10IN00679
2006643783,10,365,"4TEATS,PN",10IN00680,NOTE10IN00680
2006643802,10,365,4TEATS,10IN00682,NOTE10IN00682
2006643805,10,365,Sick,10IN00684,NOTE10IN00684
2006643812,10,365,SCOURS TX,10IN00685,NOTE10IN00685
2007643839,10,365,ENTROPION,10IN00687,NOTE10IN00687
2007643840,10,365,ENTROPION,10IN00688,NOTE10IN00688
2007643846,10,365,ENTROPION,10IN00689,NOTE10IN00689
2007643849,10,365,ENTROPION,10IN00690,NOTE10IN00690
2007643864,10,365,4TEATS,10IN00691,NOTE10IN00691
2007643872,10,365,4TEATS,10IN00692,NOTE10IN00692
2007643879,10,365,ENTROPION,10IN00694,NOTE10IN00694
2007643880,10,365,ENTROPION,10IN00695,NOTE10IN00695
2007643883,10,365,NICE LAMB,10IN00696,NOTE10IN00696
2007643886,10,365,NICE LAMB,10IN00697,NOTE10IN00697
2007643890,10,365,B. ovis pos.,10IN00698,NOTE10IN00698
2007643914,10,365,4TEATS,10IN00701,NOTE10IN00701
2007643918,10,365,4TEATS,10IN00702,NOTE10IN00702
2007643931,10,365,BRN.EARS,10IN00703,NOTE10IN00703
2007643934,10,365,B. ovis pos.,10IN00705,NOTE10IN00705
2007643937,10,365,4TEATS,10IN00707,NOTE10IN00707
2007643939,10,365,ENTR 4TEA,10IN00708,NOTE10IN00708
2007643951,10,365,4TEATS,10IN00710,NOTE10IN00710
2007643956,10,365,4TEATS,10IN00711,NOTE10IN00711
2007643966,10,365,4TEATS,10IN00712,NOTE10IN00712
2007643987,10,365,B. ovis pos.,10IN00714,NOTE10IN00714
2007643990,10,365,4TEATS,10IN00715,NOTE10IN00715
2007643994,10,365,4TEATS,10IN00717,NOTE10IN00717
2007644011,10,365,ENTROPION,10IN00719,NOTE10IN00719
2007644023,10,365,ENTROPION,10IN00720,NOTE10IN00720
2007644031,10,365,4TEATS,10IN00724,NOTE10IN00724
2007644034,10,365,ENTROPION,10IN00725,NOTE10IN00725
2007644036,10,365,ENTROPION,10IN00726,NOTE10IN00726
2007644044,10,365,NICE LAMB,10IN00728,NOTE10IN00728
2007644046,10,365,B. ovis pos.,10IN00729,NOTE10IN00729
2007644050,10,365,4TEATS,10IN00730,NOTE10IN00730
2007644056,10,365,NICE LAMB,10IN00731,NOTE10IN00731
2007644065,10,365,4TEATS,10IN00734,NOTE10IN00734
2007644071,10,365,ENTROPION,10IN00736,NOTE10IN00736
2007644078,10,365,Abscessnotcas,10IN00737,NOTE10IN00737
2007644081,10,365,4TEATS,10IN00738,NOTE10IN00738
2007644082,10,365,RF dead lame,10IN00739,NOTE10IN00739
2007644087,10,365,GIdysfunction,10IN00740,NOTE10IN00740
2007644090,10,365,B. ovis pos.,10IN00741,NOTE10IN00741
2007644104,10,365,4TEATS,10IN00744,NOTE10IN00744
2007644106,10,365,ENTROPION,10IN00745,NOTE10IN00745
2007644107,10,365,B. ovis pos.,10IN00746,NOTE10IN00746
2007644112,10,365,ENTROPION,10IN00747,NOTE10IN00747
2007644116,10,365,"ENTR,HAIR",10IN00748,NOTE10IN00748
2007644125,10,365,TAIL CHEW,10IN00749,NOTE10IN00749
2007644131,10,365,4TEATS,10IN00750,NOTE10IN00750
2007644144,10,365,NICE LAMB,10IN00752,NOTE10IN00752
2008644154,10,365,4TEATS,10IN00754,NOTE10IN00754
2008644159,10,365,Bovis +/high-,10IN00755,NOTE10IN00755
2008644168,10,365,4TEATS,10IN00756,NOTE10IN00756
2008644170,10,365,ENTROPION,10IN00758,NOTE10IN00758
2008644185,10,365,4TEATS,10IN00762,NOTE10IN00762
2008644192,10,365,4TEATS,10IN00764,NOTE10IN00764
2008644196,10,365,4TEATS,10IN00765,NOTE10IN00765
2008644201,10,365,4TEATS,10IN00767,NOTE10IN00767
2008644203,10,365,Bovis +/high-,10IN00768,NOTE10IN00768
2008644213,10,365,Sick,10IN00771,NOTE10IN00771
2008644214,10,365,ENTROPION,10IN00772,NOTE10IN00772
2008644226,10,365,ENTROPION,10IN00775,NOTE10IN00775
2008644230,10,365,ENTROPION,10IN00776,NOTE10IN00776
2008644239,10,365,B. ovis pos.,10IN00781,NOTE10IN00781
2008644241,10,365,Thin,10IN00782,NOTE10IN00782
2008644251,10,365,ENTROPION,10IN00784,NOTE10IN00784
2008644254,10,365,4TEATS,10IN00785,NOTE10IN00785
2008644266,10,365,NICE,10IN00786,NOTE10IN00786
2008644269,10,365,OPP TOO.,10IN00788,NOTE10IN00788
2008644277,10,365,4TEATS,10IN00790,NOTE10IN00790
2008644279,10,365,HAIRY,10IN00791,NOTE10IN00791
2008644285,10,365,4TEATS,10IN00793,NOTE10IN00793
2008644289,10,365,Bovis +/high-,10IN00794,NOTE10IN00794
2008644299,10,365,4T HAIRY,10IN00795,NOTE10IN00795
2008644302,10,365,4T HAIRY,10IN00796,NOTE10IN00796
2008644327,10,365,B. ovis pos.,10IN00800,NOTE10IN00800
2008644333,10,365,Biomedical,10IN00802,NOTE10IN00802
2008644336,10,365,4T HAIRY,10IN00803,NOTE10IN00803
2008644338,10,365,4T HAIRY,10IN00804,NOTE10IN00804
2008644341,10,365,4T BROKEN,10IN00805,NOTE10IN00805
2008644344,10,365,Thin,10IN00806,NOTE10IN00806
2008644353,10,365,4TEATS,10IN00808,NOTE10IN00808
2008644359,10,365,4T BRN.EA,10IN00812,NOTE10IN00812
2008644361,10,365,ENTROPION,10IN00813,NOTE10IN00813
2008644366,10,365,4TEATS,10IN00814,NOTE10IN00814
2008644376,10,365,4TEATS,10IN00815,NOTE10IN00815
2008644377,10,365,4TEATS,10IN00816,NOTE10IN00816
2008644378,10,365,4TEATS,10IN00817,NOTE10IN00817
2008644383,10,365,Thin,10IN00818,NOTE10IN00818
2008644393,10,365,Skinny,10IN00821,NOTE10IN00821
2008644396,10,365,E RT EYE,10IN00822,NOTE10IN00822
2008644400,10,365,Distendedrumn,10IN00823,NOTE10IN00823
2008644411,10,365,Systemicinfec,10IN00825,NOTE10IN00825
2002050317,10,365,Sick,10IN00827,NOTE10IN00827
2001112227,10,365,OK(HARD B,10IN00828,NOTE10IN00828
2001112357,10,365,THIN,10IN00829,NOTE10IN00829
2001112374,10,365,4TEATS,10IN00830,NOTE10IN00830
2001112541,10,365,RP,10IN00831,NOTE10IN00831
2001112771,10,365,LT SUCK1S,10IN00834,NOTE10IN00834
2001112779,10,365,Lameness,10IN00835,NOTE10IN00835
2001112894,10,365,THIN,10IN00836,NOTE10IN00836
2002113030,10,365,FLUID BY HEAR,10IN00838,NOTE10IN00838
2002113112,10,365,THIN,10IN00840,NOTE10IN00840
2002113150,10,365,GOOD MILK,10IN00841,NOTE10IN00841
2002113227,10,365,BLOODY MI,10IN00842,NOTE10IN00842
2002113241,10,365,Wolf,10IN00843,NOTE10IN00843
2002113254,10,365,Warty tits,10IN00844,NOTE10IN00844
2002113271,10,365,SM.BAG.OK,10IN00845,NOTE10IN00845
2002113338,10,365,THIN,10IN00847,NOTE10IN00847
2002113354,10,365,FOUND 12/,10IN00848,NOTE10IN00848
2002113358,10,365,"SW.BAG,LA",10IN00849,NOTE10IN00849
2002113425,10,365,THIN RACK,10IN00851,NOTE10IN00851
2002113448,10,365,Sick,10IN00853,NOTE10IN00853
2002113472,10,365,THIN,10IN00854,NOTE10IN00854
2002113592,10,365,ABS.LANCE,10IN00857,NOTE10IN00857
2002113600,10,365,FAT,10IN00858,NOTE10IN00858
2002113671,10,365,Jaw infection,10IN00860,NOTE10IN00860
2002113806,10,365,BOTHatONC,10IN00863,NOTE10IN00863
2002113830,10,365,THIN,10IN00865,NOTE10IN00865
2002113845,10,365,METRITIS.,10IN00866,NOTE10IN00866
2002113850,10,365,THIN,10IN00867,NOTE10IN00867
2002113879,10,365,MLTS/SHRU,10IN00868,NOTE10IN00868
2002113985,10,365,CoyotebiteRfl,10IN00870,NOTE10IN00870
2002114006,10,365,PLACENTIT,10IN00871,NOTE10IN00871
2003114060,10,365,BIG4HER,10IN00872,NOTE10IN00872
2003114063,10,365,THIN RACK,10IN00873,NOTE10IN00873
2003114085,10,365,NICE,10IN00874,NOTE10IN00874
2003114099,10,365,ABS.RR.FO,10IN00875,NOTE10IN00875
2003114123,10,365,Broken leg,10IN00877,NOTE10IN00877
2003114126,10,365,NICE,10IN00878,NOTE10IN00878
2003114155,10,365,"THIN, RP,",10IN00881,NOTE10IN00881
2003114159,10,365,FEET SPEC,10IN00882,NOTE10IN00882
2003114181,10,365,BIG4HER,10IN00883,NOTE10IN00883
2003114216,10,365,2nd18Hrs,10IN00884,NOTE10IN00884
2004114265,10,365,Ytex 2005,10IN00886,NOTE10IN00886
2004114270,10,365,4TEATS,10IN00888,NOTE10IN00888
2004114277,10,365,TAY,10IN00890,NOTE10IN00890
2004114298,10,365,SUCK1SIDE,10IN00892,NOTE10IN00892
2004114299,10,365,RPBadDiarrhea,10IN00893,NOTE10IN00893
2004114336,10,365,ONE WF+ON,10IN00895,NOTE10IN00895
