ID10,NOTE,YR,DAY,NOTEID
2013058075,HAIRY,13,85,LNOTE13LA01397
2013058082,HAIRY.DISGUSTIN,13,85,LNOTE13LA01416
2013058099,CHEWTAIL EULCER,13,86,LNOTE13LA01533
2013058105,1ST H,13,86,LNOTE13LA01569
2013058121,HAIRY,13,87,LNOTE13LA01721
2013058128,.,13,87,LNOTE13LA01754
2013058135,.,13,87,LNOTE13LA01811
2013058137,1ST,13,87,LNOTE13LA01835
2013058148,1ST,13,88,LNOTE13LA01956
2013058149,2ND,13,88,LNOTE13LA01957
2013058153,.,13,88,LNOTE13LA01961
2013058155,.,13,88,LNOTE13LA01974
2013058161,BR.EAR.TIPS,13,88,LNOTE13LA02001
2013058162,.,13,88,LNOTE13LA02005
2013058165,.,13,88,LNOTE13LA02029
2013058166,.,13,88,LNOTE13LA02030
2013058179,1ST,13,89,LNOTE13LA02125
2013058182,.,13,89,LNOTE13LA02128
2013058190,BLFRECKNEES,13,89,LNOTE13LA02143
2013058191,.,13,89,LNOTE13LA02150
2013058192,H.SMNUTSDnEuth,13,89,LNOTE13LA02151
2013058204,HAIRY,13,90,LNOTE13LA02257
2013058206,BRNECK.L.EAR,13,90,LNOTE13LA02264
2013058213,HAIRY,13,90,LNOTE13LA02298
2013058219,ALMOST.SMUT,13,90,LNOTE13LA02314
2013058220,ALMOST SMUT,13,90,LNOTE13LA02315
2013058223,.,13,90,LNOTE13LA02322
2013058229,.,13,90,LNOTE13LA02336
2013058231,SCOURS,13,90,LNOTE13LA02358
2013058247,.,13,91,LNOTE13LA02491
2013058248,Orph403>Graft,13,91,LNOTE13LA02492
2013058258,BRKSHOULDR EUTH,13,92,LNOTE13LA02520
2013058259,2ND.TAILCHEWED,13,92,LNOTE13LA02521
2013058269,HAIRY,13,93,LNOTE13LA02622
2013058270,P.UGLY.SHITSEUT,13,93,LNOTE13LA02623
2013058279,HAIRY,13,93,LNOTE13LA02656
2013058282,DEAD,13,93,LNOTE13LA02660
2013058283,.,13,93,LNOTE13LA02667
2013058291,SCOURS,13,93,LNOTE13LA02711
2013058298,CONTR.TENDONS,13,94,LNOTE13LA02749
2013058318,.,13,94,LNOTE13LA02813
2013058320,PINK.EARS,13,94,LNOTE13LA02833
2013058324,SCOURS,13,95,LNOTE13LA02870
2013058329,NICE LAMB,13,95,LNOTE13LA02899
2013058336,HAIRY,13,95,LNOTE13LA02933
2013058343,.,13,95,LNOTE13LA02946
2013058346,.,13,95,LNOTE13LA02966
2013058357,.,13,96,LNOTE13LA03010
2013058360,.,13,96,LNOTE13LA03018
2013058365,ENCEHALOPATHY,13,96,LNOTE13LA03028
2013058366,.,13,96,LNOTE13LA03029
2013058375,.,13,96,LNOTE13LA03052
2013058391,HIPLUXATEDEUTH,13,97,LNOTE13LA03155
2013058397,.,13,97,LNOTE13LA03173
2013058407,SCOURS,13,98,LNOTE13LA03225
2013058412,1ST,13,98,LNOTE13LA03260
2013058420,.,13,99,LNOTE13LA03318
2013058423,.,13,99,LNOTE13LA03326
2013058436,.,13,102,LNOTE13LA03485
2013058441,PINK,13,103,LNOTE13LA03514
2013058452,FUZZY,13,110,LNOTE13LA03638
2013058453,P.H.,13,111,LNOTE13LA03650
2013058456,P.,13,111,LNOTE13LA03653
2013119569,NICE.R,13,81,LNOTE13LA00803
2013119570,NICE.R,13,82,LNOTE13LA00958
2013119571,.,13,82,LNOTE13LA00980
2013119578,TRAUMA? EYEULCE,13,82,LNOTE13LA01034
2013119580,BRKNTAIL.POS,13,82,LNOTE13LA01036
2013119581,BRITCHY,13,83,LNOTE13LA01081
2013119589,.,13,83,LNOTE13LA01210
2013119590,.,13,84,LNOTE13LA01216
2013119593,SepticLHJntEuth,13,84,LNOTE13LA01261
2013119598,.,13,85,LNOTE13LA01383
2013119603,1ST,13,85,LNOTE13LA01414
2013119605,BR.EAR.TIPS,13,85,LNOTE13LA01434
2013119623,.,13,86,LNOTE13LA01598
2013119636,FUZZY,13,87,LNOTE13LA01829
2013119643,.,13,87,LNOTE13LA01878
2013119644,LFTendnAbscssEu,13,87,LNOTE13LA01879
2013119645,H20BELLY,13,87,LNOTE13LA01890
2013119646,2NDPersistLame,13,87,LNOTE13LA01891
2013119650,.,13,88,LNOTE13LA01901
2013119651,1ST.SCURS,13,88,LNOTE13LA01931
2013119652,2NDHardwareDz,13,88,LNOTE13LA01932
2013119663,BR.EARS,13,88,LNOTE13LA02020
2013119666,.,13,88,LNOTE13LA02031
2013119667,1ST,13,88,LNOTE13LA02034
2013119671,.,13,88,LNOTE13LA02047
2013119674,NICE,13,89,LNOTE13LA02108
2013119676,.,13,89,LNOTE13LA02162
2013119682,.,13,90,LNOTE13LA02253
2013119698,PINK.EARS,13,91,LNOTE13LA02438
2013119700,PINK.EARS,13,91,LNOTE13LA02441
2013119709,TOO.H BRNEARTIP,13,91,LNOTE13LA02488
2013119710,ALMOST.SMUT,13,91,LNOTE13LA02489
2013119712,NICE.R,13,92,LNOTE13LA02503
2013119718,2ND.VBRNRHOCK,13,92,LNOTE13LA02540
2013119731,.,13,92,LNOTE13LA02583
2013119739,SCOUR.RFemorJnt,13,93,LNOTE13LA02608
2013119762,BOWRFLEG.SCOURS,13,94,LNOTE13LA02717
2013119771,HAIRY,13,94,LNOTE13LA02800
2013119790,HAIRY,13,95,LNOTE13LA02860
2013119813,3RD.NORTNUT,13,95,LNOTE13LA02950
2013119816,1ST.WAYTOOHAIRY,13,96,LNOTE13LA03001
2013119825,.,13,96,LNOTE13LA03037
2013119827,VUGLY,13,96,LNOTE13LA03039
2013119828,.,13,96,LNOTE13LA03040
2013119838,.,13,97,LNOTE13LA03102
2013119847,.,13,97,LNOTE13LA03145
2013119861,.,13,97,LNOTE13LA03202
2013119882,.,13,99,LNOTE13LA03298
2013119891,.,13,99,LNOTE13LA03321
2013119895,.,13,99,LNOTE13LA03338
2013119906,HAIRY,13,100,LNOTE13LA03378
2013119933,1ST.SCURS,13,102,LNOTE13LA03478
2013119935,NICE LAMB,13,102,LNOTE13LA03483
2013119937,SCURS.BR.KNEES,13,102,LNOTE13LA03493
2013119942,BR.EAR.TIPS,13,103,LNOTE13LA03517
2013119959,NICE LAMB,13,108,LNOTE13LA03616
2013119976,.,13,117,LNOTE13LA03708
2013119977,.,13,118,LNOTE13LA03719
2013454678,H20BELLY.WEAK,13,69,LNOTE13LA00034
2013454680,SCOUR.RFABSCESS,13,71,LNOTE13LA00089
2013454689,1ST,13,72,LNOTE13LA00129
2013454690,2ND,13,72,LNOTE13LA00130
2013454691,HAIRY.LAMELH,13,72,LNOTE13LA00141
2013454694,.,13,72,LNOTE13LA00170
2013454695,HAIRY,13,72,LNOTE13LA00171
2013454704,PINK.SPLAYTEND,13,73,LNOTE13LA00214
2013454708,.,13,73,LNOTE13LA00227
2013454712,FUZZY,13,74,LNOTE13LA00233
2013454713,RSDCRYPTHAIRY,13,74,LNOTE13LA00234
2013454714,.,13,74,LNOTE13LA00235
2013454715,HAIRY,13,74,LNOTE13LA00236
2013454718,NICE.DAMLAMERF,13,74,LNOTE13LA00245
2013454720,.,13,74,LNOTE13LA00258
2013454725,.,13,74,LNOTE13LA00267
2013454732,.,13,74,LNOTE13LA00281
2013454733,NICE.T,13,75,LNOTE13LA00283
2013454735,NotLiveDeadOops,13,75,LNOTE13LA00290
2013454739,.,13,75,LNOTE13LA00294
2013454743,BRITCHY.SCOURS,13,75,LNOTE13LA00302
2013454749,NICE.T,13,75,LNOTE13LA00308
2013454753,HAIRY,13,75,LNOTE13LA00315
2013454754,BR.L.EAR,13,75,LNOTE13LA00319
2013454756,1ST,13,75,LNOTE13LA00322
2013454759,.,13,75,LNOTE13LA00325
2013454761,MassRUpperLip,13,75,LNOTE13LA00331
2013454765,1ST,13,75,LNOTE13LA00341
2013454767,SL.HAIRY,13,75,LNOTE13LA00350
2013454768,PINK.VUGLY,13,76,LNOTE13LA00352
2013454772,L.TAG.ABSCESS,13,76,LNOTE13LA00364
2013454775,TENDCONTRX,13,76,LNOTE13LA00372
2013454777,HAIRY.CR.F.LEGS,13,76,LNOTE13LA00374
2013454778,FUZZY,13,76,LNOTE13LA00375
2013454780,NICE.T.LAME.LH,13,76,LNOTE13LA00380
2013454781,SCOURS,13,76,LNOTE13LA00381
2013454782,.,13,76,LNOTE13LA00382
2013454783,.,13,76,LNOTE13LA00383
2013454790,FUZZY,13,76,LNOTE13LA00410
2013454800,.,13,76,LNOTE13LA00435
2013454809,.,13,77,LNOTE13LA00456
2013454812,1ST,13,77,LNOTE13LA00465
2013454818,.,13,77,LNOTE13LA00485
2013454821,InfxTypeUK.Euth,13,77,LNOTE13LA00490
2013454826,FUZZY,13,77,LNOTE13LA00503
2013454830,.,13,77,LNOTE13LA00509
2013454831,.,13,77,LNOTE13LA00510
2013454833,MONKEY.JAW,13,77,LNOTE13LA00494
2013454834,.,13,78,LNOTE13LA00518
2013454839,EYES.ULCERATED,13,78,LNOTE13LA00525
2013454841,FUZZY BRKRIBS,13,78,LNOTE13LA00531
2013454843,POS,13,78,LNOTE13LA00535
2013454844,HAIRY.POS,13,78,LNOTE13LA00536
2013454847,.,13,78,LNOTE13LA00540
2013454848,.,13,78,LNOTE13LA00541
2013454850,BRITCHY,13,78,LNOTE13LA00551
2013454883,.,13,79,LNOTE13LA00674
2013454890,.,13,80,LNOTE13LA00698
2013454891,.,13,80,LNOTE13LA00699
2013454892,.,13,80,LNOTE13LA00701
2013454896,.,13,80,LNOTE13LA00746
2013454897,BRK RIBS,13,80,LNOTE13LA00747
2013454898,BRITCHY,13,80,LNOTE13LA00752
2013454899,BR.KNEES.HOCKS,13,80,LNOTE13LA00762
2013454904,.,13,81,LNOTE13LA00774
2013454907,.,13,81,LNOTE13LA00793
2013454914,.,13,81,LNOTE13LA00818
2013454918,.,13,81,LNOTE13LA00831
2013454920,.,13,81,LNOTE13LA00854
2013454921,1ST,13,81,LNOTE13LA00856
2013454922,2ND,13,81,LNOTE13LA00857
2013454927,.,13,81,LNOTE13LA00898
2013454928,BRITCHY,13,81,LNOTE13LA00899
2013454932,.,13,81,LNOTE13LA00915
2013454933,ProlifOralMass,13,81,LNOTE13LA00916
2013454935,.,13,82,LNOTE13LA00929
2013454937,.,13,82,LNOTE13LA00931
2013454942,LHLEGDEFORMED,13,82,LNOTE13LA00956
2013454954,.,13,82,LNOTE13LA01046
2013454960,.,13,83,LNOTE13LA01089
2013454961,.,13,83,LNOTE13LA01090
2013454963,TAIL.CHEWED,13,83,LNOTE13LA01113
2013454965,.,13,83,LNOTE13LA01147
2013454966,.,13,83,LNOTE13LA01166
2013454973,.,13,83,LNOTE13LA01185
2013454977,.,13,83,LNOTE13LA01189
2013454981,.,13,83,LNOTE13LA01205
2013454985,.,13,84,LNOTE13LA01221
2013454994,2ND,13,84,LNOTE13LA01281
2013454996,.,13,84,LNOTE13LA01290
2013454999,.,13,84,LNOTE13LA01307
2013455009,NICE LAMB,13,84,LNOTE13LA01337
2013455021,1ST.L/D,13,85,LNOTE13LA01417
2013455027,.,13,85,LNOTE13LA01450
2013455028,.,13,85,LNOTE13LA01451
2013455031,.,13,85,LNOTE13LA01487
2013455038,HAIRY,13,86,LNOTE13LA01557
2013455050,HAIRY,13,86,LNOTE13LA01616
2013455052,.,13,86,LNOTE13LA01632
2013455053,.,13,86,LNOTE13LA01633
2013455054,H P,13,86,LNOTE13LA01639
2013455056,H,13,86,LNOTE13LA01652
2013455063,HAIRY,13,86,LNOTE13LA01665
2013455064,CONTR.TENDONS,13,86,LNOTE13LA01673
2013455066,PINK,13,86,LNOTE13LA01683
2013455076,PINK,13,86,LNOTE13LA01701
2013455089,40BRN NOT T,13,87,LNOTE13LA01767
2013455099,.,13,87,LNOTE13LA01841
2013455104,.,13,87,LNOTE13LA01871
2013455113,NotOnList,13,88,LNOTE13LA01915
2013455120,.,13,88,LNOTE13LA01972
2013455125,BR.SPOT.ON.BACK,13,88,LNOTE13LA01986
2013455131,.,13,88,LNOTE13LA02013
2013455136,HAIRY,13,88,LNOTE13LA02039
2013455140,.,13,88,LNOTE13LA02053
2013455148,.,13,89,LNOTE13LA02106
2013455158,.,13,89,LNOTE13LA02152
2013455160,.,13,89,LNOTE13LA02154
2013455162,.,13,89,LNOTE13LA02156
2013455167,.,13,89,LNOTE13LA02191
2013455171,1ST.VSLIGHTE2E,13,90,LNOTE13LA02237
2013455172,2ND.PINK,13,90,LNOTE13LA02238
2013455173,NICE LAMB,13,90,LNOTE13LA02243
2013455178,CONTR.LFCARPUS,13,90,LNOTE13LA02260
2013455180,1ST,13,90,LNOTE13LA02275
2013455183,.,13,90,LNOTE13LA02279
2013455184,.,13,90,LNOTE13LA02283
2013455185,STARVING,13,90,LNOTE13LA02288
2013455187,DROWNEDINSAC,13,90,LNOTE13LA02301
2013455193,LSMORE.DamEuth,13,90,LNOTE13LA02351
2013455194,.,13,90,LNOTE13LA02362
2013455196,.,13,90,LNOTE13LA02375
2013455198,.,13,90,LNOTE13LA02379
2013455200,HAIRY,13,91,LNOTE13LA02405
2013455220,NEURO LEGDEFORM,13,92,LNOTE13LA02555
2013455223,.,13,93,LNOTE13LA02640
2013455225,HAIRY,13,93,LNOTE13LA02659
2013455226,NICE LAMB,13,93,LNOTE13LA02688
2013455230,HAIRY,13,94,LNOTE13LA02779
2013455237,NICE.SCOURPneu,13,95,LNOTE13LA02891
2013455239,.,13,95,LNOTE13LA02932
2013455242,Perforated,13,95,LNOTE13LA02971
2013455250,.,13,97,LNOTE13LA03124
2013455251,.,13,97,LNOTE13LA03133
2013455260,.,13,98,LNOTE13LA03257
2013455262,VENTRICALSEPTAL,13,98,LNOTE13LA03270
2013455263,SCOURSMalnutrtn,13,99,LNOTE13LA03271
2013455266,.,13,99,LNOTE13LA03333
2013455267,HAIRY,13,100,LNOTE13LA03383
2013455268,.,13,100,LNOTE13LA03390
2013455269,HAIRY,13,100,LNOTE13LA03393
2013455276,.,13,105,LNOTE13LA03562
2013455277,LAXFETLOCKTENDN,13,105,LNOTE13LA03565
2013455278,PINK,13,106,LNOTE13LA03575
2013455282,LHDEADLAME.Euth,13,107,LNOTE13LA03586
2013455284,NICE LAMB,13,108,LNOTE13LA03606
2013455295,NICE LAMB,13,117,LNOTE13LA03707
2013455299,STRESSED BTH.,13,118,LNOTE13LA03715
2013455300,.,13,119,LNOTE13LA03720
2013501217,EUTH,13,77,LNOTE13LA00475
2013501221,L/D,13,78,LNOTE13LA00574
2013501222,SCOURS,13,78,LNOTE13LA00575
2013501238,EUTH PREMY,13,80,LNOTE13LA00731
2013501242,L/D hemorrage,13,80,LNOTE13LA00744
2013501243,L/D,13,80,LNOTE13LA00745
2013501246,.,13,80,LNOTE13LA00769
2013501247,.,13,80,LNOTE13LA00770
2013501249,CHECK,13,81,LNOTE13LA00789
2013501252,BL.EYES,13,81,LNOTE13LA00813
2013501255,BL.EYES,13,81,LNOTE13LA00821
2013501258,.,13,81,LNOTE13LA00840
2013501269,.,13,81,LNOTE13LA00872
2013501276,DISTICHEA,13,82,LNOTE13LA00934
2013501289,BRITCHY,13,82,LNOTE13LA00959
2013501290,BLK.LIPS,13,82,LNOTE13LA00965
2013501293,.,13,82,LNOTE13LA00978
2013501301,.,13,82,LNOTE13LA00997
2013501303,SL.E.L.EYE,13,82,LNOTE13LA01003
2013501315,PINK REYE ULCER,13,82,LNOTE13LA01051
2013501326,TAIL.CHEWED,13,83,LNOTE13LA01097
2013501331,VHAIRY.FRECFEET,13,83,LNOTE13LA01112
2013501332,H LR LAME,13,83,LNOTE13LA01115
2013501342,VHAIRY.BLKNEES,13,83,LNOTE13LA01137
2013501361,VHAIRY,13,84,LNOTE13LA01224
2013501372,VHAIRY,13,84,LNOTE13LA01278
2013501382,NICE LAMB,13,84,LNOTE13LA01316
2013501391,LF/H LAME EUTH,13,85,LNOTE13LA01374
2013501393,BL.R.KNEE,13,85,LNOTE13LA01394
2013501406,BR.EAR.TIPS,13,85,LNOTE13LA01433
2013501421,1ST 90BRN,13,85,LNOTE13LA01472
2013501422,70BRN,13,85,LNOTE13LA01473
2013501423,05BRN,13,85,LNOTE13LA01476
2013501442,H.20BLK,13,86,LNOTE13LA01577
2013501447,40BLK,13,86,LNOTE13LA01588
2013501476,H.P.,13,86,LNOTE13LA01699
2013501477,3BRKRIBS.EUTH,13,86,LNOTE13LA01700
2013501486,.,13,87,LNOTE13LA01733
2013501497,.,13,87,LNOTE13LA01772
2013501498,MalformdLFJoint,13,87,LNOTE13LA01773
2013501513,50BLK,13,87,LNOTE13LA01801
2013501525,BL.EAR.TIPS,13,87,LNOTE13LA01833
2013501534,EYE ULCER,13,87,LNOTE13LA01882
2013501535,NICE LAMB,13,87,LNOTE13LA01883
2013501556,FUZZY,13,88,LNOTE13LA01930
2013501572,.,13,88,LNOTE13LA01993
2013501575,1ST,13,88,LNOTE13LA02003
2013501585,.,13,88,LNOTE13LA02064
2013501593,VHAIRY,13,89,LNOTE13LA02088
2013501604,NICE LAMB,13,89,LNOTE13LA02113
2013501606,.,13,89,LNOTE13LA02144
2013501618,.,13,89,LNOTE13LA02316
2013501629,1STDEFORMEDLEGS,13,89,LNOTE13LA02197
2013501630,2ND.VHAIRY,13,89,LNOTE13LA02198
2013501634,FRECK.KNEES,13,89,LNOTE13LA02204
2013501640,2ND.LEarInfxEut,13,89,LNOTE13LA02215
2013501651,NICE LAMB,13,90,LNOTE13LA02246
2013501654,SCOURS,13,90,LNOTE13LA02249
2013501655,.,13,90,LNOTE13LA02250
2013501658,VHAIRY,13,90,LNOTE13LA02266
2013501660,.,13,90,LNOTE13LA02268
2013501661,PINK.EARS,13,90,LNOTE13LA02269
2013501668,DROWNEDINSAC,13,90,LNOTE13LA02293
2013501673,.,13,90,LNOTE13LA02311
2013501689,V.SLIGHT.E2E,13,90,LNOTE13LA02352
2013501691,NICE LAMB,13,90,LNOTE13LA02354
2013501694,.,13,90,LNOTE13LA02364
2013501696,VHAIRY,13,90,LNOTE13LA02367
2013501699,SCURS SCOURS,13,90,LNOTE13LA02380
2013501707,LEYE ULCER,13,91,LNOTE13LA02391
2013501725,.,13,91,LNOTE13LA02423
2013501727,PNKEARSRESPRBLM,13,91,LNOTE13LA02427
2013501731,.,13,91,LNOTE13LA02450
2013501738,1ST,13,91,LNOTE13LA02466
2013501744,NICE LAMB,13,91,LNOTE13LA02475
2013501754,VHAIRY SCOURS,13,92,LNOTE13LA02508
2013501757,P UGLY,13,92,LNOTE13LA02553
2013501770,NICE LAMB,13,92,LNOTE13LA02548
2013501776,85BLK,13,92,LNOTE13LA02578
2013501779,90BRN  SCOURS,13,92,LNOTE13LA02581
2013501782,H.P. SCOURS,13,92,LNOTE13LA02590
2013501784,HAIRY,13,92,LNOTE13LA02594
2013501788,H.80BLK SCOURS,13,93,LNOTE13LA02603
2013501809,30BLK,13,93,LNOTE13LA02650
2013501815,ATROPHY.IRIS,13,93,LNOTE13LA02662
2013501818,.,13,93,LNOTE13LA02671
2013501819,SCOURS,13,93,LNOTE13LA02672
2013501823,80BLK,13,93,LNOTE13LA02685
2013501839,.,13,94,LNOTE13LA02719
2013501850,.,13,94,LNOTE13LA02737
2013501863,50BLK.,13,94,LNOTE13LA02755
2013501883,1ST,13,94,LNOTE13LA02810
2013501886,.,13,94,LNOTE13LA02823
2013501894,VHAIRY,13,94,LNOTE13LA02839
2013501900,SCOURS,13,94,LNOTE13LA02850
2013501901,.,13,94,LNOTE13LA02851
2013501904,NICE LAMB,13,95,LNOTE13LA02864
2013501905,PINK.EARS,13,95,LNOTE13LA02867
2013501906,.,13,95,LNOTE13LA02868
2013501910,.,13,95,LNOTE13LA02884
2013501926,.,13,95,LNOTE13LA02917
2013501936,VHAIRY,13,95,LNOTE13LA02960
2013501940,1ST,13,95,LNOTE13LA02976
2013501947,.,13,96,LNOTE13LA02992
2013501962,.,13,96,LNOTE13LA03047
2013501967,1ST.HAIRY,13,96,LNOTE13LA03059
2013501968,2ND,13,96,LNOTE13LA03060
2013501969,HAIRY,13,96,LNOTE13LA03061
2013501990,HepatitisPneuEu,13,97,LNOTE13LA03107
2013501993,.,13,97,LNOTE13LA03112
2013501997,1ST,13,97,LNOTE13LA03149
2013644926,.,13,72,LNOTE13LA00153
2013644930,.,13,76,LNOTE13LA00355
2013644938,BRKLEG.CASTSORE,13,81,LNOTE13LA00845
2013644939,2ND,13,81,LNOTE13LA00846
2013644940,1ST,13,81,LNOTE13LA00887
2013644945,.,13,82,LNOTE13LA01017
2013644947,.,13,83,LNOTE13LA01095
2013644950,.,13,84,LNOTE13LA01355
2013644954,.,13,86,LNOTE13LA01606
2013644959,NICE LAMB,13,87,LNOTE13LA01828
2013644963,.,13,87,LNOTE13LA01855
2013644976,WEAKEuth4ArthLH,13,89,LNOTE13LA02227
2013644977,UGLY,13,90,LNOTE13LA02277
2013644978,.,13,90,LNOTE13LA02327
2013644979,NICE.K,13,91,LNOTE13LA02396
2013644984,DOWN.EUTH,13,91,LNOTE13LA02481
2013644986,PINK,13,98,LNOTE13LA03226
2013644988,INC RESP,13,99,LNOTE13LA03296
2013644994,.,13,113,LNOTE13LA03678
2013700994,LIVE/DEADfrozen,13,68,LNOTE13LA00018
2013700995,LIVE/DEADfrozen,13,68,LNOTE13LA00019
2013700996,05BRN,13,68,LNOTE13LA00021
2013700997,20BRN.DOWN.EUTH,13,68,LNOTE13LA00022
2013700998,L/DFrozen,13,69,LNOTE13LA00025
2013701001,30BRN.N SCOUR,13,69,LNOTE13LA00031
2013701003,15BLK.BRNEARS,13,70,LNOTE13LA00039
2013701006,25BLBR,13,70,LNOTE13LA00046
2013701008,15-20BRN,13,70,LNOTE13LA00053
2013701010,<10BLK.NICE,13,70,LNOTE13LA00055
2013701011,20BRN.BIGLAMB,13,70,LNOTE13LA00058
2013701012,40LTBRN,13,70,LNOTE13LA00059
2013701018,30BLK,13,70,LNOTE13LA00073
2013701020,Frozen?,13,71,LNOTE13LA00080
2013701023,.,13,71,LNOTE13LA00092
2013701024,10,13,71,LNOTE13LA00098
2013701032,1ST,13,72,LNOTE13LA00125
2013701045,10BLK.SCOURS,13,72,LNOTE13LA00150
2013701046,20BLK,13,72,LNOTE13LA00151
2013701047,40BLK,13,72,LNOTE13LA00152
2013701052,30BLK,13,73,LNOTE13LA00177
2013701054,90BLK,13,73,LNOTE13LA00181
2013701060,50BLK 1ST,13,73,LNOTE13LA00191
2013701061,50BLK 2ND,13,73,LNOTE13LA00192
2013701069,15BLK.NICE,13,73,LNOTE13LA00213
2013701072,50LTBRN,13,73,LNOTE13LA00228
2013701075,10BLK.NICE,13,74,LNOTE13LA00244
2013701078,40BLK,13,74,LNOTE13LA00249
2013701082,20BLK,13,74,LNOTE13LA00265
2013701085,1ST.BRITCHY,13,74,LNOTE13LA00276
2013701093,40BLK,13,75,LNOTE13LA00300
2013701111,50BLK.PARROTCUT,13,76,LNOTE13LA00390
2013701113,<10LTBRN,13,76,LNOTE13LA00394
2013701117,FRECKNOSE<05BR,13,76,LNOTE13LA00403
2013701118,20BLK,13,76,LNOTE13LA00404
2013701119,10GR,13,76,LNOTE13LA00405
2013701120,30BR/GR,13,76,LNOTE13LA00408
2013701121,70BR/GR,13,76,LNOTE13LA00409
2013701122,05BRN.Malnutrit,13,76,LNOTE13LA00412
2013701127,30LTBRN.NICE,13,76,LNOTE13LA00438
2013701128,15BRN,13,77,LNOTE13LA00444
2013701134,80BR/GR,13,77,LNOTE13LA00460
2013701137,80BRN,13,77,LNOTE13LA00480
2013701145,35GR,13,78,LNOTE13LA00543
2013701146,40BLK,13,78,LNOTE13LA00544
2013701151,10GR.NICE,13,78,LNOTE13LA00559
2013701157,POS.DUMB,13,78,LNOTE13LA00568
2013701158,10BRN,13,78,LNOTE13LA00581
2013701160,.,13,78,LNOTE13LA00588
2013701161,10BLK,13,78,LNOTE13LA00589
2013701168,20BLK,13,78,LNOTE13LA00602
2013701173,20BLK,13,79,LNOTE13LA00618
2013701174,30BLK,13,79,LNOTE13LA00619
2013701176,05BLK SCOURS,13,79,LNOTE13LA00638
2013701178,90BRN,13,79,LNOTE13LA00647
2013701182,~.3LT GRY,13,79,LNOTE13LA00654
2013701201,SWOLLEN KNEES,13,80,LNOTE13LA00729
2013701202,05BLK,13,80,LNOTE13LA00730
2013701208,<05BRN,13,81,LNOTE13LA00775
2013701209,<05BLK,13,81,LNOTE13LA00776
2013701210,TENDCONTFLEGS,13,81,LNOTE13LA00778
2013701213,15BR/GR.NICE,13,81,LNOTE13LA00801
2013701219,95BL/BR,13,81,LNOTE13LA00826
2013701221,75BRN,13,81,LNOTE13LA00830
2013701226,85BLColitisEuth,13,81,LNOTE13LA00859
2013701228,40BLK,13,81,LNOTE13LA00870
2013701241,05BLK,13,82,LNOTE13LA00927
2013701245,10BRN,13,82,LNOTE13LA00987
2013701250,40BRN,13,82,LNOTE13LA01021
2013701252,05BLK SCOURS,13,82,LNOTE13LA01028
2013701255,90BLK,13,82,LNOTE13LA01031
2013701257,25GR.NICE,13,83,LNOTE13LA01069
2013701262,70LTBRN,13,83,LNOTE13LA01125
2013701271,05BRN,13,83,LNOTE13LA01158
2013701273,25BLK,13,83,LNOTE13LA01191
2013701275,90BLK,13,83,LNOTE13LA01199
2013701282,25BRN SCOURS,13,84,LNOTE13LA01230
2013701283,80BLK,13,84,LNOTE13LA01238
2013701285,05BLK,13,84,LNOTE13LA01243
2013701294,60DKBRN,13,84,LNOTE13LA01295
2013701296,50BLK.NICE,13,84,LNOTE13LA01311
2013701299,05BLK,13,84,LNOTE13LA01315
2013701303,30BLK,13,84,LNOTE13LA01354
2013701310,50BLK,13,85,LNOTE13LA01393
2013701316,40BLK,13,85,LNOTE13LA01457
2013701317,50BRN,13,85,LNOTE13LA01459
2013701318,10BLK SCOURS,13,85,LNOTE13LA01460
2013701321,.,13,85,LNOTE13LA01474
2013701333,PericdPyeloneph,13,86,LNOTE13LA01525
2013701336,15BLK,13,86,LNOTE13LA01532
2013701338,95BLK,13,86,LNOTE13LA01541
2013701339,.,13,86,LNOTE13LA01552
2013701351,30BLK,13,86,LNOTE13LA01678
2013701355,90BLK,13,87,LNOTE13LA01740
2013701361,40BLK,13,87,LNOTE13LA01774
2013701369,1ST.25BLK,13,87,LNOTE13LA01813
2013701370,2ND.<05BRN,13,87,LNOTE13LA01814
2013701371,3RD.BRACHYGNATH,13,87,LNOTE13LA01815
2013701375,80LTBRN,13,87,LNOTE13LA01832
2013701379,40BLK,13,87,LNOTE13LA01870
2013701383,.,13,87,LNOTE13LA01887
2013701384,15BLK,13,88,LNOTE13LA01918
2013701390,35BRN,13,88,LNOTE13LA02017
2013701393,25BRN.NICE,13,88,LNOTE13LA02025
2013701395,5-10BL.Bloated,13,88,LNOTE13LA02055
2013701398,70BRN,13,89,LNOTE13LA02141
2013701403,40VLTBRN,13,89,LNOTE13LA02218
2013701406,90BLK.H SCOURS,13,90,LNOTE13LA02255
2013701407,95BRN.VH SCOURS,13,90,LNOTE13LA02256
2013701417,25BR/GR,13,90,LNOTE13LA02378
2013701424,40BRN.PNEUMONIA,13,91,LNOTE13LA02465
2013701425,40BLK TAILCHEWD,13,91,LNOTE13LA02486
2013701426,40BL.DUMB.POS,13,91,LNOTE13LA02487
2013701427,40BLK,13,92,LNOTE13LA02506
2013701431,30BL.LAME.LF,13,93,LNOTE13LA02619
2013701432,20BRN,13,93,LNOTE13LA02636
2013701434,20BLK,13,93,LNOTE13LA02646
2013701436,10BRN,13,93,LNOTE13LA02689
2013701437,HAIRY,13,94,LNOTE13LA02721
2013701439,BLSPOTBACKUmbil,13,94,LNOTE13LA02775
2013701441,05BRN.SEXYLAMB,13,94,LNOTE13LA02829
2013701446,90DKBRN.SCOURS,13,95,LNOTE13LA02930
