ID10,DAMID
2011500300,2009827791
2011500301,2009827791
2011500302,2009828173
2011500303,2009828173
2011500304,2009117976
2011500305,2010829415
2011500306,2010055749
2011500307,2009055355
2011500308,2009827866
2011500309,2009827866
2011500310,2009117567
2011500311,2009055214
2011500312,2009055214
2011500313,2009827860
2011500314,2009827860
2011500315,2009055447
2011500316,2009055447
2011500317,2009827962
2011500318,2009827962
2011500319,2010056415
2011500320,2010829358
2011500321,2009117955
2011500322,2009117955
2011500323,2009117964
2011500324,2009827980
2011500325,2009827980
2011500326,2010055686
2011500327,2009054665
2011500328,2009054665
2011500329,2009054665
2011500330,2009054664
2011500331,2009054664
2011500332,2009054664
2011500333,2009827731
2011500334,2009827731
2011500335,2009117940
2011500336,2009117940
2011500337,2009117607
2011500338,2009117607
2011500339,2010056147
2011500340,2009827646
2011500341,2009827646
2011500342,2009055244
2011500343,2009055244
2011500344,2009117939
2011500345,2009117939
2011500346,2009117634
2011500347,2009827967
2011500348,2009827967
2011500349,2009828015
2011500350,2009828015
2011500351,2009118013
2011500352,2009055043
2011500353,2009055043
2011500354,2009117683
2011500355,2009827876
2011500356,2009827876
2011500357,2009828048
2011500358,2009828048
2011500359,2009828099
2011500360,2009828099
2011500361,2009117970
2011500362,2009827998
2011500363,2009827998
2011500364,2009055180
2011500365,2009827984
2011500366,2009827984
2011500367,2010829408
2011500368,2009828119
2011500369,2009828119
2011500370,2009117925
2011500371,2009055470
2011500372,2009055470
2011500373,2009828071
2011500374,2009828071
2011500375,2009055215
2011500376,2009055215
2011500377,2010056100
2011500378,2009117996
2011500379,2009117996
2011500380,2010829063
2011500381,2009827777
2011500382,2010056048
2011500383,2010056048
2011500384,2009117635
2011500385,2009117635
2011500386,2010829510
2011500387,2010829346
2011500388,2009827906
2011500389,2009827906
2011500390,2009118007
2011500391,2009827825
2011500392,2010829265
2011500393,2009054911
2011500394,2009054911
2011500395,2009117728
2011500396,2009117728
2011500397,2009827865
2011500398,2009827865
2011500399,2009827572
2011500400,2009827572
2011500401,2009827973
2011500402,2009827973
2011500403,2009117729
2011500404,2009117759
2011500405,2009117759
2011500406,2010055813
2011500407,2010055813
2011500408,2009054588
2011500409,2009054588
2011500410,2009117956
2011500411,2009117956
2011500412,2009117491
2011500413,2009117625
2011500414,2009117625
2011500415,2009117456
2011500416,2010118167
2011500417,2009117571
2011500418,2009055266
2011500419,2009055266
2011500420,2009828070
2011500421,2009828070
2011500422,2009117482
2011500423,2009828190
2011500424,2009828190
2011500425,2009055305
2011500426,2009055305
2011500427,2009055305
2011500428,2009054807
2011500429,2009054807
2011500430,2009828160
2011500431,2009828160
2011500432,2009827930
2011500433,2009827930
2011500434,2009055187
2011500435,2009055187
2011500436,2009055187
2011500437,2010118274
2011500438,2009827804
2011500439,2010055751
2011500440,2009118031
2011500441,2009828021
2011500442,2009828021
2011500443,2009054899
2011500444,2009054899
2011500445,2009117622
2011500446,2009117622
2011500447,2009055048
2011500448,2009117749
2011500449,2009117837
2011500450,2009117837
2011500451,2009117575
2011500452,2009117842
2011500453,2009117842
2011500454,2009828274
2011500455,2009828274
2011500456,2010118268
2011500457,2009118002
2011500458,2009118002
2011500459,2010056306
2011500460,2009117565
2011500461,2009827687
2011500462,2009827687
2011500463,2009828205
2011500464,2010055933
2011500465,2010055933
2011500466,2009827834
2011500467,2009827834
2011500468,2009117968
2011500469,2009117968
2011500470,2009117508
2011500471,2009117819
2011500472,2009117819
2011500473,2009117536
2011500474,2009117536
2011500475,2010829525
2011500476,2010829525
2011500477,2009117823
2011500478,2009054817
2011500479,2009054817
2011500480,2009117523
2011500481,2010118499
2011500482,2010118193
2011500483,2010829095
2011500484,2009117570
2011500485,2009117606
2011500486,2009117606
2011500487,2010055603
2011500488,2010055768
2011500489,2010055752
2011500490,2010055752
2011500491,2010829020
2011500492,2010056055
2011500493,2010118415
2011500494,2010118553
2011500495,2010829565
2011500496,2010118461
2011500497,2010056018
2011500498,2010829096
2011500499,2010056438
2011500500,2010056438
2011644738,2008644410
2011644739,2008644410
2011644740,2009644439
2011644741,2003642915
2011644742,2003642915
2011644743,2003642915
2011644744,2005643240
2011644745,2005643240
2011644746,2005643240
2011644747,2004643072
2011644748,2004643072
2011644749,2008826550
2011644750,2009644599
2011644751,2008826208
2011644752,2007643931
2011644753,2007643931
2011644754,2007644106
2011644755,2007644106
2011644756,2005643514
2011644757,2005643514
2011644758,2007644041
2011644759,2005643522
2011644760,2005643522
2011644761,2008644355
2011644762,2006643663
2011644763,2006643663
2011644764,2005643446
2011644765,2005643446
2011644766,2008644299
2011644767,2008644299
2011644768,2008644169
2011644769,2005643580
2011644770,2005643580
2011644771,2009644505
2011644772,2009644505
2011644773,2009644545
2011644774,2009644545
2011644775,2008644344
2011644776,2005643280
2011644777,2005643280
2011644778,2007644026
2011644779,2007644026
2011644780,2008644383
2011644781,2007644071
2011644782,2007644071
2011644783,2007644071
2011644784,2007644071
2011644785,2009644581
2011644786,2009644460
2011644787,2008644230
2011644788,2008644230
2011644789,2004643029
2011644790,2004643029
2011644791,2008644357
2011644792,2008644357
2011644793,2006643763
2011644794,2007643966
2011644795,2007643966
2011644796,2006643694
2011644797,2006643694
2011644798,2005643352
2011644799,2007643991
2011644800,2007643991
2011644801,2009644457
2011644802,2009644457
2011644803,2005643363
2011644804,2005643363
2011644805,2005643363
2011644806,2009644422
2011644807,2009644510
2011644808,2009644552
2011644809,2009644552
2011644810,2008644361
2011644811,2008644361
2011644812,2004643032
2011644813,2008644154
2011644814,2008644154
2011644815,2006643681
2011644816,2006643681
2011644817,2008644174
2011644818,2008644174
2011644819,2007644029
2011644820,2007644029
2011644821,2007644144
2011644822,2007644144
2011644823,2007644023
2011644824,2007644023
2011644825,2010644609
2011644826,2010644689
2011644827,2005643564
2011644828,2005643564
2011644829,2005643564
2011644830,2006643737
2011644831,2006643737
2011644832,2008644377
2011644833,2009644601
2011644834,2006643720
2011644835,2009644498
2011644836,2009644451
2011644837,2009644451
2011644838,2007643976
2011644839,2007643976
2011644840,2004643013
2011644841,2004643013
2011644842,2009644591
2011644843,2005643283
2011644844,2005643283
2011644845,2008644336
2011644846,2007643933
2011644847,2007643933
2011644848,2006643656
2011644849,2010644686
2011644850,2010644674
2011644851,2010644683
2011644852,2010644649
2011644853,2010644628
2011644854,2008644266
2011644855,2008644266
2011644856,2005643544
2011644857,2005643544
2011700240,2009827735
2011700241,2009827735
2011700242,2008827088
2011700243,2009827310
2011700244,2009827359
2011700245,2009827359
2011700246,2009827297
2011700247,2009827297
2011700248,2009827593
2011700249,2008826502
2011700250,2008826502
2011700251,2009827933
2011700252,2009827387
2011700253,2008826082
2011700254,2007824729
2011700255,2007824729
2011700256,2007824910
2011700257,2007824910
2011700258,2007824910
2011700259,2009827433
2011700260,2009827433
2011700261,2009827433
2011700262,2007825079
2011700263,2007825079
2011700264,2009700017
2011700265,2008826235
2011700266,2008826291
2011700267,2007824797
2011700268,2009827293
2011700269,2009700001
2011700270,2009700001
2011700271,2009827225
2011700272,2008826134
2011700273,2008826134
2011700274,2008826536
2011700275,2008826536
2011700276,2009827458
2011700277,2009827458
2011700278,2009827992
2011700279,2008826208
2011700280,2008826208
2011700281,2009644599
2011700282,2008826550
2011700283,2009827250
2011700284,2009827250
2011700285,2009827660
2011700286,2009827660
2011700287,2007825491
2011700288,2007825491
2011700289,2008826812
2011700290,2007824487
2011700291,2008826292
2011700292,2008826292
2011700293,2009827798
2011700294,2009827798
2011700295,2009827790
2011700296,2009827790
