PREDICTEDID10,PREFERREDDAM,PREFDAMBRD,PREFERREDSIRE,PREFSIREBRD
2022124455,2019122135,12,US70202135,70
D202219631,2019121963,12,US83201963,83
D202219632,2019121963,12,US83201963,83
2022840482,2017834673,83,US70184673,70
2022840483,2017834673,83,US70184673,70
D202276861,2020457686,45,US83217686,83
2022124456,2017121365,12,US70181365,70
2022458147,2019457282,45,2019457235,45
2022458148,2019457282,45,2019457235,45
2022124457,2020122936,12,US70212936,70
2022124458,2020122936,12,US70212936,70
2022124459,2020122936,12,US70212936,70
2022458152,2017456805,45,2016006883,00
2022458153,2017456805,45,2016006883,00
2022520287,2021520101,52,2016000041,00
2022458154,2019457411,45,US83207411,83
2022124460,2020123002,12,US70213002,70
2022124461,2020123002,12,US70213002,70
2022458155,2019457266,45,2019457228,45
2022458156,2019457266,45,2019457228,45
2022124462,2020122689,12,US70212689,70
2022124463,2020122689,12,US70212689,70
2022840484,2021123290,12,US83223290,83
2022840485,2021123290,12,US83223290,83
2022840486,2021123403,12,US83223403,83
2022840487,2021123403,12,US83223403,83
2022458157,2018456997,45,US83196997,83
2022458158,2018456997,45,US83196997,83
2022458159,2018456997,45,US83196997,83
2022124464,2020122969,12,2020122793,12
2022124465,2020122969,12,2020122793,12
2022124466,2019122123,12,US70202123,70
2022124467,2019122123,12,US70202123,70
2022124468,2020123134,12,US70213134,70
2022124469,2020123134,12,US70213134,70
2022458160,2019457292,45,US83207292,83
2022458161,2019457292,45,US83207292,83
2022458162,2020457512,45,US83217512,83
2022703642,2021702972,70,US70222972,70
2022520288,2021520093,52,2017000040,00
2022520289,2021520093,52,2017000040,00
2022124470,2016120847,12,US83170847,83
2022124471,2016120847,12,US83170847,83
2022124472,2016120847,12,US83170847,83
2022124473,2019121979,12,2018121872,12
2022124474,2019121979,12,2018121872,12
D202219793,2019121979,12,2018121872,12
2022458163,2019457338,45,2019457226,45
2022458164,2019457338,45,2019457226,45
2022520290,2021520066,52,2017000040,00
2022124475,2020122866,12,2020123035,12
2022124476,2020122866,12,2020123035,12
2022124477,2017121353,12,US70181353,70
2022124478,2017121353,12,US70181353,70
2022840488,2021123434,12,US83223434,83
2022458165,2020457517,45,2020457474,45
D202275172,2020457517,45,2020457474,45
2022520291,2020000122,00,2019000155,00
2022520292,2020000122,00,2019000155,00
2022458166,2017456623,45,US70186623,70
2022458167,2017456623,45,US70186623,70
2022840489,2021457924,45,US70227924,70
2022840490,2021457924,45,US70227924,70
2022124479,2017121374,12,2015001941,00
2022124480,2017121374,12,2015001941,00
2022124481,2017121374,12,2015001941,00
2022124482,2018121535,12,US83191535,83
2022124483,2018121535,12,US83191535,83
2022124484,2018121535,12,US83191535,83
2022840491,2021123445,12,US83223445,83
2022124485,2016120906,12,2015120583,12
2022124486,2016120906,12,2015120583,12
2022840492,2021123623,12,US83223623,83
2022124487,2019122071,12,US70202071,70
2022124488,2019122071,12,US70202071,70
2022840493,2021123746,12,US70223746,70
2022520293,2019000134,00,2019000155,00
2022520294,2019000134,00,2019000155,00
2022520295,2019000134,00,2019000155,00
2022520296,2019000134,00,2019000155,00
2022840494,2021123783,12,US83223783,83
2022840495,2021123783,12,US83223783,83
2022840496,2021123636,12,US70223636,70
2022124489,2020122749,12,2020123096,12
D202227492,2020122749,12,2020123096,12
2022840497,2021457830,45,US70227830,70
2022840498,2016833797,83,2016001499,00
2022840499,2016833797,83,2016001499,00
2022124490,2020123220,12,US70213220,70
2022840500,2021839036,83,US70229036,70
2022840501,2021123825,12,US83223825,83
2022124492,2020122928,12,US83212928,83
2022124493,2020122928,12,US83212928,83
2022840502,2021123665,12,US70223665,70
2022840503,2021123665,12,US70223665,70
D202220581,2019122058,12,US83202058,83
2022840504,2021838934,83,US83228934,83
2022840505,2021645416,64,US70225416,70
2022124494,2019122206,12,2018121612,12
2022124495,2019122206,12,2018121612,12
2022840506,2021123350,12,US83223350,83
2022124496,2016120930,12,2015001125,00
D202209302,2016120930,12,2015001125,00
2022124497,2016120930,12,2015001125,00
2022124498,2016120930,12,2015001125,00
2022840507,2021838645,83,US70228645,70
2022840508,2021838645,83,US70228645,70
2022124499,2019122236,12,US83202236,83
2022124500,2019122236,12,US83202236,83
2022840509,2021457892,45,US70227892,70
2022840510,2021838644,83,US83228644,83
2022458168,2020457648,45,US70217648,70
2022840511,2021123411,12,US70223411,70
2022458169,2017456858,45,US83186858,83
2022124501,2020122836,12,US70212836,70
2022124502,2020122836,12,US70212836,70
2022124503,2017121341,12,US00181341,00
2022124504,2017121341,12,US00181341,00
2022124505,2017121341,12,US00181341,00
2022458170,2020457547,45,2020457605,45
2022124506,2018121928,12,US83191928,83
2022124507,2018121928,12,US83191928,83
2022124508,2018121928,12,US83191928,83
2022703643,2020702425,70,US70222425,70
2022703644,2020702425,70,US70222425,70
2022124509,2018121765,12,US70191765,70
2022124510,2018121765,12,US70191765,70
2022124511,2018121765,12,US70191765,70
2022840512,2021457768,45,US70227768,70
2022520297,2017000026,00,2016000041,00
2022520298,2017000026,00,2016000041,00
2022124491,2020123220,12,US70213220,70
2022458171,2017456825,45,2016456516,45
2022124512,2016121074,12,US00171074,00
2022124513,2016121074,12,US00171074,00
2022520299,2017000007,00,2016000041,00
2022520300,2017000007,00,2016000041,00
2022520301,2017000007,00,2016000041,00
2022124514,2018121796,12,US83191796,83
2022124515,2018121796,12,US83191796,83
2022124516,2020122737,12,US70212737,70
2022124517,2020122737,12,US70212737,70
2022703645,2021703128,70,US70223128,70
2022840513,2021838954,83,US70228954,70
2022840514,2021123526,12,US70223526,70
2022840515,2021123526,12,US70223526,70
2022840516,2021702883,70,US83222883,83
2022124518,2020122794,12,2020122766,12
2022124519,2020122794,12,2020122766,12
2022840517,2021645434,64,US70225434,70
2022703646,2015701734,70,2013701151,70
2022840518,2021457769,45,US83227769,83
2022840519,2021061283,06,US83221283,83
2022840520,2021061283,06,US83221283,83
2022840521,2021839428,83,US70229428,70
2022124520,2020122704,12,US83212704,83
2022124521,2020122704,12,US83212704,83
2022124522,2020122776,12,2019122555,12
2022840522,2021123599,12,US70223599,70
2022840523,2021457911,45,US70227911,70
2022124523,2020122740,12,US70212740,70
2022124524,2020122930,12,2020123138,12
2022840524,2021123366,12,US70223366,70
2022840525,2021457720,45,US70227720,70
2022124525,2016121068,12,US00171068,00
2022124526,2016121068,12,US00171068,00
2022458172,2019457301,45,US83207301,83
2022458173,2019457301,45,US83207301,83
2022458174,2019457301,45,US83207301,83
2022520302,2020000150,00,2019000155,00
2022520303,2020000150,00,2019000155,00
2022840526,2021123820,12,US70223820,70
2022840527,2021123820,12,US70223820,70
2022840528,2021123728,12,US83223728,83
2022840529,2021123728,12,US83223728,83
2022124527,2019122077,12,US83202077,83
2022124528,2019122077,12,US83202077,83
2022124529,2019122077,12,US83202077,83
2022124530,2018121845,12,US83191845,83
2022124531,2018121845,12,US83191845,83
2022703647,2021703024,70,US70223024,70
2022840530,2021703036,70,US83223036,83
2022840531,2021703036,70,US83223036,83
2022840532,2021457855,45,US83227855,83
2022840533,2019121976,12,US83201976,83
2022840534,2019121976,12,US83201976,83
2022124532,2018121699,12,2018121872,12
2022124533,2018121699,12,2018121872,12
2022840535,2021123487,12,US70223487,70
2022840536,2021839653,83,US70229653,70
2022510708,2021061361,06,US70221361,70
D202220561,2019122056,12,US83202056,83
D202220562,2019122056,12,US83202056,83
2022840537,2021838977,83,US70228977,70
2022840538,2021838813,83,US70228813,70
2022124534,2017121443,12,US83181443,83
2022124535,2017121443,12,US83181443,83
D202214433,2017121443,12,US83181443,83
2022703648,2020702616,70,US70212616,70
2022124536,2016120993,12,2014001500,00
2022840539,2016059393,05,2014058507,05
2022840540,2016059393,05,2014058507,05
2022840541,2016059393,05,2014058507,05
D202293934,2016059393,05,2014058507,05
2022458175,2020457655,45,2019457329,45
2022840542,2021457835,45,US83227835,83
2022840543,2021839648,83,US70229648,70
2022840544,2021123733,12,US83223733,83
2022840545,2021123733,12,US83223733,83
2022840546,2017121342,12,2017121387,12
2022840547,2017121342,12,2017121387,12
2022124537,2016120995,12,US70170995,70
D202230731,2020123073,12,US70213073,70
2022840548,2021838956,83,US83228956,83
2022840549,2020122837,12,US70222837,70
2022840550,2020122837,12,US70222837,70
2022840551,2021061383,06,US83221383,83
2022840552,2021123855,12,US70223855,70
2022840553,2021123855,12,US70223855,70
D202230791,2021703079,70,2021703011,70
D202200981,2021520098,52,2021000305,00
2022840094,2021061440,06,US83221440,83
2022840095,2021061440,06,US83221440,83
2022840554,2021457739,45,US70227739,70
2022703649,2016701857,70,US83171857,83
2022703650,2016701857,70,US83171857,83
2022840555,2021838538,83,US83228538,83
2022840556,2021123770,12,US70223770,70
2022840557,2021703110,70,US83223110,83
2022840558,2021703110,70,US83223110,83
2022840559,2021702960,70,US83222960,83
2022840560,2021839143,83,US70229143,70
2022840561,2021839430,83,US70229430,70
2022840562,2019060615,06,US83200615,83
2022840563,2019060615,06,US83200615,83
2022840564,2015832749,83,2016006582,00
2022840565,2021123558,12,US70223558,70
2022703651,2020702696,70,US70222696,70
2022703652,2020702696,70,US70222696,70
D202228091,2021702809,70,US70222809,70
2022840566,2020457615,45,US70217615,70
2022840567,2019457359,45,US70207359,70
2022840568,2018060009,06,US64190009,64
2022840569,2018060009,06,US64190009,64
2022840570,2017121328,12,US00181328,00
2022840571,2017121328,12,US00181328,00
2022840572,2021839129,83,US70229129,70
D202302861,2022840286,84,2022839958,83
D202315031,2022061503,06,2022061761,06
D202323181,2019702318,70,US83202318,83
D202302671,2022840267,84,2022839808,83
D202399001,2022839900,83,US83239900,83
2023703653,2022703167,70,US70233167,70
D202331672,2022703167,70,US70233167,70
2023520346,2018000153,00,2019000155,00
2023520347,2018000153,00,2019000155,00
2023840573,2022839907,83,US70239907,70
D202399072,2022839907,83,US70239907,70
2023703654,2020702474,70,US70212474,70
2023703655,2019702398,70,2019702356,70
2023703656,2019702398,70,2019702356,70
2023703657,2021702851,70,US83222851,83
2023703658,2021702851,70,US83222851,83
2023840574,2022703239,70,US83233239,83
D202301591,2022520159,52,2022000519,00
D202301592,2022520159,52,2022000519,00
2023840575,2022520272,52,US70230272,70
D202315741,2022061574,06,US06231574,06
D202315742,2022061574,06,US06231574,06
D202398021,2022839802,83,US83239802,83
2023840576,2022458141,45,US70238141,70
D202381412,2022458141,45,US70238141,70
D202301821,2022520182,52,2021000520,00
2023703659,2019702369,70,US70202369,70
2023703660,2019702369,70,US70202369,70
D202301451,2020000145,00,2020000154,00
D202301452,2020000145,00,2020000154,00
D202344731,2022124473,12,2021123360,12
2023520348,2020000319,00,2021000304,00
2023520349,2020000319,00,2021000304,00
2023520350,2020000319,00,2021000304,00
2023520351,2019000141,00,2020000154,00
2023520352,2019000141,00,2020000154,00
2023703661,2021838910,83,US70228910,70
2023703662,2021838910,83,US70228910,70
2023703663,2021703024,70,US70223024,70
D202330242,2021703024,70,US70223024,70
2023520353,2020000130,00,2019000155,00
2023520354,2020000130,00,2019000155,00
2023703664,2017834249,83,2016833332,83
D202342492,2017834249,83,2016833332,83
D202354641,2022645464,64,2021645435,64
D202344481,2022124448,12,2022124162,12
D202330041,2021703004,70,US83223004,83
2023840577,2021838728,83,2020837944,83
2023840578,2021838728,83,2020837944,83
D202337131,2021123713,12,US83223713,83
2023520355,2021520053,52,2021000304,00
D202335221,2021123522,12,US83223522,83
D202335222,2021123522,12,US83223522,83
D202307061,2022510706,51,2022839808,83
D202307062,2022510706,51,2022839808,83
D202316491,2022061649,06,2021061231,06
2023703665,2019702354,70,2019702280,70
2023703666,2019702354,70,2019702280,70
D202380341,2022458034,45,2022457959,45
D202380342,2022458034,45,2022457959,45
2023840580,2022839824,83,US70239824,70
2023840581,2022703348,70,US83233348,83
2023840582,2022061742,06,US83231742,83
2023840583,2022061742,06,US83231742,83
2023703667,2022703279,70,US70233279,70
D202302711,2022520271,52,2021000705,00
D202302712,2022520271,52,2021000705,00
2023703668,2021839298,83,US83229298,83
2023703669,2021702975,70,US70222975,70
2023703670,2021702975,70,US70222975,70
2023703671,2021702975,70,US70222975,70
2023520356,2021520089,52,2021000305,00
2023520357,2021520089,52,2021000305,00
2023840584,2022839831,83,US83239831,83
2023840585,2022839831,83,US83239831,83
2023840586,2022839800,83,US70239800,70
2023703672,2020837856,83,2019836650,83
D202316151,2022061615,06,2021061164,06
D202317361,2022061736,06,2022061481,06
2023840587,2022124396,12,US83234396,83
2023840588,2022061530,06,US70231530,70
2023840589,2022061530,06,US70231530,70
2023840590,2020837993,83,US70217993,70
2023840591,2020837993,83,US70217993,70
D202335381,2022703538,70,2022703412,70
2023840592,2019836360,83,US83206360,83
2023840593,2019836360,83,US83206360,83
2023703673,2019702259,70,US70202259,70
2023703674,2019702259,70,US70202259,70
2023703675,2019702259,70,US70202259,70
2023840579,2017059614,05,2016059384,05
D202396142,2017059614,05,2016059384,05
D202396143,2017059614,05,2016059384,05
D202332571,2016833257,83,2014003203,00
2023840594,2016833257,83,2014003203,00
2023703676,2019702371,70,US83202371,83
2023703677,2019702371,70,US83202371,83
2023703678,2019702371,70,US83202371,83
2023840595,2022839861,83,US83239861,83
2023840596,2022839861,83,US83239861,83
2023840597,2019836940,83,US70206940,70
2023840598,2019836940,83,US70206940,70
2023703679,2022703447,70,US70233447,70
2023703680,2022703447,70,US70233447,70
2023840599,2018835296,83,2018835314,83
2023840600,2018835296,83,2018835314,83
D202352963,2018835296,83,2018835314,83
D202317451,2022061745,06,US06231745,06
D202317452,2022061745,06,US06231745,06
D202317453,2022061745,06,US06231745,06
2023703681,2016701785,70,US83171785,83
D202317852,2016701785,70,US83171785,83
2023840601,2022840255,84,US83230255,83
D202397731,2022839773,83,2022839805,83
2023840602,2022703587,70,US70233587,70
2023840603,2022703587,70,US70233587,70
2023520358,2020000135,00,2020000154,00
2023520359,2020000135,00,2020000154,00
2023840604,2018835224,83,US83195224,83
2023703682,2020702626,70,US70212626,70
2023840605,2020838184,83,US83218184,83
2023840606,2020838184,83,US83218184,83
2023520360,2020000329,00,2021000304,00
2023520361,2020000329,00,2021000304,00
2023061768,2021061169,06,US83221169,83
2023061769,2021061169,06,US83221169,83
2023520362,2018000039,00,2017000040,00
2023520363,2018000039,00,2017000040,00
2023703683,2021702824,70,2021702820,70
2023703684,2021702824,70,2021702820,70
2023703685,2021702858,70,2021703011,70
2023703686,2021702858,70,2021703011,70
2023840607,2022840121,84,US83230121,83
2023840608,2022840121,84,US83230121,83
2023840609,2021839431,83,US70229431,70
2023061770,2020060970,06,US83210970,83
2023061771,2020060970,06,US83210970,83
2023703687,2020702745,70,US70212745,70
D202327452,2020702745,70,US70212745,70
2023703688,2020702464,70,US70212464,70
2023703689,2020702464,70,US70212464,70
2023703690,2020702464,70,US70212464,70
2023061772,2021061127,06,US83221127,83
2023061773,2021061127,06,US83221127,83
2023703691,2018702030,70,US00192030,00
2023703692,2018702030,70,US00192030,00
D202315351,2022061535,06,2021061231,06
D202315352,2022061535,06,2021061231,06
2023840610,2022839854,83,US70239854,70
2023840611,2021838920,83,US83228920,83
2023840612,2021838920,83,US83228920,83
2023840613,2020837844,83,US83217844,83
2023840614,2020837755,83,US70217755,70
2023840615,2020837755,83,US70217755,70
2023840616,2022839922,83,US83239922,83
2023840617,2022839922,83,US83239922,83
2023840618,2016004127,00,2016833283,83
D202341272,2016004127,00,2016833283,83
2023840619,2016004120,00,2015004086,00
2023840620,2016004120,00,2015004086,00
2023061774,2021061057,06,US70221057,70
2023061775,2021061057,06,US70221057,70
2023840621,2022703649,70,US83233649,83
2023840622,2021645420,64,2020837724,83
2023840623,2021645420,64,2020837724,83
2023840624,2020838280,83,US70218280,70
D202335382,2022703538,70,2022703412,70
2023510709,2022061522,06,US70231522,70
2023840625,2020837515,83,US70217515,70
2023840626,2020837515,83,US70217515,70
2023061776,2021061306,06,US70221306,70
2023061777,2021061306,06,US70221306,70
2023840627,2021838775,83,2021838627,83
2023061778,2019060389,06,US83200389,83
2023061779,2019060389,06,US83200389,83
2023061780,2019060389,06,US83200389,83
2023840628,2022061714,06,US83231714,83
2023840629,2021839143,83,US70229143,70
D202391432,2021839143,83,US70229143,70
2023840630,2022703212,70,US83233212,83
2023061781,2018060309,06,US83190309,83
2023061782,2018060309,06,US83190309,83
2023061783,2018060309,06,US83190309,83
2023703694,2021703020,70,2021702820,70
2023703693,2021703020,70,2021702820,70
2023510710,2022061692,06,US70231692,70
2023840631,2018835393,83,US70195393,70
2023840632,2018835393,83,US70195393,70
D202332701,2022703270,70,US70233270,70
2023510711,2022061685,06,US70231685,70
2023510712,2022061685,06,US70231685,70
2023840633,2019836790,83,US83206790,83
2023840634,2019836790,83,US83206790,83
2023703695,2019702226,70,US70202226,70
2023703696,2019702226,70,US70202226,70
2023703697,2021702787,70,US83222787,83
2023061784,2016059393,05,2014058507,05
2023061785,2016059393,05,2014058507,05
2023061786,2016059393,05,2014058507,05
2023703698,2020702627,70,2019702208,70
2023061787,2018060175,06,US00190175,00
2023061788,2018060175,06,US00190175,00
2023840635,2022839788,83,US83239788,83
2023703699,2022703243,70,US70233243,70
2023840636,2020837583,83,2020837671,83
2023840637,2020837583,83,2020837671,83
2023703700,2021703087,70,US83223087,83
2023703701,2021703087,70,US83223087,83
D202341641,2022124164,12,2021123301,12
2023061789,2021061320,06,US70221320,70
2023061790,2021061320,06,US70221320,70
2023840638,2022839975,83,US83239975,83
2023840639,2022839975,83,US83239975,83
2023840640,2022124300,12,US70234300,70
2023510713,2022061502,06,US70231502,70
2023510714,2022061502,06,US70231502,70
2023840641,2021839038,83,2020837780,83
D202390382,2021839038,83,2020837780,83
2023840642,2016833636,83,2014003203,00
2023840643,2016833636,83,2014003203,00
2023840644,2019836466,83,US83206466,83
2023840645,2019836466,83,US83206466,83
2023840646,2021839036,83,US70229036,70
2023840647,2021839036,83,US70229036,70
2023520364,2017000007,00,2016000041,00
2023520365,2017000007,00,2016000041,00
2023840648,2021838742,83,US70228742,70
2023703702,2021702758,70,2021702999,70
2023061791,2018060244,06,US83190244,83
2023061792,2018060244,06,US83190244,83
2023061793,2018060244,06,US83190244,83
2023061794,2021061080,06,US70221080,70
2023061795,2021061080,06,US70221080,70
2023061796,2020061002,06,2019060678,06
2023061797,2020061002,06,2019060678,06
2023061798,2020061002,06,2019060678,06
2023840649,2022520169,52,US70230169,70
2023458176,2021457821,45,US83227821,83
D202378212,2021457821,45,US83227821,83
2023840650,2022703519,70,US83233519,83
2023061799,2020060866,06,2020060947,06
2023061800,2020060866,06,2020060947,06
2023061801,2020060866,06,2020060947,06
2023840651,2019836747,83,US70206747,70
2023840652,2019836747,83,US70206747,70
2023061802,2019060370,06,US70200370,70
2023061803,2019060370,06,US70200370,70
2023061804,2019060370,06,US70200370,70
2023520366,2021520076,52,2016000041,00
2023520367,2021520076,52,2016000041,00
D202341211,2022124121,12,US12234121,12
2023061805,2020060761,06,US70210761,70
2023061806,2020060761,06,US70210761,70
2023703703,2017701964,70,US00181964,00
2023703704,2017701964,70,US00181964,00
D202334081,2022703408,70,2021703080,70
D202334082,2022703408,70,2021703080,70
2023840653,2021838976,83,US70228976,70
2023061807,2020060996,06,US70210996,70
2023061808,2020060996,06,US70210996,70
2023061809,2020060996,06,US70210996,70
D202315581,2022061558,06,2023061865,06
D202315582,2022061558,06,2023061865,06
D202315583,2022061558,06,2023061865,06
2023061810,2019060607,06,US83200607,83
2023061811,2019060607,06,US83200607,83
2023061812,2019060607,06,US83200607,83
2023840654,2022061507,06,US70231507,70
D202315072,2022061507,06,US70231507,70
2023840655,2022840099,84,US83230099,83
2023840656,2022840099,84,US83230099,83
2023840657,2022703280,70,US70233280,70
2023703705,2021838778,83,US70228778,70
2023520368,2019000314,00,2021000305,00
2023520369,2019000314,00,2021000305,00
2023840658,2020837910,83,US70217910,70
D202379102,2020837910,83,US70217910,70
D202379103,2020837910,83,US70217910,70
2023840659,2019836420,83,US83206420,83
2023840660,2019836420,83,US83206420,83
2023703706,2021838710,83,US83228710,83
2023703707,2021838710,83,US83228710,83
2023840661,2017834236,83,2015832682,83
2023840662,2017834236,83,2015832682,83
2023840663,2022703344,70,US70233344,70
2023703708,2021702807,70,US70222807,70
2023703709,2019702231,70,US83202231,83
2023703710,2019702231,70,US83202231,83
2023703711,2019702231,70,US83202231,83
2023840664,2022520267,52,US70230267,70
2023840665,2022520267,52,US70230267,70
2023520370,2021000340,00,2021000305,00
2023520371,2021000340,00,2021000305,00
2023061813,2021061322,06,US70221322,70
2023840666,2017834868,83,2016833427,83
2023840667,2017834868,83,2016833427,83
2023703712,2018702047,70,US00192047,00
2023703713,2018702047,70,US00192047,00
2023840668,2022645451,64,US70235451,70
2023703714,2019702203,70,US83202203,83
2023703715,2019702203,70,US83202203,83
2023840669,2022061517,06,US83231517,83
2023840670,2022061517,06,US83231517,83
2023703716,2021702757,70,US70222757,70
2023703717,2021702757,70,US70222757,70
2023703718,2021703050,70,US70223050,70
2023703719,2021703050,70,US70223050,70
2023510715,2022061725,06,US70231725,70
2023703720,2021702916,70,2021702820,70
2023703721,2021702916,70,2021702820,70
2023840671,2021839086,83,US83229086,83
2023840672,2021839086,83,US83229086,83
2023703722,2019702275,70,US83202275,83
2023703723,2019702275,70,US83202275,83
2023061814,2020061008,06,US70211008,70
2023061815,2020061008,06,US70211008,70
2023840673,2022839939,83,US70239939,70
D202399392,2022839939,83,US70239939,70
2023703724,2019702401,70,US70202401,70
2023703725,2019702401,70,US70202401,70
2023703726,2021702784,70,US83222784,83
2023703727,2021702784,70,US83222784,83
2023703728,2022703188,70,US70233188,70
2023645512,2020645369,64,2020837663,83
2023645513,2020645369,64,2020837663,83
2023703729,2018702013,70,US64192013,64
2023703730,2018702013,70,US64192013,64
2023840674,2021838643,83,2020838513,83
2023840675,2021838643,83,2020838513,83
2023840676,2021838643,83,2020838513,83
2023840677,2020837765,83,US70217765,70
2023840678,2020837765,83,US70217765,70
2023840679,2020837493,83,2019836572,83
2023840680,2020837493,83,2019836572,83
2023840681,2022840098,84,US83230098,83
D202300982,2022840098,84,US83230098,83
2023703731,2020702572,70,US70212572,70
2023520372,2021520056,52,2017000040,00
2023520373,2021520056,52,2017000040,00
2023520374,2021520056,52,2017000040,00
D202350011,2017835001,83,2016833254,83
2023703732,2021702823,70,US83222823,83
2023703733,2018702087,70,US70192087,70
2023703734,2018702087,70,US70192087,70
2023703735,2021702926,70,US83222926,83
2023703736,2021702926,70,US83222926,83
2023840682,2018835528,83,US70195528,70
2023840683,2018835528,83,US70195528,70
2023703737,2018702147,70,US64192147,64
2023703738,2018702147,70,US64192147,64
2023703739,2018702147,70,US64192147,64
2023061816,2016059322,05,2014058787,05
D202393222,2016059322,05,2014058787,05
2023840684,2022840010,84,US83230010,83
2023840685,2022840010,84,US83230010,83
2023703740,2019702372,70,2019702356,70
2023703741,2019702372,70,2019702356,70
2023840686,2021839303,83,US70229303,70
D202333901,2022703390,70,2022703531,70
2023703742,2020702582,70,US70212582,70
2023703743,2019702408,70,US83202408,83
2023703744,2019702408,70,US83202408,83
2023840687,2018835612,83,2018007471,00
2023703745,2020702430,70,US70212430,70
2023520375,2020000122,00,2019000155,00
2023520376,2020000122,00,2019000155,00
2023840688,2021838756,83,US83228756,83
2023840689,2021838756,83,US83228756,83
2023840690,2019836456,83,US83206456,83
2023840691,2019836456,83,US83206456,83
2023840692,2020837725,83,US70217725,70
2023840693,2020837725,83,US70217725,70
D202379601,2022457960,45,2023458218,45
D202379602,2022457960,45,2023458218,45
2023840694,2020838195,83,US70218195,70
2023840695,2020838195,83,US70218195,70
2023510716,2022061646,06,US70231646,70
D202316462,2022061646,06,US70231646,70
2023840696,2018836026,83,2018835442,83
2023840697,2021839127,83,US70229127,70
2023840698,2021839127,83,US70229127,70
2023840699,2018835700,83,US83195700,83
2023840700,2018835700,83,US83195700,83
2023840701,2021839058,83,US70229058,70
2023840702,2021839058,83,US70229058,70
2023703746,2018835557,83,2018007471,00
2023703747,2018835557,83,2018007471,00
2023840703,2022703497,70,US83233497,83
2023840704,2022124175,12,US70234175,70
2023703748,2017701974,70,US00181974,00
2023703749,2017701974,70,US00181974,00
2023840705,2022840091,84,US70230091,70
2023840706,2022840091,84,US70230091,70
2023840707,2019836863,83,2019836433,83
2023840708,2019836863,83,2019836433,83
2023840709,2018835387,83,US64195387,64
2023840710,2018835387,83,US64195387,64
2023840711,2018835387,83,US64195387,64
2023840712,2019836531,83,2019836969,83
2023840713,2019836531,83,2019836969,83
2023124538,2021123341,12,US70223341,70
2023840714,2022124346,12,US70234346,70
2023840715,2022061626,06,US70231626,70
2023840716,2019836428,83,US83206428,83
2023840717,2019836428,83,US83206428,83
2023703750,2021702804,70,US83222804,83
2023703751,2021702804,70,US83222804,83
2023703752,2018835581,83,2017834867,83
2023703753,2018835581,83,2017834867,83
2023703754,2019702240,70,US70202240,70
2023703755,2019702240,70,US70202240,70
2023703756,2019702284,70,US83202284,83
2023703757,2019702284,70,US83202284,83
2023703758,2019702284,70,US83202284,83
D202300221,2022840022,84,US84230022,84
D202300222,2022840022,84,US84230022,84
2023703759,2016701857,70,US83171857,83
2023703760,2016701857,70,US83171857,83
D202316181,2022061618,06,US70231618,70
2023510717,2022061618,06,US70231618,70
D202324411,2019122441,12,US70202441,70
D202324412,2019122441,12,US70202441,70
D202324413,2019122441,12,US70202441,70
2023840718,2022520234,52,US83230234,83
2023840719,2018835880,83,US83195880,83
D202316152,2022061615,06,2021061164,06
2023840720,2019836992,83,US70206992,70
2023840721,2022839833,83,US70239833,70
2023703761,2018702138,70,US70192138,70
2023703762,2018702138,70,US70192138,70
2023840722,2022703416,70,US83233416,83
2023520377,2021520093,52,2017000040,00
2023520378,2021520093,52,2017000040,00
2023703763,2019702358,70,US83202358,83
2023703764,2022703332,70,US70233332,70
2023703765,2021703009,70,US70223009,70
2023703766,2021703009,70,US70223009,70
2023840723,2022123977,12,US83233977,83
2023510718,2022061663,06,US70231663,70
2023840724,2021838813,83,US70228813,70
2023840725,2022839852,83,US83239852,83
D202398522,2022839852,83,US83239852,83
2023840726,2022839868,83,US70239868,70
2023840727,2022839868,83,US70239868,70
2023840728,2022839853,83,US70239853,70
2023840729,2019836813,83,US70206813,70
D202334641,2022703464,70,2022703309,70
2023061817,2017059692,05,2015058894,05
2023061818,2017059692,05,2015058894,05
2023061819,2017059692,05,2015058894,05
2023840730,2022839832,83,US83239832,83
2023840731,2022839828,83,US70239828,70
2023840732,2022839828,83,US70239828,70
2023840733,2018835288,83,2018007471,00
2023840734,2018835288,83,2018007471,00
2023703767,2022703184,70,US70233184,70
2023840735,2021839241,83,2020837944,83
2023840736,2021839241,83,2020837944,83
2023703768,2018702027,70,2017701902,70
2023703769,2018702027,70,2017701902,70
D202320273,2018702027,70,2017701902,70
2023703770,2021703086,70,US83223086,83
2023703771,2021703086,70,US83223086,83
2023510719,2022061536,06,US70231536,70
2023840737,2022703395,70,US83233395,83
2023840738,2022703395,70,US83233395,83
2023703772,2020702492,70,US70212492,70
2023703773,2020702492,70,US70212492,70
2023645514,2017645173,64,US70185173,70
2023645515,2017645173,64,US70185173,70
2023703774,2022703499,70,US70233499,70
2023703775,2022703499,70,US70233499,70
D202333701,2022703370,70,2021702870,70
D202333702,2022703370,70,2021702870,70
D202399651,2022839965,83,US83239965,83
D202399652,2022839965,83,US83239965,83
D202335531,2022703553,70,US70233553,70
D202335532,2022703553,70,US70233553,70
2023840739,2019836403,83,US83206403,83
2023840740,2019836403,83,US83206403,83
2023840741,2022124147,12,US83234147,83
2023703776,2019702228,70,US83202228,83
2023703777,2021703088,70,US70223088,70
2023703778,2017701884,70,US83181884,83
2023703779,2017701884,70,US83181884,83
2023703780,2018702049,70,2018702029,70
2023703781,2018702049,70,2018702029,70
