UID,YR,SEX,LAMB,LB1,DATE,BRWT,SIRE,SB1,DAM,DB1,INBL,TB,ADAM,CLR,MILK,JAW,LINE,PEN,CDNO,DISP,DAYDIS,ABNL,ABNE,FONO,FOBR,FOPU,ABLMB,DBRD,X1,DRY,DEAD,X2,LBRD,ABEWE,LNDAM,TM,INBD,SPEC,WNWT,CODE,X3,DAYBN,SBRD,Y1,Y2,Y3,Y4,Y5,DATEBN,YRDAM,YRSIRE,STM,ID10,SIREID10,DAMID10
50LA00529,50,2,1007,2,413,8.0,5430,3,7199,2,4,8,5,1,4,1,44,441,1,,0,1,,,,,05,13,,,,,13,,44,1,06,,66,,,103,17,1,1,2,1,10,1950-04-13,45,47,07,1950131007,1947175430,1945137199
50LA00530,50,1,1008,2,413,7.4,5430,3,7199,2,4,8,5,1,4,1,44,441,2,,0,,,,,,,13,,,,,13,,44,1,06,,68,,,103,17,1,1,2,1,10,1950-04-13,45,47,07,1950131008,1947175430,1945137199
50LA00531,50,2,0877,2,410,9.4,2740,1,7226,2,,8,5,1,3,1,82,215,1,,0,,,,,,,13,,,,,13,,50,7,06,,75,21,,100,11,1,1,2,1,10,1950-04-10,45,48,07,1950130877,1948112740,1945137226
50LA00532,50,1,0878,2,410,10.8,2740,1,7226,2,,8,5,1,3,1,82,215,2,,0,,,,,,,13,,,,,13,,50,7,06,,88,21,,100,11,1,1,2,1,10,1950-04-10,45,48,07,1950130878,1948112740,1945137226
50LA00533,50,2,0842,2,409,10.0,9360,2,7229,2,11,5,5,1,4,1,35,350,1,,0,,,,,,,13,,,,,13,,35,1,00,,60,,,99,13,1,1,1,1,10,1950-04-09,45,48,07,1950130842,1948139360,1945137229
50LA00534,50,1,0983,2,413,12.6,9539,2,7233,2,24,5,5,1,4,1,46,460,1,7,230,,,,,,,13,,,,,13,,46,1,02,,0,,,103,13,1,1,1,1,0,1950-04-13,45,48,07,1950130983,1948139539,1945137233
50LA00535,50,2,0956,2,412,10.2,9913,2,7234,2,14,8,5,1,3,1,47,470,1,,0,,,,,,,13,,,,,13,,47,1,14,,75,,,102,13,1,1,2,1,10,1950-04-12,45,48,07,1950130956,1948139913,1945137234
50LA00536,50,2,0957,2,412,8.4,9913,2,7234,2,14,8,5,1,3,1,47,470,2,7,230,,,,,,,13,,,,,13,,47,1,14,,0,,,102,13,1,1,2,1,0,1950-04-12,45,48,07,1950130957,1948139913,1945137234
50LA00537,50,2,0753,2,405,10.0,8560,2,7267,2,6,8,5,1,2,1,54,540,1,,0,,,,,,,13,,,,,13,,54,1,00,,71,,,95,13,1,1,2,1,10,1950-04-05,45,47,07,1950130753,1947138560,1945137267
50LA00538,50,1,0754,2,405,10.6,8560,2,7267,2,6,8,5,1,2,1,54,540,2,,0,,,,,,,13,,,,,13,,54,1,00,,80,,,95,13,1,1,2,1,10,1950-04-05,45,47,07,1950130754,1947138560,1945137267
50LA00539,50,1,0962,2,412,9.6,9693,2,7272,2,20,8,5,1,4,1,42,420,1,,0,,,1568,11,-,,13,,,,,13,,42,1,12,,88,,,102,13,1,1,2,1,10,1950-04-12,45,48,07,1950130962,1948139693,1945137272
50LA00540,50,1,0963,2,412,10.6,9693,2,7272,2,20,8,5,1,4,1,42,420,2,,0,,,,,,,13,,,,,13,,42,1,12,,89,,,102,13,1,1,2,1,10,1950-04-12,45,48,07,1950130963,1948139693,1945137272
50LA00541,50,2,0934,2,412,10.6,8889,2,7276,2,13,5,5,1,4,1,51,511,1,,0,,,,,,,13,,,,,13,,51,1,05,,78,,,102,13,1,1,1,1,10,1950-04-12,45,47,07,1950130934,1947138889,1945137276
50LA00542,50,2,1223,2,418,9.6,9693,2,7277,2,16,5,5,1,4,2,42,420,1,,0,,,,,,,13,,,,,13,,42,1,12,,78,,,108,13,1,1,1,1,10,1950-04-18,45,48,07,1950131223,1948139693,1945137277
50LA00543,50,1,1320,2,421,8.0,9389,2,7283,2,13,8,5,1,3,1,29,290,1,,0,,,,,,,13,,,,,13,,29,1,00,,66,,,111,13,1,1,2,1,10,1950-04-21,45,48,07,1950131320,1948139389,1945137283
50LA00544,50,2,1321,2,421,7.6,9389,2,7283,2,13,8,5,1,3,3,29,290,2,,0,,,,,,,13,,,,,13,,29,1,00,,69,,,111,13,1,1,2,1,10,1950-04-21,45,48,07,1950131321,1948139389,1945137283
50LA00545,50,2,1004,2,413,9.6,9693,2,7288,2,12,5,5,1,4,1,42,420,1,,0,,99,,,,,13,,,,,13,10,42,1,00,,70,,,103,13,1,1,1,1,10,1950-04-13,45,48,07,1950131004,1948139693,1945137288
50LA00546,50,2,1334,2,421,12.0,9270,2,7307,2,21,5,5,1,4,1,43,430,1,,0,,,,,,,13,,,,,13,,43,1,22,,61,,,111,13,1,1,1,1,10,1950-04-21,45,48,07,1950131334,1948139270,1945137307
50LA00547,50,2,1273,2,420,11.4,9913,2,7313,2,13,5,5,1,4,1,47,470,1,,0,,,,,,,13,,,,,13,,47,1,02,,70,,,110,13,1,1,1,1,10,1950-04-20,45,48,07,1950131273,1948139913,1945137313
50LA00548,50,2,1315,2,421,12.2,9913,2,7325,2,15,7,5,1,4,1,47,470,1,,0,2,,,,,16,13,,,,,13,,47,1,17,,82,,,111,13,1,1,2,1,10,1950-04-21,45,48,07,1950131315,1948139913,1945137325
50LA00549,50,2,,,421,0.0,9913,2,7325,2,15,7,5,,4,,47,470,2,1,0,,,,,,,13,,,,,13,,47,1,17,,0,,,111,13,1,1,2,0,0,1950-04-21,45,48,07,D195073252,1948139913,1945137325
50LA00550,50,1,0913,2,411,10.6,9819,2,7327,2,11,5,5,1,5,1,26,260,1,,0,,,,,,,13,,,,,13,,26,1,06,,85,,,101,13,1,1,1,1,10,1950-04-11,45,48,07,1950130913,1948139819,1945137327
50LA00551,50,1,1084,2,415,14.6,9263,2,7338,2,8,5,5,1,4,1,25,250,1,,0,,,,,,,13,,,,,13,,25,1,13,,90,,,105,13,1,1,1,1,10,1950-04-15,45,48,07,1950131084,1948139263,1945137338
50LA00552,50,,,,510,0.0,9360,2,7341,2,11,,5,,,,35,350,1,,0,,,,,,,13,,-,,,13,,35,1,00,,0,,,130,13,1,0,0,0,0,1950-05-10,45,48,07,D195073411,1948139360,1945137341
50LA00553,50,2,1396,2,424,10.4,9539,2,7345,2,12,8,5,1,3,1,46,460,1,,0,,,,,,,13,,,,,13,,46,1,02,,70,,,114,13,1,1,2,1,10,1950-04-24,45,48,07,1950131396,1948139539,1945137345
50LA00554,50,2,1397,2,424,9.6,9539,2,7345,2,12,8,5,1,3,1,46,460,2,6,0,,,,,,,13,,,,,13,,46,1,02,,0,,,114,13,1,1,2,1,0,1950-04-24,45,48,07,1950131397,1948139539,1945137345
50LA00555,50,2,1024,2,414,11.4,9552,2,7346,2,,5,5,1,4,1,82,444,1,,0,,,,,,,13,,,,,13,,50,7,05,,80,44,,104,13,1,1,1,1,10,1950-04-14,45,48,07,1950131024,1948139552,1945137346
50LA00556,50,1,1161,2,417,10.0,9552,2,7347,2,6,8,5,1,4,1,44,440,1,,0,,,,,,,13,,,,,13,,44,1,05,,77,,,107,13,1,1,2,1,10,1950-04-17,45,48,07,1950131161,1948139552,1945137347
50LA00557,50,1,1162,2,417,10.0,9552,2,7347,2,6,8,5,1,4,1,44,440,2,6,0,,,,,,,13,,,,,13,,44,1,05,,0,,,107,13,1,1,2,1,0,1950-04-17,45,48,07,1950131162,1948139552,1945137347
50LA00558,50,,,,403,0.0,2594,1,7368,2,,2,5,,4,,82,214,1,0,0,,,,,,,13,,,,,13,,45,7,25,,0,21,,93,11,1,1,2,0,0,1950-04-03,45,48,07,D195073681,1948112594,1945137368
50LA00559,50,,,,403,0.0,2594,1,7368,2,,2,5,,4,,82,214,2,0,0,,,,,,,13,,,,,13,,45,7,25,,0,21,,93,11,1,1,2,0,0,1950-04-03,45,48,07,D195073682,1948112594,1945137368
50LA00560,50,1,6280,3,408,7.0,5555,3,7370,2,0,8,5,1,4,2,70,720,1,,0,2,,,,,16,13,,,,,17,,70,2,00,,38,,,98,17,1,1,2,1,10,1950-04-08,45,48,07,1950176280,1948175555,1945137370
50LA00561,50,1,6281,3,408,8.6,5555,3,7370,2,0,8,5,2,4,2,70,720,2,,0,2,,,,,16,13,,,,,17,,70,2,00,,54,,,98,17,1,1,2,1,10,1950-04-08,45,48,07,1950176281,1948175555,1945137370
50LA00562,50,1,0975,2,412,11.4,8414,2,7374,2,,5,5,1,4,2,82,255,1,,0,,,,,,,13,,,,,13,,22,7,19,,87,25,,102,13,1,1,1,1,10,1950-04-12,45,46,07,1950130975,1946138414,1945137374
50LA00563,50,2,1181,2,417,10.2,9757,2,7375,2,13,5,5,1,4,4,50,500,1,,0,,,,,,,13,,,,,13,,50,1,05,,77,,,107,13,1,1,1,1,10,1950-04-17,45,48,07,1950131181,1948139757,1945137375
50LA00564,50,1,1042,2,414,13.2,5430,3,7377,2,,5,5,1,4,1,82,445,1,,0,,,,,,,13,,,,,13,,45,7,00,,95,44,,104,17,1,1,1,1,10,1950-04-14,45,47,07,1950131042,1947175430,1945137377
50LA00565,50,2,1190,2,417,8.6,9015,2,7404,2,18,8,5,1,4,1,37,370,1,2,0,,,,,,,13,,,,,13,05,37,1,05,,0,,,107,13,1,1,2,1,0,1950-04-17,45,47,07,1950131190,1947139015,1945137404
50LA00566,50,1,1191,2,417,9.8,9015,2,7404,2,18,8,5,1,4,1,37,370,2,7,230,2,,,,,16,13,,,,,13,,37,1,05,,0,,,107,13,1,1,2,1,0,1950-04-17,45,47,07,1950131191,1947139015,1945137404
50LA00567,50,2,1328,2,421,10.8,9913,2,7418,2,13,5,5,1,4,1,47,470,1,,0,,,,,,,13,,,,,13,,47,1,13,,68,,,111,13,1,1,1,1,10,1950-04-21,45,48,07,1950131328,1948139913,1945137418
50LA00568,50,,,,418,0.0,8959,2,7447,2,18,1,5,,4,,50,501,1,1,0,,,,,,,13,,,,,13,,50,1,06,,0,,,108,13,1,1,1,0,0,1950-04-18,45,47,07,D195074471,1947138959,1945137447
50LA00569,50,1,1336,2,421,9.8,9389,2,7472,2,23,8,5,1,4,1,29,290,1,6,0,,,,,,,13,,,,,13,,29,1,20,,0,,,111,13,1,1,2,1,0,1950-04-21,45,48,07,1950131336,1948139389,1945137472
50LA00570,50,2,1337,2,421,8.0,9389,2,7472,2,23,8,5,1,4,1,29,290,2,,0,,,,,,,13,,,,,13,,29,1,20,,69,,,111,13,1,1,2,1,10,1950-04-21,45,48,07,1950131337,1948139389,1945137472
50LA00571,50,,,,509,0.0,9263,2,7487,2,,,5,,,,82,254,1,,0,,,,,,,13,,-,,,17,,51,7,13,1,0,25,,129,13,1,0,0,0,0,1950-05-09,45,48,07,D195074871,1948139263,1945137487
50LA00572,50,1,6493,3,509,7.4,0000,,7487,2,,8,5,1,4,,00,254,1,,0,,,,,,25,13,,,,,17,,51,0,13,2,49,07,,129,17,1,1,2,1,10,1950-05-09,45,48,07,1950176493,US17487487,1945137487
50LA00573,50,2,6494,3,509,12.4,0000,,7487,2,,8,5,1,4,1,00,254,2,,0,,,,,,,13,,,,,17,,51,0,13,2,68,07,,129,17,1,1,2,1,10,1950-05-09,45,48,07,1950176494,US17487487,1945137487
50LA00574,50,,,,215,0.0,9589,2,7511,2,22,,5,,,,22,221,1,,0,,,,,,,13,,,6,,13,,22,1,20,,0,,,46,13,0,0,0,0,0,1950-02-15,45,48,07,D195075111,1948139589,1945137511
50LA00575,50,2,1076,2,415,8.4,0109,,7513,2,0,8,5,1,4,1,39,390,1,6,0,,,,,,,13,,,,,13,,39,1,00,,0,,,105,91,1,1,2,1,0,1950-04-15,45,47,07,1950131076,1947910109,1945137513
50LA00576,50,2,1077,2,415,8.4,0109,,7513,2,0,8,5,1,4,1,39,390,2,,0,,,,,,,13,,,,,13,,39,1,00,,69,,,105,91,1,1,2,1,10,1950-04-15,45,47,07,1950131077,1947910109,1945137513
50LA00577,50,2,1357,2,422,8.0,9263,2,7516,2,,8,5,1,4,0,82,254,1,,0,,,,,,25,13,,,,,13,,50,7,06,,56,25,,112,13,1,1,2,1,10,1950-04-22,45,48,07,1950131357,1948139263,1945137516
50LA00578,50,2,1358,2,422,8.0,9263,2,7516,2,,8,5,1,4,1,82,254,2,,0,,,,,,,13,,,,,13,,50,7,06,,61,25,,112,13,1,1,2,1,10,1950-04-22,45,48,07,1950131358,1948139263,1945137516
50LA00579,50,2,1249,2,419,13.6,9913,2,7518,2,13,5,5,1,4,3,47,470,1,,0,2,,,,,16,13,,,,,13,,47,1,13,,75,,,109,13,1,1,1,1,10,1950-04-19,45,48,07,1950131249,1948139913,1945137518
50LA00580,50,1,0895,2,410,10.0,9262,2,7528,2,22,8,5,1,4,1,36,360,1,,0,,,,,,,13,,,,,13,,36,1,03,,76,,,100,13,1,1,2,1,10,1950-04-10,45,48,07,1950130895,1948139262,1945137528
50LA00581,50,2,0896,2,410,9.8,9262,2,7528,2,22,8,5,1,4,1,36,360,2,,0,,,,,,,13,,,,,13,,36,1,03,,72,,,100,13,1,1,2,1,10,1950-04-10,45,48,07,1950130896,1948139262,1945137528
50LA00582,50,2,6296,3,409,10.4,5932,3,7530,2,1,8,5,1,4,1,70,730,1,,0,,,6503,60,-,,13,,,,,17,,70,2,00,,79,,,99,17,1,1,2,1,10,1950-04-09,45,49,07,1950176296,1949175932,1945137530
50LA00583,50,1,6297,3,409,9.8,5932,3,7530,2,1,8,5,1,4,1,70,730,2,7,230,,,,,,,13,,,,,17,,70,2,00,,0,,,99,17,1,1,2,1,0,1950-04-09,45,49,07,1950176297,1949175932,1945137530
50LA00584,50,1,1180,2,417,12.0,8560,2,7543,2,6,5,5,1,5,1,54,540,1,,0,,,,,,,13,,,,,13,,54,1,00,,74,,,107,13,1,1,1,1,10,1950-04-17,45,47,07,1950131180,1947138560,1945137543
50LA00585,50,,,,523,0.0,2656,1,7547,2,5,,5,,,,61,600,1,,0,,,,,,,13,,-,,,17,,61,4,00,1,0,34,,143,11,1,0,0,0,0,1950-05-23,45,48,07,D195075471,1948112656,1945137547
50LA00586,50,1,6507,3,523,11.2,0000,,7547,2,,8,5,1,4,1,00,600,1,,0,,,,,,,13,,,,,17,,61,0,00,2,65,07,,143,17,1,1,2,1,10,1950-05-23,45,48,07,1950176507,US17487547,1945137547
50LA00587,50,2,6508,3,523,11.0,0000,,7547,2,,8,5,1,4,1,00,600,2,7,230,,,,,,,13,,,,,17,,61,0,00,2,0,07,,143,17,1,1,2,1,0,1950-05-23,45,48,07,1950176508,US17487547,1945137547
50LA00588,50,1,0827,2,408,9.6,9552,2,7563,2,,8,5,1,3,1,82,444,1,,0,2,,,,,09,13,,,,,13,,51,7,00,,82,44,,98,13,1,1,2,1,10,1950-04-08,45,48,07,1950130827,1948139552,1945137563
50LA00589,50,1,0828,2,408,10.0,9552,2,7563,2,,8,5,1,3,1,82,444,2,6,0,2,,,,,09,13,,,,,13,,51,7,00,,0,44,,98,13,1,1,2,1,0,1950-04-08,45,48,07,1950130828,1948139552,1945137563
50LA00590,50,2,0979,2,412,11.0,9913,2,7575,2,30,5,5,1,4,1,47,470,1,,0,,,,,,,13,,,,,13,,47,1,07,,67,,,102,13,1,1,1,1,10,1950-04-12,45,48,07,1950130979,1948139913,1945137575
50LA00591,50,2,0927,2,411,9.2,9270,2,7576,2,20,5,5,1,5,1,43,430,1,,0,1,,,,,04,13,,,,,13,,43,1,12,,66,,,101,13,1,1,1,1,10,1950-04-11,45,48,07,1950130927,1948139270,1945137576
50LA00592,50,1,0789,2,407,9.0,9270,2,7583,2,,8,5,1,3,1,82,434,1,,0,,,,,,,13,,,,,13,,50,7,06,,77,43,,97,13,1,1,2,1,10,1950-04-07,45,48,07,1950130789,1948139270,1945137583
50LA00593,50,1,0790,2,407,8.4,9270,2,7583,2,,8,5,1,3,1,82,434,2,,0,2,,,,,16,13,,,,,13,,50,7,06,,68,43,,97,13,1,1,2,1,10,1950-04-07,45,48,07,1950130790,1948139270,1945137583
50LA00594,50,2,1055,2,414,9.8,9075,2,7596,2,,8,5,1,3,1,82,454,1,,0,2,,,,,16,13,,,,,13,,25,7,07,,62,45,,104,13,1,1,2,1,10,1950-04-14,45,47,07,1950131055,1947139075,1945137596
50LA00595,50,2,1056,2,414,10.0,9075,2,7596,2,,8,5,1,3,1,82,454,2,,0,,,,,,,13,,,,,13,,25,7,07,,77,45,,104,13,1,1,2,1,10,1950-04-14,45,47,07,1950131056,1947139075,1945137596
50LA00596,50,1,1142,2,416,14.4,2377,1,7604,2,,5,5,1,4,1,82,235,1,,0,,,,,,,13,,,,,13,,51,7,13,,85,23,,106,11,1,1,1,1,10,1950-04-16,45,47,07,1950131142,1947112377,1945137604
50LA00597,50,2,1347,2,422,8.2,9270,2,7607,2,14,5,5,1,4,1,43,430,1,,0,,,,,,,13,,,,,13,,43,1,12,,69,,,112,13,1,1,1,1,10,1950-04-22,45,48,07,1950131347,1948139270,1945137607
50LA00598,50,1,1359,2,422,8.6,2744,1,7612,2,,8,5,1,4,4,82,234,1,2,0,,,,,,,13,,,,,13,10,50,7,03,,0,23,,112,11,1,1,2,1,0,1950-04-22,45,48,07,1950131359,1948112744,1945137612
50LA00599,50,2,1360,2,422,9.8,2744,1,7612,2,,8,5,1,4,1,82,234,2,,0,,,,,,,13,,,,,13,,50,7,03,,65,23,,112,11,1,1,2,1,10,1950-04-22,45,48,07,1950131360,1948112744,1945137612
50LA00600,50,1,1384,2,423,12.4,9115,2,7614,2,13,5,5,1,4,1,28,280,1,,0,,,,,,,13,,,,,13,,28,1,26,,76,,,113,13,1,1,1,1,10,1950-04-23,45,47,07,1950131384,1947139115,1945137614
50LA00601,50,1,1277,2,420,11.8,9693,2,7619,2,14,5,5,1,4,1,42,420,1,,0,,,,,,,13,,,,,13,,42,1,12,,78,,,110,13,1,1,1,1,10,1950-04-20,45,48,07,1950131277,1948139693,1945137619
50LA00602,50,2,1196,2,418,7.8,9360,2,7627,2,14,8,5,2,2,1,35,350,1,6,0,,,,,,,13,,,,,13,,35,1,06,,0,,,108,13,1,1,2,1,0,1950-04-18,45,48,07,1950131196,1948139360,1945137627
50LA00603,50,2,1197,2,418,8.2,9360,2,7627,2,14,8,5,1,2,1,35,350,2,2,0,,,,,,,13,,,,,13,,35,1,06,,0,,,108,13,1,1,2,1,0,1950-04-18,45,48,07,1950131197,1948139360,1945137627
50LA00604,50,1,0958,2,412,13.4,9539,2,7642,2,7,8,5,1,3,1,46,460,1,,0,2,,,,,16,13,,,,,13,,46,1,19,,76,,,102,13,1,1,2,1,10,1950-04-12,45,48,07,1950130958,1948139539,1945137642
50LA00605,50,1,0959,2,412,8.4,9539,2,7642,2,7,8,5,1,3,1,46,460,2,2,0,2,,,,,16,13,,,,,13,,46,1,19,,0,,,102,13,1,1,2,1,0,1950-04-12,45,48,07,1950130959,1948139539,1945137642
50LA00606,50,2,6400,3,416,10.4,5947,3,7644,2,2,8,5,1,4,1,70,710,1,6,0,,,,,,,13,,,,,17,,70,2,00,,0,,,106,17,1,1,2,1,0,1950-04-16,45,49,07,1950176400,1949175947,1945137644
50LA00607,50,2,6401,3,416,8.0,5947,3,7644,2,2,8,5,1,4,1,70,710,2,6,0,,,,,,,13,,,,,17,,70,2,00,,0,,,106,17,1,1,2,1,0,1950-04-16,45,49,07,1950176401,1949175947,1945137644
50LA00608,50,1,1107,2,415,7.0,9389,2,7649,2,23,8,5,1,4,1,29,290,1,2,0,,99,,,,,13,,,,,13,10,29,1,25,,0,,,105,13,1,1,2,1,0,1950-04-15,45,48,07,1950131107,1948139389,1945137649
50LA00609,50,2,1108,2,415,9.8,9389,2,7649,2,23,8,5,1,4,2,29,290,2,,0,,,,,,,13,,,,,13,,29,1,25,,73,,,105,13,1,1,2,1,10,1950-04-15,45,48,07,1950131108,1948139389,1945137649
50LA00610,50,1,1313,2,421,9.8,9115,2,7660,2,11,8,5,1,3,1,28,280,1,,0,,,,,,04,13,,,,,13,,28,1,13,,67,,,111,13,1,1,2,1,10,1950-04-21,45,47,07,1950131313,1947139115,1945137660
50LA00611,50,1,1314,2,421,9.8,9115,2,7660,2,11,8,5,1,3,1,28,280,2,,0,,,,,,,13,,,,,13,,28,1,13,,71,,,111,13,1,1,2,1,10,1950-04-21,45,47,07,1950131314,1947139115,1945137660
50LA00612,50,2,0775,2,406,11.4,8414,2,7661,2,,5,5,2,4,1,82,255,1,,0,,,,,,,13,,,,,13,,22,7,26,,79,25,,96,13,1,1,1,1,10,1950-04-06,45,46,07,1950130775,1946138414,1945137661
50LA00613,50,,,,501,0.0,8560,2,7672,2,6,,5,,,,54,540,1,,0,,,,,,,13,,,6,,13,,54,1,00,,0,,,121,13,0,0,0,0,0,1950-05-01,45,47,07,D195076721,1947138560,1945137672
50LA00614,50,2,0804,2,407,10.2,2594,1,7674,2,,5,5,1,4,1,82,214,1,,0,,,,,,,13,,,,,13,,50,7,01,,84,21,,97,11,1,1,1,1,10,1950-04-07,45,48,07,1950130804,1948112594,1945137674
50LA00615,50,1,1048,2,414,9.8,2377,1,7692,2,,5,5,1,4,1,82,235,1,,0,,,,,,,13,,,,,13,,40,7,12,,77,23,,104,11,1,1,1,1,10,1950-04-14,45,47,07,1950131048,1947112377,1945137692
50LA00616,50,2,1278,2,420,11.4,9757,2,7702,2,,5,5,1,4,1,82,504,1,,0,,,,,,,13,,,,,13,,25,7,07,,72,50,,110,13,1,1,1,1,10,1950-04-20,45,48,07,1950131278,1948139757,1945137702
50LA00617,50,,,,510,0.0,9270,2,7707,2,19,,5,,,,43,430,1,,0,,,,,,,13,,-,,,13,,43,1,12,,0,,,130,13,1,0,0,0,0,1950-05-10,45,48,07,D195077071,1948139270,1945137707
50LA00618,50,2,0830,2,408,8.2,2744,1,7714,2,,8,5,1,4,2,82,234,1,,0,,,,,,,13,,,,,13,,51,7,13,,50,23,,98,11,1,1,2,1,10,1950-04-08,45,48,07,1950130830,1948112744,1945137714
50LA00619,50,2,0831,2,408,10.4,2744,1,7714,2,,8,5,1,4,2,82,234,2,,0,,,,,,,13,,,,,13,,51,7,13,,75,23,,98,11,1,1,2,1,10,1950-04-08,45,48,07,1950130831,1948112744,1945137714
50LA00620,50,2,1015,2,413,10.6,0000,,7725,2,,5,5,1,3,1,00,280,1,,0,,,,,,,13,,,,,13,,28,0,13,3,69,,,103,00,1,1,1,1,10,1950-04-13,45,48,00,1950131015,US00487725,1945137725
50LA00621,50,1,1473,2,506,10.0,9819,2,7744,2,7,5,5,1,4,2,26,260,1,,0,,,,,,,13,,,,,13,,26,1,00,,79,,,126,13,1,1,1,1,10,1950-05-06,45,48,07,1950131473,1948139819,1945137744
50LA00622,50,2,1204,2,418,13.0,9539,2,7762,2,7,5,5,1,2,1,46,460,1,,0,,,,,,,13,,,,,13,,46,1,20,,76,,,108,13,1,1,1,1,10,1950-04-18,45,48,07,1950131204,1948139539,1945137762
50LA00623,50,2,6276,3,408,10.8,2676,1,7765,2,1,5,5,1,2,1,61,610,1,,0,,,,,,,13,,,,,17,,61,4,00,,77,61,,98,11,1,1,1,1,10,1950-04-08,45,48,07,1950176276,1948112676,1945137765
50LA00624,50,1,6367,3,415,10.6,2676,1,7766,2,1,5,5,1,4,2,61,610,1,7,230,,,,,,,13,,,,,17,,61,4,00,,0,61,,105,11,1,1,1,1,0,1950-04-15,45,48,07,1950176367,1948112676,1945137766
50LA00625,50,2,1061,2,414,10.0,9693,2,7806,2,22,8,4,1,2,1,42,420,1,,0,,,9478,13,-,,13,,,,,13,,42,1,13,,65,,,104,13,1,1,2,1,10,1950-04-14,46,48,07,1950131061,1948139693,1946137806
50LA00626,50,1,1062,2,414,10.0,9693,2,7806,2,22,8,4,1,2,1,42,420,2,,0,,,,,,,13,,,,,13,,42,1,13,,64,,,104,13,1,1,2,1,10,1950-04-14,46,48,07,1950131062,1948139693,1946137806
50LA00627,50,1,1236,2,419,11.8,8959,2,7814,2,6,8,4,1,4,1,50,501,1,7,230,,,,,,,13,,,,,13,,50,1,06,,0,,,109,13,1,1,2,1,0,1950-04-19,46,47,07,1950131236,1947138959,1946137814
50LA00628,50,1,1237,2,419,10.2,8959,2,7814,2,6,8,4,1,4,1,50,501,2,6,0,,,,,,,13,,,,,13,,50,1,06,,0,,,109,13,1,1,2,1,0,1950-04-19,46,47,07,1950131237,1947138959,1946137814
50LA00629,50,2,0875,2,410,7.8,9757,2,7815,2,17,8,4,1,3,1,50,500,1,,0,,,,,,,13,,,,,13,10,50,1,06,,61,,,100,13,1,1,2,1,10,1950-04-10,46,48,07,1950130875,1948139757,1946137815
50LA00630,50,1,0876,2,410,9.4,9757,2,7815,2,17,8,4,1,3,2,50,500,2,,0,,,,,,,13,,,,,13,,50,1,06,,79,,,100,13,1,1,2,1,10,1950-04-10,46,48,07,1950130876,1948139757,1946137815
50LA00631,50,,,,523,0.0,9035,2,7816,2,,,4,,,,82,435,1,,0,,,,,,,13,,-,,,17,,40,7,21,1,0,43,,143,13,1,0,0,0,0,1950-05-23,46,47,07,D195078161,1947139035,1946137816
50LA00632,50,2,6510,3,523,9.0,0000,,7816,2,,8,4,1,3,1,00,435,1,,0,,,,,,,13,,,,,17,,40,0,21,2,34,07,,143,17,1,1,2,1,10,1950-05-23,46,48,07,1950176510,US17487816,1946137816
50LA00633,50,2,6511,3,523,8.0,0000,,7816,2,,8,4,1,3,1,00,435,2,,0,,,,,,,13,,,,,17,,40,0,21,2,36,07,,143,17,1,1,2,1,10,1950-05-23,46,48,07,1950176511,US17487816,1946137816
50LA00634,50,1,1129,2,416,7.8,9693,2,7818,2,17,5,4,1,4,1,42,420,1,6,0,,,,,,,13,,,,,13,,42,1,00,,0,,,106,13,1,1,1,1,0,1950-04-16,46,48,07,1950131129,1948139693,1946137818
50LA00635,50,2,1021,2,414,10.2,9432,2,7825,2,16,5,4,1,4,1,49,491,1,,0,,,,,,,13,,,,,13,,49,1,25,,73,,,104,13,1,1,1,1,10,1950-04-14,46,48,07,1950131021,1948139432,1946137825
50LA00636,50,1,1366,2,422,11.0,8560,2,7830,2,16,5,4,1,5,1,54,540,1,,0,,,,,,,13,,,,,13,,54,1,12,,81,,,112,13,1,1,1,1,10,1950-04-22,46,47,07,1950131366,1947138560,1946137830
50LA00637,50,1,0758,2,405,11.2,2377,1,7831,2,,5,4,1,4,1,82,235,1,,0,,,,,,,13,,,,,13,,45,7,13,,77,23,,95,11,1,1,1,1,10,1950-04-05,46,47,07,1950130758,1947112377,1946137831
50LA00638,50,1,1404,2,424,12.0,0109,,7841,2,0,5,4,1,3,1,39,390,1,,0,,,,,,,13,,,,,13,,39,1,16,,84,,,114,91,1,1,1,1,10,1950-04-24,46,47,07,1950131404,1947910109,1946137841
50LA00639,50,2,1457,2,503,9.0,9819,2,7843,2,15,5,4,1,4,1,26,260,1,,0,,,,,,,13,,,,,13,,26,1,06,,71,,,123,13,1,1,1,1,10,1950-05-03,46,48,07,1950131457,1948139819,1946137843
50LA00640,50,1,1385,2,423,12.2,2744,1,7845,2,,5,4,1,3,1,82,234,1,,0,,,,,,,13,,,,,13,,50,7,14,,84,23,,113,11,1,1,1,1,10,1950-04-23,46,48,07,1950131385,1948112744,1946137845
50LA00641,50,2,1014,2,413,10.4,9913,2,7855,2,14,5,4,1,3,1,47,470,1,,0,,,,,,,13,,,,,13,,47,1,14,,80,,,103,13,1,1,1,1,10,1950-04-13,46,48,07,1950131014,1948139913,1946137855
50LA00642,50,1,1029,2,414,12.4,9432,2,7857,2,11,5,4,1,4,1,49,491,1,,0,,,,,,,13,,,,,13,,49,1,00,,92,,,104,13,1,1,1,1,10,1950-04-14,46,48,07,1950131029,1948139432,1946137857
