CARD_UID,DAMID10,SIREID10,LAMB_IDS,LITTER_SIZE,TB,MILK,PEN,DATEBN,DAYBN,Y1,Y2,Y3,Y4,Y5,YEAR
LC_1950_1946138279,1946138279,1947138560,1950130990,1,5,4,540,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1946138287,1946138287,US00488287,1950130733,1,5,4,350,1950-04-02,92,1,1,1,1,10,1950
LC_1950_1946138292,1946138292,1947139035,1950131444,1,5,4,431,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1946138294,1946138294,1948139263,1950130822,1,5,4,250,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1946138304,1946138304,1946138414,1950130946,1,5,4,255,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1946138305,1946138305,1947139115,1950131224,1,5,4,280,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1946138307,1946138307,1948139777,1950130938,1,5,4,530,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1946138319,1946138319,1948139644,1950130748,1,5,4,400,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1946138332,1946138332,1948139262,1950131252,1,5,3,360,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1946138335,1946138335,1948139270,1950131101|1950131102,2,8,4,434,1950-04-15,105,1,1,2,1,10,1950
LC_1950_1946138337,1946138337,1947138560,1950130898,1,5,4,540,1950-04-10,100,1,1,1,1,0,1950
LC_1950_1946138340,1946138340,1947138889,1950131377,1,5,4,511,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1946138343,1946138343,1948112744,1950131432|1950131433|1950131434,3,9,2,234,1950-04-28,118,1,1,3,1,0,1950
LC_1950_1946138346,1946138346,1948139757,1950131210,1,5,4,500,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1946138361,1946138361,1948139539,1950131184,1,5,4,460,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1946138362,1946138362,US17488362,1950176506,1,5,4,435,1950-05-22,142,1,1,1,1,10,1950
LC_1950_1946138388,1946138388,1947139115,1950131063,1,5,4,280,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1946138398,1946138398,1948139819,1950131302,1,5,4,260,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1946138403,1946138403,1947175430,1950131074|1950131075,2,8,3,445,1950-04-15,105,1,1,2,1,0,1950
LC_1950_1946138405,1946138405,1947139015,1950130954,1,5,4,370,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1946138406,1946138406,1947139015,1950130985|1950130986,2,8,4,370,1950-04-13,103,1,1,2,1,10,1950
LC_1950_1946138420,1946138420,1948139757,1950131079,1,5,4,500,1950-04-15,105,1,1,1,1,0,1950
LC_1950_1946138424,1946138424,1948139389,1950131202,1,5,4,290,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1946138428,1946138428,1948139552,1950131430|1950131431,2,8,4,444,1950-04-28,118,1,1,2,1,0,1950
LC_1950_1946138430,1946138430,1946138165,1950130988,1,5,4,224,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1946138431,1946138431,1947112377,1950131143,1,5,4,235,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1946138439,1946138439,1948112744,1950131255,1,5,5,234,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1946138443,1946138443,1948139644,1950131132,1,5,2,404,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1946138448,1946138448,1948139262,1950131091|1950131092,2,8,4,360,1950-04-15,105,1,1,2,1,10,1950
LC_1950_1946138452,1946138452,1948139262,1950131203,1,5,4,360,1950-04-18,108,1,1,1,1,0,1950
LC_1950_1946138463,1946138463,1948139360,1950131009|1950131010,2,8,4,350,1950-04-13,103,1,1,2,1,10,1950
LC_1950_1946138471,1946138471,1947112377,1950131425,1,5,4,235,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1946138477,1946138477,US17488477,1950176520,1,5,4,435,1950-05-28,148,1,1,1,1,10,1950
LC_1950_1946138479,1946138479,1947138560,1950131211,1,5,4,540,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1946138480,1946138480,1948139819,1950131067,1,5,4,260,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1946138485,1946138485,1948139360,1950131169,1,5,4,350,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1946138494,1946138494,1948139693,1950130884,1,5,4,420,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1946138495,1946138495,1948139270,1950131013,1,5,5,434,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1946138512,1946138512,1946138165,1950130999|1950131000,2,8,4,220,1950-04-13,103,1,1,2,1,0,1950
LC_1950_1946138514,1946138514,1947139075,1950131087,1,5,4,450,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1946138517,1946138517,1948139360,1950130853,1,5,4,350,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1947138530,1947138530,1947138560,1950130910,1,5,4,540,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1947138545,1947138545,1948139552,1950131290,1,6,4,444,1950-04-20,110,1,1,2,1,10,1950
LC_1950_1947138546,1947138546,1947175430,1950130792,1,5,3,441,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1947138551,1947138551,1947910109,1950130888,1,5,4,390,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138558,1947138558,1948139552,1950131230,1,5,4,444,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947138564,1947138564,US17488564,1950176515,1,5,4,350,1950-05-26,146,1,1,1,1,10,1950
LC_1950_1947138569,1947138569,1948139693,1950131340,1,5,4,420,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1947138570,1947138570,1948139693,1950130812,1,5,4,420,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1947138594,1947138594,1948139262,1950131288,1,5,4,360,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1947138598,1947138598,1948139913,1950130885,1,5,4,470,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138610,1947138610,1947138889,1950131078,1,5,4,511,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947138613,1947138613,1948139263,1950130870,1,5,4,254,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138617,1947138617,1947112377,1950130735,1,5,4,235,1950-04-03,93,1,1,1,1,10,1950
LC_1950_1947138621,1947138621,1948139539,1950131136,1,5,3,460,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1947138622,1947138622,1948139539,1950130936,1,5,4,460,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947138631,1947138631,1948139270,1950131217,1,5,4,434,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947138632,1947138632,1948139263,1950130769|1950130770,2,8,3,254,1950-04-06,96,1,1,2,1,10,1950
LC_1950_1947138651,1947138651,US17488651,1950176524,1,5,4,540,1950-05-30,150,1,1,1,1,0,1950
LC_1950_1947138656,1947138656,1946138116,1950131119|1950131120,2,8,4,510,1950-04-16,106,1,1,2,1,10,1950
LC_1950_1947138659,1947138659,1948139777,1950131348|1950131349,2,8,4,530,1950-04-22,112,1,1,2,1,10,1950
LC_1950_1947138665,1947138665,1948139777,1950131206|1950131207,2,8,3,530,1950-04-18,108,1,1,2,1,10,1950
LC_1950_1947138667,1947138667,1948175751,1950176249,1,5,4,700,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1947138673,1947138673,1948139552,1950130981,1,5,4,444,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947138681,1947138681,1948139913,1950131429,1,5,4,470,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1947138685,1947138685,1948139539,1950131124,1,5,5,460,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1947138690,1947138690,1948139777,1950130763,1,5,4,530,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1947138700,1947138700,1947139115,1950131123,1,5,4,280,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1947138702,1947138702,1948139360,1950130739,1,5,4,350,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1947138706,1947138706,1948112744,1950131085,1,5,5,234,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947138715,1947138715,US00488715,1950130917,1,5,4,280,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1947138717,1947138717,1948112594,1950131177,1,5,4,214,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1947138728,1947138728,1946138414,1950131295,1,5,2,255,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1947138729,1947138729,US00488729,1950131367,1,5,2,444,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1947138730,1947138730,1947138560,1950131116,1,9,3,540,1950-04-16,106,1,1,3,1,10,1950
LC_1950_1947138731,1947138731,1947138560,1950131246|1950131247,2,8,3,540,1950-04-19,109,1,1,2,1,0,1950
LC_1950_1947138733,1947138733,1947139115,1950131376,1,7,4,280,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1947138736,1947138736,1948139389,1950131028,1,5,4,290,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947138744,1947138744,1947910109,1950130826,1,5,3,390,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1947138745,1947138745,1947910109,1950131126,1,5,4,390,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1947138746,1947138746,1948112594,1950131187,1,5,4,214,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1947138748,1947138748,1947112377,1950130972,1,5,5,235,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947138749,1947138749,1948139360,1950130887,1,5,4,350,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138752,1947138752,1947112377,1950131159,1,5,4,235,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1947138755,1947138755,1948139777,1950131164,1,5,4,530,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1947138761,1947138761,1948139539,1950131244,1,5,4,460,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947138765,1947138765,US17488765,1950176498,1,5,4,290,1950-05-13,133,1,1,1,1,0,1950
LC_1950_1947138767,1947138767,1947139115,1950131069,1,5,4,280,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947138770,1947138770,1948139539,1950130942,1,6,4,460,1950-04-12,102,1,1,2,1,10,1950
LC_1950_1947138771,1947138771,US00488771,1950130984,1,5,4,280,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947138785,1947138785,1948139360,1950130893,1,5,4,350,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138786,1947138786,1947910109,1950131408,1,5,2,390,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1947138793,1947138793,1947138889,1950131281|1950131282,2,8,3,511,1950-04-20,110,1,1,2,1,10,1950
LC_1950_1947138798,1947138798,1947910109,1950130901,1,5,4,390,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1947138801,1947138801,1948139389,1950131005,1,5,4,290,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947138808,1947138808,1946138116,1950131468,1,5,4,514,1950-05-05,125,1,1,1,1,10,1950
LC_1950_1947138818,1947138818,1946138116,1950130847,1,5,4,510,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1947138819,1947138819,1948139389,1950131259,1,5,3,290,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947138828,1947138828,1947138560,1950131243,1,5,4,540,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947138833,1947138833,1948139263,1950131256,1,5,3,250,1950-04-19,109,1,1,1,1,0,1950
LC_1950_1947138852,1947138852,US17488852,1950176505,1,5,4,435,1950-05-19,139,1,1,1,1,10,1950
LC_1950_1947138873,1947138873,1948139539,1950131215,1,5,2,460,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947138875,1947138875,1947138560,1950130745,1,5,4,540,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1947138880,1947138880,1948139777,1950131234,1,5,5,530,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947138884,1947138884,1947138889,1950130779,1,5,3,511,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1947138888,1947138888,1948112744,1950131382,1,5,2,234,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1947138890,1947138890,1946138414,1950131332|1950131333,2,8,2,251,1950-04-21,111,1,1,2,1,0,1950
LC_1950_1947138894,1947138894,1947910109,1950130849,1,5,4,390,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1947138901,1947138901,1948139819,1950130933,1,5,4,260,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947138906,1947138906,1948139539,1950130883,1,5,2,460,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947138907,1947138907,1948139360,1950131213,1,5,4,350,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947138917,1947138917,1948139552,1950131426,1,5,4,444,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1947138926,1947138926,1947138560,1950130955,1,5,4,540,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947138929,1947138929,1948139913,1950131374|1950131375,2,8,3,470,1950-04-23,113,1,1,2,1,0,1950
LC_1950_1947138933,1947138933,1948139693,1950131418,1,5,4,420,1950-04-26,116,1,1,1,1,0,1950
LC_1950_1947138937,1947138937,1948139552,1950131260,1,5,4,440,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947138943,1947138943,1947175430,1950130801,1,5,4,445,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1947138952,1947138952,1948139539,1950131192,1,5,4,460,1950-04-18,108,1,1,1,1,0,1950
LC_1950_1947138961,1947138961,1948139389,1950131465|1950131466,2,8,3,290,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1947138969,1947138969,1948139777,1950131350,1,5,4,530,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1947138972,1947138972,1948139539,1950131198|1950131199,2,8,3,460,1950-04-18,108,1,1,2,1,10,1950
LC_1950_1947138975,1947138975,1947138697,1950130949,1,5,3,490,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947138977,1947138977,1949130271,1950131147,1,5,4,451,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1947138979,1947138979,1946138414,1950131289,1,5,4,255,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1947138980,1947138980,US00488980,1950130862,1,5,3,280,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1947138983,1947138983,1947138560,1950130991,1,5,4,540,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947138987,1947138987,1948139777,1950131090,1,5,5,530,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947138992,1947138992,1948139819,1950131031,1,5,4,260,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947138994,1947138994,US17488994,1950176523,1,5,4,470,1950-05-29,149,1,1,1,1,10,1950
LC_1950_1947139001,1947139001,1947138697,1950131032,1,5,5,494,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947139002,1947139002,1947138560,1950130922,1,5,4,540,1950-04-11,101,1,1,1,1,0,1950
LC_1950_1947139008,1947139008,1947138697,1950130793,1,5,4,494,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1947139017,1947139017,1948139389,1950130969,1,5,4,290,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947139023,1947139023,1948139270,1950131205,1,5,4,434,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947139026,1947139026,1948112740,1950131253,1,5,4,215,1950-04-19,109,1,1,1,1,0,1950
LC_1950_1947139038,1947139038,1947138697,1950130923,1,5,3,490,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1947139043,1947139043,1947138560,1950131095,1,5,5,540,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947139044,1947139044,1948139262,1950130838,1,5,4,360,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1947139054,1947139054,US17489054,1950176504,1,5,4,431,1950-05-17,137,1,1,1,1,10,1950
LC_1950_1947139067,1947139067,1948139552,1950130951,1,5,5,440,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947139069,1947139069,1947139075,1950131362,1,5,4,454,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1947139072,1947139072,1948139262,1950131383,1,5,4,360,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1947139078,1947139078,1948139757,1950131064,1,5,5,504,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1947139087,1947139087,1948139389,1950131047,1,5,4,290,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947139098,1947139098,1948139539,1950130973,1,5,4,460,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947139103,1947139103,1948112744,1950130993,1,5,4,234,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947139121,1947139121,1946138414,1950130982,1,5,4,255,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1947139122,1947139122,1948139552,1950131235,1,5,4,444,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947139123,1947139123,1947139015,1950131312,1,5,4,370,1950-04-21,111,1,1,1,1,0,1950
LC_1950_1947139125,1947139125,1948139819,1950130873,1,5,4,260,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1947139130,1947139130,1948139262,1950130820|1950130821,2,8,4,360,1950-04-08,98,1,1,2,1,10,1950
LC_1950_1947139136,1947139136,1946138116,1950131026,1,5,5,514,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947139141,1947139141,1948139389,1950131403,1,5,4,290,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1947139143,1947139143,1947175430,1950131274,1,5,4,441,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1947139148,1947139148,US17489148,1950176519,1,5,4,290,1950-05-27,147,1,1,1,1,10,1950
LC_1950_1947139156,1947139156,1948139819,1950130977,1,5,5,260,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1947139157,1947139157,1946138414,1950131463|1950131464,2,8,2,251,1950-05-04,124,1,1,2,1,0,1950
LC_1950_1947139162,1947139162,US00489162,1950131025,1,5,2,280,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1947139165,1947139165,1947138697,1950130814,1,5,4,494,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1947139169,1947139169,1948139432,1950131170,1,5,4,491,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1947139181,1947139181,US17489181,1950176512,1,5,4,435,1950-05-24,144,1,1,1,1,10,1950
LC_1950_1947139187,1947139187,1948139777,1950131379,1,5,3,530,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1947139190,1947139190,1947175430,1950131122,1,5,5,445,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1948139195,1948139195,1947910109,1950130732,1,5,3,390,1950-04-01,91,1,1,1,1,10,1950
LC_1950_1948139198,1948139198,1947138959,1950131228,1,5,4,501,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1948139200,1948139200,1947138560,1950131454,1,5,2,540,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1948139202,1948139202,1947138560,1950130777,1,5,4,540,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1948139215,1948139215,1947138697,1950130816,1,5,2,490,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1948139217,1948139217,1947910109,1950130751,1,5,3,390,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1948139224,1948139224,1948139757,1950130805,1,5,4,500,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1948139229,1948139229,1948139644,1950130863,1,5,4,400,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1948139230,1948139230,1948139360,1950130908,1,5,2,350,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139238,1948139238,1948139693,1950131096,1,5,4,420,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1948139244,1948139244,1947139115,1950131472,1,5,3,280,1950-05-06,126,1,1,1,1,10,1950
LC_1950_1948139245,1948139245,1947139115,1950131407,1,5,4,280,1950-04-24,114,1,1,1,1,0,1950
LC_1950_1948139251,1948139251,1946138165,1950130879,1,5,4,220,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1948139252,1948139252,1948139432,1950131436,1,5,3,491,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1948139255,1948139255,1949130561,1950131171,1,5,4,401,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948139257,1948139257,1947139115,1950131439,1,5,4,280,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1948139265,1948139265,1949130561,1950130768,1,5,4,401,1950-04-05,95,1,1,1,1,10,1950
LC_1950_1948139266,1948139266,1947138560,1950131251,1,5,4,540,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1948139268,1948139268,US17489268,1950176513,1,5,3,290,1950-05-24,144,1,1,1,1,10,1950
LC_1950_1948139276,1948139276,1948139693,1950131045,1,5,4,420,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1948139290,1948139290,1948139777,1950131245,1,5,3,530,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1948139292,1948139292,1947138889,1950131365,1,5,3,511,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1948139297,1948139297,1948139262,1950131144,1,5,3,360,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1948139298,1948139298,1948139262,1950131221,1,5,4,360,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1948139299,1948139299,1948139913,1950131176,1,5,3,470,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948139302,1948139302,1948139693,1950131364,1,5,1,420,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1948139306,1948139306,1949130561,1950131194,1,5,4,401,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1948139309,1948139309,1948139777,1950130989,1,5,4,530,1950-04-13,103,1,1,1,1,10,1950
LC_1950_1948139311,1948139311,1947139015,1950130815,1,5,3,370,1950-04-08,98,1,1,1,1,0,1950
LC_1950_1948139313,1948139313,1947910109,1950130787,1,5,2,390,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1948139320,1948139320,1947138560,1950131326|1950131327,2,8,4,540,1950-04-21,111,1,1,2,1,0,1950
LC_1950_1948139329,1948139329,1947139075,1950131422,1,5,2,450,1950-04-26,116,1,1,1,1,0,1950
LC_1950_1948139331,1948139331,1947139115,1950130846,1,5,4,280,1950-04-09,99,1,1,1,1,0,1950
LC_1950_1948139332,1948139332,1948139262,1950131242,1,5,4,360,1950-04-19,109,1,1,1,1,0,1950
LC_1950_1948139336,1948139336,1946138414,1950131389,1,6,1,251,1950-04-23,113,1,1,2,1,0,1950
LC_1950_1948139344,1948139344,1948139552,1950131027,1,5,4,440,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1948139346,1948139346,1947139015,1950130980,1,5,4,370,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1948139347,1948139347,1948139360,1950131128,1,5,4,350,1950-04-16,106,1,1,1,1,0,1950
LC_1950_1948139354,1948139354,1948139777,1950131188,1,5,4,530,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948139355,1948139355,1948139777,1950131089,1,5,3,530,1950-04-15,105,1,1,1,1,0,1950
LC_1950_1948139359,1948139359,1948139777,1950131020,1,5,4,530,1950-04-14,104,1,1,1,1,10,1950
LC_1950_1948139361,1948139361,US00489361,1950131435,1,5,4,350,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1948139364,1948139364,1948139913,1950131440,1,5,4,470,1950-04-29,119,1,1,1,1,0,1950
LC_1950_1948139365,1948139365,US00489365,1950130819,1,5,4,390,1950-04-08,98,1,1,1,1,10,1950
LC_1950_1948139368,1948139368,1947138959,1950130743,1,5,4,501,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1948139369,1948139369,1948139552,1950131173,1,5,3,440,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948139371,1948139371,1948139777,1950131016,1,5,3,530,1950-04-13,103,1,1,1,1,0,1950
LC_1950_1948139378,1948139378,1948139693,1950130881,1,5,1,420,1950-04-10,100,1,1,1,1,0,1950
LC_1950_1948139380,1948139380,1948139432,1950131412,1,5,1,491,1950-04-26,116,1,1,1,1,0,1950
LC_1950_1948139386,1948139386,1946138116,1950130788,1,5,3,510,1950-04-07,97,1,1,1,1,0,1950
LC_1950_1948139391,1948139391,1948139913,1950131424,1,5,1,470,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1948139401,1948139401,1948139539,1950130872,1,5,3,460,1950-04-10,100,1,1,1,1,10,1950
LC_1950_1948139405,1948139405,1948139913,1950131152,1,5,4,470,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1948139410,1948139410,1948139389,1950130905,1,5,2,290,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139411,1948139411,1947910109,1950130902,1,5,3,390,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139413,1948139413,1948139777,1950131414,1,5,1,530,1950-04-26,116,1,1,1,1,0,1950
LC_1950_1948139418,1948139418,1946138165,1950130928,1,5,4,220,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139423,1948139423,1948139644,1950131231,1,5,4,400,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1948139424,1948139424,1948139757,1950131065,1,5,4,500,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1948139425,1948139425,1949130561,1950131175,1,5,4,401,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948139426,1948139426,1949130561,1950131269,1,5,4,401,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1948139427,1948139427,1947175430,1950131066,1,5,4,441,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1948139428,1948139428,1947175430,1950131261,1,5,4,441,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1948139433,1948139433,1948139432,1950130941,1,5,4,491,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1948139440,1948139440,1948139539,1950131458,1,5,1,460,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1948139446,1948139446,1947138560,1950130776,1,5,3,540,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1948139447,1948139447,1947138560,1950130752,1,5,2,540,1950-04-04,94,1,1,1,1,10,1950
LC_1950_1948139451,1948139451,1947139075,1950131099,1,5,4,450,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1948139453,1948139453,US00489453,1950131423,1,5,2,350,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1948139455,1948139455,1948139360,1950131346,1,5,4,350,1950-04-22,112,1,1,1,1,0,1950
LC_1950_1948139459,1948139459,1946138414,1950130906,1,5,4,251,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139460,1948139460,1948139262,1950131082,1,5,4,360,1950-04-15,105,1,1,1,1,10,1950
LC_1950_1948139462,1948139462,1948139693,1950130894,1,5,3,420,1950-04-10,100,1,1,1,1,0,1950
LC_1950_1948139469,1948139469,1948139757,1950131195,1,5,4,500,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1948139472,1948139472,1947910109,1950131301,1,5,4,390,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1948139478,1948139478,1948139262,1950131083,1,5,4,360,1950-04-15,105,1,1,1,1,0,1950
LC_1950_1948139479,1948139479,1947138560,1950131018,1,5,4,540,1950-04-13,103,1,1,1,1,0,1950
LC_1950_1948139485,1948139485,1948139552,1950131395,1,5,4,440,1950-04-24,114,1,1,1,1,0,1950
LC_1950_1948139489,1948139489,1947910109,1950130939,1,5,4,390,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1948139504,1948139504,1947139015,1950131212,1,5,4,370,1950-04-18,108,1,1,1,1,0,1950
LC_1950_1948139508,1948139508,1947138959,1950130909,1,5,4,501,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948139514,1948139514,1946138165,1950131420,1,5,3,220,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1948139520,1948139520,1949130561,1950130765,1,5,4,401,1950-04-06,96,1,1,1,1,10,1950
