CARD_UID,DAMID10,SIREID10,LAMB_IDS,LITTER_SIZE,TB,MILK,PEN,DATEBN,DAYBN,Y1,Y2,Y3,Y4,Y5,YEAR
LC_1950_1948175761,1948175761,1948175555,1950176456,1,5,4,720,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1948175777,1948175777,1947138827,1950176316,1,5,4,620,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948175779,1948175779,1948112676,1950176465,1,5,2,610,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1948175780,1948175780,1948112676,1950176339,1,5,4,610,1950-04-12,102,1,1,1,1,10,1950
LC_1950_1948175783,1948175783,1948175751,1950176384,1,5,4,700,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1948175789,1948175789,1948112676,1950176406,1,5,4,610,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948175800,1948175800,1948112676,1950176312,1,5,4,610,1950-04-11,101,1,1,1,1,10,1950
LC_1950_1948175803,1948175803,1948112656,1950176236,1,5,4,600,1950-04-05,95,1,1,1,1,10,1950
LC_1950_1948175804,1948175804,1947138827,1950176464,1,5,4,620,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1948175806,1948175806,1948175751,1950176420,1,5,4,700,1950-04-17,107,1,1,1,1,10,1950
LC_1950_1948175815,1948175815,1947138827,1950176385,1,5,3,620,1950-04-16,106,1,1,1,1,10,1950
LC_1950_1948175817,1948175817,1948112676,1950176269|1950176270,2,8,3,610,1950-04-08,98,1,1,2,1,10,1950
LC_1950_1948175830,1948175830,US17485830,1950176509,1,5,4,760,1950-05-23,143,1,1,1,1,10,1950
LC_1950_1948175836,1948175836,1948175555,1950176255,1,5,3,720,1950-04-07,97,1,1,1,1,10,1950
LC_1950_1948175845,1948175845,1947138827,1950176243,1,5,3,620,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1948175846,1948175846,US17485846,1950176525,1,5,4,600,1950-05-31,151,1,1,1,1,10,1950
LC_1950_1948175849,1948175849,1948175555,1950176311,1,5,4,720,1950-04-11,101,1,1,1,1,0,1950
LC_1950_1948175852,1948175852,1948175555,1950176469,1,5,4,720,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1948175861,1948175861,1948175751,1950176450,1,5,2,740,1950-04-20,110,1,1,1,1,0,1950
LC_1950_1948175879,1948175879,1948175751,1950176484,1,5,3,700,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1948175880,1948175880,1948175751,1950176258,1,5,3,700,1950-04-07,97,1,1,1,1,0,1950
LC_1950_1948175882,1948175882,1948175555,1950176365|1950176366,2,8,4,720,1950-04-14,104,1,1,2,1,10,1950
LC_1950_1948175887,1948175887,1948175555,1950176291,1,5,4,720,1950-04-09,99,1,1,1,1,10,1950
LC_1950_1948175903,1948175903,1949175932,1950176460,1,5,4,730,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1948175910,1948175910,1948112676,1950176241,1,5,2,610,1950-04-06,96,1,1,1,1,10,1950
LC_1950_1939401467,1939401467,1948404305,1950405644,1,5,4,042,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1940401782,1940401782,1949404942,1950405213|1950405214,2,8,2,082,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1940401843,1940401843,1949404942,1950405315,1,5,2,082,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1941402001,1941402001,1948404305,1950405515,1,5,4,042,1950-05-01,121,1,1,1,1,0,1950
LC_1950_1942402215,1942402215,1948404249,1950405355|1950405356,2,8,4,022,1950-04-27,117,1,1,2,1,10,1950
LC_1950_1942402250,1942402250,1949404812,1950405115|1950405116,2,8,3,052,1950-04-20,110,1,1,2,1,0,1950
LC_1950_1942402265,1942402265,1948404305,1950405624,1,5,5,042,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1942402304,1942402304,1948404107,1950405698,1,5,4,062,1950-05-06,126,1,1,1,1,10,1950
LC_1950_1943402421,1943402421,1947403947,1950405722,1,5,4,032,1950-05-07,127,1,1,1,1,10,1950
LC_1950_1943402424,1943402424,1949404942,1950405205,1,5,4,082,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1943402470,1943402470,1948404305,1950405752,1,5,4,042,1950-05-07,127,1,1,1,1,10,1950
LC_1950_1943402472,1943402472,1949404942,1950405437|1950405438,2,8,2,082,1950-04-29,119,1,1,2,1,10,1950
LC_1950_1943402535,1943402535,1947403713,1950405702,1,5,4,012,1950-05-06,126,1,1,1,1,10,1950
LC_1950_1943402537,1943402537,1947403825,1950405183|1950405184,2,8,3,072,1950-04-22,112,1,1,2,1,10,1950
LC_1950_1943402541,1943402541,1949404942,1950405694|1950405695,2,8,4,082,1950-05-06,126,1,1,2,1,10,1950
LC_1950_1943402620,1943402620,1947403825,1950405480,1,5,4,072,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1943402646,1943402646,1948404305,1950405151,1,5,4,042,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1944402655,1944402655,1949404942,1950405800,1,5,5,082,1950-05-18,138,1,1,1,1,10,1950
LC_1950_1944402660,1944402660,1948404107,1950405608,1,5,3,062,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1944402665,1944402665,US00482665,1950405332|1950405333,2,8,4,032,1950-04-27,117,1,1,2,1,10,1950
LC_1950_1944402670,1944402670,1948404284,1950405129|1950405130,2,8,4,121,1950-04-21,111,1,1,2,1,10,1950
LC_1950_1944402674,1944402674,1948404305,1950405393,1,5,4,042,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1944402675,1944402675,1948404107,1950405347,1,5,3,062,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1944402704,1944402704,1948404305,1950405419,1,5,4,042,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1944402713,1944402713,1947403947,1950405378|1950405379,2,8,4,032,1950-04-28,118,1,1,2,1,10,1950
LC_1950_1944402717,1944402717,1948404305,1950405579|1950405580,2,8,4,042,1950-05-02,122,1,1,2,1,10,1950
LC_1950_1944402748,1944402748,1947403947,1950405095,1,5,5,032,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1944402785,1944402785,1948404305,1950405246,1,5,5,042,1950-04-25,115,1,1,1,1,10,1950
LC_1950_1944402803,1944402803,1947403825,1950405350,1,5,4,072,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1944402817,1944402817,1947403713,1950405087|1950405088,2,8,2,012,1950-04-19,109,1,1,2,1,10,1950
LC_1950_1944402823,1944402823,1948404305,1950405632|1950405633,2,8,4,042,1950-05-03,123,1,1,2,1,10,1950
LC_1950_1944402840,1944402840,1947403947,1950405352,1,5,5,032,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1944402877,1944402877,1947403713,1950405679,1,5,4,012,1950-05-05,125,1,1,1,1,0,1950
LC_1950_1944402884,1944402884,1947403825,1950405548,1,5,4,072,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1944402889,1944402889,1947403825,1950405206,1,5,4,072,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1944402890,1944402890,1948404107,1950405594,1,5,4,062,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1944402891,1944402891,1948404107,1950405645,1,5,3,062,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1945402916,1945402916,1947403947,1950405142|1950405143,2,8,3,032,1950-04-21,111,1,1,2,1,10,1950
LC_1950_1945402924,1945402924,1948404429,1950405363|1950405364,2,8,4,151,1950-04-28,118,1,1,2,1,10,1950
LC_1950_1945402930,1945402930,1947403825,1950405371,1,5,4,072,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1945402939,1945402939,1948404305,1950405295,1,5,4,042,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1945402945,1945402945,1947403713,1950405733|1950405734,2,8,4,012,1950-05-07,127,1,1,2,1,10,1950
LC_1950_1945402970,1945402970,1948404305,1950405348,1,5,3,042,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1945402977,1945402977,1948404305,1950405124,1,7,4,042,1950-04-20,110,1,1,2,1,10,1950
LC_1950_1945402999,1945402999,1948404095,1950405173,1,2,4,111,1950-04-22,112,1,1,2,1,0,1950
LC_1950_1945403001,1945403001,1947403947,1950405089,1,7,4,032,1950-04-19,109,1,1,2,1,10,1950
LC_1950_1945403019,1945403019,1948404107,1950405767,1,5,4,062,1950-05-08,128,1,1,1,1,10,1950
LC_1950_1945403023,1945403023,1948404305,1950405101|1950405102,2,8,4,042,1950-04-19,109,1,1,2,1,0,1950
LC_1950_1945403024,1945403024,1949404812,1950405233|1950405234,2,8,4,052,1950-04-24,114,1,1,2,1,0,1950
LC_1950_1945403025,1945403025,1948404429,1950405097,1,5,4,151,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1945403041,1945403041,1948404390,1950405595|1950405596,2,8,3,101,1950-05-03,123,1,1,2,1,10,1950
LC_1950_1945403042,1945403042,1948404305,1950405553,1,5,4,042,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1945403045,1945403045,1948404305,1950405610,1,5,4,042,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1945403052,1945403052,1947403825,1950405117,1,5,4,072,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1945403062,1945403062,1947403947,1950405287,1,5,4,032,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1945403065,1945403065,1947403825,1950405806,1,5,4,072,1950-05-20,140,1,1,1,1,10,1950
LC_1950_1945403075,1945403075,1948404305,1950405328,1,5,4,042,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1945403088,1945403088,1947403825,1950405091,1,5,4,072,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1945403091,1945403091,1947403825,1950405219|1950405220,2,8,4,072,1950-04-24,114,1,1,2,1,10,1950
LC_1950_1945403093,1945403093,1948404305,1950405277,1,5,3,042,1950-04-25,115,1,1,1,1,10,1950
LC_1950_1945403097,1945403097,1948404147,1950405385|1950405386,2,8,4,131,1950-04-28,118,1,1,2,1,10,1950
LC_1950_1945403103,1945403103,1948404305,1950405479,1,5,4,042,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1945403104,1945403104,1948404305,1950405435|1950405436,2,8,4,042,1950-04-29,119,1,1,2,1,0,1950
LC_1950_1945403105,1945403105,1948404036,1950405192|1950405193,2,8,4,141,1950-04-23,113,1,1,2,1,0,1950
LC_1950_1945403106,1945403106,1948404147,1950405785,1,5,4,131,1950-05-11,131,1,1,1,1,10,1950
LC_1950_1945403108,1945403108,1947403947,1950405168|1950405169,2,8,3,032,1950-04-22,112,1,1,2,1,10,1950
LC_1950_1945403119,1945403119,1949404942,1950405796,1,5,4,082,1950-05-15,135,1,1,1,1,10,1950
LC_1950_1945403124,1945403124,1949404812,1950405782|1950405783,2,8,4,052,1950-05-10,130,1,1,2,1,10,1950
LC_1950_1945403125,1945403125,1949404812,1950405509,1,5,1,052,1950-05-01,121,1,1,1,1,0,1950
LC_1950_1945403129,1945403129,1949404812,1950405603|1950405604,2,8,3,052,1950-05-03,123,1,1,2,1,0,1950
LC_1950_1945403149,1945403149,1947403947,1950405232,1,5,4,032,1950-04-24,114,1,1,1,1,0,1950
LC_1950_1945403153,1945403153,1947403825,1950405152|1950405153,2,8,3,072,1950-04-21,111,1,1,2,1,0,1950
LC_1950_1945403167,1945403167,1949404812,1950405204,1,5,4,052,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1945403171,1945403171,1947403713,1950405652|1950405653,2,8,4,012,1950-05-04,124,1,1,2,1,0,1950
LC_1950_1945403172,1945403172,1947403713,1950405478,1,5,4,012,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1945403173,1945403173,1949404942,1950405127|1950405128,2,8,4,082,1950-04-21,111,1,1,2,1,10,1950
LC_1950_1945403177,1945403177,1948404249,1950405083|1950405084,2,8,4,022,1950-04-18,108,1,1,2,1,0,1950
LC_1950_1945403185,1945403185,1947403825,1950405337,1,5,4,072,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1945403195,1945403195,1948404107,1950405720|1950405721,2,8,3,062,1950-05-07,127,1,1,2,1,10,1950
LC_1950_1945403218,1945403218,1948404107,1950405113|1950405114,2,8,5,062,1950-04-20,110,1,1,2,1,10,1950
LC_1950_1946403254,1946403254,1947403947,1950405166|1950405167,2,8,3,032,1950-04-22,112,1,1,2,1,10,1950
LC_1950_1946403257,1946403257,1948404107,1950405801,1,5,5,062,1950-05-19,139,1,1,1,1,0,1950
LC_1950_1946403272,1946403272,1948404305,1950405718|1950405719,2,8,4,042,1950-05-06,126,1,1,2,1,10,1950
LC_1950_1946403281,1946403281,1947403947,1950405473,1,5,4,032,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1946403283,1946403283,1948404107,1950405780|1950405781,2,8,3,062,1950-05-10,130,1,1,2,1,0,1950
LC_1950_1946403286,1946403286,1949404812,1950405202|1950405203,2,8,4,052,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1946403301,1946403301,1948404305,1950405077,1,5,5,042,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1946403302,1946403302,1947403713,1950405271|1950405272,2,8,5,012,1950-04-25,115,1,1,2,1,10,1950
LC_1950_1946403322,1946403322,1948404305,1950405408,1,5,4,042,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1946403350,1946403350,1948404305,1950405112,1,5,4,042,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1946403361,1946403361,1948404305,1950405591,1,5,4,042,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1946403362,1946403362,1948404249,1950405298|1950405299,2,8,2,022,1950-04-26,116,1,1,2,1,10,1950
LC_1950_1946403367,1946403367,1948404364,1950405554|1950405555,2,8,3,091,1950-05-02,122,1,1,2,1,10,1950
LC_1950_1946403380,1946403380,1948404305,1950405513|1950405514,2,8,4,042,1950-05-01,121,1,1,2,1,0,1950
LC_1950_1946403384,1946403384,1948404036,1950405663,1,5,4,141,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1946403385,1946403385,1948404364,1950405641|1950405642,2,8,4,091,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1946403387,1946403387,1948404390,1950405805,1,5,4,101,1950-05-19,139,1,1,1,1,0,1950
LC_1950_1946403388,1946403388,1948404147,1950405211|1950405212,2,8,2,131,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1946403391,1946403391,1947403947,1950405467|1950405468,2,8,3,032,1950-04-30,120,1,1,2,1,10,1950
LC_1950_1946403393,1946403393,1948404249,1950405313,1,5,4,022,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1946403400,1946403400,1948404107,1950405147,1,7,1,062,1950-04-21,111,1,1,2,1,10,1950
LC_1950_1946403404,1946403404,1948404366,1950405660,1,5,4,071,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1946403413,1946403413,1948404107,1950405648|1950405649,2,8,3,062,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1946403417,1946403417,1948404284,1950405286,1,5,4,121,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1946403432,1946403432,1948404390,1950405411|1950405412,2,8,4,101,1950-04-29,119,1,1,2,1,10,1950
LC_1950_1946403436,1946403436,1948404366,1950405666,1,5,4,071,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1946403437,1946403437,1948404107,1950405585,1,5,4,062,1950-05-02,122,1,1,1,1,0,1950
LC_1950_1946403438,1946403438,1948404249,1950405710,1,5,4,022,1950-05-06,126,1,1,1,1,10,1950
LC_1950_1946403440,1946403440,1948404249,1950405273|1950405274,2,8,3,022,1950-04-25,115,1,1,2,1,10,1950
LC_1950_1946403445,1946403445,1948404036,1950405746|1950405747,2,8,4,141,1950-05-07,127,1,1,2,1,10,1950
LC_1950_1946403451,1946403451,1948404036,1950405562|1950405563,2,8,3,141,1950-05-02,122,1,1,2,1,0,1950
LC_1950_1946403466,1946403466,1948404095,1950405588|1950405589,2,8,3,111,1950-05-02,122,1,1,2,1,0,1950
LC_1950_1946403467,1946403467,1948404305,1950405159,1,5,4,042,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1946403475,1946403475,1948404390,1950405209|1950405210,2,8,5,101,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1946403486,1946403486,1948404036,1950405497|1950405498,2,8,4,141,1950-05-01,121,1,1,2,1,10,1950
LC_1950_1946403487,1946403487,1949404942,1950405280,1,5,4,082,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1946403488,1946403488,1948404147,1950405564|1950405565,2,8,4,131,1950-05-02,122,1,1,2,1,10,1950
LC_1950_1946403500,1946403500,1948404249,1950405125,1,5,4,022,1950-04-21,111,1,1,1,1,0,1950
LC_1950_1946403504,1946403504,1948404390,1950405085|1950405086,2,8,3,101,1950-04-18,108,1,1,2,1,10,1950
LC_1950_1946403507,1946403507,1949404942,1950405593,1,5,4,082,1950-05-02,122,1,1,1,1,0,1950
LC_1950_1946403517,1946403517,1948404107,1950405762|1950405763,2,8,3,062,1950-05-08,128,1,1,2,1,10,1950
LC_1950_1946403523,1946403523,1948404107,1950405739|1950405740,2,8,3,062,1950-05-07,127,1,1,2,1,0,1950
LC_1950_1946403528,1946403528,1948404305,1950405529,1,5,5,042,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1946403529,1946403529,1947403947,1950405549,1,5,4,032,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1946403539,1946403539,1949404942,1950405373,1,5,4,082,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1946403554,1946403554,1948404284,1950405288|1950405289,2,8,3,121,1950-04-26,116,1,1,2,1,10,1950
LC_1950_1946403564,1946403564,1947403947,1950405283,1,5,4,032,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1946403569,1946403569,1949404812,1950405654|1950405655,2,8,3,052,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1946403573,1946403573,1948404107,1950405223,1,5,4,062,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1946403578,1946403578,1948404261,1950405196|1950405197,2,8,4,081,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1946403581,1946403581,1948404261,1950405200,1,5,4,081,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1946403589,1946403589,1949404942,1950405092,1,5,4,082,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1946403611,1946403611,1948404429,1950405093,1,5,4,151,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1946403614,1946403614,1948404305,1950405267|1950405268,2,8,3,042,1950-04-25,115,1,1,2,1,10,1950
LC_1950_1946403622,1946403622,1948404429,1950405524|1950405525,2,8,4,151,1950-05-01,121,1,1,2,1,10,1950
LC_1950_1946403627,1946403627,1948404147,1950405122|1950405123,2,8,4,131,1950-04-20,110,1,1,2,1,10,1950
LC_1950_1947403650,1947403650,1948404107,1950405757,1,5,4,062,1950-05-08,128,1,1,1,1,10,1950
LC_1950_1947403654,1947403654,1947403825,1950405216,1,5,1,072,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1947403656,1947403656,1948404305,1950405094,1,5,4,042,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947403669,1947403669,1947403947,1950405590,1,5,4,032,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1947403670,1947403670,1947403947,1950405475,1,5,3,032,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1947403671,1947403671,1947403713,1950405537|1950405538,2,8,4,012,1950-05-01,121,1,1,2,1,0,1950
LC_1950_1947403674,1947403674,1948404305,1950405618,1,5,4,042,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1947403677,1947403677,1948404249,1950405669|1950405670,2,8,4,022,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1947403700,1947403700,1949404942,1950405319,1,5,4,082,1950-04-26,116,1,1,1,1,0,1950
LC_1950_1947403718,1947403718,1948404036,1950405365,1,5,5,141,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1947403720,1947403720,1948404261,1950405381|1950405382,2,8,4,081,1950-04-28,118,1,1,2,1,10,1950
LC_1950_1947403721,1947403721,1948404305,1950405080,1,5,4,042,1950-04-18,108,1,1,1,1,10,1950
LC_1950_1947403730,1947403730,1949404942,1950405376,1,5,4,082,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1947403734,1947403734,1948404305,1950405098,1,5,5,042,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1947403745,1947403745,1948404261,1950405262,1,5,5,081,1950-04-25,115,1,1,1,1,10,1950
LC_1950_1947403752,1947403752,1947403825,1950405634,1,5,3,072,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1947403756,1947403756,1948404364,1950405619|1950405620,2,8,3,091,1950-05-03,123,1,1,2,1,10,1950
LC_1950_1947403762,1947403762,1948404368,1950405492,1,5,4,061,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1947403766,1947403766,1949404812,1950405656|1950405657,2,8,4,052,1950-05-04,124,1,1,2,1,10,1950
LC_1950_1947403767,1947403767,1947403825,1950405586,1,5,4,072,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1947403770,1947403770,1948404368,1950405560|1950405561,2,8,4,061,1950-05-02,122,1,1,2,1,10,1950
LC_1950_1947403786,1947403786,1948404107,1950405735,1,5,4,062,1950-05-07,127,1,1,1,1,10,1950
LC_1950_1947403787,1947403787,1948404249,1950405230,1,5,4,022,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1947403797,1947403797,1948404305,1950405081|1950405082,2,8,2,042,1950-04-18,108,1,1,2,1,0,1950
LC_1950_1947403801,1947403801,1947403825,1950405154,1,5,4,072,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1947403804,1947403804,1949404942,1950405341,1,5,4,082,1950-04-27,117,1,1,1,1,10,1950
LC_1950_1947403807,1947403807,1948404036,1950405696|1950405697,2,8,3,141,1950-05-06,126,1,1,2,1,10,1950
LC_1950_1947403808,1947403808,1948404284,1950405566,1,5,4,121,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1947403809,1947403809,1948404147,1950405417,1,5,4,131,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1947403814,1947403814,1948404107,1950405789,1,5,4,062,1950-05-13,133,1,1,1,1,10,1950
LC_1950_1947403824,1947403824,1947403825,1950405455,1,5,4,072,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1947403830,1947403830,1948404107,1950405774|1950405775,2,8,4,062,1950-05-09,129,1,1,2,1,10,1950
LC_1950_1947403832,1947403832,1948404305,1950405144,1,5,4,042,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1947403836,1947403836,1948404366,1950405787,1,5,4,071,1950-05-12,132,1,1,1,1,10,1950
LC_1950_1947403846,1947403846,1947403713,1950405742,1,5,4,012,1950-05-07,127,1,1,1,1,10,1950
LC_1950_1947403848,1947403848,1949404942,1950405453,1,5,4,082,1950-04-30,120,1,1,1,1,0,1950
LC_1950_1947403855,1947403855,1947403825,1950405454,1,5,4,072,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1947403859,1947403859,1948404249,1950405547,1,5,4,022,1950-05-01,121,1,1,1,1,0,1950
LC_1950_1947403860,1947403860,1947403947,1950405791,1,5,2,032,1950-05-14,134,1,1,1,1,10,1950
LC_1950_1947403870,1947403870,1948404305,1950405407,1,5,4,042,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1947403878,1947403878,1948404368,1950405126,1,5,4,061,1950-04-21,111,1,1,1,1,10,1950
LC_1950_1947403886,1947403886,1949404812,1950405145,1,5,2,052,1950-04-21,111,1,1,1,1,0,1950
LC_1950_1947403892,1947403892,1949404942,1950405723,1,5,3,082,1950-05-07,127,1,1,1,1,10,1950
LC_1950_1947403894,1947403894,1948404261,1950405175,1,5,5,081,1950-04-22,112,1,1,1,1,0,1950
LC_1950_1947403902,1947403902,1949404812,1950405793|1950405794,2,8,4,052,1950-05-14,134,1,1,2,1,0,1950
LC_1950_1947403906,1947403906,1948404107,1950405483,1,5,3,062,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1947403909,1947403909,1947403713,1950405557,1,5,4,012,1950-05-02,122,1,1,1,1,10,1950
LC_1950_1947403922,1947403922,1948404036,1950405755|1950405756,2,8,5,141,1950-05-08,128,1,1,2,1,10,1950
LC_1950_1947403928,1947403928,1949404942,1950405155,1,5,4,082,1950-04-22,112,1,1,1,1,10,1950
LC_1950_1947403931,1947403931,1947403947,1950405111,1,5,4,032,1950-04-20,110,1,1,1,1,10,1950
LC_1950_1947403938,1947403938,1948404036,1950405761,1,5,3,141,1950-05-08,128,1,1,1,1,10,1950
LC_1950_1947403939,1947403939,1948404305,1950405188|1950405189,2,8,4,042,1950-04-23,113,1,1,2,1,10,1950
LC_1950_1947403948,1947403948,1947403947,1950405248,1,5,4,032,1950-04-25,115,1,1,1,1,0,1950
LC_1950_1947403949,1947403949,1947403947,1950405199,1,5,4,032,1950-04-23,113,1,1,1,1,10,1950
LC_1950_1947403955,1947403955,1948404305,1950405460,1,5,5,042,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1947403966,1947403966,1949404942,1950405678,1,5,4,082,1950-05-05,125,1,1,1,1,10,1950
LC_1950_1947403989,1947403989,1948404368,1950405671,1,5,3,061,1950-05-05,125,1,1,1,1,0,1950
LC_1950_1947403994,1947403994,1947403825,1950405258,1,5,4,072,1950-04-25,115,1,1,1,1,10,1950
LC_1950_1947404000,1947404000,1947403825,1950405260,1,5,4,072,1950-04-25,115,1,1,1,1,10,1950
LC_1950_1947404003,1947404003,1948404107,1950405790,1,5,4,062,1950-05-13,133,1,1,1,1,0,1950
LC_1950_1948404016,1948404016,1948404249,1950405420,1,5,2,022,1950-04-29,119,1,1,1,1,10,1950
LC_1950_1948404028,1948404028,1948404305,1950405312,1,5,2,042,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1948404030,1948404030,1948404366,1950405758,1,5,4,071,1950-05-08,128,1,1,1,1,10,1950
LC_1950_1948404034,1948404034,1948404364,1950405530,1,5,3,091,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1948404035,1948404035,1948404366,1950405103,1,5,4,071,1950-04-19,109,1,1,1,1,10,1950
LC_1950_1948404037,1948404037,1948404271,1950405496,1,5,3,011,1950-05-01,121,1,1,1,1,0,1950
LC_1950_1948404048,1948404048,1948404284,1950405532,1,5,4,121,1950-05-01,121,1,1,1,1,10,1950
LC_1950_1948404049,1948404049,1948404107,1950405605,1,5,1,062,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1948404052,1948404052,1948404271,1950405662,1,5,4,011,1950-05-04,124,1,1,1,1,10,1950
LC_1950_1948404064,1948404064,1948404368,1950405344,1,5,3,061,1950-04-27,117,1,1,1,1,0,1950
LC_1950_1948404069,1948404069,1949404812,1950405311,1,5,3,052,1950-04-26,116,1,1,1,1,10,1950
LC_1950_1948404076,1948404076,1948404305,1950405181,1,5,1,042,1950-04-22,112,1,1,1,1,0,1950
LC_1950_1948404092,1948404092,1948404249,1950405611,1,5,3,022,1950-05-03,123,1,1,1,1,10,1950
LC_1950_1948404100,1948404100,1947403825,1950405699,1,5,4,072,1950-05-06,126,1,1,1,1,10,1950
LC_1950_1948404101,1948404101,1948404147,1950405474,1,5,5,131,1950-04-30,120,1,1,1,1,10,1950
LC_1950_1948404102,1948404102,1947403713,1950405226,1,5,4,012,1950-04-24,114,1,1,1,1,10,1950
LC_1950_1948404110,1948404110,1948404390,1950405732,1,5,1,101,1950-05-07,127,1,1,1,1,0,1950
LC_1950_1948404112,1948404112,1948404147,1950405366,1,5,4,131,1950-04-28,118,1,1,1,1,10,1950
LC_1950_1948404115,1948404115,1948404305,1950405395,1,5,2,042,1950-04-28,118,1,1,1,1,0,1950
LC_1950_1948404117,1948404117,1948404283,1950405526|1950405527,2,8,2,041,1950-05-01,121,1,1,2,1,10,1950
