UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLWT_RATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
00RA00070,A5346,04,98,1,81,30,01,M,3,2,6.0,M,107,95,110,0.78,204,174,71,0.269,3.9,3.9,56,10.0,10.0,0.049,28.17,6.42,22.8,54,1,1,2+,2.3,148.4,A3444,04,L9979,03,235,193,0.295,2.0,,2,LWW,105,104,-,S4,AAA,100.0,101,,,,,,,,,,3,_____,6,14,11,2000
00RA00071,A5404,04,98,1,82,30,26,C,2,2,3.0,M,109,71,106,0.575,181,142,71,0.24,3.3,3.3,62,9.2,9.2,0.0508,24.39,4.49,18.4,60,2,1,2,2.0,119.0,A3325,04,A3518,04,214,193,0.282,2.0,,3,CTL,89,98,,S1,A,0.0,,,,,,,,,,,0,,3,5,4,2000
00RA00072,A5406,04,98,1,82,30,24,C,2,2,4.0,Y,109,75,106,0.633,188,148,71,0.247,3.6,3.6,58,7.8,7.8,0.0415,26.76,4.35,16.3,56,1,1,1-,1.94,142.2,A3416,04,A2083,04,202,193,0.27,2.0,,3,CTL,96,91,,S1,A,100.0,28,,,,,,,,,,0,,4,6,7,2000
00RA00073,A5454,04,98,1,82,30,25,C,3,2,6.0,M,110,71,105,0.578,176,141,71,0.236,3.2,3.2,58,9.2,9.2,0.0523,28.32,5.55,19.6,54,2,1,2,2.31,137.1,A2854,04,L8820,03,212,193,0.288,2.0,,2,CTL,97,94,-,S3,AA,100.0,109,,,,,,,,,,3,_____,6,14,11,2000
00RA00074,A5472,04,98,1,81,30,04,M,2,2,3.0,M,111,68,104,0.553,187,140,71,0.243,3.5,3.5,58,9.0,9.0,0.0481,28.33,5.26,18.6,54,2,1,2,2.14,150.0,A3129,04,A2970,04,213,193,0.297,2.0,,2,LWW,103,96,-,S4,AAA,100.0,106,,,,,,,,,,3,_____,3,6,6,2000
00RA00075,A5514,04,98,1,81,30,02,M,2,2,4.0,M,112,77,103,0.645,201,158,71,0.274,3.6,3.6,58,12.8,12.8,0.0637,27.27,6.35,23.3,56,2,1,1-,2.32,155.1,A3480,04,A1918,04,243,193,0.334,2.0,,2,LWW,114,117,-,S2,AA,82.0,104,,,,,,,,,,3,_____,4,9,8,2000
00RA00076,A5528,04,98,1,82,30,22,C,2,2,4.0,M,112,81,103,0.668,202,166,71,0.287,3.2,3.2,58,10.2,10.2,0.0505,26.06,5.34,20.5,58,5,1,1-,1.94,138.8,A3552,04,A2539,04,237,193,0.34,2.0,"H5, X",3,CTL,101,101,,S2,AA,100.0,30,,,,,,,,,,0,,3,6,6,2000
00RA00077,A5530,04,98,1,82,30,31,C,3,1,6.0,M,112,83,103,0.704,217,179,71,0.324,3.7,3.7,56,8.8,8.8,0.0406,30.66,5.63,18.4,50,1,1,1-,2.21,138.5,A2883,04,L9200,03,234,193,0.372,2.0,CHK LR HOOF *,2,CTL,101,95,-,S1,A,90.9,110,,,,,,,,,,3,_____,6,13,10,2000
00RA00078,A5543,04,98,1,81,30,04,M,2,2,5.0,M,112,82,103,0.702,173,153,71,0.24,3.3,3.3,56,8.2,8.2,0.0474,29.65,5.59,18.9,50,2,1,2,1.97,134.5,A3129,04,A1062,04,203,193,0.267,2.0,HIGH TSTS,3,LWW,93,89,,S1,A,0.0,,,,,,,,,,,0,,4,8,8,2000
00RA00079,A5546,04,98,1,82,30,20,C,3,2,8.0,M,113,72,102,0.625,153,138,71,0.223,2.8,2.8,60,7.6,7.6,0.0497,25.44,5.06,19.9,58,1,1,3+,2.0,141.2,A3453,04,L7769,03,175,193,0.262,2.0,VASCECTOMY,3,CTL,93,85,-,S2,AA,100.0,29,VAS,,,,,,,,,0,VASEC,8,16,14,2000
00RA00080,A5569,04,98,1,82,30,29,C,1,1,3.0,M,113,87,102,0.72,186,166,71,0.267,3.5,3.5,60,8.0,8.0,0.043,26.78,4.06,15.1,56,1,1,1-,2.14,123.9,A2914,04,A3489,04,215,193,0.294,2.0,"NICE, TB1",3,CTL,89,92,,S0,B,100.0,22,,,,,,,,,,0,,3,6,4,2000
00RA00081,A5629,04,98,1,82,30,23,C,3,2,5.0,M,114,82,103,0.689,182,158,71,0.259,3.3,3.3,60,6.6,6.6,0.0363,24.91,4.25,17.1,60,1,1,1-,2.63,148.9,A3401,04,A1449,04,217,193,0.284,2.0,FIDX:84,3,CTL,96,84,,S1,A,0.0,24a,,,,,,,,,,0,,5,14,10,2000
00RA00082,A5804,04,98,2,73,30,8,L,3,2,5.5,M,232,88,119,0.659,152,151,71,0.394,3.7,3.7,58,7.6,7.6,0.05,28.73,6.26,21.8,54,2,1,1-,1.8,97.0,A3908,04,A0551,04,183,193,0.346,1.5,,3,-FL,95,99,,S4,AAA,0.0,,,,,,,,,,,0,,5,9,7,2000
00RA00083,A5809,04,98,2,73,30,4,L,2,2,8.5,M,232,103,119,0.773,174,156,71,0.331,3.6,3.6,56,6.8,6.8,0.0391,27.98,5.45,19.5,54,2,1,1-,1.88,99.3,A3717,04,L5288,03,210,193,0.308,1.5,,3,-FL,96,93,,S2,AA,0.0,,,,,,,,,,,0,,7,15,12,2000
00RA00084,A5839,04,98,2,72,30,1,H,2,2,5.5,M,232,90,119,0.662,163,146,71,0.35,3.1,3.1,58,7.8,7.8,0.0479,29.2,6.1,20.9,54,4,1,2+,2.0,99.2,A3673,04,A0258,04,190,193,0.385,1.5,HVY SCUR,3,-FL,93,94,,S1,A,0.0,,,,,,,,,,,0,,5,11,10,2000
00RA00085,A5850,04,98,2,73,30,5,H,3,2,5.5,M,233,97,118,0.748,163,157,71,0.375,3.5,3.5,58,7.8,7.8,0.0479,27.58,6.12,22.2,56,1,1,2-,2.0,100.6,A3880,04,A0269,04,189,193,0.274,1.5,,3,-FL,98,99,,S4,AAA,0.0,,,,,,,,,,,0,,4,11,8,2000
00RA00086,A5857,04,98,2,73,30,6,L,2,2,4.0,M,233,106,118,0.79,167,154,71,0.3,2.8,2.8,60,7.0,7.0,0.0419,25.5,4.82,18.9,58,1,1,2+,1.94,101.0,A3832,04,A1859,04,198,193,0.221,1.5,,3,-FL,95,89,,S2,AA,0.0,,,,,,,,,,,0,,3,6,4,2000
00RA00087,A5866,04,98,2,73,30,4,L,2,2,5.5,M,233,97,118,0.712,169,153,71,0.35,3.0,3.0,60,6.2,6.2,0.0367,27.19,4.84,17.8,56,2,1,1-,1.8,98.9,A3717,04,A0558,04,190,193,0.337,1.5,,3,-FL,95,85,,S2,AA,0.0,,,,,,,,,,,0,,5,9,9,2000
00RA00088,A5948,04,98,2,73,30,2,L,2,2,8.5,M,250,81,101,0.695,161,143,71,0.388,2.8,2.8,58,6.2,6.2,0.0385,26.16,5.36,20.5,58,2,1,1-,1.38,90.1,A3705,04,L4904,03,188,193,0.337,1.5,FIX BIG TAG**,3,-FL,92,84,,S1,A,0.0,,,,,,,,,,,0,,7,11,11,2000
00RA00089,A5950,04,98,2,73,30,5,H,2,2,5.0,M,250,91,101,0.769,176,159,71,0.425,3.1,3.1,56,9.0,9.0,0.0511,29.56,6.01,20.3,50,1,1,2-,1.75,110.8,A3880,04,A0866,04,203,193,0.356,1.5,,2,-FL,107,101,-,S0,B,0.0,100,,,,,,,,,,2,_____,3,6,6,2000
00RA00090,A6102,04,99,1,81,30,02,M,2,2,6.0,Y,101,75,120,0.549,150,150,69,0.261,3.3,3.7,58,5.8,6.4,0.0427,25.24,5.34,21.1,58,2,1,1-,2.0,138.7,A3079,04,L9990,03,172,193,0.288,1.0,DUD,1,LWW,101,102,-,D3,DUD,0.0,54alt,,INB,CL,20,2,,0,Q,,0,,6,11,10,2000
00RA00091,A6103,04,99,1,81,30,01,M,2,2,6.0,Y,101,90,120,0.683,186,186,69,0.334,2.2,2.5,58,6.8,7.5,0.0403,25.95,4.37,16.9,58,1,1,3+,2.5,148.1,A4254,04,L9685,03,219,193,0.383,1.0,PINK DUD,3,LWW,109,98,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,6,16,11,2000
00RA00092,A6104,04,99,1,81,30,01,M,2,2,6.0,Y,101,94,120,0.692,188,188,69,0.328,2.5,2.8,58,6.6,7.2,0.0383,28.94,4.92,17.0,54,2,1,3+,2.5,148.1,A4254,04,L9685,03,207,193,0.335,1.0,,2,LWW,107,97,-,S3,AA,0.0, 97,,,,,,,,,,1,_____,6,16,11,2000
00RA00093,A6107,04,99,1,81,30,03,M,3,2,3.0,Y,102,87,119,0.64,142,142,69,0.192,2.4,2.7,60,5.6,6.2,0.0437,22.94,3.9,17.0,62,1,1,1-,2.28,144.2,A4591,04,A2879,04,0,,0.0,1.0,"DEAD,DITCH",6,LWW,,,,,,0.0,,,,,,,,,,,0,,3,7,6,2000
00RA00094,A6112,04,99,1,88,30,44-,.,2,2,2.5,Y,102,83,119,0.616,141,141,69,0.202,2.1,2.4,62,4.0,4.4,0.0312,22.73,3.81,16.7,62,1,1,2,2.24,155.4,A3678,04,A3782,04,180,193,0.288,1.0,"L.TAIL, EPI",3,GXE,99,76,,,,0.0,,Nax,,,,,,,,,0,,2,4,4,2000
00RA00095,A6113,04,99,1,88,30,44-,.,2,2,2.5,Y,102,78,119,0.572,142,142,69,0.223,2.5,2.8,62,4.4,4.8,0.0338,22.81,3.81,16.7,62,1,1,2,2.24,155.4,A3678,04,A3782,04,172,193,0.279,1.0,"DUD, D6",1,GXE,101,83,-,D4,DUD,0.0,42x,Nax,LOW,CR,45,3,,0,S,,0,,2,4,4,2000
00RA00096,A6114,04,99,1,81,30,03,M,2,2,5.0,Y,102,89,119,0.639,163,163,69,0.258,2.8,3.2,60,7.0,7.7,0.0472,24.94,4.82,19.3,60,2,1,2+,2.19,146.8,A4591,04,A1101,04,177,193,0.261,1.0,SOLD = DUD,2,LWW,106,107,-,D4,DUD,0.0, 95,,,,,,,,,,1,_____,5,10,9,2000
00RA00097,A6115,04,99,1,81,30,03,M,2,2,5.0,Y,102,80,119,0.581,151,151,69,0.247,3.2,3.6,62,7.2,7.9,0.0523,23.31,3.77,16.2,62,2,1,2,2.19,146.8,A4591,04,A1101,04,170,193,0.267,1.0,,2,LWW,108,114,-,S0,B,0.0, 98,,,,,,,,,,1,_____,5,10,9,2000
00RA00098,A6117,04,99,1,88,30,41-,.,2,2,2.5,Y,102,89,119,0.666,192,192,69,0.359,3.1,3.5,60,6.4,7.0,0.0365,23.1,4.34,18.8,62,1,1,2+,1.9,124.2,A4441,04,A3721,04,207,193,0.35,1.0,BAD R EYE,3,GXE,99,106,,,,0.0,,Nax,,,,,,,,,0,,1,2,2,2000
00RA00099,A6124,04,99,1,82,30,21,C,3,2,4.0,Y,102,81,119,0.619,117,117,69,0.125,2.1,2.4,62,3.9,4.3,0.0368,22.01,4.85,22.0,64,2,1,3,2.44,145.7,A2854,04,A1833,04,146,193,0.193,1.0,"X, LUNGS",3,CTL,91,76,,,,0.0,,,,,,,,,,,0,,4,10,7,2000
00RA00100,A6129,04,99,1,00,33,.0.,.,2,2,2.0,Y,102,94,119,0.702,174,174,69,0.279,2.9,3.3,58,8.2,9.0,0.0,27.76,5.8,20.9,56,1,1,2,2.24,137.2,K0000,63,A4277,04,201,193,0.318,1.0,"X,C x P Xbred",3,X,,,,D1,B,0.0,X,,,,,,,,,,0,,2,4,3,2000
00RA00101,A6134,04,99,1,82,30,31,C,4,2,6.0,Y,102,78,119,0.579,145,145,69,0.233,2.2,2.5,60,5.6,6.2,0.0428,24.97,4.52,18.1,58,1,1,3+,2.6,142.6,A4487,04,L9681,03,158,193,0.237,1.0,,3,CTL,97,89,,S2,AA,0.0,,,,,,,,,,,0,,6,17,11,2000
00RA00102,A6140,04,99,1,82,30,22,C,3,2,3.0,Y,103,81,118,0.61,148,148,69,0.233,2.8,3.2,60,5.0,5.5,0.0372,21.13,4.26,20.1,64,2,1,2+,2.28,147.7,A3176,04,A3293,04,179,193,0.291,1.0,,1,CTL,101,94,-,S0,B,0.0,22,,,CR,40,3,,0,S,,0,,3,7,6,2000
00RA00103,A6178,04,99,1,81,30,02,M,3,2,5.0,Y,103,90,120,0.663,131,131,69,0.144,2.1,2.4,62,4.8,5.3,0.0405,19.76,4.28,21.7,70,1,1,2,2.3,133.4,A3079,04,A0884,04,158,193,0.203,1.0,,3,LWW,89,86,,S1,A,0.0,,,,,,,,,,,0,,4,11,8,2000
00RA00104,A6198,04,99,1,81,30,02,M,2,1,2.0,Y,103,97,118,0.753,159,159,69,0.216,3.3,3.8,58,7.8,8.6,0.0541,26.26,4.89,18.6,58,1,1,2,2.07,134.1,A3079,04,A4338,04,178,193,0.24,1.0,used as 28alt,1,LWW,105,119,-,S1,A,0.0,28,,,CH,40,3,,0,S,,0,,2,3,3,2000
00RA00105,A6216,04,99,1,82,30,25,C,3,2,3.0,Y,104,89,119,0.676,164,164,69,0.263,3.2,3.7,60,6.0,6.6,0.0402,22.4,3.73,16.6,62,2,1,1-,2.28,142.7,A4125,04,A3384,04,189,193,0.299,1.0,,1,CTL,104,106,-,S4,AAA,0.0,25,,INB,CL,65,3,,0,E,,0,,3,7,5,2000
00RA00106,A6217,04,99,1,82,30,25,C,3,2,3.0,Y,104,90,119,0.697,150,150,69,0.211,2.5,2.9,62,5.2,5.8,0.0387,23.6,3.88,16.5,60,1,1,2,2.28,142.7,A4125,04,A3384,04,191,193,0.301,1.0,"SM.TSTS,R.EYE",3,CTL,99,91,,,,0.0,,,,,,,,,,,0,,3,7,5,2000
00RA00107,A6220,04,99,1,82,30,27,C,3,2,5.0,Y,104,91,119,0.684,151,151,69,0.211,2.5,2.9,60,7.6,8.4,0.0556,21.26,4.31,20.3,64,2,1,2-,1.97,126.4,A4574,04,A0768,04,174,193,0.248,1.0,RCVR,1,CTL,98,113,-,S1,A,0.0,27,,INB,CL,30,3,,0,S,,0,,4,8,7,2000
00RA00108,A6223,04,99,1,82,30,22,C,2,2,8.0,Y,104,87,117,0.667,156,156,69,0.24,3.0,3.4,60,6.6,7.3,0.0468,22.84,4.59,20.1,62,1,1,3+,2.0,136.6,A3176,04,L7193,03,185,193,0.291,1.0,DUD,1,CTL,102,108,-,D3,DUD,0.0,22alt,,,CL,40,3,,5,S,,0,,8,16,14,2000
00RA00109,A6225,04,99,1,82,30,31,C,1,1,5.0,Y,104,101,117,0.759,158,158,69,0.199,2.9,3.3,58,6.4,7.1,0.0449,22.79,3.92,17.2,62,1,1,1-,1.86,119.6,A4487,04,A1205,04,174,193,0.217,1.0,"DUD, D6",1,CTL,91,105,-,D4,DUD,0.0,55x,,INB,CL,20,2,,0,Q,,0,,4,7,7,2000
00RA00110,A6267,04,99,1,82,30,21,C,3,2,8.0,Y,105,76,116,0.586,131,131,69,0.192,2.3,2.6,62,4.6,5.1,0.0389,19.37,3.84,19.8,70,3,1,2-,2.63,147.2,A2854,04,L6939,03,149,193,0.217,1.0,H3,3,CTL,95,87,,S4,AAA,0.0,,,,,,,,,,,0,,8,21,15,2000
00RA00111,A6282,04,99,1,88,30,42-,.,2,2,2.5,Y,105,92,118,0.686,187,187,69,0.333,3.1,3.5,58,6.0,6.7,0.0358,22.76,3.86,17.0,62,1,1,2-,2.07,136.6,A3724,04,A3670,04,208,193,0.346,1.0,,1,GXE,103,104,-,D3,DUD,0.0,,Nax,,CL,55,3,,5,E,,0,,2,3,3,2000
00RA00112,A6302,04,99,1,82,30,26,C,3,2,4.0,Y,106,92,117,0.69,152,152,69,0.211,3.2,3.7,60,6.6,7.3,0.048,22.44,4.15,18.5,62,2,1,3+,2.32,157.9,A4171,04,A2286,04,192,193,0.299,1.0,DUD,2,CTL,113,111,-,D4,DUD,0.0,DUD,,,,,,,,,NO,1,_____,4,9,8,2000
00RA00113,A6327,04,99,1,81,30,04,M,2,2,2.0,Y,106,87,115,0.677,149,149,69,0.216,2.3,2.6,60,5.0,5.6,0.0376,24.13,4.22,17.5,60,1,1,2,2.24,155.6,A4528,04,A4675,04,174,193,0.258,1.0,not DUD,1,LWW,102,86,-,S1,A,0.0,43,,,CL,35,3,,20,Q,,0,,2,4,4,2000
00RA00114,A6350,04,99,1,82,30,25,C,2,2,5.0,Y,106,105,117,0.801,172,172,69,0.235,2.7,3.1,60,8.2,9.1,0.0529,23.58,4.05,17.2,60,1,1,3+,2.19,153.2,A4125,04,A1439,04,203,193,0.293,1.0,"NICEctrl, DUD",2,CTL,114,118,-,D4,DUD,0.0,DUD,,,,,,,,,NO,1,_____,5,10,9,2000
00RA00115,A6353,04,99,1,82,30,30,C,4,2,3.0,Y,106,96,117,0.749,154,154,69,0.204,2.7,3.1,60,5.0,5.6,0.0364,24.92,4.56,18.3,60,1,1,2-,2.42,153.4,A4206,04,A3178,04,178,193,0.245,1.0,,1,CTL,102,90,-,S0,B,0.0,30alt,,,CL,20,2,,0,Q,,0,,3,8,6,2000
00RA00116,A6365,04,99,1,81,30,03,M,3,3,5.0,Y,107,80,114,0.612,134,134,69,0.188,2.8,3.2,58,7.0,7.8,0.0582,23.67,5.02,21.2,60,1,1,2+,2.08,154.6,A4591,04,A0704,04,159,193,0.234,1.0,,2,LWW,109,109,-,S1,A,0.0, 96,,,,,,,,,,1,_____,4,9,9,2000
00RA00117,A6405,04,99,1,81,30,02,M,2,2,2.0,Y,107,73,114,0.551,123,123,69,0.174,2.8,3.2,60,5.2,5.8,0.0472,22.94,4.69,20.5,62,1,1,2+,2.24,138.0,A3079,04,A4510,04,147,193,0.22,1.0,,3,LWW,95,94,,S5,AAA,0.0,,,,,,,,,,,0,,2,4,3,2000
00RA00118,A6433,04,99,1,81,30,01,M,2,2,3.0,Y,107,83,114,0.62,187,187,69,0.362,3.2,3.7,56,6.6,7.4,0.0396,27.43,4.36,15.9,56,1,1,1-,2.14,155.6,A4254,04,A3388,04,212,193,0.383,1.0,DUD >works,1,LWW,115,108,-,D3w,DUD,0.0,52alt,,INB,CL,40,3,,0,S,,0,,3,6,6,2000
00RA00119,A6501,04,99,1,82,30,29,C,2,2,7.0,Y,109,86,112,0.689,148,148,69,0.216,2.8,3.2,58,6.2,7.0,0.0473,22.65,4.43,19.6,62,1,1,3+,2.31,145.4,A4414,04,L8725,03,167,193,0.24,1.0,,1,CTL,103,104,-,S1,A,0.0,53,,INB,CR,35,3,,10,S,,0,,7,16,12,2000
00RA00120,A6505,04,99,1,81,30,02,M,3,2,2.0,Y,109,71,112,0.571,122,122,69,0.178,3.1,3.6,62,4.6,5.2,0.0426,21.27,4.26,20.0,64,1,1,1-,2.57,142.9,A3079,04,A4562,04,145,193,0.22,1.0,,3,LWW,97,95,,S0,B,0.0,,,,,,,,,,,0,,2,6,4,2000
00RA00121,A6529,04,99,1,88,30,44-,.,3,1,1.5,Y,110,84,111,0.682,140,140,69,0.195,2.1,2.4,60,3.9,4.4,0.0314,20.77,3.78,18.2,64,1,1,3+,2.32,151.7,A3678,04,A4918,04,167,193,0.246,1.0,not DUD,1,GXE,95,78,-,S1,A,0.0,42,Nax,LOW,CL,55,3,,0,E,,0,,1,3,3,2000
00RA00122,A6541,04,99,1,81,30,03,M,3,2,4.0,Y,110,86,111,0.685,172,172,69,0.3,3.0,3.5,60,7.0,7.9,0.0459,23.69,4.05,17.1,60,1,1,3+,2.44,159.1,A4591,04,A2523,04,184,193,0.291,1.0,DUD >works,1,LWW,114,112,-,D3w,DUD,0.0,03alt,,INB,CL,30,3,,5,S,,0,,4,10,8,2000
00RA00123,A6558,04,99,1,82,30,27,C,3,2,4.0,Y,110,84,111,0.665,157,157,69,0.254,3.2,3.7,60,6.6,7.4,0.0471,24.69,4.98,20.2,60,1,1,3+,2.19,125.1,A4574,04,A1936,04,172,193,0.261,1.0,POOR SEMEN,1,CTL,98,110,-,D3,DUD,0.0,X,,INB,CH,0,0,,20,U,,0,,3,8,6,2000
00RA00124,A6560,04,99,1,82,30,23,C,2,2,3.0,Y,110,80,111,0.625,104,104,69,0.084,2.1,2.4,60,4.8,5.4,0.0519,24.01,4.75,19.8,60,1,1,2-,2.14,145.1,A4095,04,A3590,04,139,193,0.175,1.0,RUNT,3,CTL,93,83,,SP,B,0.0,,,,,,,,,,,0,,3,6,6,2000
00RA00125,A6563,04,99,1,81,30,03,M,2,2,2.0,Y,110,78,111,0.625,145,145,69,0.233,3.2,3.7,60,5.4,6.1,0.0421,23.4,5.14,22.0,62,2,1,2,2.24,154.7,A4591,04,A4343,04,163,193,0.252,1.0,DUD >works,1,LWW,106,101,-,D3w,DUD,0.0,,,,CL,35,3,,0,S,,0,,2,4,4,2000
00RA00126,A6599,04,99,1,82,30,21,C,2,2,6.0,Y,111,93,110,0.742,160,160,69,0.233,2.8,3.3,60,6.4,7.2,0.045,21.45,4.5,21.0,64,2,1,3+,1.9,133.1,A2854,04,L9884,03,190,193,0.288,1.0,also bpen 21,1,CTL,100,107,-,S3,AA,0.0,21,,,CL,35,3,,0,S,,0,,6,10,9,2000
00RA00127,A6627,04,99,1,88,30,41-,.,2,2,2.5,Y,112,80,109,0.658,141,141,69,0.213,3.4,4.0,58,5.2,5.9,0.0418,22.08,4.36,19.7,62,1,1,2+,2.24,153.3,A4441,04,A3694,04,167,193,0.258,1.0,,1,GXE,106,103,-,S0,B,0.0,,Nax,,CR,55,3,,0,E,,0,,2,4,4,2000
00RA00128,A6632,04,99,1,88,30,42-,.,2,2,3.5,Y,112,86,109,0.699,162,162,69,0.265,3.2,3.7,58,6.8,7.7,0.0475,23.54,4.47,19.0,60,1,1,2+,2.0,131.0,A3724,04,A2758,04,158,193,0.214,1.0,,1,GXE,99,113,-,D1,B,0.0,,Nax,,CR,50,3,,5,S,,0,,3,5,5,2000
00RA00129,A6641,04,99,1,88,30,43-,.,3,2,2.5,Y,112,80,109,0.642,146,146,69,0.23,3.2,3.7,58,5.4,6.1,0.0418,25.34,5.63,22.2,58,2,1,2-,2.07,120.9,A4395,04,A3878,04,177,193,0.288,1.0,not DUD,1,GXE,93,99,-,S1,A,0.0,55,Nax,INB,CL,40,3,,0,S,,0,,1,3,2,2000
00RA00130,A6642,04,99,1,88,30,41-,.,2,2,3.0,Y,112,79,109,0.628,145,145,69,0.23,2.4,2.8,60,6.2,7.0,0.0483,23.54,4.01,17.0,60,1,1,2,1.85,115.8,A4441,04,A3565,04,189,193,0.326,1.0,"X, SM.TSTS",1,GXE,92,99,-,D1,B,0.0,,Nax,,CL,40,3,,5,S,,0,,3,4,4,2000
00RA00131,A6647,04,99,1,81,30,01,M,2,1,5.0,Y,112,105,109,0.857,181,181,69,0.265,2.8,3.3,60,8.6,9.7,0.0536,24.67,4.65,18.9,60,2,1,1-,2.08,142.1,A4254,04,A1014,04,199,193,0.279,1.0,"X, LUNGS",3,LWW,111,123,,,,0.0,INB,,,,,,,,,,0,,5,9,8,2000
00RA00132,A6655,04,99,1,82,30,31,C,3,2,3.0,Y,112,78,111,0.613,144,144,69,0.232,2.8,3.3,60,5.4,6.1,0.0424,20.89,5.28,25.3,62,2,1,3+,2.42,145.5,A4487,04,A2846,04,163,193,0.254,1.0,DUD >work,1,CTL,101,100,-,D3w,DUD,0.0,31,,INB,CR,45,3,,0,S,,0,,3,8,6,2000
00RA00133,A6664,04,99,1,82,30,20,C,3,2,3.0,Y,112,84,111,0.667,177,177,69,0.326,2.8,3.3,62,6.6,7.5,0.0424,21.84,3.97,18.2,64,1,1,2-,2.14,132.9,A3453,04,A2877,04,194,193,0.328,1.0,"DUD, D6+",1,CTL,103,109,-,D4,DUD,0.0,20x,,,CL,30,3,,5,S,,0,,3,6,4,2000
00RA00134,A6667,04,99,1,88,30,44-,.,2,2,3.0,Y,112,87,111,0.679,157,157,69,0.246,2.4,2.8,60,4.8,5.4,0.0344,20.78,3.87,18.6,64,2,1,3+,1.85,117.5,A3678,04,A3497,04,178,193,0.272,1.0,,1,GXE,86,90,-,D1,B,0.0,42alt,Nax,LOW,CH,50,3,,0,S,,0,,2,4,4,2000
00RA00135,A6672,04,99,1,88,30,41-,.,3,2,5.5,Y,113,83,110,0.66,162,162,69,0.277,2.5,2.9,60,5.2,5.9,0.0364,22.22,3.9,17.5,62,1,1,2+,2.1,123.0,A4441,04,A0355,04,188,193,0.313,1.0,,1,GXE,92,93,-,S1,A,0.0,56,Nax,INB,CL,45,3,,0,S,,0,,5,12,9,2000
00RA00136,A6679,04,99,1,88,30,41-,.,3,2,2.5,Y,113,83,110,0.683,147,147,69,0.225,2.4,2.8,62,4.8,5.5,0.0374,23.47,4.26,18.1,62,1,1,2+,2.24,155.2,A4441,04,A3767,04,0,,0.0,1.0,"DEAD,DITCH",6,GXE,,,,,,0.0,,Nax,,,,,,,,,0,,2,4,4,2000
00RA00137,A6680,04,99,1,88,30,41-,.,3,2,2.5,Y,113,77,110,0.625,146,146,69,0.242,2.8,3.3,60,5.8,6.6,0.0452,23.92,4.02,16.8,60,2,1,2,2.24,155.2,A4441,04,A3767,04,184,193,0.319,1.0,,1,GXE,109,100,-,D1,B,0.0,,Nax,,CL,30,3,,0,S,,0,,2,4,4,2000
00RA00138,A6687,04,99,1,81,30,04,M,2,2,5.0,Y,113,89,110,0.703,161,161,69,0.253,2.6,3.1,56,8.8,10.0,0.0621,27.25,5.34,19.6,56,2,1,3-,2.08,148.6,A4528,04,A1397,04,176,193,0.26,1.0,DUD,1,LWW,114,122,-,D3,DUD,0.0,04alt,,,CR,55,3,,0,E,,0,,5,9,9,2000
00RA00139,A6735,04,99,1,88,30,45-,.,3,3,2.5,Y,113,68,110,0.537,142,142,69,0.26,3.1,3.6,58,5.6,6.4,0.0451,23.72,4.12,17.4,60,1,1,1-,2.24,155.4,A4678,04,A3875,04,155,193,0.26,1.0,,1,GXE,107,102,-,D1,B,0.0,,Nax,,CR,45,3,,5,S,,0,,2,4,4,2000
00RA00140,A6738,04,99,1,88,30,45-,.,3,2,3.0,Y,113,80,110,0.642,148,148,69,0.239,2.3,2.7,62,4.4,5.0,0.0338,22.38,3.93,17.6,62,2,1,2+,2.0,115.0,A4678,04,A3561,04,167,193,0.26,1.0,"DUD, D6",1,GXE,83,84,-,D4,DUD,0.0,43x,Nax,LOW,CR,40,3,,0,S,,0,,2,5,4,2000
00RA00141,A6744,04,99,1,82,30,30,C,1,1,2.0,Y,114,102,109,0.826,157,157,69,0.193,3.3,3.9,60,7.0,8.0,0.051,24.04,4.87,20.3,60,2,1,2-,1.74,109.4,A4206,04,A4150,04,176,193,0.221,1.0,TRT L.EYE PPG,3,CTL,92,117,,,,0.0,,,,,,,,,,,0,,1,1,1,2000
00RA00142,A6759,04,99,1,82,30,26,C,1,1,3.0,Y,114,95,109,0.753,163,163,69,0.239,2.8,3.3,60,5.4,6.2,0.038,22.66,4.42,19.5,62,2,1,2,1.85,125.4,A4171,04,A3637,04,195,193,0.299,1.0,DUD >work,1,CTL,94,99,-,D3w,DUD,0.0,26,,INB,CH,10,2,,0,Q,,0,,3,4,4,2000
00RA00143,A6761,04,99,1,81,30,01,M,3,2,3.0,Y,114,96,109,0.807,142,142,69,0.161,2.1,2.5,60,5.2,5.9,0.0415,23.47,6.3,26.8,60,1,1,2,2.42,170.5,A4254,04,A2839,04,179,193,0.248,1.0,,1,LWW,108,88,-,S1,A,0.0,01,,,CR,45,3,,0,S,,0,,3,8,7,2000
