UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLWT_RATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
00RA00218,K0849,64,99,1,68,06,04-,.,2,2,7.0,Y,101,104,120,0.761,196,196,69,0.321,2.9,3.3,60,9.2,10.1,0.0,25.7,4.99,19.4,58,2,1,3+,1.9,154.4,K9660,63,K6128,63,216,193,0.332,1.0,HAIRY,2,GXE,99,97,-,S2,AA,0.0,119,,,,,,,,,,7,_____,7,14,14,2000
00RA00219,K0864,64,99,1,68,06,02-,.,2,2,2.0,Y,102,100,119,0.723,223,223,69,0.429,3.3,3.7,58,10.8,11.9,0.0,27.4,4.77,17.4,56,1,1,3-,1.6,126.0,J0131,00,K9285,63,244,193,0.427,1.0,DUD,1,GXE,117,108,-,D3,DUD,0.0,05alt,,,CL,45,3,,10,S,,0,,1,2,2,2000
00RA00220,K0866,64,99,1,68,06,06-,.,3,2,5.0,Y,102,96,119,0.718,188,188,69,0.321,3.2,3.6,58,10.2,11.2,0.0,23.98,5.63,23.5,60,1,1,3+,1.77,138.1,K9884,63,K7563,63,205,193,0.323,1.0,,1,GXE,95,106,-,S2,AA,0.0,09,,,CL,45,3,,5,S,,0,,4,9,8,2000
00RA00221,K0873,64,99,1,68,06,02-,.,2,2,2.0,Y,102,88,119,0.637,165,165,69,0.268,2.8,3.2,60,8.8,9.7,0.0,25.26,4.4,17.4,58,1,1,4+,1.77,143.6,J0131,00,K9575,63,187,193,0.294,1.0,4TEATS,3,GXE,86,94,,SP,B,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00222,K0896,64,99,1,68,06,05-,.,2,2,6.0,Y,103,106,118,0.785,190,190,69,0.293,2.9,3.3,58,9.6,10.6,0.0,25.04,5.48,21.9,58,1,1,3+,1.69,153.2,K9464,63,K6816,63,206,193,0.297,1.0,,2,GXE,93,100,-,S4,AAA,0.0,120,,,,,,,,,,7,_____,6,10,11,2000
00RA00223,K0902,64,99,1,68,06,03-,.,2,2,3.0,Y,104,106,117,0.799,186,186,69,0.279,2.8,3.2,60,9.0,10.0,0.0,25.82,4.46,17.3,58,1,1,3+,1.68,141.6,K9689,63,K8999,63,219,193,0.335,1.0,4TEATS,2,GXE,101,95,-,S1,A,0.0,118,,,,,,,,,,7,C5416,3,5,5,2000
00RA00224,K0905,64,99,1,68,06,04-,.,2,2,3.0,Y,104,133,119,1.0,231,231,69,0.344,3.1,3.5,56,11.2,12.4,0.0,27.78,5.29,19.0,56,1,1,2,1.68,152.8,K9660,63,K8698,63,260,193,0.379,1.0,"adg1.000,DUD",1,GXE,118,108,-,D3w,DUD,0.0,07,,,CR,60,3,,0,E,,0,,3,5,6,2000
00RA00225,K0906,64,99,1,68,06,04-,.,2,2,3.0,Y,104,106,119,0.769,234,234,69,0.449,2.8,3.2,60,10.0,11.1,0.0,25.15,5.58,22.2,58,1,1,3+,1.68,152.8,K9660,63,K8698,63,258,193,0.454,1.0,RCVR >works,1,GXE,125,101,-,D3w,DUD,0.0,07alt,,,CL,10,2,,10,Q,,0,,3,5,6,2000
00RA00226,K0920,64,99,1,68,06,06-,.,1,1,2.0,Y,104,116,119,0.867,189,189,69,0.256,3.2,3.7,58,9.6,10.6,0.0,26.38,4.55,17.3,58,1,1,2-,1.6,135.9,K9884,63,K9290,63,218,193,0.304,1.0,,1,GXE,97,102,-,S0,B,0.0,09alt,,,CR,60,3,,30,S,,0,,2,2,2,2000
00RA00227,K0922,64,99,1,00,05,51,H,1,1,2.0,Y,104,116,119,0.847,208,208,69,0.323,3.2,3.7,60,7.6,8.4,0.0,0.0,0.0,0.0,0,4,1,3,1.6,132.0,K8762,63,K9566,63,245,193,0.385,1.0,"H4,BAD EYE",3,CLP,,,,,,0.0,,CC1,,,,,,,,,0,,2,2,2,2000
00RA00228,K0928,64,99,1,00,05,53,H,2,2,3.0,Y,105,102,118,0.753,174,174,69,0.253,2.3,2.6,62,7.8,8.7,0.0,0.0,0.0,0.0,0,2,1,3+,1.53,132.0,K9643,63,K8945,63,198,193,0.287,1.0,DUD >work,1,CLP,,,-,D3w,DUD,0.0,53,CN4,,CL,55,3,,0,E,,0,,3,4,4,2000
00RA00229,K0936,64,99,1,00,05,51,H,2,2,2.0,Y,105,98,118,0.731,187,187,69,0.312,2.9,3.3,56,8.0,8.9,0.0,0.0,0.0,0.0,0,2,1,3,1.6,126.0,K8762,63,K9287,63,209,193,0.331,1.0,POOR SEMEN,1,CLP,,,-,D3,DUD,0.0,X,CC1,,CR,20,2,,30,U,,0,,1,2,2,2000
00RA00230,K0937,64,99,1,00,05,51,H,2,2,2.0,Y,105,83,118,0.613,156,156,69,0.256,2.4,2.7,62,5.6,6.2,0.0,0.0,0.0,0.0,0,1,1,3,1.6,126.0,K8762,63,K9287,63,174,193,0.272,1.0,,1,CLP,,,-,S0,B,0.0,,CC1,,CL,50,3,,0,S,,0,,1,2,2,2000
00RA00231,K0942,64,99,1,68,06,01-,.,2,2,4.0,Y,105,100,118,0.714,200,200,69,0.351,3.1,3.5,58,11.8,13.1,0.0,24.41,5.83,23.9,60,2,1,3,2.02,167.9,J0093,00,K8053,63,220,193,0.358,1.0,"BUCKtwin,DUD",1,GXE,103,114,-,D3,DUD,0.0,,,,CR,45,3,,0,S,,0,,4,9,8,2000
00RA00232,K0943,64,99,1,68,06,01-,.,2,2,4.0,Y,105,112,118,0.821,222,222,69,0.386,3.0,3.4,58,9.6,10.7,0.0,25.76,4.71,18.3,58,1,1,3,2.02,167.9,J0093,00,K8053,63,255,193,0.427,1.0,"BUCKtwin,DUD",1,GXE,121,101,-,D3w,DUD,0.0,04,,,CL,20,3,,10,Q,,0,,4,9,8,2000
00RA00233,K0949,64,99,1,00,05,e10,H,1,1,1.0,Y,106,98,117,0.75,169,169,69,0.249,2.8,3.2,60,8.2,9.1,0.0,0.0,0.0,0.0,0,4,1,3-,1.63,128.6,K9738,63,K0270,64,196,193,0.293,1.0,"H4, DUD works",1,CLP,,,-,D3w,DUD,0.0,,CC1,,CR,50,3,,0,S,,0,,1,1,1,2000
00RA00234,K0952,64,99,1,68,06,05-,.,3,2,4.0,Y,106,99,117,0.758,187,187,69,0.309,3.0,3.4,58,8.6,9.6,0.0,26.0,4.28,16.5,58,1,1,3+,2.02,143.9,K9464,63,K7767,63,206,193,0.319,1.0,,3,GXE,96,95,,S2,AA,0.0,,,,,,,,,,,0,,4,9,7,2000
00RA00235,K0953,64,99,1,68,06,05-,.,3,2,4.0,Y,106,99,117,0.762,198,198,69,0.347,3.3,3.8,58,11.2,12.5,0.0,27.2,4.48,16.5,56,1,1,3,2.02,143.9,K9464,63,K7767,63,230,193,0.391,1.0,BLOODY SEMEN,1,GXE,111,112,-,D3,DUD,0.0,X,,,BL,25,2,,20,U,,0,,4,9,7,2000
00RA00236,K0954,64,99,1,68,06,02-,.,2,1,4.0,M,106,123,117,0.94,198,198,69,0.263,2.1,2.4,60,7.6,8.5,0.0,24.58,4.29,17.5,60,1,1,3,1.77,137.6,J0131,00,K8123,63,237,193,0.34,1.0,,3,GXE,108,82,,S2,AA,0.0,,,,,,,,,,,0,,4,7,6,2000
00RA00237,K0970,64,99,1,68,06,01-,.,3,2,3.0,Y,106,92,117,0.666,185,185,69,0.326,3.0,3.4,58,10.6,11.8,0.0,25.65,4.95,19.3,58,1,1,3-,2.1,147.3,J0093,00,K8900,63,221,193,0.385,1.0,MSG 10/4/00,1,GXE,106,106,-,,,0.0,MSG,,,NT,,,,0,N,,0,,3,8,6,2000
00RA00238,K0997,64,99,1,68,06,03-,.,2,2,6.0,Y,108,89,113,0.683,191,191,69,0.355,3.2,3.7,58,10.0,11.2,0.0,26.58,5.06,19.0,56,1,1,3,1.89,138.3,K9689,63,K6726,63,216,193,0.377,1.0,DUD,1,GXE,105,105,-,D3,DUD,0.0,06alt,,,CR,35,3,,0,S,,0,,6,12,10,2000
00RA00239,K0999,64,99,1,68,06,01-,.,2,2,7.0,Y,108,90,113,0.688,201,201,69,0.387,3.0,3.5,58,8.4,9.4,0.0,24.98,4.0,16.0,58,1,1,3-,1.63,132.5,J0093,00,K6238,63,225,193,0.401,1.0,SLI,2,GXE,111,96,-,S0,B,0.0,117,,,,,,,,,NO,7,C5415,6,11,11,2000
00RA00240,K8762,63,96,1,00,05,55,H,2,2,3.0,M,92,96,128,0.652,248,189,71,0.318,4.1,4.1,54,11.2,11.2,0.0,0.0,0.0,0.0,0,1,1,3-,1.6,97.5,K7819,63,K7668,63,273,193,0.31,4.0,"LAME,RF,10/13",3,CLP,,,,S0,B,75.9,53,CC1,,,,,,,,,0,,3,4,3,2000
00RA00241,K9286,63,97,1,00,05,51,H,2,2,6.0,M,91,100,127,0.691,230,188,71,0.3,3.7,3.7,58,13.2,13.2,0.0,0.0,0.0,0.0,0,2,1,2-,1.79,142.7,K8349,63,K6990,63,254,193,0.302,3.0,"X, ABS. NECK",3,CLP,,,,S4,AAA,100.0,51,CC1,,,,,,,,,0,,6,11,10,2000
00RA00242,K9301,63,97,1,00,05,51,H,3,2,6.0,M,92,110,126,0.784,219,167,71,0.195,3.3,3.3,60,11.4,11.4,0.0,0.0,0.0,0.0,0,1,1,3+,1.83,152.0,K8349,63,S3558,10,245,193,0.237,3.0,,1,CLP,,,-,S2,AA,0.0,51,CN4,,CR,50,3,,5,S,,0,,6,11,11,2000
00RA00243,K9302,63,97,1,00,05,51,H,3,2,6.0,M,92,87,126,0.619,215,141,71,0.184,3.7,3.7,60,10.6,10.6,0.0,0.0,0.0,0.0,0,2,1,3+,1.83,152.0,K8349,63,S3558,10,239,193,0.228,3.0,4TEATS,1,CLP,,,-,S5,AAA,0.0,51alt,CN3,,CR,55,3,,0,E,,0,,6,11,11,2000
00RA00244,K9315,63,97,1,00,91,54,D,1,1,2.0,M,92,108,126,0.737,189,132,0,0.082,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.39,100.0, 0067,00,K8003,63,217,193,0.121,3.0,"RAM, B.HEAD",2,DxC,,,-,S1,A,0.0,115,,,,,,,,,,6,_____,1,1,1,2000
00RA00245,K9338,63,97,1,00,91,52,D,1,2,5.0,M,93,91,125,0.601,215,140,0,0.167,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.46,109.5, 0067,00,K6216,63,254,193,0.228,3.0,"RAM, B.HEAD",2,DxC,,,-,S3,AA,0.0,114,,,,,,,,,,6,_____,5,6,6,2000
00RA00246,K9360,63,97,1,00,91,53,D,1,1,5.0,M,93,120,125,0.844,218,170,71,0.171,0.0,0.0,56,7.4,7.4,0.0,0.0,0.0,0.0,0,,1,,1.21,94.8, 0002,00,K7024,63,249,193,0.142,3.0,"RCVR,THIN,DRP",1,DxC,,,-,S4,AAA,0.0,e10,,,CR,55,3,,0,E,,0,,3,4,4,2000
00RA00247,K9368,63,97,1,00,91,53,D,2,2,7.0,M,93,110,125,0.774,219,176,71,0.225,0.0,0.0,54,6.4,6.4,0.0,0.0,0.0,0.0,0,,1,,1.9,152.5, 0073,00,K5972,63,244,193,0.237,3.0,"RAM, WHITE",1,DxC,,,-,S2,AA,0.0,973a,,,CL,55,3,,0,E,,0,,7,14,13,2000
00RA00248,K9385,63,97,1,00,05,51,H,2,1,6.0,M,93,111,125,0.778,233,167,71,0.191,3.0,3.0,60,10.0,10.0,0.0,0.0,0.0,0.0,0,1,1,3,1.5,108.3,K8349,63,S3757,10,258,193,0.207,3.0,LUNGER ? **,3,CLP,,,,S2,AA,0.0,,CN3,,,,,,,,,0,,6,9,7,2000
00RA00249,K9434,63,97,1,00,91,53,D,2,2,6.0,M,94,96,125,0.663,228,146,71,0.171,0.0,0.0,58,8.4,8.4,0.0,0.0,0.0,0.0,0,,1,,1.79,142.8, 0002,00,K6658,63,258,193,0.193,3.0,"RAM, WHITE",1,DxC,,,-,S3,AA,0.0,e11,,,CR,55,3,,0,E,,0,,6,11,10,2000
00RA00250,K9449,63,97,1,68,06,01,.,2,2,4.0,M,94,97,124,0.694,225,190,71,0.317,3.3,3.3,58,14.2,14.2,0.0,28.37,4.92,17.3,54,1,1,2+,1.78,125.5,K8018,63,K7253,63,263,193,0.331,3.0,NICE,3,ADG,90,96,,S3,AA,0.0,.0.,,,,,,,,,,0,,4,7,5,2000
00RA00251,K9464,63,97,1,68,06,02,.,2,2,5.0,M,95,99,123,0.685,235,200,71,0.345,3.7,3.7,56,14.8,14.8,0.0,29.35,5.28,18.0,50,2,1,2-,1.66,115.4,K7977,63,K7270,63,284,193,0.364,3.0,GOOD WOOL,3,ADG,96,100,,S1,A,0.0,.0.,,,,,,,,,,0,,4,8,6,2000
00RA00252,K9484,63,97,1,00,91,52,D,2,2,5.0,M,95,90,123,0.636,184,146,71,0.191,0.0,0.0,56,8.8,8.8,0.0,0.0,0.0,0.0,0,,1,,1.69,126.7, 0073,00,K6775,63,213,193,0.213,3.0,"WBC, WHITE",3,DxC,,,,S3,AA,0.0,,,,,,,,,,,0,,4,8,8,2000
00RA00253,K9488,63,97,1,00,91,52,D,1,1,7.0,M,95,115,123,0.801,221,175,71,0.205,0.0,0.0,56,6.4,6.4,0.0,0.0,0.0,0.0,0,,1,,1.54,98.4, 0002,00,K5971,63,242,193,0.228,3.0,KEMPY (msu),1,DxC,,,-,S2,AA,0.0,974a,,,CL,35,3,,0,S,,0,,7,10,9,2000
00RA00254,K9535,63,97,1,68,06,01,.,2,2,6.0,M,96,97,122,0.67,247,195,71,0.334,3.8,3.8,58,14.6,14.6,0.0,29.13,4.89,16.8,54,1,1,2-,1.79,140.4,K8018,63,K6679,63,288,193,0.391,3.0,,2,ADG,101,101,-,S5,AAA,0.0,132,,,,,,,,,,9,_____,6,11,10,2000
00RA00255,K9549,63,97,1,68,06,04,.,2,2,4.0,M,96,92,123,0.642,234,188,71,0.329,3.7,3.7,56,14.6,14.6,0.0,30.74,5.68,18.5,50,1,1,2,1.89,144.7,K7793,63,K7908,63,281,193,0.338,3.0,,3,ADG,90,99,,S4,AAA,0.0,.0.,,,,,,,,,,0,,4,8,7,2000
00RA00256,K9603,63,97,1,00,05,51,H,2,2,3.0,M,98,90,121,0.632,209,136,71,0.158,3.5,3.5,58,13.2,13.2,0.0,0.0,0.0,0.0,0,1,1,3+,1.78,138.5,K8349,63,K8157,63,236,193,0.202,3.0,"INPANNIER,CC",1,CLP,,,-,S2,AA,95.3,e.5,CC1,,CR,30,3,,5,S,,0,,3,5,5,2000
00RA00257,K9643,63,97,1,00,05,51,H,2,2,4.0,M,100,88,119,0.624,230,159,71,0.243,4.0,4.0,60,11.0,11.0,0.0,0.0,0.0,0.0,0,3,1,3+,1.5,105.5,K8349,63,S5566,10,254,193,0.261,3.0,"homozyg,FAHMY",1,CLP,,,-,n,,79.2,e.1,CC1,,NT,,,,0,N,,0,,3,6,5,2000
00RA00258,K9688,63,97,1,00,05,51,H,2,2,6.0,M,102,86,117,0.658,200,148,71,0.212,3.5,3.5,58,8.2,8.2,0.0,0.0,0.0,0.0,0,1,1,3+,1.69,130.3,K8349,63,K6788,63,228,193,0.228,3.0,"ENTR,homozyg,",1,CLP,,,-,S4,AAA,0.0,ealt,CC1,,CH,20,2,,0,Q,,0,,5,10,9,2000
00RA00259,K9689,63,97,1,68,06,01,.,1,1,7.0,M,102,114,117,0.839,248,203,71,0.305,3.7,3.7,56,15.6,15.6,0.0,30.02,5.21,17.3,50,1,1,3+,1.45,118.8,K8018,63,K6109,63,282,193,0.344,3.0,BIGBOY    GxE,2,ADG,98,103,-,S2,AA,0.0,131,,,,,,,,,,9,_____,6,9,8,2000
00RA00260,K9738,63,97,1,00,05,51,H,2,2,6.0,M,105,63,113,0.446,208,166,71,0.352,3.2,3.2,60,13.0,13.0,0.0,0.0,0.0,0.0,0,2,1,3+,1.5,144.7,K8349,63,S3647,10,243,193,0.355,3.0,"NICE,homozyg,",1,CLP,,,-,S4,AAA,89.3,54,CC1,,CL,35,3,,0,S,,0,,6,9,9,2000
00RA00261,K9884,63,97,1,68,06,01,.,2,2,5.0,M,110,87,108,0.685,269,188,71,0.345,4.0,4.0,54,17.2,17.2,0.0,32.34,4.88,15.1,48,1,1,3+,1.66,106.9,K8018,63,K7129,63,307,193,0.34,3.0,FIX BIG TAG**,3,ADG,92,109,,S4,AAA,92.3,04-,,,,,,,,,,0,,4,8,8,2000
00RA00262,K9991,63,97,1,00,05,e22,H,1,1,3.0,M,120,69,99,0.565,188,103,71,0.116,3.7,3.7,58,11.2,11.2,0.0,0.0,0.0,0.0,0,2,1,3,1.53,120.9,K7838,63,K8912,63,221,193,0.151,3.0,"CC,homozygous",1,CLP,,,-,S0,B,0.0,55alt,CC1,,CR,30,3,,0,S,,0,,3,4,4,2000
00RA00263,K9992,63,97,1,00,05,e22,H,1,1,3.0,M,120,68,99,0.54,237,138,71,0.24,3.4,3.4,60,13.4,13.4,0.0,0.0,0.0,0.0,0,2,2,3,1.53,121.5,K7838,63,K9077,63,265,193,0.267,3.0,"CC,homozygous",1,CLP,,,-,S5,AAA,68.4,55,CC1,,CR,50,3,,0,S,,0,,3,4,4,2000
00RA00264,R0012,11,99,1,11,07,12,R,2,2,7.0,Y,90,93,131,0.617,142,142,69,0.171,2.4,2.6,62,6.2,6.6,0.0,20.67,3.82,18.5,64,1,1,4-,1.91,143.1,S7874,10,S2934,10,171,193,0.231,1.0,,1,LWW,104,83,-,S0,B,0.0,12alt,,,CR,20,3,,0,Q,,0,,7,14,14,2000
00RA00265,R0013,11,99,1,10,07,22,M,2,1,2.0,Y,90,102,131,0.682,150,150,69,0.167,3.0,3.3,62,10.0,10.6,0.0,20.41,3.21,15.8,70,2,1,3,2.03,118.9,S8152,10,S7742,10,165,193,0.187,1.0,NICE,3,IDX,102,113,,SP,B,0.0,,,,,,,,,,,0,,2,4,2,2000
00RA00266,R0026,11,99,1,12,07,82,C,2,2,5.0,Y,90,87,131,0.57,166,166,69,0.275,3.0,3.3,60,10.0,10.6,0.0,23.27,4.7,20.2,62,1,1,4,1.83,127.5,S7777,10,S4640,10,190,193,0.306,1.0,DUD >works,2,CTL,111,111,-,D4w,DUD,0.0,DUDw,,,,,,,,,NO,12,_____,5,9,9,2000
00RA00267,R0029,11,99,1,11,07,13,R,2,2,2.0,Y,90,92,131,0.605,169,169,69,0.268,2.8,3.1,62,9.0,9.5,0.0,21.13,3.53,16.7,64,1,1,3,1.86,131.4,S7808,10,S8194,10,187,193,0.282,1.0,,1,LWW,109,104,-,S3,AA,0.0,13,,,CR,50,3,,0,S,,0,,2,3,3,2000
00RA00268,R0036,11,99,1,11,07,11,R,1,1,2.0,Y,91,100,130,0.683,155,155,69,0.192,2.4,2.6,62,7.8,8.3,0.0,21.36,4.88,22.9,64,1,1,3-,1.69,118.0,S8224,10,S8443,10,186,193,0.255,1.0,DUD,3,LWW,96,92,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,2,2,2,2000
00RA00269,R0044,11,99,1,10,07,22,M,2,2,2.0,Y,91,95,130,0.629,196,196,69,0.352,2.8,3.1,60,10.6,11.3,0.0,20.69,4.11,19.9,64,2,1,3,1.86,137.0,S8152,10,S8438,10,223,193,0.38,1.0,DUD >work,1,IDX,119,115,-,D3w,DUD,0.0,22,,,CR,55,3,,0,E,,0,,2,3,3,2000
00RA00270,R0046,11,99,1,13,43,31,F,1,1,2.0,Y,91,96,130,0.648,157,157,69,0.213,3.1,3.4,60,6.0,6.4,0.0,22.27,4.29,19.3,62,1,1,3,1.69,113.2,S7842,10,S8222,10,181,193,0.252,1.0,PNEUMOTHORAX,3,FW,92,88,,S3,AA,0.0,,,,,,,,,,,0,,2,2,2,2000
00RA00271,R0047,11,99,1,13,43,33,F,2,1,3.0,Y,91,106,130,0.723,169,169,69,0.22,3.2,3.5,64,11.8,12.6,0.0,20.32,3.6,17.7,70,1,1,3,1.98,125.5,S8098,10,S6815,10,179,193,0.217,1.0,,1,FW,112,127,-,S0,B,0.0,33,,,CR,40,3,,0,S,,0,,3,6,5,2000
00RA00272,R0053,11,99,1,10,07,23,M,3,2,3.0,Y,91,91,130,0.631,183,183,69,0.321,2.4,2.6,62,7.8,8.3,0.0,22.22,3.96,17.8,62,1,1,4-,2.12,133.7,S8043,10,S7304,10,201,193,0.326,1.0,DUD,1,IDX,107,92,-,D3,DUD,0.0,,,,CR,60,3,,0,E,,0,,3,7,5,2000
00RA00273,R0060,11,99,1,12,43,83,C,2,2,4.0,Y,91,93,130,0.619,175,175,69,0.286,2.7,3.0,64,8.6,9.2,0.0,20.68,4.27,20.7,64,7,1,4,1.61,117.1,S8059,10,S6058,10,195,193,0.303,1.0,H7,1,CTL,101,102,-,S3,AA,0.0,83,,,CR,40,3,,0,S,,0,,3,5,5,2000
00RA00274,R0071,11,99,1,11,07,11,R,2,2,2.0,Y,91,81,130,0.545,120,120,69,0.136,2.7,3.0,60,6.6,7.0,0.0,22.13,5.15,23.3,62,2,1,3-,1.86,130.3,S8224,10,S8326,10,151,193,0.208,1.0,"R.TAIL, EPI?",3,LWW,99,88,,,,0.0,,,,,,,,,,,0,,2,3,3,2000
00RA00275,R0082,11,99,1,12,07,86,C,2,1,2.0,Y,91,105,130,0.726,168,168,69,0.22,2.8,3.1,60,8.6,9.2,0.0,22.25,3.71,16.7,62,3,1,3,1.86,100.7,S7896,10,S7783,10,200,193,0.282,1.0,DUD >work,1,CTL,92,102,-,D3w,DUD,0.0,86,,,CR,50,3,,0,S,,0,,2,3,1,2000
00RA00276,R0101,11,99,1,13,07,31,F,2,2,3.0,Y,92,84,129,0.553,166,166,69,0.286,3.3,3.6,62,10.2,10.9,0.0,18.5,3.68,19.9,80,2,1,3+,1.84,115.1,S7842,10,S6671,10,183,193,0.294,1.0,,2,FW,106,120,-,S2,AA,0.0,153,,,,,,,,,,12,_____,3,5,4,2000
00RA00277,R0118,11,99,1,12,07,80,C,2,2,4.0,Y,92,93,129,0.624,169,169,69,0.265,2.9,3.2,64,7.2,7.7,0.0,20.26,3.43,16.9,70,2,1,3,1.73,122.8,S8046,10,S5674,10,195,193,0.303,1.0,DUD >work,1,CTL,101,96,-,D3w,DUD,0.0,80,,,CR,30,3,,0,Q,,0,,3,6,6,2000
00RA00278,R0119,11,99,1,12,07,80,C,2,2,4.0,Y,92,85,129,0.56,133,133,69,0.167,2.5,2.7,62,5.8,6.2,0.0,19.88,4.09,20.6,70,1,1,3,1.73,122.8,S8046,10,S5674,10,166,193,0.24,1.0,,1,CTL,94,83,-,D3,DUD,0.0,80alt,,,CR,60,3,,0,E,,0,,3,6,6,2000
00RA00279,R0127,11,99,1,13,43,31,F,1,1,2.0,Y,92,99,129,0.677,184,184,69,0.296,3.9,4.3,64,10.0,10.7,0.0,20.26,3.17,15.6,70,3,1,3+,1.69,115.3,S7842,10,S8131,10,196,193,0.288,1.0,,1,FW,107,124,-,S1,A,0.0,31,,,CR,60,3,,0,E,,0,,2,2,2,2000
00RA00280,R0146,11,99,1,12,07,87,C,2,2,4.0,Y,92,86,129,0.566,157,157,69,0.247,3.3,3.6,62,8.4,9.0,0.0,19.66,3.62,18.4,70,5,1,3-,1.73,130.0,S8268,10,S5787,10,172,193,0.255,1.0,H5,3,CTL,107,108,,SP,B,0.0,,,,,,,,,,,0,,4,6,6,2000
00RA00281,R0150,11,99,1,10,07,24,M,2,2,3.0,Y,92,89,129,0.608,176,176,69,0.303,2.4,2.6,64,7.8,8.3,0.0,20.0,3.3,16.5,70,1,1,3-,1.84,134.5,S7990,10,S7546,10,203,193,0.338,1.0,DUD >works,2,IDX,108,94,-,D4w,DUD,0.0,DUDw,,,,,,,,,NO,12,_____,3,5,5,2000
00RA00282,R0168,11,99,1,13,43,33,F,2,2,3.0,Y,93,84,128,0.57,130,130,69,0.16,2.7,3.0,62,6.4,6.9,0.0,19.21,4.44,23.1,70,1,1,3-,1.84,131.7,S8098,10,S7583,10,162,193,0.231,1.0,DUD,3,FW,101,90,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,3,5,5,2000
00RA00283,R0196,11,99,1,10,07,21,M,1,1,5.0,Y,93,113,128,0.765,158,158,69,0.157,2.8,3.1,62,9.8,10.5,0.0,18.18,3.96,21.8,80,3,1,4+,1.61,111.0,S8451,10,S5144,10,196,193,0.246,1.0,BIG,2,IDX,99,113,-,S0,B,0.0,152,,,,,,,,,,12,_____,5,7,6,2000
00RA00284,R0226,11,99,1,12,07,90,C,2,2,3.0,Y,94,88,127,0.614,151,151,69,0.22,2.8,3.1,62,9.6,10.3,0.0,20.96,3.82,18.2,64,1,1,4+,1.69,119.8,S8595,10,S7430,10,177,193,0.264,1.0,PINK,3,CTL,104,109,,SP,B,0.0,,,,,,,,,,,0,,3,4,4,2000
00RA00285,R0234,11,99,1,10,07,22,M,1,1,4.0,Y,94,98,127,0.687,172,172,69,0.258,2.7,3.0,62,8.4,9.0,0.0,21.3,4.42,20.7,64,2,1,4+,1.73,112.3,S8152,10,S5562,10,201,193,0.306,1.0,,2,IDX,98,100,-,S1,A,0.0,155,,,,,,,,,,12,_____,4,6,5,2000
00RA00286,R0248,11,99,1,11,43,11,R,2,1,5.0,Y,94,98,127,0.666,169,169,69,0.247,2.8,3.1,60,9.4,10.1,0.0,21.61,3.65,16.9,64,1,1,3,1.72,119.3,S8224,10,S4478,10,187,193,0.264,1.0,USE as 14alt,1,LWW,103,107,-,S1,A,0.0,14,,,CR,30,3,,0,S,,0,,4,8,7,2000
00RA00287,R0284,11,99,1,10,07,21,M,1,1,4.0,Y,95,98,126,0.673,162,162,69,0.223,2.8,3.1,60,10.2,11.0,0.0,22.28,4.83,21.7,62,2,1,3-,1.73,121.8,S8451,10,S5785,10,191,193,0.276,1.0,BLOODY URINE,2,IDX,107,112,-,D4,DUD,0.0,  X,,,,,,,,,NO,12,_____,4,6,6,2000
00RA00288,R0304,11,99,1,12,07,90,C,1,1,2.0,Y,96,108,127,0.748,168,168,69,0.211,2.5,2.8,64,8.0,8.6,0.0,19.0,3.7,19.5,80,1,1,4+,1.53,101.9,S8595,10,S8548,10,192,193,0.251,1.0,"J4, DUD >work",1,CTL,90,98,-,D3w,DUD,0.0,90,,,CL,50,3,,0,S,,0,,1,1,1,2000
00RA00289,R0305,11,99,1,13,07,31,F,2,2,5.0,Y,96,94,127,0.64,149,149,69,0.193,3.4,3.8,64,10.8,11.7,0.0,20.02,3.8,19.0,70,2,1,5+,1.83,140.3,S7842,10,S4754,10,176,193,0.245,1.0,"F5+, DUD",1,FW,119,125,-,D3,DUD,0.0,31alt,,,CR,55,3,,20,S,,0,,5,9,9,2000
00RA00290,R0306,11,99,1,13,07,31,F,2,2,5.0,Y,96,96,127,0.648,142,142,69,0.161,2.8,3.1,62,6.8,7.3,0.0,19.44,4.32,22.2,70,3,1,5+,1.83,140.3,S7842,10,S4754,10,169,193,0.218,1.0,,3,FW,106,93,,S3,AA,0.0,,,,,,,,,,,0,,5,9,9,2000
00RA00291,R0309,11,99,1,11,07,14,R,1,1,2.0,Y,96,116,127,0.805,160,160,69,0.154,2.8,3.1,60,9.4,10.2,0.0,22.63,4.69,20.7,62,4,1,2,1.69,122.6,S8442,10,S7889,10,185,193,0.206,1.0,"UGLY, H4",3,LWW,103,107,,S1,A,0.0,,,,,,,,,,,0,,2,2,2,2000
