UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
99RA00001, 8036,00,98,1,00,30,L-7,,2,1,2.5,Y,134,95,110,0.864,152,152,72,0.213,3.1,3.9,62,6.8,8.2,22.45,4.43,19.7,62,2,,2,2.24,104.5,A3467,04,A3735,04,182,194,0.276,1.0,,1,LIM,87,119,-,S4,AAA,,L-6,,L-6,,65,3,,0,E,,,,2,4,1,1999
99RA00002, 8222,00,98,1,00,06,L-5,,2,2,6.0,Y,132,88,112,0.786,170,170,72,0.307,2.8,3.5,60,7.4,8.9,23.18,4.83,20.8,62,1,,3-,1.49,110.9,K8958,63,K6672,63,202,194,0.362,1.0,"?,EPI,L.TSTS.",3,LIM,103,95,,,,,,,,,,,,,,,,,6,8,8,1999
99RA00003, 8225,00,98,1,00,06,L-3,,1,1,7.0,Y,132,115,112,1.027,182,182,72,0.251,3.6,4.5,58,7.8,9.3,25.77,4.84,18.8,58,2,,3+,1.63,101.9,K8744,63,K6038,63,217,194,0.324,1.0,?MSG 12/4/99,1,LIM,105,103,-,D3,DUD,,,,MSG,,65,3,,0,E,,,,6,11,8,1999
99RA00004, 8243,00,98,1,00,30,L-8,,3,2,2.5,Y,133,77,111,0.694,138,138,72,0.228,3.0,3.7,62,5.0,6.0,22.67,3.94,17.4,62,1,,3,2.41,117.5,A3480,04,A3932,04,169,194,0.292,1.0,,1,LIM,105,100,-,S1,A,,,,L-6a,,65,3,,0,E,,,,2,5,2,1999
99RA00005, 8280,00,98,1,00,07,L12,,2,2,3.0,Y,134,80,110,0.727,142,142,72,0.232,2.2,2.8,64,4.0,4.8,19.73,3.8,19.3,70,2,,3,1.98,97.6,S6748,10,S6749,10,170,194,0.286,1.0,FLWT:4.8,3,LIM,85,76,,S1,A,,,,,,,,,,,,,,3,6,3,1999
99RA00006, 8283,00,98,1,00,07,L13,,2,2,6.0,X,134,82,110,0.745,141,141,72,0.221,2.6,3.3,62,5.4,6.5,18.12,3.3,18.2,80,5,,5,1.47,87.0,S7359,10,S4011,10,0,0,0.0,1.0,"X, H5, UGLY",3,LIM,,,,,,,,,,,,,,,,,,,4,7,5,1999
99RA00007, 8319,00,98,1,00,06,L-5,,1,1,3.0,Y,135,103,109,0.945,185,185,72,0.307,3.2,4.0,58,8.6,10.4,23.71,4.7,19.8,60,1,,3-,1.53,91.2,K8958,63,K9019,63,225,194,0.387,1.0,NICE LIB S5,1,LIM,114,107,-,S5,AAA,,,,L-4a,,40,2,,10,Q,,,,3,4,2,1999
99RA00008, 8324,00,98,1,00,30,L-8,,2,2,2.5,Y,135,80,109,0.734,136,136,72,0.21,2.3,2.9,62,3.3,4.0,22.45,4.76,21.2,62,2,,2-,2.24,118.2,A3480,04,A3835,04,155,194,0.238,1.0,FLWT:4.0,3,LIM,96,78,,S1,A,,,,,,,,,,,,,,2,4,2,1999
99RA00009, 8353,00,98,1,00,43,L11,,1,1,6.0,Y,135,107,109,0.982,151,151,72,0.165,2.4,3.0,62,7.4,8.9,22.37,4.29,19.2,62,3,1,4+,1.57,95.5,S7529,10, 5099,,168,194,0.194,1.0,"H3,PIZZLE Rx",2,LIM,86,99,-,S2,AA,,218,,,,,,,,,,,_____,5,8,6,1999
99RA00010, 8357,00,98,1,00,07,L12,,2,1,6.5,Y,136,91,108,0.843,136,136,72,0.169,2.4,3.0,62,5.2,6.3,21.82,6.06,27.8,62,2,,3,1.57,92.9,S6748,10,S3397,10,161,194,0.222,1.0,NICE,3,LIM,74,84,,S3,AA,,,,,,,,,,,,,,5,8,5,1999
99RA00011, 8363,00,98,1,00,07,L13,,3,1,7.0,Y,136,97,108,0.898,162,162,72,0.243,3.0,3.8,62,6.2,7.5,20.97,3.24,15.5,64,3,,3-,1.82,91.1,S7359,10, 2062,,181,194,0.267,1.0,"H3,DUD",1,LIM,82,100,-,MO,MOR,,LIB,,DUD,,40,3,,5,S,,,,6,13,8,1999
99RA00012, 8386,00,98,1,00,06,L-2,,2,2,5.0,Y,136,91,108,0.843,166,166,72,0.281,2.8,3.5,62,5.6,6.8,22.67,4.19,18.5,62,1,,3+,1.66,104.3,K8901,63,K7667,63,189,194,0.311,1.0,,3,LIM,95,85,,S1,A,,,,Uta,,,,,,,,,,4,8,5,1999
99RA00013, 8402,00,98,1,00,30,L-6,,3,1,5.5,Y,137,94,107,0.879,147,147,72,0.199,3.0,3.8,64,4.0,4.9,24.85,4.11,16.5,60,2,,3-,2.0,74.9,A3129,04,A0255,04,176,194,0.26,1.0,,3,LIM,66,91,,S2,AA,,,,,,,,,,,,,,4,11,4,1999
99RA00014, 8429,00,98,1,00,06,L-4,,1,1,4.0,Y,137,104,107,0.972,166,166,72,0.232,3.0,3.8,60,5.8,7.1,23.97,5.12,21.4,60,1,,3,1.39,96.2,K9133,63,K8280,63,189,194,0.27,1.0,"X,EPI,R.TSTS",3,LIM,92,88,,,,,,,,,,,,,,,,,4,4,3,1999
99RA00015, 8430,00,98,1,00,30,L-6,,2,1,4.0,Y,137,97,107,0.907,158,158,72,0.228,3.1,3.9,60,5.4,6.6,23.93,4.81,20.1,60,1,,3+,1.69,73.8,A3129,04,A2055,04,187,194,0.286,1.0,"X, PEA NUTS",3,LIM,56,106,,,,,,,,,,,,,,,,,2,4,1,1999
99RA00016, 8445,00,98,1,00,06,L-2,,3,1,7.0,Y,138,89,106,0.84,180,180,72,0.341,2.8,3.5,60,6.8,8.3,23.0,4.75,22.1,62,1,1,3+,1.29,60.4,K8901,63,K5441,63,214,194,0.397,1.0,,2,LIM,112,94,-,S2,AA,,167,,,,,,,,,,,_____,5,9,6,1999
99RA00017, 8451,00,98,1,00,07,L14,,1,1,6.0,Y,138,107,106,1.009,160,160,72,0.199,2.7,3.4,60,6.4,7.8,20.79,3.86,18.6,64,1,,3-,1.77,92.9,S6772,10,S4111,10,204,194,0.308,1.0,NICE WOOL,1,LIM,82,98,-,S3,AA,,,,L-1a,,70,3,,0,E,,,,4,10,5,1999
99RA00018, 8471,00,98,1,00,07,L12,,2,2,6.0,Y,139,81,105,0.771,129,129,72,0.18,2.0,2.5,64,3.8,4.7,21.12,3.97,18.8,64,2,,4+,1.57,87.0,S6748,10,  542,,156,194,0.238,1.0,FLWT:4.7,3,LIM,67,71,,S0,B,,,,,,,,,,,,,,5,8,6,1999
99RA00019, 8508,00,98,1,00,06,L-2,,1,1,4.0,Y,139,105,105,1.0,182,182,72,0.288,3.9,5.0,58,7.6,9.3,24.56,6.16,25.1,60,1,,3+,1.27,82.8,K8901,63,K7914,63,216,194,0.352,1.0,DUD,1,LIM,109,108,-,D3,DUD,,LIB,,DUD,,50,3,,15,Q,,,,3,3,2,1999
99RA00020, 8512,00,98,1,00,43,L11,,1,1,6.0,Y,139,111,105,1.057,175,175,72,0.24,2.6,3.3,64,6.4,7.8,19.85,3.6,18.1,70,2,,2-,1.57,93.3,S7529,10,S3919,10,204,194,0.295,1.0,,3,LIM,69,98,,S0,B,,,,,,,,,,,,,,6,8,5,1999
99RA00021, 8523,00,98,1,00,30,L-8,,3,1,6.0,Y,140,92,104,0.885,138,138,72,0.172,3.3,4.2,60,5.4,6.6,23.02,5.71,24.8,62,1,,2,1.83,118.8,A3480,04,L8806,03,164,194,0.229,1.0,,1,LIM,94,109,-,S1,A,,,,,,65,3,,0,E,,,,5,11,9,1999
99RA00022, 8538,00,98,1,00,07,L12,,2,2,6.0,Y,141,96,103,0.932,149,149,72,0.199,3.1,4.0,64,5.4,6.7,21.35,4.16,19.5,64,2,,3,1.67,109.2,S6748,10,S3837,10,185,194,0.283,1.0,GOOD,1,LIM,80,96,-,S2,AA,,,,,,70,3,,0,E,,,,6,9,7,1999
99RA00023, 8542,00,98,1,00,30,L-6,,2,1,2.5,Y,141,84,103,0.816,138,138,72,0.202,2.9,3.7,58,5.6,6.9,24.66,4.48,18.2,60,1,,2-,2.0,103.0,A3129,04,A2637,04,160,194,0.241,1.0,DUD,1,LIM,87,106,-,MO,MOR,,LIB,,DUD,,55,3,,0,S,,,,2,4,3,1999
99RA00024, 8549,00,98,1,00,06,L-4,,1,1,5.0,Y,142,104,102,1.02,150,150,72,0.172,2.8,3.6,60,6.2,7.7,22.79,4.89,21.4,62,1,,3-,1.33,100.9,K9133,63,K7064,63,173,194,0.219,1.0,,3,LIM,83,90,,S0,B,,,,Uta,,,,,,,,,,3,5,5,1999
99RA00025, 8581,00,98,1,00,06,L-5,,1,1,5.0,X,142,97,102,0.951,144,144,72,0.176,3.1,4.0,64,7.2,8.9,22.56,5.76,25.5,62,1,6,3+,1.33,90.4,K8958,63,K7505,63,0,0,0.0,1.0,"X, JAW6",3,LIM,,,,,,,,,,,,,,,,,,,4,5,4,1999
99RA00026, 8619,00,98,1,00,43,L11,,2,1,5.0,Y,145,94,99,0.949,152,152,72,0.217,2.8,3.6,62,6.2,7.8,20.12,3.68,18.3,70,3,,3-,1.4,69.8,S7529,10,S5332,10,176,194,0.26,1.0,H3,3,LIM,82,100,,S0,B,,,,,,,,,,,,,,5,7,4,1999
99RA00027, 8652,00,98,1,00,30,L-9,,2,1,2.5,Y,143,84,101,0.832,133,133,72,0.184,2.8,3.6,60,3.8,4.7,23.12,4.2,18.2,62,2,,2,2.24,103.8,A3656,04,A3702,04,149,194,0.206,1.0,,3,LIM,71,89,,S2,AA,,,,,,,,,,,,,,2,4,1,1999
99RA00028, 8655,00,98,1,00,30,L-6,,2,1,4.0,Y,144,91,100,0.91,150,150,72,0.221,3.0,3.9,58,5.8,7.2,22.72,4.36,19.2,62,1,,2,1.69,73.8,A3129,04,A2544,04,179,194,0.279,1.0,,3,LIM,58,111,,S1,A,,,,,,,,,,,,,,2,4,1,1999
99RA00029, 8656,00,98,1,00,30,L-6,,2,1,3.5,Y,144,89,100,0.89,131,131,72,0.157,2.6,3.4,62,4.4,5.5,22.38,4.13,18.5,62,2,,1-,2.28,103.0,A3129,04,A2620,04,158,194,0.219,1.0,,3,LIM,85,94,,S1,A,,,,,,,,,,,,,,3,7,3,1999
99RA00030, 8657,00,98,1,00,06,L-5,,3,1,7.0,Y,144,89,100,0.89,159,159,72,0.262,2.6,3.4,60,6.8,8.5,22.89,4.36,19.1,62,1,1,3+,1.45,95.5,K8958,63,K6322,63,193,194,0.33,1.0,,2,LIM,101,93,-,S4,AAA,,166,,,,,,,,,,,_____,4,9,7,1999
99RA00031, 8674,00,98,1,00,30,L-9,,2,2,3.5,Y,144,84,100,0.84,133,133,72,0.184,2.8,3.6,64,4.4,5.5,22.44,3.93,17.5,62,2,,3,2.28,113.1,A3656,04,A2769,04,156,194,0.229,1.0,,1,LIM,98,96,-,S4,AAA,,,,,,50,3,,0,S,,,,3,7,3,1999
99RA00032, 8676,00,98,1,00,43,L11,,2,1,3.0,Y,144,99,100,0.99,166,166,72,0.251,2.9,3.8,62,7.2,9.0,21.27,3.91,18.4,64,6,,3,1.69,89.0,S7529,10,S7317,10,193,194,0.298,1.0,H6,3,LIM,87,108,,S1,A,,,,,,,,,,,,,,3,4,2,1999
99RA00033, 8684,00,98,1,00,06,L-3,,2,1,6.0,Y,144,84,100,0.84,142,142,72,0.217,2.2,2.8,64,5.4,6.7,20.17,4.08,20.2,70,2,,4,1.59,96.3,K8744,63,K6837,63,175,194,0.289,1.0,,3,LIM,90,82,,S2,AA,,,,Uta,,,,,,,,,,5,9,6,1999
99RA00034, 8694,00,98,1,00,06,L-3,,2,2,5.0,Y,145,87,99,0.879,160,160,72,0.273,2.7,3.5,62,7.6,9.5,23.47,4.33,18.5,62,1,1,3+,1.55,119.1,K8744,63,K7040,63,186,194,0.314,1.0,,2,LIM,97,98,-,S2,AA,,155,,,,,,,,,,,C5404,5,7,6,1999
99RA00035, 8770,00,98,1,00,06,L-3,,1,1,5.0,Y,147,106,97,1.093,174,174,72,0.255,3.1,4.1,60,9.8,12.3,22.69,5.12,22.6,62,1,,3,1.33,90.1,K8744,63,K7670,63,203,194,0.308,1.0,NICE,1,LIM,104,118,-,S1,A,,L05,,L05,,65,3,,0,E,,,,4,5,3,1999
99RA00036, 8898,00,98,1,00,30,L-7,,2,1,2.5,Y,148,90,96,0.938,126,126,72,0.135,2.5,3.3,58,4.6,5.8,23.91,4.94,20.7,60,2,,3,2.24,106.6,A3467,04,A3675,04,157,194,0.213,1.0,,3,LIM,78,94,,S3,AA,,,,,,,,,,,,,,2,4,1,1999
99RA00037, 8900,00,98,1,00,06,L-5,,1,1,4.0,Y,156,87,88,0.989,145,145,72,0.217,2.8,3.8,62,5.0,6.5,24.61,5.16,21.0,60,1,,3,1.39,81.5,K8958,63,K7885,63,173,194,0.273,1.0,FLWT:6.5,3,LIM,93,84,,S3,AA,,,,Uta,,,,,,,,,,3,4,2,1999
99RA00038,A2854,04,96,1,82,30,22,C,3,1,8.0,X,93,88,125,0.642,145,138,72,0.17,3.5,3.5,58,8.6,8.6,29.05,5.3,18.3,54,2,1,2,2.0,141.2,A0944,04,L7769,03,0,0,0.224,3.0,"X, POOR",3,CTL,105,102,,S4,AAA,100.0,21,,,,,,,,,,,,8,16,14,1999
99RA00039,A3079,04,96,1,81,30,02,M,1,1,7.0,M,100,102,120,0.746,221,169,72,0.229,4.3,4.3,62,11.4,11.4,27.5,5.43,19.8,56,1,1,1-,1.93,134.1,A1423,04,L3395,03,243,194,0.256,3.0,,3,LBW,110,127,,S4,AAA,93.8,02,,,,,,,,,,,,7,13,11,1999
99RA00040,A3176,04,96,1,82,30,31,C,3,2,7.0,M,101,85,119,0.66,209,149,72,0.219,3.2,3.2,60,6.8,6.8,25.66,4.82,18.8,58,2,1,2,2.43,132.0,A1031,04,L7038,03,228,194,0.242,3.0,,3,CTL,94,91,,S2,AA,90.0,22,,,,,,,,,,,,7,18,12,1999
99RA00041,A3234,04,96,1,81,30,02,M,2,2,7.0,M,102,84,118,0.631,235,161,72,0.264,3.8,3.8,58,12.0,12.0,28.33,5.19,18.3,54,2,1,2+,2.3,126.3,A1423,04,L3977,03,247,194,0.262,3.0,,2,LBW,107,125,-,S3,AA,96.0,147,,,,,,,,,,Y,_____,7,17,11,1999
99RA00042,A3453,04,96,1,82,30,29,C,3,1,8.0,M,106,89,114,0.692,219,172,72,0.284,3.0,3.0,64,8.4,8.4,25.93,5.08,19.6,58,2,1,2+,2.63,147.2,A0697,04,L6939,03,235,194,0.324,3.0,,2,CTL,107,98,-,S4,AAA,100.0,146,,Mos,,,,,,,,Y,_____,8,21,15,1999
99RA00043,A3678,04,96,2,73,30,10,H,3,2,8.0,M,233,70,107,0.581,231,151,72,0.471,3.8,3.8,64,9.2,9.2,26.63,4.14,15.5,56,2,1,2+,1.38,73.1,A1594,04,L6164,03,242,194,0.468,2.5,          GxE,3,-FL,91,111,,S2,AA,90.0,44-,,,,,,,,,,,,6,11,10,1999
99RA00044,A3713,04,96,2,73,30,4,H,2,2,5.5,M,235,67,105,0.527,215,151,72,0.488,3.5,3.5,56,11.4,11.4,30.61,5.47,17.9,50,2,3,2+,1.8,98.2,A1572,04,A0460,04,236,194,0.489,2.5,J3,2,-FL,101,119,-,S4,AAA,,151,,,,,,,,,,N,,4,9,8,1999
99RA00045,A3724,04,96,2,73,30,2,H,2,2,8.5,M,235,70,105,0.582,213,136,72,0.384,3.9,3.9,58,8.4,8.4,28.79,5.04,17.5,54,2,1,1-,1.88,99.3,A1558,04,L5288,03,223,194,0.391,2.5,,2,-FL,100,105,-,S3,AA,93.1,150,,,,,,,,,,Y,_____,7,15,12,1999
99RA00046,A3748,04,96,2,73,30,10,H,2,2,5.5,M,236,77,104,0.648,201,136,72,0.343,3.0,3.0,60,6.2,6.2,27.57,4.4,16.0,56,1,1,2+,2.1,123.0,A1594,04,A0355,04,217,194,0.404,2.5,,3,-FL,99,84,,S2,AA,,PUB,,,,,,,,,,,,5,12,9,1999
99RA00047,A3760,04,96,2,73,30,2,H,2,1,5.0,M,237,89,103,0.762,239,165,72,0.442,4.0,4.0,56,8.8,8.8,32.0,6.24,19.1,48,1,3,1-,1.8,83.6,A1558,04,L9467,03,259,194,0.477,2.5,"DIGR:48, J3",2,-FL,102,106,-,S4,AAA,76.0,152,,,,,,,,,,N,,4,9,7,1999
99RA00048,A3880,04,96,2,73,30,6,H,2,2,5.5,M,247,69,93,0.61,218,135,72,0.384,4.3,4.3,54,10.0,10.0,28.72,5.47,19.0,54,1,1,2+,2.0,99.2,A1638,04,A0258,04,223,194,0.43,2.5,,2,-FL,99,118,-,S3,AA,,149,,,,,,,,,,Y,_____,5,11,10,1999
99RA00049,A3926,04,96,2,73,30,8,H,2,2,5.5,M,250,65,90,0.592,220,136,72,0.413,3.2,3.2,56,9.0,9.0,29.92,5.45,18.2,50,2,1,2,1.8,89.8,A1719,04,A0332,04,225,194,0.481,2.5,,3,-FL,91,102,,S2,AA,,PUB,,,,,,,,,,,,5,9,6,1999
99RA00050,A3946,04,96,2,73,30,10,H,2,2,6.5,M,252,68,88,0.645,209,140,72,0.419,2.8,2.8,62,9.4,9.4,26.46,4.67,17.6,56,2,1,2-,1.76,93.7,A1594,04,L9385,03,223,194,0.477,2.5,,3,-FL,95,103,,S2,AA,,PUB,,,,,,,,,,,,5,10,8,1999
99RA00051,A4095,04,97,1,82,30,28,C,2,2,4.0,M,103,87,115,0.673,206,158,72,0.242,2.4,2.4,60,7.4,7.4,28.35,4.49,15.8,54,1,1,2+,1.82,127.7,A1999,04,A1920,04,229,194,0.272,2.0,SMALL TSTS.,3,CTL,95,85,,S3,AA,100.0,23,,Mos,,,,,,,,,,3,5,5,1999
99RA00052,A4125,04,97,1,82,30,21,C,3,2,5.0,M,104,84,114,0.684,188,155,72,0.242,3.1,3.1,56,8.0,8.0,26.69,4.12,15.4,56,2,1,1-,2.52,155.6,A2062,04,A1503,04,217,194,0.24,2.0,56's,2,CTL,102,96,-,S3,AA,100.0,143,,Mos,,,,,,,,Y,_____,5,13,10,1999
99RA00053,A4142,04,97,1,00,71,ai0,F,3,2,2.0,M,104,85,114,0.668,197,150,72,0.222,3.6,3.6,54,8.4,8.4,33.4,8.01,24.0,46,2,1,1,2.37,144.4, 0283,00,A2097,04,217,194,0.249,2.0,RAM      EFxP,1,FXP,,,-,S3,AA,,FXP,,,,60,3,,0,S,,,,2,5,4,1999
99RA00054,A4149,04,97,1,82,30,27,C,2,2,8.0,M,104,85,114,0.661,183,143,72,0.198,3.1,3.1,60,6.8,6.8,26.49,5.72,21.6,56,3,5,2,2.38,152.5,A2085,04,L7260,03,199,194,0.213,2.0,"H3, J5",2,CTL,100,89,-,S5,AAA,,X,,,,,,,,,NO,N,_____,8,19,14,1999
99RA00055,A4171,04,97,1,82,30,21,C,2,2,3.0,M,104,91,114,0.714,208,164,72,0.249,3.1,3.1,60,9.0,9.0,25.51,4.04,15.8,58,1,1,2,2.09,141.6,A2062,04,A2116,04,232,194,0.266,2.0,,2,CTL,104,103,-,S3,AA,100.0,145,,Mos,,,,,,,,Y,_____,3,5,5,1999
99RA00056,A4201,04,97,1,81,30,02,M,2,2,6.0,M,105,83,113,0.64,204,144,72,0.208,3.2,3.2,60,8.0,8.0,27.23,4.5,16.5,56,2,1,2,2.01,124.7,A2096,04,L9356,03,222,194,0.266,2.0,,3,LBW,95,97,,S4,AAA,,,,,,,,,,,,,,6,11,8,1999
99RA00057,A4203,04,97,1,00,71,ai0,F,2,2,7.0,M,105,94,113,0.704,225,185,72,0.311,3.7,3.7,60,7.2,7.2,31.69,4.83,15.2,48,2,1,1,1.79,112.5, 0214,00,L7754,03,236,194,0.32,2.0,RAM      EFxP,1,FXP,,,-,S2,AA,,FXP,,,,65,3,,0,E,,,,6,11,8,1999
99RA00058,A4206,04,97,1,82,30,24,C,2,2,3.0,M,105,79,113,0.617,200,144,72,0.222,3.1,3.1,60,6.6,6.6,26.12,5.21,20.0,58,1,1,2+,1.94,112.5,A2191,04,A1809,04,209,194,0.263,2.0,,3,CTL,85,88,,S1,A,100.0,30,,,,,,,,,,,,2,4,3,1999
99RA00059,A4247,04,97,1,82,30,27,C,3,2,3.0,M,106,86,113,0.667,197,151,72,0.223,3.1,3.1,60,8.6,8.6,26.71,4.62,17.3,56,1,1,2,2.08,124.9,A2085,04,A0986,04,201,194,0.249,2.0,FERT:67 LIB:B,3,CTL,95,100,,S0,B,66.7,28,,,,,,,,,,,,2,5,4,1999
99RA00060,A4254,04,97,1,81,30,01,M,2,2,4.0,M,106,90,112,0.686,217,172,72,0.28,3.5,3.5,58,9.0,9.0,28.27,6.27,22.2,54,2,1,2,2.07,144.3,A1994,04,A2128,04,247,194,0.308,2.0,,2,LBW,111,105,-,S5,AAA,87.5,142,,,,,,,,,,Y,_____,4,7,6,1999
99RA00061,A4280,04,97,1,00,71,ai0,F,1,1,7.0,M,106,109,113,0.827,227,183,72,0.253,3.1,3.1,60,8.4,8.4,27.65,4.91,17.7,56,2,1,1-,1.67,88.5, 0050,00,L8844,03,252,194,0.273,2.0,X AB JAW EFxP,1,FXP,,,-,S3,AA,,X,,,,55,3,,0,S,,,,7,9,5,1999
99RA00062,A4310,04,97,1,82,30,26,C,2,2,7.0,M,107,82,112,0.636,184,142,72,0.205,3.5,3.5,60,9.2,9.2,26.49,5.46,20.6,56,2,1,1-,1.94,126.0,A2026,04,L8534,03,200,194,0.217,2.0,,2,CTL,97,107,-,S3,AA,100.0,144,,Mos,,,,,,,,Y,_____,7,12,10,1999
99RA00063,A4314,04,97,1,81,30,01,M,2,2,5.0,M,107,82,112,0.643,227,172,72,0.308,3.7,3.7,58,9.2,9.2,29.3,5.43,18.5,50,2,1,1-,1.86,121.9,A1994,04,A1073,04,237,194,0.309,2.0,,3,LBW,101,107,,S2,AA,92.2,e.9,,,,,,,,,,,,5,7,6,1999
99RA00064,A4328,04,97,1,81,30,02,M,2,2,8.0,M,107,91,112,0.713,216,151,72,0.205,3.1,3.1,64,9.0,9.0,26.61,5.06,19.0,56,2,1,1-,2.25,151.5,A2096,04,L7144,03,227,194,0.223,2.0,NICE,1,LBW,108,102,-,S4,AAA,94.2,41-,,L41,,70,4,,0,E,,,,8,18,15,1999
99RA00065,A4371,04,97,1,82,30,25,C,3,2,8.0,M,109,79,109,0.619,203,147,72,0.232,3.1,3.1,64,8.0,8.0,24.77,4.38,17.7,60,2,1,2+,2.5,151.4,A2074,04,L5379,03,197,194,0.243,2.0,,2,CTL,105,98,-,S5,AAA,,138,,,,,,,,,,Y,_____,8,20,16,1999
99RA00066,A4383,04,97,1,82,30,26,C,2,2,6.0,X,109,69,109,0.554,121,105,72,0.123,2.6,2.6,58,4.2,4.2,26.92,4.55,16.9,56,1,1,1-,2.22,126.8,A2026,04,L7234,03,0,0,0.178,2.0,"X,POOR",3,CTL,81,69,,S3,AA,,,,,,,,,,,,,,6,14,9,1999
99RA00067,A4395,04,97,1,81,30,01,M,3,2,4.0,M,109,92,109,0.753,220,170,72,0.266,3.8,3.8,56,9.8,9.8,29.94,6.55,21.9,50,2,1,2-,1.98,109.7,A1994,04,A0710,04,243,194,0.293,2.0,FERT:80 H:3,3,LBW,95,111,,S2,AA,80.0,43-,,,,,,,,,,,,2,6,4,1999
99RA00068,A4414,04,97,1,82,30,23,C,2,2,5.0,M,109,78,109,0.624,202,143,72,0.222,3.5,3.5,64,7.8,7.8,26.81,4.86,18.1,56,1,1,1-,2.08,130.0,A2117,04,A1267,04,213,194,0.26,2.0,,3,CTL,95,99,,S4,AAA,100.0,29,,,,,,,,,,,,4,9,8,1999
99RA00069,A4435,04,97,1,82,30,28,C,2,2,5.0,M,110,72,108,0.583,185,144,72,0.246,3.1,3.1,60,6.4,6.4,26.61,4.63,17.4,56,2,1,2+,2.13,116.5,A1999,04,L9949,03,195,194,0.254,2.0,,3,CTL,86,87,,S1,A,,,,,,,,,,,,,,5,10,7,1999
99RA00070,A4441,04,97,1,81,30,01,M,3,2,8.0,M,110,78,108,0.632,218,166,72,0.3,3.5,3.5,58,9.4,9.4,24.48,4.88,20.0,60,1,1,2-,2.25,148.5,A1994,04,L5263,03,230,194,0.317,2.0,BRIT.8:18:15,2,LBW,111,110,-,S4,AAA,90.0,139,,,,,,,,,,Y,_____,8,18,15,1999
99RA00071,A4487,04,97,1,82,30,24,C,3,2,4.0,M,111,79,107,0.625,204,151,72,0.246,3.5,3.5,64,7.4,7.4,25.11,4.47,17.8,58,2,1,2-,2.35,136.0,A2191,04,A0084,04,227,194,0.263,2.0,,2,CTL,99,98,-,S5,AAA,100.0,137,,Mos,,,,,,,,Y,_____,4,10,7,1999
99RA00072,A4493,04,97,1,82,30,21,C,2,2,5.0,M,112,84,106,0.696,188,147,72,0.215,3.3,3.3,58,6.8,6.8,28.33,5.39,19.0,54,2,1,2+,1.97,126.4,A2062,04,A0768,04,207,194,0.246,2.0,LAME LF 10/98,3,CTL,91,90,,S0,B,,ok,,,,,,,,,,,,4,8,7,1999
99RA00073,A4528,04,97,1,81,30,03,M,2,2,4.0,M,113,88,105,0.717,222,176,72,0.3,3.7,3.7,60,9.2,9.2,27.21,4.65,17.1,56,1,1,2+,2.48,157.2,A2146,04,A1082,04,249,194,0.325,2.0,,1,LBW,116,108,-,S1,A,93.5,42-,,L42,,60,3,,0,S,,,,4,10,9,1999
99RA00074,A4571,04,97,1,82,30,27,C,3,1,4.0,M,115,93,103,0.789,200,155,72,0.212,3.9,3.9,58,9.0,9.0,27.44,5.34,19.5,56,1,1,2,1.86,99.4,A2085,04,A0738,04,222,194,0.231,2.0,,3,CTL,86,109,,S2,AA,,,,,,,,,,,,,,2,5,4,1999
99RA00075,A4572,04,97,1,81,30,03,M,1,1,6.0,M,115,94,104,0.798,182,158,72,0.219,2.6,2.6,62,7.0,7.0,25.35,4.98,19.7,58,2,1,1-,1.8,137.5,A2146,04,L9980,03,202,194,0.223,2.0,NICE,3,LBW,92,87,,S1,A,,,,,,,,,,,,,,6,9,9,1999
99RA00076,A4574,04,97,1,82,30,25,C,2,2,7.0,M,115,78,104,0.631,222,158,72,0.274,3.6,3.6,58,9.4,9.4,26.21,7.46,28.5,56,2,1,1-,2.06,130.2,A2074,04,L7821,03,220,194,0.291,2.0,,2,CTL,103,110,-,S4,AAA,100.0,136,,Mos,,,,,,,,Y,_____,7,14,10,1999
99RA00077,A4591,04,97,1,81,30,02,M,2,2,4.0,M,115,77,104,0.622,197,152,72,0.257,4.1,4.1,56,10.4,10.4,30.79,5.3,17.2,50,2,1,2,2.11,142.1,A2096,04,A0695,04,209,194,0.264,2.0,DOWNER 10/29,1,LBW,111,117,-,S4,AAA,84.4,X,,X,,60,3,,0,S,,,,4,7,7,1999
99RA00078,A4611,04,97,1,82,30,28,C,2,2,3.0,M,116,72,103,0.612,172,128,72,0.192,2.8,2.8,62,6.6,6.6,27.48,4.38,15.9,56,1,1,2+,2.08,138.0,A1999,04,A0754,04,184,194,0.214,2.0,,3,CTL,94,85,,S4,AAA,,,,,,,,,,,,,,3,5,5,1999
99RA00079,A4678,04,97,1,81,30,02,M,3,1,7.0,M,120,97,99,0.864,224,178,72,0.277,3.1,3.1,60,7.2,7.2,24.65,4.49,18.2,60,2,1,2,2.22,167.9,A2096,04,L9102,03,234,194,0.297,2.0,RCVR 5/26,2,LBW,108,93,-,S3,AA,93.3,140,,,,,,,,,,Y,_____,7,15,14,1999
