UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
99RA00080,A4683,04,97,1,82,30,24,C,3,1,7.0,M,120,71,99,0.61,192,134,72,0.216,3.5,3.5,58,9.8,9.8,28.25,4.56,16.1,54,1,1,1-,2.07,150.2,A2191,04,L4954,03,217,194,0.261,2.0,,2,CTL,111,110,-,S5,AAA,96.4,141,,,,,,,,,,Y,_____,7,15,15,1999
99RA00081,A4774,04,97,2,73,30,8,H,3,2,5.5,M,238,80,105,0.671,194,154,72,0.44,3.2,3.2,58,6.6,6.6,26.47,5.19,19.6,56,1,1,1-,2.0,100.6,A2675,04,A0269,04,212,194,0.441,1.5,"HAIRY,recheck",3,-FL,105,89,,S2,AA,,PUB,,,,,,,,,,,,4,11,8,1999
99RA00082,A4779,04,97,2,73,30,2,H,3,2,6.5,M,238,77,105,0.63,208,157,72,0.476,3.9,3.9,56,8.8,8.8,29.36,6.95,23.7,50,2,1,1-,1.94,105.3,A2581,04,L9560,03,221,194,0.469,1.5,,3,-FL,96,107,,S4,AAA,,PUB,,,,,,,,,,,,5,12,10,1999
99RA00083,A4800,04,97,2,73,30,7,L,2,2,8.5,M,239,81,104,0.671,190,149,72,0.405,3.6,3.6,58,9.4,9.4,23.71,5.53,23.3,60,2,1,1-,1.88,99.3,A2678,04,L5288,03,197,194,0.413,1.5,BRITCHY 10/29,1,-FL,104,112,-,S3,AA,,e.8,,,,65,3,,0,E,,,,7,15,12,1999
99RA00084,A4815,04,97,2,73,30,9,L,2,2,7.5,M,240,71,103,0.612,183,151,72,0.476,3.5,3.5,60,8.8,8.8,28.09,5.43,19.3,54,1,1,2+,1.86,89.6,A2751,04,L7297,03,200,194,0.469,1.5,,1,-FL,101,104,-,S0,B,,,,L-5a,,65,3,,0,E,,,,7,13,11,1999
99RA00085,A4849,04,97,2,73,30,4,H,3,2,4.5,M,241,78,102,0.655,199,150,72,0.429,3.3,3.3,60,9.4,9.4,26.37,5.5,20.9,58,1,1,1-,2.07,116.6,A2652,04,A1637,04,207,194,0.432,1.5,,1,-FL,101,108,-,S5,AAA,,L-5,,L-5,,50,3,,0,S,,,,4,7,6,1999
99RA00086,A4868,04,97,2,73,30,8,H,2,2,5.5,M,243,79,100,0.7,202,148,72,0.411,2.8,2.8,62,4.8,4.8,24.45,3.77,15.4,60,2,1,1-,1.7,108.4,A2675,04,A0603,04,211,194,0.418,1.5,,3,-FL,90,76,,S4,AAA,,PUB,,,,,,,,,,,,4,8,8,1999
99RA00087,A4879,04,97,2,73,30,5,L,2,2,5.5,Y,245,79,98,0.704,177,148,72,0.411,2.9,2.9,58,5.4,5.4,24.91,5.34,21.5,60,1,1,1-,2.1,123.0,A2655,04,A0355,04,193,194,0.418,1.5,,3,-FL,106,81,,S1,A,,,,,,,,,,,,,,5,12,9,1999
99RA00088,A4884,04,97,2,73,30,5,L,2,2,8.0,M,246,69,97,0.604,189,146,72,0.458,3.2,3.2,62,6.8,6.8,24.58,4.22,17.2,60,3,1,1-,1.75,99.0,A2655,04,L5949,03,208,194,0.455,1.5,H4,3,-FL,105,92,,S1,A,,,,,,,,,,,,,,8,14,13,1999
99RA00089,A4887,04,97,2,73,30,10,H,2,2,6.5,M,247,68,96,0.609,154,126,72,0.345,2.8,2.8,60,7.2,7.2,24.82,5.42,21.9,60,2,1,2-,1.67,109.7,A2698,04,L7492,03,174,194,0.366,1.5,,2,-FL,104,91,-,S3,AA,,148,,,,,,,,,,Y,_____,6,10,10,1999
99RA00090,A4898,04,97,2,73,30,4,H,2,2,4.5,M,249,72,94,0.662,215,148,72,0.452,3.1,3.1,62,7.0,7.0,23.32,4.62,19.8,62,2,1,1-,2.19,149.3,A2652,04,A1705,04,216,194,0.451,1.5,,1,-FL,106,94,-,S4,AAA,,43-,,L43,,65,3,,0,E,,,,4,8,8,1999
99RA00091,A4920,04,97,2,73,30,10,H,2,2,4.5,Y,251,76,92,0.714,176,131,72,0.327,3.9,3.9,60,7.4,7.4,25.62,5.17,20.2,58,1,1,3+,2.32,125.5,A2698,04,A1579,04,192,194,0.352,1.5,,1,-FL,105,101,-,S1,A,,44-,,L44,,50,3,,0,S,,,,4,9,6,1999
99RA00092,A5024,04,98,1,82,30,31,C,3,3,4.0,Y,97,75,120,0.539,152,152,72,0.262,3.0,3.3,58,5.2,5.6,22.74,4.72,20.8,62,2,1,2,2.32,157.9,A2883,04,A2286,04,185,194,0.322,1.0,,1,CTL,106,94,-,S3,AA,,31,,,,50,3,,0,S,,,,4,9,8,1999
99RA00093,A5033,04,98,1,82,30,25,C,1,1,3.0,Y,98,111,119,0.825,187,187,72,0.259,3.1,3.4,62,8.4,9.0,24.2,4.51,18.6,60,2,1,3+,2.14,132.9,A2854,04,A2877,04,213,194,0.298,1.0,TB1,1,CTL,103,120,-,S0,B,,,,,,65,3,,0,E,,,,3,6,4,1999
99RA00094,A5039,04,98,1,81,30,01,M,3,2,6.0,Y,99,78,118,0.572,152,152,72,0.252,3.0,3.3,60,5.8,6.3,23.7,4.74,20.0,60,3,1,2,2.41,144.3,A3444,04,L8541,03,177,194,0.289,1.0,H3,3,LBW,104,98,,S1,A,,,,,,,,,,,,,,6,15,12,1999
99RA00095,A5076,04,98,1,81,30,01,M,3,2,6.0,Y,100,90,117,0.695,172,172,72,0.279,3.1,3.5,58,5.2,5.6,27.67,5.21,18.8,56,2,1,2+,2.3,145.8,A3444,04,A0210,04,196,194,0.31,1.0,H3+,3,LBW,101,92,,S0,B,,,,,,,,,,,,,,6,14,10,1999
99RA00096,A5082,04,98,1,82,30,21,C,3,1,5.0,Y,100,102,117,0.778,162,162,72,0.204,3.1,3.5,60,6.4,6.9,25.73,5.7,22.2,58,2,1,2+,2.3,150.8,A2978,04,A1452,04,196,194,0.275,1.0,"H2,SAVE",1,CTL,105,103,-,S2,AA,,23,,,,60,3,,0,S,,,,4,11,9,1999
99RA00097,A5101,04,98,1,81,30,04,M,4,2,8.0,Y,101,85,114,0.669,169,169,72,0.284,3.5,3.9,64,6.4,7.0,24.54,4.64,18.9,60,2,1,1-,2.25,137.5,A3129,04,L5701,03,185,194,0.291,1.0,PINK,3,LBW,105,108,,S3,AA,,,,,,,,,,,,,,8,18,13,1999
99RA00098,A5129,04,98,1,81,30,01,M,2,2,5.0,Y,102,97,113,0.749,182,182,72,0.287,3.9,4.4,56,8.0,8.7,25.51,4.92,19.3,58,2,1,1-,2.08,142.1,A3444,04,A1014,04,209,194,0.326,1.0,H2+,1,LBW,117,125,-,S3,AA,,e.9,,,,75,3,,0,E,,,,5,9,8,1999
99RA00099,A5143,04,98,1,81,30,03,M,3,2,7.0,Y,102,99,113,0.766,182,182,72,0.28,3.5,3.9,60,7.0,7.6,26.21,4.89,18.7,58,1,1,2,2.4,152.1,A3467,04,L9267,03,215,194,0.337,1.0,DUD,1,LBW,115,112,-,D3,DUD,,LIB,,DUD,,50,3,,0,S,,,,7,17,12,1999
99RA00100,A5144,04,98,1,82,30,30,C,1,1,3.0,Y,102,98,113,0.761,167,167,72,0.233,3.3,3.7,60,7.8,8.5,26.12,4.79,18.3,58,2,1,2+,2.14,147.2,A3087,04,A3546,04,184,194,0.25,1.0,,1,CTL,105,117,-,S1,A,,24,,W,,50,3,,0,S,,,,3,6,6,1999
99RA00101,A5149,04,98,1,81,30,02,M,1,1,4.0,Y,102,103,113,0.813,156,156,72,0.179,3.5,3.9,60,7.6,8.3,26.11,5.44,20.8,58,1,1,1-,1.94,142.1,A3480,04,A2313,04,190,194,0.253,1.0,"SAVE,TB1,LIM",1,LBW,104,117,-,S3,AA,,,,L-6a,,50,3,,0,S,,,,4,6,6,1999
99RA00102,A5167,04,98,1,82,30,31,C,2,2,3.0,Y,103,77,112,0.612,156,156,72,0.267,3.1,3.5,58,5.6,6.1,24.69,4.57,18.5,60,1,1,2,2.14,130.4,A2883,04,A3509,04,172,194,0.276,1.0,DUD,3,CTL,98,98,,D4,DUD,,LIB,,DUD,,,,,,,,,,3,6,5,1999
99RA00103,A5185,04,98,1,81,30,03,M,2,2,3.0,Y,103,86,112,0.67,161,161,72,0.253,3.5,4.0,58,6.4,7.0,25.11,3.92,15.6,58,2,1,2,2.14,155.6,A3467,04,A3388,04,181,194,0.276,1.0,,2,LBW,110,109,-,S0,B,,128,,,,,,,,,,Y,_____,3,6,6,1999
99RA00104,A5189,04,98,1,82,30,21,C,2,2,4.0,Y,103,74,112,0.571,147,147,72,0.247,2.9,3.3,62,6.2,6.8,22.65,5.04,22.3,62,1,1,2,2.44,141.1,A2978,04,A1928,04,162,194,0.256,1.0,,1,CTL,102,103,-,S0,B,,,,,,75,4,,0,E,,,,4,10,7,1999
99RA00105,A5198,04,98,1,81,30,03,M,3,2,5.0,Y,103,81,114,0.635,162,162,72,0.276,3.5,4.0,58,7.0,7.6,23.9,4.49,18.8,60,2,1,2,2.35,161.5,A3467,04,L9715,03,195,194,0.333,1.0,,1,LBW,119,114,-,S1,A,,01,,,,50,3,,0,S,,,,5,12,10,1999
99RA00106,A5202,04,98,1,82,30,26,C,3,2,4.0,Y,103,76,112,0.593,165,165,72,0.301,2.6,2.9,60,5.0,5.5,23.35,4.52,19.4,62,2,1,2-,2.32,151.1,A3325,04,A1779,04,188,194,0.326,1.0,,1,CTL,101,89,-,S3,AA,,26,,,,40,4,,0,S,,,,4,9,8,1999
99RA00107,A5205,04,98,1,81,30,02,M,2,2,8.0,Y,103,73,112,0.576,130,130,72,0.193,2.7,3.1,58,5.0,5.5,24.88,5.3,21.3,60,2,1,1,2.25,148.5,A3480,04,L5263,03,159,194,0.25,1.0,,3,LBW,101,89,,D4,DUD,,,,,,,,,,,,,,8,18,15,1999
99RA00108,A5229,04,98,1,82,30,28,C,5,3,5.0,Y,104,69,111,0.549,148,148,72,0.267,3.1,3.5,58,6.6,7.2,25.96,4.7,18.1,58,2,1,2-,3.19,162.3,A3176,04,A1331,04,175,194,0.308,1.0,,1,CTL,111,105,-,S2,AA,,25,,,,50,3,,5,S,,,,5,19,13,1999
99RA00109,A5230,04,98,1,82,30,28,C,5,3,5.0,Y,104,72,111,0.582,149,149,72,0.26,3.1,3.5,60,4.2,4.6,21.16,3.96,18.7,64,2,1,2,3.19,162.3,A3176,04,A1331,04,175,194,0.299,1.0,,1,CTL,102,89,-,S1,A,,46-,,,,65,3,,0,E,,,,5,19,13,1999
99RA00110,A5232,04,98,1,81,30,01,M,2,2,8.0,Y,104,83,111,0.669,149,149,72,0.223,3.4,3.9,64,5.6,6.1,24.48,4.78,19.5,60,2,1,2,2.25,151.5,A3444,04,L7144,03,183,194,0.291,1.0,,1,LBW,110,101,-,S1,A,,03,,,,65,3,,0,E,,,,8,18,15,1999
99RA00111,A5233,04,98,1,81,30,01,M,2,2,8.0,Y,104,79,111,0.617,147,147,72,0.23,3.0,3.4,58,5.4,5.9,24.39,4.67,19.1,60,2,1,1-,2.25,151.5,A3444,04,L7144,03,178,194,0.288,1.0,"PINK,Good Dam",3,LBW,107,95,,S3,AA,,,,,,,,,,,,,,8,18,15,1999
99RA00112,A5245,04,98,1,81,30,04,M,2,2,5.0,Y,105,101,112,0.795,181,181,72,0.272,2.9,3.3,64,6.0,6.6,21.83,4.24,19.4,64,2,1,2-,2.08,154.6,A3129,04,A0704,04,209,194,0.316,1.0,,2,LBW,106,102,-,S2,AA,,130,,,,,,,,,,Y,_____,4,9,9,1999
99RA00113,A5256,04,98,1,82,30,20,C,3,1,4.0,Y,105,84,112,0.676,149,149,72,0.221,2.8,3.2,60,4.8,5.3,23.92,4.56,19.1,60,2,1,2-,2.32,100.3,A3453,04,A1861,04,177,194,0.272,1.0,"H3,Need Ctrl",3,CTL,81,89,,S2,AA,,,,,,,,,,,,,,4,9,3,1999
99RA00114,A5277,04,98,1,81,30,04,M,1,1,4.0,Y,105,109,112,0.863,185,185,72,0.259,3.2,3.6,58,7.8,8.6,24.88,5.04,20.3,60,2,1,2,2.19,132.4,A3129,04,A2050,04,212,194,0.301,1.0,"NICE, single",1,LBW,103,118,-,S0,B,,,,,,60,3,,0,S,,,,4,8,6,1999
99RA00115,A5282,04,98,1,81,30,03,M,2,2,3.0,Y,105,89,112,0.679,166,166,72,0.262,3.0,3.4,60,7.4,8.1,24.81,4.96,20.0,60,1,1,2,2.14,134.4,A3467,04,A3150,04,198,194,0.319,1.0,"?,EPI,R.HEAD",3,LBW,114,112,,,,,,,,,,,,,,,,,3,6,5,1999
99RA00116,A5336,04,98,1,81,30,02,M,2,2,3.0,Y,107,85,110,0.669,140,140,72,0.187,3.1,3.5,60,6.4,7.1,27.25,5.73,21.0,56,1,1,2-,2.14,149.3,A3480,04,A3526,04,169,194,0.246,1.0,,3,LBW,106,104,,S1,A,,,,,,,,,,,,,,3,6,6,1999
99RA00117,A5341,04,98,1,82,30,23,C,2,2,3.0,Y,107,83,110,0.667,142,142,72,0.201,2.6,3.0,60,5.8,6.4,25.89,4.63,17.9,58,2,1,1-,2.28,161.8,A3401,04,A2986,04,169,194,0.251,1.0,4TEATS,1,CTL,103,95,-,S3,AA,,27,,,,60,3,,10,S,,,,3,7,7,1999
99RA00118,A5346,04,98,1,81,30,01,M,3,2,6.0,Y,107,95,110,0.78,174,174,72,0.269,3.0,3.4,56,6.4,7.1,24.52,5.12,20.9,60,2,1,2+,2.3,148.4,A3444,04,L9979,03,196,194,0.295,1.0,,1,LBW,108,105,-,S4,AAA,,45-,,L45,,60,3,,5,S,,,,6,14,11,1999
99RA00119,A5351,04,98,1,82,30,27,C,3,1,5.0,Y,107,95,112,0.757,160,160,72,0.223,2.5,2.9,62,3.8,4.2,21.75,4.18,19.2,64,2,1,1-,2.63,117.7,A2858,04,A0952,04,184,194,0.262,1.0,"X,ABS,L.EYE",3,CTL,86,80,,,,,,,,,,,,,,,,,5,14,7,1999
99RA00120,A5377,04,98,1,82,30,28,C,3,2,3.0,Y,108,74,107,0.618,150,150,72,0.257,2.7,3.1,60,5.2,5.8,23.28,4.16,17.8,62,2,1,2+,2.28,136.3,A3176,04,A3294,04,167,194,0.27,1.0,DUD,3,CTL,102,93,,D4,DUD,,LIB,,DUD,,,,,,,,,,3,7,5,1999
99RA00121,A5387,04,98,1,82,30,28,C,3,2,8.0,Y,108,70,107,0.579,147,147,72,0.26,2.8,3.2,56,5.2,5.8,23.09,4.8,20.8,62,2,1,2-,2.38,152.5,A3176,04,L7260,03,165,194,0.276,1.0,SEMEN = U,1,CTL,103,94,-,D3,DUD,,X,,X,,20,2,,5,U,,,,8,19,14,1999
99RA00122,A5390,04,98,1,82,30,29,C,2,1,3.0,Y,108,95,107,0.785,184,184,72,0.301,3.0,3.4,62,6.8,7.5,24.64,4.87,19.8,60,1,1,2-,2.0,125.4,A2914,04,A3587,04,205,194,0.32,1.0,DUD,1,CTL,98,108,-,D3,DUD,,LIB,,DUD,,70,3,,0,E,,,,3,5,4,1999
99RA00123,A5404,04,98,1,82,30,26,C,2,2,3.0,Y,109,71,106,0.575,142,142,72,0.24,2.6,3.0,64,4.8,5.3,21.43,4.2,19.6,64,2,1,2-,2.0,119.0,A3325,04,A3518,04,168,194,0.282,1.0,,1,CTL,93,90,-,S1,A,,,,,,65,3,,0,E,,,,3,5,4,1999
99RA00124,A5406,04,98,1,82,30,24,C,2,2,4.0,Y,109,75,106,0.633,148,148,72,0.247,2.6,3.0,62,5.0,5.6,22.21,4.19,18.9,62,2,1,1-,1.94,142.2,A3416,04,A2083,04,168,194,0.27,1.0,,1,CTL,99,92,-,S1,A,,28,,,,60,3,,5,S,,,,4,6,7,1999
99RA00125,A5431,04,98,1,81,30,01,M,3,2,4.0,Y,110,88,105,0.745,181,181,72,0.314,2.6,3.0,60,7.0,7.8,23.16,5.22,22.6,62,1,1,3,2.32,133.8,A3444,04,A2257,04,195,194,0.311,1.0,,2,LBW,104,108,-,S3,AA,,134,,,,,,,,,,Y,_____,4,9,5,1999
99RA00126,A5454,04,98,1,82,30,25,C,3,2,6.0,Y,110,71,105,0.578,141,141,72,0.236,2.8,3.2,64,4.6,5.1,24.35,4.56,18.7,60,2,1,3+,2.31,137.1,A2854,04,L8820,03,170,194,0.288,1.0,,1,CTL,97,87,-,S3,AA,,20,,,,50,3,,0,S,,,,6,14,11,1999
99RA00127,A5466,04,98,1,81,30,02,M,3,2,3.0,Y,111,76,104,0.635,153,153,72,0.26,2.5,2.9,58,5.4,6.0,22.71,4.4,19.4,62,2,1,1-,2.0,116.4,A3480,04,A2912,04,181,194,0.305,1.0,,3,LBW,102,93,,D4,DUD,,LIB,,X,,,,,,,,,,2,5,4,1999
99RA00128,A5472,04,98,1,81,30,04,M,2,2,3.0,Y,111,68,104,0.553,140,140,72,0.243,3.1,3.6,62,5.8,6.5,24.35,5.09,20.9,60,2,1,2-,2.14,150.0,A3129,04,A2970,04,170,194,0.297,1.0,,1,LBW,107,102,-,S2,AA,,04,,,,60,3,,0,S,,,,3,6,6,1999
99RA00129,A5493,04,98,1,81,30,03,M,3,2,3.0,Y,111,79,104,0.676,151,151,72,0.243,3.2,3.7,58,6.4,7.2,27.69,5.63,20.3,56,2,1,2,2.42,170.5,A3467,04,A2839,04,169,194,0.262,1.0,DUD,1,LBW,114,106,-,D3,DUD,,LIB,,DUD,,40,3,,0,S,,,,3,8,7,1999
99RA00130,A5494,04,98,1,81,30,03,M,3,2,3.0,X,111,71,104,0.612,148,148,72,0.26,3.1,3.6,60,5.6,6.3,23.04,5.23,22.7,62,6,1,1-,2.42,170.5,A3467,04,A2839,04,0,0,0.0,1.0,"X,HORNS:6",3,LBW,,,,,,,,,,,,,,,,,,,3,8,7,1999
99RA00131,A5495,04,98,1,81,30,03,M,3,1,3.0,Y,111,94,108,0.778,174,174,72,0.274,3.1,3.6,64,6.6,7.4,24.0,4.34,18.1,60,2,1,2+,2.42,170.5,A3467,04,A2839,04,203,194,0.321,1.0,DUD,1,LBW,116,109,-,D3,DUD,,01a,,DUD,,45,3,,0,S,,,,3,8,7,1999
99RA00132,A5511,04,98,1,81,30,02,M,3,2,4.0,Y,112,85,103,0.736,149,149,72,0.216,2.7,3.1,60,5.6,6.3,24.21,4.97,20.5,60,1,1,1-,2.44,159.1,A3480,04,A2523,04,174,194,0.259,1.0,,2,LBW,104,96,-,S5,AAA,,126,,,,,,,,,,Y,_____,4,10,8,1999
99RA00133,A5514,04,98,1,81,30,02,M,2,2,4.0,Y,112,77,103,0.645,158,158,72,0.274,3.1,3.6,60,6.6,7.4,23.65,5.69,24.1,60,2,1,1-,2.32,155.1,A3480,04,A1918,04,192,194,0.334,1.0,,1,LBW,112,110,-,S2,AA,,e.7,,,,70,3,,0,E,,,,4,9,8,1999
99RA00134,A5515,04,98,1,81,30,02,M,2,2,4.0,Y,112,84,103,0.714,136,136,72,0.176,2.6,3.0,60,7.6,8.5,26.28,5.53,21.0,58,2,1,2,2.32,155.1,A3480,04,A1918,04,171,194,0.253,1.0,,1,LBW,111,111,-,S2,AA,,02,,L46,,65,3,,0,E,,,,4,9,8,1999
99RA00135,A5518,04,98,1,81,30,04,M,2,2,3.0,Y,112,79,103,0.675,164,164,72,0.287,3.1,3.6,58,6.8,7.6,26.47,4.49,17.0,56,1,1,2-,2.28,150.4,A3129,04,A3248,04,198,194,0.346,1.0,,2,LBW,110,109,-,S3,AA,,125,,,,,,,,,,Y,_____,3,7,6,1999
99RA00136,A5528,04,98,1,82,30,22,C,2,2,4.0,Y,112,81,103,0.668,166,166,72,0.287,3.1,3.6,58,6.2,7.0,22.06,4.73,21.4,62,2,1,1-,1.94,138.8,A3552,04,A2539,04,198,194,0.34,1.0,NICE,1,CTL,98,108,-,S2,AA,,30,,,,70,3,,0,E,,,,3,6,6,1999
99RA00137,A5530,04,98,1,82,30,31,C,3,1,6.0,Y,112,83,103,0.704,179,179,72,0.324,3.1,3.6,58,5.6,6.3,26.58,5.28,19.9,56,1,1,1-,2.21,138.5,A2883,04,L9200,03,211,194,0.372,1.0,,1,CTL,105,99,-,S1,A,,21,,,,40,3,,0,S,,,,6,13,10,1999
99RA00138,A5543,04,98,1,81,30,04,M,2,2,5.0,Y,112,82,103,0.702,153,153,72,0.24,2.9,3.4,62,6.0,6.7,26.13,5.68,21.7,58,2,1,2,1.97,134.5,A3129,04,A1062,04,174,194,0.267,1.0,HIGH TSTS,1,LBW,110,100,-,S1,A,,,,,,60,3,,0,S,,,,4,8,8,1999
99RA00139,A5546,04,98,1,82,30,20,C,3,2,8.0,Y,113,72,102,0.625,138,138,72,0.223,2.6,3.0,62,4.2,4.7,23.65,4.41,18.6,60,1,1,3+,2.0,141.2,A3453,04,L7769,03,162,194,0.262,1.0,"UGLY,AVOID",1,CTL,98,83,-,S2,AA,,29,,,,55,3,,0,S,,,,8,16,14,1999
99RA00140,A5563,04,98,1,82,30,23,C,2,2,4.0,Y,113,92,102,0.794,184,184,72,0.311,2.8,3.3,62,5.0,5.6,22.1,4.15,19.0,62,1,1,1-,1.82,127.7,A3401,04,A1920,04,207,194,0.334,1.0,NICE,2,CTL,99,95,-,S2,AA,,133,,,,,,,,,,Y,_____,3,5,5,1999
99RA00141,A5569,04,98,1,82,30,29,C,1,1,3.0,Y,113,87,102,0.72,166,166,72,0.267,2.8,3.3,64,5.0,5.6,22.6,3.7,16.4,62,2,1,2,2.14,123.9,A2914,04,A3489,04,188,194,0.294,1.0,NICE,1,CTL,90,94,-,S0,B,,22,,,,60,3,,0,S,,,,3,6,4,1999
99RA00142,A5579,04,98,1,81,30,03,M,3,2,7.0,Y,113,78,102,0.66,156,156,72,0.264,2.6,3.0,64,4.4,5.0,21.21,4.05,19.1,64,2,1,2,2.16,151.5,A3467,04,L6679,03,183,194,0.305,1.0,7:15:14,2,LBW,103,88,-,S3,AA,,129,,,,,,,,,,Y,_____,7,15,14,1999
99RA00143,A5598,04,98,1,82,30,23,C,2,2,3.0,Y,113,77,104,0.647,150,150,72,0.248,2.4,2.8,60,4.6,5.2,24.1,3.69,15.3,60,1,1,2,2.14,145.1,A3401,04,A3590,04,164,194,0.254,1.0,,3,CTL,97,85,,S1,A,,,,,,,,,,,,,,3,6,6,1999
99RA00144,A5616,04,98,1,81,30,04,M,3,2,3.0,Y,114,71,103,0.594,155,155,72,0.286,2.8,3.3,60,4.6,5.2,22.99,3.99,17.4,62,2,1,2-,2.37,153.8,A3129,04,A2094,04,172,194,0.295,1.0,FLWT:5.2,2,LBW,105,90,-,S0,B,,127,,,,,,,,,,Y,_____,3,7,6,1999
99RA00145,A5619,04,98,1,82,30,22,C,2,2,3.0,Y,114,83,103,0.7,158,158,72,0.255,2.9,3.4,60,4.8,5.4,21.4,4.37,20.4,64,1,1,1-,2.0,139.8,A3552,04,A3619,04,189,194,0.31,1.0,"DUD,HOMO",1,CTL,98,94,-,MO,MOR,,LIB,,DUD,,50,3,,0,S,,,,3,5,5,1999
99RA00146,A5629,04,98,1,82,30,23,C,3,2,5.0,Y,114,82,103,0.689,158,158,72,0.259,2.5,2.9,62,4.8,5.4,23.21,4.0,17.3,62,1,1,1-,2.63,148.9,A3401,04,A1449,04,179,194,0.284,1.0,BRAND ALT 24,1,CTL,102,88,-,S1,A,,24a,,,,45,3,,5,S,,,,5,14,10,1999
99RA00147,A5682,04,98,1,81,30,03,M,2,2,5.0,Y,115,85,102,0.696,163,163,72,0.265,2.8,3.3,60,4.8,5.4,22.3,4.6,20.6,62,2,1,2-,2.08,148.6,A3467,04,A1397,04,199,194,0.333,1.0,BRITCHY,2,LBW,102,93,-,S0,B,,135,,,,,,,,,,N,,5,9,9,1999
99RA00148,A5689,04,98,1,82,30,30,C,3,2,6.0,Y,115,83,102,0.717,163,163,72,0.272,3.3,3.9,60,8.4,9.5,24.53,5.36,21.9,60,2,1,1-,2.2,127.0,A3087,04,A0187,04,0,0,0.0,1.0,DEAD 8/8,6,CTL,,,,,,,,,,,,,,,,,,,5,13,8,1999
99RA00149,A5694,04,98,1,82,30,25,C,2,2,4.0,Y,116,75,101,0.653,145,145,72,0.238,2.5,2.9,62,4.6,5.2,21.98,4.05,18.5,64,2,1,2+,2.07,130.4,A2854,04,A2336,04,161,194,0.251,1.0,,3,CTL,95,88,,S1,A,,,,,,,,,,,,,,4,7,6,1999
99RA00150,A5717,04,98,1,82,30,21,C,2,2,7.0,Y,117,77,100,0.646,163,163,72,0.293,2.9,3.4,58,6.0,6.8,22.92,4.99,21.8,62,2,1,2+,2.16,138.7,A2978,04,L6605,03,189,194,0.327,1.0,,2,CTL,104,104,-,S0,B,,131,,,,,,,,,,Y,_____,7,15,12,1999
99RA00151,A5737,04,98,1,81,30,03,M,2,2,4.0,Y,118,84,99,0.732,158,158,72,0.252,3.1,3.7,60,6.2,7.1,22.73,5.02,22.1,62,2,1,2-,2.32,150.1,A3467,04,A2162,04,193,194,0.319,1.0,DUD,2,LBW,105,109,-,MO,MOR,,LIB,,DUD,,,,,,,NO,N,_____,4,9,7,1999
99RA00152,A5738,04,98,1,81,30,03,M,2,2,4.0,Y,118,83,99,0.728,168,168,72,0.289,2.4,2.8,60,6.8,7.8,24.12,4.73,19.6,60,1,1,2+,2.32,150.1,A3467,04,A2162,04,190,194,0.313,1.0,,2,LBW,105,105,-,S0,B,,132,,,,,,,,,,Y,_____,4,9,7,1999
99RA00153,A5767,04,98,2,73,30,5,H,2,2,4.5,X,230,97,121,0.731,135,135,0,0.238,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,2.19,111.4,A3880,04,A1546,04,0,0,0.0,0.5,"X,CROOK.JAW",3,-FL,89,,,,,,,,,,,,,,,,,,4,8,5,1999
99RA00154,A5777,04,98,2,73,30,1,H,2,2,8.0,Y,230,92,121,0.687,160,160,0,0.425,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.63,83.0,A3673,04,L5841,03,164,194,0.346,0.5,DUD,1,-FL,99,,-,D3,DUD,,LIB,,DUD,,65,3,,0,E,,,,6,13,11,1999
99RA00155,A5789,04,98,2,73,30,4,L,3,2,6.5,Y,231,88,120,0.648,153,153,0,0.406,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.85,112.3,A3717,04,L9367,03,159,194,0.341,0.5,NICE,1,-FL,113,,-,S3,AA,,e.8,,,,60,4,,0,E,,,,5,11,11,1999
99RA00156,A5804,04,98,2,73,30,8,L,3,2,5.5,Y,232,88,119,0.659,151,151,0,0.394,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.8,97.0,A3908,04,A0551,04,160,194,0.346,0.5,,1,-FL,101,,,S4,AAA,,,Y,,,,,,,,,,,5,9,7,1999
99RA00157,A5809,04,98,2,73,30,4,L,2,2,8.5,Y,232,103,119,0.773,156,156,0,0.331,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.88,99.3,A3717,04,L5288,03,167,194,0.308,0.5,,1,-FL,105,,,S2,AA,,,Y,,,,,,,,,,,7,15,12,1999
99RA00158,A5824,04,98,2,73,30,3,H,3,2,5.5,Y,233,97,118,0.736,158,158,0,0.381,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,2.1,123.0,A3677,04,A0355,04,169,194,0.346,0.5,DUD,3,-FL,107,,,MO,MOR,,LIB,Y,DUD,,,,,,,,,,5,12,9,1999
