UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDAR,ALTID,INBRL
21RA00149,2020702672,L2672,L2672,70,20,1,,PC,6,,,2,2,6.0,,84,96,112,0.72,185,185,43,0.239,,,,6.0,,,,,,,1,,2+,,,L2046,70,L1542,70,,,233,187,0.385,1.0,05BR,1,,,,,,AA,RR,,,,,33,,,,,,,,,,,,,,,,5,8,7.0,2021,,,0,,0.006
21RA00150,2020702673,L2673,L2673,70,20,1,,PC,10,,,2,2,3.0,,84,85,112,0.655,182,182,42,0.26,,,,7.0,,,,,,,3,,2+,,,Z5261,83,Z4313,83,,,230,187,0.407,1.0,HeavyScurs,1,,,,,,AA,QR,,,,,e3,,,EL,,,,,,,,,,,,,3,5,4.0,2021,,,0,,0.013
21RA00151,2020702678,L2678,L2678,70,20,1,,PC,6,,,3,2,4.0,,84,79,112,0.62,163,163,43,0.225,,,,6.0,,,,,,,1,,2-,,,L2046,70,L1823,70,,,205,187,0.354,1.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,8,7.5,2021,93,0818,2965,,0.012
21RA00152,2020702680,L2680,L2680,70,20,1,,PC,5,,,2,2,3.0,,84,86,112,0.67,185,185,43,0.265,2.1,,,4.0,,,23.3,3.6,15.6,62,2,,1-,,,L2041,70,L1954,70,,,227,187,0.396,1.0,VSlUnder,1,,,,,,AA,QR,,,,,e3,,,EL,,,,,,,,,,,,,3,4,4.0,2021,,,0,,0.009
21RA00153,2020702682,L2682,L2682,70,20,1,,PC,9,,,2,2,3.0,,85,87,111,0.652,190,190,43,0.275,,,,6.0,,,,,,,1,,2+,,,Z4867,83,Z4259,83,,,220,187,0.374,1.0,1ST30BLK,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,3,4,4.0,2021,93,0818,2947,,0.007
21RA00154,2020702683,L2683,L2683,70,20,1,,PC,9,,,2,2,3.0,,85,84,111,0.616,199,199,43,0.307,,,,6.0,,,,,,,2,,1-,,,Z4867,83,Z4259,83,,,242,187,0.444,1.0,2ND 20BLK,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,4,4.0,2021,93,0818,2958,,0.007
21RA00155,2020702695,L2695,L2695,70,20,1,,PC,3,,,2,1,2.0,,86,87,110,0.677,176,176,43,0.237,,,,6.0,,,,,,,2,,2-,,,L2029,70,L2067,70,,,217,187,0.365,1.0,40BLK,1,,,,,,AA,RR,,,,,e3,,,EL,,,,,,,,,,,,,2,3,2.0,2021,,,0,,0.014
21RA00156,2020702713,L2713,L2713,70,20,1,,PC,8,,,2,2,4.0,,88,94,108,0.734,163,163,43,0.183,,,,6.0,,,,,,,2,,2+,,,L2095,70,L1801,70,,,219,187,0.351,1.0,X Chest Knots,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0818,2937,,0.013
21RA00157,2020702714,L2714,L2714,70,20,1,,PC,8,,,2,2,4.0,,88,85,108,0.645,176,176,43,0.241,,,,7.0,,,,,,,1,,2-,,,L2095,70,L1801,70,,,229,187,0.404,1.0,50BR,1,,,,,,AA,RR,,,,,,,,+CU,,,,,,,,,,,,,4,7,6.0,2021,,,0,,0.013
21RA00158,2020702717,L2717,L2717,70,20,1,,PC,9,,,1,1,2.0,,88,103,108,0.816,200,200,43,0.257,,,,9.0,,,,,,,2,,2,,,Z4867,83,Z5874,83,,,243,187,0.393,1.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,2,2.0,2021,93,0818,2982,,0.022
21RA00159,2020702721,L2721,L2721,70,20,1,,PC,3,,,1,1,2.0,,89,105,107,0.832,188,188,43,0.22,,,,8.0,,,,,,,2,,2-,,,L2029,70,L2161,70,,,234,187,0.362,1.0,40GR,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,2,2.0,2021,93,0818,2921,,0.014
21RA00160,2018510050,M0050,M0050,51,18,1,,30,35,,,2,2,7.0,,77,88,121,0.626,237,161,42,0.203,0.0,,,18.0,,,0.0,0.0,0.0,0,1,,3-,,,H9233,05,H7162,05,,,285,187,0.556,3.0,X->Lame LF,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,10,9.0,2021,93,0818,3015,,0.044
21RA00161,2018510097,M0097,M0097,51,18,1,,30,35,,,2,2,3.0,,86,78,112,0.608,206,146,42,0.184,0.0,,,11.0,,,0.0,0.0,0.0,0,1,,3,,,H9233,05,H9019,05,,,210,187,0.373,3.0,X JawAbscess,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0818,3020,,0.059
21RA00162,2017121361,S1361,S1361,12,17,1,,07,57,,,2,2,4.0,,90,80,108,0.619,241,177,42,0.257,3.1,,,17.0,,,22.0,3.8,17.3,64,2,,3,,,S0404,12,R9799,11,,,281,187,0.568,4.0,X->Bitter,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,12,8.0,2021,93,1210,15753,,0.059
21RA00163,2018121612,S1612,S1612,12,18,1,,07,64,,,2,1,2.0,,84,81,114,0.637,193,158,42,0.21,2.8,,,13.0,,,32.2,6.6,20.6,48,3,,3,,,S0912,12,S0792,12,,,248,187,0.472,3.0,X->Bitter,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,5,3.0,2021,93,1210,15750,,0.058
21RA00164,2018121673,S1673,S1673,12,18,1,,42,67,,,2,2,6.0,,86,80,111,0.604,240,161,42,0.219,2.8,,,18.0,,,19.3,3.4,17.4,70,2,,3,,,S1125,00,R9208,11,,,,,,3.0,B. Ovis,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,15,7.0,2021,93,0614,2910,,0.0
21RA00165,2018121748,S1748,S1748,12,18,1,,07,63,,,2,1,2.0,,88,83,110,0.659,206,165,42,0.221,2.8,,,15.0,,,19.8,3.4,17.3,70,1,,3-,,,S0801,12,S0963,12,,,266,187,0.517,3.0,Sl.Under,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,0818,2964,,0.045
21RA00166,2018121751,S1751,S1751,12,18,1,,07,69,,,2,2,5.0,,88,76,109,0.578,220,183,42,0.288,2.8,,,14.0,,,20.1,3.5,17.4,70,3,,4+,,,S1497,00,R9744,11,,,262,187,0.524,3.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,11,11.0,2021,93,0818,2979,,0.0
21RA00167,2018121808,S1808,S1808,12,18,1,,07,65,,,2,2,4.0,,90,78,107,0.628,251,171,42,0.249,2.6,,,16.0,,,22.1,4.3,19.6,62,2,,3-,,,S1069,12,S0045,12,,,278,187,0.563,3.0,BrknLFHoof,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,12,10.0,2021,93,0818,2995,,0.035
21RA00168,2018121872,S1872,S1872,12,18,1,,42,67,,,3,2,4.0,,93,74,104,0.62,230,176,42,0.271,2.8,,,17.0,,,19.0,3.0,15.9,80,2,,3,,,S1125,00,S0162,12,,,266,187,0.541,3.0,X->Bitter,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,7,4.5,2021,93,0928,15547,,0.0
21RA00169,2018121878,S1878,S1878,12,18,1,,42,73,,,1,1,5.0,,93,107,104,0.876,224,206,42,0.263,3.0,,,21.0,,,21.3,4.2,19.6,64,2,,3-,,,S1501,00,R9592,11,,,294,187,0.527,3.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,8,8.0,2021,93,0818,2925,,0.0
21RA00170,2019121965,S1965,S1965,12,19,1,,07,56,,,2,2,3.0,,80,78,117,0.574,222,183,42,0.284,3.0,,,15.0,,,21.9,3.8,17.6,64,2,,3-,,,S1401,12,S1074,12,,,268,187,0.535,2.0,"1""horns",2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,6,5.0,2021,92,0825,3081,,0.028
21RA00171,2019121967,S1967,S1967,12,19,1,,07,56,,,2,1,2.0,,81,89,115,0.678,200,184,42,0.255,2.6,,,11.0,,,21.7,3.5,16.2,64,2,,3,,,S1401,12,S1177,12,,,245,187,0.438,2.0,.,1,,,,,,AA,RR,,,,,55,,,,,,,,,,,,,,,,3,6,3.0,2021,,,0,,0.068
21RA00172,2019122055,S2055,S2055,12,19,1,,07,52,,,2,2,6.0,,84,78,112,0.586,188,158,42,0.213,3.1,,,10.0,,,19.0,3.6,18.9,80,2,,3-,,,S1204,12,R9795,11,,,252,187,0.489,2.0,Scurs,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,12,11.0,2021,92,0825,3078,,0.024
21RA00173,2019122082,S2082,S2082,12,19,1,,07,56,,,2,2,4.0,,84,83,112,0.626,227,183,42,0.267,2.8,,,12.0,,,22.2,3.8,17.2,62,2,,3,,,S1401,12,S0438,12,,,277,187,0.545,2.0,?L.Nut,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,6,4.0,2021,92,0825,3082,,0.022
21RA00174,2019122175,S2175,S2175,12,19,1,,07,51,,,3,1,6.0,,87,81,110,0.638,221,174,42,0.247,3.3,,,13.0,,,21.2,3.5,16.5,64,2,,4,,,S1305,12,R9799,11,,,211,187,0.366,2.0,WobblyOnFeet,6,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,12,8.0,2021,01,0719,0,,0.078
21RA00175,2019122179,S2179,S2179,12,19,1,,07,49,,,3,1,5.0,,87,86,109,0.714,227,164,42,0.206,3.0,,,15.0,,,21.4,3.7,17.4,64,2,,4+,,,S1069,12,S0175,12,,,261,187,0.492,2.0,Scurs,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,14,10.0,2021,92,0825,3079,,0.035
21RA00176,2019122209,S2209,S2209,12,19,1,,07,56,,,2,2,3.0,,88,77,108,0.615,226,168,42,0.24,2.4,,,13.0,,,19.0,3.3,17.4,80,1,,3+,,,S1401,12,S0834,12,,,251,187,0.489,2.0,Sale->Bitter,7,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,97,0919,0,,0.032
21RA00177,2019122385,S2385,S2385,12,19,1,,07,53,,,2,2,2.0,,93,75,103,0.637,201,166,42,0.237,2.5,,,11.0,,,21.2,3.7,17.4,64,2,,4,,,S1271,12,S1474,12,,,241,187,0.466,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,5,4.0,2021,93,0928,15543,,0.04
21RA00178,2019122471,S2471,S2471,12,19,1,,07,50,,,3,2,6.0,,95,87,101,0.741,230,177,42,0.233,2.8,,,12.0,,,19.5,3.2,16.6,70,7,,4+,,,S1159,12,R9695,11,,,281,187,0.545,2.0,FullHorns,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,14,11.0,2021,92,0825,3080,,0.034
21RA00179,2019122555,S2555,S2555,12,19,1,,07,48,,,2,1,2.0,,98,83,98,0.743,211,176,42,0.239,3.1,,,14.0,,,19.8,3.2,16.1,70,2,,3-,,,S0801,12,S1495,12,,,257,187,0.489,2.0,Scurs,1,,,,,,AA,QR,,,,,57,,,,,,,,,,,,,,,,2,4,3.0,2021,,,0,,0.039
21RA00180,2019122558,S2558,S2558,12,19,1,,07,54,,,3,2,5.0,,98,68,98,0.606,177,166,42,0.252,2.9,,,14.0,,,21.3,3.5,16.3,64,4,,4+,,,S1361,12,S0002,12,,,229,187,0.452,2.0,"1"" hornsOver",3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,7,5.0,2021,93,0818,2941,,0.028
21RA00181,2020122654,S2654,S2654,12,20,1,,07,42,,.,2,2,5.0,,80,76,115,0.553,160,160,42,0.227,2.4,,,8.0,,,23.0,4.0,17.4,62,2,,3,,,S1159,12,S0465,12,,,,,,1.0,XCrookedLegs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,5,8,6.0,2021,93,0614,2885,,0.02
21RA00182,2020122708,S2708,S2708,12,20,1,,07,44,,,2,2,7.0,,82,76,113,0.545,187,187,42,0.298,2.4,,,5.0,,,21.5,3.8,17.8,64,1,,3-,,,S1387,12,R9951,11,,,231,187,0.434,1.0,1ST,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,9,9.0,2021,93,0818,2969,,0.034
21RA00183,2020122717,S2717,S2717,12,20,1,,07,48,,.,2,2,5.0,,83,88,112,0.65,177,177,42,0.239,2.8,,,7.0,,,20.5,4.0,19.6,70,2,,3-,,,S1632,12,S0294,12,,,222,187,0.375,1.0,"1""horns",1,,,,,,AA,QR,,,,,58,,,,,,,,,,,,,,,,5,9,8.0,2021,,,0,,0.041
21RA00184,2020122728,S2728,S2728,12,20,1,,07,48,,,3,1,7.0,,83,84,112,0.652,175,175,42,0.244,3.0,,,8.0,,,23.7,4.8,20.3,60,2,,3-,,,S1632,12,R9633,11,,,219,187,0.378,1.0,"1""horn",2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,13,9.5,2021,92,0825,3077,,0.026
21RA00185,2020122730,S2730,S2730,12,20,1,,07,51,,.,3,2,6.0,,83,75,112,0.573,155,155,42,0.214,2.4,,,7.0,,,19.0,3.6,18.7,80,2,,3-,,,S1748,12,S0175,12,,,205,187,0.364,1.0,.,1,,,,,,AA,QR,,,,,59,,,,,,,,,,,,,,,,6,14,10.0,2021,,,0,,0.044
21RA00186,2020122738,S2738,S2738,12,20,1,,07,51,,,2,2,7.0,,83,70,112,0.509,153,153,42,0.223,3.0,,,7.0,,,21.5,4.4,20.3,64,2,,3,,,S1748,12,R9613,11,,,197,187,0.356,1.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,11,10.0,2021,92,0825,3074,,0.029
21RA00187,2020122756,S2756,S2756,12,20,1,,43,46,,,2,2,3.0,,84,80,111,0.601,174,174,42,0.251,2.3,,,8.0,,,17.8,3.4,19.1,80,2,,3-,,,S1499,00,S1288,12,,,208,187,0.359,1.0,Sl.Over,1,,,,,,AA,QR,,,,,60,,,,,,,,,,,,,,,,3,4,4.0,2021,,,0,,0.0
21RA00188,2020122766,S2766,S2766,12,20,1,,07,42,,,3,2,4.0,,84,77,111,0.587,155,155,42,0.209,2.2,,,8.0,,,20.3,3.5,17.3,70,2,,3-,,,S1159,12,S0755,12,,,196,187,0.333,1.0,Horns,1,,,,,,AA,QR,,,,,61,,,,,,,,,,,,,,,,3,5,4.5,2021,,,0,,0.04
21RA00189,2020122784,S2784,S2784,12,20,1,,07,42,,,2,1,2.0,,85,94,110,0.751,167,167,42,0.195,2.8,,,10.0,,,21.3,3.5,16.4,64,2,,4+,,,S1159,12,S1765,12,,,209,187,0.322,1.0,Scurs,1,,,,,,AA,QR,,,,,62,,,,,,,,,,,,,,,,2,3,2.0,2021,,,0,,0.038
21RA00190,2020122792,S2792,S2792,12,20,1,,07,43,,.,2,2,5.0,,85,86,110,0.642,191,191,42,0.28,3.0,,,8.0,,,20.9,3.8,18.2,64,6,,3-,,,S1271,12,S0447,12,,,233,187,0.412,1.0,"6""hornLS",2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,9,8.0,2021,92,0825,3070,,0.032
21RA00191,2020122793,S2793,S2793,12,20,1,,07,43,,.,2,2,5.0,,85,75,110,0.562,158,158,42,0.221,2.6,,,7.0,,,21.9,3.9,18.0,64,3,,4+,,,S1271,12,S0447,12,,,194,187,0.333,1.0,Scurs,1,,,,,,AA,RR,,,,,63,,,,,,,,,,,,,,,,5,9,8.0,2021,,,0,,0.032
21RA00192,2020122799,S2799,S2799,12,20,1,,07,53,,,2,2,5.0,,85,91,110,0.702,172,172,42,0.216,2.0,,,7.0,,,17.6,2.8,16.1,80,2,,2-,,,S1808,12,S0411,12,,,213,187,0.342,1.0,Pink&BlEyes,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,9,9.0,2021,93,0818,2992,,0.04
21RA00193,2020122810,S2810,S2810,12,20,1,,07,42,,,3,2,4.0,,86,72,109,0.561,161,161,42,0.237,3.2,,,7.0,,,22.9,3.8,16.4,62,2,,4,,,S1159,12,S1005,12,,,202,187,0.364,1.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,8,7.0,2021,93,0818,2923,,0.04
21RA00194,2020122820,S2820,S2820,12,20,1,,07,53,,,2,1,7.0,,86,97,109,0.765,184,184,42,0.231,2.8,,,10.0,,,20.7,3.6,17.4,64,3,,4+,,,S1808,12,R9759,11,,,241,187,0.403,1.0,"2""horns",2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,12,8.0,2021,92,0825,3075,,0.028
21RA00195,2020122889,S2889,S2889,12,20,1,,07,51,,,2,2,4.0,,88,73,107,0.566,128,128,42,0.146,3.0,,,7.0,,,20.2,4.2,20.8,70,2,,4+,,,S1748,12,S0977,12,,,187,187,0.319,1.0,Scurs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,4,7,7.0,2021,93,0818,3031,,0.045
21RA00196,2020122932,S2932,S2932,12,20,1,,07,42,,,2,2,7.0,,89,72,106,0.566,161,161,42,0.235,2.4,,,7.0,,,19.0,2.9,15.5,80,2,,3-,,,S1159,12,R9686,11,,,,,,1.0,X Crooked Leg,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,13,9.5,2021,93,0614,2887,,0.031
21RA00197,2020123001,S3001,S3001,12,20,1,,07,49,,,3,2,7.0,,91,81,104,0.669,160,160,42,0.207,2.8,,,6.0,,,19.1,3.0,15.7,80,2,,3-,,,S1671,12,R9673,11,,,212,187,0.367,1.0,Scurs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,7,16,12.0,2021,93,0818,2944,,0.028
21RA00198,2020123003,S3003,S3003,12,20,1,,07,44,,,2,2,7.0,,91,79,104,0.615,169,169,42,0.236,2.6,,,7.0,,,20.8,3.7,17.6,64,1,,4,,,S1387,12,R9711,11,,,209,187,0.364,1.0,1ST,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,10,8.0,2021,92,0825,3073,,0.034
21RA00199,2020123022,S3022,S3022,12,20,1,,43,45,,,2,2,2.0,,92,78,104,0.619,157,157,42,0.207,3.1,,,7.0,,,19.1,3.7,19.2,80,4,,4+,,,S1406,12,S1845,12,,,179,187,0.284,1.0,"1""horns",1,,,,,,AA,RR,,,,,64,,,,,,,,,,,,,,,,2,3,3.0,2021,,,0,,0.009
21RA00200,2020123024,S3024,S3024,12,20,1,,43,54,,,2,2,3.0,,92,86,103,0.681,168,168,42,0.215,3.3,,,9.0,,,20.3,3.6,17.9,70,3,,4,,,S1872,12,S1151,12,,,223,187,0.384,1.0,Horns,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,0818,2920,,0.011
21RA00201,2020123026,S3026,S3026,12,20,1,,07,52,,,2,2,2.0,,92,77,103,0.631,,0,,-0.202,,,,0.0,,,,,,,1,,4,,,S1751,12,S1796,12,,,,,,1.0,Crooked FLegs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0203,2874,,0.003
21RA00202,2020123035,S3035,S3035,12,20,1,,07,49,,,2,2,3.0,,92,78,103,0.642,189,189,42,0.291,2.4,,,8.0,,,20.7,4.5,21.9,64,1,,3-,,,S1671,12,S1177,12,,,240,187,0.454,1.0,.,1,,,,,,AA,RR,,,,,65,,,,,,,,,,,,,,,,3,6,3.0,2021,,,0,,0.036
21RA00203,2020123036,S3036,S3036,12,20,1,,07,49,,,2,2,3.0,,92,86,103,0.718,179,179,42,0.243,2.3,,,8.0,,,20.5,3.9,18.8,70,2,,4+,,,S1671,12,S1177,12,,,217,187,0.367,1.0,Scurs,1,,,,,,AA,QR,,,,,66,,,,,,,,,,,,,,,,3,6,3.0,2021,,,0,,0.036
21RA00204,2020123047,S3047,S3047,12,20,1,,07,47,,,2,2,4.0,,92,83,103,0.663,166,166,42,0.217,3.0,,,10.0,,,19.6,3.5,17.8,70,4,,3+,,,S1583,12,S0955,12,,,195,187,0.314,1.0,"3""horns",2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,7,4.0,2021,92,0825,3071,,0.007
21RA00205,2020123049,S3049,S3049,12,20,1,,07,43,,,2,2,4.0,,92,75,103,0.606,171,171,42,0.251,2.7,,,6.0,,,20.0,4.2,20.8,70,5,,4+,,,S1271,12,S1068,12,,,201,187,0.353,1.0,Sale>XAbscess,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,5,5.0,2021,93,0818,3090,,0.046
21RA00206,2020123058,S3058,S3058,12,20,1,,07,49,,,2,1,2.0,,93,90,102,0.775,165,165,42,0.196,2.9,,,8.0,,,21.7,4.0,18.5,64,1,,4+,,,S1671,12,S1517,12,,,208,187,0.331,1.0,BLK EYE,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,1,2,1.0,2021,92,0825,3076,,0.028
21RA00207,2020123077,S3077,S3077,12,20,1,,07,51,,.,2,2,6.0,,94,79,101,0.667,160,160,42,0.211,2.4,,,7.0,,,20.7,3.5,17.1,64,2,,3-,,,S1748,12,S0219,12,,,202,187,0.345,1.0,"1""horns",1,,,,,,AA,RR,,,,,67,,,,,,,,,,,,,,,,6,11,9.0,2021,,,0,,0.057
21RA00208,2020123083,S3083,S3083,12,20,1,,07,44,,,2,2,2.0,,94,77,101,0.629,171,171,42,0.245,2.4,,,7.0,,,19.8,3.6,18.2,70,4,,3,,,S1387,12,S1826,12,,,201,187,0.347,1.0,"1""horns",1,,,,,,AA,QR,,,,,68,,,,,,,,,,,,,,,,2,3,3.0,2021,,,0,,0.034
21RA00209,2020123096,S3096,S3096,12,20,1,,07,53,,,3,2,3.0,,95,76,100,0.65,155,155,42,0.205,3.1,,,7.0,,,22.6,4.1,18.2,62,2,,3-,,,S1808,12,S1474,12,,,199,187,0.345,1.0,Scurs,1,,,,,,AA,QR,,,,,69,,,,,,,,,,,,,,,,2,5,4.0,2021,,,0,,0.047
21RA00210,2020123136,S3136,S3136,12,20,1,,07,44,,,3,2,5.0,,95,75,100,0.63,157,157,42,0.213,2.8,,,6.0,,,18.6,3.5,18.9,80,1,,3-,,,S1387,12,S0521,12,,,198,187,0.345,1.0,.,1,,,,,,AA,QR,,,,,70,,,,,,,,,,,,,,,,4,8,7.5,2021,,,0,,0.026
21RA00211,2020123138,S3138,S3138,12,20,1,,07,53,,,2,2,3.0,,95,74,100,0.61,182,182,42,0.281,2.8,,,8.0,,,22.4,4.5,19.9,62,3,,3,,,S1808,12,S1311,12,,,222,187,0.415,1.0,"1""horns",1,,,,,,AA,RR,,,,,71,,,,,,,,,,,,,,,,3,5,4.0,2021,,,0,,0.047
21RA00212,2020123139,S3139,S3139,12,20,1,,07,53,,,2,2,3.0,,95,75,100,0.629,196,196,42,0.314,2.4,,,7.0,,,21.3,4.4,20.5,64,2,,3,,,S1808,12,S1311,12,,,229,187,0.431,1.0,PinkEyes,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,0928,15542,,0.047
21RA00213,2020123140,S3140,S3140,12,20,1,,07,53,,.,2,2,6.0,,96,76,99,0.639,147,147,42,0.184,3.0,,,9.0,,,19.7,3.7,18.5,70,4,,3+,,,S1808,12,S0037,12,,,201,187,0.35,1.0,"1""horns",1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,11,8.5,2021,,,0,,0.037
21RA00214,2020123143,S3143,S3143,12,20,1,,07,51,,,2,2,4.0,,96,79,99,0.661,165,165,42,0.223,2.7,,,7.0,,,17.9,3.1,17.6,80,1,,4+,,,S1748,12,S0764,12,,,213,187,0.375,1.0,.,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,3,7,6.0,2021,93,0818,2919,,0.047
21RA00215,2020123154,S3154,S3154,12,20,1,,07,42,,,2,2,7.0,,96,79,99,0.667,129,129,42,0.13,2.8,,,8.0,,,22.6,3.5,15.4,62,2,,3-,,,S1159,12,R9902,11,,,189,187,0.308,1.0,Scurs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,7,13,13.0,2021,93,0818,2962,,0.038
21RA00216,2020123158,S3158,S3158,12,20,1,,07,44,,,2,2,7.0,,96,85,99,0.712,165,165,42,0.207,2.7,,,6.0,,,20.6,3.4,16.6,64,4,,3-,,,S1387,12,R9918,11,,,205,187,0.336,1.0,"3""horns",2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,10,9.0,2021,92,0825,3072,,0.033
21RA00217,2020123170,S3170,S3170,12,20,1,,07,45,,,3,2,2.0,,97,80,98,0.674,147,147,42,0.173,3.1,,,7.0,,,18.1,3.5,19.2,80,2,,4+,,,S1406,12,S1725,12,,,180,187,0.28,1.0,Scurs,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,1,3,2.0,2021,93,0818,2968,,0.005
21RA00218,2020123188,S3188,S3188,12,20,1,,07,53,,,2,2,3.0,,97,76,98,0.642,,0,,-0.196,,,,0.0,,,,,,,2,,3+,,,S1808,12,S1431,12,,,,,,1.0,Crooked FLegs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0203,2875,,0.045
21RA00219,2020123226,S3226,S3226,12,20,1,,07,51,,,2,1,3.0,,98,97,97,0.827,191,191,42,0.242,2.9,,,9.0,,,20.2,3.5,17.5,70,4,,3-,,,S1748,12,S1342,12,,,243,187,0.409,1.0,"1""horns",1,,,,,,AA,QR,,,,,56,,,,,,,,,,,,,,,,3,5,3.0,2021,,,0,,0.035
21RA00220,2018456983,T6983,T6983,45,18,1,,02,46,,,3,2,4.0,,85,78,112,0.565,234,197,42,0.322,3.5,,,15.0,,,24.4,4.2,17.3,60,1,,4+,,,T6342,45,T5565,45,,,268,187,0.535,3.0,SlOver,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,10,8.5,2021,93,0818,3028,,0.019
21RA00221,2018456996,T6996,T6996,45,18,1,,02,47,,,2,2,5.0,,86,80,111,0.603,230,157,42,0.208,3.3,,,13.0,,,21.9,4.3,19.6,64,1,,3,,,T6401,45,T4849,45,,,268,187,0.53,3.0,X->Bitter,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,12,9.0,2021,93,0928,15545,,0.034
21RA00222,2019457169,T7169,T7169,45,19,1,,02,45,,,2,2,3.0,,82,74,115,0.521,226,166,42,0.247,2.8,,,11.0,,,19.1,3.3,17.4,80,1,,4+,,,T6883,00,T6418,45,,,267,187,0.544,2.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,5,5.0,2021,92,0825,3067,,0.0
21RA00223,2019457202,T7202,T7202,45,19,1,,02,46,,,2,2,3.0,,85,80,112,0.599,204,163,42,0.221,2.8,,,11.0,,,23.6,4.4,18.7,60,1,,3,,,T6884,00,T6567,45,,,259,187,0.504,2.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,6,6.0,2021,93,0818,2998,,0.0
