UID,ID9,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65
05RA00195,104114406,R4406,R4406,11,04,1,18,07,15,.,S,2,2,4.0,Y,103,90,115,0.691,177,177,74,0.291,2.2,2.5,62,8.2,8.9,,19.0,3.0,15.7,80,1,1,3-,1.61,121.9,R3847,11,R1474,11,213,,194,200,0.3,1.0,,2,NON,,94,95,N,RR,,,,,124,,Ramb,,,,,,,,,,09,0,,4,5,5,05,92,0922,5808
05RA00196,104114425,R4425,R4425,11,04,1,18,07,33R,.,M,2,2,3.0,Y,104,88,114,0.674,161,161,74,0.244,2.8,3.2,60,8.6,9.4,,20.1,4.2,20.7,70,1,1,3,2.01,136.3,R2746,11,R2357,11,,,184,200,0.277,1.0,Teaser,1,NON,,102,101,.,,,,,,N.,,Ramb,,,,,,,,,,,0,,3,6,5,05,,,0
05RA00197,104114441,R4441,R4441,11,04,1,18,07,31R,.,M,3,2,4.0,Y,104,99,112,0.788,194,194,74,0.316,2.7,3.1,60,9.6,10.5,,19.8,3.9,19.5,70,1,1,3+,1.86,134.1,R2261,11,01422,00,,,217,200,0.338,1.0,,1,NON,,107,106,.,,S+,A+,STUD,,N.6,,Ramb,,,,,,,,,,,0,,3,7,6,05,,,0
05RA00198,104114453,R4453,R4453,11,04,1,18,07,33R,.,M,3,2,6.0,Y,104,100,112,0.777,179,179,74,0.262,2.9,3.3,62,8.2,8.9,,19.3,3.1,16.2,70,3,1,3-,2.14,128.3,R2746,11,S9169,10,,,208,200,0.309,1.0,Teaser,1,NON,,100,100,.,,,,,,N.,,Ramb,,,,,,,,,,,0,,6,14,10,05,,,0
05RA00199,104114529,R4529,R4529,11,04,1,18,07,17,.,S,2,2,4.0,Y,106,98,110,0.778,181,181,74,0.276,3.0,3.4,62,9.2,10.1,,19.7,3.3,16.6,70,1,1,3,1.61,128.9,R3362,11,00930,00,,,199,200,0.289,1.0,Teaser,1,NON,,102,106,.,,,,,,N.,,Ramb,,,,,,,,,,,0,,3,5,5,05,,,0
05RA00200,104114560,R4560,R4560,11,04,1,18,07,21,.,S,1,1,2.0,Y,106,98,110,0.777,198,198,74,0.332,2.8,3.2,60,9.6,10.5,,19.5,3.0,15.4,70,1,1,3+,1.68,119.7,R3035,11,R3712,11,,,208,200,0.315,1.0,,1,NON,,100,107,.,,S+,A+,STUD,,38,,Ramb,,,,,,,,,,,0,,2,2,2,05,,,0
05RA00201,104114566,R4566,R4566,11,04,1,18,07,33R,.,M,1,1,6.0,Y,107,93,109,0.717,180,180,74,0.289,3.1,3.6,60,8.6,9.5,,19.5,3.5,18.1,70,1,1,4+,1.7,130.2,R2746,11, 8876,00,,,199,200,0.304,1.0,"NICE LAMB,PNE",1,NON,,103,105,.,,,,,,N.,,Ramb,,,,,,,,,,,0,,5,9,8,05,,,0
05RA00202,104114590,R4590,R4590,11,04,1,18,07,31R,.,M,2,2,4.0,Y,107,90,109,0.697,200,200,74,0.365,2.2,2.5,62,7.6,8.4,,23.1,4.2,18.1,62,4,1,4,1.86,128.9,R2261,11,R2031,11,241,,222,200,0.378,1.0,H4,2,NON,,101,87,N,QR,,,,,120,,Ramb,,,,,,,,,,09,0,,4,7,6,05,92,0922,5817
05RA00203,104114631,R4631,R4631,11,04,1,18,07,31R,.,M,2,1,4.0,Y,108,90,110,0.727,164,164,74,0.247,2.2,2.5,60,7.6,8.4,,22.7,4.1,17.9,62,3,1,3-,1.98,114.5,R2261,11,R1433,11,206,,195,200,0.303,1.0,,2,NON,,90,87,N,QQ,,,,,127,,Ramb,,,,,,,,,,09,0,,4,8,5,05,92,0922,5813
05RA00204,104114651,R4651,R4651,11,04,1,18,07,32R,.,M,2,1,2.0,Y,109,99,109,0.795,177,177,74,0.261,2.4,2.8,62,8.6,9.5,,21.5,3.1,14.4,64,2,1,3+,1.85,126.4,R1667,11,R3099,11,207,,197,200,0.282,1.0,NICE,2,NON,,97,97,N,QQ,,,,,128,,Ramb,,,,,,,,,,09,0,,2,3,2,05,92,0922,5816
05RA00205,104114666,R4666,R4666,11,04,1,18,07,31R,.,M,2,1,7.0,Y,109,93,109,0.748,185,185,74,0.308,2.1,2.4,62,7.0,7.7,,19.0,3.4,17.9,80,2,1,3,1.82,124.5,R2261,11,S8180,10,206,,198,200,0.303,1.0,TREMBLES,2,NON,,93,88,N,QR,,,,,123,,Ramb,,,,,,,,,,09,0,,7,13,11,05,92,0922,5819
05RA00206,104114681,R4681,R4681,11,04,1,18,07,31R,.,M,1,1,6.0,Y,109,102,109,0.812,173,173,74,0.237,2.8,3.2,62,7.6,8.4,,19.7,2.9,14.8,70,3,1,3+,1.8,135.0,R2261,11,S9141,10,,,197,200,0.274,1.0,"H3, PNEU, X",3,NON,,99,96,.,,,,,,,,Ramb,,,,,,,,,,,0,,6,10,9,05,93,0815,2054
05RA00207,104114709,R4709,R4709,11,04,1,18,07,25,.,S,1,1,3.0,Y,110,95,108,0.753,199,199,74,0.348,2.4,2.8,62,6.2,6.9,,18.2,3.3,18.0,80,3,1,3,1.72,122.9,R3660,11,R2384,11,230,,219,200,0.357,1.0,PNEU.,2,NON,,95,88,N,RR,,,,,122,,Ramb,,,,,,,,,,09,0,,3,4,4,05,92,0922,5811
05RA00208,104114722,R4722,R4722,11,04,1,18,07,25,.,S,1,1,6.0,Y,110,107,108,0.847,211,211,74,0.348,2.4,2.8,62,8.6,9.5,,20.2,3.4,16.7,70,2,1,3,1.74,130.1,R3660,11,S9175,10,,,235,200,0.369,1.0,NICE LAMB,1,NON,,104,98,.,,S+,A+,STUD,,N.7,,Ramb,,,,,,,,,,,0,,6,10,10,05,,,0
05RA00209,104114729,R4729,R4729,11,04,1,18,07,31R,.,M,1,1,5.0,Y,110,96,108,0.738,193,193,74,0.324,2.9,3.4,60,9.2,10.2,,21.3,3.6,16.9,64,2,1,3,1.55,114.5,R2261,11,91072,09,227,,207,200,0.32,1.0,"F3-, NICE",2,NON,,98,104,N,QR,,,,,121,,Ramb,,,,,,,,,,09,0,,5,7,6,05,92,0922,5809
05RA00210,104114740,R4740,R4740,11,04,1,18,07,34R,.,M,3,1,6.0,Y,111,106,111,0.839,191,191,74,0.288,2.8,3.3,60,8.6,9.6,,23.0,3.8,16.5,62,1,1,3,1.84,121.0,R2600,11,S9706,10,,,216,200,0.321,1.0,NICE,1,NON,,99,98,.,,S+,A+,STUD,,N.8,,Ramb,,,,,,,,,,,0,,6,11,9,05,,,0
05RA00211,104114766,R4766,R4766,11,04,1,18,07, 2,.,C,1,1,3.0,Y,112,91,106,0.721,184,184,74,0.311,3.0,3.5,60,8.0,8.9,,20.2,3.9,19.1,70,2,1,3-,1.72,122.2,R2972,11,R2550,11,,,207,200,0.334,1.0,Teaser,1,NON,,100,100,.,,S+,A+,STUD,,N.4,,Ramb,,,,,,,,,,,0,,3,4,4,05,,,0
05RA00212,104114784,R4784,R4784,11,04,1,18,07, 5,.,C,2,2,4.0,Y,113,86,105,0.705,189,189,74,0.344,2.8,3.3,60,7.6,8.5,,20.0,3.9,19.5,70,7,1,3+,1.86,120.4,R3626,11,R2078,11,216,,214,200,0.369,1.0,"H7, MAGGOTS",2,NON,,100,97,N,??,,,,,131,,Ramb,,,,,,,,,,09,0,,4,7,5,05,92,0922,5814
05RA00213,104114795,R4795,R4795,11,04,1,18,07, 7,.,C,2,2,5.0,Y,114,89,104,0.718,175,175,74,0.288,2.7,3.2,62,7.6,8.5,,22.0,3.8,17.4,64,1,1,4-,1.55,123.9,R3948,11,90257,09,205,,195,200,0.305,1.0,NICE LAMB,2,NON,,97,93,N,QR,,,,,118,,Ramb,,,,,,,,,,09,0,,5,7,7,05,92,0922,5812
05RA00214,104115067,R5067,R5067,11,04,1,18,07,41,.,N,1,1,3.0,Y,125,93,93,0.854,188,188,74,0.318,2.3,2.8,62,7.0,8.1,,19.1,3.0,15.5,80,2,1,2+,1.72,112.2,R3035,11,R2441,11,220,,210,200,0.337,1.0,,2,NON,,92,93,N,QR,,,,,126,,Ramb,,,,,,,,,,09,0,,3,4,3,05,92,0922,5821
05RA00215,104450003,T0003,T0003,45,04,1,ID,02,41T,.,I,2,1,4.0,Y,101,103,117,0.768,188,188,74,0.284,2.7,3.0,62,8.4,9.1,,20.3,3.0,14.7,70,1,1,3,1.79,131.5,I9221,00,T7703,44,,,212,200,0.314,1.0,NICE LAMB,1,MSU,MSU,101,102,.,,,,,,alt,,Idah,,,,,,,,,,,0,,4,7,6,05,,,0
05RA00216,104450023,T0023,T0023,45,04,1,48,02,63,.,S,2,1,2.0,Y,102,106,120,0.788,193,193,74,0.295,3.0,3.4,62,9.0,9.7,,22.2,3.7,16.6,62,2,1,3-,1.57,96.3,T9041,44,T8985,44,217,,215,200,0.318,1.0,,2,SPG,L41,90,106,N,QR,,,,,114,,Sprg,,,,,,,,,,07,0,,1,2,1,05,92,0922,5799
05RA00217,104450031,T0031,T0031,45,04,1,48,02,44T,.,M,2,2,5.0,Y,103,98,115,0.739,191,191,74,0.311,2.7,3.1,62,7.6,8.3,,22.6,3.5,15.5,62,1,1,3,1.91,124.9,T8964,44,T7106,44,208,,209,200,0.32,1.0,NICE LAMB,2,NON,MSU,98,95,N,QR,,,,,112,,Targ,,,,,,,,,,07,0,,5,10,7,05,92,0922,5798
05RA00218,104450032,T0032,T0032,45,04,1,48,02,44T,.,M,2,2,5.0,Y,103,91,115,0.685,186,186,74,0.318,3.1,3.5,60,8.2,8.9,,22.4,3.8,16.8,62,1,1,3,1.91,124.9,T8964,44,T7106,44,205,,203,200,0.323,1.0,NICE LAMB,2,NON,MSU,101,101,N,QR,,,,,113,,Targ,,,,,,,,,,07,0,,5,10,7,05,92,0922,5795
05RA00219,104450037,T0037,T0037,45,04,1,ID,02,42T,.,I,2,2,4.0,Y,103,99,115,0.737,194,194,74,0.318,2.8,3.2,60,9.0,9.8,,21.1,4.4,20.7,64,2,1,4+,1.91,134.8,T9073,44,T7737,44,,,215,200,0.334,1.0,NICE LAMB,1,L41,L41,106,106,.,,,,,,52alt,,Idah,,,,,,,,,,,0,,4,8,6,05,,,0
05RA00220,104450055,T0055,T0055,45,04,1,48,02,44T,.,M,3,1,5.0,Y,103,116,115,0.902,208,208,74,0.308,3.0,3.4,60,9.8,10.6,,22.8,3.9,17.0,62,1,1,3-,1.58,105.5,T8964,44,T7248,44,236,,235,200,0.343,1.0,NICE,2,NON,MSU,98,111,N,QR,,,,,103,,Targ,,,,,,,,,,07,1,74282,4,7,5,05,92,0922,5793
05RA00221,104450068,T0068,T0068,45,04,1,ID,02,41T,.,I,3,2,3.0,Y,104,90,114,0.675,187,187,74,0.324,2.3,2.6,60,7.2,7.8,,20.6,3.8,18.4,64,1,1,3,1.92,120.7,I9221,00,T8406,44,226,,216,200,0.363,1.0,,2,MSU,MSU,96,91,N,RR,,,,,109,,Idah,,,,,,,,,,07,0,,3,6,4,05,92,0922,5805
05RA00222,104450076,T0076,T0076,45,04,1,ID,02,41T,.,I,1,1,3.0,Y,104,101,112,0.775,191,191,74,0.299,2.4,2.7,62,7.2,7.8,,19.6,3.4,17.1,70,1,1,4,1.78,97.4,I9221,00,T8324,44,229,,220,200,0.341,1.0,-INDX  OK,2,MSU,MSU,86,93,N,QQ,,,,,108,,Idah,,,,,,,,,,07,0,,3,5,2,05,92,0922,5792
05RA00223,104450093,T0093,T0093,45,04,1,ID,02,43T,.,I,1,1,2.0,Y,105,112,111,0.884,210,210,74,0.326,2.4,2.7,62,7.6,8.3,,19.0,3.2,16.9,80,1,1,3,1.57,121.7,T8296,44,T8845,44,242,,229,200,0.335,1.0,NICE LAMB,2,KK,KK,96,97,N,QQ,,,,,102,,Idah,,,,,,,,,,07,1,74281,2,2,2,05,92,0922,5804
05RA00224,104450096,T0096,T0096,45,04,1,48,02,45T,.,M,2,2,7.0,Y,105,111,117,0.839,178,178,74,0.227,3.1,3.5,60,8.8,9.6,,22.7,4.5,20.1,62,1,1,3,2.02,145.3,T8907,44,T6022,44,,,188,200,0.224,1.0,X EPI L.TSTS,3,NON,,104,105,.,,,,,,,,Targ,,,,,,,,,,,0,,7,15,12,05,93,0815,2053
05RA00225,104450105,T0105,T0105,45,04,1,ID,02,43T,.,I,1,1,2.0,Y,105,109,111,0.841,214,214,74,0.349,2.5,2.9,62,7.8,8.5,,19.3,3.2,16.7,70,2,1,3,1.57,116.9,T8296,44,T8970,44,247,,241,200,0.378,1.0,,2,KK,KK,98,99,N,QQ,,,,,106,,Idah,,,,,,,,,,07,0,,2,2,2,05,92,0922,5797
05RA00226,104450111,T0111,T0111,45,04,1,48,02,62,.,S,2,1,2.0,Y,106,100,116,0.759,178,178,74,0.264,2.7,3.1,58,8.4,9.2,,23.0,4.2,18.4,62,1,1,3,1.57,104.3,T5505,44,T9055,44,,,190,200,0.262,1.0,"-INDX, PNEU.",3,SPG,,88,100,.,,,,,,,,Sprg,,,,,,,,,,,0,,1,2,2,05,93,0815,2043
05RA00227,104450121,T0121,T0121,45,04,1,ID,02,43T,.,I,2,2,2.0,Y,106,92,110,0.726,190,190,74,0.326,2.5,2.9,62,7.8,8.5,,19.8,3.0,15.0,70,1,1,3,1.74,136.1,T8296,44,T8960,44,,,216,200,0.355,1.0,,1,KK,KK,104,98,.,,S+,A+,STUD,,65,,Idah,,,,,,,,,,,0,,2,3,3,05,,,0
05RA00228,104450151,T0151,T0151,45,04,1,ID,02,42T,.,I,2,2,5.0,Y,107,94,109,0.745,176,176,74,0.272,3.1,3.6,60,6.6,7.3,,21.3,4.6,21.5,64,4,1,4,1.91,148.0,T9073,44,T7102,44,,,201,200,0.307,1.0,SCUR X,3,L41,L41,105,93,.,,,,,,,,Idah,,,,,,,,,,,0,,5,10,9,05,93,0815,2064
05RA00229,104450152,T0152,T0152,45,04,1,ID,02,42T,.,I,2,2,5.0,Y,107,85,109,0.64,183,183,74,0.326,2.7,3.1,60,9.2,10.1,,20.6,3.9,18.9,64,1,1,3,1.91,148.0,T9073,44,T7102,44,,,211,200,0.361,1.0,,1,L41,L41,113,108,.,,S+,A+,STUD,,52,,Idah,,,,,,,,,,,0,,5,10,9,05,,,0
05RA00230,104450174,T0174,T0174,45,04,1,ID,02,41T,.,I,1,1,3.0,Y,107,114,109,0.895,220,220,74,0.352,2.6,3.0,62,9.4,10.3,,19.9,3.4,17.1,70,2,1,3,1.49,110.0,I9221,00,T8712,44,,,253,200,0.398,1.0,BIG,1,MSU,MSU,101,110,.,,S+,A+,STUD,,e41,,Idah,,,,,,,,,,,0,,2,3,3,05,,,0
05RA00231,104450175,T0175,T0175,45,04,1,ID,02,43T,.,I,2,2,3.0,Y,108,91,110,0.709,193,193,74,0.341,2.0,2.3,62,7.4,8.2,,22.0,4.0,18.0,64,2,1,4,1.78,140.3,T8296,44,T8328,44,223,,217,200,0.363,1.0,PNEU.,2,KK,KK,104,90,N,QR,,,,,107,,Idah,,,,,,,,,,07,0,,3,5,5,05,92,0922,5800
05RA00232,104450192,T0192,T0192,45,04,1,ID,02,42T,.,I,1,1,5.0,Y,109,105,109,0.814,225,225,74,0.401,3.1,3.6,60,11.2,12.4,,22.4,4.4,19.8,62,2,1,3,2.02,109.9,T9073,44,T7231,44,,,248,200,0.412,1.0,PNEU.,1,L41,L41,108,124,.,,S+,A+,STUD,,64,,Idah,,,,,,,,,,,0,,5,11,6,05,,,0
05RA00233,104450198,T0198,T0198,45,04,1,ID,02,42T,.,I,1,1,4.0,Y,109,103,109,0.812,176,176,74,0.244,2.6,3.0,60,7.0,7.7,,21.0,3.9,18.4,64,3,1,5+,1.66,125.4,T9073,44,T7705,44,,,214,200,0.32,1.0,SCUR X,3,L41,L41,96,92,.,,,,,,,,Idah,,,,,,,,,,,0,,4,6,5,05,93,0815,2066
05RA00234,104450212,T0212,T0212,45,04,1,ID,02,43T,.,I,3,1,3.0,Y,112,99,106,0.84,176,176,74,0.258,2.2,2.6,62,6.8,7.6,,19.7,3.2,16.1,70,1,1,3-,1.92,131.6,T8296,44,T8547,44,,,203,200,0.3,1.0,NECK FOLDS*,3,KK,KK,96,91,.,,,,,,,,Idah,,,,,,,,,,,0,,3,6,4,05,93,0815,2048
05RA00235,100447759,T7759,T7759,44,00,1,ID,02,42T,.,I,4,2,7.0,M,99,99,122,0.709,229,185,74,0.3,3.3,3.3,62,14.2,14.2,,26.1,3.9,15.0,58,1,1,3,1.93,132.4,T5505,44,T5557,44,,,247,200,0.292,5.0,"AGE 5, X",3,ISA,ISA,100,102,.,,S2,AA,STUD,77.0,,e.2,Idah,,HETRO,,,,,,,,,0,,7,15,11,05,93,0815,2016
05RA00236,101448296,T8296,T8296,44,01,1,ID,02,42T,.,I,3,1,7.0,M,82,110,136,0.716,217,209,74,0.341,3.3,3.3,62,9.8,9.8,,24.7,3.5,14.1,60,2,1,3,2.02,151.9,00064,00,T6011,44,,,255,200,0.0,4.0,"KK, AGE, X",3,KK,KK,103,85,.,,S3,AA,STUD,97.0,,43T,Idah,,HETRO,,,,,,,,,0,,7,15,12,05,93,0815,2038
05RA00237,101448315,T8315,T8315,44,01,1,ID,02,42T,.,I,2,2,7.0,M,88,90,130,0.59,239,170,74,0.276,3.5,3.5,60,15.8,15.8,,27.0,4.4,16.4,56,1,1,3,1.92,127.0,00064,00,T6188,44,,,269,200,0.0,4.0,"SAVE, KK.",1,KK,KK,99,109,.,,S2,AA,STUD,83.0,67,e.0,Idah,,HETRO,,,,,,,,,0,,7,14,11,05,,,0
05RA00238,101448402,T8402,T8402,44,01,1,ID,02,41T,.,I,2,2,5.0,M,98,88,120,0.618,266,201,74,0.39,3.1,3.1,60,16.2,16.2,,25.0,4.2,16.7,58,2,1,3,1.58,124.0,09221,00,T7069,44,,,284,200,0.0,4.0,"S7 STUD, MSU.",1,MSU,MSU,105,110,.,,S7,AAA,STUD,97.0,e42,61T,Idah,,HETRO,,,,,,,,,0,,4,7,7,05,,,5392
05RA00239,102448907,T8907,T8907,44,02,1,41,02,414,.,M,1,1,4.0,M,100,108,119,0.808,238,191,74,0.278,3.9,3.9,62,15.4,15.4,,25.9,3.8,14.7,58,1,1,2-,1.66,119.4,T7895,44,T7808,44,,,263,200,0.0,3.0,"KEEP, ISA.",1,LWW,ISA,97,111,.,,S1,A,STUD,100.0,e44,64T,+Lww,,HETRO,,,,,,,,,0,,4,6,5,05,,,0
05RA00240,102449140,T9140,T9140,44,02,1,41,02,411,.,M,1,1,4.0,M,111,98,108,0.786,267,188,74,0.301,3.4,3.4,62,14.6,14.6,,25.3,3.8,15.1,58,1,1,3+,1.66,125.4,T7844,44,T7823,44,,,289,200,0.0,3.0,"FUZZY X, McR.",3,LWW,McR,98,105,.,,S3,AA,STUD,90.0,,e.1,+Lww,,BISEX,,,,,,,,,0,,4,6,5,05,93,0815,2017
05RA00241,102449154,T9154,T9154,44,02,1,41,02,412,J,M,2,2,5.0,M,112,89,107,0.717,212,164,74,0.251,0.0,0.0,60,10.8,10.8,,0.0,0.0,0.0,0,.,1,..,1.91,120.6,T8036,44,T7424,44,,,241,200,0.0,3.0,KNOT@CORD*2 X,3,LWW,L41,0,0,.,,D4,DUD,,0.0,BHV,BHV,+Lww,,ASEX,,,,,,,,,0,,5,10,8,05,93,0815,2014
05RA00242,102449243,T9243,T9243,44,02,1,41,02,411,.,M,1,1,4.0,M,115,102,109,0.82,251,187,74,0.289,3.1,3.1,62,13.2,13.2,,26.4,3.8,14.3,56,1,1,3+,1.79,118.1,T7844,44,T7885,44,,,286,200,0.0,3.0,McR.,1,LWW,McR,92,97,.,,S3,AA,STUD,0.0,alt,ealt,+Lww,,HETRO,,,,,,,,,0,,4,7,5,05,,,0
05RA00243,102449273,T9273,T9273,44,02,1,41,02,414,.,M,2,2,5.0,M,116,90,108,0.717,271,184,74,0.32,3.5,3.5,62,10.8,10.8,,23.3,3.7,15.9,62,1,1,2-,1.69,123.4,T7895,44,T7610,44,,,291,200,0.0,3.0,"NICE, ISA.",1,LWW,ISA,93,92,.,,S3,AA,STUD,0.0,alt,64alt,+Lww,,HETRO,,,,,,,,,0,,4,8,7,05,,,0
05RA00244,102449399,T9399,T9399,44,02,1,41,02,412,J,M,1,1,5.0,M,120,96,104,0.82,242,168,74,0.245,0.0,0.0,58,14.6,14.6,,0.0,0.0,0.0,0,.,1,..,1.69,114.0,T8036,44,T7602,44,,,278,200,0.0,3.0,,V,LWW,,0,0,.,,S0,B,,0.0,BHV,BHV,+Lww,,MOR,,,,,,,,,0,,4,8,6,05,,,0
05RA00245,103449451,T9451,T9451,44,03,1,ID,02,41T,J,I,2,2,3.0,M,93,113,131,0.764,256,217,74,0.354,0.0,0.0,62,13.2,13.2,,0.0,0.0,0.0,0,.,1,..,2.06,128.4,I9221,00,T8339,44,,,288,200,0.0,2.0,DUD,V,MSU,MSU,0,0,.,,D9,DUD,,0.0,BHV,DUD,Idah,,MOR,,,,,,,,,0,,3,7,4,05,,,0
05RA00246,103449456,T9456,T9456,44,03,1,ID,02,41T,J,I,3,1,7.0,M,94,115,130,0.788,249,202,74,0.296,0.0,0.0,60,14.4,14.4,,0.0,0.0,0.0,0,.,1,..,1.65,92.3,I9221,00,T5467,44,,,275,200,0.0,2.0,DUD,V,MSU,MSU,0,0,.,,D9,DUD,,0.0,BHV,DUD,Idah,,MOR,,,,,,,,,0,,5,12,8,05,,,0
05RA00247,103449460,T9460,T9460,44,03,1,ID,02,43T,J,I,2,2,7.0,M,94,98,130,0.65,234,182,74,0.286,3.3,3.3,62,12.0,12.0,,25.8,4.0,15.6,58,1,1,3,1.92,127.0,T8296,44,T6188,44,,,261,200,0.0,2.0,KK.,V,KK,KK,94,93,.,,S,A,,0.0,BHV,ealt,Idah,,EXHET,,,,,,,,,0,,7,14,11,05,,,0
05RA00248,103449473,T9473,T9473,44,03,1,ID,02,42T,.,I,2,2,7.0,M,95,90,129,0.607,183,171,74,0.276,3.5,3.5,60,11.2,11.2,,22.8,3.9,16.9,62,1,1,2-,2.02,151.9,T7759,44,T6011,44,,,218,200,0.0,2.0,"SAVE,ISA",1,ISA,ISA,102,94,.,,S+,A+,STUD,94.0,alt,42T,Idah,,HETRO,,,,,,,,,0,,7,15,12,05,,,0
05RA00249,103449478,T9478,T9478,44,03,1,ID,02,41T,J,I,2,2,4.0,M,95,125,129,0.847,254,240,74,0.391,3.2,3.2,60,14.4,14.4,,23.4,3.9,16.8,62,1,1,3+,1.91,119.5,I9221,00,T7686,44,,,303,200,0.0,2.0,,V,MSU,MSU,101,105,.,,D9,DUD,,0.0,BHV,.,Idah,,MOR,,,,,,,,,0,,4,8,5,05,,,0
05RA00250,103449527,T9527,T9527,44,03,1,ID,02,42T,J,I,2,2,5.0,M,100,92,125,0.653,225,197,74,0.358,0.0,0.0,60,12.8,12.8,,0.0,0.0,0.0,0,.,1,..,1.91,148.0,T7759,44,T7102,44,,,242,200,0.0,2.0,KNOT@ L.CORD,3,ISA,ISA,0,0,.,,D9,DUD,,0.0,BHV,DUD,Idah,,MOR,,,,,,,,,0,,5,10,9,05,93,0815,2039
05RA00251,103449535,T9535,T9535,44,03,1,ID,02,e.9,J,I,1,1,2.0,M,101,95,124,0.666,230,190,74,0.324,0.0,0.0,62,12.2,12.2,,0.0,0.0,0.0,0,.,1,..,1.74,131.4,T8402,44,T8928,44,,,255,200,0.0,2.0,DUD,V,MSU,MSU,0,0,.,,D9,DUD,,0.0,BHV,DUD,Idah,,MOR,,,,,,,,,0,,2,3,3,05,,,0
05RA00252,103449569,T9569,T9569,44,03,1,ID,02,41T,X,I,3,2,5.0,M,103,91,121,0.654,199,189,74,0.333,3.5,3.5,62,13.2,13.2,,22.7,3.7,16.3,62,1,1,3+,1.91,139.9,I9221,00,T7025,44,,,228,200,0.0,2.0,ABS.TAIL CULL,3,MSU,MSU,104,103,.,,D9,DUD,,0.0,BHV,.,Idah,,MOR,,,,,,,,,0,,5,10,9,05,93,0815,2041
05RA00253,103449578,T9578,T9578,44,03,1,48,02,13T,J,M,2,2,6.0,M,103,102,121,0.734,219,194,74,0.313,3.7,3.7,60,11.8,11.8,,26.5,4.0,15.0,56,1,1,3+,1.77,138.7,T8183,44,T6904,44,,,254,200,0.0,2.0,BIG NUTS,V,L41,L41,101,94,.,,D9,DUD,,0.0,BHV,.,Targ,,MOR,,,,,,,,,0,,6,11,10,05,,,0
05RA00254,103449593,T9593,T9593,44,03,1,ID,02,41T,.,I,2,2,5.0,M,104,93,120,0.655,202,217,74,0.422,3.1,3.1,62,15.2,15.2,,23.3,4.1,17.4,62,3,1,3,1.69,132.3,I9221,00,T7426,44,,,234,200,0.0,2.0,"NICE,D9,TRY!",1,MSU,MSU,108,108,.,,D9w,A+,STUD,87.0,63,62T,Idah,,HETRO,,,,,,,,,0,,4,8,8,05,,,0
05RA00255,103449603,T9603,T9603,44,03,1,ID,02,42T,J,I,2,2,3.0,M,104,91,120,0.643,221,195,74,0.354,4.0,4.0,62,11.6,11.6,,24.1,3.6,15.1,60,1,1,3+,1.78,145.7,T7759,44,T8314,44,,,261,200,0.0,2.0,"NICE,ISA,DUD",V,ISA,ISA,106,98,.,,D9,DUD,,0.0,BHV,.,Idah,,EXHET,,,,,,,,,0,,3,5,5,05,,,0
05RA00256,103449608,T9608,T9608,44,03,1,ID,02,41T,.,I,3,1,7.0,M,105,124,114,0.969,256,229,74,0.351,3.2,3.2,64,14.0,14.0,,23.0,3.6,15.4,62,1,1,3,1.92,131.1,I9221,00,T6207,44,302,,293,200,0.0,2.0,GRAFT > b3,2,MSU,MSU,102,104,N,RR,S+,A+,STUD,81.0,116,41T,Idah,,HETRO,,,,,,,,08,1,74284,7,14,9,05,92,0922,5806
05RA00257,103449657,T9657,T9657,44,03,1,ID,02,41T,.,I,1,1,6.0,M,107,118,118,0.844,261,239,74,0.413,3.3,3.3,60,17.2,17.2,,23.9,3.6,15.2,60,1,1,3+,1.77,119.7,I9221,00,T6481,44,,,296,200,0.0,2.0,"D9, THIN, OCT",1,MSU,MSU,107,117,.,,D9w,A+,STUD,0.0,53,62alt,Idah,,?,,,,,,,,,0,,6,11,9,05,,,0
05RA00258,103449684,T9684,T9684,44,03,1,48,02,14T,.,M,3,2,6.0,M,109,86,115,0.654,205,173,74,0.296,3.6,3.6,60,13.4,13.4,,24.8,4.8,19.2,60,2,1,3+,1.97,142.5,T8051,44,T6852,44,,,247,200,0.0,2.0,,1,L41,L41,103,102,.,,S+,A+,STUD,0.0,66,66alt,Targ,,HETRO,,,,,,,,,0,,6,13,12,05,,,0
05RA00259,103449685,T9685,T9685,44,03,1,48,02,14T,.,M,3,2,6.0,M,109,90,115,0.687,201,180,74,0.306,3.2,3.2,60,13.4,13.4,,24.9,3.8,15.3,60,2,1,2-,1.97,142.5,T8051,44,T6852,44,,,240,200,0.0,2.0,,1,L41,L41,103,99,.,,S+,A+,STUD,96.0,e43,66T,Targ,,HETRO,,,,,,,,,0,,6,13,12,05,,,0
