UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVUNL_SIR,DAM,DBRD,EBVLWW_DAM,EBVUNL_DAM,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW_UNL,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
97RA00214,K8516,63,96,1,00,05,52,H,2,2,4.0,Y,86,102,132,0.679,172,172,71,0.238,3.7,56,11.4,,,29.22,5.77,19.8,54,1,1,3,1.62,122.7,K7244,63,7.22,1.65,S3871,10,5.3,0.07,196,210,0.263,1.0,*REBLEED*,3,??,6.26,0.86,,,,S3,AA,0.0,,,,,,,,,,,4,5,5,1997
97RA00215,K8518,63,96,1,60,06,04,M,2,2,5.0,Y,86,98,132,0.652,180,180,71,0.279,3.9,56,13.0,,,26.09,5.46,20.9,58,1,1,3,1.68,115.4,K7481,63,7.95,3.08,K5986,63,7.21,1.1,212,210,0.319,1.0,,1,ADG,7.58,2.09,88,113,,S2,AA,0.0,,C,75,3,5,0,E,,,,5,8,6,1997
97RA00216,K8543,63,96,1,61,06,02,R,2,2,5.0,Y,86,107,132,0.726,204,204,71,0.33,3.4,58,12.6,,,23.44,5.28,22.5,62,1,1,3,1.46,114.7,K7048,63,4.18,1.56,K5868,63,7.9,2.43,239,210,0.37,1.0,3rd SEMEN =U,3,LBW,6.04,2.0,102,109,,S0,B,0.0,,C,30,1,60,30,U,,,,3,6,6,1997
97RA00217,K8547,63,96,1,00,05,52,H,2,2,4.0,Y,86,91,132,0.598,142,142,71,0.173,3.9,58,10.0,,,25.67,4.63,18.0,58,1,2,3+,1.77,129.6,K7244,63,7.22,1.65,K6990,63,2.86,1.49,165,210,0.207,1.0,,3,??,5.04,1.57,,,,S1,A,0.0,,,,,,,,,,,4,7,6,1997
97RA00218,K8565,63,96,1,61,06,02,R,2,2,4.0,Y,87,88,131,0.559,179,179,71,0.31,3.9,60,11.6,,,25.04,5.81,23.2,58,1,1,3,1.89,113.8,K7048,63,4.18,1.56,K6879,63,14.26,4.9,202,210,0.319,1.0,,2,LBW,9.22,3.23,91,108,-,S3,AA,0.0,189,,,,,,E,,R,,4,8,5,1997
97RA00219,K8596,63,96,1,00,05,56,H,2,1,4.0,Y,88,86,130,0.59,159,159,71,0.248,3.3,58,10.0,,,24.59,5.38,21.9,60,3,1,3,1.52,106.3,K7838,63,4.46,0.12,K6959,63,2.51,0.65,162,210,0.213,1.0,,1,CC,3.49,0.39,,,,S1,A,0.0,c51,C,60,3,5,0,E,,,,4,5,5,1997
97RA00220,K8605,63,96,1,00,05,54,H,2,1,4.0,Y,88,98,130,0.664,171,171,71,0.248,3.1,60,9.2,,,24.15,4.88,20.2,60,1,1,3-,1.52,90.6,K7656,63,5.42,2.82,K6843,63,3.61,0.06,180,210,0.23,1.0,CHK DNA ?DROP,3,??,4.52,1.44,,,,S1,A,0.0,,,,,,,,,,,4,5,3,1997
97RA00221,K8619,63,96,1,00,05,55,H,2,1,3.0,Y,89,98,129,0.683,198,198,71,0.34,2.8,60,7.8,,,25.47,4.48,17.6,58,2,1,3+,1.32,83.8,K7819,63,7.9,3.33,K7644,63,9.89,1.79,216,210,0.331,1.0,"X,LAME LF",3,C?,8.9,2.56,,,,D1,B,0.0,,C,50,3,5,0,S,,,,1,2,2,1997
97RA00222,K8620,63,96,1,00,05,55,H,2,2,3.0,Y,89,61,129,0.386,147,147,71,0.293,2.8,60,6.8,,,24.06,5.01,20.8,60,3,1,3-,1.32,83.8,K7819,63,7.9,3.33,K7644,63,9.89,1.79,163,210,0.286,1.0,*REBLEED*,3,??,8.9,2.56,,,,S1,A,0.0,,,,,,,,,,,1,2,2,1997
97RA00223,K8624,63,96,1,62,06,01,C,2,2,4.0,Y,89,101,129,0.69,217,217,71,0.395,3.1,60,11.6,,,25.83,4.76,18.4,58,1,1,3+,1.89,148.3,K7229,63,5.92,2.71,K6917,63,9.96,3.65,233,210,0.37,1.0,,1,CTL,7.94,3.18,115,100,,S2,AA,0.0,c02,C,60,3,5,0,E,,,,4,8,8,1997
97RA00224,K8634,63,96,1,62,06,01,C,1,1,4.0,Y,89,112,129,0.756,205,205,71,0.316,3.9,58,13.0,,,27.0,5.29,19.6,56,1,1,2-,1.77,128.5,K7229,63,5.92,2.71,K6955,63,10.56,2.67,244,210,0.37,1.0,TRTR.EYE 3/25,1,CTL,8.24,2.69,100,113,,S3,AA,0.0,e.-,M,40,3,5,6,S,,,,4,7,7,1997
97RA00225,K8651,63,96,1,60,06,03,M,2,1,6.0,Y,89,119,129,0.806,202,202,71,0.282,3.1,58,13.6,,,27.65,5.2,18.8,56,2,1,2-,1.77,121.6,K7266,63,6.32,2.88,K5609,63,13.19,4.87,222,210,0.289,1.0,BIGLUMPNECK,1,ADG,9.76,3.88,95,108,,S1,A,0.0,,W,50,2,30,10,Q,,,,5,11,8,1997
97RA00226,K8652,63,96,1,61,06,02,R,2,2,5.0,Y,89,111,129,0.775,201,201,71,0.306,3.2,60,12.0,,,25.22,4.13,16.4,58,1,1,3,1.79,145.3,K7048,63,4.18,1.56,K6128,63,9.47,2.82,219,210,0.303,1.0,,1,LBW,6.83,2.19,99,103,,S1,A,0.0,,W,75,4,5,0,E,,,,5,9,10,1997
97RA00227,K8664,63,96,1,00,05,53,H,1,1,3.0,Y,89,113,129,0.759,200,200,71,0.296,2.8,60,10.8,,,24.35,4.44,18.3,60,3,1,3-,1.6,127.4,K7245,63,7.22,1.65,K7101,63,5.49,1.47,219,210,0.297,1.0,*REBLEED*ENTR,3,??,6.36,1.56,,,,S1,A,0.0,,,,,,,,,,,3,4,4,1997
97RA00228,K8671,63,96,1,00,05,52,H,2,2,3.0,Y,90,78,128,0.527,148,148,71,0.238,3.2,60,7.8,,,22.45,4.98,22.2,62,1,1,3+,1.75,138.8,K7244,63,7.22,1.65,K7430,63,7.25,2.07,162,210,0.235,1.0,,3,??,7.24,1.86,,,,S1,A,0.0,,,,,,,,,,,3,5,5,1997
97RA00229,K8702,63,96,1,00,05,51,H,1,1,4.0,Y,90,78,128,0.507,157,157,71,0.269,3.2,60,9.2,,,24.09,5.28,21.9,60,2,1,3,1.64,107.5,K7189,63,6.52,1.24,K6980,63,2.71,0.58,170,210,0.258,1.0,,3,NN,4.62,0.91,,,,S1,A,0.0,,,,,,,,,,,4,6,5,1997
97RA00230,K8711,63,96,1,60,06,04,M,2,2,5.0,Y,91,109,129,0.736,213,213,71,0.356,3.2,56,12.0,,,28.51,6.11,21.5,54,1,1,3,1.68,130.4,K7481,63,7.95,3.08,K6172,63,9.82,1.5,236,210,0.358,1.0,,1,ADG,8.89,2.29,108,101,,S1,A,0.0,c05,C,75,4,5,0,E,,,,4,8,7,1997
97RA00231,K8712,63,96,1,60,06,04,M,2,2,5.0,Y,91,112,129,0.76,199,199,71,0.298,3.1,60,10.4,,,25.01,4.99,19.9,58,2,1,3,1.68,130.4,K7481,63,7.95,3.08,K6172,63,9.82,1.5,225,210,0.318,1.0,,1,ADG,8.89,2.29,97,95,,SP,B,0.0,,C,50,3,5,0,S,,,,4,8,7,1997
97RA00232,K8723,63,96,1,62,06,04,C,1,1,3.0,Y,91,111,127,0.78,220,220,71,0.371,3.3,58,12.6,,,23.53,4.98,21.2,60,1,1,3,1.75,124.7,K7481,63,7.95,3.08,K7034,63,7.52,0.24,216,210,0.294,1.0,BLK.FIBERS,1,CTL,7.74,1.66,113,108,,S1,A,0.0,c04,W,70,4,5,0,E,,,,3,5,4,1997
97RA00233,K8737,63,96,1,62,06,01,C,3,2,7.0,Y,91,94,129,0.643,189,189,71,0.325,3.0,60,9.5,,,22.68,4.53,20.0,62,1,1,3+,1.73,145.1,K7229,63,5.92,2.71,K4448,63,11.19,2.46,210,210,0.327,1.0,,2,CTL,8.56,2.59,98,91,-,S2,AA,0.0,188,,,,,,S,,R,M6490,7,13,12,1997
97RA00234,K8744,63,96,1,60,06,03,M,3,3,7.0,Y,91,107,129,0.743,218,218,71,0.38,3.5,60,10.4,,,23.27,4.0,17.2,62,2,1,3+,1.64,123.4,K7266,63,6.32,2.88,K4842,63,8.18,2.01,230,210,0.346,1.0,,1,ADG,7.25,2.45,114,100,,S3,AA,0.0,c03,C,75,3,5,0,E,,,L-3,7,12,10,1997
97RA00235,K8757,63,96,1,00,05,54,H,2,1,2.0,Y,92,112,128,0.795,192,192,71,0.274,2.6,62,8.6,,,24.16,4.06,16.8,60,1,1,3+,1.74,100.6,K7656,63,5.42,2.82,K7471,63,6.24,1.62,214,210,0.287,1.0,,3,C?,5.83,2.22,,,,S1,A,0.0,,,,,,,,,,,2,3,1,1997
97RA00236,K8759,63,96,1,00,05,56,H,2,2,4.0,Y,92,100,128,0.673,172,172,71,0.247,3.2,60,10.0,,,24.17,4.99,20.6,60,3,1,3,1.74,139.3,K7838,63,4.46,0.12,S3647,10,2.91,0.39,195,210,0.268,1.0,,3,NC,3.69,0.26,,,,S1,A,0.0,,,,,,,,,,,4,6,6,1997
97RA00237,K8760,63,96,1,00,05,56,H,2,2,4.0,Y,92,95,128,0.637,166,166,71,0.243,2.5,62,9.0,,,21.7,4.58,21.1,64,3,1,4-,1.74,139.3,K7838,63,4.46,0.12,S3647,10,2.91,0.39,188,210,0.262,1.0,*REBLEED*F3-,3,NC,3.69,0.26,,,,S1,A,0.0,,,,,,,,,,,4,6,6,1997
97RA00238,K8762,63,96,1,00,05,55,H,2,2,3.0,Y,92,96,128,0.652,189,189,71,0.318,3.3,56,8.8,,,27.11,5.94,21.9,56,2,1,4+,1.6,97.5,K7819,63,7.9,3.33,K7668,63,7.43,2.09,206,210,0.31,1.0,,1,CC,7.67,2.71,,,,S1,A,0.0,c52,M,60,3,5,0,E,,,,3,4,3,1997
97RA00239,K8765,63,96,1,62,06,02,C,3,1,5.0,Y,92,111,128,0.788,179,179,71,0.233,2.8,62,11.8,,,25.77,5.61,21.8,58,1,1,3,1.79,108.7,K7048,63,4.18,1.56,K5330,63,9.88,3.73,195,210,0.237,1.0,"X,EPI L TAIL",3,CTL,7.03,2.65,84,98,,,,0.0,,,,,,,,,,,4,9,6,1997
97RA00240,K8788,63,96,1,61,06,01,R,3,2,6.0,Y,93,102,127,0.715,189,189,71,0.298,3.6,58,11.4,,,26.51,5.91,22.3,56,2,1,3,1.67,129.7,K7229,63,5.92,2.71,K5266,63,9.25,3.43,202,210,0.282,1.0,"SEMEN = Q,S",1,LBW,7.59,3.07,95,103,,S4,AAA,0.0,,W,50,3,20,10,Q,,,,6,10,8,1997
97RA00241,K8810,63,96,1,60,06,03,M,3,2,4.0,Y,94,96,126,0.675,189,189,71,0.318,3.3,60,9.5,,,25.19,5.28,21.0,58,1,1,4,1.52,111.2,K7266,63,6.32,2.88,K6704,63,11.21,3.64,210,210,0.321,1.0,F3-,2,ADG,8.77,3.26,97,91,-,S3,AA,0.0,187,,,,,,E,,R,M6489,3,5,5,1997
97RA00242,K8811,63,96,1,60,06,03,M,3,2,4.0,Y,94,94,126,0.668,189,189,71,0.325,2.8,60,9.8,,,23.74,4.68,19.7,60,1,1,3+,1.52,111.2,K7266,63,6.32,2.88,K6704,63,11.21,3.64,206,210,0.315,1.0,,1,ADG,8.77,3.26,99,91,,S2,AA,0.0,,C,75,3,0,0,E,,,,3,5,5,1997
97RA00243,K8873,63,96,1,62,06,03,C,3,1,4.0,Y,96,97,124,0.712,170,170,71,0.25,3.3,58,10.6,,,24.3,4.46,18.4,60,2,1,3+,1.77,111.8,K7266,63,6.32,2.88,K6688,63,11.18,2.74,182,210,0.239,1.0,,3,CTL,8.75,2.81,84,98,,D4,DUD,0.0,LIB,,,,,,,,,,4,7,5,1997
97RA00244,K8891,63,96,1,00,05,54,H,2,2,4.0,Y,96,84,122,0.589,178,178,71,0.32,3.3,58,9.8,,,27.94,5.74,20.6,54,1,1,3,1.99,147.5,K7656,63,5.42,2.82,S3714,10,0.67,0.66,205,210,0.339,1.0,,3,N?,3.05,1.74,,,,S1,A,0.0,,,,,,,,,,,4,8,7,1997
97RA00245,K8901,63,96,1,62,06,03,C,2,2,4.0,Y,96,99,122,0.691,223,223,71,0.422,3.6,60,11.6,,,23.0,4.96,22.9,62,1,1,2-,1.89,142.0,K7266,63,6.32,2.88,K6670,63,7.33,5.51,249,210,0.42,1.0,,1,CTL,6.83,4.2,121,107,,S4,AAA,0.0,c01,C,55,3,5,0,S,,,L-2,4,8,7,1997
97RA00246,K8915,63,96,1,00,05,54,H,2,2,4.0,Y,97,80,121,0.567,173,173,71,0.316,3.0,60,10.4,,,27.02,5.02,18.6,56,1,1,2-,1.64,127.7,K7656,63,5.42,2.82,K6788,63,4.97,-0.12,197,210,0.328,1.0,,3,??,5.2,1.35,,,,S1,A,0.0,,,,,,,,,,,3,6,6,1997
97RA00247,K8916,63,96,1,00,05,54,H,2,2,4.0,Y,97,78,121,0.564,181,181,71,0.35,2.8,58,7.8,,,26.52,4.45,16.8,56,3,1,3,1.64,127.7,K7656,63,5.42,2.82,K6788,63,4.97,-0.12,195,210,0.328,1.0,H3,3,??,5.2,1.35,,,,S1,A,0.0,,,,,,,,,,,3,6,6,1997
97RA00248,K8922,63,96,1,62,06,03,C,2,2,5.0,Y,97,97,121,0.69,203,203,71,0.361,3.3,58,12.8,,,27.71,6.22,22.5,56,2,1,3+,1.46,105.9,K7266,63,6.32,2.88,K5989,63,10.32,6.42,219,210,0.342,1.0,3rd SEMEN =E,1,CTL,8.32,4.65,107,106,,S1,A,0.0,e.-,C,75,3,5,0,E,,,,3,6,5,1997
97RA00249,K8943,63,96,1,62,06,01,C,2,2,3.0,Y,97,87,121,0.628,173,173,71,0.293,2.6,58,10.0,,,26.91,4.75,17.6,56,1,1,3,1.75,145.8,K7229,63,5.92,2.71,K7022,63,10.04,5.9,195,210,0.303,1.0,,2,CTL,7.98,4.31,90,87,-,S3,AA,0.0,190,,,,,,S,,R,,3,5,5,1997
97RA00250,K8947,63,96,1,00,05,56,H,2,2,4.0,Y,97,90,121,0.636,177,177,71,0.296,3.1,60,9.2,,,24.87,4.87,19.6,60,2,1,3,1.77,141.2,K7838,63,4.46,0.12,K6763,63,4.27,0.65,197,210,0.3,1.0,,3,C?,4.37,0.39,,,,S1,A,0.0,,,,,,,,,,,4,7,7,1997
97RA00251,K8958,63,96,1,61,06,01,R,2,2,5.0,Y,97,103,121,0.741,197,197,71,0.32,3.1,60,11.0,,,23.45,5.18,22.1,62,1,1,3+,1.68,131.2,K7229,63,5.92,2.71,K6162,63,8.19,1.27,225,210,0.342,1.0,,1,LBW,7.06,1.99,101,99,,S3,AA,0.0,e.7,C,60,3,5,0,E,,,L-5,4,8,8,1997
97RA00252,K8960,63,96,1,61,06,01,R,1,1,4.0,Y,97,96,121,0.669,165,165,71,0.235,3.1,60,11.2,,,24.99,5.3,21.2,58,1,1,3,1.64,117.0,K7229,63,5.92,2.71,K6849,63,7.32,0.89,175,210,0.221,1.0,GRADE 58-60?,3,LBW,6.62,1.8,79,99,,S1,A,0.0,,,,,,,,,,,4,6,5,1997
97RA00253,K8984,63,96,1,00,05,54,H,3,2,4.0,Y,98,77,120,0.566,163,163,71,0.293,3.1,60,9.6,,,26.43,5.84,22.1,56,3,1,3+,1.99,137.5,K7656,63,5.42,2.82,S3702,10,7.42,2.01,185,210,0.303,1.0,,3,N?,6.42,2.42,,,,S1,A,0.0,,,,,,,,,,,4,8,7,1997
97RA00254,K8987,63,96,1,00,05,55,H,1,1,3.0,Y,98,104,120,0.752,192,192,71,0.299,3.5,60,11.8,,,25.68,4.89,19.0,58,2,1,3+,1.6,128.9,K7819,63,7.9,3.33,K7444,63,6.4,0.65,198,210,0.263,1.0,*REBLEED*,2,??,7.15,1.99,,,-,S2,AA,0.0,202,,,,,,E,,,,3,4,4,1997
97RA00255,K9000,63,96,1,61,06,02,R,2,2,5.0,Y,98,99,120,0.713,212,212,71,0.384,3.1,56,11.0,,,28.4,5.38,19.0,54,1,1,3+,1.57,121.5,K7048,63,4.18,1.56,K6379,63,9.53,2.18,214,210,0.322,1.0,FIX BIG TAG,1,LBW,6.86,1.87,113,95,,S2,AA,0.0,e.-,C,75,3,5,0,E,,,,4,7,7,1997
97RA00256,K9001,63,96,1,61,06,02,R,2,2,5.0,Y,98,100,120,0.723,224,224,71,0.422,3.2,58,9.6,,,26.51,5.22,19.7,56,1,1,3,1.57,121.5,K7048,63,4.18,1.56,K6379,63,9.53,2.18,228,210,0.359,1.0,,1,LBW,6.86,1.87,122,91,,S2,AA,0.0,c06,W,75,3,5,0,E,,,,4,7,7,1997
97RA00257,K9031,63,96,1,00,05,54,H,2,2,3.0,Y,99,75,119,0.528,157,157,71,0.279,2.8,60,8.6,,,24.48,4.7,19.2,60,1,1,3,1.75,136.6,K7656,63,5.42,2.82,K7643,63,9.89,1.79,173,210,0.275,1.0,,3,??,7.66,2.31,,,,S1,A,0.0,,,,,,,,,,,3,5,5,1997
97RA00258,K9102,63,96,1,00,05,56,H,2,2,4.0,Y,101,80,119,0.549,154,154,71,0.253,2.5,60,6.2,,,21.48,3.64,16.9,64,1,1,3,1.99,151.4,K7838,63,4.46,0.12,S3558,10,10.25,2.67,176,210,0.27,1.0,,3,NN,7.36,1.4,,,,S1,A,0.0,,,,,,,,,,,4,8,8,1997
97RA00259,K9103,63,96,1,00,05,56,H,2,2,4.0,Y,101,100,119,0.719,164,164,71,0.219,2.6,60,8.4,,,22.55,3.7,16.4,62,2,1,4+,1.99,151.4,K7838,63,4.46,0.12,S3558,10,10.25,2.67,187,210,0.245,1.0,4TEATS,3,NC,7.36,1.4,,,,S1,A,0.0,,,,,,,,,,,4,8,8,1997
97RA00260,K9104,63,96,1,62,06,01,C,2,2,6.0,Y,101,95,119,0.691,198,198,71,0.353,3.2,58,9.4,,,24.38,4.52,18.5,60,1,2,3+,1.67,139.6,K7229,63,5.92,2.71,K5711,63,9.68,2.19,216,210,0.341,1.0,,1,CTL,7.8,2.45,106,92,,S1,A,0.0,,M,70,3,5,0,E,,,,6,10,10,1997
97RA00261,K9115,63,96,1,60,06,04,M,2,2,3.0,Y,102,106,118,0.78,194,194,71,0.301,3.2,58,11.8,,,25.22,5.79,23.0,58,1,1,3,1.75,123.4,K7481,63,7.95,3.08,K7348,63,7.41,2.96,223,210,0.33,1.0,,1,ADG,7.68,3.02,98,102,,S1,A,0.0,,C,60,3,5,0,E,,,,2,5,4,1997
97RA00262,K9133,63,96,1,62,06,02,C,2,1,6.0,Y,102,112,118,0.853,212,212,71,0.342,3.1,60,10.6,,,24.55,4.61,18.8,60,1,2,4+,1.43,107.1,K7048,63,4.18,1.56,K4849,63,7.61,3.18,235,210,0.346,1.0,F3- .853adg,1,CTL,5.9,2.37,110,96,,S4,AAA,0.0,e.6,C,75,4,5,0,E,,,L-4,5,8,6,1997
97RA00263,K9154,63,96,1,00,05,53,H,1,1,3.0,Y,102,95,116,0.683,205,205,71,0.374,3.1,60,10.6,,,25.34,4.59,18.1,58,2,1,3+,1.32,98.0,K7245,63,7.22,1.65,K7518,63,1.63,2.5,221,210,0.353,1.0,TEST RAM CC?,3,C?,4.43,2.08,,,,S1,A,0.0,,,,,,,,,,,2,2,2,1997
97RA00264,K9193,63,96,1,62,06,04,C,2,2,5.0,Y,103,96,115,0.73,163,163,71,0.228,3.4,58,9.8,,,24.68,5.83,23.6,60,1,1,3,1.46,115.3,K7481,63,7.95,3.08,K6266,63,9.23,4.68,186,210,0.252,1.0,,3,CTL,8.59,3.88,80,95,,D4,DUD,0.0,LIB,,,,,,,,,,4,6,6,1997
97RA00265,K9204,63,96,1,00,05,53,H,1,1,3.0,Y,104,91,114,0.73,170,170,71,0.269,2.4,62,6.4,,,23.92,4.91,20.5,60,2,1,3+,1.46,111.0,K7245,63,7.22,1.65,K7702,63,2.47,0.0,186,210,0.266,1.0,"RAM+,WETHER-",3,NN,4.85,0.83,,,,S1,A,0.0,,,,,,,,,,,3,3,3,1997
97RA00266,K9209,63,96,1,60,06,03,M,3,1,7.0,Y,104,107,114,0.814,186,186,71,0.269,3.5,60,10.4,,,21.97,4.53,20.6,64,1,1,3+,1.92,124.3,K7266,63,6.32,2.88,K4667,63,9.3,4.09,213,210,0.297,1.0,DUD,2,ADG,7.81,3.49,93,102,-,D4,DUD,0.0,LIB,,,,,,E,,R,,7,15,10,1997
97RA00267,S5511,10,95,1,13,43, 41,F,2,2,6.0,M,86,95,133,0.633,203,162,72,0.226,2.8,64,11.0,,,23.24,4.74,20.4,62,3,1,2-,2.07,140.5,S3460,10,0.0,7.58,S1614,10,0.0,-0.96,233,210,0.285,2.0,"SHORT SL,SHY",2,FW,18.94,3.31,106,90,-,S5,AAA,0.0,159,,,,,,E,,,,6,13,12,1997
97RA00268,S5519,10,95,1,12,07, 90,C,2,1,5.0,M,87,97,132,0.659,195,157,72,0.202,2.8,64,9.8,,,20.65,4.37,21.2,64,3,1,3,1.83,106.8,S2793,10,0.0,0.0,S2459,10,0.0,0.0,218,210,0.294,2.0,,3,CTL,19.16,6.94,88,88,,S3,AA,91.7,,,,,,,,,,,5,9,7,1997
97RA00269,S5546,10,95,1,12,42, 89,C,2,2,7.0,M,88,83,131,0.557,178,135,72,0.175,3.4,60,10.8,,,22.44,4.07,18.1,62,4,1,2,1.73,118.5,S3244,10,0.0,8.02,S0590,10,0.0,-2.1,187,210,0.217,2.0,,3,CTL,7.0,2.96,94,95,,S4,AAA,100.0,,,,,,,,,,,6,11,10,1997
97RA00270,S5554,10,95,1,11,07, 31,R,3,2,7.0,M,88,95,131,0.641,202,157,72,0.209,3.1,64,10.4,,,21.5,3.58,16.6,64,2,1,2-,1.92,138.5,S2315,10,0.0,0.0,S8673,19,0.0,0.0,228,210,0.24,2.0,,2,LBW,23.91,9.16,109,92,-,S1,A,91.9,141,,,,,,S,,,,0,0,0,1997
97RA00271,S5561,10,95,1,10,07, 24,M,2,2,7.0,M,89,93,130,0.624,208,165,72,0.242,3.5,62,12.4,,,22.24,4.27,19.2,62,1,1,3,1.91,124.6,S2585,10,0.0,0.0,S0794,10,0.0,0.0,237,210,0.315,2.0,,2,M,12.01,5.77,103,103,-,S2,AA,97.1,135,,,,,,S,,,,6,13,11,1997
97RA00272,S5571,10,95,1,11,07, 34,R,2,1,4.0,M,89,108,130,0.735,220,165,72,0.192,3.1,62,10.6,,,22.32,3.91,17.5,62,1,1,3+,1.52,95.0,S2567,10,0.0,0.0,S1956,10,0.0,0.0,238,210,0.291,2.0,"X,ORCHITIS",X,LBW,16.99,7.35,86,92,-,D1,B,0.0,XXX,,,,,,,,,,0,0,0,1997
97RA00273,S5574,10,95,1,13,43, 43,F,2,2,6.0,M,89,117,130,0.808,220,175,72,0.195,3.5,62,14.2,,,21.52,3.64,16.9,64,1,1,2-,1.67,124.7,S2500,10,0.0,2.16,S1481,10,0.0,3.87,244,210,0.249,2.0,,2,FW,10.1,3.02,105,111,-,S2,AA,0.0,157,,,,,,E,,,,5,9,9,1997
97RA00274,S5590,10,95,1,10,07, 24,M,2,2,5.0,M,89,84,130,0.554,213,159,72,0.253,3.2,62,11.8,,,22.05,3.64,16.5,62,5,1,3,1.61,116.3,S2585,10,0.0,0.0,S3186,10,0.0,0.0,233,210,0.288,2.0,4TEATS,2,M,7.53,5.68,102,98,-,S3,AA,77.4,134,,,,,,E,,,,5,7,7,1997
97RA00275,S5596,10,95,1,13,42, 42,F,2,2,4.0,M,89,90,130,0.61,204,162,72,0.242,4.2,62,16.0,,,23.21,4.19,18.0,62,1,1,2-,1.68,115.1,S2630,10,0.0,0.0,S2370,10,0.0,8.36,237,210,0.306,2.0,,2,FW,20.0,4.18,111,124,-,S2,AA,90.0,160,,,,,,E,,,,3,6,6,1997
97RA00276,S5640,10,95,1,12,43, 88,C,3,2,5.0,M,90,82,129,0.581,168,142,72,0.202,3.6,64,9.8,,,20.39,3.95,19.4,70,1,1,2-,2.18,94.5,S3204,10,0.0,5.74,S1749,10,0.0,-0.5,190,210,0.252,2.0,,3,CTL,11.53,2.62,86,95,,S2,AA,100.0,,,,,,,,,,,5,12,6,1997
97RA00277,S5701,10,95,1,12,07, 80,C,2,2,5.0,Y,92,81,127,0.546,186,143,72,0.209,3.3,62,10.8,,,23.4,4.43,18.0,62,1,1,3-,1.94,141.2,01574,TX,0.0,0.0,S3220,10,0.0,0.0,204,210,0.267,2.0,,2,CTL,10.72,4.91,109,93,-,S1,A,0.0,138,,,,,,S,,,,5,10,10,1997
97RA00278,S5706,10,95,1,12,07, 84,C,2,2,5.0,M,92,91,127,0.602,220,167,72,0.256,3.3,62,12.6,,,23.4,4.54,18.6,62,1,3,2-,2.05,130.3,S2349,10,0.0,0.0,S3042,10,0.0,0.0,241,210,0.297,2.0,"J3,SLI.UNDER",2,CTL,16.43,8.03,106,100,-,S3,AA,92.3,139,,,,,,E,,,,4,11,9,1997
97RA00279,S5740,10,95,1,11,07, 32,R,1,1,6.0,M,92,108,127,0.748,205,170,72,0.209,3.1,60,13.0,,,26.72,5.34,20.0,56,6,1,3+,1.57,97.5,S2359,10,0.0,0.0,S1640,10,0.0,0.0,230,210,0.279,2.0,H6 sub,3,LBW,15.45,5.75,93,99,,S3,AA,72.5,,,,,,,,,,,6,8,6,1997
97RA00280,S5752,10,95,1,12,07, 85,C,2,2,7.0,M,92,83,127,0.576,179,149,72,0.222,3.5,64,11.8,,,22.92,3.91,17.0,62,1,1,4+,1.82,122.3,S2964,10,0.0,0.0,S0787,10,0.0,0.0,198,210,0.24,2.0,SHY,2,CTL,11.33,4.81,101,100,-,S2,AA,100.0,140,,,,,,E,,,,6,12,11,1997
97RA00281,S5776,10,95,1,12,07, 89,C,2,2,6.0,M,92,83,129,0.543,195,148,72,0.22,3.1,62,10.8,,,23.7,4.91,20.7,60,4,1,3,1.77,91.3,S3244,10,0.0,0.0,S1513,10,0.0,0.0,217,210,0.275,2.0,,3,CTL,11.78,4.69,85,92,,S0,B,0.0,,,,,,,,,,,6,10,6,1997
97RA00282,S5800,10,95,1,10,07, 21,M,2,2,5.0,M,93,90,128,0.611,188,152,72,0.21,3.5,62,10.8,,,20.61,4.05,19.6,64,3,1,2-,1.83,123.2,S3547,10,0.0,0.0,S2828,10,0.0,0.0,218,210,0.263,2.0,,2,M,12.63,2.12,98,98,-,S4,AAA,0.0,142,,,,,,E,,,,4,9,8,1997
97RA00283,S5860,10,95,1,12,07, 84,C,2,2,7.0,M,94,95,127,0.651,229,164,72,0.234,3.1,62,10.0,,,21.67,3.59,16.6,64,1,1,3+,1.91,126.3,S2349,10,0.0,0.0,S0959,10,0.0,0.0,251,210,0.313,2.0,NICE,2,CTL,18.15,9.71,100,90,-,S2,AA,100.0,136,,,,,,E,,,,6,13,11,1997
97RA00284,S5866,10,95,1,13,42, 41,F,2,1,6.0,M,94,105,127,0.725,201,163,72,0.197,3.5,64,10.0,,,20.13,3.14,15.6,70,3,1,3-,1.58,98.2,S3460,10,0.0,7.58,S0767,10,0.0,-0.41,231,210,0.236,2.0,1TAG,2,FW,12.03,3.59,88,95,-,S1,A,90.0,162,,,,,,S,,,,4,8,6,1997
