UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
12RA00001,2008053855,H3855,H3855,05,08,1,,30,P08,,,2,2,2.0,M,91,94,127,0.654,0,144,,0.141,2.8,,,,,,,,,0,1,1,3+,,,H2362,05,H2664,05,,,,,,4.0,,3,,,,,,AA,QR,,,,,VAS,,,,,,,,,,,,,,,,4,10,7.5,2012,93,0123,11071,,0.048
12RA00002,2009054837,H4837,H4837,05,09,1,,30,50,,,2,2,4.0,M,94,90,128,0.633,0,127,,0.105,1.7,,,,,,22.5,3.8,17.1,62,1,1,2,,,H2789,05,H1585,05,,,,,,3.0,,3,,,,,,AA,QR,,,,,VAS,,,,,,,,,,,,,,,,6,12,11.0,2012,93,0123,11041,,0.037
12RA00003,2009055029,H5029,H5029,05,09,1,,30,30,,,3,2,3.0,M,96,83,126,0.595,0,135,,0.146,2.0,,,,,,23.1,4.0,17.3,62,1,1,2,,,  647,00,H2664,05,,,,,,3.0,,3,,,,,,AA,QR,,,,,VAS,,,,,,,,,,,,,,,,4,10,7.5,2012,93,0123,11075,,0.0
12RA00004,2009055051,H5051,H5051,05,09,1,,30,52,,,2,2,2.0,M,97,86,127,0.584,0,118,,0.09,2.1,,,,,,22.5,4.7,20.8,62,1,1,2,,,H3271,05,H3649,05,,,,,,3.0,,3,,,,,,AA,,,,,,VAS,,,,,,,,,,,,,,,,3,6,6.0,2012,93,0123,11043,,0.062
12RA00005,2009055100,H5100,H5100,05,09,1,,30,54,,,3,1,4.0,M,98,85,118,0.654,0,116,,0.085,2.5,,,,,,21.6,4.3,20.1,64,1,1,2,,,H3693,05,H1839,05,,,,,,3.0,,3,,,,,,AARH,QR,,,,,VAS,,,,,,,,,,,,,,,,5,9,7.5,2012,93,0123,11061,,0.042
12RA00006,2009055136,H5136,H5136,05,09,1,,30,32,,,2,2,4.0,M,99,92,125,0.645,0,147,,0.154,2.2,,,,,,24.4,4.9,20.1,60,1,1,2,,, 7322,00,H2152,05,,,,,,3.0,,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,12,10.0,2012,93,0123,11050,,0.0
12RA00007,2009055144,H5144,H5144,05,09,1,,BL,51,,,3,2,3.0,M,99,83,125,0.597,0,128,,0.126,3.0,,,,,,24.1,5.4,22.6,60,1,2,3,,,H3215,05,H2638,05,,,,,,3.0,,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,6.0,2012,93,0123,11073,,0.058
12RA00008,2009055154,H5154,H5154,05,09,1,,30,29,,,2,2,4.0,M,99,92,125,0.645,0,161,,0.193,2.4,,,,,,22.5,3.9,17.3,62,2,1,1,,,   75,00,H1527,05,,,,,,3.0,,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,8,8.0,2012,93,0123,11068,,0.0
12RA00009,2009055170,H5170,H5170,05,09,1,,30,51,,,2,2,5.0,M,99,85,125,0.594,0,119,,0.095,2.4,,,,,,21.9,4.6,21.1,64,1,1,1,,,H3215,05,H0892,05,,,,,,3.0,,3,,,,,,AA,QR,,,,,VAS,,,,,,,,,,,,,,,,7,16,12.0,2012,93,0123,11056,,0.041
12RA00010,2010055591,H5591,H5591,05,10,1,,30,78,,.,2,2,2.0,M,87,80,135,0.519,206,160,54,0.227,2.2,,,10.0,,,23.6,5.2,22.2,60,2,1,3,,,H3779,05,H4244,05,,,251,191,0.512,2.0,3TEATS,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2012,,,0,,0.057
