UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVSIR95,DAM,DBRD,EBVLWW_DAM,EBVDAM95,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW95,M_IDX,F_IDX,WRK,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,DEC6,YRREC
95RA00479,T4327,44,94,1,41,02,411,M,2,2,2.0,2,112,80,110,0.618,150,150,79,0.246,2.7,60,5.3,63.1,3.3,19.4,70,2,1,2,1.41,103.6,T2556,44,0.0,20.44,T3262,44,18.46,24.1,183,191,0.308,1.0,RCVR was LAME,1,LBW,18.46,22.27,103,105,W,S2,AA,89.0,414,C,75,4,90,0,E,,,,Inkom,1995
95RA00480,T4329,44,94,1,41,02,412,M,2,2,3.0,2,112,80,110,0.617,131,131,79,0.179,2.2,62,5.3,50.6,2.7,20.68,64,1,1,2,1.28,91.5,T3116,44,0.0,32.27,T2353,44,14.97,15.82,172,191,0.275,1.0,,2,LBW,14.97,24.05,98,89,W,S1,A,,168,,,,,,,YES,N,,,1995
95RA00481,T4330,44,94,1,41,02,412,M,2,2,3.0,2,112,83,110,0.643,153,153,79,0.246,2.0,60,6.0,55.2,3.3,21.66,64,2,1,2,1.28,91.5,T3116,44,0.0,32.27,T2353,44,14.97,15.82,185,191,0.305,1.0,RCVR,2,LBW,14.97,24.05,103,95,W,SP,B,,169,,,,,,,YES,N,,,1995
95RA00482,T4332,44,94,1,42,02,862,C,1,1,2.0,2,112,74,110,0.535,123,123,79,0.172,2.3,60,4.6,61.6,2.8,20.54,70,1,1,3,1.27,80.9,T2776,44,0.0,-0.03,T3343,44,-3.3,-3.52,154,191,0.24,1.0,4TEATS,3,CTL,-3.3,-1.78,84,92,W,S1,A,,,,,,,,,,,,,1995
95RA00483,T4333,44,94,1,ch,32,-0,h,3,2,3.0,2,112,69,110,0.541,127,127,79,0.204,0.0,62,4.0,,,0.0,,,1,,1.57,73.9,L6868,03,0.0,10.31,T1959,44,7.01,8.99,162,191,0.278,1.0,,L,,7.01,9.65,,,,S2,AA,,UTE,,,,,,,,,,,1995
95RA00484,T4334,44,94,1,ch,32,-0,h,3,2,3.0,2,112,68,110,0.518,141,141,79,0.256,0.0,60,4.4,,,0.0,,,3,,1.57,73.9,L6868,03,0.0,10.31,T1959,44,7.01,8.99,170,191,0.305,1.0,,L,,7.01,9.65,,,,S1,A,,UTE,,,,,,,,,,,1995
95RA00485,T4338,44,94,1,ch,32,-2,h,2,2,4.0,2,112,90,110,0.695,157,157,80,0.235,0.0,58,4.7,,,0.0,,,1,,1.45,118.2,L6868,03,0.0,10.31,T1199,44,15.07,14.91,198,191,0.323,1.0,DUD > MOR,L,,15.07,12.61,,,,MO,MOR,,,,,,,,,,,,,1995
95RA00486,T4339,44,94,1,ch,32,-2,h,2,2,4.0,2,112,85,110,0.658,147,147,80,0.218,0.0,60,5.3,,,0.0,,,2,,1.45,118.2,L6868,03,0.0,10.31,T1199,44,15.07,14.91,184,191,0.296,1.0,,L,,15.07,12.61,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00487,T4341,44,94,1,ch,32,-2,h,1,1,3.5,2,113,91,109,0.725,159,159,79,0.239,0.0,58,6.8,,,0.0,,,5,,1.26,80.7,L6868,03,0.0,10.31,T1669,44,2.37,3.17,198,191,0.32,1.0,5JAW LINE ch,L,,2.37,6.74,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00488,T4345,44,94,1,ch,01,-0,h,1,1,5.0,2,113,102,109,0.826,163,163,79,0.214,0.0,58,6.6,,,0.0,,,1,,1.07,80.5,S1048,10,0.0,0.0,T0618,44,8.05,8.07,196,191,0.281,1.0,,L,,8.05,8.07,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00489,T4346,44,94,1,42,02,822,C,2,1,6.0,2,113,66,109,0.495,125,125,79,0.207,2.4,60,4.0,63.9,2.6,23.14,62,1,1,3+,1.32,69.3,T2643,44,0.0,0.0,T0018,44,-3.34,-5.46,160,191,0.281,1.0,X IDX,1,CTL,-3.34,-3.34,86,87,W,S3,AA,,,C,65,3,80,0,S,,,,MKT,1995
95RA00490,T4350,44,94,1,42,02,852,C,2,2,4.0,2,113,73,109,0.572,117,117,79,0.154,2.4,62,4.5,56.3,2.5,19.43,70,1,1,3+,1.45,93.4,T2698,44,0.0,-3.12,T1429,44,6.89,8.84,153,191,0.24,1.0,FUZZY ?,1,CTL,6.89,2.86,91,89,W,S2,AA,92.0,842,M,75,4,90,0,E,,,,,1995
95RA00491,T4353,44,94,1,ch,01,-0,c,1,1,5.0,1,113,105,108,0.84,163,163,79,0.203,0.0,62,6.7,,,0.0,,,1,,1.27,96.9,S1878,10,0.0,0.0,T0821,44,17.34,17.97,196,191,0.272,1.0,,L,,17.34,17.97,,,,S5,AAA,,,,,,,,,,,,,1995
95RA00492,T4358,44,94,1,42,02,912,C,2,2,2.0,2,113,61,109,0.471,112,112,79,0.179,2.3,62,4.9,60.5,3.0,20.43,70,1,1,3-,1.41,87.5,T3291,44,0.0,1.75,T2573,44,2.21,5.0,137,191,0.228,1.0,,1,CTL,2.21,3.38,91,95,W,D4,DUD,,DUD,M,75,3,90,0,E,,,,DUD,1995
95RA00493,T4363,44,94,1,42,02,872,C,1,1,2.0,2,113,73,109,0.606,117,117,79,0.154,2.0,60,8.4,58.0,4.9,20.73,64,2,1,2-,1.13,75.6,T2788,44,0.0,-0.45,T2932,44,-1.24,-1.78,142,191,0.207,1.0,,3,CTL,-1.24,-1.12,95,120,W,S1,A,,,,,,,,,,,,,1995
95RA00494,T4365,44,94,1,41,02,414,M,2,2,3.0,2,113,74,109,0.58,140,140,79,0.232,2.0,60,5.0,55.9,2.8,20.92,64,2,1,2-,1.53,95.5,T2601,44,0.0,20.29,T1926,44,16.36,19.2,170,191,0.287,1.0,DUD -> MARK,L,LBW,16.36,19.75,98,88,W,D4,DUD,,DUD,,,,,,,NO,N,,DUD,1995
95RA00495,T4367,44,94,1,ch,01,-0,c,1,1,8.0,2,113,91,109,0.707,151,151,79,0.211,0.0,58,6.0,,,0.0,,,3,,1.16,60.0,S1497,10,24.32,0.0,T8388,43,13.92,14.1,184,191,0.278,1.0,,L,,19.12,14.1,,,,S3,AA,,,,,,,,,,,,,1995
95RA00496,T4374,44,94,1,ch,01,-2,c,2,1,7.0,2,113,76,109,0.582,134,134,80,0.204,0.0,60,6.1,,,0.0,,,1,,1.5,114.8,S1878,10,0.0,0.0,T8913,43,16.77,14.87,124,191,0.144,1.0,,L,,16.77,14.87,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00497,T4378,44,94,1,ch,01,-0,h,2,1,6.0,2,113,99,109,0.78,160,160,80,0.214,0.0,60,6.6,,,0.0,,,1,,1.46,70.7,S1048,10,0.0,0.0,T9520,43,2.52,1.6,186,191,0.26,1.0,,L,,2.52,1.6,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00498,T4383,44,94,1,41,02,414,M,3,2,5.0,2,113,82,109,0.644,144,144,79,0.218,2.9,62,6.6,50.9,3.4,21.42,64,2,1,3,1.97,109.2,T2601,44,0.0,20.29,T0475,44,21.29,23.06,175,191,0.278,1.0,,2,LBW,21.29,21.68,117,107,W,S0,B,,166,,,,,,,YES,N,,,1995
95RA00499,T4391,44,94,1,ch,01,-0,h,1,1,7.0,2,114,90,108,0.697,139,139,79,0.172,0.0,64,6.3,,,0.0,,,1,,1.25,84.8,S1048,10,0.0,0.0,T8943,43,5.77,6.34,172,191,0.246,1.0,,L,,5.77,6.34,,,,S2,AA,,UTE,,,,,,,,,,,1995
95RA00500,T4393,44,94,1,42,02,832,C,1,2,2.0,2,114,75,108,0.572,140,140,79,0.228,2.6,60,6.8,59.9,4.1,23.58,60,1,1,3-,0.98,61.9,T2678,44,0.0,3.16,T2783,44,-2.12,-6.34,170,191,0.284,1.0,,1,CTL,-2.12,-1.59,100,113,W,SP,B,100.0,822,C,75,4,95,0,E,,,,,1995
95RA00501,T4413,44,94,1,41,02,414,M,2,2,4.0,2,115,73,107,0.571,141,141,79,0.239,2.5,60,5.7,62.0,3.5,21.18,64,1,1,3,1.56,101.3,T2601,44,0.0,20.29,T1075,44,18.56,21.95,177,191,0.311,1.0,CLR 2-3 NOSE,3,LBW,18.56,21.12,105,104,W,S4,AAA,,,,,,,,,,,,,1995
95RA00502,T4417,44,94,1,41,02,411,M,2,2,6.0,1,115,77,106,0.606,113,113,79,0.126,2.5,62,5.0,50.1,2.5,19.06,80,1,1,1-,1.66,116.8,T2556,44,0.0,20.44,T9413,43,13.65,15.92,145,191,0.203,1.0,BAD LOOKS,3,LBW,13.65,18.18,108,91,W,S1,A,,,,,,,,,,,,,1995
95RA00503,T4418,44,94,1,41,02,411,M,2,2,6.0,1,115,63,106,0.451,135,135,79,0.252,2.4,60,5.9,54.1,3.2,20.74,64,1,1,3,1.66,116.8,T2556,44,0.0,20.44,T9413,43,13.65,15.92,172,191,0.325,1.0,,2,LBW,13.65,18.18,117,99,W,S0,B,,162,,,,,,,YES,R,60313,,1995
95RA00504,T4424,44,94,1,42,02,872,C,2,1,3.0,Q,115,68,112,0.489,116,116,79,0.171,3.1,60,4.9,63.1,3.1,19.63,70,2,1,3+,1.43,69.8,T2788,44,0.0,-0.45,T2290,44,-1.52,0.19,152,191,0.255,1.0,X SIZE,1,CTL,-1.52,-0.13,86,107,W,S4,AAA,,,M,70,4,75,0,S,,,,MKT,1995
95RA00505,T4432,44,94,1,42,02,902,C,1,1,5.0,1,115,86,106,0.688,142,142,79,0.196,2.7,62,5.7,59.7,3.4,23.28,62,2,1,3+,1.37,94.5,T3083,44,0.0,2.77,T0463,44,6.86,6.25,175,191,0.266,1.0,,1,CTL,6.86,4.51,105,103,W,S3,AA,100.0,902,M,60,3,90,5,S,,,,Inkom,1995
95RA00506,T4452,44,94,1,42,02,902,C,1,1,3.0,1,116,76,105,0.608,125,125,80,0.171,1.9,64,4.4,52.8,2.3,18.37,80,1,1,3,1.28,85.5,T3083,44,0.0,2.77,T2338,44,-3.43,-0.41,156,191,0.239,1.0,M_IDX,3,CTL,-3.43,1.18,82,81,W,S0,B,,,,,,,,,,,,,1995
95RA00507,T4455,44,94,1,42,02,882,C,3,1,2.0,1,116,77,105,0.658,125,125,79,0.168,1.8,62,4.0,55.7,2.2,18.13,80,2,1,3+,1.56,84.3,T2891,44,0.0,-1.22,T2558,44,0.95,3.43,150,191,0.218,1.0,M_IDX,3,CTL,0.95,1.11,78,79,W,S4,AAA,,,,,,,,,,,,,1995
95RA00508,T4482,44,94,1,42,02,902,C,1,1,2.0,1,117,74,104,0.586,137,137,79,0.22,2.6,60,5.1,62.4,3.2,19.45,70,1,1,3,1.13,67.5,T3083,44,0.0,2.77,T2702,44,6.46,1.44,169,191,0.284,1.0,DUD MM,1,CTL,6.46,2.11,98,103,W,D4,DUD,,DUD,M,75,4,95,0,E,,,,DUD,1995
95RA00509,T4483,44,94,1,41,02,413,M,2,2,3.0,1,117,92,104,0.754,155,155,79,0.22,2.4,60,6.3,53.8,3.4,22.41,62,1,1,3+,1.53,118.2,T2654,44,0.0,18.63,T2241,44,14.01,19.54,190,191,0.293,1.0,,1,LBW,14.01,19.09,114,100,W,S1,A,95.0,412,M,65,3,90,0,E,,,,Inkom,1995
95RA00510,T4498,44,94,1,41,02,412,M,1,1,4.0,1,118,103,103,0.89,161,161,79,0.203,2.5,62,5.7,49.8,2.8,21.56,64,2,1,2-,1.45,113.8,T3116,44,0.0,32.27,T0969,44,26.52,30.88,191,191,0.263,1.0,MSG 10-27-95,1,LBW,26.52,31.58,109,93,W,SP,B,0.0,411,C,70,4,90,0,E,,,,,1995
95RA00511,T4513,44,94,1,42,02,842,C,1,1,2.0,2,119,72,103,0.571,140,140,80,0.239,2.2,60,4.8,58.1,2.8,20.35,70,1,2,2,1.27,70.0,T2691,44,0.0,-0.29,T2845,44,5.91,5.71,169,191,0.29,1.0,4TEATS,1,CTL,5.91,2.71,86,91,W,S2,AA,100.0,832,M,70,4,90,0,E,,,,Inkom,1995
95RA00512,T4518,44,94,1,42,02,892,C,1,1,2.0,1,119,82,102,0.665,137,137,79,0.192,2.8,60,6.5,57.0,3.7,21.7,64,1,1,3,1.62,78.2,T3077,44,0.0,2.66,T2986,44,-0.71,-2.47,166,191,0.251,1.0,4TEATS,1,CTL,-0.71,0.1,94,111,W,S3,AA,100.0,892,C,75,4,95,0,E,,,,,1995
95RA00513,T4531,44,94,1,41,02,412,M,2,1,2.0,1,120,88,101,0.738,146,146,79,0.203,2.3,60,5.5,65.7,3.6,20.82,64,1,3,3,1.56,102.1,T3116,44,0.0,32.27,T2647,44,21.46,24.31,181,191,0.278,1.0,4TEATSpoison?,6,LBW,21.46,28.29,101,104,W,S1,A,,xxx,,,,,,,,,,,1995
95RA00514,T4532,44,94,1,42,02,842,C,1,1,2.0,1,120,76,101,0.622,127,127,79,0.178,2.3,60,5.0,59.8,3.0,19.81,70,1,2,3+,0.98,57.8,T2691,44,0.0,-0.29,T3216,44,-0.18,-4.21,134,191,0.173,1.0,BUMBLE FOOT,6,CTL,-0.18,-2.25,84,95,W,,,,xxx,,,,,,,,,,,1995
95RA00515,T4533,44,94,1,42,02,822,C,1,1,2.0,1,121,93,100,0.777,138,138,79,0.157,2.4,60,5.5,63.1,3.5,20.17,70,1,1,4+,0.98,61.7,T2643,44,0.0,0.0,T3171,44,6.49,4.83,181,191,0.263,1.0,NICE,1,CTL,6.49,4.83,94,104,W,S4,AAA,92.0,812,C,65,4,90,0,E,,,,Inkom,1995
95RA00516,T4544,44,94,1,41,02,412,M,2,2,3.0,1,122,70,99,0.591,132,132,79,0.217,2.3,60,4.8,57.6,2.8,19.46,70,1,1,3+,1.53,107.3,T3116,44,0.0,32.27,T2103,44,12.59,10.79,167,191,0.29,1.0,FEMININE,3,LBW,12.59,21.53,112,93,W,S2,AA,,,,,,,,,,,,,1995
95RA00517,T4550,44,94,1,42,02,812,C,2,2,2.0,1,123,58,98,0.48,114,114,79,0.196,2.2,60,4.0,57.6,2.3,21.2,64,1,1,3+,1.56,82.2,T3053,44,0.0,2.1,T3459,44,14.34,8.94,138,191,0.239,1.0,,3,CTL,14.34,5.52,101,82,W,S2,AA,,,,,,,,,,,,,1995
95RA00518,T4554,44,94,1,42,02,872,C,1,1,3.0,1,124,81,97,0.696,129,129,79,0.168,2.1,60,4.4,63.5,2.8,19.18,70,1,1,3,1.28,90.9,T2788,44,0.0,-0.45,T2206,44,6.07,6.19,165,191,0.251,1.0,,1,CTL,6.07,2.87,97,91,W,S5,AAA,80.0,862,M,70,4,90,0,E,,,,Inkom,1995
95RA00519,T4581,44,94,1,42,02,832,C,1,1,7.0,1,128,67,93,0.555,136,136,79,0.241,2.4,62,4.5,61.0,2.7,17.08,80,2,1,3+,1.0,75.0,T2678,44,0.0,3.16,T9290,43,-6.71,-6.82,160,191,0.278,1.0,,3,CTL,-6.71,-1.83,83,95,W,S2,AA,,,,,,,,,,,,,1995
95RA00520,T4587,44,94,1,42,02,802,C,1,1,2.0,2,129,70,93,0.629,124,124,80,0.189,2.4,60,5.1,63.1,3.2,20.35,70,1,1,3-,1.41,93.7,T2614,44,0.0,6.33,T2574,44,5.78,6.58,148,191,0.234,1.0,,1,CTL,5.78,6.46,97,99,W,S3,AA,,,C,75,4,90,0,E,,,,Inkom,1995
95RA00521,T4590,44,94,1,41,02,413,M,2,2,5.0,1,129,59,92,0.527,102,102,79,0.15,2.8,58,4.4,61.2,2.7,22.31,62,1,1,3,1.47,108.0,T2654,44,0.0,18.63,T0319,44,20.41,24.57,133,191,0.221,1.0,"SM,SOFT TSTS",3,LBW,20.41,21.6,105,95,W,S1,A,,,,,,,,,,,,,1995
95RA00522,T4610,44,94,1,41,02,414,M,2,1,5.0,2,131,78,91,0.709,133,133,79,0.193,2.4,60,5.5,63.7,3.5,21.62,64,2,1,4,1.27,94.5,T2601,44,0.0,20.29,T0842,44,12.26,10.63,173,191,0.284,1.0,"PINK,saveifOK",3,LBW,12.26,15.46,104,103,W,S1,A,,,,,,,,,,,,,1995
95RA00523,T4622,44,94,1,42,02,802,C,1,1,3.0,2,132,63,90,0.558,113,113,79,0.175,2.7,60,4.6,52.3,2.4,20.43,70,1,3,3-,1.28,80.2,T2614,44,0.0,6.33,T2341,44,0.31,-1.87,145,191,0.246,1.0,LAME,3,CTL,0.31,2.23,90,90,W,D1,B,,,,,,,,,,,,,1995
95RA00524,T4634,44,94,1,42,02,862,C,2,1,4.0,2,134,64,88,0.589,121,121,79,0.2,1.9,62,3.5,54.6,1.9,18.1,80,1,1,3-,1.23,63.1,T2776,44,0.0,-0.03,T0965,44,-1.1,-3.87,148,191,0.251,1.0,M_IDX,3,CTL,-1.1,-1.95,79,75,W,S2,AA,,,,,,,,,,,,,1995
95RA00525,T4636,44,94,1,42,02,812,C,1,1,4.0,2,134,72,88,0.65,133,133,80,0.214,2.5,60,5.1,63.4,3.2,20.5,70,2,1,3,1.34,95.4,T3053,44,0.0,2.1,T1238,44,2.62,5.19,164,191,0.275,1.0,,1,CTL,2.62,3.65,98,100,W,S3,AA,100.0,882,W,70,4,90,0,E,,,,,1995
95RA00526,T4638,44,94,1,41,02,411,M,2,2,5.0,2,134,63,88,0.573,141,141,79,0.274,2.8,60,5.5,59.8,3.3,19.38,70,2,1,2-,1.57,108.1,T2556,44,0.0,20.44,T0423,44,22.3,21.98,175,191,0.335,1.0,,1,LBW,22.3,21.21,119,107,W,SP,B,0.0,414,M,60,3,70,10,Q,,,,Inkom,1995
95RA00527,Z0468,81,91,1,97,97,397,,2,2,5.0,M,0,0,121,0.746,264,154,,0.198,0.0,0,0.0,,,0.0,,,,,2.0,175.8,X6569,80,0.0,0.0,X8284,80,0.0,0.0,286,191,0.316,4.0,STUD! X CLA,1,BF,0.0,0.0,,,W,S2,AA,,X,,,,,,?,,,,,1995
95RA00528,Z0552,81,91,1,97,97,197,,1,1,6.0,M,0,0,118,0.862,217,167,,0.059,0.0,0,0.0,,,0.0,,,,,1.67,111.0,X3988,80,0.0,0.0,X3829,80,0.0,0.0,251,191,0.152,4.0,AGE 4,3,BF,0.0,0.0,,,W,S3,AA,,,,,,,,,,,,,1995
95RA00529,Z0581,81,91,1,97,97,297,,2,1,5.0,M,0,0,118,0.852,235,142,,0.038,0.0,0,0.0,,,0.0,,,,,1.0,91.0,X4224,80,0.0,0.0,X6273,80,0.0,0.0,261,191,0.175,4.0,AGE 4,3,BF,0.0,0.0,,,W,S3,AA,,,,,,,,,,,,,1995
95RA00530,Z0643,81,91,1,97,97,297,,1,1,6.0,M,0,0,116,0.783,228,136,,0.063,0.0,0,0.0,,,0.0,,,,,1.33,115.2,X4224,80,0.0,0.0,X5836,80,0.0,0.0,251,191,0.204,4.0,AGE 4,3,BF,0.0,0.0,,,W,S2,AA,,,,,,,,,,,,,1995
95RA00531,Z0664,81,91,1,97,97,297,,2,1,3.0,M,0,0,115,0.793,230,148,,0.08,0.0,0,0.0,,,0.0,,,,,1.33,72.3,X4224,80,0.0,0.0,X5625,80,0.0,0.0,256,191,0.187,4.0,AGE 4,3,BF,0.0,0.0,,,W,S2,AA,,,,,,,,,,,,,1995
95RA00532,Z0801,81,91,1,97,97,397,,2,2,2.0,M,0,0,103,0.827,226,139,,0.163,0.0,0,0.0,,,0.0,,,,,2.0,112.0,X6569,80,0.0,0.0,X8240,80,0.0,0.0,269,191,0.279,4.0,AGE 4,3,BF,0.0,0.0,,,W,S3,AA,,,,,,,,,,,,,1995
95RA00533,Z0914,81,91,1,97,97,397,,2,2,4.0,M,0,0,98,0.886,236,153,,0.194,0.0,0,0.0,,,0.0,,,,,1.0,78.6,X6569,80,0.0,0.0,X4013,80,0.0,0.0,261,191,0.313,4.0,AGE 4,3,BF,0.0,0.0,,,W,S2,AA,,,,,,,,,,,,,1995
95RA00534,Z1439,81,92,1,97,97,972,,3,2,6.0,B,95,120,128,0.845,234,160,,0.142,0.0,0,0.0,,,0.0,,,1,,2.0,137.2,X6065,80,0.0,0.0,X1198,80,0.0,0.0,273,191,0.257,3.0,,1,BF,0.0,0.0,,,W,S2,AA,,,W,75,4,95,0,E,,,,,1995
95RA00535,Z1444,81,92,1,97,97,971,,2,2,5.0,B,95,111,128,0.775,235,178,,0.238,0.0,0,0.0,,,0.0,,,1,,2.0,123.8, 0A10,00,0.0,0.0,X8254,80,0.0,0.0,263,191,0.299,3.0,ENTR,1,BF,0.0,0.0,,,W,S3,AA,,,M,60,3,75,10,Q,,,,,1995
95RA00536,Z1465,81,92,1,97,97,972,,2,1,6.0,B,96,129,127,0.915,225,168,,0.138,0.0,0,0.0,,,0.0,,,1,,1.33,115.2,X6065,80,0.0,0.0,X5836,80,0.0,0.0,248,191,0.269,3.0,,1,BF,0.0,0.0,,,W,S2,AA,,,C,70,3,90,0,E,,,,,1995
95RA00537,Z1486,81,92,1,97,97,971,,3,2,3.0,B,97,100,126,0.715,230,166,,0.234,0.0,0,0.0,,,0.0,,,2,,2.0,138.7, 0A10,00,0.0,0.0,X9624,80,0.0,0.0,263,191,0.305,3.0,ENTR,1,BF,0.0,0.0,,,W,S2,AA,,,C,70,3,90,0,E,,,,,1995
95RA00538,Z1497,81,92,1,97,97,971,,2,2,4.0,B,97,97,126,0.679,209,151,,0.191,0.0,0,0.0,,,0.0,,,2,,2.0,148.8, 0A10,00,0.0,0.0,X9752,80,0.0,0.0,234,191,0.296,3.0,,1,BF,0.0,0.0,,,W,S3,AA,,,C,70,4,90,0,E,,,,,1995
95RA00539,Z1519,81,92,1,97,97,971,,2,2,5.0,B,98,101,125,0.714,225,143,,0.149,0.0,0,0.0,,,0.0,,,1,,2.0,121.0, 0A10,00,0.0,0.0,X5936,80,0.0,0.0,252,191,0.272,3.0,ENTR,1,BF,0.0,0.0,,,W,S2,AA,,,W,60,3,90,0,S,,,,,1995
95RA00540,Z1520,81,92,1,97,97,971,,2,2,5.0,B,98,102,125,0.713,237,156,,0.191,0.0,0,0.0,,,0.0,,,2,,2.0,121.0, 0A10,00,0.0,0.0,X5936,80,0.0,0.0,267,191,0.287,3.0,LOW SPM CNT95,1,BF,0.0,0.0,,,W,S4,AAA,,,W,60,3,90,10,Q,,,,,1995
95RA00541,Z1583,81,92,1,97,97,972,,2,2,7.0,B,100,104,123,0.725,234,155,,0.181,0.0,0,0.0,,,0.0,,,1,,1.57,144.9,X6065,80,0.0,0.0,M8610,97,0.0,0.0,258,191,0.287,3.0,,1,BF,0.0,0.0,,,W,S5,AAA,,,C,70,3,90,0,E,,,,,1995
95RA00542,Z1696,81,92,1,97,97,972,,1,1,4.0,B,103,126,120,0.933,211,148,,0.078,0.0,0,0.0,,,0.0,,,1,,1.5,144.0,X6065,80,0.0,0.0,X5938,80,0.0,0.0,243,191,0.19,3.0,,1,BF,0.0,0.0,,,W,S3,AA,,,C,70,3,90,0,E,,,,,1995
95RA00543,Z1984,81,92,1,97,97,971,,1,1,5.0,B,114,115,109,0.932,229,168,,0.188,0.0,0,0.0,,,0.0,,,1,,1.33,127.2, 0A10,00,0.0,0.0,X8183,80,0.0,0.0,259,191,0.302,3.0,,1,BF,0.0,0.0,,,W,S3,AA,,,C,70,4,90,0,E,,,,,1995
95RA00544,Z2275,81,93,1,97,97,972,,1,1,5.0,J,96,96,114,0.752,187,152,,0.192,0.0,0,0.0,,,0.0,,,1,,1.0,92.4,Z0468,81,0.0,0.0,X8436,80,0.0,0.0,228,191,0.233,2.0,ENTR,1,BF,0.0,0.0,,,W,S3,AA,,,C,55,3,70,10,Q,,,,,1995
95RA00545,Z2310,81,93,1,97,97,971,,1,1,3.0,J,100,106,110,0.859,193,160,,0.185,0.0,0,0.0,,,0.0,,,1,,1.0,71.7,X9817,80,0.0,0.0,Z0597,81,0.0,0.0,224,191,0.205,2.0,,1,BF,0.0,0.0,,,W,S3,AA,,,M,60,3,75,0,S,,,,,1995
95RA00546,Z2345,81,93,1,97,97,972,,2,1,3.0,J,101,108,109,0.89,190,143,,0.12,0.0,0,0.0,,,0.0,,,1,,2.0,153.8,Z0468,81,0.0,0.0,Z0683,81,0.0,0.0,227,191,0.193,2.0,,1,BF,0.0,0.0,,,W,SP,B,,,M,55,3,70,0,S,,,,,1995
95RA00547,Z2378,81,93,1,97,97,972,,3,2,4.0,J,103,100,107,0.827,189,156,,0.192,0.0,0,0.0,,,0.0,,,2,,2.0,148.8,Z0468,81,0.0,0.0,X9752,80,0.0,0.0,225,191,0.228,2.0,"XLAME-LF,RCVR",1,BF,0.0,0.0,,,W,D1,B,,X,M,50,3,70,0,S,,,,,1995
95RA00548,Z2380,81,93,1,97,97,972,,3,1,4.0,1,103,108,112,0.879,195,143,,0.122,0.0,0,0.0,,,0.0,,,1,,2.0,148.8,Z0468,81,0.0,0.0,X9752,80,0.0,0.0,238,191,0.178,2.0,,1,BF,0.0,0.0,,,W,S2,AA,,,M,60,4,90,0,E,,,,,1995
95RA00549,Z2389,81,93,1,97,97,971,,2,1,6.0,1,104,96,111,0.75,164,126,,0.105,0.0,0,0.0,,,0.0,,,1,,1.33,115.2,X9817,80,0.0,0.0,X5836,80,0.0,0.0,192,191,0.143,2.0,,1,BF,0.0,0.0,,,W,S2,AA,,,W,30,2,40,0,U,,,,,1995
95RA00550,Z2406,81,93,1,97,97,971,,1,1,2.0,J,105,98,105,0.786,190,159,,0.209,0.0,0,0.0,,,0.0,,,2,,1.0,111.0,X9817,80,0.0,0.0,Z0786,81,0.0,0.0,218,191,0.242,2.0,,1,BF,0.0,0.0,,,W,S3,AA,,,C,55,3,80,0,S,,,,,1995
95RA00551,Z2418,81,93,1,97,97,972,,3,2,5.0,J,106,85,104,0.72,204,164,,0.271,0.0,0,0.0,,,0.0,,,2,,2.0,123.8,Z0468,81,0.0,0.0,X8254,80,0.0,0.0,246,191,0.294,2.0,ENTR,1,BF,0.0,0.0,,,W,S4,AAA,,,M,70,4,90,0,E,,,,,1995
95RA00552,Z2428,81,93,1,97,97,971,,1,1,3.0,J,106,106,104,0.894,191,163,,0.195,0.0,0,0.0,,,0.0,,,1,,0.75,88.0,X9817,80,0.0,0.0,Z0506,81,0.0,0.0,222,191,0.228,2.0,,1,BF,0.0,0.0,,,W,SP,B,,,M,60,3,90,0,E,,,,,1995
95RA00553,Z2435,81,93,1,97,97,971,,2,2,5.0,J,107,82,103,0.693,187,132,,0.171,0.0,0,0.0,,,0.0,,,1,,1.83,123.2,X9817,80,0.0,0.0,X8181,80,0.0,0.0,212,191,0.239,2.0,,1,BF,0.0,0.0,,,W,S2,AA,,,W,60,3,90,0,S,,,,,1995
95RA00554,Z2456,81,93,1,97,97,971,,1,1,4.0,J,108,101,102,0.839,190,170,,0.236,0.0,0,0.0,,,0.0,,,1,,1.2,122.6,X9817,80,0.0,0.0,X9742,80,0.0,0.0,226,191,0.274,2.0,ABS @ POLL,1,BF,0.0,0.0,,,W,S4,AAA,,,M,60,4,90,5,S,,,,,1995
95RA00555,Z2708,81,93,1,97,97,973,,1,1,2.0,J,125,74,85,0.732,184,150,,0.26,0.0,0,0.0,,,0.0,,,1,,1.67,159.0,X9670,80,0.0,0.0,Z1594,81,0.0,0.0,219,191,0.285,2.0,,1,BF,0.0,0.0,,,W,S2,AA,89.0,973,C,75,4,90,0,E,,,,,1995
