UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVSIR95,DAM,DBRD,EBVLWW_DAM,EBVDAM95,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW95,M_IDX,F_IDX,WRK,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,DEC6,YRREC
95RA00001, 1574,,92,1,TX,07,,C,,,0.0,,0,0,0,0.0,218,0,80,0.0,3.0,62,13.0,53.0,6.9,24.0,60,2,,3-,0.0,0.0,,,0.0,0.0,,,0.0,0.0,236,191,0.0,3.0,TEXAS RAM,2,CTL,0.0,0.0,,,W,S0,B,,137,,,,,,,YES,N,,,1995
95RA00002, 1957,,92,1,TX,07,,F,,,0.0,,0,0,0,0.0,187,0,80,0.0,3.3,64,11.5,55.5,6.4,18.18,80,7,,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,214,191,0.0,3.0,TEXAS RAM,2,FW,0.0,0.0,,,W,S2,AA,,139,,,,,,,YES,N,,,1995
95RA00003, 1958,,92,1,TX,07,,F,,,0.0,,0,0,0,0.0,212,0,80,0.0,3.7,60,12.3,55.3,6.8,22.27,62,7,,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,240,191,0.0,3.0,TEXAS RAM,2,FW,0.0,0.0,,,W,S3,AA,,138,,,,,,,YES,N,,,1995
95RA00004, 6139,,91,1,TX,07,,C,,,0.0,,0,0,0,0.0,226,0,80,0.0,3.1,60,13.2,45.5,6.0,24.85,60,7,,3+,0.0,0.0,,,0.0,0.0,,,0.0,0.0,247,191,0.0,4.0,TEXAS RAM,2,CTL,0.0,0.0,,,W,S3,AA,,140,,,,,,,YES,N,,,1995
95RA00005, 9217,,92,1,97,97,,,,,0.0,,0,0,0,0.0,256,0,,0.0,0.0,0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,276,191,0.0,3.0,X AB JAW THIN,3,BF,0.0,0.0,,,W,S3,AA,,,,,,,,,,,,,1995
95RA00006,A0019,04,93,1,82,30,60,C,2,2,7.0,1,120,75,95,0.676,175,142,80,0.233,2.8,60,7.9,62.2,4.9,23.64,60,2,3,1-,1.89,122.5,L7239,03,23.59,18.46,L0517,03,15.11,13.98,205,191,0.257,2.0,,2,CTL,19.35,16.22,100,101,W,SP,B,,106,,,,,,,YES,R,,,1995
95RA00007,A0038,04,93,1,80,30,P04,M,3,2,4.0,2,121,74,96,0.69,170,128,80,0.189,3.1,56,8.2,54.3,4.5,27.0,54,2,3,2-,2.01,144.4,L6849,03,21.96,16.55,L5077,03,19.34,21.21,193,191,0.241,2.0,,2,LBW,20.65,18.88,108,97,W,S4,AAA,, 91,,,,,,,YES,C,,,1995
95RA00008,A0043,04,93,1,82,30,65,C,2,2,3.0,2,121,72,96,0.644,164,128,80,0.196,2.9,58,9.0,59.5,5.4,26.52,56,2,1,2+,2.17,115.2,L6872,03,21.27,18.48,L7254,03,14.57,10.07,191,191,0.235,2.0,,3,CTL,17.92,14.28,95,105,W,D3,DUD,,,,,,,,,,,,,1995
95RA00009,A0054,04,93,1,82,30,67,C,2,2,3.0,2,121,72,96,0.643,169,118,80,0.161,2.5,60,7.3,54.3,4.0,27.18,56,2,1,2-,2.17,127.5,L7042,03,14.61,5.67,L7288,03,16.32,15.94,191,191,0.218,2.0,"SM,SOFT TSTS",3,CTL,15.47,10.8,97,86,W,S3,AA,,,,,,,,,,,,,1995
95RA00010,A0057,04,93,1,82,30,67,C,2,2,3.0,2,122,66,95,0.6,184,127,80,0.214,2.7,60,6.6,63.9,4.2,25.84,58,2,2,2+,1.92,125.7,L7042,03,14.61,5.67,L7769,03,17.32,10.19,193,191,0.25,2.0,,2,CTL,15.97,7.93,99,91,W,SP,B,,101,,,,,,,YES,R,,,1995
95RA00011,A0099,04,93,1,82,30,69,C,3,2,6.0,2,123,70,94,0.64,175,143,80,0.256,2.4,58,7.5,61.8,4.6,25.6,58,2,1,2,1.79,96.2,L7088,03,13.64,7.07,L2141,03,8.31,7.63,201,191,0.288,2.0,M_IDX,3,CTL,10.98,7.35,85,93,W,S1,A,,,,,,,,,,,,,1995
95RA00012,A0118,04,93,1,82,30,61,C,2,2,6.0,2,124,70,93,0.66,165,130,80,0.211,3.1,58,8.8,61.4,5.4,26.86,56,2,1,3+,2.12,120.1,L6734,03,22.35,17.15,L0546,03,16.35,15.61,185,191,0.229,2.0,,2,CTL,19.35,16.38,100,107,W,S5,AAA,,102,,,,,,,YES,R,,,1995
95RA00013,A0161,04,93,1,82,30,60,C,3,2,6.0,2,126,77,91,0.722,180,131,80,0.189,2.7,56,8.1,64.2,5.2,25.54,58,2,1,3+,2.35,140.6,L7239,03,23.59,18.46,L2453,03,28.68,30.29,202,191,0.226,2.0,,2,CTL,26.13,24.37,103,102,W,S3,AA,, 90,,,,,,,YES,C,,,1995
95RA00014,A0167,04,93,1,82,30,68,C,3,3,6.0,2,126,64,91,0.59,177,137,80,0.256,3.1,60,7.7,53.7,4.1,26.54,56,2,1,1-,1.98,129.7,L7803,03,29.03,22.52,L2140,03,18.39,13.05,202,191,0.294,2.0,UTAH HEART,2,CTL,23.71,17.79,102,94,W,D4,DUD,,UTE,,,,,,,NO,N,,,1995
95RA00015,A0261,04,93,2,73,30,  5,,3,1,6.0,,232,71,102,0.61,0,124,79,0.315,2.1,60,4.0,,,0.0,,1,1,2,1.17,67.5,L9440,03,0.0,0.0,L1301,03,0.0,0.0,0,0,0.327,1.5,?index,2,-FL,0.0,0.0,89,,,S1,A,,109,,,,,,,YES,R,,,1995
95RA00016,A0267,04,93,2,73,30,  7,,1,1,9.0,,232,64,102,0.51,0,130,79,0.393,2.3,60,4.9,,,0.0,,2,3,2+,1.33,82.6,L9477,03,0.0,0.0,Y9053,02,0.0,0.0,0,0,0.368,1.5,,F,-FL,0.0,0.0,96,,,S2,AA,,,,,,,,,,,,,1995
95RA00017,A0285,04,93,2,73,30,  7,,2,2,3.0,,233,72,101,0.597,0,136,79,0.381,2.5,60,5.5,,,0.0,,1,1,1-,1.0,56.0,L9477,03,0.0,0.0,L8230,03,0.0,0.0,0,0,0.372,1.5,,F,-FL,0.0,0.0,78,,,S5,AAA,,,,,,,,,,,,,1995
95RA00018,A0288,04,93,2,73,30,  9,,1,1,7.0,,233,63,101,0.495,0,141,79,0.464,2.5,60,5.7,,,0.0,,2,1,2,0.86,73.0,L9460,03,0.0,0.0,L1137,03,0.0,0.0,0,0,0.305,1.5,,F,-FL,0.0,0.0,87,,,S3,AA,,,,,,,,,,,,,1995
95RA00019,A0292,04,93,2,72,30,721,,2,2,6.0,,234,69,100,0.584,0,135,79,0.393,2.0,60,4.4,,,0.0,,1,1,1-,1.17,84.2,L6028,03,0.0,0.0,L3168,03,0.0,0.0,0,0,0.363,1.5,RCVR,F,-FL,0.0,0.0,101,,,D1,B,,,,,,,,,,,,,1995
95RA00020,A0311,04,93,2,72,30,721,,1,1,6.0,,235,74,99,0.6,0,142,79,0.405,2.5,62,4.6,,,0.0,,3,1,2+,0.83,75.7,L6028,03,0.0,0.0,L3075,03,0.0,0.0,0,0,0.417,1.5,UTAH HEART,2,-FL,0.0,0.0,95,,,S1,A,,UTE,,,,,,,NO,N,,,1995
95RA00021,A0316,04,93,2,73,30, 10,,3,2,6.0,,235,60,99,0.524,0,120,79,0.357,2.7,58,4.8,,,0.0,,3,1,1,2.0,101.0,L9630,03,0.0,0.0,L1411,03,0.0,0.0,0,0,0.305,1.5,,O,-FL,0.0,0.0,112,,,S3,AA,,ore,,,,,,,,,,,1995
95RA00022,A0347,04,93,2,73,30,  9,,2,2,7.0,,237,59,97,0.497,0,131,79,0.429,2.6,60,6.5,,,0.0,,2,1,2+,1.14,68.7,L9460,03,0.0,0.0,L1499,03,0.0,0.0,0,0,0.35,1.5,?index,2,-FL,0.0,0.0,84,,,S1,A,,108,,,,,,,YES,R,,,1995
95RA00023,A0356,04,93,2,73,30,  3,,2,2,7.0,,238,59,96,0.497,0,130,79,0.423,2.4,60,5.1,,,0.0,,2,1,1-,1.43,80.6,L9422,03,0.0,0.0,L1196,03,0.0,0.0,0,0,0.386,1.5,DUD > MOR,F,-FL,0.0,0.0,94,,,MO,MOR,,,,,,,,,,,,,1995
95RA00024,A0359,04,93,2,73,30,  3,,1,1,8.0,,238,62,96,0.515,0,121,79,0.351,2.4,60,5.7,,,0.0,,2,1,2+,1.5,64.8,L9422,03,0.0,0.0,Y9959,02,0.0,0.0,0,0,0.305,1.5,,F,-FL,0.0,0.0,81,,,S2,AA,,,,,,,,,,,,,1995
95RA00025,A0360,04,93,2,72,30,721,,2,2,8.0,,238,54,96,0.456,0,98,79,0.262,2.7,62,4.4,,,0.0,,1,1,1-,1.25,97.6,L6028,03,0.0,0.0,L0131,03,0.0,0.0,0,0,0.269,1.5,"TWIN,IDX120",F,-FL,0.0,0.0,106,,,S1,A,,,,,,,,,,,,,1995
95RA00026,A0368,04,93,2,73,30,  5,,2,2,6.0,,238,66,96,0.561,0,121,79,0.327,2.8,60,6.2,,,0.0,,1,1,2,1.5,77.7,L9440,03,0.0,0.0,L3215,03,0.0,0.0,0,0,0.332,1.5,,F,-FL,0.0,0.0,95,,,S6,AAA,,,,,,,,,,,,,1995
95RA00027,A0386,04,93,2,73,30,  5,,1,1,4.5,,240,69,94,0.579,0,133,79,0.381,2.5,58,6.4,,,0.0,,2,1,3+,1.0,77.5,L9440,03,0.0,0.0,L5700,03,25.36,22.77,0,0,0.354,1.5,,F,-FL,25.36,22.77,95,,,S5,AAA,,,,,,,,,,,,,1995
95RA00028,A0415,04,93,2,73,30,  2,,1,1,3.0,,241,58,93,0.502,0,138,79,0.476,2.5,58,5.2,,,0.0,,2,1,2,0.67,42.7,L9451,03,0.0,0.0,L7848,03,0.0,0.0,0,0,0.408,1.5,UTAH HEART,2,-FL,0.0,0.0,62,,,S1,A,,UTE,,,,,,,NO,N,,,1995
95RA00029,A0421,04,93,2,73,30,  6,,1,1,3.5,,241,57,93,0.483,0,119,79,0.369,2.4,60,5.7,,,0.0,,1,1,2+,1.67,79.7,L9578,03,0.0,0.0,L5724,03,16.57,15.96,0,0,0.381,1.5,UTAH HEART,2,-FL,16.57,15.96,92,,,S1,A,,UTE,,,,,,,NO,N,,,1995
95RA00030,A0477,04,93,2,73,30,  2,,2,2,6.0,,245,54,89,0.476,0,124,79,0.417,3.1,56,6.1,,,0.0,,2,1,3+,1.67,84.5,L9451,03,0.0,0.0,L2578,03,0.0,0.0,0,0,0.381,1.5,MSG 08-29-95,7,-FL,0.0,0.0,96,,,MO,MOR,,,,,,,,,,,,,1995
95RA00031,A0478,04,93,2,73,30,  1,,1,1,4.0,,245,72,89,0.667,0,132,79,0.357,2.4,60,5.3,,,0.0,,2,1,1-,1.5,98.8,L9410,03,0.0,0.0,L5860,03,0.0,0.0,0,0,0.381,1.5,UTAH HEART,2,-FL,0.0,0.0,118,,,S1,A,,UTE,,,,,,,NO,N,,,1995
95RA00032,A0484,04,93,2,73,30, 10,,3,2,4.0,,245,69,89,0.66,0,133,79,0.381,2.6,62,6.3,,,0.0,,2,1,3+,2.0,121.3,L9630,03,0.0,0.0,L4591,03,0.0,0.0,0,0,0.314,1.5,DUD > MOR,F,-FL,0.0,0.0,136,,,MO,MOR,,,,,,,,,,,,,1995
95RA00033,A0485,04,93,2,73,30, 10,,3,2,4.0,,245,59,89,0.548,0,128,79,0.411,2.4,60,4.9,,,0.0,,3,1,1-,2.0,121.3,L9630,03,0.0,0.0,L4591,03,0.0,0.0,0,0,0.372,1.5,,F,-FL,0.0,0.0,130,,,S5,AAA,,,,,,,,,,,,,1995
95RA00034,A0487,04,93,2,72,30,721,,2,2,6.0,,245,62,89,0.564,0,131,79,0.411,2.4,62,3.3,,,0.0,,2,1,3+,1.0,69.0,L6028,03,0.0,0.0,L2581,03,0.0,0.0,0,0,0.39,1.5,DUD > MOR,F,-FL,0.0,0.0,88,,,MO,MOR,,,,,,,,,,,,,1995
95RA00035,A0513,04,93,2,73,30,  6,,2,2,6.0,,247,62,87,0.58,0,131,79,0.411,2.5,62,7.5,,,0.0,,1,3,3+,1.67,81.2,L9578,03,0.0,0.0,L2937,03,0.0,0.0,0,0,0.363,1.5,,F,-FL,0.0,0.0,99,,,S2,AA,,,,,,,,,,,,,1995
95RA00036,A0526,04,93,2,72,30,723,,2,1,7.0,,248,68,86,0.662,0,132,79,0.381,2.5,60,3.7,,,0.0,,1,1,2-,1.0,65.1,L8217,03,0.0,0.0,L1304,03,0.0,0.0,0,0,0.381,1.5,UTAH HEART,2,-FL,0.0,0.0,90,,,S1,A,,UTE,,,,,,,NO,N,,,1995
95RA00037,A0560,04,93,2,73,30,  7,,2,2,5.5,,250,58,84,0.593,0,110,79,0.31,2.1,58,4.1,,,0.0,,2,1,2-,2.0,109.0,L9477,03,0.0,0.0,L3880,03,16.38,18.85,0,0,0.323,1.5,sale twin,2,-FL,16.38,18.85,122,,,S1,A,,110,,,,,,,YES,R,,,1995
95RA00038,A0561,04,93,2,73,30,  7,,2,2,5.5,,250,60,84,0.585,0,114,79,0.321,2.6,60,5.6,,,0.0,,2,1,2,2.0,109.0,L9477,03,0.0,0.0,L3880,03,16.38,18.85,0,0,0.332,1.5,DUD > MOR,F,-FL,16.38,18.85,122,,,MO,MOR,,,,,,,,,,,,,1995
95RA00039,A0588,04,93,2,73,30,  7,,2,2,4.0,,255,55,79,0.559,0,113,79,0.345,2.7,62,4.7,,,0.0,,2,1,1-,1.25,101.5,L9477,03,0.0,0.0,L4464,03,0.0,0.0,0,0,0.323,1.5,,O,-FL,0.0,0.0,114,,,S2,AA,,ore,,,,,,,,,,,1995
95RA00040,A0597,04,93,2,73,30,  5,,1,1,3.5,,256,68,78,0.706,0,122,79,0.321,2.4,58,5.7,,,0.0,,2,1,1-,1.67,96.3,L9440,03,0.0,0.0,L4852,03,12.52,14.04,0,0,0.318,1.5,,F,-FL,12.52,14.04,118,,,S0,B,,,,,,,,,,,,,1995
95RA00041,A0683,04,94,1,82,30,22,C,2,2,2.0,1,99,94,122,0.679,145,145,79,0.178,2.6,60,4.2,62.0,2.6,20.52,64,2,1,2+,2.11,118.9,L8500,03,0.0,14.91,L9200,03,16.9,13.89,181,191,0.26,1.0,DUD > MOR,1,CTL,16.9,14.4,92,96,W,MO,MOR,,D21,M,60,3,90,0,E,,,,DUD,1995
95RA00042,A0690,04,94,1,82,30,30,C,2,2,5.0,1,100,85,121,0.613,147,147,80,0.217,2.6,60,5.5,53.2,2.9,22.77,62,1,1,2,2.0,135.9,L8995,03,0.0,9.04,L3437,03,16.46,15.24,180,191,0.284,1.0,DUD > MOR,L,CTL,16.46,12.14,105,99,W,MO,MOR,,DUD,,,,,,,NO,N,,DUD,1995
95RA00043,A0697,04,94,1,82,30,30,C,3,2,3.0,1,100,93,121,0.694,157,157,79,0.224,2.4,60,5.4,47.0,2.5,22.89,62,2,1,2+,2.17,123.7,L8995,03,0.0,9.04,L7133,03,28.17,26.61,198,191,0.313,1.0,DUD > SP,1,CTL,28.17,17.83,92,90,W,SP,B,100.0,29,C,70,4,90,0,E,,,,29 ok,1995
95RA00044,A0708,04,94,1,81,30,02,M,3,2,3.0,1,100,94,121,0.696,155,155,79,0.213,2.7,60,5.1,60.1,3.1,21.73,64,2,1,3+,1.92,119.6,L9337,03,0.0,17.69,L6689,03,22.03,19.08,196,191,0.304,1.0,,1,LBW,22.03,18.39,103,105,W,S4,AAA,75.0,e.7,W,75,4,95,0,E,,,,,1995
95RA00045,A0713,04,94,1,82,30,23,C,3,2,4.0,1,101,86,120,0.625,141,141,79,0.192,3.1,58,3.7,65.9,2.4,20.66,64,2,1,2+,2.12,168.6,L8551,03,0.0,15.87,L5054,03,27.43,27.17,172,191,0.257,1.0,,2,CTL,27.43,21.52,117,99,W,SP,B,, 86,,,,,,,YES,C,,,1995
95RA00046,A0726,04,94,1,82,30,22,C,2,2,3.0,1,101,84,120,0.618,133,133,79,0.171,2.7,58,5.9,51.7,3.1,23.01,62,1,1,3-,2.04,118.6,L8500,03,0.0,14.91,L6858,03,26.91,22.64,161,191,0.23,1.0,,2,CTL,26.91,18.78,100,104,W,S1,A,, 96,,,,,,,YES,R,,,1995
95RA00047,A0727,04,94,1,82,30,22,C,2,2,3.0,1,101,88,120,0.658,144,144,79,0.196,2.4,58,5.6,53.9,3.0,22.74,62,2,1,3,2.04,118.6,L8500,03,0.0,14.91,L6858,03,26.91,22.64,180,191,0.275,1.0,MM & JUMPER,1,CTL,26.91,18.78,99,99,W,D4,DUD,,DUD,C,60,3,80,0,S,,,,DUD,1995
95RA00048,A0730,04,94,1,81,30,01,M,3,3,6.0,2,101,87,121,0.626,146,146,79,0.207,2.3,58,4.8,58.9,2.8,20.35,64,2,1,2+,2.35,148.8,L8774,03,0.0,9.82,L2151,03,19.63,22.7,165,191,0.234,1.0,DUD -> MARK,L,LBW,19.63,16.26,103,96,W,D4,DUD,,DUD,,,,,,,NO,N,,DUD,1995
95RA00049,A0732,04,94,1,81,30,03,M,3,2,3.0,1,101,90,120,0.675,151,151,79,0.213,2.3,60,4.9,68.4,3.4,23.09,62,1,1,3+,2.29,152.4,L9230,03,0.0,18.81,L7458,03,32.86,32.58,191,191,0.301,1.0,LAME-LF 1013,1,LBW,32.86,25.7,114,104,W,D3,DUD,,OK,C,55,2,75,0,S,,,,,1995
95RA00050,A0733,04,94,1,81,30,03,M,3,2,3.0,2,101,85,121,0.613,147,147,79,0.218,2.7,58,4.6,58.9,2.7,22.41,62,1,1,2-,2.29,152.4,L9230,03,0.0,18.81,L7458,03,32.86,32.58,171,191,0.257,1.0,,1,LBW,32.86,25.7,110,97,W,S3,AA,97.0,01,M,65,3,90,0,E,,,,,1995
95RA00051,A0740,04,94,1,82,30,20,C,2,1,5.0,1,101,88,120,0.649,144,144,79,0.196,3.0,58,6.0,58.9,3.5,23.48,62,2,1,1-,1.99,99.5,L8430,03,0.0,15.97,L3505,03,12.55,11.86,170,191,0.245,1.0,,1,CTL,12.55,13.92,94,114,W,S2,AA,100.0,20,C,60,3,90,0,E,,,,,1995
95RA00052,A0741,04,94,1,82,30,27,C,2,2,3.0,1,101,89,120,0.657,148,148,79,0.206,2.4,60,3.6,60.3,2.2,22.12,62,2,1,2+,2.29,117.1,L8903,03,0.0,17.09,L7002,03,22.55,23.6,166,191,0.23,1.0,M_IDX,3,CTL,22.55,20.35,82,86,W,,,,,,,,,,,,,,,1995
95RA00053,A0756,04,94,1,81,30,02,M,2,2,3.0,2,102,100,120,0.754,155,155,79,0.193,2.5,58,5.7,67.4,3.8,22.11,62,1,1,2,2.17,117.7,L9337,03,0.0,17.69,L6630,03,25.02,21.23,198,191,0.293,1.0,,1,LBW,25.02,19.46,105,114,W,S0,B,,,C,65,3,90,0,E,,,,,1995
95RA00054,A0757,04,94,1,81,30,02,M,2,2,3.0,2,102,101,120,0.742,154,154,79,0.186,2.6,60,4.6,59.0,2.7,21.45,64,1,1,2-,2.17,117.7,L9337,03,0.0,17.69,L6630,03,25.02,21.23,197,191,0.287,1.0,DUD -> MARK,L,LBW,25.02,19.46,98,97,W,D4,DUD,,DUD,,,,,,,NO,N,,DUD,1995
95RA00055,A0760,04,94,1,82,30,31,C,2,2,5.0,2,102,86,120,0.626,141,141,79,0.193,2.1,60,4.0,66.8,2.7,21.37,64,2,1,2,2.4,132.0,L9097,03,0.0,21.12,L3960,03,27.12,22.98,175,191,0.266,1.0,,1,CTL,27.12,22.05,100,91,W,S1,A,89.0,30,C,70,4,90,0,E,,,,,1995
95RA00056,A0762,04,94,1,82,30,25,C,2,2,3.0,2,102,84,120,0.6,141,141,79,0.2,2.3,62,4.1,63.9,2.6,22.37,62,3,1,2,2.17,101.4,L8625,03,0.0,13.74,L6978,03,12.08,9.81,176,191,0.275,1.0,3SCUR,3,CTL,12.08,11.78,91,91,W,,,,,,,,,,,,,,,1995
95RA00057,A0764,04,94,1,82,30,28,C,1,1,3.0,2,102,104,120,0.752,155,155,80,0.179,2.3,58,5.7,58.8,3.4,23.0,62,2,1,1-,1.67,105.0,L8913,03,0.0,12.68,L7452,03,18.25,16.97,189,191,0.254,1.0,,3,CTL,18.25,14.83,92,104,W,,,,,,,,,,,,,,,1995
95RA00058,A0811,04,94,1,82,30,29,C,2,2,5.0,2,103,78,119,0.566,147,147,79,0.242,2.4,60,4.4,64.6,2.8,20.95,64,2,1,2,1.8,115.1,L8982,03,0.0,15.61,L3433,03,17.46,11.33,176,191,0.293,1.0,RCVR,1,CTL,17.46,13.47,97,97,W,SP,B,82.0,21,M,75,4,70,0,S,,,,,1995
95RA00059,A0822,04,94,1,81,30,03,M,2,2,5.0,2,103,104,119,0.795,142,142,79,0.133,2.5,62,5.0,71.2,3.6,21.62,64,2,1,2-,2.2,134.3,L9230,03,0.0,18.81,L3583,03,18.65,17.12,172,191,0.204,1.0,,2,LBW,18.65,17.97,106,111,W,S2,AA,, 85,,,,,,,YES,C,,,1995
95RA00060,A0877,04,94,1,82,30,21,C,2,2,5.0,2,105,86,117,0.628,144,144,79,0.204,2.0,60,4.7,61.7,2.9,22.46,62,2,2,2,2.0,139.5,L8881,03,0.0,17.4,L4364,03,19.43,18.28,177,191,0.272,1.0,,6,CTL,19.43,17.84,103,92,W,,,,,,,,,,,,,,,1995
95RA00061,A0899,04,94,1,82,30,24,C,2,2,4.0,2,105,94,117,0.724,138,138,79,0.154,2.3,60,5.2,67.3,3.5,24.59,60,2,1,3+,1.68,123.9,L8595,03,0.0,15.19,L5675,03,21.98,20.42,177,191,0.249,1.0,DUD MM ?HOMO,1,CTL,21.98,17.81,99,104,W,MO,MOR,,D23,C,70,3,90,0,E,,,,DUD,1995
95RA00062,A0912,04,94,1,82,30,29,C,4,1,4.0,H,105,88,112,0.718,123,123,79,0.121,2.3,60,5.7,66.0,3.8,23.0,62,2,1,2+,2.68,131.2,L8982,03,0.0,15.61,L4952,03,25.38,23.89,151,191,0.186,1.0,DUD > MOR,L,CTL,25.38,19.75,102,113,W,MO,MOR,,DUD,,,,,,,NO,N,,DUD,1995
95RA00063,A0934,04,94,1,82,30,27,C,1,2,2.0,1,106,88,115,0.661,140,140,79,0.182,2.4,60,5.1,60.6,3.1,21.54,64,2,1,2+,1.82,122.5,L8903,03,0.0,17.09,L8521,03,18.53,15.81,170,191,0.245,1.0,4TEATS,1,CTL,18.53,16.45,95,101,W,S5,AAA,100.0,26,C,60,3,90,0,E,,,,,1995
95RA00064,A0942,04,94,1,81,30,04,M,1,1,2.0,1,106,103,115,0.789,145,145,79,0.147,2.6,60,6.2,51.5,3.2,24.41,60,2,1,2-,1.82,128.1,L8722,03,0.0,9.88,L8516,03,25.28,24.58,186,191,0.248,1.0,,1,LBW,25.28,17.23,99,103,W,S1,A,54.0,04,C,65,3,90,0,E,,,,,1995
95RA00065,A0944,04,94,1,82,30,23,C,3,2,4.0,1,106,77,115,0.592,130,130,79,0.185,2.8,60,4.6,58.6,2.7,21.39,64,2,1,2,2.23,102.2,L8551,03,0.0,15.87,L4690,03,10.15,7.59,163,191,0.257,1.0,,1,CTL,10.15,11.73,95,100,W,S3,AA,100.0,22,M,60,3,90,10,Q,,,,,1995
95RA00066,A0959,04,94,1,81,30,03,M,2,2,4.0,1,106,86,115,0.648,148,148,80,0.217,2.8,58,5.5,59.7,3.3,22.72,62,1,1,3+,2.12,130.7,L9230,03,0.0,18.81,L5202,03,14.93,14.34,177,191,0.272,1.0,"NICE,dead0829",6,LBW,14.93,16.58,103,108,W,D3,DUD,,xxx,,,,,,,,,,,1995
95RA00067,A0960,04,94,1,81,30,03,M,2,2,4.0,1,106,91,115,0.675,141,141,79,0.175,3.1,58,4.6,71.7,3.3,22.97,62,1,2,2+,2.12,130.7,L9230,03,0.0,18.81,L5202,03,14.93,14.34,172,191,0.242,1.0,NICE,2,LBW,14.93,16.58,103,112,W,S2,AA,, 95,,,,,,,YES,R,,,1995
95RA00068,A0963,04,94,1,ch,31,-0,c,3,2,4.0,1,106,82,115,0.647,141,141,79,0.206,0.0,60,5.7,,,0.0,,,2,,2.12,142.6,S1878,10,0.0,0.0,L4762,03,24.76,23.2,166,191,0.251,1.0,,L,,24.76,23.2,,,,S3,AA,,,,,,,,,,,,,1995
95RA00069,A0987,04,94,1,ch,31,-0,c,1,1,1.5,1,107,88,114,0.668,132,132,79,0.154,0.0,60,5.5,,,0.0,,,1,,1.67,98.5,S1497,10,24.32,0.0,L9476,03,1.19,-4.53,163,191,0.224,1.0,,L,,12.76,12.76,,,,S4,AAA,,,,,,,,,,,,,1995
95RA00070,A0991,04,94,1,ch,31,-2,c,2,2,4.0,1,107,85,114,0.67,146,146,79,0.213,0.0,60,5.3,,,0.0,,,1,,2.12,150.9,S1497,10,24.32,0.0,L4923,03,22.63,21.88,174,191,0.266,1.0,EYELID TUMOR,L,,23.48,21.88,,,,S3,AA,,UTE,,,,,,,,,,,1995
95RA00071,A1001,04,94,1,ch,31,-2,c,3,2,2.0,1,107,81,114,0.636,137,137,79,0.196,0.0,60,5.4,,,0.0,,,1,,2.11,126.8,S1497,10,24.32,0.0,L8845,03,25.54,19.33,168,191,0.26,1.0,,L,,24.93,19.33,,,,S7,AAA,,,,,,,,,,,,,1995
95RA00072,A1008,04,94,1,ch,31,-0,c,2,1,2.0,1,107,77,114,0.603,135,135,79,0.203,0.0,62,4.9,,,0.0,,,1,,1.68,88.8,S1878,10,0.0,0.0,L9333,03,21.1,14.71,157,191,0.239,1.0,,L,,21.1,14.71,,,,S2,AA,,,,,,,,,,,,,1995
95RA00073,A1015,04,94,1,82,30,31,C,2,1,3.0,1,107,90,114,0.706,144,144,79,0.189,2.1,60,4.4,51.9,2.3,21.76,64,1,1,3+,2.17,131.3,L9097,03,0.0,21.12,L7647,03,23.65,27.38,173,191,0.248,1.0,X IDX,1,CTL,23.65,24.25,91,84,W,S4,AAA,100.0,23,M,75,4,95,0,E,,,,MKT,1995
95RA00074,A1021,04,94,1,82,30,29,C,3,2,3.0,1,107,81,114,0.63,144,144,79,0.22,2.5,60,4.9,57.3,2.8,22.7,62,3,1,2+,2.29,131.7,L8982,03,0.0,15.61,L7544,03,21.43,19.57,173,191,0.275,1.0,3SCUR,3,CTL,21.43,17.59,100,96,W,S0,B,,,,,,,,,,,,,1995
95RA00075,A1030,04,94,1,82,30,26,C,2,2,3.0,1,107,76,114,0.58,141,141,79,0.227,3.0,58,5.5,65.9,3.6,22.94,62,2,3,2-,1.92,114.1,L8638,03,0.0,18.05,L7821,03,24.33,22.79,173,191,0.29,1.0,KEEP,1,CTL,24.33,20.42,98,116,W,S5,AAA,100.0,25,C,60,3,90,0,E,,,,,1995
95RA00076,A1031,04,94,1,82,30,26,C,2,2,3.0,1,107,87,114,0.675,143,143,79,0.196,2.6,60,4.8,67.2,3.2,21.13,64,2,1,3+,1.92,114.1,L8638,03,0.0,18.05,L7821,03,24.33,22.79,173,191,0.257,1.0,KEEP,1,CTL,24.33,20.42,92,106,W,S2,AA,100.0,31,M,60,3,90,0,E,,,,,1995
95RA00077,A1036,04,94,1,82,30,27,C,3,2,4.0,1,107,85,114,0.658,133,133,79,0.168,2.4,60,4.6,57.5,2.6,22.75,62,2,1,2-,2.23,117.9,L8903,03,0.0,17.09,L4851,03,16.42,19.04,163,191,0.233,1.0,,1,CTL,16.42,18.07,89,92,W,D4,DUD,,DUD,C,50,2,70,0,S,,,,DUD,1995
