UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
08RA00001,,00426,00426,00,04,1,00,Tx,,,,1,,0.0,M,0,0,0,0.0,0,0,51,0.0,3.6,3.6,50,6.4,7.7,,35.8,7.9,21.9,44,1,,1,0.0,0.0,,,,,,,195,191,0.351,4.0,,1,Tx,,0,0,,AA,RR,S+,A+,STUD,88.0,e22,22,23,Term,,,,W,60,0,15,0,S,,,10037,0,0,0.0,2008,,,0,MT1674-0053,0.0
08RA00002,,00518,00518,00,05,1,00,Tx,,,,2,,0.0,M,0,0,0,0.0,214,0,51,0.0,4.5,4.5,48,8.0,7.3,,50.1,7.9,15.7,36,2,,1,0.0,0.0,,,,,,,234,191,0.421,3.0,,1,Tx,,0,0,,,QR,S+,A+,STUD,93.0,28,28,,Term,,,,W,60,0,0,0,S,,,10609,0,0,0.0,2008,,,0,IL1604F-1188,0.0
08RA00003,,00584,00584,00,05,1,00,97,,,,2,,0.0,M,0,0,0,0.0,0,0,55,0.0,2.4,2.4,50,0.0,5.3,,35.9,6.9,19.1,44,2,,1+,0.0,0.0,,,,,,,0,0,0.0,3.0,LAME HIPS,3,,,0,0,,AA,RR,S+,A+,STUD,100.0,19,17,,Term,,,,W,60,0,0,0,S,,,536901,0,0,0.0,2008,93,0512,8018,IA1748-0351,0.0
08RA00004,,00595,00595,00,05,1,00,06,,,,?,,0.0,M,0,0,0,0.0,267,0,51,0.0,3.2,3.2,58,11.8,13.5,,28.1,4.9,17.4,54,1,,3+,0.0,0.0,,,,,,,290,191,0.522,3.0,,1,,,0,0,,AA,RR,S+,A+,STUD,95.0,e03,03,,Term,,,,W,75,0,0,0,E,,,,0,0,0.0,2008,,,0,MT0227-0595,0.0
08RA00005,,00639,00639,00,06,1,00,Tx,,,,1,,0.0,M,0,0,0,0.0,0,150,51,0.0,3.5,3.5,50,4.2,5.9,,36.0,8.4,23.4,44,2,,1,0.0,0.0,,,,,,,0,0,0.0,2.0,SMALL,1,Tx,,0,0,,,QR,,,,,26,alt,,Term,,,,W,30,0,15,10,U,,,11112,0,0,0.0,2008,97,1208,0,OR59-0048,0.0
08RA00006,,00901,00901,00,05,1,00,06,,,,?,,0.0,M,0,0,0,0.0,0,0,51,0.0,3.9,3.9,56,9.4,18.4,,31.9,5.7,17.8,48,2,,3+,0.0,0.0,,,,,,,0,0,0.0,3.0,REALLY THIN,3,,,0,0,,AA,RR,S+,A+,STUD,85.0,09,05,,Term,,,,W,75,0,0,0,E,,,U8069,0,0,0.0,2008,93,0512,0,NDS0117-0508,0.0
08RA00007,,04047,04047,00,04,1,ID,02,,,I,3,,0.0,M,0,0,0,0.0,312,0,51,0.0,3.2,3.2,62,12.2,12.9,,22.8,4.0,17.5,62,1,,3,0.0,0.0,,,,,,,324,191,0.583,4.0,MSU 4047,3,MSU,MSU,0,0,,,?,S+,A+,STUD,53.0,T51,e21,61,Idah,,,,,0,0,0,0,,,,,0,0,0.0,2008,93,0813,8111,MSU 4047,0.0
08RA00008,,04249,04249,00,04,1,ID,02,,,I,1,,0.0,M,0,0,0,0.0,284,0,51,0.0,3.1,3.1,62,10.6,11.7,,21.6,3.9,18.1,64,1,,3+,0.0,0.0,,,,,,,306,191,0.55,4.0,MSU 4249,3,MSU,MSU,0,0,,,?,S+,A+,STUD,89.0,OUT,51,51,Idah,,,,,0,0,0,0,,,,,0,0,0.0,2008,93,0813,8092,MSU 4249,0.0
08RA00009,,05020,05020,00,05,1,00,Tx,,,,2,,0.0,M,0,0,0,0.0,0,0,51,0.0,4.0,4.0,48,7.4,5.3,,40.6,8.2,20.3,36,1,,1,0.0,0.0,,,,,,,0,0,0.0,3.0,TX.L.EYE12/11,6,Tx,,0,0,,,QR,S+,A+,STUD,100.0,e21,25,,Term,,,,W,50,0,0,0,Q,,,10746,0,0,0.0,2008,01,0517,0,OR00286-5020,0.0
08RA00010,,05028,05028,00,05,1,00,Tx,,,,2,,0.0,M,0,0,0,0.0,187,0,51,0.0,4.1,4.1,48,4.8,5.9,,45.4,7.7,16.9,36,1,,1,0.0,0.0,,,,,,,196,191,0.353,3.0,wolf,6,Tx,,0,0,,AA,RR,S+,A+,STUD,88.0,spare,29,,Term,,,,W,75,0,10,0,S,,,10740,0,0,0.0,2008,13,0730,0,OR00286-5028,0.0
08RA00011,,05360,05360,00,05,1,00,06,,,,1,,0.0,M,0,0,0,0.0,281,0,51,0.0,3.9,3.9,58,6.8,13.5,,27.9,4.6,16.5,54,1,,2,0.0,0.0,,,,,,,301,191,0.541,3.0,WOLF?,6,,,0,0,,AA,RR,S+,A+,STUD,90.0,e01,06,,Term,,,,W,70,0,15,5,S,,,U8288,0,0,0.0,2008,13,0820,0,NDSS0082-1802,0.0
08RA00012,,05434,05434,00,05,1,00,06,,,,2,,0.0,M,0,0,0,0.0,0,0,51,0.0,3.9,3.9,58,12.6,21.4,,30.6,6.1,19.9,50,1,,3+,0.0,0.0,,,,,,,0,0,0.0,3.0,REALLY THIN,3,,,0,0,,AA,RR,S+,A+,STUD,89.0,e02,07,,Term,,,,W,60,0,0,0,S,,,U7905,0,0,0.0,2008,93,0512,8021,NDS0060-1425,0.0
08RA00013,,05925,05925,00,05,1,00,97,,,,2,,0.0,M,0,0,0,0.0,0,0,55,0.0,2.8,2.8,50,0.0,4.9,,35.7,6.1,17.2,44,2,,1+,0.0,0.0,,,,,,,0,0,0.0,3.0,LAME SMALLNUT,3,,,0,0,,AA,RR,S+,A+,STUD,100.0,e14,19,,Term,,,,W,60,0,10,0,S,,,546025,0,0,0.0,2008,93,0512,0,IDX450-0035,0.0
08RA00014,,05988,05988,00,05,1,00,06,,,,?,,0.0,M,0,0,0,0.0,287,0,51,0.0,3.9,3.9,58,8.2,13.1,,28.0,5.0,17.7,54,1,,3+,0.0,0.0,,,,,,,303,191,0.545,3.0,NICE,1,,,0,0,,,QR,S+,A+,STUD,90.0,spare,08,,Term,,,,W,60,0,0,0,S,,,,0,0,0.0,2008,,,0,MT0218-0686,0.0
08RA00015,2005003069,03069,03069,00,05,1,m3,m3,,,,1,,0.0,M,0,0,0,0.0,0,0,55,0.0,2.4,2.4,54,0.0,6.7,,32.1,5.7,17.9,48,1,,3+,0.0,0.0,,,,,,,0,0,0.0,3.0,,3,m3,,0,0,,,QR,S+,A+,STUD,100.0,8,1,,Term,,,,W,70,0,0,0,S,,,,0,0,0.0,2008,93,0414,0,NE23-503069,0.0
08RA00016,2005003192,03192,03192,00,05,1,m3,m3,,,,2,,0.0,M,0,0,0,0.0,0,0,55,0.0,3.6,3.6,54,0.0,13.3,,33.1,5.7,17.2,46,2,,2-,0.0,0.0,,,,,,,0,0,0.0,3.0,,3,m3,,0,0,,AA,RR,S+,A+,STUD,94.0,spare,2,,Term,,,,W,70,0,0,0,S,,,,0,0,0.0,2008,93,0414,0,NE23-503192,0.0
08RA00017,2005003293,03293,03293,00,05,1,m3,m3,,,,2,,0.0,M,0,0,0,0.0,0,0,55,0.0,3.5,3.5,54,0.0,10.5,,30.1,5.3,17.5,50,2,,2,0.0,0.0,,,,,,,0,0,0.0,3.0,,3,m3,,0,0,,,QR,S+,A+,STUD,88.0,9,4,,Term,,,,W,65,0,15,0,S,,,,0,0,0.0,2008,93,0414,0,NE23-503293,0.0
08RA00018,2004051063,H1063,H1063,05,04,1,82,30,23P,,C,3,2,7.0,M,98,96,120,0.705,263,196,51,0.334,3.5,3.5,58,10.8,12.7,,29.8,4.9,16.6,50,1,1,2,1.92,133.3,A9122,04,A6180,04,,,275,191,0.53,4.0,,3,CTL,,101,106,,,,S+,A+,STUD,93.0,e32,e34,05,Poly,,,,,0,0,0,0,,,,,7,13,11.0,2008,93,0813,8130,,0.062
08RA00019,2005051600,H1600,H1600,05,05,1,83,30,03P,,W,3,2,7.0,M,103,101,118,0.767,256,173,51,0.244,3.8,3.8,58,10.0,12.5,,26.5,4.8,18.2,56,2,1,1-,2.1,125.2,A7199,04,A7171,04,,,273,191,0.513,3.0,H2,3,-FW,,92,110,,,,,,,0.0,P01,,,Poly,,,,,0,0,0,0,,,,,7,14,11.0,2008,93,0813,8099,,0.046
08RA00020,2005051611,H1611,H1611,05,05,1,88,30,06P,,M,2,2,5.0,M,104,88,117,0.683,235,172,51,0.285,3.9,3.9,58,10.2,13.1,,29.7,5.6,18.7,50,3,1,2-,2.21,137.9,A9588,04,A9599,04,,,265,191,0.528,3.0,H2,3,,,101,110,,,,S+,A+,STUD,94.0,e33,e32,,Poly,,,,,0,0,0,0,,,,,5,11,9.0,2008,93,0813,8091,,0.057
08RA00021,2005051704,H1704,H1704,05,05,1,82,30,21P,,C,2,2,5.0,M,106,94,115,0.73,243,164,51,0.237,3.6,3.6,56,12.2,12.5,,29.2,5.6,19.0,54,2,1,2,1.93,128.8,A9890,04,A8499,04,,,230,191,0.406,3.0,LAME9/17/07ok,3,CTL,,97,106,,,,DUD,DUD,DUD,0.0,OUT,,,Poly,,,,,0,0,0,0,,,,,5,9,9.0,2008,93,0813,9127,,0.052
08RA00022,2005051718,H1718,H1718,05,05,1,82,30,26P,,C,3,2,6.5,M,107,87,116,0.653,250,148,51,0.208,3.2,3.2,60,9.8,10.1,,27.0,6.2,22.8,56,1,1,2+,2.82,162.5,A9153,04,A5945,04,,,256,191,0.508,3.0,,3,CTL,,103,94,,,,DUD,DUD,DUD?,0.0,P03,,,Poly,,,,,0,0,0,0,,,,,6,19,13.0,2008,93,0813,8115,,0.06
08RA00023,2005051742,H1742,H1742,05,05,1,82,30,11P,,C,3,2,7.0,M,107,88,114,0.681,250,165,51,0.261,3.3,3.3,60,7.0,8.1,,24.8,3.7,14.9,60,2,1,2+,2.47,128.9,H0656,05,A7010,04,,,266,191,0.531,3.0,H2,3,CTL,,93,87,,,,,,,0.0,,,,Poly,,,,,0,0,0,0,,,,,7,19,11.0,2008,93,1219,8582,,0.064
08RA00024,2005051743,H1743,H1743,05,05,1,82,30,11P,,C,3,2,7.0,M,107,84,114,0.638,0,151,51,0.227,2.8,2.8,58,2.6,8.3,,24.4,4.1,16.9,60,1,1,2,2.47,128.9,H0656,05,A7010,04,,,0,0,0.0,3.0,scissor jaw,6,CTL,,90,85,,,,,,,0.0,,,,Poly,,,,,0,0,0,0,,,,,7,19,11.0,2008,29,0418,0,,0.064
08RA00025,2005051771,H1771,H1771,05,05,1,88,30,05P,,M,2,2,7.0,M,108,104,115,0.796,256,178,51,0.253,3.5,3.5,60,9.2,10.7,,25.2,4.9,19.5,58,2,1,2,2.2,134.1,H0596,05,A6678,04,,,282,191,0.535,3.0,,2,,,98,100,,,,,,,0.0,,,,Poly,,,,,0,0,0,0,,,,,7,16,12.0,2008,92,0918,8160,,0.057
08RA00026,2005051797,H1797,H1797,05,05,1,82,30,12P,,C,2,2,5.0,M,108,115,115,0.868,289,209,51,0.321,3.6,3.6,60,6.2,11.3,,23.9,5.2,21.8,60,2,1,2+,2.19,134.9,H0709,05,A7675,04,,,310,191,0.586,3.0,,2,CTL,,101,105,,,,S+,A+,STUD,89.0,P05,06,,Poly,,,,,0,0,0,0,,,,,5,10,8.0,2008,92,0918,8150,,0.074
08RA00027,2005051823,H1823,H1823,05,05,1,82,30,24P,,C,3,2,4.0,M,109,105,114,0.811,246,204,51,0.338,3.6,3.6,60,12.0,13.1,,27.6,4.9,17.8,56,2,1,2+,2.08,134.2,A9088,04,A9071,04,,,264,191,0.477,3.0,Top Index,1,CTL,,100,110,,,,S+,A+,STUD,100.0,e31,04,,Poly,,,,,0,0,0,0,,,,,3,8,7.0,2008,97,1208,0,,0.059
08RA00028,2005051852,H1852,H1852,05,05,1,82,30,22P,,C,2,2,6.0,M,110,87,113,0.663,277,178,51,0.311,3.5,3.5,60,10.0,10.7,,27.4,4.7,17.3,56,2,1,3,2.12,152.0,A8879,04,A6454,04,,,283,191,0.589,3.0,,3,CTL,,106,98,,,,S+,A+,STUD,95.0,P02,05,,Poly,,,,,0,0,0,0,,,,,6,12,11.0,2008,93,0813,8131,,0.049
08RA00029,2005051889,H1889,H1889,05,05,1,82,30,13P,,C,2,1,4.0,M,110,112,113,0.886,250,164,51,0.177,3.2,3.2,60,13.6,12.1,,26.6,5.2,19.4,56,1,1,2,2.12,138.3,H0471,05,A8756,04,,,274,191,0.486,3.0,NICE,3,CTL,,94,104,,,,,,,0.0,e35,,,Poly,,,,,0,0,0,0,,,,,4,8,6.0,2008,93,0813,8142,,0.068
08RA00030,2005051914,H1914,H1914,05,05,1,88,30,06P,,M,3,2,5.0,M,111,95,112,0.759,251,196,51,0.345,3.1,3.1,60,11.0,11.3,,26.4,4.8,18.1,56,2,1,2-,2.33,150.0,A9588,04,P0149,05,,,255,191,0.48,3.0,BAD EYE +LIB+,3,,,105,100,,,,S+,A+,STUD,94.0,e34,09,,Poly,,,,,0,0,0,0,,,,,5,13,10.0,2008,97,0812,0,,0.052
08RA00031,2005051971,H1971,H1971,05,05,1,83,30,04P,,W,2,2,5.0,M,113,84,108,0.656,261,169,51,0.288,3.3,3.3,60,6.6,8.5,,27.0,4.3,15.8,56,2,1,2,2.26,139.9,A9232,04,A8507,04,,,279,191,0.582,3.0,"UGLY, save",3,-FW,,99,86,,,,,,,0.0,,,,Poly,,,,,0,0,0,0,,,,,5,12,10.0,2008,93,1219,8564,,0.046
08RA00032,2005052022,H2022,H2022,05,05,1,88,30,07P,,M,3,2,8.0,M,114,95,107,0.779,254,183,51,0.298,3.1,3.1,60,10.4,11.7,,25.6,4.2,16.5,58,2,1,2-,2.2,134.9,H0630,05,A6849,04,,,275,191,0.537,3.0,H2,3,,,99,103,,,,S+,A+,STUD,97.0,e36,e31,,Poly,,,,,0,0,0,0,,,,,8,19,13.0,2008,93,0813,8132,,0.028
