UID,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,NAX,STUDY,STUDY2,STUDY3,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
04RA00187,R3210,R3210,11,02,1,18,43,27,+,1,1,6.0,M,91,113,128,0.771,221,179,71,0.221,3.2,3.2,62,13.4,13.4,0.0606,22.3,3.8,17.0,62,7,1,4+,1.45,105.1,R1226,11,S8438,10,249,267,,0,0.0,2.0,H7 RUGGED,2,.,,92,97,,Sx,A+,,0.0,126,COHO,EXP,Ramb,COHO,,HETRO,,,,,,,, 9,0,,5,7,7,04,92,0923,1758,0.0,,,
04RA00188,R3240,R3240,11,02,1,18,07,35,-,1,1,4.0,M,92,116,127,0.803,220,179,71,0.211,3.4,3.4,62,15.6,15.6,0.0709,23.6,4.1,17.5,60,7,1,3,1.92,116.1,R0402,11,R0725,11,,,,0,0.0,2.0,H7,V,.,,100,104,,Sx,A+,,0.0,COHO,COHO,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,8,5,04,,,0,0.0,,,
04RA00189,R3321,R3321,11,02,1,18,43,33,-,2,2,5.0,M,93,100,126,0.684,240,186,71,0.288,3.3,3.3,64,13.8,13.8,0.0575,20.2,3.0,14.9,70,3,1,3-,1.76,128.5,R1264,11,S9193,10,,,,0,0.0,2.0,,1,.,,109,102,,Sx,A+,STUD,100.0,35R, 2,EXP,Ramb,COHO,,HETRO,,,,,,,,,,,5,8,8,04,,,0,0.0,,,
04RA00190,R3362,R3362,11,02,1,18,43,27,+,3,2,6.0,M,94,91,125,0.654,206,148,71,0.191,3.2,3.2,62,14.2,14.2,0.0689,24.2,4.1,16.9,60,1,1,3+,2.05,117.1,R1226,11,S8056,10,,,,0,0.0,2.0,,V,.,,96,97,,Sx,A+,STUD,91.0,.,17,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,13,9,04,,,0,0.0,,,
04RA00191,R3381,R3381,11,02,1,18,07,32,-,1,1,4.0,M,94,118,125,0.847,233,194,71,0.254,3.6,3.6,62,14.4,14.4,0.0618,22.2,3.2,14.6,62,2,1,2-,1.67,122.4,R1565,11,R0298,11,253,267,,0,0.0,2.0,,2,.,,105,103,,Sx,A+,,0.0,125,COHO,CTL,Ramb,COHO,,BISEX,,,,,,,, 9,0,,4,6,6,04,92,0923,1761,0.0,,,
04RA00192,R3401,R3401,11,02,1,18,07,32,-,2,2,4.0,M,95,91,122,0.65,207,180,71,0.296,3.5,3.5,62,14.6,14.6,0.0705,22.2,2.9,13.2,62,2,1,3,1.8,112.6,R1565,11,R0460,11,,,,0,0.0,2.0,NICE,1,.,,104,103,,Sx,A+,STUD,87.0,46R,COHO,EXP,Ramb,COHO,,BISEX,,,,,,,,,,,4,7,6,04,,,0,0.0,,,
04RA00193,R3416,R3416,11,02,1,18,07,23,+,1,1,3.0,M,95,102,124,0.744,202,169,71,0.224,3.1,3.1,62,12.0,12.0,0.0594,21.6,3.2,14.9,64,1,1,3,1.59,104.0,R0118,11,R1474,11,,,,0,0.0,2.0,,V,.,,90,92,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,3,3,3,04,,,0,0.0,,,
04RA00194,R3456,R3456,11,02,1,18,07,26,+,2,2,4.0,M,95,85,122,0.618,207,148,71,0.209,3.4,3.4,62,13.0,13.0,0.0628,23.9,4.9,20.5,60,1,1,3,2.05,142.4,R1432,11,R0493,11,,,,0,0.0,2.0,,V,.,,108,94,,Sx,A+,STUD,96.0,.,11,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,9,9,04,,,0,0.0,,,
04RA00195,R3506,R3506,11,02,1,18,07,21,+,2,2,7.0,M,97,92,120,0.693,217,170,71,0.259,3.4,3.4,60,14.4,14.4,0.0664,26.0,4.3,16.5,58,1,1,3+,1.82,137.0,R0475,11,S7262,10,,,,0,0.0,2.0,X R. EPI,3,.,,111,97,,Sx,A+,,0.0,COHO,COHO,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,7,13,12,04,93,0907,1409,0.0,,,
04RA00196,R3507,R3507,11,02,1,18,07,21,+,2,2,7.0,M,97,97,120,0.713,228,180,71,0.276,3.6,3.6,60,15.2,15.2,0.0667,25.0,3.8,15.1,58,2,1,3+,1.82,137.0,R0475,11,S7262,10,,,,0,0.0,2.0,NOTCH SCRO.,V,.,,114,102,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,HOMO,,,,,,,,,,,7,13,12,04,,,0,0.0,,,
04RA00197,R3543,R3543,11,02,1,18,07,25,+,1,1,3.0,M,97,112,120,0.824,240,174,71,0.206,4.1,4.1,62,16.0,16.0,0.0667,22.2,3.0,13.7,62,2,1,3-,1.59,79.2,R0826,11,R1974,11,259,267,,0,0.0,2.0,,2,.,,86,111,,Sx,A+,STUD,90.0,122,26,CTL,Ramb,COHO,,HETRO,,,,,,,, 9,0,,3,3,2,04,92,0923,1757,0.0,,,
04RA00198,R3553,R3553,11,02,1,18,07,22,+,2,2,7.0,M,98,106,119,0.772,235,192,71,0.286,3.6,3.6,62,16.2,16.2,0.0689,22.9,5.2,22.9,62,3,1,3+,1.89,126.3,R1449,11,S7026,10,,,,0,0.0,2.0,,V,.,,112,108,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,7,14,12,04,,,0,0.0,,,
04RA00199,R3649,R3649,11,02,1,18,07,31,-,2,2,4.0,M,100,99,119,0.721,227,175,71,0.254,3.5,3.5,64,14.4,14.4,0.0634,22.0,3.8,17.4,64,1,1,3,1.92,104.5,R2037,11,R0709,11,,,,0,0.0,2.0,NICE,1,.,,97,102,,Sx,A+,,0.0,ealt,COHO,CTL,Ramb,COHO,,HETRO,,,,,,,,,,,4,8,5,04,,,0,0.0,,,
04RA00200,R3655,R3655,11,02,1,18,07,38,-,3,2,5.0,M,100,87,119,0.63,210,140,71,0.177,3.2,3.2,64,13.0,13.0,0.0619,21.9,4.1,18.8,64,6,1,3,2.06,135.1,R1583,11,S9613,10,,,,0,0.0,2.0,H6,V,.,,101,96,,Sx,A+,STUD,91.0,.,14,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,5,11,9,04,,,0,0.0,,,
04RA00201,R3656,R3656,11,02,1,18,07,38,-,3,2,5.0,M,100,95,119,0.703,228,185,71,0.301,3.8,3.8,62,13.2,13.2,0.0579,23.3,3.1,13.5,62,3,1,3,2.06,135.1,R1583,11,S9613,10,247,267,,0,0.0,2.0,,2,.,,113,98,,Sx,A+,,0.0,123,COHO,EXP,Ramb,COHO,,HETRO,,,,,,,, 9,0,,5,11,9,04,92,0923,1759,0.0,,,
04RA00202,R3657,R3657,11,02,1,18,07,28,+,2,2,6.0,M,100,92,119,0.662,215,167,71,0.251,3.5,3.5,62,15.2,15.2,0.0707,25.2,4.1,16.2,58,2,1,2-,1.74,125.4,R1839,11,S7889,10,,,,0,0.0,2.0,X ABS. HIP,3,.,,107,101,,Sx,A+,,0.0, X,COHO,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,10,10,04,93,0621,1396,0.0,,,
04RA00203,R3663,R3663,11,02,1,18,07,35,-,1,1,3.0,M,100,99,119,0.716,222,161,71,0.207,3.5,3.5,62,14.0,14.0,0.0631,23.2,3.6,15.6,62,2,1,4+,1.59,77.0,R0402,11,R1628,11,,,,0,0.0,2.0,NICE,V,.,,80,99,,Sx,A+,,0.0,COHO,COHO,CTL,Ramb,COHO,,EXHET,,,,,,,,,,,2,3,1,04,,,0,0.0,,,
04RA00204,R3682,R3682,11,02,1,18,07,36,-,1,1,4.0,M,100,105,119,0.761,238,191,71,0.288,3.4,3.4,62,15.8,15.8,0.0664,24.5,4.9,20.1,60,1,1,2-,1.92,87.5,R0848,11,R0179,11,248,267,,0,0.0,2.0,,2,.,,94,103,,Sx,A+,,0.0,124,COHO,CTL,Ramb,COHO,,BISEX,,,,,,,, 9,0,,4,8,4,04,92,0923,1760,0.0,,,
04RA00205,R3710,R3710,11,02,1,18,43,25,+,2,2,6.0,M,101,97,123,0.67,204,161,71,0.218,3.4,3.4,62,13.4,13.4,0.0657,22.3,5.0,22.4,62,6,1,3-,1.55,107.8,R0826,11,S8469,10,,,,0,0.0,2.0,H6,V,.,,94,98,,Sx,A+,,0.0,., 3,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,4,8,8,04,,,0,0.0,,,
04RA00206,R3731,R3731,11,02,1,18,07,25,+,1,1,6.0,M,101,104,118,0.758,227,177,71,0.244,3.3,3.3,62,14.4,14.4,0.0634,23.8,3.8,15.9,60,6,1,3-,1.65,116.0,R0826,11,S8512,10,,,,0,0.0,2.0,H6,V,.,,101,99,,Sx,A+,,0.0,COHO,COHO,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,9,9,04,,,0,0.0,,,
04RA00207,R3791,R3791,11,02,1,18,07,31,-,1,1,7.0,M,102,103,122,0.719,213,149,71,0.156,3.5,3.5,62,15.4,15.4,0.0723,23.6,4.9,20.6,60,3,1,3,1.44,90.8,R2037,11,S6700,10,248,267,,0,0.0,2.0,NICE,2,.,,84,104,,Sx,A+,,0.0,121, 1,EXP,Ramb,COHO,,EXHET,,,,,,,, 9,0,,6,9,8,04,92,0923,1756,0.0,,,
04RA00208,R3798,R3798,11,02,1,18,43,24,+,3,2,7.0,M,102,88,122,0.646,195,153,71,0.221,3.5,3.5,62,11.2,11.2,0.0574,22.1,3.4,15.3,62,7,1,3+,2.08,136.8,R1185,11,S6879,10,,,,0,0.0,2.0,"H7, MSG???",V,.,,104,91,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,7,16,14,04,97,0817,0,0.0,,,
04RA00209,R3810,R3810,11,02,1,18,43,38,-,2,2,3.0,M,103,93,114,0.725,221,173,71,0.266,3.6,3.6,62,16.6,16.6,0.0751,23.9,4.3,18.2,60,1,1,3,1.85,119.3,R1583,11,R1618,11,,,,0,0.0,2.0,,V,.,,108,108,,Sx,A+,,0.0,., 5,CTL,Ramb,COHO,,EXHET,,,,,,,,,,,3,5,4,04,,,0,0.0,,,
04RA00210,R3819,R3819,11,02,1,18,07,26,+,2,2,3.0,M,103,96,121,0.694,234,184,71,0.299,3.7,3.7,62,16.0,16.0,0.0684,24.2,5.8,24.2,60,4,1,3,1.67,104.5,R1432,11,R0445,11,,,,0,0.0,2.0,"ABS. BUTT, H4",1,.,,103,106,,Sx,A+,STUD,74.0,e.8,COHO,EXP,Ramb,COHO,,HETRO,,,,,,,,,,,3,4,3,04,,,0,0.0,,,
04RA00211,R3837,R3837,11,02,1,18,43,21,+,1,1,4.0,M,103,106,121,0.746,232,184,71,0.265,3.2,3.2,64,12.8,12.8,0.0552,21.7,3.1,14.3,64,1,1,3+,1.92,116.9,R0475,11,R0489,11,,,,0,0.0,2.0,NICE,V,.,,100,95,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,4,8,7,04,,,0,0.0,,,
04RA00212,R3846,R3846,11,02,1,18,07,26,+,1,1,2.0,M,104,94,113,0.724,220,156,71,0.206,3.2,3.2,62,13.8,13.8,0.0627,21.6,4.3,20.0,64,1,1,3-,1.71,101.7,R1432,11,R1753,11,,,,0,0.0,2.0,,V,.,,90,99,,D3,DUD,,0.0,COHO,COHO,CTL,Ramb,COHO,,DUD,,,,,,,,,,,2,2,1,04,,,0,0.0,,,
04RA00213,R3847,R3847,11,02,1,18,43,23,+,2,2,6.0,M,104,90,113,0.68,223,175,71,0.282,3.1,3.1,64,12.8,12.8,0.0574,19.6,3.7,19.0,70,3,1,4,2.15,145.6,R0118,11,S7785,10,,,,0,0.0,2.0,"LAME,FRONTok",V,.,,114,98,,Sx,A+,STUD,100.0,.,15,EXP,Ramb,COHO,,EXHET,,,,,,,,,,,6,14,12,04,,,0,0.0,,,
04RA00214,R3885,R3885,11,02,1,18,07,37,-,1,1,4.0,M,105,95,112,0.725,198,170,71,0.249,3.5,3.5,62,15.6,15.6,0.0788,21.5,4.0,18.5,64,3,1,5+,1.55,112.3,R0305,11,R0347,11,,,,0,0.0,2.0,F5+,1,.,,102,107,,Sx,A+,STUD,77.0,.,23,CTL,Ramb,COHO,,HETRO,,,,,,,,,,,4,5,5,04,,,0,0.0,,,
04RA00215,R4061,R4061,11,03,1,18,07,e.0,M,1,1,1.0,Y,95,97,129,0.66,187,187,71,0.306,2.6,2.8,62,8.8,9.4,0.0471,20.7,3.4,16.4,64,3,1,3+,1.76,108.9,R2554,11,R3374,11,,,,0,0.0,1.0,H3,1,.,,101,104,,S,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00216,R4067,R4067,11,03,1,18,07,e.3,M,1,1,1.0,Y,96,91,128,0.634,189,189,71,0.333,3.1,3.4,62,9.6,10.3,0.0508,22.5,4.1,18.1,62,2,1,3-,1.76,107.9,R2746,11,R3158,11,,,,0,0.0,1.0,,1,.,,106,111,,D9,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00217,R4068,R4068,11,03,1,18,07,e.4,M,1,1,1.0,Y,96,98,128,0.656,172,172,71,0.252,2.8,3.1,64,7.8,8.4,0.0453,19.6,3.8,19.4,70,1,1,4+,1.76,109.3,R1231,11,R3137,11,197,267,,0,0.0,1.0,"X, WEAK BACK",2,.,,96,102,,S,,,,113X,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,93,1025,1752,0.0,,,
04RA00218,R4070,R4070,11,03,1,18,07,e.3,M,2,1,1.0,Y,97,99,128,0.677,193,193,71,0.321,3.1,3.4,64,6.2,6.7,0.0321,19.7,3.7,19.0,70,7,1,3+,1.86,109.5,R2746,11,R3985,11,,,,0,0.0,1.0,"H7, IN DITCH!",6,.,,97,93,,,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,2,1,04,32,0913,0,0.0,,,
04RA00219,R4081,R4081,11,03,1,18,07,e.4,M,2,1,1.0,Y,99,92,126,0.657,178,178,71,0.294,3.1,3.4,64,7.8,8.4,0.0438,19.9,3.0,15.2,70,1,1,3-,1.86,108.3,R1231,11,R3484,11,,,,0,0.0,1.0,,1,.,,99,103,,D9,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,2,1,04,,,0,0.0,,,
04RA00220,R4091,R4091,11,03,1,18,07,e.4,M,1,1,1.0,Y,102,91,122,0.666,178,178,71,0.296,2.5,2.8,64,5.8,6.3,0.0326,18.8,3.0,15.8,80,4,1,3+,1.76,108.7,R1231,11,R3271,11,,,,0,0.0,1.0,"ABS.CHEEK, X",3,.,,93,88,,,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,93,0907,1415,0.0,,,
04RA00221,R4093,R4093,11,03,1,18,07,e.3,M,2,1,1.0,Y,102,104,122,0.768,201,201,71,0.33,2.8,3.1,62,9.6,10.5,0.0478,21.4,3.4,15.8,64,1,1,3-,1.86,111.1,R2746,11,R3268,11,,,,0,0.0,1.0,,1,.,,107,111,,S,,STUD,92.0,42R,,,Ramb,,,YRLG,,,,,,,,,,,1,2,1,04,,,0,0.0,,,
04RA00222,R4110,R4110,11,03,1,18,07,e.3,M,1,1,1.0,Y,106,84,119,0.606,155,155,71,0.242,2.4,2.7,64,7.6,8.4,0.049,20.4,4.0,19.7,70,1,1,5,1.76,107.7,R2746,11,R3918,11,,,,0,0.0,1.0,"-SIZE, F5",4,.,,93,98,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00223,R4131,R4131,11,03,1,18,07,e.4,M,1,1,1.0,Y,110,104,114,0.809,192,192,71,0.299,3.1,3.6,62,7.8,8.7,0.0406,21.0,3.3,15.8,64,1,1,3,1.76,112.5,R1231,11,R3350,11,,,,0,0.0,1.0,,1,.,,103,105,,S+,,STUD,94.0,43R,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00224,R4133,R4133,11,03,1,18,07,e.1,M,1,1,1.0,Y,110,90,114,0.692,162,162,71,0.245,2.4,2.8,62,8.4,9.4,0.0519,21.6,3.6,16.7,64,1,1,3,1.76,109.5,R2261,11,R3237,11,,,,0,0.0,1.0,-SIZE,4,.,,97,103,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00225,R4146,R4146,11,03,1,18,07,e.3,M,2,2,1.0,Y,112,79,112,0.61,186,186,71,0.364,3.1,3.6,64,9.0,10.1,0.0484,18.4,3.8,20.8,80,1,1,3+,1.86,120.3,R2746,11,R3358,11,,,,0,0.0,1.0,,1,.,,114,117,,S+,,STUD,92.0,31R,,,Ramb,,,YRLG,,,,,,,,,,,1,2,2,04,,,0,0.0,,,
04RA00226,R4147,R4147,11,03,1,18,07,e.2,M,1,1,1.0,Y,112,103,112,0.799,197,197,71,0.32,2.7,3.1,62,7.8,8.8,0.0396,20.8,3.6,17.4,64,1,1,5,1.76,112.5,R2874,11,R3645,11,,,,0,0.0,1.0,F5,1,.,,103,102,,S+,,STUD,83.0,e.9,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00227,R4156,R4156,11,03,1,18,07,e.3,M,1,1,1.0,Y,113,84,111,0.662,193,193,71,0.371,2.8,3.2,64,7.0,7.9,0.0363,20.5,3.9,18.9,70,7,1,4,1.76,108.7,R2746,11,R3343,11,,,,0,0.0,1.0,H7,1,.,,103,98,,S,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00228,R4157,R4157,11,03,1,18,07,e.3,M,1,1,1.0,Y,113,88,111,0.681,159,159,71,0.241,3.0,3.5,64,6.8,7.7,0.0428,19.4,3.2,16.5,70,7,1,3+,1.76,109.5,R2746,11,R3227,11,,,,0,0.0,1.0,"H7, -SIZE",4,.,,95,100,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,19,1231,0,0.0,,,
04RA00229,R4168,R4168,11,03,1,18,07,e.2,M,1,1,1.0,Y,115,85,109,0.661,181,181,71,0.327,2.6,3.0,62,7.2,8.2,0.0398,21.0,4.3,20.6,64,1,1,3-,1.76,109.1,R2874,11,R3472,11,,,,0,0.0,1.0,NICE,1,.,,100,98,,S+,,,,ealt,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00230,R4171,R4171,11,03,1,18,07,e.1,M,1,1,1.0,Y,115,84,110,0.657,182,182,71,0.334,2.8,3.3,62,9.2,10.5,0.0505,20.6,3.7,18.1,64,1,1,3,1.76,108.9,R2261,11,R3104,11,,,,0,0.0,1.0,,1,.,,107,114,,S+,,STUD,87.0,41R,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00231,R4172,R4172,11,03,1,18,07,e.3,M,1,1,1.0,Y,115,79,110,0.618,168,168,71,0.304,2.5,2.9,64,6.6,7.5,0.0393,17.8,2.8,15.9,80,1,1,4+,1.76,107.7,R2746,11,R2977,11,196,267,,0,0.0,1.0,H3,2,.,,96,98,,,,,,117,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1755,0.0,,,
04RA00232,R4174,R4174,11,03,1,18,07,e.0,M,1,1,1.0,Y,115,79,110,0.645,178,178,71,0.338,2.6,3.0,62,6.4,7.3,0.036,21.5,3.3,15.5,64,4,1,3+,1.76,107.7,R2554,11,R4006,11,,,,0,0.0,1.0,"H4<, X",4,.,,98,92,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00233,R4176,R4176,11,03,1,18,07,e.2,M,1,1,1.0,Y,115,82,109,0.64,184,184,71,0.347,2.6,3.0,62,6.4,7.3,0.0348,21.5,4.3,20.1,64,1,1,3-,1.76,108.5,R2874,11,R3157,11,218,267,,0,0.0,1.0,,2,.,,99,92,,,,,,114,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1753,0.0,,,
04RA00234,R4177,R4177,11,03,1,18,07,e.4,M,1,1,1.0,Y,115,80,109,0.644,171,171,71,0.31,2.4,2.8,64,5.6,6.4,0.0327,20.9,3.7,17.6,64,1,1,4+,1.76,108.1,R1231,11,R3019,11,,,,0,0.0,1.0,-FLWT,4,.,,93,86,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00235,R4178,R4178,11,03,1,18,07,e.2,M,1,1,1.0,Y,115,87,109,0.673,172,172,71,0.289,2.5,2.9,64,6.2,7.0,0.036,19.8,3.8,19.1,70,7,1,4+,1.75,112.5,R2874,11,R3287,11,218,267,,0,0.0,1.0,H7,2,.,,96,92,,,,,,120,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1751,0.0,,,
04RA00236,R4180,R4180,11,03,1,18,07,e.3,M,1,1,1.0,Y,116,82,109,0.646,171,171,71,0.304,2.8,3.3,64,7.0,8.0,0.0409,18.3,3.4,18.5,80,5,1,4+,1.76,108.5,R2746,11,R3312,11,,,,0,0.0,1.0,H5,4,.,,99,103,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00237,R4186,R4186,11,03,1,18,07,e.1,M,1,1,1.0,Y,116,91,109,0.719,191,191,71,0.341,2.7,3.2,62,8.4,9.6,0.044,21.6,3.6,16.6,64,1,1,3+,1.76,110.5,R2261,11,R3811,11,,,,0,0.0,1.0,MALE MOUNTS,1,.,,105,106,,D9,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00238,R4189,R4189,11,03,1,18,07,e.1,M,1,1,1.0,Y,116,91,109,0.72,176,176,71,0.29,2.5,2.9,64,8.0,9.1,0.0455,20.3,3.8,18.6,70,2,1,4,1.76,110.5,R2261,11,R3216,11,209,267,,0,0.0,1.0,F4,2,.,,100,103,,,,,,116,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1749,0.0,,,
04RA00239,R4198,R4198,11,03,1,18,07,e.2,M,1,1,1.0,Y,117,82,108,0.625,180,180,71,0.334,2.2,2.6,62,7.0,8.0,0.0389,21.4,4.7,22.1,64,1,1,3-,1.76,108.7,R2874,11,R3191,11,198,267,,0,0.0,1.0,NICE,2,.,,98,93,,,,,,115,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1754,0.0,,,
04RA00240,R4202,R4202,11,03,1,18,07,e.2,M,1,1,1.0,Y,118,78,107,0.617,181,181,71,0.352,2.7,3.2,62,8.2,9.4,0.0453,21.5,4.1,18.8,64,1,1,3+,1.76,107.9,R2874,11,R3712,11,,,,0,0.0,1.0,,1,.,,105,105,,S+,,STUD,100.0,44R,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00241,R4203,R4203,11,03,1,18,07,e.1,M,1,1,1.0,Y,118,79,107,0.622,180,180,71,0.345,2.4,2.8,62,6.8,7.8,0.0378,20.7,3.3,16.1,64,1,1,4,1.76,108.1,R2261,11,R3085,11,215,267,,0,0.0,1.0,F4,2,.,,99,94,,,,,,118,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,1,1,04,92,0923,1748,0.0,,,
04RA00242,R4205,R4205,11,03,1,18,07,e.2,M,1,1,1.0,Y,118,97,107,0.787,188,188,71,0.311,2.4,2.8,62,7.2,8.3,0.0383,23.5,4.3,18.3,60,1,1,4+,1.76,112.1,R2874,11,R3497,11,,,,0,0.0,1.0,X R.EPI,3,.,,100,94,,,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,93,0907,1420,0.0,,,
04RA00243,R4206,R4206,11,03,1,18,07,e.0,M,1,1,1.0,Y,118,80,107,0.645,173,173,71,0.317,2.4,2.8,64,6.0,6.9,0.0347,19.9,3.4,17.2,70,1,1,3+,1.76,108.3,R2554,11,R2988,11,,,,0,0.0,1.0,,4,.,,95,90,,.,,,,BHVx,,,Ramb,,,YRLG,,,,,,,,10,,,1,1,1,04,,,0,0.0,,,
04RA00244,R4220,R4220,11,03,1,18,07,e.3,M,2,1,1.0,Y,123,77,102,0.67,181,181,71,0.355,2.5,3.0,64,7.4,8.6,0.0409,19.6,3.4,17.1,70,4,1,3,1.86,108.5,R2746,11,R3830,11,222,267,,0,0.0,1.0,H4,2,.,,102,102,,,,,,119,,,Ramb,,,YRLG,,,,,,,, 8,0,,1,2,1,04,92,0923,1750,0.0,,,
04RA00245,R4227,R4227,11,03,1,18,07,e.1,M,1,1,1.0,Y,128,94,97,0.821,185,185,71,0.311,2.4,2.9,64,6.8,8.1,0.0368,20.0,2.9,14.6,70,1,1,3-,1.76,113.3,R2261,11,R3099,11,,,,0,0.0,1.0,NICE,1,.,,100,98,,D9,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00246,R4236,R4236,11,03,1,18,07,e.0,M,1,1,1.0,Y,130,85,95,0.757,161,161,71,0.259,2.4,2.9,62,7.8,9.3,0.0484,20.9,4.6,22.2,64,5,1,3-,1.76,111.5,R2554,11,R3026,11,,,,0,0.0,1.0,"X, ? R.EPI",3,.,,99,104,,,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,93,0907,1418,0.0,,,
04RA00247,R4242,R4242,11,03,1,18,07,e.2,M,1,1,1.0,Y,131,80,94,0.727,165,165,71,0.29,2.7,3.3,62,7.8,9.3,0.0473,21.1,3.8,18.2,64,1,1,3,1.76,110.5,R2874,11,R3131,11,,,,0,0.0,1.0,"X, ? L.EPI",3,.,,102,106,,,,,,.,,,Ramb,,,YRLG,,,,,,,,,,,1,1,1,04,93,0907,1419,0.0,,,
04RA00248,T7759,T7759,44,00,1,ID,02,42T,I,4,2,7.0,M,99,99,122,0.709,251,185,71,0.3,3.5,3.5,58,14.2,14.2,0.0566,25.2,4.1,16.3,58,1,1,3,1.93,132.4,T5505,44,T5557,44,,,,0,0.292,4.0,"? QUAD, AGE4",1,ISA,ISA,105,100,,S2,AA,STUD,77.0,e.2,.,,Ida,.,,HETRO,,,,,,,,,,,7,15,11,04,,,0,0.0,,,
04RA00249,T7794,T7794,44,00,1,ID,02,41T,I,2,2,5.0,M,103,88,118,0.633,259,190,71,0.355,3.8,3.8,60,13.4,13.4,0.0517,23.5,3.8,16.2,60,1,1,3,1.8,115.7,00064,00,T6185,44,269,267,,0,0.366,4.0,,2,KK,KK,101,100,,S3,AA,STUD,57.0,112,.,,Ida,.,,HETRO,,,,,,,, 7,0,,5,9,7,04,92,0923,1747,0.0,,,
